sample	histology	TACSTD2	CD8	CYT	GEP18	GEP18_common	ESTIMATE	ESTIMATE_Score	ESTIMATE_StromalScore	CD8_AB	purity
TCGA-38-4632-01	LUAD	13.009	8.5996	7.45265	0.30765933182118793	0.30765933182118793	1531.5	1592.36	60.86	7.71735	0.37
TCGA-38-6178-01	LUAD	12.5327	6.3038	6.47875	-0.2314716661842066	-0.2314716661842066	409.24	714.69	305.45	5.0689	0.32
TCGA-38-7271-01	LUAD	12.7628	10.4978	9.824200000000001	1.1242661189456509	1.1242661189456509	2743.79	3935.15	1191.36	9.390550000000001	0.26
TCGA-38-A44F-01	LUAD	12.7598	8.3401	8.41625	0.5188278298776594	0.5188278298776594	1875.62	2302.31	426.69	7.4117	0.26
TCGA-44-2655-01	LUAD	12.9585	7.0921	6.7139500000000005	-0.287142529688835	-0.287142529688835	861.14	423.77	-437.38	5.95465	0.33
TCGA-44-2656-01	LUAD	13.4953	10.496	9.6109	1.3761452853291023	1.3761452853291023	2175.91	2906.97	731.06	9.6492	0.32
TCGA-44-2657-01	LUAD	12.9236	10.4646	9.834150000000001	1.15688304723831	1.15688304723831	2387.9	3067.76	679.86	9.537700000000001	0.34
TCGA-44-2659-01	LUAD	12.3149	9.5117	8.15305	0.5747672341216408	0.5747672341216408	1273.63	1914.79	641.16	8.49445	0.42
TCGA-44-2661-01	LUAD	11.9466	9.7907	9.88935	1.1555934458450319	1.1555934458450319	2577.1	3596.85	1019.75	9.0583	0.29
TCGA-44-2662-01	LUAD	13.3576	6.2421	6.839449999999999	0.0939466219459037	0.0939466219459037	1702.24	2521.93	819.69	5.18645	0.26
TCGA-44-2665-01	LUAD	12.175	6.7577	6.5924499999999995	0.05811238197732625	0.05811238197732625	1324.81	2821.06	1496.26	5.64985	0.43
TCGA-44-2666-01	LUAD	11.9991	7.9365	6.4021	-0.3676284528683169	-0.3676284528683169	135.45	-579.79	-715.25	6.70405	0.56
TCGA-44-2668-01	LUAD	12.903	9.5757	8.661	0.9662325373559124	0.9662325373559124	1861.47	2820.64	959.18	8.26075	0.3
TCGA-44-3396-01	LUAD	12.9135	9.4379	8.30235	0.8121943355997361	0.8121943355997361	1885.83	3019.28	1133.45	8.312750000000001	0.24
TCGA-44-3398-01	LUAD	12.3358	8.1523	8.1922	0.41006020529163145	0.41006020529163145	1896.59	3127.44	1230.85	7.473800000000001	0.19
TCGA-44-3918-01	LUAD	9.5339	10.0747	10.29055	1.4033706772462	1.4033706772462	2304.0	3396.2	1092.2	9.24295	0.45
TCGA-44-3919-01	LUAD	13.0419	9.1099	7.901349999999999	0.7506428636115341	0.7506428636115341	1640.92	2093.46	452.54	8.2805	0.51
TCGA-44-4112-01	LUAD	10.6411	8.0708	7.57355	-0.17014470156771475	-0.17014470156771475	626.49	1170.4	543.91	7.10905	0.57
TCGA-44-5643-01	LUAD	13.6734	8.2214	7.55615	0.10202806267191729	0.10202806267191729	412.41	-768.67	-1181.08	7.092549999999999	0.56
TCGA-44-5644-01	LUAD	10.5455	6.8251	6.40585	-1.1870734652192165	-1.1870734652192165	-640.82	-1790.66	-1149.84	6.1777999999999995	0.75
TCGA-44-5645-01	LUAD	13.5647	7.8521	7.2918	0.3600503484075355	0.3600503484075355	1680.22	1885.17	204.95	6.7528500000000005	0.54
TCGA-44-6145-01	LUAD	12.7504	10.4305	9.48625	1.1329407359057013	1.1329407359057013	1890.66	2577.02	686.36	9.11075	0.31
TCGA-44-6146-01	LUAD	13.4662	6.7781	6.230499999999999	-0.879722308383863	-0.879722308383863	-208.62	-1153.48	-944.86	5.6819500000000005	0.7
TCGA-44-6147-01	LUAD	12.8878	8.2178	6.80905	0.16761702415633697	0.16761702415633697	1026.48	1578.49	552.01	7.08835	0.47
TCGA-44-6148-01	LUAD	12.8762	7.2125	6.369199999999999	-0.28221826941066563	-0.28221826941066563	689.74	1142.35	452.62	7.828	0.3
TCGA-44-6774-01	LUAD	11.4345	6.826	7.0037	-0.042032814816736874	-0.042032814816736874	1020.11	2909.03	1888.92	5.558949999999999	0.45
TCGA-44-6775-01	LUAD	13.3396	7.1936	6.4254999999999995	0.11600310907525217	0.11600310907525217	1481.59	2839.15	1357.55	6.056900000000001	0.27
TCGA-44-6776-01	LUAD	12.0504	6.5931	6.0226500000000005	-0.7676793567223312	-0.7676793567223312	-274.42	-1172.17	-897.75	5.8412500000000005	0.65
TCGA-44-6777-01	LUAD	11.8994	7.7095	7.65715	0.701354034809587	0.701354034809587	2264.99	4251.64	1986.65	6.5144	0.34
TCGA-44-6778-01	LUAD	9.9283	9.8727	9.429549999999999	1.2390965459076064	1.2390965459076064	2425.86	3069.43	643.57	8.54515	0.25
TCGA-44-6779-01	LUAD	13.8397	9.9315	9.6995	1.090498679141212	1.090498679141212	1886.98	2499.92	612.95	8.78855	0.6
TCGA-44-7659-01	LUAD	12.0081	7.1749	6.480650000000001	-0.4816189198539536	-0.4816189198539536	614.81	21.15	-593.67	5.81475	0.56
TCGA-44-7660-01	LUAD	14.2045	6.7412	6.96985	-0.19116170245031283	-0.19116170245031283	255.7	-549.8	-805.51	7.35705	0.58
TCGA-44-7661-01	LUAD	11.5523	8.0978	7.5768	0.6577023393679516	0.6577023393679516	1668.3	2526.87	858.57	6.8713	0.29
TCGA-44-7662-01	LUAD	13.1898	7.9429	8.40765	0.35301746294029795	0.35301746294029795	1013.44	2140.72	1127.28	6.8681	0.33
TCGA-44-7667-01	LUAD	9.6439	6.402	7.158849999999999	-0.8244500096112146	-0.8244500096112146	-314.04	-956.22	-642.18	4.95145	0.37
TCGA-44-7669-01	LUAD	10.1087	8.3189	8.193999999999999	0.15366229273911303	0.15366229273911303	737.61	573.9	-163.71	7.0169	0.5
TCGA-44-7670-01	LUAD	12.0369	7.5309	6.7112	-0.385487337957363	-0.385487337957363	-288.38	-1515.17	-1226.8	7.61825	0.5
TCGA-44-7671-01	LUAD	12.0074	5.7947	5.31825	-1.0552256456335358	-1.0552256456335358	-185.72	-145.89	39.83	4.85935	0.58
TCGA-44-7672-01	LUAD	12.0696	8.868	9.0595	0.9779527952316059	0.9779527952316059	2095.52	3117.25	1021.73	7.686400000000001	0.21
TCGA-44-8117-01	LUAD	14.8686	7.4843	7.0149	-0.38794760096087977	-0.38794760096087977	286.52	432.0	145.48	6.06385	0.66
TCGA-44-8119-01	LUAD	11.4041	7.9341	9.1121	0.12365906618428436	0.12365906618428436	726.62	1667.96	941.34	6.824949999999999	0.55
TCGA-44-8120-01	LUAD	12.487	7.1094	6.2656	-0.5171065027570012	-0.5171065027570012	557.79	929.65	371.86	5.59755	0.54
TCGA-44-A479-01	LUAD	9.3411	9.968	9.5803	0.9576077097033548	0.9576077097033548	2044.8	2990.07	945.27	8.5576	0.36
TCGA-44-A47A-01	LUAD	12.8935	7.2718	7.9906999999999995	0.15013660249838687	0.15013660249838687	1396.49	1163.85	-232.64	6.29495	0.34
TCGA-44-A47B-01	LUAD	11.8509	9.0348	8.3363	-0.07454124326824202	-0.07454124326824202	800.34	580.2	-220.14	7.66445	0.5
TCGA-44-A47G-01	LUAD	13.1484	9.829	8.5293	0.9275602656718583	0.9275602656718583	2129.05	2977.88	848.83	8.4892	0.24
TCGA-44-A4SS-01	LUAD	13.769	9.2294	9.082650000000001	0.890041162682471	0.890041162682471	1623.66	2123.69	500.03	8.07525	0.25
TCGA-44-A4SU-01	LUAD	13.3357	7.0698	6.524649999999999	-0.08847413678040411	-0.08847413678040411	560.74	346.72	-214.02	6.024	0.59
TCGA-49-4486-01	LUAD	12.8275	6.9813	6.0493500000000004	-0.9708948237749531	-0.9708948237749531	-260.68	-1816.3	-1555.62	6.06035	0.73
TCGA-49-4487-01	LUAD	11.6901	10.0429	8.9932	0.7493518359074925	0.7493518359074925	1750.25	2269.17	518.91	8.620049999999999	0.17
TCGA-49-4488-01	LUAD	14.9461	9.0679	7.68575	0.24302584860153875	0.24302584860153875	952.61	413.79	-538.81	8.16215	0.45
TCGA-49-4490-01	LUAD	14.4022	6.848	6.8477	-0.4177744419079376	-0.4177744419079376	422.16	491.37	69.22	6.3185	0.26
TCGA-49-4494-01	LUAD	12.6963	8.7417	8.16215	0.27814572237600615	0.27814572237600615	896.17	455.0	-441.17	7.9563500000000005	0.46
TCGA-49-4501-01	LUAD	13.7542	7.9818	8.39945	0.2941674786409906	0.2941674786409906	1166.92	1540.63	373.71	7.2559000000000005	0.43
TCGA-49-4505-01	LUAD	13.4404	9.1952	8.71635	0.7176663681265447	0.7176663681265447	1593.88	2003.35	409.47	8.3895	0.45
TCGA-49-4506-01	LUAD	11.9341	10.3526	9.660350000000001	0.7235902658029377	0.7235902658029377	1325.99	948.76	-377.23	9.7334	0.25
TCGA-49-4507-01	LUAD	14.2829	10.6705	10.51165	1.1504514969608757	1.1504514969608757	1596.48	1205.89	-390.59	9.47865	0.35
TCGA-49-4510-01	LUAD	12.9594	6.9828	7.04355	-0.38923539728637724	-0.38923539728637724	134.65	-248.62	-383.28	6.81545	0.64
TCGA-49-4512-01	LUAD	12.242	5.5345	5.74865	-0.3935238955265833	-0.3935238955265833	946.42	1687.93	741.51	4.2598	0.32
TCGA-49-4514-01	LUAD	12.8013	8.7819	8.218399999999999	0.16778519650045579	0.16778519650045579	736.9	-72.12	-809.02	7.94095	0.35
TCGA-49-6742-01	LUAD	13.0212	6.7797	6.22445	-0.734138892633392	-0.734138892633392	-310.81	-1377.77	-1066.96	5.615600000000001	0.49
TCGA-49-6743-01	LUAD	13.2828	7.8856	7.43415	0.04645240768107842	0.04645240768107842	706.77	1067.1	360.33	6.70515	0.27
TCGA-49-6744-01	LUAD	12.5061	9.4185	8.60185	0.8762040808558414	0.8762040808558414	1972.73	3028.68	1055.95	8.33425	0.37
TCGA-49-6745-01	LUAD	13.6585	9.4148	8.241	0.532207747627732	0.532207747627732	1535.71	2137.96	602.25	8.0758	0.24
TCGA-49-6761-01	LUAD	12.1138	9.035	8.8814	0.7032638754712921	0.7032638754712921	1072.12	874.78	-197.34	7.60375	0.29
TCGA-49-6767-01	LUAD	15.4511	9.3511	8.525500000000001	0.7986581180893951	0.7986581180893951	1054.45	575.71	-478.74	7.9832	0.43
TCGA-49-AAQV-01	LUAD	13.1257	7.8898	6.7715499999999995	0.12663670107463737	0.12663670107463737	893.75	190.47	-703.28	7.044700000000001	0.25
TCGA-49-AAR0-01	LUAD	12.6956	8.1094	7.9534	0.3865584074181583	0.3865584074181583	1253.03	1073.76	-179.27	7.043050000000001	0.51
TCGA-49-AAR2-01	LUAD	12.8758	8.094	7.299	0.09617797918033705	0.09617797918033705	814.21	11.49	-802.72	6.975	0.69
TCGA-49-AAR3-01	LUAD	12.9068	10.5799	9.50075	1.4322725619051835	1.4322725619051835	2039.42	2641.54	602.12	9.40175	0.32
TCGA-49-AAR4-01	LUAD	13.5973	11.6511	10.3372	0.9725250393068953	0.9725250393068953	1933.89	1831.13	-102.76	10.4968	0.22
TCGA-49-AAR9-01	LUAD	13.7995	7.2992	6.6659500000000005	-0.289577317963613	-0.289577317963613	-428.43	-1389.55	-961.13	6.10095	0.75
TCGA-49-AARE-01	LUAD	14.4067	7.9365	7.09995	0.02216198290163278	0.02216198290163278	487.32	248.08	-239.25	6.8369	0.42
TCGA-49-AARN-01	LUAD	12.8839	7.667	6.68435	0.004161027505878521	0.004161027505878521	559.96	225.02	-334.94	6.81285	0.43
TCGA-49-AARO-01	LUAD	14.1131	8.2409	7.7650500000000005	0.45007263583702045	0.45007263583702045	1748.28	2322.53	574.25	7.3459	0.28
TCGA-49-AARQ-01	LUAD	10.6115	7.8816	7.86365	0.2226364382943946	0.2226364382943946	617.0	-494.21	-1111.21	8.09945	0.52
TCGA-49-AARR-01	LUAD	12.7474	8.5877	7.9612	0.22401047821782102	0.22401047821782102	1279.55	1717.43	437.88	7.7707999999999995	0.64
TCGA-4B-A93V-01	LUAD	10.5247	7.1542	8.2585	0.08045202459400308	0.08045202459400308	386.93	-512.34	-899.27	6.3931000000000004	0.62
TCGA-50-5044-01	LUAD	10.2587	8.9701	8.4064	0.581985328475275	0.581985328475275	1010.87	1159.18	148.32	7.68915	0.23
TCGA-50-5045-01	LUAD	12.4794	9.481	8.8623	0.8439830064408286	0.8439830064408286	2418.37	3848.73	1430.36	8.61615	0.22
TCGA-50-5049-01	LUAD	12.876	10.9426	9.57385	1.445794853206909	1.445794853206909	2846.07	4485.76	1639.69	10.07255	0.26
TCGA-50-5051-01	LUAD	12.6437	7.1495	5.288550000000001	-1.0061285083878655	-1.0061285083878655	-204.87	-962.81	-757.94	6.125	0.59
TCGA-50-5055-01	LUAD	12.8974	10.0987	9.31705	0.9849566848446274	0.9849566848446274	2735.92	3988.69	1252.77	9.13735	0.13
TCGA-50-5066-01	LUAD	11.5856	10.3138	9.60705	0.9386961342786003	0.9386961342786003	2207.84	3121.04	913.2	9.969149999999999	0.27
TCGA-50-5068-01	LUAD	13.2199	9.7169	9.499600000000001	0.6657961889859272	0.6657961889859272	2162.42	2677.82	515.4	9.06955	0.24
TCGA-50-5072-01	LUAD	13.3817	6.5162	6.16865	-0.32788779497569276	-0.32788779497569276	86.92	-85.67	-172.59	5.73575	0.4
TCGA-50-5930-01	LUAD	13.2571	9.1193	7.9785	0.41534749129516646	0.41534749129516646	1171.53	1655.78	484.25	7.8468	0.95
TCGA-50-5931-01	LUAD	12.6065	5.8216	4.8559	-1.273491315069425	-1.273491315069425	-703.47	-1297.09	-593.62	6.516	0.86
TCGA-50-5932-01	LUAD	13.9454	5.8251	5.982	-0.8273571336411927	-0.8273571336411927	-21.09	-739.58	-718.49	4.64065	0.84
TCGA-50-5933-01	LUAD	12.5679	7.5837	7.084149999999999	0.1851535632885138	0.1851535632885138	1453.04	2878.39	1425.35	6.328250000000001	0.3
TCGA-50-5935-01	LUAD	11.9592	7.9981	7.398899999999999	0.32977473135065205	0.32977473135065205	938.7	973.7	35.0	6.793200000000001	0.39
TCGA-50-5936-01	LUAD	13.6587	6.5963	6.4502500000000005	-0.35136244117632104	-0.35136244117632104	577.59	724.71	147.12	5.34535	0.6
TCGA-50-5939-01	LUAD	14.0456	6.0884	6.98735	0.21152522670567098	0.21152522670567098	1354.23	1811.45	457.22	5.18585	0.38
TCGA-50-5941-01	LUAD	12.8214	10.0181	8.98865	1.263976357987257	1.263976357987257	2174.4	2743.45	569.04	8.7492	0.27
TCGA-50-5942-01	LUAD	12.3809	8.0742	6.86055	-0.26404776526091334	-0.26404776526091334	501.69	471.17	-30.52	6.8980999999999995	0.69
TCGA-50-5944-01	LUAD	13.4726	6.5499	5.725350000000001	-0.5221625007552225	-0.5221625007552225	562.64	1213.29	650.65	5.60815	0.57
TCGA-50-5946-01	LUAD	13.4889	6.8598	5.95125	-0.8395151441512143	-0.8395151441512143	-559.22	-1659.61	-1100.38	6.8518	0.75
TCGA-50-6590-01	LUAD	11.5671	9.2312	8.65795	1.0802617572036948	1.0802617572036948	1747.56	2085.55	337.99	8.1135	0.25
TCGA-50-6591-01	LUAD	8.7459	1.9953	3.81135	-2.6105143703824716	-2.6105143703824716	-1355.85	-2273.51	-917.66	3.0715500000000002	0.9
TCGA-50-6592-01	LUAD	13.2669	9.8472	9.7015	0.8014533671069256	0.8014533671069256	1411.86	1710.57	298.71	8.517100000000001	0.28
TCGA-50-6593-01	LUAD	13.0819	6.3544	5.316	-0.4106914416145532	-0.4106914416145532	1117.37	1884.43	767.06	5.27485	0.31
TCGA-50-6594-01	LUAD	12.5115	6.1865	6.86695	-0.41779837061868935	-0.41779837061868935	378.12	59.16	-318.95	4.3772	0.6
TCGA-50-6595-01	LUAD	12.8895	8.169	8.57755	0.9012271090091368	0.9012271090091368	1101.63	2154.49	1052.86	7.0003	0.22
TCGA-50-6597-01	LUAD	13.1161	7.8037	7.834300000000001	0.38084734886506416	0.38084734886506416	1239.12	777.44	-461.69	7.2303	0.48
TCGA-50-6673-01	LUAD	11.8041	6.021	5.71525	-0.5454297313010189	-0.5454297313010189	552.94	818.66	265.73	4.74645	0.35
TCGA-50-7109-01	LUAD	12.2356	8.8716	8.48985	0.12747520309546534	0.12747520309546534	683.67	769.27	85.6	7.566050000000001	0.44
TCGA-50-8457-01	LUAD	12.4101	8.8824	8.12285	0.4200445586164484	0.4200445586164484	1706.71	2371.86	665.15	7.9679	0.6
TCGA-50-8459-01	LUAD	12.3001	7.9849	7.23275	0.3429939036362369	0.3429939036362369	1991.35	3785.59	1794.24	6.9694	0.29
TCGA-50-8460-01	LUAD	13.0472	7.9626	9.26195	0.21764236402968018	0.21764236402968018	1476.01	1565.9	89.89	7.1560500000000005	0.42
TCGA-53-7624-01	LUAD	12.8674	7.4323	7.45235	0.4449108336179141	0.4449108336179141	134.43	-828.56	-962.99	6.966799999999999	0.69
TCGA-53-7626-01	LUAD	13.1945	9.651	8.6147	0.7551443095530394	0.7551443095530394	2014.96	2669.14	654.18	8.360949999999999	0.42
TCGA-53-7813-01	LUAD	11.818	9.2268	8.18135	-0.1676739593962869	-0.1676739593962869	321.87	-636.33	-958.2	8.38695	0.36
TCGA-53-A4EZ-01	LUAD	11.0072	7.3565	6.396000000000001	-0.776220197989685	-0.776220197989685	-158.97	-1272.99	-1114.01	6.366149999999999	0.47
TCGA-55-1592-01	LUAD	13.7366	6.9209	6.56155	-0.2318297229525213	-0.2318297229525213	678.65	595.2	-83.44	5.8228	0.49
TCGA-55-1594-01	LUAD	10.2183	7.5941	7.4289	-0.03887445394966855	-0.03887445394966855	388.8	-171.44	-560.24	8.4774	0.55
TCGA-55-1595-01	LUAD	11.4421	8.4188	7.876049999999999	0.042400251033426144	0.042400251033426144	657.33	1149.45	492.12	7.44645	0.52
TCGA-55-1596-01	LUAD	14.2265	7.5734	7.1197	-0.04573300123278342	-0.04573300123278342	115.69	-660.52	-776.21	6.5391	0.63
TCGA-55-5899-01	LUAD	8.512	8.209	8.1478	0.3624336567302206	0.3624336567302206	546.84	748.34	201.5	7.18815	0.67
TCGA-55-6543-01	LUAD	13.0007	6.647	6.4021	-0.12092178851685424	-0.12092178851685424	1030.03	1031.78	1.75	5.48275	0.65
TCGA-55-6642-01	LUAD	11.9068	8.8991	8.8872	0.37928134937353875	0.37928134937353875	1015.45	2347.34	1331.89	8.0138	0.37
TCGA-55-6712-01	LUAD	14.1244	10.2819	9.227	1.1314259656031322	1.1314259656031322	1724.57	2068.65	344.08	9.269	0.29
TCGA-55-6968-01	LUAD	10.289	8.7796	9.00805	0.6403603912718716	0.6403603912718716	1004.19	862.82	-141.36	7.71605	0.65
TCGA-55-6969-01	LUAD	10.6259	9.1315	9.158650000000002	0.9161741236443862	0.9161741236443862	1553.53	2319.11	765.58	7.967700000000001	0.25
TCGA-55-6970-01	LUAD	11.9137	8.5305	7.63325	0.37988298268336407	0.37988298268336407	1165.87	1057.39	-108.48	7.220000000000001	0.56
TCGA-55-6971-01	LUAD	11.0112	10.3594	9.670200000000001	1.1096320016992205	1.1096320016992205	2188.12	2778.88	590.76	9.02375	0.23
TCGA-55-6972-01	LUAD	11.9009	5.6789	6.7156	-1.687791783596512	-1.687791783596512	-890.33	-2848.75	-1958.42	4.9293499999999995	0.83
TCGA-55-6975-01	LUAD	13.0838	7.617	6.7118	-0.5109853703890157	-0.5109853703890157	320.2	1176.33	856.13	6.32745	0.46
TCGA-55-6978-01	LUAD	12.0893	10.6161	10.08445	1.4475635617570146	1.4475635617570146	2104.05	3484.02	1379.97	9.52935	0.26
TCGA-55-6979-01	LUAD	12.4533	9.8298	8.72665	1.3187506616494824	1.3187506616494824	2374.28	3346.23	971.94	8.792100000000001	0.33
TCGA-55-6980-01	LUAD	14.2994	7.6306	7.38735	0.5048754231367016	0.5048754231367016	1570.8	2301.94	731.14	6.6446000000000005	0.31
TCGA-55-6981-01	LUAD	13.0765	5.3698	5.22405	-0.6815770707558357	-0.6815770707558357	377.39	180.35	-197.04	4.1029	0.26
TCGA-55-6982-01	LUAD	12.2599	7.4147	7.3069999999999995	0.4626907573030997	0.4626907573030997	1098.55	2003.03	904.48	6.59105	0.25
TCGA-55-6983-01	LUAD	11.9734	8.9082	8.292100000000001	0.12727791404023908	0.12727791404023908	1311.47	1697.27	385.8	7.7442	0.27
TCGA-55-6984-01	LUAD	13.6567	6.4717	6.25215	-0.7948067995113173	-0.7948067995113173	317.67	-659.8	-977.46	5.4957	0.81
TCGA-55-6985-01	LUAD	13.3487	8.7783	8.72765	0.7311346778006609	0.7311346778006609	1333.03	1840.85	507.82	7.5903	0.39
TCGA-55-6986-01	LUAD	12.2098	7.3428	6.83755	-0.32892076625319855	-0.32892076625319855	795.08	406.03	-389.05	6.0532	0.4
TCGA-55-6987-01	LUAD	12.0301	10.7359	10.2771	1.3245970580164288	1.3245970580164288	2592.94	3105.21	512.27	9.4531	0.16
TCGA-55-7227-01	LUAD	14.193	8.0979	8.0407	0.3855843051949545	0.3855843051949545	1529.54	2252.12	722.58	7.0076	
