cohort	patient	split	gate	contrast	n_high	n_low	n_tnk	gate_gap	cov_gap	n_extra	match_rate	expr_prop_pp	expr_prop_pp__F11R	expr_prop_pp__NECTIN2	expr_prop_pp__CDH1	expr_prop_pp__LGALS9	cellchat_hill	cellchat_hill__F11R	cellchat_hill__NECTIN2	cellchat_hill__CDH1	cellchat_hill__LGALS9	cpdb_means	cpdb_means__F11R	cpdb_means__NECTIN2	cpdb_means__CDH1	cpdb_means__LGALS9	liana_logfc	liana_logfc__F11R	liana_logfc__NECTIN2	liana_logfc__CDH1	liana_logfc__LGALS9
GSE131907	BRONCHO_58	decile	CLDN4	linear_resid	46	46	1546	2.1498320776011255	1.7405243510461514	0		7.398889994733139	8.286267540312197	9.243577822023086	13.132209353286292	-1.0664947366890192	0.013161286380609477	0.02483733362759779	0.029713411465855488	0.016562308537760903	-0.018467908108776264	0.029948142149917766	0.04609940146109029	0.017838390459058495	0.06451247697450987	-0.008657700294987594	0.0864120723270482	0.1330147557517288	0.05147071490544938	0.18614366121317769	-0.024980842562163038
GSE131907	BRONCHO_58	decile	CLDN4	matched	12	12	1546	2.121615538310487	0.30294662076662937	12	0.2608695652173913	6.249999999999999	-8.333333333333332	0.0	33.33333333333333	0.0	-0.010141641040768031	-0.028289487816029565	-0.042180599936080546	0.029903523589037986	0.0	-0.01713115516847727	-0.06128069935710444	-0.15903654447335852	0.1517926231565539	0.0	-0.04943006521252295	-0.17681872212940414	-0.45888246806366284	0.4379809293429751	0.0
GSE131907	BRONCHO_58	decile	CLDN4	strata_local	46	46	1546	2.1498320776011255	1.7405243510461514	4		7.957123411978224	12.5151240169389	10.949788263762859	9.770114942528737	-1.406533575317603	0.012782294521743318	0.01965527329230525	0.03385002561783913	0.011905672469560095	-0.014281793292731194	0.027048546862814014	0.04735408305601499	0.047494075414060304	0.03779344352783668	-0.024447414546655905	0.07804560884446901	0.13663500158151384	0.1370389341429425	0.10904882711145414	-0.07054032745803436
GSE131907	EBUS_06	q4q1	TACSTD2	crude	296	296	611	2.756344472922414	1.1384367335563477	0		39.020270270270274	53.37837837837838	54.054054054054056	48.64864864864865	0.0	0.07990408975825482	0.15754897472883078	0.072695004053515	0.08937238025067347	0.0	0.22188257602423656	0.2413605969815334	0.3327330279864371	0.31343667912897577	0.0	0.640217784179669	0.6964194726625159	0.960064578832003	0.9043870852241572	0.0
GSE131907	EBUS_06	q4q1	TACSTD2	strata_resid	296	296	611	2.756344472922414	1.1384367335563477	0		19.16224397736162	28.708570011353185	26.728826999516997	21.21157889857629	0.0	0.035246177135959914	0.07205002720305119	0.034979676729771154	0.0339550046110173	0.0	0.12098297343159321	0.1423868712098041	0.19008265610503594	0.15146236641153282	0.0	0.3490830716035215	0.4108416659641598	0.5484626106434752	0.437028009806451	0.0
GSE131907	EBUS_06	q4q1	TACSTD2	linear_resid	296	296	611	2.756344472922414	1.1384367335563477	0		22.313027750644494	32.7627505309705	30.469024712528096	26.020335759079384	0.0	0.041292942458378355	0.08479531406910035	0.037006875604463606	0.04336958015994946	0.0	0.13278728366774456	0.1540811734655299	0.1982821519871313	0.17878580921831705	0.0	0.38314311128114226	0.4445842897061443	0.5721213547372521	0.5158668006811726	0.0
GSE131907	EBUS_06	q4q1	TACSTD2	matched	138	138	611	2.6625220223785293	0.03161747090446476	138	0.46621621621621623	29.34782608695652	44.927536231884055	40.57971014492753	31.88405797101449	0.0	0.057993702605875254	0.1344323750794056	0.04785251702317934	0.04968991832091607	0.0	0.16426165826218225	0.20825463099155578	0.24513627617560788	0.20365572588156539	0.0	0.4739589595660959	0.6008958467473571	0.7073137799610737	0.587626211555953	0.0
GSE131907	EBUS_06	q4q1	TACSTD2	strata_local	296	296	611	2.756344472922414	1.1384367335563477	4		12.01625057527124	18.577346087572156	16.649245930595278	12.838410282917522	0.0	0.024126291928480165	0.041068244230366986	0.022156063537388217	0.033280859946165475	0.0	0.07952272167965183	0.0954096812215886	0.12022026349985757	0.10246094199716115	0.0	0.2294540724104539	0.2752941479023654	0.34688235593121797	0.29563978580823225	0.0
GSE131907	EBUS_06	q4q1	CLDN4	crude	296	296	611	2.392529240876628	1.2061963153857818	0		34.12162162162162	40.878378378378386	47.2972972972973	48.31081081081081	0.0	0.06929773959611024	0.12681773554965414	0.060545659819882275	0.08982756301490454	0.0	0.18320532264049183	0.17769338816491187	0.27226062280449914	0.2828672795925563	0.0	0.5286188208758003	0.512714739808552	0.7855781006987831	0.8161824429958657	0.0
GSE131907	EBUS_06	q4q1	CLDN4	strata_resid	296	296	611	2.392529240876628	1.2061963153857818	0		17.86484541974407	18.402178283935044	25.118453834670053	27.938749560371186	0.0	0.028035165000904538	0.04682127519913397	0.02805619010036528	0.0372631947041189	0.0	0.09271120849596468	0.07880419898415342	0.14077364962468553	0.15126698537501976	0.0	0.2675080014639019	0.22738085415133044	0.4061868924027486	0.4364642593015287	0.0
GSE131907	EBUS_06	q4q1	CLDN4	linear_resid	296	296	611	2.392529240876628	1.2061963153857818	0		16.545555165065473	16.947400794244697	22.68416498986396	26.550654876153224	0.0	0.028114554905848122	0.04712308823891895	0.026269360162561615	0.03906577122191192	0.0	0.08679476333140507	0.07384693711555879	0.12790724050811136	0.14542487570195012	0.0	0.2504367492666987	0.2130772199229116	0.3690622831496884	0.4196074939941947	0.0
GSE131907	EBUS_06	q4q1	CLDN4	matched	169	169	611	2.3623120383838696	0.035593463126658564	169	0.5709459459459459	25.295857988165682	30.17751479289941	34.31952662721894	36.68639053254438	0.0	0.04689763099058497	0.08564966844911859	0.04507271834150736	0.056868137171713934	0.0	0.13282630314796426	0.1272901680449286	0.2051912331975921	0.19882381134933635	0.0	0.38325569770236434	0.36728178838468256	0.592056749136114	0.5736842532886607	0.0
GSE131907	EBUS_06	q4q1	CLDN4	strata_local	296	296	611	2.392529240876628	1.2061963153857818	4		9.918318066388535	10.66456557228369	13.66769454017776	15.341012153092692	0.0	0.017502141369106387	0.02207962343830034	0.017026357402944434	0.03090258463518077	0.0	0.055026882963352675	0.05168219942779891	0.08877374092539991	0.07965159150021187	0.0	0.15877402233361257	0.1491233056334398	0.25614687158847216	0.22982591211253833	0.0
GSE131907	EBUS_06	decile	TACSTD2	crude	118	118	611	3.1830124319996966	1.3156254473778062	0		38.983050847457626	49.152542372881356	59.32203389830508	47.45762711864406	0.0	0.0862501639898355	0.15169787832230835	0.08579612646152396	0.10750665117550967	0.0	0.22361909448594416	0.22510607656120624	0.39055349037830644	0.27881681100426403	0.0	0.6452283173259045	0.6495188406576471	1.1268991675413165	0.8044952611046542	0.0
GSE131907	EBUS_06	decile	TACSTD2	strata_resid	118	118	611	3.1830124319996966	1.3156254473778062	0		19.345783809078046	25.192537455084057	31.87425543827323	20.3163423429549	0.0	0.03562722971323433	0.06834450414847763	0.04164298832386788	0.0325214263805918	0.0	0.12022080973244069	0.12475573014274347	0.2365204012472183	0.11960710753980103	0.0	0.34688393202529566	0.35996894639883553	0.6824536198968593	0.3451131618054878	0.0
GSE131907	EBUS_06	decile	TACSTD2	linear_resid	118	118	611	3.1830124319996966	1.3156254473778062	0		19.675457578161367	25.328254373149584	32.066180442195616	21.307395497300273	0.0	0.040066671641163225	0.0762982033585472	0.0437523696662441	0.0402161135398616	0.0	0.12065682138746764	0.12424229799055839	0.23517639416115466	0.12320859339815751	0.0	0.34814199573024995	0.3584874943592548	0.678575635180892	0.355504853380853	0.0
GSE131907	EBUS_06	decile	TACSTD2	matched	50	50	611	3.148004271768621	0.035500810653839254	50	0.423728813559322	39.0	53.99999999999999	56.00000000000001	46.0	0.0	0.0805997279542005	0.155336343262904	0.08041173822268682	0.08665083033121121	0.0	0.23208816996502254	0.2691043731417335	0.38811747242403016	0.2711308342943265	0.0	0.6696649037150658	0.7764710892262242	1.1198703054970147	0.7823182201370242	0.0
GSE131907	EBUS_06	decile	TACSTD2	strata_local	118	118	611	3.1830124319996966	1.3156254473778062	4		12.01625057527124	18.577346087572156	16.649245930595278	12.838410282917522	0.0	0.024126291928480165	0.041068244230366986	0.022156063537388217	0.033280859946165475	0.0	0.07952272167965183	0.0954096812215886	0.12022026349985757	0.10246094199716115	0.0	0.2294540724104539	0.2752941479023654	0.34688235593121797	0.29563978580823225	0.0
GSE131907	EBUS_06	decile	CLDN4	crude	118	118	611	2.7160843567439885	1.2252071261374096	0		31.144067796610166	38.983050847457626	41.52542372881356	44.06779661016949	0.0	0.06485378563360852	0.11953692615933156	0.04710338690480686	0.09277482947029564	0.0	0.17056162858330953	0.1976751829259014	0.2315506464475437	0.25302068495979296	0.0	0.4921368314461718	0.5703700122280333	0.6681139386890099	0.730063374867644	0.0
GSE131907	EBUS_06	decile	CLDN4	strata_resid	118	118	611	2.7160843567439885	1.2252071261374096	0		15.722396124938495	17.641428022783952	20.231190358308996	25.016966118661028	0.0	0.02762748939871954	0.050220786492058994	0.02052739747727441	0.039761773625544755	0.0	0.08188363476962582	0.10023636358805715	0.0983685498841107	0.12892962560633545	0.0	0.23626622762420454	0.28922100933046624	0.28383163819449025	0.37201226297186174	0.0
GSE131907	EBUS_06	decile	CLDN4	linear_resid	118	118	611	2.7160843567439885	1.2252071261374096	0		13.29098567610155	14.674898105225493	16.524364850611576	21.964679748569132	0.0	0.026971627490865055	0.04971019448417001	0.019008524484628787	0.03916779099466142	0.0	0.07263154639548033	0.09219201221247281	0.08492211640183106	0.11341205696761744	0.0	0.2095703435937123	0.26600991765701854	0.24503343238943395	0.3272380243283966	0.0
GSE131907	EBUS_06	decile	CLDN4	matched	65	65	611	2.7174652392809073	-0.008727902567623236	65	0.5508474576271186	19.615384615384613	29.230769230769234	19.999999999999996	29.230769230769234	0.0	0.04430966180398607	0.09675929964773045	0.022921444586043054	0.05755790298217078	0.0	0.1177933083910522	0.17952492473118073	0.10542795670113331	0.18622035213189483	0.0	0.3398796437313507	0.5179994372512777	0.3042007806075628	0.5373183570665624	0.0
GSE131907	EBUS_06	decile	CLDN4	strata_local	118	118	611	2.7160843567439885	1.2252071261374096	4		9.918318066388535	10.66456557228369	13.66769454017776	15.341012153092692	0.0	0.017502141369106387	0.02207962343830034	0.017026357402944434	0.03090258463518077	0.0	0.055026882963352675	0.05168219942779891	0.08877374092539991	0.07965159150021187	0.0	0.15877402233361257	0.1491233056334398	0.25614687158847216	0.22982591211253833	0.0
GSE131907	EBUS_10	q4q1	TACSTD2	crude	91	91	1530	2.1031131920782533	0.8021951270327767	0		31.043956043956044	30.76923076923077	31.868131868131865	32.96703296703297	28.571428571428573	0.05992137326450306	0.02060871831942885	0.0910269522932516	0.039936105948402405	0.08811371649692938	0.06298937624185046	0.06382841826522179	0.054450223775067655	0.10471189580189044	0.02896696712522197	0.1817489214656135	0.18416988499804401	0.15711013563116888	0.30213466559093843	0.08358099964230276
GSE131907	EBUS_10	q4q1	TACSTD2	strata_resid	91	91	1530	2.1031131920782533	0.8021951270327767	0		23.303180932779593	22.78198390238523	21.2999375206733	22.34738505641516	26.783417251644675	0.04350235902263822	0.012815110609435687	0.056172061822012495	0.021777102629958064	0.08324516102914664	0.041240271158169216	0.037054010988132796	0.028081535973747462	0.07408897031039961	0.025736567360397016	0.11899426936961376	0.10691527579524869	0.08102618537974099	0.21377558010276634	0.07426003620069906
GSE131907	EBUS_10	q4q1	TACSTD2	linear_resid	91	91	1530	2.1031131920782533	0.8021951270327767	0		23.408453336683735	22.27785747607813	20.823776964500908	23.62070471479778	26.91147419135812	0.04399798383164927	0.012209232369762433	0.052934331305099905	0.027009945421889652	0.0838384262298451	0.04234890196012769	0.03590332115496646	0.026356980506319766	0.08046576757293732	0.026669538606287197	0.12219310168993823	0.10359508676342784	0.07605017013854921	0.23217512767760126	0.0769520221801746
GSE131907	EBUS_10	q4q1	TACSTD2	matched	55	55	1530	2.031936941047146	0.010813620490962128	55	0.6043956043956044	26.363636363636363	23.636363636363633	20.0	27.27272727272727	34.54545454545455	0.05176043277099299	0.016712281591437825	0.05680731673702763	0.036273188038925215	0.09724894471658126	0.04965607594689701	0.04851571246773535	0.021370493947316202	0.11342931965423654	0.015308777718299985	0.14327714903718813	0.13998675556479329	0.061662211278281386	0.3272878339131522	0.0441717953925257
GSE131907	EBUS_10	q4q1	TACSTD2	strata_local	91	91	1530	2.1031131920782533	0.8021951270327767	4		14.456521739130434	15.519323671497583	13.876811594202902	10.579710144927535	17.85024154589372	0.02756400023407224	0.008675452743004873	0.03163956264709042	0.011346871018046658	0.05859411452814702	0.026309993118335533	0.02468606506028929	0.01752839133203261	0.03597201208309796	0.027053503997922255	0.07591459319529084	0.07122892728308335	0.05057624649896907	0.10379328688616658	0.07805991211294436
GSE131907	EBUS_10	q4q1	CLDN4	crude	91	91	1530	2.1410754540039107	0.834490014697877	0		20.05494505494506	23.076923076923077	26.373626373626376	25.274725274725274	5.494505494505497	0.040513202201980215	0.019733990704615983	0.0895745596200346	0.031832202028444265	0.020912056454825995	0.061953944122950175	0.08360511078075945	0.07415761255171985	0.07884566180559903	0.011207391353722333	0.17876129589938428	0.24123335743274815	0.21397363974506275	0.22750049056509214	0.03233769585463411
GSE131907	EBUS_10	q4q1	CLDN4	strata_resid	91	91	1530	2.1410754540039107	0.834490014697877	0		11.333533284679964	14.50006037918126	17.30847986223046	16.9665499335829	-3.4409570362747615	0.0227882688754033	0.013552449597071529	0.06460457954040498	0.014162314356928253	-0.001166267992791566	0.041477384647770496	0.06239637922445916	0.055681275597815896	0.048505845173607454	-0.0006739614048005271	0.11967843428076504	0.18003789375310875	0.1606622003506813	0.13995828457218268	-0.0019446415529125593
GSE131907	EBUS_10	q4q1	CLDN4	linear_resid	91	91	1530	2.1410754540039107	0.834490014697877	0		8.276282626310952	10.854184955805158	14.718898875627387	12.867209966272327	-5.335163292461062	0.022979049602241546	0.012605280665902	0.06499888458183817	0.014875586311282371	-0.0005635531500563536	0.03698945968202768	0.05706556651960444	0.05445683269441999	0.038388046402326945	-0.0019526068882406433	0.10672902009684719	0.1646564196467052	0.15712920494151938	0.110764488348105	-0.005634032548940814
GSE131907	EBUS_10	q4q1	CLDN4	matched	57	57	1530	2.067900845015954	0.05293478978605859	57	0.6263736263736264	12.280701754385964	10.526315789473683	21.052631578947366	19.298245614035086	-1.7543859649122806	0.028815125315753417	0.012799079002492567	0.07863094039172003	0.024701076500511718	-0.0008705946317106496	0.060948726104215145	0.06389918193985172	0.09270786667068195	0.06698769581684566	0.02020015998948123	0.1758608497981018	0.1843740658029714	0.26749835899437613	0.19328563311108318	0.05828534128397645
GSE131907	EBUS_10	q4q1	CLDN4	strata_local	91	91	1530	2.1410754540039107	0.834490014697877	4		7.086352657004831	8.98550724637681	12.777777777777773	13.86473429951691	-7.282608695652174	0.01102387890247285	0.010324531672077288	0.03749650279865446	0.013206608624888599	-0.016932127485728945	0.027913729838657086	0.051723384153682626	0.03022356957374211	0.038590583079651	-0.008882617452447391	0.08054199922188973	0.14924213963302546	0.0872067878840006	0.11134888566805208	-0.025629816297519217
GSE131907	EBUS_10	decile	TACSTD2	crude	36	36	1530	2.484946030411555	1.050254333940567	0		41.666666666666664	61.111111111111114	27.77777777777778	50.0	27.777777777777782	0.06769670414307072	0.03876712337591474	0.07352402426767266	0.06379387944792884	0.09470178948076662	0.08429703568465967	0.12242926858381216	0.043355416490586454	0.1525031364972136	0.018900321167026488	0.243229830687797	0.35325619729105756	0.12509728873328932	0.44003103748908545	0.05453479923775564
GSE131907	EBUS_10	decile	TACSTD2	strata_resid	36	36	1530	2.484946030411555	1.050254333940567	0		32.84484989648033	51.86335403726709	15.795376121463075	38.013285024154584	25.70738440303658	0.049658187737099804	0.0313949261817944	0.03495432620800935	0.04195484554661201	0.09032865301198345	0.05922984193079428	0.09112110868478479	0.013031065222327262	0.1175993565186193	0.015167837297445738	0.17090119845238816	0.26291994323968654	0.037599706347504355	0.3393200169222905	0.04376512730007124
GSE131907	EBUS_10	decile	TACSTD2	linear_resid	36	36	1530	2.484946030411555	1.050254333940567	0		31.67007164895594	49.993988478831184	13.318226463846344	37.763548515123176	25.60452313802305	0.0491929374861388	0.029788319763593023	0.02806264751743669	0.04913684303349487	0.08978393963003062	0.057273999968709174	0.08586901874255568	0.006575025407203977	0.12075948661002554	0.015892469115051475	0.16525783145346273	0.24776561501177305	0.01897151309738423	0.3484382249451621	0.04585597275953155
GSE131907	EBUS_10	decile	TACSTD2	matched	20	20	1530	2.436034246358396	0.10039338045297486	20	0.5555555555555556	36.25	60.0	9.999999999999998	45.00000000000001	30.000000000000004	0.044375471001989776	0.03197280495102127	-0.020867865101137757	0.05819396262443599	0.10820298153363961	0.04373902318984137	0.05813232203286242	-0.054733633896048184	0.13492124860422833	0.03663615601832289	0.126204143698623	0.1677344254243417	-0.1579278843833216	0.38930043254373436	0.10570960120973756
GSE131907	EBUS_10	decile	TACSTD2	strata_local	36	36	1530	2.484946030411555	1.050254333940567	4		14.456521739130434	15.519323671497583	13.876811594202902	10.579710144927535	17.85024154589372	0.02756400023407224	0.008675452743004873	0.03163956264709042	0.011346871018046658	0.05859411452814702	0.026309993118335533	0.02468606506028929	0.01752839133203261	0.03597201208309796	0.027053503997922255	0.07591459319529084	0.07122892728308335	0.05057624649896907	0.10379328688616658	0.07805991211294436
GSE131907	EBUS_10	decile	CLDN4	crude	36	36	1530	2.762610101459431	1.1564381880232426	0		30.555555555555557	33.333333333333336	50.0	30.555555555555557	8.333333333333334	0.06020700595908966	0.02093066625470676	0.14916568245710127	0.04050082123816349	0.030230853886387122	0.06634335102520825	0.06413173380175369	0.13372764240175875	0.07090186266214071	-0.0033878347648201718	0.19142644704004735	0.18504506863880232	0.38585641304558005	0.20457953130492154	-0.00977522482911458
GSE131907	EBUS_10	decile	CLDN4	strata_resid	36	36	1530	2.762610101459431	1.1564381880232426	0		12.984418962679833	15.792058183362528	32.05194563890217	10.740829219090092	-6.647157190635451	0.03382330618207669	0.011981337664772437	0.10623524928544475	0.006009913998189044	0.011066723779900521	0.03372693721200391	0.03159001170197878	0.10626485322141932	0.0127702554630785	-0.01571737153846095	0.09731537012026296	0.09114950644813823	0.30661555352667047	0.036847168454937095	-0.045350747948693905
GSE131907	EBUS_10	decile	CLDN4	linear_resid	36	36	1530	2.762610101459431	1.1564381880232426	0		14.23265798171389	16.395034640106093	33.848851739022614	13.361192209730754	-6.674446662003902	0.03327016264042959	0.01151961606611071	0.10881053002545937	0.010552336079271567	0.0021981683908767254	0.03174751087935937	0.027353172122445396	0.10642625621432902	0.014835605876983002	-0.021624990696319957	0.09160395301244034	0.07892457154726844	0.30708126412158143	0.04280651005461308	-0.06239653367370155
GSE131907	EBUS_10	decile	CLDN4	matched	17	17	1530	2.8309256939272234	0.06516811535475364	17	0.4722222222222222	11.764705882352942	11.764705882352944	29.411764705882355	11.76470588235294	-5.882352941176468	0.024866462572979222	0.006078833938478512	0.10541322892903315	0.0024945882605176273	-0.014520800836112407	0.027737734422108553	0.003103242143631238	0.10445369253551065	0.001417838537952798	0.0019761644713395254	0.08003418379254222	0.008954064102588847	0.3013896484470435	0.00409101725497152	0.005702005365564987
GSE131907	EBUS_10	decile	CLDN4	strata_local	36	36	1530	2.762610101459431	1.1564381880232426	4		7.086352657004831	8.98550724637681	12.777777777777773	13.86473429951691	-7.282608695652174	0.01102387890247285	0.010324531672077288	0.03749650279865446	0.013206608624888599	-0.016932127485728945	0.027913729838657086	0.051723384153682626	0.03022356957374211	0.038590583079651	-0.008882617452447391	0.08054199922188973	0.14924213963302546	0.0872067878840006	0.11134888566805208	-0.025629816297519217
GSE131907	EBUS_12	q4q1	TACSTD2	crude	64	64	328	1.9736194969934662	0.7498459100755839	0		32.421875	31.25	37.5	35.9375	25.0	0.061374359744534916	0.02454385801382683	0.10836591560910942	0.06376966543386481	0.048817999921338597	0.15549551138267523	0.08173826573693374	0.18334633762023927	0.18789952356233885	0.16899791861118904	0.4486652063045578	0.23584678125907715	0.5290257040997456	0.5421634216575704	0.4876249182018381
GSE131907	EBUS_12	q4q1	TACSTD2	strata_resid	64	64	328	1.9736194969934662	0.7498459100755839	0		21.676307091346157	19.009164663461537	26.251502403846157	25.82632211538462	15.618239182692308	0.04061740478238744	0.013467971676616938	0.07320096071167209	0.041407558783151055	0.034393127958109664	0.10715543415042411	0.04195400687262024	0.13359580755675024	0.1372246279003892	0.11584729427193674	0.30918522690624145	0.12105367532110142	0.3854760180913598	0.39594658031944957	0.3342646338930551
GSE131907	EBUS_12	q4q1	TACSTD2	linear_resid	64	64	328	1.9736194969934662	0.7498459100755839	0		17.664015092173614	15.563640646656507	22.487734896796596	21.72074444860351	10.883940376637845	0.03553210162723251	0.011570844234933528	0.06356336968130308	0.036343432965078054	0.030650759627615404	0.09266670766939289	0.03188224600768577	0.11974622124134099	0.11736239737880833	0.1016759660497365	0.2673795992202808	0.09199271641538043	0.3455145591001506	0.33863629737049333	0.2933748239950989
GSE131907	EBUS_12	q4q1	TACSTD2	matched	41	41	328	1.6943805612943375	0.05305045563009059	41	0.640625	17.682926829268297	17.07317073170732	21.95121951219513	19.512195121951226	12.195121951219512	0.026314016495613605	0.005128613255834399	0.04697401759273956	0.027191601833187085	0.025961833300693377	0.07954778745844847	0.014176708161182883	0.09041098989600133	0.10496694726779054	0.10863650450881912	0.22952639695998578	0.040905333120537284	0.2608709735296466	0.30287058856098953	0.31345869262876974
GSE131907	EBUS_12	q4q1	TACSTD2	strata_local	64	64	328	1.9736194969934662	0.7498459100755839	4		15.601325757575758	13.517992424242426	17.40056818181818	19.64962121212121	11.837121212121215	0.03301205694598785	0.012680378707802345	0.051381207673603956	0.03959366780539126	0.028392973597153842	0.08368400188012029	0.032504913542892123	0.08217307322184184	0.11435831944348579	0.10569970131226149	0.24146098902838456	0.09378935514570995	0.23710137046351382	0.32996836069102575	0.30498486981328865
GSE131907	EBUS_12	q4q1	CLDN4	crude	64	64	328	1.7755096070826695	0.9426674210976769	0		29.6875	34.375	31.25	26.5625	26.5625	0.05505493792562637	0.031666811732791345	0.09521560667906187	0.0435488375428329	0.04978849574781938	0.13209789458617993	0.10674313130916796	0.14225541292573876	0.1297115705020167	0.14968146360779633	0.38115395486270964	0.3079955723773921	0.41046235753515015	0.3742684790183573	0.4318894105199392
GSE131907	EBUS_12	q4q1	CLDN4	strata_resid	64	64	328	1.7755096070826695	0.9426674210976769	0		18.835918719951923	23.640324519230766	19.64393028846154	13.938551682692307	18.120868389423077	0.03127681810377956	0.023991302603052572	0.05278725857069977	0.01916722693728129	0.029161484304084596	0.0762121113937331	0.078671704041203	0.0813596829442112	0.06077655041049379	0.08404050817902442	0.21990167032683203	0.22699855455705556	0.23475442222382376	0.17536405575911498	0.2424896487673338
GSE131907	EBUS_12	q4q1	CLDN4	linear_resid	64	64	328	1.7755096070826695	0.9426674210976769	0		10.096445023264357	15.224039980397972	10.362039588168994	4.452358111385876	10.347342413104586	0.018153715572730537	0.017115681645490585	0.03062324401297145	0.002593468778605723	0.022282467853854394	0.0437317294676293	0.05451741135903651	0.05024673027334603	0.009490489419952397	0.060672286818182264	0.12618309846489306	0.15730399801957123	0.14498141717248333	0.027383764043548996	0.17506321462396876
GSE131907	EBUS_12	q4q1	CLDN4	matched	34	34	328	1.6738940428950844	0.2429412702969822	34	0.53125	21.323529411764703	26.470588235294112	23.529411764705877	14.705882352941169	20.588235294117652	0.039417438173522085	0.0229442271804534	0.06128556720011974	0.028894198336512522	0.044545759977002684	0.11079238603724534	0.0955006999195151	0.09262940983022994	0.10341444963462448	0.15162498476461184	0.319679251808379	0.27555677235061893	0.26727198040508826	0.29839102728826844	0.43749722718954026
GSE131907	EBUS_12	q4q1	CLDN4	strata_local	64	64	328	1.7755096070826695	0.9426674210976769	4		12.073863636363635	11.884469696969695	12.68939393939394	10.369318181818182	13.352272727272727	0.02624740438171634	0.020258817741592088	0.04227687259602544	0.029979136179007763	0.0124747910102401	0.0591871478290659	0.07442821160201304	0.0641728407879481	0.06686197877266677	0.03128556015363572	0.17077800931471074	0.21475442356091726	0.18516367832905947	0.19292289039869898	0.09027104497016722
GSE131907	EBUS_12	decile	TACSTD2	crude	25	25	328	3.095042312520615	1.082376963079846	0		64.0	60.0	72.0	72.0	52.0	0.17483613301101783	0.06556683156946985	0.2778685132450226	0.24654732848672914	0.10936185874284972	0.30043607195775945	0.15728061537260563	0.3317741996637346	0.40812246650889794	0.30456700628579975	0.8668752622352387	0.4538159276520452	0.9572979850995494	1.1775925170155184	0.8787946191738422
GSE131907	EBUS_12	decile	TACSTD2	strata_resid	25	25	328	3.095042312520615	1.082376963079846	0		45.543269230769226	38.55769230769231	52.105769230769226	55.17307692307693	36.33653846153847	0.1037238215608736	0.03525482906779427	0.16621489402177198	0.14356674831846852	0.0698588148354597	0.2199022864824941	0.08909681222581986	0.24977930629772271	0.32232491163249205	0.2184081157739417	0.6345038763768767	0.25707905831441097	0.72071073302482	0.9300331031343393	0.6301926110339365
GSE131907	EBUS_12	decile	TACSTD2	linear_resid	25	25	328	3.095042312520615	1.082376963079846	0		42.69753322121765	37.35727598095501	50.330308009925695	51.47859888037798	31.623950013611907	0.10072091643662127	0.035699508627307405	0.1604851424186408	0.14161969500026692	0.06507931970026998	0.20974483947471853	0.08531515353478236	0.239969603689106	0.3063045337882757	0.20739006688671	0.6051956795244562	0.24616749783462208	0.6924059144127263	0.8838080637963026	0.5984012420541738
GSE131907	EBUS_12	decile	TACSTD2	matched	10	10	328	3.0233455352072243	-0.03736876228711461	10	0.4	47.5	29.999999999999993	60.00000000000001	60.00000000000001	40.0	0.14091474211773733	0.027409933334433145	0.21659418942328784	0.2146905565324545	0.10496428918077387	0.2151810129453584	0.06343028836829734	0.2096684653208178	0.30170690265510797	0.28591839543721054	0.6208811605394648	0.18302112494219894	0.6049753102982869	0.870542104524987	0.8249861023923866
GSE131907	EBUS_12	decile	TACSTD2	strata_local	25	25	328	3.095042312520615	1.082376963079846	4		15.601325757575758	13.517992424242426	17.40056818181818	19.64962121212121	11.837121212121215	0.03301205694598785	0.012680378707802345	0.051381207673603956	0.03959366780539126	0.028392973597153842	0.08368400188012029	0.032504913542892123	0.08217307322184184	0.11435831944348579	0.10569970131226149	0.24146098902838456	0.09378935514570995	0.23710137046351382	0.32996836069102575	0.30498486981328865
GSE131907	EBUS_12	decile	CLDN4	crude	25	25	328	2.4686575062436167	1.7424210077597333	0		56.0	56.00000000000001	56.00000000000001	52.0	60.0	0.12077570963909748	0.0617402455627496	0.18555830397755546	0.11379341644546392	0.12201087257062092	0.20752946318578586	0.13345015089020895	0.20711350573203774	0.20581924431417492	0.2837349518067218	0.5988034547529639	0.3850557417903767	0.5976032552414775	0.5938688061831483	0.8186860157968532
GSE131907	EBUS_12	decile	CLDN4	strata_resid	25	25	328	2.4686575062436167	1.7424210077597333	0		36.0516826923077	36.57692307692309	34.15384615384615	28.730769230769234	44.745192307692314	0.05730562176224198	0.04108437600697558	0.08073495252680762	0.03691859858418425	0.07048455993100046	0.10911745703796233	0.08338877456368321	0.09763102641037544	0.0819957802660371	0.17345424691175357	0.31484642828616555	0.240609143057667	0.28170359527829614	0.2365898111272657	0.5004831636814333
GSE131907	EBUS_12	decile	CLDN4	linear_resid	25	25	328	2.4686575062436167	1.7424210077597333	0		19.78800731663031	20.601476289415853	17.390814813089037	11.131741641808771	30.027996522207577	0.02428383042471472	0.024082660697963776	0.029601629758661985	-0.005017809795466649	0.04846884103769977	0.044193954785126006	0.036916432263842475	0.03704518899404391	-0.016396706470518274	0.11921090435313592	0.12751679881154473	0.10651830750871774	0.10688982090100312	-0.04731089422385738	0.34396996106031547
