cohort	patient	n_mal	n_tnk	spearman_tac_cldn	r2_tac_on_cldn_strata	r2_cldn_on_tac_strata	pct_tac	pct_cldn	n_cldn_strata	n_tac_strata
GSE123902	LX255B	228	1583	0.32325972397358516	0.0766441577443252	0.10340142787924278	0.2675438596491228	0.3508771929824561	4	4
GSE123902	LX653	145	49	0.4280533982724858	0.230997528870597	0.22473069946730295	0.8137931034482758	0.7172413793103448	4	4
GSE123902	LX661	117	3726	0.5490771599218272	0.3230876212705561	0.28229505018798773	0.5042735042735043	0.5897435897435898	4	4
GSE123902	LX666	786	177	0.09175248895888573	0.011543951220434723	0.008423967283722078	0.10432569974554708	0.6717557251908397	4	4
GSE123902	LX675	618	1336	0.6434982179028298	0.369322887279494	0.3408027541746096	0.3656957928802589	0.313915857605178	4	4
GSE123902	LX676	147	2606	0.7674485924509215	0.49480541128269706	0.5629116949346131	0.41496598639455784	0.4217687074829932	4	4
GSE123902	LX679	497	625	0.4510623398868022	0.17967252820076596	0.18624454075118613	0.41448692152917505	0.43259557344064387	4	4
GSE123902	LX680	258	344	0.0056602754950950684	0.0005559420396460402	0.00179700662988036	0.1124031007751938	0.7325581395348837	4	4
GSE123902	LX681	1207	86	0.5504702018341282	0.2769303955804121	0.2985901343650904	0.6188898094449047	0.6329743164871583	4	4
GSE123902	LX682	421	2558	0.7183763067601747	0.46042556390215683	0.49094453934626847	0.23515439429928742	0.1876484560570071	4	4
GSE123902	LX684	173	92	0.24018174635885112	0.09032284296874526	0.052653941502625146	0.5491329479768786	0.7283236994219653	4	4
GSE123902	LX699	46	2263	0.6814522494080506	0.5596698402596814	0.4929737721486538	0.15217391304347827	0.15217391304347827	4	4
GSE123902	LX701	90	322	0.04383860027299115	0.04344490580347693	0.011516733961846493	0.2222222222222222	0.1111111111111111	4	4
GSE131907	BRONCHO_11	203	809	0.30530685371990174	0.1353765299856502	0.18632724482119234	0.6945812807881774	0.8078817733990148	4	4
GSE131907	BRONCHO_58	460	1546	0.47372925209324696	0.2752070429291845	0.32338905460059875	0.7847826086956522	0.7217391304347827	4	4
GSE131907	EBUS_06	1186	611	0.4238974601537089	0.22949347283251853	0.1974912283839918	0.7807757166947723	0.7116357504215851	4	4
GSE131907	EBUS_10	367	1530	0.3690605557600254	0.13862948715878265	0.12193567420819951	0.779291553133515	0.8446866485013624	4	4
GSE131907	EBUS_12	257	328	0.42447122070556564	0.1808118268943898	0.1640450853203178	0.9416342412451362	0.8832684824902723	4	4
GSE131907	EBUS_13	376	1150			0.0	0.0	0.0026595744680851063	1	1
GSE131907	EBUS_15	256	479	0.4697404557348753	0.20223233318341527	0.23452174261568248	0.5859375	0.47265625	4	4
GSE131907	EBUS_19	217	1427	0.3746607565488531	0.15217617845795228	0.13590251731770098	0.9262672811059908	0.9400921658986175	4	4
GSE131907	EBUS_28	4640	232	0.45848676130355354	0.1947785431435335	0.17462665563573132	0.8568965517241379	0.9633620689655172	4	4
GSE131907	EBUS_49	114	1126	0.4578617480326628	0.1741115791558916	0.21372984071523082	0.3157894736842105	0.49122807017543857	4	4
GSE131907	EBUS_51	1285	1143	0.3716248430601319	0.1321603765901893	0.13347135161831836	0.8583657587548638	0.8536964980544747	4	4
GSE131907	NS_02	181	977	0.08802122083040372	0.012473635949847517	0.0	0.011049723756906077	0.585635359116022	4	1
GSE131907	NS_03	2713	145	0.35816042924746694	0.11861158679752248	0.1320793776868865	0.63509030593439	0.9314412089937338	4	4
GSE131907	NS_04	1229	131	0.29854804079246644	0.08225041114308185	0.11803983155423137	0.7184703010577705	0.8934092758340114	4	4
GSE131907	NS_06	83	383	0.43915181845105883	0.2758870640416392	0.2411257293786706	0.7108433734939759	0.6024096385542169	4	4
GSE131907	NS_07	5108	166	0.23798919765575102	0.04634870711429839	0.06094957172652804	0.7314017227877838	0.90407204385278	4	4
GSE131907	NS_12	2811	22	0.1482768386788319	0.02731869763729944	0.03334622424893363	0.671647100675916	0.8633938100320171	4	4
GSE131907	NS_13	1352	1780	0.09492461509268377	0.025994358000735907	0.018336859326792854	0.6183431952662722	0.724112426035503	4	4
GSE131907	NS_16	79	385	0.2041651099960194	0.10099265345474906	0.07321128238694719	0.13924050632911392	0.11392405063291139	4	4
GSE131907	NS_17	1112	410	0.4125559101932178	0.15320418562433635	0.17418057716547353	0.7068345323741008	0.8821942446043165	4	4
