gate	adjusted_for	contrast	score	n	mean_crude	mean_adjusted	shrink_amount	shrink_frac	frac_patients_drop	p_wilcox_drop	p_wilcox_adjusted	mean_cov_gap_adjusted	mean_gate_gap_adjusted	mean_match_rate	call	remainder_positive
TACSTD2	CLDN4	strata_resid	expr_prop_pp	63	25.191954804200083	10.436013253424765	14.755941550775319	0.5857402359389419	0.9523809523809523	1.1649797869269303e-11	3.5875527446301596e-11	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	linear_resid	expr_prop_pp	63	25.191954804200083	12.052295326397406	13.139659477802677	0.5215815755437919	0.9682539682539683	1.221521771669142e-11	2.0511384371541374e-11	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	matched	expr_prop_pp	58	24.998584068300055	14.315734445333971	10.682849622966083	0.42733818818613334	0.8793103448275862	4.2596469828463167e-10	5.903721819339686e-11	0.029665463196712878	1.9920561485968928	0.5495638741514813	shrinks	True
TACSTD2	CLDN4	strata_local	expr_prop_pp	60	25.852469609800835	7.883689850060028	17.968779759740805	0.6950508029193748	0.95	3.1333026866219484e-11	2.3197477000866613e-11	0.9886668085186602	2.071959112962092		shrinks	True
TACSTD2	CLDN4	strata_resid	cellchat_hill	63	0.06631532600414444	0.027016968021246052	0.039298357982898394	0.5925984286112445	0.9365079365079365	2.8443258201446456e-11	2.5192363311102466e-10	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	linear_resid	cellchat_hill	63	0.06631532600414444	0.030224780725335743	0.0360905452788087	0.5442263116757231	0.9047619047619048	4.7328515474114034e-11	1.4748593208255583e-10	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	matched	cellchat_hill	58	0.0668336468794852	0.04100677234755731	0.02582687453192789	0.38643521246863954	0.8793103448275862	1.029028178988103e-09	1.1368290151089907e-10	0.029665463196712878	1.9920561485968928	0.5495638741514813	shrinks	True
TACSTD2	CLDN4	strata_local	cellchat_hill	60	0.06903062812313007	0.019285090190574075	0.049745537932556	0.7206299476780768	0.9	1.1276582719676042e-10	6.588314111064e-11	0.9886668085186602	2.071959112962092		shrinks	True
TACSTD2	CLDN4	strata_resid	cpdb_means	63	0.10684696291575514	0.0487203108597358	0.05812665205601934	0.5440178220306556	0.9206349206349206	2.1495042514877258e-11	4.873996673154713e-10	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	linear_resid	cpdb_means	63	0.10684696291575514	0.051196871343967866	0.055650091571787276	0.5208392457131917	0.9365079365079365	1.9571841254691896e-11	3.4322624830034144e-10	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	matched	cpdb_means	58	0.10734422774677388	0.06675293565841685	0.04059129208835703	0.3781413583235449	0.8793103448275862	4.053695617109661e-10	4.2596469828463167e-10	0.029665463196712878	1.9920561485968928	0.5495638741514813	shrinks	True
TACSTD2	CLDN4	strata_local	cpdb_means	60	0.1098898998695474	0.03882444311412165	0.07106545675542575	0.6466968924331449	0.9166666666666666	7.633193187178702e-11	9.281672073789129e-11	0.9886668085186602	2.071959112962092		shrinks	True
TACSTD2	CLDN4	strata_resid	liana_logfc	63	0.3082951670652139	0.14057710173581905	0.16771806532939487	0.544017822030656	0.9206349206349206	2.1495042514877258e-11	4.873996673154713e-10	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	linear_resid	liana_logfc	63	0.3082951670652139	0.14772294479394543	0.1605722222712685	0.5208392457131918	0.9365079365079365	1.9571841254691896e-11	3.4322624830034144e-10	0.9585026869877583	2.021884664217021		shrinks	True
TACSTD2	CLDN4	matched	liana_logfc	58	0.3097299700766523	0.19260825847835605	0.11712171159829626	0.378141358323545	0.8793103448275862	4.053695617109661e-10	4.2596469828463167e-10	0.029665463196712878	1.9920561485968928	0.5495638741514813	shrinks	True
TACSTD2	CLDN4	strata_local	liana_logfc	60	0.3170752271711616	0.11202366309203791	0.20505156407912367	0.6466968924331449	0.9166666666666666	7.633193187178702e-11	9.281672073789129e-11	0.9886668085186602	2.071959112962092		shrinks	True
CLDN4	TACSTD2	strata_resid	expr_prop_pp	64	25.604388068245676	12.021618120645876	13.5827699475998	0.5304860210443781	0.9375	1.010299529417843e-11	6.209655957698549e-12	0.9309129225963322	2.0975000526883445		shrinks	True
CLDN4	TACSTD2	linear_resid	expr_prop_pp	64	25.604388068245676	13.489746015058403	12.114642053187273	0.47314710357056877	0.96875	4.908681071049331e-12	7.846822900749817e-12	0.9309129225963322	2.0975000526883445		shrinks	True
CLDN4	TACSTD2	matched	expr_prop_pp	60	25.45620733171795	16.584596442812366	8.871610888905582	0.34850481744198103	0.8833333333333333	1.262294957900847e-10	6.893664438940403e-11	0.020785465456649683	2.051614641137654	0.5575200955471601	shrinks	True
CLDN4	TACSTD2	strata_local	expr_prop_pp	60	26.415358173138873	8.392283813188916	18.02307435994996	0.6822952860157383	0.9333333333333333	4.22409488236999e-11	1.8030386309636688e-11	0.9768390097626855	2.1809217974394013		shrinks	True
CLDN4	TACSTD2	strata_resid	cellchat_hill	64	0.06513060063457736	0.028023917185197072	0.037106683449380284	0.5697273338161206	0.953125	1.175319752854788e-11	4.284791341742643e-11	0.9309129225963322	2.0975000526883445		shrinks	True
CLDN4	TACSTD2	linear_resid	cellchat_hill	64	0.06513060063457736	0.031296159500554095	0.033834441134023265	0.51948609109035	0.953125	1.0594802375301527e-11	2.2700792012848116e-11	0.9309129225963322	2.0975000526883445		shrinks	True
CLDN4	TACSTD2	matched	cellchat_hill	60	0.06556794259232043	0.042623931963461995	0.02294401062885844	0.34992726203896063	0.8666666666666667	2.2351356611315054e-10	1.9140755628824383e-10	0.020785465456649683	2.051614641137654	0.5575200955471601	shrinks	True
CLDN4	TACSTD2	strata_local	cellchat_hill	60	0.067753335147222	0.018290733984749678	0.04946260116247232	0.7300393560699923	0.95	6.588314111064e-11	9.281672073789129e-11	0.9768390097626855	2.1809217974394013		shrinks	True
CLDN4	TACSTD2	strata_resid	cpdb_means	64	0.10530096204892374	0.049242138072734906	0.05605882397618883	0.5323676335468182	0.9375	1.0594802375301527e-11	1.8055317902686064e-11	0.9309129225963322	2.0975000526883445		shrinks	True
CLDN4	TACSTD2	linear_resid	cpdb_means	64	0.10530096204892374	0.05155632749917252	0.053744634549751216	0.5103907267701979	0.96875	5.924955731334486e-12	2.168662222389874e-11	0.9309129225963322	2.0975000526883445		shrinks	True
