split	gate	contrast	score	n	mean	median	frac_pos	p_wilcox	i2	n_GSE123902	mean_GSE123902	n_GSE131907	mean_GSE131907	n_GSE205335	mean_GSE205335	n_GSE189357	mean_GSE189357	n_cohorts_pos	p_signflip
q4q1	TACSTD2	crude	expr_prop_pp	63	25.191954804200083	25.71428571428571	0.9523809523809523	7.23422735081563e-12	45.28667885243953	13	18.897171299535646	20	21.981963121208032	21	32.17546217709223	9	25.12288418083827	4	9.999000099990002e-05
q4q1	TACSTD2	strata_resid	expr_prop_pp	63	10.436013253424765	9.268966938272868	0.9523809523809523	3.5875527446301596e-11	35.25431055259006	13	6.837314385486719	20	11.618502786282908	21	12.027907100110317	9	9.291960347384212	4	9.999000099990002e-05
q4q1	TACSTD2	linear_resid	expr_prop_pp	63	12.052295326397406	12.055403515208356	0.9365079365079365	2.0511384371541374e-11	0.0	13	9.773236688772252	20	12.228137847877868	21	13.548045441202621	9	11.463424154020522	4	9.999000099990002e-05
q4q1	TACSTD2	matched	expr_prop_pp	58	14.315734445333971	12.167874396135266	0.9655172413793104	5.903721819339686e-11	13.773165643122198	11	9.88712465204098	19	13.80599783786009	19	17.65223239440781	9	13.760872471536603	4	
q4q1	TACSTD2	strata_local	expr_prop_pp	60	7.883689850060028	7.712521425530106	0.9666666666666667	2.3197477000866613e-11	54.93666257033907	11	4.779829998927697	19	7.910303690145923	21	9.825783825728067	9	7.089558951370574	4	
q4q1	CLDN4	crude	expr_prop_pp	64	25.604388068245676	23.660714285714285	0.96875	4.908681071049331e-12	34.485956863138675	13	21.327058096659865	21	21.7701477992708	21	32.4373997624201	9	24.78562025729293	4	9.999000099990002e-05
q4q1	CLDN4	strata_resid	expr_prop_pp	64	12.021618120645876	10.96737970098987	0.953125	6.209655957698549e-12	22.12285956258033	13	10.743998981610464	21	12.960932084103822	21	13.255021833926222	9	8.797393409085469	4	9.999000099990002e-05
q4q1	CLDN4	linear_resid	expr_prop_pp	64	13.489746015058403	11.996016471215105	0.9375	7.846822900749817e-12	0.0	13	12.989309687266067	21	13.629619074627144	21	14.830943040246076	9	10.756768290771257	4	9.999000099990002e-05
q4q1	CLDN4	matched	expr_prop_pp	60	16.584596442812366	15.107157247909742	0.9	6.893664438940403e-11	0.0	11	14.32590514421932	21	15.706928017797122	19	19.598370058302514	9	15.030701166760227	4	
q4q1	CLDN4	strata_local	expr_prop_pp	60	8.392283813188916	7.752399984788047	0.9833333333333333	1.8030386309636688e-11	29.009930368852494	12	7.652062367351387	18	8.248039705989903	21	9.92227126699239	9	6.0977632298288675	4	
