gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
TBCD	1.0478052244496705	4.389190281616544	5.9337235680837335	0.00021970942945563393	0.17658477218008556	9	0.16900996144896235	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
B2M	-1.3397645636305	12.150605550075893	-4.952605436672141	0.0007884778923668579	0.270517120889554	9	0.20001663662931743	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN|MHC-I/APM
IL15RA	-2.0977776215045187	2.8882888865133567	-4.888701791253908	0.0008609685126598216	0.4291072990497254	9	0.20352455255619087	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
SAMHD1	-1.2577580603910647	4.512451667179995	-4.882262181579908	0.000868661811438478	0.25761788564661886	9	0.20352455255619087	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
ARID5B	-1.5047871854028565	5.99942663992147	-4.861885493512766	0.0008934967652430457	0.30950691607416514	9	0.20352455255619087	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
ARPC2	-0.9215790457278097	8.07264046861807	-4.797856586647336	0.0009766337406360765	0.19208140741276178	9	0.20352455255619087	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
ELF1	-0.8029830141887916	6.198565554064249	-4.671026588225845	0.001166896978544163	0.17190718122068785	9	0.21271766890723676	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
CSF2RB	-2.2407320991813515	2.640148056337709	-4.358499214616154	0.0018274592115287802	0.5141063446029986	9	0.21728330590611208	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
SCRIB	0.833478489760915	3.963038633389873	4.179567731758607	0.0023776137384635752	0.19941739032668293	9	0.2310124992454476	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
CLDN3	1.434694189624194	6.889294759344629	4.116482697909019	0.0026116136206671293	0.34852428515075545	9	0.2310124992454476	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
MYD88	-0.6312635888683885	3.7291696623023145	-3.8798868911418616	0.003732047037970986	0.1627015442923404	9	0.25508149181828005	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
FZD5	1.375043852543893	4.155441066284253	3.8374411495039444	0.003982093003762802	0.35832311141022744	9	0.25508149181828005	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
EPSTI1	-2.0450286137927804	3.627283382491358	-3.823863265411818	0.004065769946129941	0.5348069404810523	9	0.25508149181828005	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
PRKAB1	1.3662622577863093	4.579414654617262	3.692234836722089	0.004980107061804581	0.37003666294402243	9	0.2636042584262107	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
HLA-C	-1.3331646639973391	9.960382909589255	-3.5995083901272276	0.005752724160605027	0.37037409543313143	9	0.2705256412268664	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN|MHC-I/APM
TIAM1	-1.3027933335189834	2.1952027833252394	-3.547376621259433	0.006241501214293095	0.3672554320032841	9	0.2705256412268664	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
STAT4	-1.192627767698799	2.5420200549208873	-3.5389374292039864	0.006324635899720398	0.33700165418495603	9	0.2705256412268664	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
HCLS1	-1.9675999697979636	4.252097790322947	-3.537029781773896	0.0063435885494295356	0.5562859492834608	9	0.2705256412268664	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
ILDR1	1.1634825011916723	2.3691758233614673	3.5198874750977365	0.0065165936278597835	0.3305453681184413	9	0.2705256412268664	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
RTP4	-0.9518313057073978	2.583741436736957	-3.487583072489192	0.006856188642238977	0.27292003829690786	9	0.27253829028773024	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
WAS	-1.5442489536188762	2.9734490489140515	-3.4476003776350814	0.007302326896465572	0.4479199398040936	9	0.2741543630194579	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
LPAR6	-1.2974518978765663	2.892663995947142	-3.415088616630667	0.007687444648696594	0.3799174907375127	9	0.27621089446230396	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
TMEM140	-1.3031263980651395	2.5857574926979474	-3.411271453201197	0.007734032834484177	0.3820060689811896	9	0.27621089446230396	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
IL4R	-0.7584107299966666	4.82831927249406	-3.399231725814941	0.007882917679006058	0.22311239455581486	9	0.27658584121696256	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
FGL2	-1.8593275840714651	3.414152495675555	-3.3873159465960625	0.008033217576558923	0.5489088155298641	9	0.2774956959756528	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
PECAM1	-2.622389863202048	4.800463131803652	-3.2341593532284327	0.01025410838224572	0.8108412656241881	9	0.2924806371643497	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
MYH9	-0.7739509300648282	6.680685092346739	-3.1541759503067834	0.01165894224557984	0.245373416784042	9	0.30029417911180734	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
RAB13	-0.5166049875733277	7.063269879924615	-3.1046319359784484	0.012627729874259728	0.16639814259029573	9	0.30648714492495177	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
ISOC1	0.704816738384357	4.403890561932652	3.0881129192050834	0.012968925786251898	0.22823541652284693	9	0.30754242286915273	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
C1R	-2.044397738467051	5.409250989054922	-3.039123071134525	0.014037816086529277	0.6726933035008232	9	0.3146018100638702	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
SAMD9L	-0.9387248382133475	3.811666561855802	-3.0101275496432387	0.014712810019245856	0.3118555020449567	9	0.317914184185577	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
IL10RA	-1.3915217800870983	3.203661993147483	-2.9830449516544366	0.01537342581070381	0.4664769732401591	9	0.3218293655974381	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
MARVELD2	1.2618805014929717	3.9622229752944023	2.935868618329387	0.016597849682990478	0.42981504472466014	9	0.3226563177256902	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
ERBB2	1.287056431089181	4.9782017756017405	2.923519532591766	0.016934576441276054	0.44024211801594376	9	0.32326745573952687	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	TJ
SELL	-1.775871562905808	2.73080210015595	-2.8949739175977727	0.017739973503304952	0.6134326641462154	9	0.32576180983238495	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
HLA-B	-1.1545304872593172	10.71000260234816	-2.876598225443301	0.01827906388165743	0.40135270787820815	9	0.32786970654057224	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN|MHC-I/APM
SERPING1	-1.882500957937108	5.986728717124428	-2.870071164085814	0.018474554498250945	0.6559074149426986	9	0.32786970654057224	malignant	GSE123902+GSE189357	q4q1_combined	7.0	5.0	IFN
