gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
FZD5	2.064959568110862	3.596181494199681	8.122692456872857	0.00045892682178243097	0.25422107005462663	5	0.4138918758567634	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
TBCD	1.3376993835278872	4.0678957171486925	6.8853397783766805	0.0009890416544964576	0.19428226152744338	5	0.43201158734451767	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
IL15RA	-2.8376696214139203	3.218345238406669	-5.949913817731746	0.001916647412530506	0.4769261720997011	5	0.43866410502405717	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
ARID5B	-1.9883144021650514	5.903681835421453	-5.628989683671021	0.0024517338691024456	0.353227579708113	5	0.4407750425615441	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
EIF4E3	1.132147095600564	3.3771866957376013	5.345164058530733	0.00307628299346746	0.21180773559114405	5	0.45303541530564756	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
RAB13	-0.814999004628737	7.305380522473504	-4.9004354569127635	0.004472771060816942	0.16631154757462718	5	0.4947816999936264	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
CLDN3	1.8875194648146432	6.876480847129353	4.807626574619528	0.004850950899662258	0.392609416625504	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
CSF2RB	-3.033635714011652	2.3613716570327634	-4.593866260515919	0.005872943394452054	0.6603665718537823	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
B2M	-1.4502902753379923	12.346508949547408	-4.322614064622062	0.007551908155239842	0.3355123204747161	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN|MHC-I/APM
CFH	-3.03017324027374	4.1202385523275415	-4.184459405379276	0.008617755537528584	0.7241492739488262	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
ILDR1	1.4820779500555326	2.2393479679398998	4.149931750230184	0.008910665519093412	0.3571330901943932	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
SAMHD1	-1.4060287586571623	4.148507704386378	-4.040815697035411	0.009914746907359896	0.3479566661970529	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
ARPC2	-0.9103969213952929	8.217186355371117	-3.8850317795454115	0.011582879198376257	0.23433448503266008	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
ELF1	-0.9729705602785172	5.670299926883246	-3.7912936074322756	0.012741525646351119	0.25663287020850906	5	0.502876107765	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
FGL2	-2.3452475346850217	3.112875105115218	-3.7272504149748444	0.013609628937961403	0.6292165198406316	5	0.5074350395445835	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
WAS	-1.8790059224881035	2.578786421741925	-3.6949633299295828	0.014072839673522039	0.5085316834589297	5	0.5074350395445835	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
F11R	0.7713394159598473	5.4815914616900505	3.6597638915984017	0.014598506479251523	0.21076207067089373	5	0.5083362637379254	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
CLDN12	1.206214813242295	4.127567830078075	3.3127452331730765	0.021176406397110714	0.3641133646993238	5	0.5332620961415604	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
HCLS1	-2.5524753563782037	3.9643006233005016	-3.3053979110449787	0.02134824717836873	0.7722142462331429	5	0.5332620961415604	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
PRKAB1	1.793475722916941	4.304471818131146	3.280788678881062	0.021935409111083166	0.5466599340767719	5	0.5332620961415604	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
RAPGEF6	1.3238135707036547	2.647431547463973	3.2350324200624656	0.023076310301523833	0.40921184050393317	5	0.5352322751807846	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN|TJ
ERBB2	1.9221010701715695	4.68164725017094	3.1787705253425087	0.024572053995479466	0.6046680799534799	5	0.5444501596640388	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
TNFAIP2	-1.2209100813504254	4.949586014248331	-3.156258083598483	0.02520092656188602	0.3868220053660672	5	0.5444501596640388	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
OASL	-1.7132188314823755	2.1565519412667173	-3.0936004917852347	0.027048726414241327	0.5537944657145184	5	0.5568594939421161	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
LPAR6	-1.5184499867452996	3.037016190496325	-3.0929366227148876	0.027069102875342158	0.49094119019239696	5	0.5568594939421161	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
MVB12A	-1.146684149305279	4.869296870809886	-3.0467368339807326	0.02853038434882881	0.3763646851661526	5	0.5619403588372769	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
EPSTI1	-2.414494226201427	3.763144917864941	-3.046663237213781	0.028532781695003746	0.7925044674151508	5	0.5619403588372769	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
MARVELD2	1.7445986913106701	3.767655001335271	3.0336793828861808	0.028959274049061432	0.5750768196377082	5	0.5619403588372769	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
HLA-C	-1.4849243024956458	10.397348356862475	-2.9940412765693663	0.03030612288097044	0.4959598633847501	5	0.5619403588372769	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN|MHC-I/APM
HLA-DQA1	-2.3510958305098963	6.316502471117297	-2.9891399600206303	0.030477479458582306	0.7865459168709081	5	0.5619403588372769	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
RDX	-0.8185641903370569	6.202553073562527	-2.933273662406754	0.0325090943497799	0.2790616507514761	5	0.5621994500646861	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
NEDD4L	2.4998182557727615	5.697247585307027	2.9327376389094892	0.03252930588851803	0.8523838691217859	5	0.5621994500646861	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
IL10RA	-1.6831408197727766	3.12895471772165	-2.914311830031848	0.03323267347281894	0.5775431449812916	5	0.5621994500646861	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
IRF2	-0.46998270000858894	4.823722241687062	-2.892002557286406	0.03410707367789749	0.16251116335442603	5	0.5621994500646861	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
GBP2	-2.576788373318859	4.757100181708895	-2.888077452001134	0.03426355207419825	0.8922158135106161	5	0.5621994500646861	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
RTP4	-1.209285232899416	2.8725910206567167	-2.857309499619824	0.03551820296480388	0.4232251469644139	5	0.5702476508661279	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
PPP2CB	1.4801982292917253	5.474250621379495	2.7937653538379883	0.03827427244012833	0.529821957759722	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
ISOC1	0.9800063014715632	4.153356564875637	2.7671857972972176	0.039496783341402435	0.3541526927569377	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
NCOA7	0.959435092933118	6.43159915502853	2.7415031590440666	0.04071922814876133	0.349966801886766	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN
HLA-B	-1.5370866548200772	11.163069887180683	-2.7337636091275295	0.04109577642715671	0.5622602662819968	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	IFN|MHC-I/APM
PECAM1	-3.3377898260887773	4.747228745788268	-2.719751281058443	0.04178733931493981	1.2272408324006057	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
MYH9	-0.9200031575176267	6.624191870435432	-2.705240805690429	0.04251705956747661	0.3400817981092165	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
SCRIB	0.8089332641218905	3.614559055453461	2.662631256413148	0.04474234828689761	0.303809722872258	5	0.5791590613666004	malignant	GSE123902	q4q1_GSE123902	4.0	3.0	TJ
