k	d	contrast	rule	n_high	n_low	n_nhoods_sampled	median_ncells_graph	n_samples	rank	n_coef	singular	n_tested	n_tnk_tested	n_tnk_down_sfdr05	n_tnk_up_sfdr05	frac_tnk_down_sfdr05	median_logfc_tnk	median_abs_logfc_tnk_down	median_logfc_tnk_down	median_ncells_tnk_down	median_ncells_tnk	n_mal_tested	n_mal_up_sfdr05	n_mal_down_sfdr05	median_logfc_mal	min_spatial_fdr	n_tnk_down_sfdr001	median_abs_logfc_down_sfdr001	n_tnk_down_sfdr010	median_abs_logfc_down_sfdr010	n_tnk_down_sfdr020	median_abs_logfc_down_sfdr020	status	n65	joint_score	pareto	selected_count	selected_abs_logfc	selected_joint
12	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2100	16.0	65	5	5	False	2016	725	88	0	0.12137931034482759	-0.661760453149149	1.757299811097545	-1.757299811097545	16.0	15.0	591	143	12	0.652316451604447	3.731878837103998e-05	0		89	1.75718627605584	137	1.6730381500384	fit	True	154.64238337658398	False	False	False	False
20	8	top40	within-cohort top 0.400 vs rest	28	37	1968	34.0	65	5	5	False	1800	745	87	1	0.11677852348993288	-0.598485455643853	1.63248374176678	-1.63248374176678	33.0	35.0	459	167	12	0.853600604319581	4.173334241058761e-08	23	1.97615926478888	158	1.444802970414715	251	1.27203447348755	fit	True	142.02608553370985	False	False	False	False
20	5	top33	within-cohort top 0.333 vs rest	23	42	2097	29.0	65	5	5	False	1978	773	86	0	0.111254851228978	-0.719406586920425	1.7331328373452348	-1.7331328373452348	28.0	28.0	560	163	9	0.7518423699521151	8.498998088156453e-10	30	2.11522856031928	155	1.54338007602425	239	1.36490963096556	fit	True	149.0494240116902	False	False	False	False
10	15	top40	within-cohort top 0.400 vs rest	28	37	1886	21.0	65	5	5	False	1508	702	86	6	0.1225071225071225	-0.574460337924191	1.6128809201801402	-1.6128809201801402	24.0	23.0	253	72	21	0.42132236492346	1.2166519909846e-05	23	1.98004482957952	149	1.39642100253937	213	1.2754744151975	fit	True	138.70775913549207	False	False	False	False
15	15	top40	within-cohort top 0.400 vs rest	28	37	1828	31.0	65	5	5	False	1543	686	84	4	0.12244897959183673	-0.6082318529772339	1.744560478150635	-1.744560478150635	38.0	34.0	315	104	21	0.690683358983619	4.064013483602762e-07	33	2.04645586364751	155	1.47887825568165	222	1.320773897378515	fit	True	146.54308016465333	False	False	False	False
30	5	top40	within-cohort top 0.400 vs rest	28	37	2041	44.0	65	5	5	False	1962	771	84	1	0.10894941634241245	-0.628103770970817	1.62431985704237	-1.62431985704237	42.0	43.0	576	222	4	1.09446169770388	5.186300715903836e-09	19	2.07945463377566	153	1.4710136901933	252	1.3268083678906448	fit	True	136.44286799155907	False	False	False	False
10	30	top20	within-cohort top 0.200 vs rest	15	50	1740	24.0	65	5	5	False	1293	613	83	2	0.13539967373572595	-0.759297374684751	1.96116558321238	-1.96116558321238	29.0	30.0	153	35	24	-0.0895286362154351	6.75498590616961e-08	18	2.37242128941798	105	1.87776174215385	172	1.6320966620719348	fit	True	162.77674340662753	True	False	False	False
10	5	top25	within-cohort top 0.250 vs rest	19	46	2102	15.0	65	5	5	False	1870	780	83	0	0.1064102564102564	-0.6188988216944684	1.68794806330213	-1.68794806330213	14.0	15.0	468	79	14	0.45323493730970754	8.20401119884167e-06	0		95	1.67401887493573	214	1.319815806989725	fit	True	140.0996892540768	False	False	False	False
15	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2089	22.0	65	5	5	False	1940	781	83	2	0.10627400768245839	-0.559335974054924	1.50614790095678	-1.50614790095678	21.0	21.0	530	177	5	0.78238837515413	2.0577486257878418e-06	22	1.8911355253440352	131	1.42075689596326	219	1.21429191631904	fit	True	125.01027577941274	False	False	False	False
25	8	top40	within-cohort top 0.400 vs rest	28	37	1945	43.0	65	5	5	False	1805	729	82	0	0.11248285322359397	-0.687338849720188	1.67232261355622	-1.67232261355622	40.0	44.0	493	175	22	0.79669621754472	5.365766153225634e-09	16	2.08921178244924	160	1.4907976046440798	247	1.32445978787179	fit	True	137.13045431161004	False	False	False	False
15	10	top40	within-cohort top 0.400 vs rest	28	37	1972	28.0	65	5	5	False	1730	725	82	1	0.11310344827586206	-0.640177682191198	1.6266487020475902	-1.6266487020475902	31.0	29.0	407	130	18	0.625734843388146	2.7686323790256103e-06	32	1.96695974007101	155	1.40859673710905	257	1.22541586417422	fit	True	133.3851935679024	False	False	False	False
20	3	top40	within-cohort top 0.400 vs rest	28	37	2101	25.0	65	5	5	False	2052	728	82	1	0.11263736263736264	-0.6016773979487895	1.48765591248578	-1.48765591248578	24.5	25.0	624	218	2	0.990953076225683	1.4203532248636877e-06	11	2.20176972167934	150	1.354812576356055	244	1.1796962695552051	fit	True	121.98778482383396	False	False	False	False
10	30	top33	within-cohort top 0.333 vs rest	23	42	1740	24.0	65	5	5	False	1293	613	80	2	0.13050570962479607	-0.701807791878501	1.767862265017935	-1.767862265017935	29.5	30.0	153	31	13	0.468690739799119	1.8408548500793586e-07	28	2.072181143400495	125	1.56698433794185	200	1.422387627200285	fit	True	141.4289812014348	False	False	False	False
10	5	top40	within-cohort top 0.400 vs rest	28	37	2102	15.0	65	5	5	False	1870	780	80	3	0.10256410256410256	-0.5105943019331625	1.5175047258408298	-1.5175047258408298	15.0	15.0	468	134	11	0.4888277194052725	2.6198960123806007e-05	21	1.82740026819369	114	1.417804481585235	202	1.199127044117555	fit	True	121.40037806726639	False	False	False	False
10	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1740	24.0	65	5	5	False	1293	613	79	2	0.12887438825448613	-0.785258459393525	1.95731972080075	-1.95731972080075	29.0	30.0	153	33	24	0.0726973405868434	1.4147910084977954e-07	24	2.34667812032542	106	1.864596091765905	187	1.57358832349611	fit	True	154.62825794325926	False	False	False	False
25	5	top40	within-cohort top 0.400 vs rest	28	37	2064	37.0	65	5	5	False	1968	773	79	1	0.10219922380336352	-0.614513828840004	1.68597167459573	-1.68597167459573	35.0	36.0	563	209	4	0.905328096214225	2.5771760951364762e-08	18	2.025505784297245	135	1.50093715913413	235	1.29205122935673	fit	True	133.19176229306268	False	False	False	False
60	5	top40	within-cohort top 0.400 vs rest	28	37	1993	89.0	65	5	5	False	1960	767	79	1	0.10299869621903521	-0.679862089171261	1.67576399800262	-1.67576399800262	86.0	87.0	597	245	1	1.27088616648926	1.9955745164891306e-09	14	2.02490835264502	157	1.46650967214073	274	1.26341793163434	fit	True	132.385355842207	False	False	False	False
20	15	top40	within-cohort top 0.400 vs rest	28	37	1799	41.0	65	5	5	False	1572	668	78	2	0.11676646706586827	-0.635354893495599	1.7683180379210048	-1.7683180379210048	43.5	45.0	363	116	30	0.600077475742968	6.8829818723504536e-09	24	2.097815836664995	123	1.61178474623047	201	1.40517464755675	fit	True	137.9288069578384	False	False	False	False
15	8	top40	within-cohort top 0.400 vs rest	28	37	2001	26.0	65	5	5	False	1779	747	78	3	0.10441767068273092	-0.587700935474719	1.58606295831161	-1.58606295831161	24.5	26.0	423	147	9	0.659432700952158	6.10823460802322e-07	25	1.86397437029512	145	1.38680532059117	237	1.23609282529861	fit	True	123.71291074830557	False	False	False	False
12	10	top40	within-cohort top 0.400 vs rest	28	37	2003	22.0	65	5	5	False	1702	743	78	3	0.10497981157469717	-0.564866466156754	1.55907738677	-1.55907738677	24.5	23.0	367	110	11	0.588239830702077	1.1336109456143994e-05	26	1.93673124170707	140	1.37852097772175	228	1.20664184896745	fit	True	121.60803616806001	False	False	False	False
25	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2103	32.0	65	5	5	False	2065	729	77	0	0.1056241426611797	-0.809051318865645	1.97492579754286	-1.97492579754286	30.0	31.0	632	191	8	0.803198166360984	3.2484011356477423e-06	25	2.53609200683634	132	1.819982417838545	263	1.43461795003585	fit	True	152.06928641080023	True	False	False	False
12	5	top33	within-cohort top 0.333 vs rest	23	42	2105	18.0	65	5	5	False	1912	788	77	0	0.09771573604060914	-0.600149452987251	1.66250504066704	-1.66250504066704	17.0	17.0	502	123	9	0.6829183362098645	8.930335683320565e-08	29	1.95355809036556	112	1.54917277364052	200	1.30377099977242	fit	True	128.01288813136208	False	False	False	False
15	15	top33	within-cohort top 0.333 vs rest	23	42	1828	31.0	65	5	5	False	1543	686	75	4	0.10932944606413994	-0.701799512049878	1.82347100124505	-1.82347100124505	36.0	34.0	315	82	17	0.579646012909396	1.17475504979384e-08	11	2.35685481275779	109	1.69478000593934	203	1.42991838119943	fit	True	136.76032509337875	False	False	False	False
10	30	top40	within-cohort top 0.400 vs rest	28	37	1740	24.0	65	5	5	False	1293	613	75	5	0.12234910277324633	-0.564269138124658	1.75333275338751	-1.75333275338751	30.0	30.0	153	36	11	0.457272074480481	2.7486443716720956e-06	34	2.01223117257061	118	1.536847415829265	198	1.3111699279855	fit	True	131.49995650406325	False	False	False	False
8	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	1929	17.0	65	5	5	False	1462	703	75	3	0.10668563300142248	-0.527694190000848	1.49920178716383	-1.49920178716383	19.0	18.0	203	54	21	0.496853778303263	3.3316752363722664e-05	16	1.908372754782505	123	1.38639958618076	204	1.172361020451885	fit	True	112.44013403728724	False	False	False	False
10	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	2024	18.0	65	5	5	False	1717	758	75	4	0.09894459102902374	-0.483990124420294	1.47159679727613	-1.47159679727613	17.0	18.0	361	115	10	0.718682283693814	2.4500609793703765e-05	17	1.86898274533336	135	1.34533676337184	214	1.1889039762442049	fit	True	110.36975979570974	False	False	False	False
15	5	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2089	22.0	65	5	5	False	1940	781	74	0	0.09475032010243278	-0.701110515477168	2.013443334245255	-2.013443334245255	21.5	21.0	530	135	17	0.6661738673230645	2.0719962181556104e-06	24	2.1578499534213247	128	1.795872458038185	221	1.51154971870299	fit	True	148.99480673414888	True	False	False	False
15	5	top25	within-cohort top 0.250 vs rest	19	46	2089	22.0	65	5	5	False	1940	781	74	0	0.09475032010243278	-0.716492476437527	1.87808058241444	-1.87808058241444	22.0	21.0	530	120	6	0.7300964543254025	1.444552789758372e-05	37	2.10547741577023	132	1.635978090890055	211	1.46039824855678	fit	True	138.97796309866857	False	False	False	False
12	5	top20	within-cohort top 0.200 vs rest	15	50	2105	18.0	65	5	5	False	1912	788	74	1	0.09390862944162437	-0.577565398264787	1.80549712870263	-1.80549712870263	18.0	17.0	502	129	20	0.627164007196685	1.0984820632921404e-06	0		102	1.76999009556796	115	1.74305783875092	fit	True	133.60678752399463	False	False	False	False
8	5	top33	within-cohort top 0.333 vs rest	23	42	2100	12.0	65	5	5	False	1831	777	74	0	0.09523809523809523	-0.556582141137551	1.59548144185162	-1.59548144185162	12.0	12.0	430	78	3	0.42340719792975745	1.4241383359891657e-05	0		91	1.5519605278957	194	1.2499368320663602	fit	True	118.0656266970199	False	False	False	False
15	5	top20	within-cohort top 0.200 vs rest	15	50	2089	22.0	65	5	5	False	1940	781	73	0	0.09346991037131883	-0.673731303462117	2.01537158617227	-2.01537158617227	21.0	21.0	530	140	16	0.7517901759410295	1.1172088347676585e-06	0		95	1.95738088518936	189	1.52251447604874	fit	True	147.1221257905757	True	False	False	False
20	5	top25	within-cohort top 0.250 vs rest	19	46	2097	29.0	65	5	5	False	1978	773	73	0	0.0944372574385511	-0.688341289337635	1.90659676620258	-1.90659676620258	29.0	28.0	560	134	4	0.7273076146174691	5.805211702344782e-06	17	2.35184374466047	127	1.74243459613112	223	1.46707611732034	fit	True	139.18156393278835	False	False	False	False
30	8	top40	within-cohort top 0.400 vs rest	28	37	1921	52.0	65	5	5	False	1803	732	73	1	0.09972677595628415	-0.6457043137671505	1.70074776768425	-1.70074776768425	49.0	54.0	497	183	13	0.999074049823384	3.0397763455196603e-09	12	2.15381496859184	141	1.51682031287211	242	1.325405481752765	fit	True	124.15458704095025	False	False	False	False
8	10	q34	locked Q3+Q4 vs Q1+Q2	31	34	2024	15.0	65	5	5	False	1625	741	72	4	0.09716599190283401	-0.491873296817279	1.492146906690605	-1.492146906690605	15.0	15.0	299	69	7	0.63504569398312	7.957893637331548e-05	11	1.85208875318524	108	1.3788701185255499	192	1.1775197569275	fit	True	107.43457728172356	False	False	False	False
20	10	top40	within-cohort top 0.400 vs rest	28	37	1938	37.0	65	5	5	False	1744	717	71	2	0.09902370990237098	-0.611784076094758	1.75526487614834	-1.75526487614834	41.0	39.0	434	146	16	0.857687200385019	1.497723947861438e-08	26	2.026235717007595	124	1.552536928586475	215	1.31427191796412	fit	True	124.62380620653214	False	False	False	False
12	20	top40	within-cohort top 0.400 vs rest	28	37	1768	26.0	65	5	5	False	1411	652	71	3	0.10889570552147239	-0.614200281031363	1.68297595932417	-1.68297595932417	26.0	30.0	229	50	15	0.497787819889954	4.239095234802406e-07	23	2.02763889798652	131	1.47536037587747	208	1.2923174091842	fit	True	119.49129311201607	False	False	False	False
25	3	top25	within-cohort top 0.250 vs rest	19	46	2103	32.0	65	5	5	False	2065	729	70	0	0.09602194787379972	-0.724986824513015	1.930211397146085	-1.930211397146085	30.0	31.0	632	175	4	0.8480544391056305	5.166836216685756e-05	9	2.48180700370314	132	1.63268813765238	227	1.41137028656018	fit	True	135.11479780022594	False	False	False	False
8	15	top33	within-cohort top 0.333 vs rest	23	42	1929	17.0	65	5	5	False	1462	703	70	2	0.09957325746799431	-0.658005414604372	1.689102754995685	-1.689102754995685	20.0	18.0	203	34	16	0.294649193028733	2.4904702893365947e-07	19	2.04804086965258	121	1.50406157545178	195	1.36386412354897	fit	True	118.23719284969795	False	False	False	False
15	3	top20	within-cohort top 0.200 vs rest	15	50	2105	19.0	65	5	5	False	2033	722	69	1	0.09556786703601108	-0.6774551936187715	1.88255780010607	-1.88255780010607	18.0	19.0	616	159	10	0.7376778945320954	1.706922783825275e-08	0		72	1.87390355586515	203	1.35282944393131	fit	True	129.89648820731884	False	False	False	False
25	20	top40	within-cohort top 0.400 vs rest	28	37	1631	53.0	65	5	5	False	1421	591	69	0	0.116751269035533	-0.657416439347122	1.79573546844721	-1.79573546844721	67.0	64.0	321	97	21	0.718898548396023	3.8137257874092135e-08	18	2.203964137379895	113	1.63737230738044	196	1.393508617539635	fit	True	123.9057473228575	False	False	False	False
15	20	top40	within-cohort top 0.400 vs rest	28	37	1743	32.0	65	5	5	False	1415	641	69	1	0.10764430577223089	-0.608512976086976	1.7289337158136	-1.7289337158136	34.0	37.0	248	61	16	0.4645996195110715	1.8239492166038407e-07	16	2.0440468190830448	129	1.50964367489071	186	1.407437035930545	fit	True	119.2964263911384	False	False	False	False
10	20	top33	within-cohort top 0.333 vs rest	23	42	1819	22.0	65	5	5	False	1402	671	69	3	0.10283159463487332	-0.725803220550827	1.66233133998496	-1.66233133998496	25.0	25.0	194	37	13	0.380639550701577	2.0790856074638188e-07	12	2.171062944809795	141	1.48534157777236	258	1.2819586822643152	fit	True	114.70086245896223	False	False	False	False
12	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	2009	21.0	65	5	5	False	1752	747	69	2	0.09236947791164658	-0.465712954183272	1.54706999227965	-1.54706999227965	21.0	21.0	392	119	8	0.7326772313135634	7.315612929762646e-06	20	1.84011164976243	128	1.3498549109921951	197	1.21724667617492	fit	True	106.74782946729586	False	False	False	False
20	3	top25	within-cohort top 0.250 vs rest	19	46	2101	25.0	65	5	5	False	2052	728	68	0	0.09340659340659341	-0.7496187984161105	1.823401988186295	-1.823401988186295	24.0	25.0	624	160	3	0.804094755244956	8.466470523316161e-06	16	2.21876322233755	124	1.65015207442382	217	1.36604755367236	fit	True	123.99133519666806	False	False	False	False
10	10	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1995	19.0	65	5	5	False	1660	742	68	0	0.09164420485175202	-0.7063272793441355	1.8168205036535352	-1.8168205036535352	18.0	19.0	331	71	29	0.357102738209664	5.32234523518268e-06	0		111	1.69717188088074	167	1.57603002647118	fit	True	123.54379424844039	False	False	False	False
15	10	top33	within-cohort top 0.333 vs rest	23	42	1972	28.0	65	5	5	False	1730	725	68	1	0.09379310344827586	-0.691058767384769	1.767254789108775	-1.767254789108775	30.5	29.0	407	100	15	0.521011298748767	2.218041445090421e-07	16	2.191726446732895	120	1.632976381918565	200	1.3721059288548099	fit	True	120.17332565939671	False	False	False	False
20	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2097	29.0	65	5	5	False	1978	773	68	2	0.08796895213454076	-0.596322778026769	1.64710977698269	-1.64710977698269	28.0	28.0	560	206	2	0.8743863688913265	4.748175988559644e-07	18	1.9604468804716602	122	1.41713055464897	204	1.27925690570094	fit	True	112.0034648348229	False	False	False	False
15	3	top33	within-cohort top 0.333 vs rest	23	42	2105	19.0	65	5	5	False	2033	722	68	2	0.09418282548476455	-0.607016970813817	1.62282792170378	-1.62282792170378	19.0	19.0	616	196	4	0.858028409658241	1.6233992257979772e-07	12	2.0521565550388496	113	1.46924994677339	219	1.23759125773631	fit	True	110.35229867585704	False	False	False	False
10	20	q34	locked Q3+Q4 vs Q1+Q2	31	34	1819	22.0	65	5	5	False	1402	671	68	1	0.10134128166915052	-0.55089900195798	1.57247118096278	-1.57247118096278	24.5	25.0	194	50	10	0.5669177688327249	1.695750170703611e-05	18	1.88876773714989	101	1.48288417309925	184	1.2522194718493749	fit	True	106.92804030546904	False	False	False	False
15	3	top40	within-cohort top 0.400 vs rest	28	37	2105	19.0	65	5	5	False	2033	722	68	2	0.09418282548476455	-0.540274968635983	1.5435308140484452	-1.5435308140484452	19.0	19.0	616	206	1	0.9338698863396075	4.619573719869651e-06	17	1.85897839065133	108	1.4170674730267598	199	1.18644838461937	fit	True	104.96009535529427	False	False	False	False
10	5	top33	within-cohort top 0.333 vs rest	23	42	2102	15.0	65	5	5	False	1870	780	66	0	0.08461538461538462	-0.6102826065403639	1.73369817050486	-1.73369817050486	15.0	15.0	468	97	9	0.5122956428755455	3.49307024768195e-07	30	1.8768834925563	143	1.43768344273779	209	1.30222974579058	fit	True	114.42407925332076	False	False	False	False
20	3	q34	locked Q3+Q4 vs Q1+Q2	31	34	2101	25.0	65	5	5	False	2052	728	66	1	0.09065934065934066	-0.598972308939257	1.495544406152555	-1.495544406152555	25.0	25.0	624	220	2	0.974877956360937	1.9437820455611313e-06	13	1.98691100737385	134	1.3166603420337801	233	1.1607106222762	fit	True	98.70593080606862	False	False	False	False
20	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1573	47.0	65	5	5	False	1288	552	65	0	0.11775362318840579	-0.8128910178816405	2.4209479818234	-2.4209479818234	51.0	57.0	229	70	35	0.433796178395985	9.820090014151269e-09	30	2.77956649947479	87	2.30840324506049	148	1.791100727357755	fit	True	157.36161881852098	True	False	False	False
15	10	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1972	28.0	65	5	5	False	1730	725	65	0	0.0896551724137931	-0.731225333632382	1.99069269675132	-1.99069269675132	28.0	29.0	407	99	30	0.460342891053045	3.920492445393489e-07	19	2.24897467397282	109	1.83771196652393	210	1.5502734472226951	fit	True	129.3950252888358	False	False	False	False
15	8	top33	within-cohort top 0.333 vs rest	23	42	2001	26.0	65	5	5	False	1779	747	65	3	0.08701472556894244	-0.644589104778791	1.71852806966937	-1.71852806966937	26.0	26.0	423	112	9	0.617108437329437	7.1973964135114e-08	18	2.04368164227047	116	1.52928699249554	199	1.32991270356855	fit	True	111.70432452850906	False	False	False	False
40	5	top40	within-cohort top 0.400 vs rest	28	37	2029	59.0	65	5	5	False	1978	773	65	0	0.08408796895213454	-0.684571508920242	1.71810793745567	-1.71810793745567	57.0	57.0	585	235	3	0.979730419181375	3.440244448125906e-09	13	2.23813098896871	144	1.48936936991783	247	1.30015428699369	fit	True	111.67701593461855	False	False	False	False
12	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	1882	25.0	65	5	5	False	1556	708	65	2	0.09180790960451977	-0.5678611402260525	1.59075336938675	-1.59075336938675	29.0	27.0	296	103	25	0.935514452581201	1.2690101336489542e-05	9	2.00366246899119	101	1.46303370289166	210	1.230550295904485	fit	True	103.39896901013874	False	False	False	False
12	5	top40	within-cohort top 0.400 vs rest	28	37	2105	18.0	65	5	5	False	1912	788	65	2	0.08248730964467005	-0.4956065097682895	1.53614166178121	-1.53614166178121	18.0	17.0	502	159	6	0.719672404058683	3.10967803156697e-06	19	1.89624256416517	122	1.36895735222219	197	1.20657817338053	fit	True	99.84920801577866	False	False	False	False
10	8	half	within-cohort top 0.500 vs rest	34	31	2024	18.0	65	5	5	False	1717	758	65	1	0.08575197889182058	-0.4774710723897785	1.53141816636396	-1.53141816636396	17.0	18.0	361	105	5	0.66911950764531	7.83848243516094e-05	15	1.95120285501231	117	1.35583364516893	196	1.1920786447568	fit	True	99.54218081365741	False	False	False	False
5	15	top40	within-cohort top 0.400 vs rest	28	37	2016	11.0	65	5	5	False	1335	676	65	2	0.09615384615384616	-0.5031291812345591	1.48597122705898	-1.48597122705898	13.0	12.0	133	17	8	0.0339342832851256	0.0008261098555355624	4	1.952249638517245	121	1.29169440517519	181	1.14870471744167	fit	True	96.5881297588337	False	False	False	False
25	5	top33	within-cohort top 0.333 vs rest	23	42	2064	37.0	65	5	5	False	1968	773	64	1	0.08279430789133248	-0.725764350617925	1.85016556203962	-1.85016556203962	34.5	36.0	563	184	3	0.903232762933567	3.3206013201441227e-10	17	2.15763208131307	132	1.57999350749843	237	1.36488853567454	fit	True	118.41059597053568	False	False	False	False
