k	d	contrast	rule	n_high	n_low	n_nhoods_sampled	median_ncells_graph	n_samples	rank	n_coef	singular	n_tested	n_tnk_tested	n_tnk_down_sfdr05	n_tnk_up_sfdr05	frac_tnk_down_sfdr05	median_logfc_tnk	median_abs_logfc_tnk_down	median_logfc_tnk_down	median_ncells_tnk_down	median_ncells_tnk	n_mal_tested	n_mal_up_sfdr05	n_mal_down_sfdr05	median_logfc_mal	min_spatial_fdr	n_tnk_down_sfdr001	median_abs_logfc_down_sfdr001	n_tnk_down_sfdr010	median_abs_logfc_down_sfdr010	n_tnk_down_sfdr020	median_abs_logfc_down_sfdr020	status	n65	joint_score	pareto	selected_count	selected_abs_logfc	selected_joint
15	15	top25	within-cohort top 0.250 vs rest	19	46	1828	31.0	65	5	5	False	1543	686	29	0	0.04227405247813411	-0.664549673682209	2.02789838860525	-2.02789838860525	36.0	34.0	315	75	18	0.482923497835655	1.0792684920154893e-09	6	2.457579751458605	62	1.7716124076810549	140	1.523775176114965	fit	True	58.80905326955226	False	False	False	False
12	8	top25	within-cohort top 0.250 vs rest	19	46	2009	21.0	65	5	5	False	1752	747	29	0	0.038821954484605084	-0.606962657615126	1.89641947171365	-1.89641947171365	21.0	21.0	392	81	14	0.5553972833670875	2.0901102968614326e-05	10	2.08171227230165	54	1.672638383187985	150	1.420365472020235	fit	True	54.99616467969585	False	False	False	False
40	3	top33	within-cohort top 0.333 vs rest	23	42	2100	50.0	65	5	5	False	2076	728	29	0	0.03983516483516483	-0.8229519135782005	1.82468728965384	-1.82468728965384	49.0	49.0	644	215	0	1.149977335132295	2.8905444962872964e-08	2	2.2942584543705102	109	1.54136782310512	272	1.27254053685222	fit	True	52.91593139996136	False	False	False	False
15	20	half	within-cohort top 0.500 vs rest	34	31	1743	32.0	65	5	5	False	1415	641	29	0	0.0452418096723869	-0.504841177145035	1.82007781514241	-1.82007781514241	32.0	37.0	248	74	3	0.7359558653373834	1.9871781534856934e-06	8	2.131740297734865	53	1.5834731363914	118	1.3289464997198799	fit	True	52.78225663912989	False	False	False	False
20	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	1799	41.0	65	5	5	False	1572	668	29	3	0.04341317365269461	-0.5158096448411884	1.81404248590621	-1.81404248590621	39.0	45.0	363	132	17	1.11556580563601	1.1151820792744469e-07	11	2.08635635827365	79	1.49050170821914	133	1.38302406792808	fit	True	52.607232091280096	False	False	False	False
5	15	top33	within-cohort top 0.333 vs rest	23	42	2016	11.0	65	5	5	False	1335	676	29	0	0.042899408284023666	-0.5792460630671955	1.60889803052401	-1.60889803052401	12.0	12.0	133	14	7	-0.0484234946038238	8.867700801683288e-05	1	2.12982520574758	83	1.40774147122535	156	1.2480396329266301	fit	True	46.65804288519629	False	False	False	False
10	3	half	within-cohort top 0.500 vs rest	34	31	2092	13.0	65	5	5	False	1985	738	29	0	0.03929539295392954	-0.510765497386054	1.56867768414643	-1.56867768414643	13.0	13.0	569	131	1	0.838630892562002	0.0023881887922554555	7	1.88779140222191	61	1.40772999272681	124	1.21560184802693	fit	True	45.49165284024647	False	False	False	False
25	15	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1747	51.0	65	5	5	False	1553	650	28	0	0.043076923076923075	-0.7761291658511396	2.460199451710155	-2.460199451710155	62.0	57.0	369	98	39	0.513300836511474	1.9528704319298726e-12	8	3.079509597727875	56	2.091273280764325	111	1.7535776054381	fit	True	68.88558464788434	False	False	False	False
12	30	top15	within-cohort top 0.150 vs rest	12	53	1692	29.0	65	5	5	False	1293	600	28	0	0.04666666666666667	-0.57381816056012	2.3264425011895398	-2.3264425011895398	35.5	35.0	169	37	16	0.212667085812145	1.874266744987467e-09	0		44	2.2209157517213747	68	2.02919901489989	fit	True	65.14039003330711	False	False	False	False
20	30	top25	within-cohort top 0.250 vs rest	19	46	1573	47.0	65	5	5	False	1288	552	28	0	0.050724637681159424	-0.7374614155174211	2.31719235055981	-2.31719235055981	52.0	57.0	229	67	17	0.867973452762766	1.0844065838211587e-08	10	2.50359819229138	49	2.07156533954933	112	1.6727272486246751	fit	True	64.88138581567468	False	False	False	False
15	20	top20	within-cohort top 0.200 vs rest	15	50	1743	32.0	65	5	5	False	1415	641	28	0	0.0436817472698908	-0.798840535127392	2.297189763098435	-2.297189763098435	32.5	37.0	248	62	39	0.261777104806562	1.277992985648497e-09	13	2.51079758566409	54	1.989974908884435	106	1.739618479743235	fit	True	64.32131336675619	False	False	False	False
40	30	top40	within-cohort top 0.400 vs rest	28	37	1399	90.0	65	5	5	False	1220	476	28	0	0.058823529411764705	-0.5480813193436256	2.19845124217099	-2.19845124217099	100.5	113.0	283	93	23	1.08464927384947	1.256403357579112e-07	13	2.8135603049981	46	1.76544867788945	73	1.58303186934453	fit	True	61.55663478078772	False	False	False	False
30	30	half	within-cohort top 0.500 vs rest	34	31	1502	69.0	65	5	5	False	1287	536	28	0	0.05223880597014925	-0.513249760137504	2.174607012746635	-2.174607012746635	67.0	85.0	266	97	4	1.16150643901843	2.731502284105595e-07	16	2.7145256361089496	44	1.84436059383767	69	1.64199557852416	fit	True	60.88899635690578	False	False	False	False
50	15	top33	within-cohort top 0.333 vs rest	23	42	1586	100.5	65	5	5	False	1490	577	28	0	0.04852686308492201	-0.801833444998597	2.01178840855996	-2.01178840855996	138.0	119.0	413	143	14	1.09944056645873	4.103225887258191e-10	0		76	1.769589157639675	157	1.47911207469272	fit	True	56.330075439678886	False	False	False	False
12	20	top25	within-cohort top 0.250 vs rest	19	46	1768	26.0	65	5	5	False	1411	652	28	0	0.04294478527607362	-0.687565745608821	1.9521308719852648	-1.9521308719852648	24.5	30.0	229	42	18	0.585025219826828	7.25007192088532e-10	6	2.383936419800595	56	1.726945651485075	142	1.421770219372795	fit	True	54.659664415587415	False	False	False	False
8	20	top25	within-cohort top 0.250 vs rest	19	46	1841	18.0	65	5	5	False	1357	672	28	1	0.041666666666666664	-0.6010491625657934	1.8667079674903	-1.8667079674903	18.5	20.0	164	22	4	0.3776806857515565	3.3744361059445413e-07	0		57	1.6738396295869	106	1.514717896206765	fit	True	52.2678230897284	False	False	False	False
25	8	half	within-cohort top 0.500 vs rest	34	31	1945	43.0	65	5	5	False	1805	729	28	0	0.038408779149519894	-0.631971159262544	1.775778810509765	-1.775778810509765	39.5	44.0	493	143	5	1.00469067313625	1.2767021127004626e-06	7	2.14498810652779	64	1.568890951601095	145	1.3437377364675	fit	True	49.72180669427342	False	False	False	False
60	3	top40	within-cohort top 0.400 vs rest	28	37	2091	76.0	65	5	5	False	2071	738	28	0	0.037940379403794036	-0.6336683861725461	1.622277527482845	-1.622277527482845	74.0	74.0	653	232	0	1.43327928223228	9.61843309958257e-07	2	1.93860944573236	101	1.402859344565	237	1.15454053023551	fit	True	45.423770769519656	False	False	False	False
25	30	top33	within-cohort top 0.333 vs rest	23	42	1514	57.0	65	5	5	False	1272	534	27	0	0.05056179775280899	-0.7228995113495156	2.11072058607419	-2.11072058607419	74.0	71.0	246	72	20	0.9268816805359725	7.363866477212525e-12	9	2.78974172071817	64	1.800000995116335	137	1.506817645639	fit	True	56.98945582400314	False	False	False	False
8	10	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2024	15.0	65	5	5	False	1625	741	27	0	0.03643724696356275	-0.64248708388607	1.93930869471705	-1.93930869471705	19.0	15.0	299	56	11	0.35180525666665	1.4324535492841349e-05	0		100	1.62242022756629	135	1.5401283879788	fit	True	52.361334757360346	False	False	False	False
60	10	top40	within-cohort top 0.400 vs rest	28	37	1680	113.0	65	5	5	False	1627	645	27	0	0.04186046511627907	-0.563276426578749	1.86341396067257	-1.86341396067257	123.0	123.0	490	192	5	1.32480856491008	5.389638438532902e-08	6	2.3142709167232898	67	1.54688873897621	144	1.37488159083675	fit	True	50.31217693815939	False	False	False	False
40	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2029	59.0	65	5	5	False	1978	773	27	0	0.03492884864165589	-0.626052673392747	1.75865221995108	-1.75865221995108	57.0	57.0	585	234	0	1.12998907603092	2.721240251359297e-08	8	2.1310133654456402	71	1.53768343482067	183	1.29718939359366	fit	True	47.48360993867916	False	False	False	False
30	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	1921	52.0	65	5	5	False	1803	732	27	0	0.036885245901639344	-0.546264729408424	1.75112413796414	-1.75112413796414	48.0	54.0	497	179	3	1.21332489341533	3.3454627441594454e-08	5	1.9848236723605	68	1.528579201639335	164	1.289029270205835	fit	True	47.28035172503178	False	False	False	False
10	3	top40	within-cohort top 0.400 vs rest	28	37	2092	13.0	65	5	5	False	1985	738	27	1	0.036585365853658534	-0.469674315369335	1.64326999158778	-1.64326999158778	14.0	13.0	569	135	2	0.81812609325238	0.00029755318242398964	7	1.80072453369023	85	1.3628130303104	150	1.245861884394	fit	True	44.36828977287006	False	False	False	False
5	8	half	within-cohort top 0.500 vs rest	34	31	2067	9.0	65	5	5	False	1446	695	27	1	0.03884892086330935	-0.2979430977571	1.54642327097496	-1.54642327097496	10.0	9.0	219	23	0	0.427989037356109	0.006065027328760143	1	1.96158240934058	33	1.51392748384629	63	1.32506863988805	fit	True	41.75342831632392	False	False	False	False
25	8	top20	within-cohort top 0.200 vs rest	15	50	1945	43.0	65	5	5	False	1805	729	26	0	0.03566529492455418	-0.78915299599579	2.50634001715922	-2.50634001715922	41.0	44.0	493	138	21	0.662663790644179	1.808356245448272e-10	13	2.78625583584375	49	2.1208726771319	119	1.71627431961511	fit	True	65.16484044613972	False	False	False	False
30	8	top20	within-cohort top 0.200 vs rest	15	50	1921	52.0	65	5	5	False	1803	732	26	0	0.03551912568306011	-0.6928164286974501	2.40207154025973	-2.40207154025973	48.5	54.0	497	161	14	0.88379220960133	2.571807127853682e-10	6	2.8438464701080948	50	2.1661589199228652	99	1.89119263208341	fit	True	62.453860046752986	False	False	False	False
30	30	top40	within-cohort top 0.400 vs rest	28	37	1502	69.0	65	5	5	False	1287	536	26	0	0.048507462686567165	-0.6232739147852551	2.3676182722218098	-2.3676182722218098	77.5	85.0	266	72	23	0.9221513098657059	6.78466745871465e-07	14	2.74161309496922	52	1.731976744200925	99	1.49717513354047	fit	True	61.55807507776706	False	False	False	False
15	15	half	within-cohort top 0.500 vs rest	34	31	1828	31.0	65	5	5	False	1543	686	26	1	0.037900874635568516	-0.5134588794402655	1.780112726796855	-1.780112726796855	36.5	34.0	315	95	3	1.05389563057795	4.344115800443756e-06	8	2.093264602957995	61	1.52340927445196	140	1.28458374576805	fit	True	46.282930896718234	False	False	False	False
20	20	q34	locked Q3+Q4 vs Q1+Q2	31	34	1684	43.0	65	5	5	False	1432	610	26	0	0.04262295081967213	-0.5081727631731154	1.7526314415029751	-1.7526314415029751	40.5	50.0	299	101	17	1.16671131048215	7.24776954457228e-07	2	2.01367025243007	53	1.61236052705722	112	1.3594241072723299	fit	True	45.568417479077354	False	False	False	False
25	5	top15	within-cohort top 0.150 vs rest	12	53	2064	37.0	65	5	5	False	1968	773	25	1	0.03234152652005175	-0.515328705350756	2.54226190924181	-2.54226190924181	37.0	36.0	563	124	7	0.960238999694569	5.676262992413081e-08	0		26	2.54161940107815	78	1.93642075917318	fit	True	63.55654773104526	False	False	False	False
40	10	top40	within-cohort top 0.400 vs rest	28	37	1777	75.0	65	5	5	False	1679	679	25	0	0.036818851251840944	-0.573094930273025	1.9587522102487	-1.9587522102487	81.0	80.0	467	188	9	1.28834111327361	3.315168155143819e-08	7	2.15783052237754	87	1.51011123293624	157	1.35070290319118	fit	True	48.9688052562175	False	False	False	False
25	10	q34	locked Q3+Q4 vs Q1+Q2	31	34	1901	47.0	65	5	5	False	1731	706	25	0	0.03541076487252125	-0.4745938477162575	1.71343443798005	-1.71343443798005	46.0	49.0	451	158	2	1.08023724611016	3.938448882018028e-08	6	2.2538432668734947	45	1.6404877501384	108	1.3855906630996	fit	True	42.835860949501246	False	False	False	False
5	10	top40	within-cohort top 0.400 vs rest	28	37	2057	10.0	65	5	5	False	1426	696	25	2	0.035919540229885055	-0.40772591459553853	1.45196778145629	-1.45196778145629	10.0	10.0	188	37	1	0.38691172854913103	0.001662249583458848	2	2.02369750194638	62	1.310395053214315	140	1.14262071212509	fit	True	36.29919453640725	False	False	False	False
40	30	top20	within-cohort top 0.200 vs rest	15	50	1399	90.0	65	5	5	False	1220	476	24	0	0.05042016806722689	-0.7357564264484819	3.1023553215672397	-3.1023553215672397	98.0	113.0	283	92	35	0.47793112031388	7.007099953356878e-11	9	3.52677336893158	37	2.7700909640827	76	2.0371521279109848	fit	True	74.45652771761375	True	False	True	False
50	30	top20	within-cohort top 0.200 vs rest	15	50	1314	111.5	65	5	5	False	1189	445	24	0	0.05393258426966292	-0.860844466847964	3.02209312370651	-3.02209312370651	117.5	140.0	302	98	39	0.2533171990040405	2.6260998742945165e-09	7	3.60762111046268	42	2.641947338321855	67	2.23688586069799	fit	True	72.53023496895624	False	False	False	False
60	30	top20	within-cohort top 0.200 vs rest	15	50	1268	132.0	65	5	5	False	1159	434	24	0	0.055299539170506916	-0.725963042655	2.9872803088199102	-2.9872803088199102	143.0	171.0	311	97	39	0.235139355946832	7.926206391692758e-09	4	3.72726195003976	37	2.63418968969971	56	2.41387058271056	fit	True	71.69472741167785	False	False	False	False
50	5	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1995	74.0	65	5	5	False	1956	765	24	0	0.03137254901960784	-0.713004039898421	2.4808209297677797	-2.4808209297677797	74.5	72.0	582	200	4	1.24176067550631	7.745373260454709e-08	7	2.89326584616099	52	2.119695676727175	118	1.800443389584385	fit	True	59.53970231442671	False	False	False	False
15	30	top15	within-cohort top 0.150 vs rest	12	53	1658	35.0	65	5	5	False	1301	589	24	1	0.04074702886247878	-0.527038864103758	2.4039407110729947	-2.4039407110729947	37.5	44.0	193	46	17	0.192494169730634	5.593840872961831e-09	0		37	2.27377667768223	62	2.052752999309745	fit	True	57.69457706575187	False	False	False	False
40	30	half	within-cohort top 0.500 vs rest	34	31	1399	90.0	65	5	5	False	1220	476	24	0	0.05042016806722689	-0.4829930333919725	2.14979916598447	-2.14979916598447	97.5	113.0	283	102	4	1.26632479529318	1.7111774247203518e-06	11	3.09876739900986	33	1.96435438196929	46	1.90103911883797	fit	True	51.595179983627276	False	False	False	False
30	3	top33	within-cohort top 0.333 vs rest	23	42	2103	38.0	65	5	5	False	2070	737	24	0	0.032564450474898234	-0.711619787587964	1.929865436912005	-1.929865436912005	36.0	36.0	633	193	1	1.00421559560927	1.478618236927846e-08	8	2.265150249266755	94	1.539318196422295	211	1.29981559229544	fit	True	46.31677048588812	False	False	False	False
20	10	half	within-cohort top 0.500 vs rest	34	31	1938	37.0	65	5	5	False	1744	717	24	1	0.03347280334728033	-0.508328916775368	1.7114266986155	-1.7114266986155	37.5	39.0	434	131	2	0.960863895480546	1.5729526814852184e-06	6	2.0316183826358998	56	1.5074803962814	120	1.3270583174781052	fit	True	41.074240766772	False	False	False	False
8	3	top40	within-cohort top 0.400 vs rest	28	37	2084	11.0	65	5	5	False	1948	733	24	0	0.03274215552523874	-0.434560190139777	1.54532269518777	-1.54532269518777	11.0	11.0	540	89	1	0.7064931159879855	0.0009201824774044835	0		39	1.46463956233549	123	1.22405031193666	fit	True	37.08774468450648	False	False	False	False
5	8	top40	within-cohort top 0.400 vs rest	28	37	2067	9.0	65	5	5	False	1446	695	24	4	0.034532374100719423	-0.360958157020622	1.53576581969502	-1.53576581969502	10.0	9.0	219	36	3	0.215580730688837	0.00023652267565601968	1	1.9969486458281	52	1.38383073465062	93	1.22258739846239	fit	True	36.85837967268048	False	False	False	False
30	30	q34	locked Q3+Q4 vs Q1+Q2	31	34	1502	69.0	65	5	5	False	1287	536	23	1	0.04291044776119403	-0.5539909076905114	2.33121605588928	-2.33121605588928	77.0	85.0	266	104	25	1.3482554344130349	1.695866000639102e-08	14	2.7149372458067953	36	1.776563674964485	73	1.49572161677247	fit	True	53.617969285453434	False	False	False	False
30	30	top33	within-cohort top 0.333 vs rest	23	42	1502	69.0	65	5	5	False	1287	536	23	0	0.04291044776119403	-0.7857724698780855	2.27971229904693	-2.27971229904693	82.0	85.0	266	69	20	0.821135673010866	6.610406702309136e-12	7	2.77558108046465	70	1.7900352217812752	127	1.60927941239983	fit	True	52.433382878079385	False	False	False	False
20	10	top15	within-cohort top 0.150 vs rest	12	53	1938	37.0	65	5	5	False	1744	717	23	0	0.03207810320781032	-0.490543398803194	2.27319197521197	-2.27319197521197	31.0	39.0	434	124	20	0.878141305420463	6.859925006671947e-07	0		30	2.2425362790001397	56	2.04204202550671	fit	True	52.28341542987531	False	False	False	False
12	20	top15	within-cohort top 0.150 vs rest	12	53	1768	26.0	65	5	5	False	1411	652	23	0	0.0352760736196319	-0.5771883706350764	2.19373578257626	-2.19373578257626	28.0	30.0	229	46	18	0.17131540790884	9.716099230250082e-10	0		40	2.09446428618238	61	1.85815895509751	fit	True	50.45592299925398	False	False	False	False
40	15	top40	within-cohort top 0.400 vs rest	28	37	1636	81.0	65	5	5	False	1516	602	23	0	0.03820598006644518	-0.5627090020361409	1.86652802938994	-1.86652802938994	103.0	95.0	410	164	21	1.1352370026846899	1.1488171081289596e-09	5	2.30129864532143	62	1.66061088711753	131	1.39970365936716	fit	True	42.93014467596862	False	False	False	False
40	3	half	within-cohort top 0.500 vs rest	34	31	2100	50.0	65	5	5	False	2076	728	23	0	0.03159340659340659	-0.682226157096177	1.76675448916693	-1.76675448916693	50.0	49.0	644	201	0	1.0578665463594699	3.747456401776949e-07	7	2.03056066536219	76	1.443941097166955	179	1.22184538777184	fit	True	40.63535325083939	False	False	False	False
5	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2103	8.0	65	5	5	False	1584	744	23	0	0.030913978494623656	-0.35667902733178103	1.56182792105578	-1.56182792105578	9.0	8.0	291	34	2	0.40739318013639	0.013805427824417653	0		47	1.35752714441649	71	1.30329156325712	fit	True	35.92204218428294	False	False	False	False
5	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	2067	9.0	65	5	5	False	1446	695	23	4	0.033093525179856115	-0.314958110755685	1.50589705231111	-1.50589705231111	11.0	9.0	219	27	2	0.469985108934119	0.0009205306575984272	0		41	1.39372698311786	83	1.24317755267929	fit	True	34.63563220315553	False	False	False	False
60	30	top40	within-cohort top 0.400 vs rest	28	37	1268	132.0	65	5	5	False	1159	434	22	0	0.05069124423963134	-0.538014031717014	2.39810972636102	-2.39810972636102	148.5	171.0	311	90	27	1.06557978025243	1.8972851297824003e-08	12	2.9767174744279847	36	1.986653989804805	68	1.4694759805139	fit	True	52.75841397994244	False	False	False	False
60	30	q34	locked Q3+Q4 vs Q1+Q2	31	34	1268	132.0	65	5	5	False	1159	434	22	0	0.05069124423963134	-0.4426024544206185	2.340134320296925	-2.340134320296925	148.5	171.0	311	117	18	1.36313679232803	3.2760763762755015e-07	12	2.9786430539961	27	2.15587929939981	43	1.75518639355365	fit	True	51.482955046532346	False	False	False	False
12	30	top25	within-cohort top 0.250 vs rest	19	46	1692	29.0	65	5	5	False	1293	600	22	0	0.03666666666666667	-0.6012400666042814	2.2376376890658403	-2.2376376890658403	31.5	35.0	169	38	8	0.702567025024196	4.81847182158218e-09	11	2.43395185917987	48	1.891124533242005	103	1.59348516621001	fit	True	49.22802915944848	False	False	False	False
50	30	top40	within-cohort top 0.400 vs rest	28	37	1314	111.5	65	5	5	False	1189	445	22	0	0.04943820224719101	-0.565423327257049	2.22969984577891	-2.22969984577891	132.0	140.0	302	91	25	1.09861679191035	1.4524013183949253e-08	10	3.0631951673530153	41	1.78832512008149	78	1.45356070200256	fit	True	49.05339660713602	False	False	False	False
50	5	top25	within-cohort top 0.250 vs rest	19	46	1995	74.0	65	5	5	False	1956	765	22	0	0.02875816993464052	-0.735153865555515	2.2141213958911248	-2.2141213958911248	70.5	72.0	582	189	0	1.291332117943715	1.942207067758007e-06	1	2.92600672643572	63	1.87292962830774	147	1.57829370601421	fit	True	48.71067070960474	False	False	False	False
15	30	top25	within-cohort top 0.250 vs rest	19	46	1658	35.0	65	5	5	False	1301	589	22	0	0.03735144312393888	-0.659540715276846	2.1981881964708103	-2.1981881964708103	39.5	44.0	193	47	12	0.802281022665441	5.477796023456461e-10	8	2.4966637007756	46	1.9092495047280749	90	1.646688540063135	fit	True	48.36014032235783	False	False	False	False
20	8	top25	within-cohort top 0.250 vs rest	19	46	1968	34.0	65	5	5	False	1800	745	22	0	0.02953020134228188	-0.71355065560511	2.15486439525315	-2.15486439525315	32.0	35.0	459	115	8	0.837724522618136	6.000288973713325e-06	10	2.494760499213985	72	1.773285891319555	164	1.479725208800835	fit	True	47.407016695569304	False	False	False	False
40	20	top33	within-cohort top 0.333 vs rest	23	42	1503	84.0	65	5	5	False	1370	538	22	0	0.040892193308550186	-0.7235764833064859	2.06202955829609	-2.06202955829609	112.5	100.0	351	112	15	1.09248659710146	3.606359600466296e-11	0		39	1.91792490613097	93	1.534975197149	fit	True	45.364650282513985	False	False	False	False
20	10	top25	within-cohort top 0.250 vs rest	19	46	1938	37.0	65	5	5	False	1744	717	22	0	0.030683403068340307	-0.682132356554504	2.03969016078291	-2.03969016078291	37.0	39.0	434	114	13	0.8761743788609571	1.6450180228958962e-06	6	2.44985356513423	65	1.82834303781639	130	1.56398616425414	fit	True	44.873183537224016	False	False	False	False
60	8	top33	within-cohort top 0.333 vs rest	23	42	1815	106.0	65	5	5	False	1764	695	22	0	0.031654676258992806	-0.796501514239164	1.98725794005922	-1.98725794005922	102.5	112.0	517	185	3	1.19831217408441	5.619642471388371e-10	1	2.91805521319289	71	1.68681988757499	201	1.40406506394121	fit	True	43.71967468130284	False	False	False	False
10	15	top25	within-cohort top 0.250 vs rest	19	46	1886	21.0	65	5	5	False	1508	702	22	1	0.03133903133903134	-0.610913237683627	1.86665227047537	-1.86665227047537	19.5	23.0	253	54	15	0.34514143269264	3.486215800549905e-08	5	2.26594487114762	45	1.77618012412884	107	1.45856371897717	fit	True	41.06634995045814	False	False	False	False
60	30	half	within-cohort top 0.500 vs rest	34	31	1268	132.0	65	5	5	False	1159	434	21	0	0.04838709677419355	-0.4240465142686545	2.35775490961922	-2.35775490961922	149.0	171.0	311	106	4	1.30813267156396	3.5506980614722795e-06	11	3.14679382263115	28	2.07241257173515	38	1.8861784842266451	fit	True	49.51285310200362	False	False	False	False
40	30	q34	locked Q3+Q4 vs Q1+Q2	31	34	1399	90.0	65	5	5	False	1220	476	21	0	0.04411764705882353	-0.4730999474027785	2.24945412176044	-2.24945412176044	97.0	113.0	283	117	24	1.44725702359547	1.774158175081071e-07	11	2.95135943522429	33	1.8110284902178	66	1.54255607091701	fit	True	47.23853655696924	False	False	False	False
12	15	top15	within-cohort top 0.150 vs rest	12	53	1882	25.0	65	5	5	False	1556	708	21	0	0.029661016949152543	-0.623508836675466	2.11616974106718	-2.11616974106718	30.0	27.0	296	66	20	0.4063966798229395	3.6782012077177045e-08	0		60	1.963458991356435	96	1.7995144780349102	fit	True	44.43956456241077	False	False	False	False
25	10	top33	within-cohort top 0.333 vs rest	23	42	1901	47.0	65	5	5	False	1731	706	21	1	0.029745042492917848	-0.5830543702276765	1.99350284748842	-1.99350284748842	48.0	49.0	451	138	3	0.828939736324659	1.970802005626971e-11	5	2.30837604810575	61	1.66523945385002	132	1.48580993615043	fit	True	41.86355979725682	False	False	False	False
25	20	half	within-cohort top 0.500 vs rest	34	31	1631	53.0	65	5	5	False	1421	591	21	0	0.03553299492385787	-0.584310970966528	1.93362142318407	-1.93362142318407	66.0	64.0	321	117	7	1.06707832333868	1.022737949732114e-06	6	2.27374621923682	48	1.5857692367221898	84	1.45378622716739	fit	True	40.60604988686547	False	False	False	False
50	8	top40	within-cohort top 0.400 vs rest	28	37	1844	87.0	65	5	5	False	1784	711	21	0	0.029535864978902954	-0.55495097448165	1.78325718434372	-1.78325718434372	88.0	91.0	522	219	5	1.29589531945234	9.121815869385539e-09	3	2.10331771541187	62	1.55230267466956	138	1.366287147090675	fit	True	37.44840087121812	False	False	False	False
5	20	half	within-cohort top 0.500 vs rest	34	31	1927	12.0	65	5	5	False	1232	651	21	0	0.03225806451612903	-0.425595102224423	1.55270309014309	-1.55270309014309	14.0	13.0	104	9	1	0.2801289484281725	2.2797569088619066e-05	5	1.85084307715685	66	1.398120634681125	113	1.24147868156357	fit	True	32.60676489300489	False	False	False	False
40	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1899	70.0	65	5	5	False	1809	726	20	0	0.027548209366391185	-0.7169268412631435	2.44347762808168	-2.44347762808168	65.0	73.0	509	172	12	1.1861753394613	4.4739335091519476e-07	1	3.05325386268368	41	2.20032046504925	86	1.900065808455085	fit	True	48.869552561633604	False	False	False	False
15	20	top15	within-cohort top 0.150 vs rest	12	53	1743	32.0	65	5	5	False	1415	641	20	0	0.031201248049921998	-0.634315509188938	2.284909960559275	-2.284909960559275	30.0	37.0	248	55	29	0.1339890076142285	1.4455616993823982e-10	1	3.38685823162535	25	2.20677217264884	38	2.05655564823483	fit	True	45.6981992111855	False	False	False	False
25	20	top25	within-cohort top 0.250 vs rest	19	46	1631	53.0	65	5	5	False	1421	591	20	0	0.0338409475465313	-0.831074032996291	2.15186514415033	-2.15186514415033	68.0	64.0	321	75	27	0.634080713316536	1.8919132867033143e-08	2	2.671518302011755	43	1.95432680397482	122	1.57602282848522	fit	True	43.037302883006596	False	False	False	False
30	8	top25	within-cohort top 0.250 vs rest	19	46	1921	52.0	65	5	5	False	1803	732	20	0	0.0273224043715847	-0.7058133937937234	2.12325664223928	-2.12325664223928	50.5	54.0	497	132	6	1.02465438585721	3.059329941935242e-09	2	2.7745197076026953	62	1.91828166885938	134	1.625019507828935	fit	True	42.4651328447856	False	False	False	False
20	15	half	within-cohort top 0.500 vs rest	34	31	1799	41.0	65	5	5	False	1572	668	20	0	0.029940119760479042	-0.49734073703786197	1.80669496978234	-1.80669496978234	40.0	45.0	363	113	4	1.0291521448543	9.311307787718846e-07	4	2.05674647926829	40	1.633295673972105	80	1.391038460660385	fit	True	36.1338993956468	False	False	False	False
60	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	1993	89.0	65	5	5	False	1960	767	20	0	0.02607561929595828	-0.630795705377203	1.730638057508275	-1.730638057508275	84.5	87.0	597	231	0	1.4566840770747	2.7861461981857993e-09	2	2.000214045335285	68	1.493789430086205	186	1.264860446795985	fit	True	34.6127611501655	False	False	False	False
20	8	top15	within-cohort top 0.150 vs rest	12	53	1968	34.0	65	5	5	False	1800	745	19	0	0.025503355704697986	-0.543473453989299	2.43449110784095	-2.43449110784095	32.0	35.0	459	101	11	0.708903497869154	1.6668019126476971e-06	0		23	2.39268978164345	54	1.98695493733003	fit	True	46.25533104897805	False	False	False	False
30	10	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1857	56.0	65	5	5	False	1729	707	19	0	0.026874115983026876	-0.758947966282168	2.385478471881	-2.385478471881	56.0	61.0	461	148	17	0.899234832311961	1.2792675543991607e-08	3	3.0871026287513	45	2.14201366989182	127	1.73189246144119	fit	True	45.324090965739	False	False	False	False
20	20	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1684	43.0	65	5	5	False	1432	610	19	0	0.03114754098360656	-0.692302945705973	2.37417988890216	-2.37417988890216	46.0	50.0	299	81	40	0.356914102922039	1.5284734201108557e-08	7	2.92111737206046	37	2.06550492261645	92	1.75548380415	fit	True	45.10941788914104	False	False	False	False
