unit_key	dataset	n_focal	n_other	mean_focal	mean_other	delta	spec	target	comparison	gene_set
GSE189357|TD7	GSE189357	36	37	0.2352730850305121	0.23100900559310422	0.004264079437407892	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE189357|TD8	GSE189357	13	3	0.2994616250458765	0.19523790671139615	0.10422371833448033	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE189357|TD9	GSE189357	88	20	0.2887802739676536	0.2862503778867774	0.002529896080876226	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P0031	GSE205335	13	7	0.18807511287442302	0.23590931375332463	-0.04783420087890161	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1015	GSE205335	25	52	0.2426733005818071	0.18264044935041376	0.06003285123139335	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1016	GSE205335	6	297	0.19276875182092035	0.2106597875441776	-0.01789103572325726	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1017	GSE205335	11	103	0.3493218147146057	0.30550840633708354	0.04381340837752218	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1018	GSE205335	43	18	0.3858750876881764	0.4597721542760768	-0.0738970665879004	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1025	GSE205335	136	137	0.21642299424327915	0.24004351813672584	-0.023620523893446682	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1027	GSE205335	67	27	0.4142658230415186	0.3269334720495153	0.08733235099200332	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1030	GSE205335	185	67	0.1780593802189394	0.3192946437574964	-0.14123526353855698	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1037	GSE205335	92	237	0.12683949726705696	0.16068632016362763	-0.03384682289657068	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1056	GSE205335	10	173	0.15477602814566876	0.133761296855451	0.021014731290217775	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1062	GSE205335	2	7	0.1772234434946596	0.3214992691656927	-0.14427582567103311	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1063	GSE205335	3	4	0.2910179667279052	0.3175399426552191	-0.026521975927313923	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1072	GSE205335	1	114	0.18820628267508602	0.15561838330186206	0.032587899373223955	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1076	GSE205335	30	6	0.295641673670393	0.29797310812519556	-0.00233143445480255	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1079	GSE205335	8	12	0.19748493554437857	0.3629835592254156	-0.16549862368103702	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1084	GSE205335	19	4	0.42861798116359584	0.43909176485249796	-0.010473783688902116	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1089	GSE205335	175	66	0.17359400179033158	0.13072494842617513	0.042869053364156445	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1090	GSE205335	2	161	0.1948935174580595	0.3234598154645166	-0.12856629800645708	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1115	GSE205335	37	299	0.1611315298562896	0.14963767468871306	0.011493855167576533	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE205335|P1119	GSE205335	9	50	0.18197054882357733	0.23233222438581727	-0.050361675562239944	primary_k30_d30_q34	malignant	up_vs_other	IFN
GSE123902|LX679	GSE123902	96	7	0.23478036722454831	0.1515037356450906	0.08327663157945772	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE123902|LX682	GSE123902	2	2	0.6145738690923251	0.4917864619262735	0.12278740716605163	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|BRONCHO_11	GSE131907	1	9	0.34382086797601763	0.30504163813340246	0.03877922984261517	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|EBUS_06	GSE131907	1	178	0.0843815079583541	0.12298565071650858	-0.03860414275815448	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|EBUS_10	GSE131907	2	17	0.32565965278350717	0.2702062595857858	0.05545339319772136	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|EBUS_12	GSE131907	1	8	0.44970543356674286	0.4087084742572376	0.040996959309505254	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|EBUS_15	GSE131907	16	44	0.3748561899786398	0.22565172441970646	0.14920446555893332	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|EBUS_28	GSE131907	4	36	0.20502135357525242	0.2869918821447254	-0.08197052856947296	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|EBUS_49	GSE131907	4	15	0.16455714786513975	0.13290677194775685	0.0316503759173829	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|NS_02	GSE131907	5	26	0.29243168872229747	0.22828255015101673	0.06414913857128074	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|NS_06	GSE131907	2	26	0.2742899543363143	0.2547147105623608	0.019575243773953532	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|NS_07	GSE131907	2	249	0.12855839811614655	0.18441806830016308	-0.055859670184016524	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|NS_16	GSE131907	14	5	0.32514662813810913	0.44773087976163783	-0.1225842516235287	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE131907|NS_19	GSE131907	10	57	0.33890380963931865	0.35375367186534634	-0.014849862226027688	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE189357|TD1	GSE189357	2	18	0.18596582041548396	0.3185109471026542	-0.13254512668717025	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1015	GSE205335	16	52	0.3911129037494472	0.18264044935041376	0.20847245439903342	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1017	GSE205335	4	103	0.26063815537752494	0.30550840633708354	-0.0448702509595586	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1018	GSE205335	22	18	0.5065932758775458	0.4597721542760768	0.04682112160146895	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1056	GSE205335	10	173	0.10143341857633956	0.133761296855451	-0.03232787827911143	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1062	GSE205335	1	7	0.4862009226769181	0.3214992691656927	0.1647016535112254	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1076	GSE205335	1	6	0.4863594930448953	0.29797310812519556	0.18838638491969972	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1079	GSE205335	135	12	0.35578018582238496	0.3629835592254156	-0.007203373403030622	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1089	GSE205335	2	66	0.07657569996885401	0.13072494842617513	-0.05414924845732112	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1090	GSE205335	35	161	0.2068278958290062	0.3234598154645166	-0.11663191963551037	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P1119	GSE205335	137	50	0.32494129756313855	0.23233222438581727	0.09260907317732128	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE205335|P4001	GSE205335	2	2	0.33619281941899376	0.2918400645749323	0.04435275484406148	primary_k30_d30_q34	malignant	down_vs_other	IFN
GSE123902|LX255B	GSE123902	16	11	0.10408499107247748	0.08345643905871124	0.020628552013766246	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX653	GSE123902	82	45	0.12184025018098336	0.12265932106806798	-0.0008190708870846192	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX661	GSE123902	5	1	0.12898409948940243	0.1729878098696702	-0.04400371038026776	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX666	GSE123902	4	218	0.22636410138415772	0.16516093382735259	0.06120316755680513	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX675	GSE123902	10	13	0.15364403780076746	0.16762779142483236	-0.013983753624064899	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX676	GSE123902	1	4	0.1189396221934722	0.16222201597905578	-0.04328239378558357	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX679	GSE123902	2	7	0.18329173019833783	0.09919182018854934	0.08409991000978849	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX680	GSE123902	49	59	0.1931192233015603	0.21895282814765643	-0.02583360484609612	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX681	GSE123902	65	217	0.10919578070922459	0.16765263552781468	-0.05845685481859009	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX682	GSE123902	6	2	0.14946301925921832	0.1399777008170508	0.009485318442167517	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX684	GSE123902	161	25	0.14770450266979696	0.13570536390777074	0.011999138762026212	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX701	GSE123902	24	4	0.1293086328651689	0.10386474836614773	0.025443884499021158	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|BRONCHO_11	GSE131907	12	9	0.18138562886997678	0.1770178871397333	0.004367741730243485	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|BRONCHO_58	GSE131907	12	42	0.12738449071239136	0.11758370825531053	0.009800782457080826	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_06	GSE131907	4	178	0.26376329234355067	0.21054019960345938	0.05322309274009129	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_10	GSE131907	12	17	0.17635046223656184	0.13130634993747892	0.04504411229908292	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_12	GSE131907	26	8	0.18382025559978443	0.23056860698191867	-0.046748351382134234	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_13	GSE131907	2	28	0.26301864899431576	0.21437023506146774	0.04864841393284802	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_15	GSE131907	20	44	0.15479376721372778	0.1259876629558565	0.02880610425787128	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_19	GSE131907	26	5	0.2055478113041122	0.22422249482405063	-0.018674683519938423	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_28	GSE131907	278	36	0.1584332841845587	0.18736971739555333	-0.028936433210994622	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_49	GSE131907	7	15	0.13155137275136236	0.1452299369201218	-0.013678564168759427	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|EBUS_51	GSE131907	138	9	0.16823436092047173	0.0917133604548564	0.07652100046561533	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_02	GSE131907	6	26	0.14319678476341235	0.11480763728550855	0.028389147477903803	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_03	GSE131907	285	27	0.18241061042580117	0.21251813106208797	-0.0301075206362868	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_04	GSE131907	32	191	0.10431940490633268	0.17555637732087284	-0.07123697241454016	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_06	GSE131907	2	26	0.17614716633950825	0.12252759660716825	0.05361956973234	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_07	GSE131907	51	249	0.11508859710305708	0.15265189535495785	-0.03756329825190077	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_12	GSE131907	258	62	0.14962196190483584	0.18023556614996272	-0.03061360424512688	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_13	GSE131907	22	84	0.13171109510623583	0.12202452253578285	0.009686572570452981	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_17	GSE131907	44	165	0.13817808446719881	0.13405044886791342	0.00412763559928539	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE131907|NS_19	GSE131907	26	57	0.17647558975314237	0.18983461573439575	-0.01335902598125338	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD1	GSE189357	20	18	0.21736303566371076	0.18907256506019415	0.02829047060351661	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD2	GSE189357	11	13	0.1300128284369336	0.14086332890778883	-0.010850500470855229	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD3	GSE189357	4	12	0.21324430644506134	0.19531018241970097	0.017934124025360376	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD4	GSE189357	6	4	0.1840709166273581	0.18661402710433936	-0.0025431104769812474	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD5	GSE189357	5	15	0.15056843517564378	0.14567523547363795	0.004893199702005829	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD6	GSE189357	25	15	0.15931446430727264	0.15784355300210726	0.0014709113051653844	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD7	GSE189357	36	37	0.10208915571895899	0.09210145643728126	0.009987699281677725	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD8	GSE189357	13	3	0.18800689177031196	0.08165892582792723	0.10634796594238473	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE189357|TD9	GSE189357	88	20	0.12715768990276302	0.12156257782686561	0.005595112075897413	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P0031	GSE205335	13	7	0.123156967129953	0.11693545633947323	0.0062215107904797645	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1015	GSE205335	25	52	0.12928613051892512	0.120176907222026	0.00910922329689913	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1016	GSE205335	6	297	0.3883568827313089	0.39398892457182505	-0.005632041840516133	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1017	GSE205335	11	103	0.134740187264162	0.21279563487280584	-0.07805544760864383	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1018	GSE205335	43	18	0.24028102226126175	0.22332782114246724	0.016953201118794503	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1025	GSE205335	136	137	0.27336929200521703	0.27382343934307185	-0.00045414733785481554	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1027	GSE205335	67	27	0.22098284863435103	0.1895317427542025	0.03145110588014852	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1030	GSE205335	185	67	0.11049817006630921	0.2043015677736181	-0.09380339770730889	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1037	GSE205335	92	237	0.08637097262781102	0.09736810237664192	-0.010997129748830908	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1056	GSE205335	10	173	0.08057305108056563	0.12857136308397898	-0.047998312003413354	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1062	GSE205335	2	7	0.07631390715812766	0.23851808217582496	-0.1622041750176973	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1063	GSE205335	3	4	0.12888505763615912	0.2389194388214425	-0.11003438118528339	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1072	GSE205335	1	114	0.19657368947442885	0.2575870032013285	-0.06101331372689964	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1076	GSE205335	30	6	0.16079756724259697	0.17382713502594152	-0.013029567783344548	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1079	GSE205335	8	12	0.07490104513385876	0.2004306190534535	-0.12552957391959474	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1084	GSE205335	19	4	0.24000428103364826	0.23135112783221273	0.008653153201435532	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1089	GSE205335	175	66	0.20581346683215818	0.2099338757107661	-0.0041204088786079285	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1090	GSE205335	2	161	0.08729613763061622	0.177590394940052	-0.09029425730943577	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1115	GSE205335	37	299	0.37310938599834936	0.31591547204923476	0.057193913949114605	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE205335|P1119	GSE205335	9	50	0.1127253672707519	0.09122827231537414	0.021497094955377757	primary_k30_d30_q34	malignant	up_vs_other	NHEJ
GSE123902|LX679	GSE123902	96	7	0.13255025373489662	0.09919182018854934	0.03335843354634728	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE123902|LX682	GSE123902	2	2	0.2456375292771042	0.1399777008170508	0.1056598284600534	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|BRONCHO_11	GSE131907	1	9	0.14667155074189991	0.1770178871397333	-0.03034633639783338	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|EBUS_06	GSE131907	1	178	0.24276201329891656	0.21054019960345938	0.03222181369545718	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|EBUS_10	GSE131907	2	17	0.1505460730329106	0.13130634993747892	0.019239723095431677	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|EBUS_12	GSE131907	1	8	0.17333979962761079	0.23056860698191867	-0.05722880735430788	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|EBUS_15	GSE131907	16	44	0.22423499222306478	0.1259876629558565	0.09824732926720828	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|EBUS_28	GSE131907	4	36	0.10022339813130662	0.18736971739555333	-0.08714631926424671	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|EBUS_49	GSE131907	4	15	0.16422393064619756	0.1452299369201218	0.01899399372607577	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|NS_02	GSE131907	5	26	0.12922012656071388	0.11480763728550855	0.014412489275205331	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|NS_06	GSE131907	2	26	0.18547015819285745	0.12252759660716825	0.0629425615856892	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|NS_07	GSE131907	2	249	0.1154825136895502	0.15265189535495785	-0.03716938166540765	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|NS_16	GSE131907	14	5	0.15221900308560338	0.1975230712716562	-0.045304068186052815	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE131907|NS_19	GSE131907	10	57	0.1564066234900448	0.18983461573439575	-0.033427992244350946	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE189357|TD1	GSE189357	2	18	0.05377787387069078	0.18907256506019415	-0.13529469118950338	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1015	GSE205335	16	52	0.2194506975080771	0.120176907222026	0.09927379028605111	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1017	GSE205335	4	103	0.1788070438304299	0.21279563487280584	-0.03398859104237595	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1018	GSE205335	22	18	0.19251881684303057	0.22332782114246724	-0.03080900429943667	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1056	GSE205335	10	173	0.0650329742858614	0.12857136308397898	-0.06353838879811759	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1062	GSE205335	1	7	0.2428271257622894	0.23851808217582496	0.004309043586464445	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1076	GSE205335	1	6	0.07377536662079114	0.17382713502594152	-0.10005176840515038	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1079	GSE205335	135	12	0.1969047579099167	0.2004306190534535	-0.003525861143536785	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1089	GSE205335	2	66	0.2143770686331477	0.2099338757107661	0.0044431929223816	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1090	GSE205335	35	161	0.07858024907717273	0.177590394940052	-0.09901014586287926	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P1119	GSE205335	137	50	0.18775476108067765	0.09122827231537414	0.09652648876530351	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE205335|P4001	GSE205335	2	2	0.23624333699209066	0.13594290695137304	0.10030043004071762	primary_k30_d30_q34	malignant	down_vs_other	NHEJ
GSE123902|LX255B	GSE123902	16	11	0.1253893698093273	0.07253456950049035	0.05285480030883695	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX653	GSE123902	82	45	0.11061081750907638	0.12214642696311755	-0.011535609454041168	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX661	GSE123902	5	1	0.15696502115397268	0.24220953738275522	-0.08524451622878254	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX666	GSE123902	4	218	0.24347810546664306	0.2147938693972416	0.02868423606940146	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX675	GSE123902	10	13	0.20041755082961696	0.15456645485520282	0.04585109597441414	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX676	GSE123902	1	4	0.12652229829564174	0.24776816270556185	-0.1212458644099201	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX679	GSE123902	2	7	0.2051329979242407	0.07038217944433481	0.1347508184799059	primary_k30_d30_q34	malignant	up_vs_other	STING
GSE123902|LX680	GSE123902	49	59	0.1908897426807236	0.23152984563452983	-0.04064010295380624	primary_k30_d30_q34	malignant	up_vs_other	STING
