logFC	logCPM	F	PValue	FDR	nhood_id	model	SpatialFDR	class_group
-1.96221964991519	11.6107395488903	13.2138769388542	0.0019669362193794	0.0183935116731157	full_k15_d10_nh14	full_k15_d10__q4_vs_rest	0.021260989399468456	T/NK
-2.42802028147658	11.7452073867011	14.3128168325973	0.0001548940947373	0.003572890451941	full_k15_d10_nh26	full_k15_d10__q4_vs_rest	0.0060135825990124256	T/NK
-2.10786935692357	11.6462109457069	13.6348506239253	0.0007264350634505	0.0097421136416231	full_k15_d10_nh38	full_k15_d10__q4_vs_rest	0.012958455415026522	T/NK
-2.52156837739198	11.7445922048979	15.2001615603584	9.67558978237399e-05	0.0026998016650817	full_k15_d10_nh41	full_k15_d10__q4_vs_rest	0.0049875989129295716	T/NK
-1.8464723014477	11.6724065780195	11.2085124569992	0.000814518871202	0.0101375370300685	full_k15_d10_nh77	full_k15_d10__q4_vs_rest	0.013151970777290507	T/NK
-1.92180786488307	11.7218798023851	8.43173741735183	0.0036880554488557	0.029814653862245	full_k15_d10_nh89	full_k15_d10__q4_vs_rest	0.03329966081758774	T/NK
-2.04014755504208	11.6692271401285	12.5078352452099	0.0005398332198142	0.0079145039854126	full_k15_d10_nh120	full_k15_d10__q4_vs_rest	0.010650568559969513	T/NK
-1.76716408902399	11.699299964614	7.50643905176109	0.0061489298798234	0.044490325345322	full_k15_d10_nh124	full_k15_d10__q4_vs_rest	0.04887412140188126	T/NK
-2.15986310015644	11.689547956404	13.0771644937125	0.0002990591356055	0.0054460242589223	full_k15_d10_nh136	full_k15_d10__q4_vs_rest	0.008150384803431216	T/NK
-1.90723361223009	11.7396234982781	8.0287910691034	0.0046048434857585	0.0354878196046724	full_k15_d10_nh175	full_k15_d10__q4_vs_rest	0.039260553568191824	T/NK
-2.24897467397282	11.71219206298	13.6286198076456	0.0002228775419635	0.0043815698590551	full_k15_d10_nh193	full_k15_d10__q4_vs_rest	0.006985390651203678	T/NK
-1.75570523070919	11.6987498506222	7.55551563923771	0.0059837014845408	0.0438685168382053	full_k15_d10_nh258	full_k15_d10__q4_vs_rest	0.04802157767401054	T/NK
-1.93574655106455	11.7545561939203	7.95056201521776	0.0048081551277656	0.0366436492116061	full_k15_d10_nh274	full_k15_d10__q4_vs_rest	0.04039833001463543	T/NK
-2.00122009615799	11.619786652751	13.4315424924885	0.0010351058204874	0.0119757376084367	full_k15_d10_nh294	full_k15_d10__q4_vs_rest	0.015201134793231642	T/NK
-2.14925012336187	11.7650283833355	9.91068690009248	0.0016436828649913	0.0160653748951129	full_k15_d10_nh304	full_k15_d10__q4_vs_rest	0.019046232101758997	T/NK
-1.60769714474272	11.6217716891832	10.2245957977288	0.0013862164878077	0.0145673769654201	full_k15_d10_nh423	full_k15_d10__q4_vs_rest	0.017651106642147068	T/NK
-1.95831703802999	11.8161822444826	7.55531258267901	0.0059843757074083	0.0438685168382053	full_k15_d10_nh465	full_k15_d10__q4_vs_rest	0.04802157767401054	T/NK
-2.28112093909209	11.7200795844599	13.3644273703444	0.0002565686645826	0.0047837289687646	full_k15_d10_nh482	full_k15_d10__q4_vs_rest	0.007378331105550686	T/NK
-2.02336513244269	11.7579356640784	8.74970377357771	0.0030972212889194	0.0264316331942775	full_k15_d10_nh501	full_k15_d10__q4_vs_rest	0.029936019375184243	T/NK
-2.49539707065272	11.7343281972883	15.0698318061027	0.0001036699803329	0.0028260624558865	full_k15_d10_nh529	full_k15_d10__q4_vs_rest	0.005084005796956422	T/NK
