set	set_class	symbol	in_rank	logFC	logCPM	FDR	ifn_overlap	expressed_logCPM_ge_0
KEGG_Nucleotide_excision_repair	repair	Ercc3	yes	-0.076344763	5.222173538	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Ercc8	yes	0.336377154	2.983984324	0.818586596	no	yes
KEGG_Nucleotide_excision_repair	repair	Ercc6	yes	-0.132395008	5.16591185	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Mnat1	yes	-0.216133431	4.147870409	0.893250811	no	yes
KEGG_Nucleotide_excision_repair	repair	Pcna	yes	0.126669718	4.973096008	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Cetn2	yes	-0.207426991	5.366453961	0.749684047	no	yes
KEGG_Nucleotide_excision_repair	repair	Ccnh	yes	0.018437248	3.826547345	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Xpa	yes	-0.118482009	3.471733709	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Xpc	yes	-0.07592803	5.767905677	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Pold4	yes	-0.067065439	4.371645385	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Pole	yes	0.567475074	2.268551892	0.454812248	no	yes
KEGG_Nucleotide_excision_repair	repair	Pold1	yes	0.231570351	3.841591225	0.951938302	no	yes
KEGG_Nucleotide_excision_repair	repair	Pold2	yes	0.034264088	4.15028901	1.0	no	yes
KEGG_Nucleotide_excision_repair	repair	Pold3	yes	0.103866973	4.905981812	1.0	no	yes
KEGG_DNA_replication	proliferation	Rfc4	yes	0.507861532	2.167106628	0.673313295	no	yes
KEGG_DNA_replication	proliferation	Rfc5	yes	-0.357777068	3.031989697	0.713799124	no	yes
KEGG_DNA_replication	proliferation	Rfc2	yes	0.03357425	4.537880627	1.0	no	yes
KEGG_DNA_replication	proliferation	Lig1	yes	0.453501688	4.088573226	0.266974487	no	yes
KEGG_DNA_replication	proliferation	Rfc3	yes	-0.108320655	3.026733972	1.0	no	yes
KEGG_DNA_replication	proliferation	Rfc1	yes	-0.192591421	5.748880851	0.789903393	no	yes
KEGG_DNA_replication	proliferation	Rpa2	yes	0.090870812	4.183730459	1.0	no	yes
KEGG_DNA_replication	proliferation	Rpa3	yes	-0.254317189	2.09862689	1.0	no	yes
KEGG_DNA_replication	proliferation	Rpa1	yes	0.026201765	6.038532543	1.0	no	yes
KEGG_DNA_replication	proliferation	Rnaseh1	yes	0.219566377	3.432527627	0.988190125	no	yes
KEGG_DNA_replication	proliferation	Pola1	yes	0.255155112	3.666794148	0.861008345	no	yes
KEGG_DNA_replication	proliferation	Pola2	yes	0.060488652	4.108610979	1.0	no	yes
KEGG_DNA_replication	proliferation	Pole2	yes	1.13525983	1.586913372	0.070516253	no	yes
KEGG_DNA_replication	proliferation	Pole3	yes	-0.051119432	4.088573226	1.0	no	yes
KEGG_DNA_replication	proliferation	Pole4	yes	-0.032406305	5.000164251	1.0	no	yes
KEGG_DNA_replication	proliferation	Mcm4	yes	0.004350384	5.31024484	1.0	no	yes
KEGG_DNA_replication	proliferation	Mcm5	yes	0.54945869	4.214104108	0.117852245	no	yes
KEGG_DNA_replication	proliferation	Mcm6	yes	0.439500416	4.031989697	0.334038068	no	yes
KEGG_DNA_replication	proliferation	Ssbp1	yes	-0.480032448	3.642947406	0.28157826	no	yes
KEGG_DNA_replication	proliferation	Dna2	yes	-0.172013054	3.123458743	1.0	no	yes
KEGG_DNA_replication	proliferation	Mcm7	yes	0.146541108	4.106121427	1.0	no	yes
KEGG_DNA_replication	proliferation	Rnaseh2a	yes	0.225124564	3.764752244	0.946081115	no	yes
KEGG_DNA_replication	proliferation	Mcm2	yes	0.396904189	4.500454532	0.262546022	no	yes
KEGG_DNA_replication	proliferation	Mcm3	yes	-0.256286581	4.959369025	0.662406999	no	yes
KEGG_DNA_replication	proliferation	Pcna	yes	0.126669718	4.973096008	1.0	no	yes
KEGG_DNA_replication	proliferation	Fen1	yes	0.315187267	3.931516904	0.67130573	no	yes
KEGG_DNA_replication	proliferation	Rnaseh2c	yes	0.634956936	3.77419194	0.074027497	no	yes
KEGG_DNA_replication	proliferation	Rnaseh2b	yes	0.24535357	3.223322638	0.983132036	no	yes
KEGG_DNA_replication	proliferation	Prim2	yes	0.251538767	2.888703821	0.99369743	no	yes
KEGG_DNA_replication	proliferation	Prim1	yes	0.11783649	2.412517666	1.0	no	yes
KEGG_DNA_replication	proliferation	Pold4	yes	-0.067065439	4.371645385	1.0	no	yes
KEGG_DNA_replication	proliferation	Pole	yes	0.567475074	2.268551892	0.454812248	no	yes
KEGG_DNA_replication	proliferation	Pold1	yes	0.231570351	3.841591225	0.951938302	no	yes
KEGG_DNA_replication	proliferation	Pold2	yes	0.034264088	4.15028901	1.0	no	yes
KEGG_DNA_replication	proliferation	Pold3	yes	0.103866973	4.905981812	1.0	no	yes
KEGG_Cell_cycle	proliferation	Tgfb1	yes	0.267552029	6.433520876	0.499817419	no	yes
KEGG_Cell_cycle	proliferation	Tgfb3	yes	-0.113514437	5.64809071	1.0	no	yes
KEGG_Cell_cycle	proliferation	Tgfb2	yes	-0.331715835	5.292836544	0.50964961	no	yes
KEGG_Cell_cycle	proliferation	Zbtb17	yes	0.117127451	4.323164583	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc25a	yes	0.143572796	3.74248308	1.0	no	yes
KEGG_Cell_cycle	proliferation	Trp53	yes	0.038219322	5.262975174	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc25b	yes	0.103049642	5.138155254	1.0	no	yes
KEGG_Cell_cycle	proliferation	Rbx1	yes	0.099959809	5.717420221	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc20	yes	0.262178461	2.268551892	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc25c	yes	-0.530514717	-1.370858393	1.0	no	no
KEGG_Cell_cycle	proliferation	Bub1b	yes	1.022269164	2.40443532	0.031059609	no	yes
KEGG_Cell_cycle	proliferation	Cdc16	yes	-0.009259206	5.221023522	1.0	no	yes
KEGG_Cell_cycle	proliferation	Mad2l1	yes	0.395170826	3.01616473	0.611206505	no	yes
KEGG_Cell_cycle	proliferation	Mad2l2	yes	0.207308094	3.460083349	1.0	no	yes
KEGG_Cell_cycle	proliferation	Pcna	yes	0.126669718	4.973096008	1.0	no	yes
KEGG_Cell_cycle	proliferation	Rb1	yes	0.019894657	5.921640225	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ccnh	yes	0.018437248	3.826547345	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc23	yes	-0.013323685	5.69357348	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ccnd3	yes	0.264304841	7.413776452	0.479772343	no	yes
KEGG_Cell_cycle	proliferation	Fzr1	yes	0.276854126	4.769479812	0.568229526	no	yes
KEGG_Cell_cycle	proliferation	Ccnd2	yes	0.043390449	8.23305321	1.0	no	yes
KEGG_Cell_cycle	proliferation	Chek1	yes	0.729038678	0.736056811	0.742821096	no	yes
KEGG_Cell_cycle	proliferation	Cdc26	yes	0.04673105	3.490944313	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ccnd1	yes	0.668954326	8.304827278	0.000395945	no	yes
KEGG_Cell_cycle	proliferation	Cdc27	yes	-0.224912132	5.957989116	0.616931255	no	yes
KEGG_Cell_cycle	proliferation	E2f1	yes	0.448023798	3.608181988	0.371044309	no	yes
KEGG_Cell_cycle	proliferation	Chek2	yes	0.250172255	1.572558079	1.0	no	yes
KEGG_Cell_cycle	proliferation	Pttg1	yes	0.205530204	1.835592484	1.0	no	yes
KEGG_Cell_cycle	proliferation	Myc	yes	0.214431387	3.412517666	1.0	no	yes
KEGG_Cell_cycle	proliferation	E2f2	yes	-0.003503815	4.627406556	1.0	no	yes
KEGG_Cell_cycle	proliferation	E2f3	yes	0.325115366	3.436496529	0.950455991	no	yes
KEGG_Cell_cycle	proliferation	E2f4	yes	0.095830526	5.602894157	1.0	no	yes
KEGG_Cell_cycle	proliferation	E2f5	yes	-0.169752441	3.897368682	1.0	no	yes
KEGG_Cell_cycle	proliferation	Smad3	yes	0.026889259	6.071447166	1.0	no	yes
KEGG_Cell_cycle	proliferation	Crebbp	yes	0.081961824	6.654920048	1.0	no	yes
KEGG_Cell_cycle	proliferation	Smad2	yes	0.162121235	5.395288226	0.917756971	no	yes
KEGG_Cell_cycle	proliferation	Smad4	yes	-0.006251363	6.782011444	1.0	no	yes
KEGG_Cell_cycle	proliferation	Plk1	yes	0.525373704	1.748880851	0.757802118	no	yes
KEGG_Cell_cycle	proliferation	Gadd45b	yes	-0.250453371	5.385056304	0.864466962	no	yes
KEGG_Cell_cycle	proliferation	Gadd45a	yes	0.0	3.811344938	1.0	no	yes
KEGG_Cell_cycle	proliferation	Gadd45g	yes	0.095645575	3.676894738	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ccna2	yes	0.213044876	3.186089731	1.0	no	yes
KEGG_Cell_cycle	proliferation	Stag1	yes	-0.241384333	6.070808946	0.551414335	no	yes
KEGG_Cell_cycle	proliferation	Ccna1	yes	2.070389328	-1.263943189	0.864525943	no	no
KEGG_Cell_cycle	proliferation	Tfdp1	yes	0.139692526	4.442429485	1.0	no	yes
KEGG_Cell_cycle	proliferation	Stag2	yes	-0.468942193	7.498082848	0.04401482	no	yes
KEGG_Cell_cycle	proliferation	Tfdp2	yes	-0.389359451	6.812872408	0.2683013	no	yes
KEGG_Cell_cycle	proliferation	Mad1l1	yes	0.069361789	4.133273033	1.0	no	yes
KEGG_Cell_cycle	proliferation	Mdm2	yes	-0.261637393	6.141806108	0.452300509	no	yes
KEGG_Cell_cycle	proliferation	Anapc13	yes	0.09053484	4.331713912	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cul1	yes	-0.101531366	6.606861846	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc14a	yes	-0.412279154	5.277430043	0.16000096	no	yes
KEGG_Cell_cycle	proliferation	Prkdc	yes	0.048992655	4.72798351	1.0	no	yes
KEGG_Cell_cycle	proliferation	Pkmyt1	yes	0.340531463	3.371645385	0.672042639	no	yes
KEGG_Cell_cycle	proliferation	Anapc10	yes	0.41140442	3.14302101	0.662406999	no	yes
KEGG_Cell_cycle	proliferation	Anapc11	yes	0.153164054	5.494755927	0.965753906	no	yes
KEGG_Cell_cycle	proliferation	Cdc14b	yes	-0.384911836	4.797524444	0.226804436	no	yes
KEGG_Cell_cycle	proliferation	Smc3	yes	-0.209356349	6.392226262	0.701258231	no	yes
KEGG_Cell_cycle	proliferation	Ccnb3	yes	0.0	-2.071298111	1.0	no	no
KEGG_Cell_cycle	proliferation	Ccnb2	yes	0.639824436	1.420554985	0.595279263	no	yes
KEGG_Cell_cycle	proliferation	Ccnb1	yes	1.266280065	0.214104108	0.39219458	no	yes
KEGG_Cell_cycle	proliferation	Abl1	yes	-0.05407873	7.475596349	1.0	no	yes
KEGG_Cell_cycle	proliferation	Sfn	yes	1.254364811	2.026733972	0.008960124	no	yes
KEGG_Cell_cycle	proliferation	Skp2	yes	0.066919592	2.420554985	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdc7	yes	0.583090086	2.321019312	0.43261785	no	yes
KEGG_Cell_cycle	proliferation	Cdc6	yes	0.332804684	1.736056811	1.0	no	yes
KEGG_Cell_cycle	proliferation	Smc1b	yes	3.700439718	-1.611866493	0.888817422	no	no
KEGG_Cell_cycle	proliferation	Smc1a	yes	0.025585117	7.17455166	1.0	no	yes
KEGG_Cell_cycle	proliferation	Rbl1	yes	0.052725574	4.418549849	1.0	no	yes
KEGG_Cell_cycle	proliferation	Rbl2	yes	-0.063296926	6.465434779	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdk7	yes	-0.156490003	5.463977265	0.961419715	no	yes
KEGG_Cell_cycle	proliferation	Cdk6	yes	0.511400762	3.983984324	0.195767393	no	yes
KEGG_Cell_cycle	proliferation	Espl1	yes	0.691877705	1.811344938	0.407705229	no	yes
KEGG_Cell_cycle	proliferation	Cdk4	yes	-0.090642008	5.992770969	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdk2	yes	0.148293977	4.511784656	1.0	no	yes
KEGG_Cell_cycle	proliferation	Mcm4	yes	0.004350384	5.31024484	1.0	no	yes
KEGG_Cell_cycle	proliferation	Mcm5	yes	0.54945869	4.214104108	0.117852245	no	yes
KEGG_Cell_cycle	proliferation	Atm	yes	-0.147208945	5.638647269	0.961422135	no	yes
KEGG_Cell_cycle	proliferation	Cdk1	yes	1.174497731	1.4678607	0.121644079	no	yes
KEGG_Cell_cycle	proliferation	Mcm6	yes	0.439500416	4.031989697	0.334038068	no	yes
KEGG_Cell_cycle	proliferation	Mcm7	yes	0.146541108	4.106121427	1.0	no	yes
KEGG_Cell_cycle	proliferation	Mcm2	yes	0.396904189	4.500454532	0.262546022	no	yes
KEGG_Cell_cycle	proliferation	Atr	yes	-0.391793517	4.884351796	0.250979419	no	yes
KEGG_Cell_cycle	proliferation	Mcm3	yes	-0.256286581	4.959369025	0.662406999	no	yes
KEGG_Cell_cycle	proliferation	Ywhag	yes	0.256872812	7.662140972	0.491140065	no	yes
KEGG_Cell_cycle	proliferation	Gsk3b	yes	-0.040042276	7.544561382	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ywhae	yes	0.040352048	9.043582918	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ywhab	yes	0.050041248	8.779084094	1.0	no	yes
KEGG_Cell_cycle	proliferation	Orc6	yes	0.087795604	3.57975358	1.0	no	yes
KEGG_Cell_cycle	proliferation	Rad21	yes	-0.054501355	7.826547345	1.0	no	yes
KEGG_Cell_cycle	proliferation	Orc5	yes	-0.087380044	3.994791079	1.0	no	yes
KEGG_Cell_cycle	proliferation	Orc2	yes	0.072712679	4.644663879	1.0	no	yes
KEGG_Cell_cycle	proliferation	Orc1	yes	-0.114332675	0.786682884	1.0	no	yes
KEGG_Cell_cycle	proliferation	Orc4	yes	-0.216423464	5.184910577	0.761073697	no	yes
KEGG_Cell_cycle	proliferation	Ywhaq	yes	0.120697796	6.545710116	1.0	no	yes
KEGG_Cell_cycle	proliferation	Orc3	yes	-0.240320775	5.854256329	0.571868155	no	yes
KEGG_Cell_cycle	proliferation	Ywhah	yes	0.237624961	7.475355236	0.575328947	no	yes
KEGG_Cell_cycle	proliferation	Cdkn2c	yes	0.135190894	4.879986604	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdkn2d	yes	0.312307177	4.068253241	0.677120225	no	yes
KEGG_Cell_cycle	proliferation	Cdkn2a	yes	-0.302847353	1.321019312	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdkn2b	yes	-0.165691834	5.289548973	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ywhaz	yes	0.148088522	7.770266237	0.945514378	no	yes
KEGG_Cell_cycle	proliferation	Wee1	yes	0.003892603	5.469798504	1.0	no	yes
KEGG_Cell_cycle	proliferation	Wee2	yes	-2.321928095	-1.90137311	1.0	no	no
KEGG_Cell_cycle	proliferation	Dbf4	yes	0.282701439	2.853514392	0.916514145	no	yes
KEGG_Cell_cycle	proliferation	Ccne2	yes	0.229385625	2.87706912	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ccne1	yes	0.908207524	0.835592484	0.47735823	no	yes
KEGG_Cell_cycle	proliferation	Anapc4	yes	-0.129715752	5.221023522	1.0	no	yes
KEGG_Cell_cycle	proliferation	Anapc5	yes	-0.189337979	7.586690165	0.78325923	no	yes
KEGG_Cell_cycle	proliferation	Anapc7	yes	0.061714636	5.009519416	1.0	no	yes
KEGG_Cell_cycle	proliferation	Anapc1	yes	0.008114004	7.212369056	1.0	no	yes
KEGG_Cell_cycle	proliferation	Anapc2	yes	-0.061801978	6.743684825	1.0	no	yes
KEGG_Cell_cycle	proliferation	Cdkn1b	yes	-0.261340735	7.05088279	0.504667121	no	yes
KEGG_Cell_cycle	proliferation	Cdkn1c	yes	0.368848136	5.29611664	0.421200101	no	yes
KEGG_Cell_cycle	proliferation	Hdac1	yes	0.25836593	3.862392544	0.81250413	no	yes
KEGG_Cell_cycle	proliferation	Cdkn1a	yes	0.920669029	5.315642134	1.95148e-06	yes	yes
KEGG_Cell_cycle	proliferation	Hdac2	yes	-0.015685497	5.916676413	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ttk	yes	1.856264523	0.286253893	0.07592766	no	yes
KEGG_Cell_cycle	proliferation	Cdc45	yes	0.61667136	1.138155254	0.793791829	no	yes
KEGG_Cell_cycle	proliferation	Skp1a	yes	-0.031388543	7.430290312	1.0	no	yes
KEGG_Cell_cycle	proliferation	Ep300	yes	0.078345894	7.641228889	1.0	no	yes
KEGG_Cell_cycle	proliferation	Bub3	yes	0.088550733	5.818966166	1.0	no	yes
KEGG_Cell_cycle	proliferation	Bub1	yes	0.412547947	1.452263845	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Apaf1	yes	-0.292857048	5.508017826	0.41256184	no	yes
KEGG_p53_signaling_pathway	damage_signal	Shisa5	yes	0.023916432	8.129906896	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Trp53	yes	0.038219322	5.262975174	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Tsc2	yes	0.062985437	7.033955668	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cdk6	yes	0.511400762	3.983984324	0.195767393	no	yes
KEGG_p53_signaling_pathway	damage_signal	Rrm2b	yes	-0.448831774	5.477523797	0.077669377	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cdk4	yes	-0.090642008	5.992770969	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Fas	yes	0.078093011	5.274107135	1.0	yes	yes
KEGG_p53_signaling_pathway	damage_signal	Ccng2	yes	-0.096592912	5.835592484	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cdk2	yes	0.148293977	4.511784656	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccng1	yes	-0.259666432	6.940627955	0.508942092	no	yes
KEGG_p53_signaling_pathway	damage_signal	Bcl2	yes	0.024153306	5.642947406	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cyct	yes	2.321928095	-1.90137311	1.0	no	no
KEGG_p53_signaling_pathway	damage_signal	Bax	yes	0.142809739	4.705134921	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Atm	yes	-0.147208945	5.638647269	0.961422135	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cdk1	yes	1.174497731	1.4678607	0.121644079	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cycs	yes	0.184706045	1.799066608	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Steap3	yes	0.540909548	6.521626044	0.052356531	no	yes
KEGG_p53_signaling_pathway	damage_signal	Atr	yes	-0.391793517	4.884351796	0.250979419	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ei24	yes	0.110269748	6.675636025	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cd82	yes	0.181355225	6.913832262	0.866603759	no	yes
KEGG_p53_signaling_pathway	damage_signal	Serpine1	yes	-0.289594963	5.623059776	0.623983002	no	yes
KEGG_p53_signaling_pathway	damage_signal	Gorab	yes	-0.120137623	3.543411733	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Rchy1	yes	-0.085518071	5.261857239	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Bbc3	yes	0.781012572	3.448338142	0.023745949	no	yes
KEGG_p53_signaling_pathway	damage_signal	Casp8	yes	0.044319994	5.48424966	1.0	yes	yes
KEGG_p53_signaling_pathway	damage_signal	Ccnd3	yes	0.264304841	7.413776452	0.479772343	no	yes
KEGG_p53_signaling_pathway	damage_signal	Casp9	yes	-0.166714133	5.280745315	0.923572011	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccnd2	yes	0.043390449	8.23305321	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Chek1	yes	0.729038678	0.736056811	0.742821096	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccnd1	yes	0.668954326	8.304827278	0.000395945	no	yes
KEGG_p53_signaling_pathway	damage_signal	Chek2	yes	0.250172255	1.572558079	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Perp	yes	-0.083088967	5.225618096	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Casp3	yes	0.179295524	3.428547776	1.0	yes	yes
KEGG_p53_signaling_pathway	damage_signal	Rprm	yes	0.668080133	3.268551892	0.139960293	no	yes
KEGG_p53_signaling_pathway	damage_signal	Gtse1	yes	0.630354404	0.683589391	0.864525943	no	yes
KEGG_p53_signaling_pathway	damage_signal	Serpinb5	yes	0.0	-2.071298111	1.0	no	no
KEGG_p53_signaling_pathway	damage_signal	Rrm2	yes	1.158229668	2.841591225	0.001047121	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cdkn2a	yes	-0.302847353	1.321019312	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Gadd45b	yes	-0.250453371	5.385056304	0.864466962	no	yes
KEGG_p53_signaling_pathway	damage_signal	Gadd45a	yes	0.0	3.811344938	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Igfbp3	yes	0.206969687	7.32691115	0.742821096	no	yes
KEGG_p53_signaling_pathway	damage_signal	Siah1b	yes	0.127968162	2.48329074	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Gadd45g	yes	0.095645575	3.676894738	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Siah1a	yes	-0.006610298	5.291741519	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Igf1	yes	-0.152943967	4.093608815	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Trp73	yes	-0.385677221	3.723117755	0.479126639	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ddb2	yes	-0.290923803	4.79443516	0.519826358	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ppm1d	yes	0.199678849	4.604658922	0.951938302	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccne2	yes	0.229385625	2.87706912	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccne1	yes	0.908207524	0.835592484	0.47735823	no	yes
KEGG_p53_signaling_pathway	damage_signal	Bcl2l1	yes	0.30124288	7.198705142	0.580024225	no	yes
KEGG_p53_signaling_pathway	damage_signal	Mdm4	yes	-0.44850938	5.692744106	0.232227128	no	yes
KEGG_p53_signaling_pathway	damage_signal	Siva1	yes	-0.10048935	4.113577232	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Mdm2	yes	-0.261637393	6.141806108	0.452300509	no	yes
KEGG_p53_signaling_pathway	damage_signal	Cdkn1a	yes	0.920669029	5.315642134	1.95148e-06	yes	yes
KEGG_p53_signaling_pathway	damage_signal	Pten	yes	-0.151921166	7.960058485	0.930285932	no	yes
KEGG_p53_signaling_pathway	damage_signal	Thbs1	yes	-0.342176561	7.869199023	0.766871975	no	yes
KEGG_p53_signaling_pathway	damage_signal	Sesn1	yes	-0.280235683	5.778888726	0.405338225	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccnb2	yes	0.639824436	1.420554985	0.595279263	no	yes
KEGG_p53_signaling_pathway	damage_signal	Ccnb1	yes	1.266280065	0.214104108	0.39219458	no	yes
KEGG_p53_signaling_pathway	damage_signal	Zmat3	yes	0.442825088	5.551668834	0.096900541	no	yes
KEGG_p53_signaling_pathway	damage_signal	Aifm2	yes	-0.040974978	4.778888726	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Sesn2	yes	0.10607259	4.106121427	1.0	no	yes
KEGG_p53_signaling_pathway	damage_signal	Sesn3	yes	0.200018469	4.086048824	0.971486949	no	yes
KEGG_p53_signaling_pathway	damage_signal	Pmaip1	yes	1.108319232	4.442429485	5.68387e-07	no	yes
KEGG_p53_signaling_pathway	damage_signal	Sfn	yes	1.254364811	2.026733972	0.008960124	no	yes
KEGG_p53_signaling_pathway	damage_signal	Bid	yes	0.33458134	3.396307439	0.695502055	no	yes
KEGG_p53_signaling_pathway	damage_signal	PIDD1	no					
KEGG_p53_signaling_pathway	damage_signal	ADGRB1	no					
KEGG_p53_signaling_pathway	damage_signal	COP1	no					
KEGG_Apoptosis	damage_signal	Endog	yes	-0.667932009	4.357062061	0.011488256	no	yes
KEGG_Apoptosis	damage_signal	Bad	yes	0.186761664	4.594037806	0.945514378	no	yes
KEGG_Apoptosis	damage_signal	Trp53	yes	0.038219322	5.262975174	1.0	no	yes
KEGG_Apoptosis	damage_signal	Tuba4a	yes	0.001679994	5.681082535	1.0	no	yes
KEGG_Apoptosis	damage_signal	Ern1	yes	0.161951344	5.646378312	0.903783357	no	yes
KEGG_Apoptosis	damage_signal	Tuba8	yes	-0.390723233	3.680245948	0.888817422	no	yes
KEGG_Apoptosis	damage_signal	Mapk10	yes	-0.800966594	1.138155254	0.639533111	no	yes
KEGG_Apoptosis	damage_signal	Fas	yes	0.078093011	5.274107135	1.0	yes	yes
KEGG_Apoptosis	damage_signal	Bax	yes	0.142809739	4.705134921	1.0	no	yes
KEGG_Apoptosis	damage_signal	Raf1	yes	-0.039582594	6.900604635	1.0	no	yes
KEGG_Apoptosis	damage_signal	Rela	yes	0.188103354	7.129600494	0.783786536	no	yes
KEGG_Apoptosis	damage_signal	Tubal3	yes	0.0	-1.749370016	1.0	no	no
KEGG_Apoptosis	damage_signal	Tnf	yes	0.244418728	0.354966643	1.0	no	yes
KEGG_Apoptosis	damage_signal	Tuba3b	yes	0.0	-2.071298111	1.0	no	no
KEGG_Apoptosis	damage_signal	Tuba3a	yes	0.0	-1.749370016	1.0	no	no
KEGG_Apoptosis	damage_signal	Lmna	yes	0.135019845	7.285978963	1.0	no	yes
KEGG_Apoptosis	damage_signal	Nras	yes	-0.003248217	7.047967272	1.0	no	yes
KEGG_Apoptosis	damage_signal	Actb	yes	-0.022967572	10.68658667	1.0	no	yes
KEGG_Apoptosis	damage_signal	Bcl2l11	yes	-0.012083667	5.642088404	1.0	no	yes
KEGG_Apoptosis	damage_signal	Akt3	yes	-0.130748591	7.190209198	1.0	no	yes
KEGG_Apoptosis	damage_signal	Akt1	yes	0.152410741	7.604879366	0.917756971	no	yes
KEGG_Apoptosis	damage_signal	Akt2	yes	0.014282016	6.590479987	1.0	no	yes
KEGG_Apoptosis	damage_signal	Capn1	yes	0.421816973	6.193144489	0.080436863	no	yes
KEGG_Apoptosis	damage_signal	Capn2	yes	-0.036732308	7.967106518	1.0	no	yes
KEGG_Apoptosis	damage_signal	Map3k5	yes	-0.042499613	6.106121427	1.0	no	yes
KEGG_Apoptosis	damage_signal	Ngfr	yes	-0.053938807	0.859439226	1.0	no	yes
KEGG_Apoptosis	damage_signal	Map2k2	yes	0.115852435	5.66171721	1.0	no	yes
KEGG_Apoptosis	damage_signal	Daxx	yes	0.071701465	4.97036104	1.0	no	yes
KEGG_Apoptosis	damage_signal	Gadd45b	yes	-0.250453371	5.385056304	0.864466962	no	yes
KEGG_Apoptosis	damage_signal	Map2k1	yes	0.151719628	6.172470921	0.908552789	no	yes
KEGG_Apoptosis	damage_signal	Gadd45a	yes	0.0	3.811344938	1.0	no	yes
KEGG_Apoptosis	damage_signal	Traf1	yes	-0.240046944	5.372681431	0.747539256	no	yes
KEGG_Apoptosis	damage_signal	Gadd45g	yes	0.095645575	3.676894738	1.0	no	yes
KEGG_Apoptosis	damage_signal	Tnfrsf10b	yes	0.72454246	4.418549849	0.012736257	no	yes
KEGG_Apoptosis	damage_signal	Traf2	yes	0.198658747	5.01085093	0.842054127	no	yes
KEGG_Apoptosis	damage_signal	Nfkb1	yes	0.035143205	6.963156984	1.0	yes	yes
