set	set_class	left_out	left_out_logFC	left_out_FDR	mean_without	delta_vs_full
HALLMARK_G2M_CHECKPOINT	proliferation	Aurka	1.367509129	0.039658383	0.19891084774576268	-0.0065651588834508
HALLMARK_G2M_CHECKPOINT	proliferation	Aurkb	1.752907138	0.001947275	0.19673345786440674	-0.008742548764806735
HALLMARK_G2M_CHECKPOINT	proliferation	Bard1	0.693720816	0.461007405	0.20271756137853106	-0.0027584452506824175
HALLMARK_G2M_CHECKPOINT	proliferation	Bcl3	0.337749659	0.671818038	0.20472869785875702	-0.0007473087704564507
HALLMARK_G2M_CHECKPOINT	proliferation	Birc5	0.877038478	0.415510452	0.20168186837288138	-0.003794138256332097
HALLMARK_G2M_CHECKPOINT	proliferation	Brca2	-0.220032377	1.0	0.20788000879661017	0.002404002167396696
HALLMARK_G2M_CHECKPOINT	proliferation	Bub1	0.412547947	1.0	0.20430610866101695	-0.001169897968196526
HALLMARK_G2M_CHECKPOINT	proliferation	Bub3	0.088550733	1.0	0.20613660139548023	0.0006605947662667588
HALLMARK_G2M_CHECKPOINT	proliferation	Casp8ap2	-0.347983884	0.359039037	0.20860289866666662	0.003126892037453144
HALLMARK_G2M_CHECKPOINT	proliferation	Cbx1	-0.132590851	1.0	0.2073859888757062	0.0019099822464927196
HALLMARK_G2M_CHECKPOINT	proliferation	Ccna2	0.213044876	1.0	0.2054332446553672	-4.276197384628366e-05
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnb2	0.639824436	0.595279263	0.20302206070056497	-0.0024539459286485044
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnd1	0.668954326	0.000395945	0.20285748505084747	-0.0026185215783660065
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnf	1.086761312	0.089479194	0.20049699360451975	-0.004979013024693724
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnt1	0.068126783	1.0	0.2062519909435028	0.0007759843142893241
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc20	0.262178461	1.0	0.20515565377966102	-0.00032035284955245213
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc25a	0.143572796	1.0	0.20582574228248587	0.0003497356532723983
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc25b	0.103049642	1.0	0.20605468665536725	0.0005786800261537717
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc27	-0.224912132	0.616931255	0.2079075780338983	0.0024315714046848347
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc45	0.61667136	0.793791829	0.203152869039548	-0.002323137589665486
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc6	0.332804684	1.0	0.20475663557062143	-0.0007193710585920443
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc7	0.583090086	0.43261785	0.2033425937514124	-0.002133412877801083
HALLMARK_G2M_CHECKPOINT	proliferation	Cdk1	1.174497731	0.121644079	0.20000130762146895	-0.005474699007744527
HALLMARK_G2M_CHECKPOINT	proliferation	Cdk4	-0.090642008	1.0	0.20714898976271184	0.001672983133498368
HALLMARK_G2M_CHECKPOINT	proliferation	Cdkn1b	-0.261340735	0.504667121	0.20811338935028245	0.002637382721068976
HALLMARK_G2M_CHECKPOINT	proliferation	Cdkn2c	0.135190894	1.0	0.20587309766101697	0.0003970910318034926
HALLMARK_G2M_CHECKPOINT	proliferation	Cenpa	0.395449694	0.848579757	0.20440270896045196	-0.0010732976687615192
HALLMARK_G2M_CHECKPOINT	proliferation	Cenpe	0.449971289	0.87425432	0.2040946773502825	-0.0013813292789309761
HALLMARK_G2M_CHECKPOINT	proliferation	Cenpf	0.808254638	0.123255701	0.20207047763841807	-0.003405528990795409
HALLMARK_G2M_CHECKPOINT	proliferation	Chaf1a	0.057860187	1.0	0.2063099943107345	0.0008339876815210145
HALLMARK_G2M_CHECKPOINT	proliferation	Chek1	0.729038678	0.742821096	0.20251802543502823	-0.0029579811941852496
HALLMARK_G2M_CHECKPOINT	proliferation	Chmp1a	-0.297497705	0.546666415	0.20831766601694918	0.002841659387735701
HALLMARK_G2M_CHECKPOINT	proliferation	Cks1b	0.232764105	1.0	0.20532183658192094	-0.00015417004729254002
HALLMARK_G2M_CHECKPOINT	proliferation	Cks2	0.527450042	0.816474689	0.20365694428248585	-0.001819062346727629
HALLMARK_G2M_CHECKPOINT	proliferation	Ctcf	0.082491885	1.0	0.2061708321751412	0.0006948255459277297
HALLMARK_G2M_CHECKPOINT	proliferation	Cul1	-0.101531366	1.0	0.207210511559322	0.0017345049301085158
HALLMARK_G2M_CHECKPOINT	proliferation	Cul3	-0.119446485	1.0	0.20731172692090397	0.0018357202916904902
HALLMARK_G2M_CHECKPOINT	proliferation	Cul4a	0.053819427	1.0	0.20633282346327683	0.0008568168340633564
HALLMARK_G2M_CHECKPOINT	proliferation	Cul5	-0.206126895	0.747786245	0.20780144675141243	0.0023254401221989573
HALLMARK_G2M_CHECKPOINT	proliferation	Dbf4	0.282701439	0.916514145	0.20503970475141242	-0.0004363018778010541
HALLMARK_G2M_CHECKPOINT	proliferation	Dkc1	-0.098333811	1.0	0.20719244627683614	0.001716439647622664
HALLMARK_G2M_CHECKPOINT	proliferation	Dmd	-0.307342024	0.377104236	0.20837328363841806	0.002897277009204585
HALLMARK_G2M_CHECKPOINT	proliferation	Dr1	-0.149710088	0.921964957	0.20748270772881355	0.002006701099600078
HALLMARK_G2M_CHECKPOINT	proliferation	Dtymk	-0.017474188	1.0	0.20673561224858758	0.0012596056193741045
HALLMARK_G2M_CHECKPOINT	proliferation	E2f1	0.448023798	0.371044309	0.20410568012429378	-0.0013703265049196944
HALLMARK_G2M_CHECKPOINT	proliferation	E2f2	-0.003503815	1.0	0.20665668358757058	0.0011806769583571075
HALLMARK_G2M_CHECKPOINT	proliferation	E2f3	0.325115366	0.950455991	0.20480007804519773	-0.0006759285840157447
HALLMARK_G2M_CHECKPOINT	proliferation	E2f4	0.095830526	1.0	0.20609547262146896	0.0006194659922554857
HALLMARK_G2M_CHECKPOINT	proliferation	Efna5	-0.555917329	0.30155798	0.20977766389265537	0.004301657263441894
HALLMARK_G2M_CHECKPOINT	proliferation	Espl1	0.691877705	0.407705229	0.2027279744350282	-0.0027480321941852626
HALLMARK_G2M_CHECKPOINT	proliferation	Ewsr1	-0.353173736	0.250840505	0.20863221986440678	0.0031562132351933003
HALLMARK_G2M_CHECKPOINT	proliferation	Exo1	0.725140159	0.888817422	0.2025400509661017	-0.002935955663111778
HALLMARK_G2M_CHECKPOINT	proliferation	Ezh2	0.688152215	0.08309055	0.20274902240112996	-0.002726984228083512
HALLMARK_G2M_CHECKPOINT	proliferation	Fancc	-0.157049523	1.0	0.20752417346327687	0.002048166834063392
HALLMARK_G2M_CHECKPOINT	proliferation	Fbxo5	0.376513233	0.726442462	0.20450969461581917	-0.0009663120133943104
HALLMARK_G2M_CHECKPOINT	proliferation	Foxn3	0.051507301	1.0	0.20634588632203393	0.0008698796928204577
HALLMARK_G2M_CHECKPOINT	proliferation	G3bp1	0.172751494	0.858687794	0.20566089088135592	0.00018488425214244208
HALLMARK_G2M_CHECKPOINT	proliferation	Gins2	0.526260545	0.701258231	0.20366366460451982	-0.0018123420246936583
HALLMARK_G2M_CHECKPOINT	proliferation	Gspt1	-0.065840535	1.0	0.20700886844632768	0.001532861817114206
HALLMARK_G2M_CHECKPOINT	proliferation	H2afx	0.500512179	0.223636169	0.20380913559887007	-0.0016668710303434087
HALLMARK_G2M_CHECKPOINT	proliferation	Hira	0.038197323	1.0	0.2064210839378531	0.0009450773086396302
HALLMARK_G2M_CHECKPOINT	proliferation	Hmgb3	-0.113717896	1.0	0.20727936201129946	0.0018033553820859805
HALLMARK_G2M_CHECKPOINT	proliferation	Hmmr	1.370111628	0.153471631	0.19889614436158193	-0.006579862267631548
HALLMARK_G2M_CHECKPOINT	proliferation	Hnrnpd	-0.371913992	0.158073769	0.20873809701694912	0.0032620903877356444
HALLMARK_G2M_CHECKPOINT	proliferation	Hnrnpu	-0.120542291	1.0	0.20731791791525422	0.0018419112860407483
HALLMARK_G2M_CHECKPOINT	proliferation	Hspa8	0.810393546	1.44635e-05	0.20205839341242937	-0.0034176132167841045
HALLMARK_G2M_CHECKPOINT	proliferation	Hus1	0.215984139	0.726442462	0.20541663864971751	-5.9367979495961176e-05
HALLMARK_G2M_CHECKPOINT	proliferation	Ilf3	-0.04860666	1.0	0.20691150192090393	0.0014354952916904584
HALLMARK_G2M_CHECKPOINT	proliferation	Incenp	0.519778332	0.307621894	0.20370028727683617	-0.001775719352377303
HALLMARK_G2M_CHECKPOINT	proliferation	Katna1	0.202749548	0.939881563	0.20549141035028248	1.5403721069007226e-05
HALLMARK_G2M_CHECKPOINT	proliferation	Kif11	0.77940086	0.232412979	0.20223349333333332	-0.003242513295880156
HALLMARK_G2M_CHECKPOINT	proliferation	Kif15	0.376442254	1.0	0.2045100956271186	-0.0009659110020948658
HALLMARK_G2M_CHECKPOINT	proliferation	Kif20b	0.227517454	1.0	0.20535147867796608	-0.00012452795124739957
HALLMARK_G2M_CHECKPOINT	proliferation	Kif22	0.748236707	0.497836309	0.20240956199435028	-0.0030664446348631913
HALLMARK_G2M_CHECKPOINT	proliferation	Kif23	0.382890064	0.877508179	0.20447366732203387	-0.001002339307179606
HALLMARK_G2M_CHECKPOINT	proliferation	Kif2c	1.085973223	0.368711474	0.20050144608474577	-0.00497456054446771
HALLMARK_G2M_CHECKPOINT	proliferation	Kif4	0.270240176	1.0	0.20511010736723168	-0.00036589926198180023
HALLMARK_G2M_CHECKPOINT	proliferation	Kif5b	-0.346593469	0.204164224	0.20859504321468927	0.0031190365854757984
HALLMARK_G2M_CHECKPOINT	proliferation	Kpnb1	0.078950805	1.0	0.20619083827683615	0.0007148316476226768
HALLMARK_G2M_CHECKPOINT	proliferation	Lbr	0.057724663	1.0	0.20631075998305087	0.0008347533538373975
HALLMARK_G2M_CHECKPOINT	proliferation	Lig3	-0.053254306	1.0	0.2069377598079096	0.0014617531786961235
HALLMARK_G2M_CHECKPOINT	proliferation	Lmnb1	0.36545547	0.376994602	0.20457216785310733	-0.0009038387761061417
HALLMARK_G2M_CHECKPOINT	proliferation	Mad2l1	0.395170826	0.611206505	0.20440428448587566	-0.001071722143337811
HALLMARK_G2M_CHECKPOINT	proliferation	Mapk14	0.159491413	0.907447441	0.2057358065932203	0.0002597999640068238
HALLMARK_G2M_CHECKPOINT	proliferation	Marcks	0.29865921	0.364816539	0.20494954785310732	-0.000526458776106159
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm2	0.396904189	0.262546022	0.20439449147457625	-0.0010815151546372248
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm3	-0.256286581	0.662406999	0.20808483480790962	0.0026088281786961487
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm5	0.54945869	0.117852245	0.20353260163841805	-0.0019434049907954276
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm6	0.439500416	0.334038068	0.20415383482485874	-0.0013221718043547326
HALLMARK_G2M_CHECKPOINT	proliferation	Meis1	0.231818928	0.796322043	0.20532717656497174	-0.0001488300642417395
HALLMARK_G2M_CHECKPOINT	proliferation	Meis2	0.16579591	1.0	0.20570018796610168	0.00022418133688820174
HALLMARK_G2M_CHECKPOINT	proliferation	Mki67	0.7568088	0.026754247	0.20236113209039547	-0.0031148745388180077
HALLMARK_G2M_CHECKPOINT	proliferation	Mnat1	-0.216133431	0.893250811	0.2078579808531073	0.002381974223893829
HALLMARK_G2M_CHECKPOINT	proliferation	Mtf2	-0.201236579	0.888817422	0.20777381784745763	0.0022978112182441557
HALLMARK_G2M_CHECKPOINT	proliferation	Mybl2	0.61667136	0.793791829	0.203152869039548	-0.002323137589665486
HALLMARK_G2M_CHECKPOINT	proliferation	Myc	0.214431387	1.0	0.205425411259887	-5.059536932647268e-05
HALLMARK_G2M_CHECKPOINT	proliferation	Nasp	0.114787757	1.0	0.2059883696214689	0.0005123629922554329
HALLMARK_G2M_CHECKPOINT	proliferation	Ncl	-0.350412648	0.191568726	0.2086166204971751	0.0031406138679616336
HALLMARK_G2M_CHECKPOINT	proliferation	Ndc80	0.908207524	0.507480802	0.2015057720677966	-0.003970234561416874
HALLMARK_G2M_CHECKPOINT	proliferation	Nek2	-0.642955787	0.195372192	0.21026940659322033	0.00479339996400685
HALLMARK_G2M_CHECKPOINT	proliferation	Nolc1	0.083974533	1.0	0.2061624556327684	0.000686449003554912
HALLMARK_G2M_CHECKPOINT	proliferation	Notch2	-0.176120884	0.96815519	0.2076319212655367	0.002155914636323225
HALLMARK_G2M_CHECKPOINT	proliferation	Numa1	-0.062148541	1.0	0.20698800972316383	0.0015120030939503593
HALLMARK_G2M_CHECKPOINT	proliferation	Nup50	0.170217718	0.885435908	0.205675206	0.0001991993707865236
HALLMARK_G2M_CHECKPOINT	proliferation	Nup98	0.109064121	1.0	0.20602070654802263	0.0005446999188091495
HALLMARK_G2M_CHECKPOINT	proliferation	Nusap1	0.631668882	0.411162152	0.20306813727683615	-0.0024078693523773287
HALLMARK_G2M_CHECKPOINT	proliferation	Odc1	-0.334808828	0.333510517	0.2085284633220339	0.003052456692820421
HALLMARK_G2M_CHECKPOINT	proliferation	Odf2	-0.167907006	0.858687794	0.20758551517514123	0.0021095085459277574
HALLMARK_G2M_CHECKPOINT	proliferation	Orc5	-0.087380044	1.0	0.20713056058757062	0.0016545539583571467
HALLMARK_G2M_CHECKPOINT	proliferation	Orc6	0.087795604	1.0	0.20614086766101694	0.0006648610318034653
HALLMARK_G2M_CHECKPOINT	proliferation	Pafah1b1	-0.201179321	0.726442462	0.20777349435593218	0.0022974877267187
HALLMARK_G2M_CHECKPOINT	proliferation	Pbk	1.127755547	0.176740463	0.20026538775706215	-0.005210618872151324
HALLMARK_G2M_CHECKPOINT	proliferation	Pds5b	-0.052570522	1.0	0.20693389662146894	0.0014578899922554622
HALLMARK_G2M_CHECKPOINT	proliferation	Plk1	0.525373704	0.757802118	0.20366867500564972	-0.0018073316235637515
HALLMARK_G2M_CHECKPOINT	proliferation	Plk4	0.082315089	1.0	0.20617183102259887	0.0006958243933853914
HALLMARK_G2M_CHECKPOINT	proliferation	Pola2	0.060488652	1.0	0.2062951442259887	0.0008191375967752379
HALLMARK_G2M_CHECKPOINT	proliferation	Pole	0.567475074	0.454812248	0.20343081415819209	-0.00204519247102139
HALLMARK_G2M_CHECKPOINT	proliferation	Polq	0.168681835	1.0	0.20568388330508472	0.0002078766758712436
HALLMARK_G2M_CHECKPOINT	proliferation	Prc1	1.0131926	0.008727099	0.2009126360451977	-0.0045633705840157635
HALLMARK_G2M_CHECKPOINT	proliferation	Prim2	0.251538767	0.99369743	0.20521576504519773	-0.0002602415840157468
HALLMARK_G2M_CHECKPOINT	proliferation	Prmt5	0.096492799	1.0	0.2060917309661017	0.0006157243368882237
HALLMARK_G2M_CHECKPOINT	proliferation	Prpf4b	-0.238314642	0.706923782	0.20798329842937852	0.00250729180016504
HALLMARK_G2M_CHECKPOINT	proliferation	Pttg1	0.205530204	1.0	0.20547570042937854	-3.061998349318529e-07
HALLMARK_G2M_CHECKPOINT	proliferation	Pura	0.103534064	1.0	0.20605194980790964	0.0005759431786961644
HALLMARK_G2M_CHECKPOINT	proliferation	Racgap1	0.663143664	0.123269512	0.20289031364971752	-0.002585692979495957
HALLMARK_G2M_CHECKPOINT	proliferation	Rad21	-0.054501355	1.0	0.20694480528248585	0.001468798653272374
HALLMARK_G2M_CHECKPOINT	proliferation	Rad23b	0.205203147	0.72164312	0.20547754820903955	1.5415798260698388e-06
HALLMARK_G2M_CHECKPOINT	proliferation	Rad54l	0.417362552	0.58815121	0.20427890750282485	-0.0011970991263886288
HALLMARK_G2M_CHECKPOINT	proliferation	Rasal2	0.118280619	1.0	0.2059686359378531	0.0004926293086396361
HALLMARK_G2M_CHECKPOINT	proliferation	Rbl1	0.052725574	1.0	0.2063390034237288	0.0008629967945153194
HALLMARK_G2M_CHECKPOINT	proliferation	Rpa2	0.090870812	1.0	0.2061234936045198	0.0006474869753063106
HALLMARK_G2M_CHECKPOINT	proliferation	Rps6ka5	-0.133875926	1.0	0.20739324918644067	0.0019172425572271945
HALLMARK_G2M_CHECKPOINT	proliferation	Sap30	0.399979124	0.759510793	0.204377118960452	-0.0010988876687614835
HALLMARK_G2M_CHECKPOINT	proliferation	Sfpq	0.09702784	1.0	0.20608870813559318	0.0006127015063797092
HALLMARK_G2M_CHECKPOINT	proliferation	Slc12a2	0.022838302	1.0	0.2065078580677966	0.0010318514385831146
HALLMARK_G2M_CHECKPOINT	proliferation	Slc38a1	-0.419003081	0.118499625	0.2090041370677966	0.0035281304385831325
HALLMARK_G2M_CHECKPOINT	proliferation	Slc7a1	-0.009945374	1.0	0.2066930765762712	0.001217069947057725
HALLMARK_G2M_CHECKPOINT	proliferation	Slc7a5	-0.338485027	0.646394523	0.20854923280790957	0.003073226178696098
HALLMARK_G2M_CHECKPOINT	proliferation	Smad3	0.026889259	1.0	0.20648497130508478	0.0010089646758713045
HALLMARK_G2M_CHECKPOINT	proliferation	Smarcc1	0.124682787	1.0	0.20593246549717514	0.0004564588679616677
HALLMARK_G2M_CHECKPOINT	proliferation	Smc1a	0.025585117	1.0	0.20649233933898306	0.0010163327097695851
HALLMARK_G2M_CHECKPOINT	proliferation	Smc2	0.102634912	1.0	0.20605702976271187	0.0005810231334983929
HALLMARK_G2M_CHECKPOINT	proliferation	Smc4	-0.395504434	0.196847457	0.20887137635028247	0.0033953697210689915
HALLMARK_G2M_CHECKPOINT	proliferation	Snrpd1	0.055655698	1.0	0.20632244905084743	0.0008464424216339528
HALLMARK_G2M_CHECKPOINT	proliferation	Sqle	-0.033066248	1.0	0.20682370298305086	0.0013476963538373854
HALLMARK_G2M_CHECKPOINT	proliferation	Srsf1	-0.170236776	0.868110891	0.20759867771751414	0.002122671088300665
HALLMARK_G2M_CHECKPOINT	proliferation	Srsf10	-0.079109283	1.0	0.2070838331242938	0.0016078264950803167
HALLMARK_G2M_CHECKPOINT	proliferation	Srsf2	-0.211509262	0.74602416	0.20783185560451978	0.0023558489753063017
HALLMARK_G2M_CHECKPOINT	proliferation	Ss18	-0.031788257	1.0	0.20681648269491526	0.0013404760657017845
HALLMARK_G2M_CHECKPOINT	proliferation	Stag1	-0.241384333	0.551414335	0.20800064131638415	0.0025246346871706793
HALLMARK_G2M_CHECKPOINT	proliferation	Stil	0.767022828	0.789443904	0.2023034257175141	-0.003172580911699363
HALLMARK_G2M_CHECKPOINT	proliferation	Stmn1	0.324013909	0.286529787	0.20480630096610167	-0.0006697056631118081
HALLMARK_G2M_CHECKPOINT	proliferation	Suv39h1	-0.098571855	1.0	0.20719379115819206	0.0017177845289785831
HALLMARK_G2M_CHECKPOINT	proliferation	Syncrip	-0.209838502	0.719586495	0.20782241628248588	0.002346409653272402
HALLMARK_G2M_CHECKPOINT	proliferation	Tacc3	0.180219336	1.0	0.20561869968361582	0.00014269305440234303
HALLMARK_G2M_CHECKPOINT	proliferation	Tfdp1	0.139692526	1.0	0.20584766471186441	0.0003716580826509386
HALLMARK_G2M_CHECKPOINT	proliferation	Tgfb1	0.267552029	0.499817419	0.20512529463841805	-0.0003507119907954215
HALLMARK_G2M_CHECKPOINT	proliferation	Tle3	0.296297012	0.408695579	0.20496289360451975	-0.0005131130246937288
HALLMARK_G2M_CHECKPOINT	proliferation	Tmpo	-0.136394472	0.997100603	0.20740747825988698	0.0019314716306735036
HALLMARK_G2M_CHECKPOINT	proliferation	Tnpo2	0.151740284	0.944308192	0.20577959828248588	0.00030359165327240034
HALLMARK_G2M_CHECKPOINT	proliferation	Top1	0.004572212	1.0	0.20661105631638418	0.0011350496871707083
HALLMARK_G2M_CHECKPOINT	proliferation	Top2a	0.937573854	0.00078203	0.20133986059887005	-0.004136146030343429
HALLMARK_G2M_CHECKPOINT	proliferation	Tpx2	0.804947086	0.097483907	0.20208916437288135	-0.003386842256332123
HALLMARK_G2M_CHECKPOINT	proliferation	Tra2b	-0.01888603	1.0	0.2067435887570621	0.0012675821278486377
HALLMARK_G2M_CHECKPOINT	proliferation	Traip	-0.453365618	1.0	0.20919827569491525	0.0037222690657017776
HALLMARK_G2M_CHECKPOINT	proliferation	Ttk	1.856264523	0.07592766	0.1961495178361582	-0.009326488793055282
HALLMARK_G2M_CHECKPOINT	proliferation	Ube2c	1.127755547	0.408695579	0.20026538775706215	-0.005210618872151324
HALLMARK_G2M_CHECKPOINT	proliferation	Ube2s	0.60304486	0.521927349	0.2032298549152542	-0.0022461517139592824
HALLMARK_G2M_CHECKPOINT	proliferation	Uck2	0.262620492	0.888817422	0.2051531564293785	-0.00032285019983496754
HALLMARK_G2M_CHECKPOINT	proliferation	Upf1	0.141923355	0.977654487	0.2058350611581921	0.0003590545289786362
HALLMARK_G2M_CHECKPOINT	proliferation	Wrn	-0.05082115	1.0	0.2069240131638418	0.0014480065346283155
HALLMARK_G2M_CHECKPOINT	proliferation	Xpo1	-0.212012687	0.772618247	0.20783469981355934	0.002358693184345867
HALLMARK_G2M_CHECKPOINT	proliferation	Ythdc1	-0.164623733	0.888817422	0.2075669656101695	0.0020909589809560147
HALLMARK_MITOTIC_SPINDLE	proliferation	Abi1	0.01206088	1.0	0.1278181212857143	0.0006092486383458551
HALLMARK_MITOTIC_SPINDLE	proliferation	Abl1	-0.05407873	1.0	0.12816806631216932	0.0009591936648008781
HALLMARK_MITOTIC_SPINDLE	proliferation	Abr	0.060187395	1.0	0.12756348364021164	0.00035461099284320174
HALLMARK_MITOTIC_SPINDLE	proliferation	Actn4	0.18988533	0.796754919	0.12687725117989418	-0.0003316214674742579
HALLMARK_MITOTIC_SPINDLE	proliferation	Akap13	-0.235151263	0.668306645	0.12912612204232804	0.0019172493949596026
HALLMARK_MITOTIC_SPINDLE	proliferation	Alms1	-0.094964857	1.0	0.12838439502645504	0.0011755223790866076
HALLMARK_MITOTIC_SPINDLE	proliferation	Als2	0.356462132	0.302383823	0.12599589243915346	-0.0012129802082149754
HALLMARK_MITOTIC_SPINDLE	proliferation	Anln	0.318950395	0.802918077	0.12619436723809524	-0.0010145054092731975
HALLMARK_MITOTIC_SPINDLE	proliferation	Apc	-0.101740752	1.0	0.1284202463227513	0.0012113736753828763
HALLMARK_MITOTIC_SPINDLE	proliferation	Arap3	0.161990686	0.888817422	0.12702484188888888	-0.00018403075847955863
HALLMARK_MITOTIC_SPINDLE	proliferation	Arf6	0.115398153	1.0	0.12727136322751323	6.24905801447917e-05
HALLMARK_MITOTIC_SPINDLE	proliferation	Arfgef1	-0.157013571	0.926184537	0.1287126951005291	0.0015038224531606637
HALLMARK_MITOTIC_SPINDLE	proliferation	Arfip2	0.070071804	1.0	0.12751118517989418	0.00030231253252574475
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgap10	-0.043033034	1.0	0.12810962347619045	0.0009007508288220167
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgap27	0.253894163	0.532461909	0.12653858010582011	-0.000670292541548323
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgap29	-0.102126901	1.0	0.12842228943915343	0.0012134167917849936
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgap4	-0.468623201	0.371952932	0.13036142330158731	0.0031525506542188775
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgap5	-0.55390862	0.011817995	0.13081266890476193	0.003603796257393488
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgdia	0.064189934	1.0	0.1275423061851852	0.00033343353781675744
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgef11	-0.176968278	0.848579757	0.12881827556084657	0.0016094029134781362
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgef12	0.090614629	1.0	0.12740249298412698	0.00019362033675854318
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgef2	-0.15982781	0.917610536	0.12872758525396827	0.0015187126065998313
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgef3	0.194061854	0.78325923	0.12685515316931217	-0.0003537194780562636
HALLMARK_MITOTIC_SPINDLE	proliferation	Arhgef7	0.209222722	0.695502055	0.12677493693650793	-0.00043393571086050575
HALLMARK_MITOTIC_SPINDLE	proliferation	Arl8a	-0.127772877	1.0	0.12855798243386243	0.001349109786493996
HALLMARK_MITOTIC_SPINDLE	proliferation	Atg4b	0.155706719	0.938068463	0.12705809039153437	-0.00015078225583406435
HALLMARK_MITOTIC_SPINDLE	proliferation	Aurka	1.367509129	0.039658383	0.12064643742857144	-0.006562435218797
HALLMARK_MITOTIC_SPINDLE	proliferation	Bcar1	0.269066752	0.433498667	0.12645830185714285	-0.0007505707902255854
HALLMARK_MITOTIC_SPINDLE	proliferation	Bcl2l11	-0.012083667	1.0	0.1279458702116402	0.0007369975642717574
HALLMARK_MITOTIC_SPINDLE	proliferation	Bcr	0.20755019	0.695473063	0.12678378631216933	-0.00042508633519910966
HALLMARK_MITOTIC_SPINDLE	proliferation	Bin1	0.109205746	1.0	0.12730412728571427	9.525463834583747e-05
HALLMARK_MITOTIC_SPINDLE	proliferation	Birc5	0.877038478	0.415510452	0.12324152023809522	-0.00396735240927322
HALLMARK_MITOTIC_SPINDLE	proliferation	Brca2	-0.220032377	1.0	0.12904612793650794	0.0018372552891395
HALLMARK_MITOTIC_SPINDLE	proliferation	Bub1	0.412547947	1.0	0.12569914209523808	-0.0015097305521303561
HALLMARK_MITOTIC_SPINDLE	proliferation	Capzb	-0.203654956	0.755702197	0.12895947491534393	0.001750602267975493
HALLMARK_MITOTIC_SPINDLE	proliferation	Ccdc88a	-0.431428212	0.336400648	0.13016462441798943	0.00295575177062099
HALLMARK_MITOTIC_SPINDLE	proliferation	Ccnb2	0.639824436	0.595279263	0.12449662098941801	-0.002712251657950429
HALLMARK_MITOTIC_SPINDLE	proliferation	Cd2ap	-0.133182438	1.0	0.12858660444973544	0.0013777318023669993
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdc27	-0.224912132	0.616931255	0.12907194674603176	0.0018630740986633199
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdc42	-0.128447827	1.0	0.1285615535978836	0.0013526809505151616
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdc42bpa	-0.061726913	1.0	0.1282085328888889	0.0009996602415204559
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdc42ep1	0.486853681	0.030639637	0.12530599006349208	-0.0019028825838763586
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdc42ep2	0.659720931	0.000696065	0.12439134852910051	-0.002817524118267925
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdc42ep4	0.329341767	0.36448701	0.1261393864338624	-0.0010694862135060268
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdk1	1.174497731	0.121644079	0.12166766175661374	-0.005541210890754697
HALLMARK_MITOTIC_SPINDLE	proliferation	Cdk5rap2	0.115419446	1.0	0.12727125056613758	6.237791876914645e-05
HALLMARK_MITOTIC_SPINDLE	proliferation	Cenpe	0.449971289	0.87425432	0.12550113499470902	-0.0017077376526594135
HALLMARK_MITOTIC_SPINDLE	proliferation	Cenpf	0.808254638	0.123255701	0.12360545589947089	-0.0036034167478975476
HALLMARK_MITOTIC_SPINDLE	proliferation	Cenpj	0.138790577	1.0	0.12714759378835977	-6.12788590086677e-05
HALLMARK_MITOTIC_SPINDLE	proliferation	Cep192	0.351472371	0.349274057	0.12602229329100528	-0.0011865793563631544
HALLMARK_MITOTIC_SPINDLE	proliferation	Cep250	-0.399829567	0.158664733	0.1299974358201058	0.002788563172737374
HALLMARK_MITOTIC_SPINDLE	proliferation	Cep57	-0.331956347	0.452321634	0.12963831825396827	0.0024294456065998282
HALLMARK_MITOTIC_SPINDLE	proliferation	Cep72	-0.0541921	1.0	0.12816866615343916	0.0009597935060707274
