n	n11	n10	n01	n00	p_tac	p_cld	p_both	p_indep	ratio_vs_indep	odds_ratio	fisher_p	spearman	spearman_p	spearman_n	sample	patient	tumor_label	n_tumor	spearman_layer	detection_layer
17837	9291	2528	3320	2698	0.6626114256881762	0.7070135112406795	0.5208835566519033	0.46847523066399	1.1118700041272893	2.986683839789538	1.9871631282918408e-225	0.20986157496246197	1.0409429045132523e-176	17837	LUAD-5 R1	Lung5	tumor 5	17837	log1p_cp10k	raw_count
17914	8711	2641	3666	2896	0.6336943172937367	0.690912135759741	0.486267723568159	0.4378270941802266	1.1106387202432757	2.605587784058222	4.6506983181265955e-183	0.17532774575062823	1.232308721245673e-123	17914	LUAD-5 R2	Lung5	tumor 5	17914	log1p_cp10k	raw_count
15893	6831	2558	3154	3350	0.5907632290945699	0.6282640156043541	0.42981186685962375	0.3711552785823495	1.1580378662572623	2.836395993421858	5.615369190388437e-212	0.20628164473801372	2.73309659401231e-152	15893	LUAD-5 R3	Lung5	tumor 5	15893	log1p_cp10k	raw_count
66196	8614	16041	7709	33832	0.3724545289745604	0.24658589642878723	0.13012870868330412	0.09184203390615368	1.4168752928127948	2.3566932345800327	0.0	0.1714612113453001	0.0	66196	LUSC-6	Lung6	tumor 6	66196	log1p_cp10k	raw_count
38864	8897	1536	18937	9494	0.26844895018526144	0.7161897900370523	0.22892651296829972	0.1922603972688495	1.1907107039219198	2.9039586166191405	1.085766235944e-312	0.1671400300126104	1.9246314309662182e-241	38864	LUAD-9 R1	Lung9	tumor 9	38864	log1p_cp10k	raw_count
94876	19876	5573	38046	31381	0.2682343269109153	0.6105021290948185	0.20949449808170664	0.16375762767542937	1.279296122296841	2.9416955283356168	0.0	0.1843270084565469	0.0	94876	LUAD-9 R2	Lung9	tumor 9	94876	log1p_cp10k	raw_count
18267	3761	2158	3499	8849	0.32402693381507636	0.39743800295615045	0.20589040345979087	0.12878061747946867	1.5987685685123827	4.407599708747713	0.0	0.2568801080077569	4.049981892415437e-273	18267	LUAD-12	Lung12	tumor 12	18267	log1p_cp10k	raw_count
26030	7580	1473	11597	5380	0.3477910103726469	0.7367268536304264	0.29120245870149825	0.25622697679278716	1.1365019497419901	2.387278447893183	4.6119505062429e-168	0.0927494361405444	7.840866615412248e-51	26030	LUAD-13	Lung13	tumor 13	26030	log1p_cp10k	raw_count
