analysis	family	immune_family	score_family	k	cohorts	n_patients	effect	p	I2	stouffer_z	stouffer_p	cldn4_negative	is_full_family	n_family_units	n_q1	n_q4
spearman	author/tnk/pct	tnk	pct	2	GSE131907+GSE205335	43	-0.4787109080847739	0.0015191063422345722	0.0	-3.144426482866681	0.001664127187209751	True	True	2		
spearman	marker/tnk/pct	tnk	pct	2	GSE253013+GSE291670	15	-0.7138342906922605	0.021746934493141492	23.203165014556042	-2.5632836110818227	0.010368731173552442	True	False	3		
spearman	marker/tnk/mean	tnk	mean	2	GSE253013+GSE291670	15	-0.5820148861914176	0.10157923674410392	28.627433099172066	-1.8922932692259726	0.058451917237438374	True	False	3		
spearman	primary_malig_mixed	tnk	mean	6	GSE207422+GSE205335+GSE291670+GSE253013+GSE131907+GSE325414	95	-0.25998846070030546	0.019544298615226337	0.0	-2.3501806007798947	0.01876430414203881	True	True	6		
spearman	primary_malig_mixed	tnk	mean	1	GSE291670	6	-0.8285714285714287	0.04156268221574335	0.0	-2.037872532264634	0.04156268221574339	True	False	6		
spearman	primary_malig_mixed	tnk	mean	2	GSE291670+GSE253013	15	-0.5820148861914176	0.10157923674410392	28.627433099172066	-1.8922932692259726	0.058451917237438374	True	False	6		
spearman	primary_malig_mixed	tnk	mean	4	GSE205335+GSE291670+GSE253013+GSE131907	58	-0.35424522257604185	0.012024380904613377	0.0	-2.5237975800056147	0.011609475554169132	True	False	6		
spearman	primary_malig_mixed	tnk	mean	3	GSE207422+GSE291670+GSE253013	27	-0.37770051123834053	0.15744965845520065	25.54722047350248	-1.536736582788858	0.12435782875634001	True	False	6		
spearman	tls_malig/cxcl13pos/mean	cxcl13pos	mean	3	GSE148071+GSE207422+GSE253013	45	-0.3710615652891585	0.019391313968450515	0.0	-2.3445833062521735	0.019048354675502144	True	False	5		
spearman	tls_malig/cxcl13pos/mean	cxcl13pos	mean	2	GSE148071+GSE207422	39	-0.3809439187140708	0.02119414806631102	0.0	-2.300522744037894	0.021418622260958104	True	False	5		
spearman	tls_malig/cxcl13_mean/mean	cxcl13_mean	mean	2	GSE207422+GSE253013	14	-0.3227281595529487	0.34381981902647873	0.0	-0.9929976207763817	0.3207111139407176	True	False	5		
spearman	author/b/pct	b	pct	2	GSE131907+GSE205335	43	-0.4001613322214572	0.11181209846250718	61.93612514954605	-2.5108994310607136	0.012042399894940945	True	True	2		
spearman	author/b/mean	b	mean	2	GSE131907+GSE205335	43	-0.2436137688001968	0.3239754762990955	57.43528690423394	-1.4794302854596106	0.13902535084055986	True	True	2		
q4q1	author/tnk/pct	tnk	pct	2	GSE131907+GSE205335	23	-0.7047256725655405	0.0003010125883797066	0.0	-2.6709807660164055	0.007562998032060088	True	True	2	12.0	11.0
q4q1	author/tnk/mean	tnk	mean	2	GSE131907+GSE205335	23	-0.5451932716846145	0.011690733930176339	0.0	-2.020949584974227	0.04328498421074708	True	False	4	12.0	11.0
q4q1	primary_malig_mixed_poolable	tnk	mean	4	GSE207422+GSE205335+GSE131907+GSE325414	42	-0.40459400181523114	0.01875113227900877	0.0	-1.8418322599393189	0.06549968968428824	True	True	4	22.0	20.0
q4q1	primary_malig_mixed_poolable	tnk	mean	3	GSE205335+GSE131907+GSE325414	36	-0.41223678396216046	0.022757040730630222	0.0	-1.8130215143253265	0.06982850311637305	True	False	4	19.0	17.0
q4q1	author/b/pct	b	pct	2	GSE131907+GSE205335	23	-0.6105522198746149	0.23988955190418026	83.81869458984322	-1.799882457798989	0.07187920014012077	True	True	2	12.0	11.0
spearman	primary_malig_mixed	tnk	mean	3	GSE291670+GSE253013+GSE131907	36	-0.4525237660584771	0.01124332797791432	0.0	-2.54388654980621	0.010962668417911768	True	False	6		
spearman	tls_malig/b/mean	b	mean	2	GSE131907+GSE207422	39	-0.43693844872398485	0.051783654433469196	25.675603947722486	-2.3965304647178494	0.016551117548370294	True	False	5		
q4q1	primary_malig_mixed_poolable	tnk	mean	3	GSE207422+GSE205335+GSE131907	29	-0.5166613018255046	0.010556301459159338	0.0	-2.012457429396688	0.04417173988155856	True	False	4	15.0	14.0
q4q1	single/author_malig/b/pct	b	pct	1	GSE131907	11	-0.8666666666666667	0.017316017316017316	0.0			True	False	1	6.0	5.0
q4q1	single/author_malig/tnk/pct	tnk	pct	1	GSE205335	12	-0.7777777777777778	0.025974025974025976	0.0			True	False	1	6.0	6.0
q4q1	single/author_malig/b/mean	b	mean	1	GSE131907	11	-0.8	0.030303030303030304	0.0			True	False	1	6.0	5.0
q4q1	single/tls_malignant/cxcl13pos/mean	cxcl13pos	mean	1	GSE148071	16	-0.609375	0.04440632214550907	0.0			True	False	1	8.0	8.0
