rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
138	EIF2AK2	Q2KM13	Eukaryotic translation initiation factor 2-alpha kinase 2	False	False	False	4	4	1.59272e+08	1.49685e+08	0.0805265	0.728096	0.8178	0.722385	0.80848	9	9	IFN;immune	Q2KM13
139	PLEC	F1PHS5	Plectin	False	False	False	4	4	1.33222e+10	1.27625e+10	0.0801743	0.704186	0.80157	0.627342	0.721674	209	267	TJ	F1PHS5
140	RACGAP1	J9NSX3	Rac GTPase activating protein 1	False	False	False	3	3	5.762e+07	5.35967e+07	0.0791014	0.942622	0.96694	0.965228	0.984031	3	3	trafficking	J9NSX3;E2R3Q1
141	TMED10	E2QYL0	Transmembrane p24 trafficking protein 10	False	False	False	4	4	5.73612e+08	5.40585e+08	0.0749608	0.74502	0.834239	0.737009	0.819273	9	9	trafficking	E2QYL0
142	LAMA3	E2RPP1	Laminin subunit alpha 3	False	False	False	4	4	3.4099e+07	3.22745e+07	0.07306	0.732858	0.822333	0.669356	0.761993	2	2	TJ	E2RPP1
143	LLGL1	E2RPS3	LLGL1, scribble cell polarity complex component	False	False	False	4	4	3.56785e+08	3.37395e+08	0.0664191	0.758406	0.844045	0.7113	0.797706	13	13	TJ	E2RPS3
144	COL17A1	F6XBP8	Collagen type XVII alpha 1 chain	False	False	False	4	4	3.1931e+08	3.06008e+08	0.0659542	0.732884	0.822333	0.397327	0.526561	12	12	TJ	F6XBP8;Q9N281;E2QXQ6
145	PML	J9P0W3	Uncharacterized protein	False	False	False	4	4	1.10106e+08	1.04908e+08	0.0656118	0.747644	0.836322	0.618643	0.714296	8	8	IFN;immune	J9P0W3;F1PBA9;F1PBA8
146	YWHAH	J9P6N4	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	False	False	False	4	4	1.39124e+08	1.2974e+08	0.0578911	0.805533	0.876869	0.812567	0.882288	4	4	TJ;trafficking	J9P6N4
147	BCAP31	E2R5S2	B cell receptor associated protein 31	False	False	False	4	4	4.17308e+08	4.11368e+08	0.0502337	0.820078	0.886751	0.801697	0.873562	13	13	MHC;immune	E2R5S2;E2R4U9
148	SNAP23	E2R516	Synaptosomal-associated protein	False	False	False	4	4	9.737e+07	9.5194e+07	0.0455167	0.841459	0.897228	0.832253	0.896628	6	6	trafficking	E2R516
149	RAB21	P55745	Ras-related protein Rab-21	False	False	False	4	4	9.46385e+08	9.15575e+08	0.0412963	0.84772	0.901039	0.813067	0.882288	8	8	trafficking	P55745;F1PGI1
150	RAB18	J9NRZ2	RAB18, member RAS oncogene family	False	False	False	4	4	1.9562e+09	1.88065e+09	0.0407389	0.843768	0.898006	0.782788	0.856799	14	14	trafficking	J9NRZ2
151	GOLGB1	F6XPP6	Golgin B1	False	False	False	4	4	3.3102e+08	3.22115e+08	0.0395019	0.854548	0.906326	0.822095	0.888708	22	23	trafficking	F6XPP6
152	RAB11A	P62490	Ras-related protein Rab-11A	False	False	False	4	4	1.57865e+09	1.52842e+09	0.0373906	0.850598	0.903012	0.733023	0.816626	9	10	trafficking	P62490;J9JHN1
153	KPNA2	E2R6L9	Importin subunit alpha	False	False	False	4	4	1.92585e+08	1.88068e+08	0.0324573	0.86533	0.915985	0.580721	0.680202	7	7	IFN;immune	E2R6L9;J9P8A6;J9P954
154	CDK1	E2RGJ9	Cyclin dependent kinase 1	False	False	False	4	4	4.2217e+08	4.10342e+08	0.0314371	0.875334	0.92151	0.789823	0.862773	10	12	IFN;immune	E2RGJ9;J9P1S6
155	DNAJC3	F1PME4	Uncharacterized protein	False	False	False	4	4	1.62492e+08	1.58725e+08	0.029854	0.889434	0.93025	0.863286	0.919158	7	7	IFN;immune	F1PME4
156	PTPN2	F1PLF3	Tyrosine-protein phosphatase non-receptor type	False	False	False	4	4	4.9364e+08	4.80952e+08	0.0282734	0.888983	0.930222	0.824381	0.890299	9	9	IFN;immune	F1PLF3;J9P0G0
157	AGFG1	E2RNK5	ArfGAP with FG repeats 1	False	False	False	2	2	9.78135e+07	9.47445e+07	0.0251383	0.986293	0.993101	0.991752	0.996763	3	3	trafficking	E2RNK5
158	SPTBN1	F1PXT8	Spectrin beta chain	False	False	False	4	4	1.9985e+09	1.97858e+09	0.0218965	0.911586	0.946066	0.828505	0.894311	49	52	trafficking	F1PXT8;F1PXU1
159	LDLR	F1PML2	Low density lipoprotein receptor	False	False	False	4	4	2.89125e+08	2.8412e+08	0.0208818	0.918322	0.949319	0.872846	0.924388	13	13	trafficking;immune	F1PML2;J9NXB0
160	SNAP29	E2RBC7	Synaptosome associated protein 29	False	False	False	4	4	2.69858e+08	2.58755e+08	0.0129791	0.956861	0.976043	0.959508	0.98103	7	7	trafficking	E2RBC7
161	KIFC1	F1PL21	Kinesin-like protein	False	False	False	4	4	4.471e+08	4.43462e+08	0.0119497	0.953848	0.973877	0.932975	0.962446	7	7	trafficking	F1PL21;J9NRZ9
162	NUP50	E2QT37	Nucleoporin 50	False	False	False	4	4	5.69652e+08	5.6356e+08	0.00584707	0.976459	0.988103	0.95653	0.979358	12	12	IFN;immune	E2QT37
163	ARHGEF2	Q865S3	Rho guanine nucleotide exchange factor 2	False	False	False	3	3	3.331e+07	3.32217e+07	0.00559855	0.995244	0.998438	0.997103	0.999387	2	2	TJ	Q865S3;F1PBF2;J9JHP5
164	FLNB	E2R0F2	Filamin B	False	False	False	4	4	9.2679e+08	9.18455e+08	0.000771549	0.997157	0.999441	0.99659	0.99933	27	30	IFN;immune	E2R0F2
165	GOLGA5	E2QWJ2	Golgin A5	False	False	False	4	4	1.6875e+08	1.682e+08	8.5674e-05	0.999675	1	0.999563	1	12	12	trafficking	E2QWJ2
166	NUP205	F1PZ99	Nucleoporin 205	False	False	False	4	4	6.65422e+07	6.7136e+07	-0.00325865	0.987245	0.993471	0.980418	0.989006	5	5	IFN;immune	F1PZ99;J9P7I1
167	SHC1	F1PQC4	SHC adaptor protein 1	False	False	False	4	4	5.6138e+08	5.61255e+08	-0.00536449	0.979133	0.988575	0.968737	0.985401	10	10	TJ	F1PQC4
168	SCFD1	F1PLS0	Sec1 family domain containing 1	False	False	False	4	4	3.6908e+08	3.71922e+08	-0.0121457	0.949973	0.971735	0.872524	0.924388	11	11	trafficking	F1PLS0;E2RN28;J9P968
169	EPS15L1	F1PZ34	Epidermal growth factor receptor pathway substrate 15 like 1	False	False	False	4	4	5.31432e+07	5.3183e+07	-0.0218153	0.926817	0.955644	0.928718	0.960773	4	4	trafficking	F1PZ34;J9P7A9
170	FLNA	F1PWW0	Filamin A	False	False	False	4	4	6.06568e+08	6.17545e+08	-0.022666	0.922659	0.952253	0.921978	0.95606	22	22	IFN;immune	F1PWW0
171	RALA	J9NX28	RAS like proto-oncogene A	False	False	False	4	4	8.91422e+07	9.22412e+07	-0.0288057	0.902687	0.939619	0.904037	0.943718	4	7	trafficking	J9NX28
172	HYOU1	E2RB31	Hypoxia up-regulated 1	False	False	False	4	4	4.34192e+08	4.4064e+08	-0.0360682	0.871288	0.91918	0.857183	0.915716	14	14	trafficking	E2RB31
173	PPP2R1A	F1PX75	Protein phosphatase 2 scaffold subunit Aalpha	False	False	False	4	4	1.6199e+08	1.61695e+08	-0.0372505	0.875603	0.92151	0.880702	0.931356	9	11	IFN;TJ;immune	F1PX75
174	PRKCD	F1PDX2	Protein kinase C	False	False	False	4	4	1.37424e+08	1.35982e+08	-0.0435657	0.86685	0.916265	0.886375	0.935423	8	8	IFN;immune	F1PDX2;Q5PU49
175	COPG1	E2RPG9	Coatomer subunit gamma	False	False	False	4	4	8.83798e+07	8.90005e+07	-0.0436518	0.875389	0.92151	0.899117	0.941651	5	5	trafficking	E2RPG9
176	LGALS3BP	E2RKQ6	Uncharacterized protein	False	False	False	4	4	7.42502e+07	7.6452e+07	-0.0457662	0.84321	0.898006	0.839144	0.901791	5	5	IFN;immune	E2RKQ6
177	VAMP8	E2QUL2	Vesicle associated membrane protein 8	False	False	False	4	4	4.32758e+08	4.45525e+08	-0.0482206	0.822933	0.888301	0.784148	0.857857	4	4	IFN;trafficking;immune	E2QUL2
178	CD44	J9P423	CD44 antigen	False	False	False	4	4	3.68618e+08	3.80158e+08	-0.0487619	0.816491	0.884835	0.755538	0.835763	7	7	IFN;immune	J9P423;F1PTZ7;Q28284
179	CHMP5	E2RLV2	Uncharacterized protein	False	False	False	2	2	6.59175e+07	7.04505e+07	-0.0488568	0.970873	0.983458	0.982442	0.990591	3	3	trafficking	E2RLV2
180	ARPC1A	F1PT97	Actin-related protein 2/3 complex subunit	False	False	False	4	4	6.8402e+07	6.91e+07	-0.0541278	0.823702	0.888688	0.835929	0.899219	4	4	TJ;trafficking	F1PT97;E2QYP4
181	VAMP3	J9P1V7	Vesicle associated membrane protein 3	False	False	False	4	4	1.52488e+08	1.59008e+08	-0.054479	0.789875	0.86326	0.685414	0.776637	5	5	trafficking	J9P1V7
182	GALNT2	J9P017	Polypeptide N-acetylgalactosaminyltransferase	False	False	False	4	4	4.56485e+08	4.74085e+08	-0.0580044	0.797363	0.868754	0.781675	0.856416	14	14	trafficking	J9P017;F1P835
183	ARF6	E2RHL4	ADP ribosylation factor 6	False	False	False	2	2	5.0993e+07	5.61595e+07	-0.0611332	0.960983	0.977049	0.976443	0.987105	3	3	trafficking	E2RHL4
184	ACTR2	E2QXY7	ARP2 actin related protein 2 homolog	False	False	False	4	4	2.3199e+08	2.39978e+08	-0.0664917	0.788194	0.861853	0.805333	0.877031	5	5	TJ;trafficking	E2QXY7
185	GOSR1	E2R812	Golgi SNAP receptor complex member 1	False	False	False	4	4	1.73782e+08	1.86065e+08	-0.0854256	0.706686	0.80157	0.688751	0.780014	5	5	trafficking	E2R812
186	CD99	J9PA14	CD99 molecule	False	False	False	4	4	1.6124e+08	1.72538e+08	-0.0880512	0.667347	0.772437	0.523375	0.633958	3	3	TJ	J9PA14
187	CDH1	F1PAA4	Cadherin-1	False	False	False	4	4	1.2625e+09	1.34318e+09	-0.0991458	0.632606	0.740975	0.502055	0.617132	13	13	TJ	F1PAA4;F1PAA9
188	EPCAM	F1Q1M9	Epithelial cell adhesion molecule	False	False	False	4	4	2.99968e+08	3.21662e+08	-0.10153	0.679685	0.782299	0.701702	0.78884	9	9	TJ	F1Q1M9;F1PM51
189	NAPA	E2RQE7	NSF attachment protein alpha	False	False	False	4	4	1.3131e+08	1.40435e+08	-0.10293	0.667586	0.772437	0.678923	0.771279	3	3	trafficking	E2RQE7
190	CSNK1D	F1Q127	Casein kinase 1 delta	False	False	False	4	4	2.36948e+08	2.41192e+08	-0.106846	0.68615	0.788051	0.739236	0.820623	4	4	trafficking	F1Q127;F1Q128;F1Q126
191	RAE1	E2RSV2	Ribonucleic acid export 1	False	False	False	4	4	3.83988e+08	4.22528e+08	-0.142058	0.490907	0.596725	0.315344	0.512991	12	12	IFN;immune	E2RSV2
192	GNAI3	F1P6Q0	G protein subunit alpha i3	False	False	False	4	4	4.01528e+08	4.66088e+08	-0.162466	0.51037	0.617639	0.559074	0.661218	7	7	immune	F1P6Q0
193	CTSL	Q9GL24	Cathepsin L1	False	False	False	4	4	1.04665e+08	1.17143e+08	-0.168312	0.42637	0.529755	0.300701	0.497744	2	2	immune	Q9GL24
194	EIF4A1	J9NY67	Uncharacterized protein	False	False	False	4	4	1.69078e+08	1.95808e+08	-0.181677	0.407334	0.510451	0.370438	0.51983	5	6	IFN;immune	J9NY67;F1P895;J9NU36;E2R3J1
195	CTSZ	F1PIF2	Cathepsin Z	False	False	False	4	4	1.00332e+08	1.14116e+08	-0.18491	0.389268	0.491187	0.284922	0.478074	4	4	trafficking	F1PIF2
196	IGF2R	B1H0W0	Cation-independent mannose-6-phosphate/insulin-like growth factor 2 receptor protein	False	False	False	4	4	1.2346e+08	1.4015e+08	-0.185633	0.362676	0.465963	0.157173	0.339816	11	11	trafficking	B1H0W0;F1PWR1
197	CLINT1	J9P2S1	Clathrin interactor 1	False	False	False	4	4	7.69648e+07	8.965e+07	-0.199637	0.378717	0.480645	0.35722	0.51983	4	4	trafficking	J9P2S1;F1PVV5
198	SFN	F1PQ93	Stratifin	False	False	False	4	4	2.35362e+08	2.63188e+08	-0.201126	0.495962	0.602201	0.600003	0.69608	7	8	trafficking	F1PQ93
199	COPA	F1PU93	Coatomer subunit alpha	False	False	False	4	4	1.8675e+08	2.11518e+08	-0.20368	0.383409	0.485514	0.386642	0.51983	11	11	trafficking	F1PU93
200	CAPZA2	A0M8V0	F-actin-capping protein subunit alpha-2	False	False	False	4	4	1.07811e+09	1.25034e+09	-0.204699	0.338664	0.441417	0.23492	0.418517	11	15	trafficking	A0M8V0
201	CMTR1	F1PGE5	Cap methyltransferase 1	False	False	False	4	4	1.18238e+08	1.36031e+08	-0.204727	0.435636	0.538212	0.50448	0.619765	8	8	IFN;immune	F1PGE5
202	PRKAA1	F1PIY1	Non-specific serine/threonine protein kinase	False	False	False	4	4	2.5744e+08	2.98875e+08	-0.20664	0.334986	0.439026	0.233656	0.417384	8	8	TJ	F1PIY1
203	LMAN1	E2QW60	Lectin, mannose binding 1	False	False	False	4	4	2.47575e+08	2.8575e+08	-0.209383	0.303667	0.407167	0.105044	0.259116	9	9	trafficking	E2QW60
204	RAB7A	P18067	Ras-related protein Rab-7a	False	False	False	4	4	1.36185e+09	1.58122e+09	-0.225703	0.304608	0.407866	0.24059	0.425211	10	10	trafficking	P18067
205	ITGB1	E2RT60	Integrin beta	False	False	False	4	4	5.59425e+08	6.60768e+08	-0.231939	0.282342	0.386827	0.19331	0.366202	9	9	TJ	E2RT60
206	RAB1A	P62822	Ras-related protein Rab-1A	False	False	False	4	4	1.61618e+09	1.94582e+09	-0.261841	0.191083	0.291351	0.0400873	0.15361	10	16	trafficking	P62822;F1Q0H3
207	DCTN5	E2RNC1	Dynactin subunit 5	False	False	False	4	4	3.27158e+07	3.9721e+07	-0.26556	0.281981	0.386576	0.324055	0.51983	2	2	trafficking	E2RNC1
208	SLC9A3R1	E2RGF3	Na(+)/H(+) exchange regulatory cofactor NHE-RF	False	False	False	4	4	2.41352e+08	2.90908e+08	-0.267175	0.2136	0.315355	0.121051	0.286307	11	11	TJ	E2RGF3
209	RAB1B	F1PVP9	RAB1B, member RAS oncogene family	False	False	False	4	4	9.87952e+08	1.18264e+09	-0.272154	0.242922	0.34644	0.240079	0.424744	7	7	trafficking	F1PVP9
210	RAB14	E2R0K4	RAB14, member RAS oncogene family	False	False	False	4	4	2.21288e+10	2.6277e+10	-0.278927	0.231235	0.334176	0.247352	0.432272	24	25	trafficking	E2R0K4
211	CAPZA1	F1P7P3	Uncharacterized protein	False	False	False	4	4	5.89852e+08	7.03822e+08	-0.280737	0.283139	0.387435	0.360948	0.51983	5	5	trafficking	F1P7P3
212	RAB2A	P61105	Ras-related protein Rab-2A	False	False	False	4	4	4.44912e+08	5.45678e+08	-0.289575	0.202861	0.305268	0.175072	0.356432	10	17	trafficking	P61105;G1K288;J9NWA7
213	ARPC4	E2QWU0	Actin-related protein 2/3 complex subunit 4	False	False	False	4	4	5.29345e+07	6.1111e+07	-0.298735	0.298562	0.403646	0.432331	0.555782	5	5	TJ;trafficking	E2QWU0
214	STX18	E2RGW4	Syntaxin 18	False	False	False	4	4	7.76845e+07	9.42842e+07	-0.300425	0.178331	0.277728	0.157616	0.339816	4	4	trafficking	E2RGW4;J9P4H8
215	SNX9	F1PBG7	Sorting nexin	False	False	False	4	4	3.49568e+07	4.58795e+07	-0.31716	0.343161	0.44613	0.497034	0.613372	3	3	trafficking	F1PBG7
216	CSK	E2RFF7	Tyrosine-protein kinase	False	False	False	4	4	8.3403e+07	1.15709e+08	-0.320679	0.4102	0.512715	0.58002	0.679745	6	6	immune	E2RFF7
217	MMP15	F1P625	Matrix metalloproteinase	False	False	False	4	4	1.22943e+08	1.53078e+08	-0.323997	0.144488	0.246214	0.101117	0.25314	3	3	immune	F1P625
218	KPNB1	F6X637	Karyopherin subunit beta 1	False	False	False	4	4	4.41552e+08	5.71545e+08	-0.374559	0.102701	0.217954	0.086195	0.227222	10	10	IFN;immune	F6X637
219	ACTR3	F1P679	Uncharacterized protein	False	False	False	4	4	1.19414e+08	1.5905e+08	-0.37479	0.142334	0.246213	0.210851	0.390636	7	7	TJ;trafficking	F1P679;J9PAK3
220	VPS4B	F1PVE5	Vacuolar protein sorting 4 homolog B	False	False	False	4	4	2.23135e+07	3.09025e+07	-0.375358	0.191588	0.291715	0.328281	0.51983	3	3	trafficking	F1PVE5
221	TMED9	F6XD36	Uncharacterized protein	False	False	False	4	4	4.17752e+08	5.53175e+08	-0.384129	0.0853627	0.188851	0.0834524	0.223079	8	8	trafficking	F6XD36
222	YBX3	F1PB10	Y-box binding protein 3	False	False	False	4	4	1.61792e+08	2.09645e+08	-0.387672	0.0796558	0.179677	0.0552103	0.179338	6	6	TJ	F1PB10;J9NTE1;J9NV99
223	ILF3	F1PGB6	Interleukin enhancer binding factor 3	False	False	False	4	4	1.47208e+08	1.95295e+08	-0.417178	0.0545222	0.134986	0.0259751	0.120198	7	7	IFN;immune	F1PGB6
224	PUM1	F6XHY4	Pumilio RNA binding family member 1	False	False	False	4	4	4.56382e+08	6.16472e+08	-0.426139	0.0599359	0.144746	0.043369	0.157507	23	23	trafficking	F6XHY4
225	ARCN1	F1PRT4	Coatomer subunit delta	False	False	False	4	4	7.3209e+07	9.98822e+07	-0.429015	0.0716626	0.165923	0.088307	0.230707	5	5	trafficking	F1PRT4
226	NPM1	E2RTB1	Uncharacterized protein	False	False	False	4	4	6.5382e+09	8.77472e+09	-0.430786	0.0553959	0.136493	0.0345335	0.141762	23	23	IFN;immune	E2RTB1;E2R4V7;E2REX9
227	EIF4G2	F1PAH7	Eukaryotic translation initiation factor 4 gamma 2	False	False	False	4	4	2.0249e+08	2.71025e+08	-0.431435	0.0558496	0.137302	0.0402995	0.153615	9	9	IFN;immune	F1PAH7
228	EIF3A	E2RSR5	Eukaryotic translation initiation factor 3 subunit A	False	False	False	4	4	2.42862e+08	3.3001e+08	-0.451464	0.0524795	0.132135	0.0483153	0.168008	19	19	immune	E2RSR5
229	SORBS3	F1PND0	Sorbin and SH3 domain containing 3	False	False	False	4	4	2.00835e+08	2.7728e+08	-0.458227	0.0544144	0.134986	0.059715	0.179338	7	7	TJ	F1PND0
230	SEC24C	E2RE90	SEC24 homolog C, COPII coat complex component	False	False	False	4	4	3.04438e+08	4.1921e+08	-0.469985	0.0393499	0.108572	0.0290036	0.127861	11	12	MHC;trafficking;immune	E2RE90;J9JHK6
231	CHMP6	F1PRE3	Charged multivesicular body protein 6	False	False	False	4	4	6.5694e+07	9.00132e+07	-0.471574	0.0409684	0.11047	0.0425933	0.15649	3	3	trafficking	F1PRE3
232	DYNLL1	E2RK00	Dynein light chain	False	False	False	4	4	9.76768e+07	1.3514e+08	-0.472249	0.0318361	0.0952661	0.0107618	0.0704997	4	4	trafficking	E2RK00;E2RFR5
233	EIF4G1	J9P357	Eukaryotic translation initiation factor 4 gamma 1	False	False	False	4	4	7.10308e+08	1.0065e+09	-0.520607	0.0372164	0.105206	0.060097	0.179605	16	19	IFN;immune	J9P357;F1PNF3
234	CLTA	E2RPI8	Clathrin light chain	False	False	False	4	4	6.34748e+07	9.35148e+07	-0.541183	0.0213355	0.0715982	0.0292388	0.127949	3	3	trafficking	E2RPI8;E2RPI9
235	CLTC	F1PHQ0	Clathrin heavy chain	False	False	False	4	4	1.33588e+08	1.91685e+08	-0.541589	0.0345574	0.10095	0.0652773	0.188232	10	10	trafficking	F1PHQ0
236	YWHAB	F1PKW7	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	False	False	False	4	4	1.0545e+08	1.58072e+08	-0.564904	0.0180691	0.0637351	0.0279155	0.125708	4	4	trafficking	F1PKW7
237	RPS19	J9P425	Ribosomal protein S19	False	False	False	4	4	1.11806e+09	1.67382e+09	-0.582287	0.0101743	0.0464173	0.00313786	0.0363262	7	15	immune	J9P425
238	CTSD	Q4LAL9	Cathepsin D	False	False	False	4	4	2.40562e+08	3.5365e+08	-0.585395	0.0156289	0.0580953	0.0429137	0.157015	8	8	immune	Q4LAL9
239	RPS9	E2R8R8	Ribosomal protein S9	False	False	False	4	4	1.6027e+09	2.37778e+09	-0.588515	0.0260511	0.082969	0.0611281	0.181119	21	21	immune	E2R8R8
240	TFRC	F1PEN6	Transferrin receptor protein 1	False	False	False	4	4	9.42485e+08	1.43428e+09	-0.600379	0.00702093	0.0364888	0.00194298	0.0300385	21	21	trafficking	F1PEN6;Q9GLD3
241	HSPA8	E2R0T6	Uncharacterized protein	False	False	False	4	4	3.7984e+09	5.84028e+09	-0.601806	0.00971366	0.0454134	0.0197395	0.100552	30	41	IFN;trafficking;immune	E2R0T6;H9GW49
242	ACTB	O18840	Actin, cytoplasmic 1	False	False	False	4	4	6.18378e+09	8.48495e+09	-0.604801	0.0709109	0.164706	0.226299	0.408871	3	34	TJ;trafficking	O18840;Z4YHI2;J9NXE2;J9NWY1
243	NUP88	E2QXG1	Nucleoporin 88	False	False	False	3	4	3.2159e+07	2.28295e+07	-0.607881	0.373863	0.476142	0.600552	0.696348	2	2	IFN;immune	E2QXG1
244	KIF2A	F1PVL6	Kinesin-like protein	False	False	False	4	4	7.51782e+07	1.14763e+08	-0.608524	0.0102819	0.0467707	0.00872884	0.062435	7	8	trafficking;immune	F1PVL6;J9P9X3
245	NEDD4L	F1PV82	Neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	False	False	False	4	4	1.2927e+09	2.01752e+09	-0.642871	0.011701	0.0510914	0.022711	0.109453	35	35	TJ	F1PV82;J9NXT6
246	RPS27A	F1PEZ4	Uncharacterized protein	False	False	False	4	4	7.91408e+08	1.25851e+09	-0.652099	0.0067075	0.0352789	0.0139952	0.082095	5	11	IFN;trafficking;immune	F1PEZ4
247	TSG101	E2RGP6	Tumor susceptibility 101	False	False	False	4	4	7.30115e+07	1.26414e+08	-0.702861	0.0527591	0.132382	0.185329	0.357899	7	7	trafficking	E2RGP6
248	TRIM25	F1PTE2	Tripartite motif containing 25	False	False	False	4	4	4.72612e+08	7.64238e+08	-0.736064	0.00892753	0.0429306	0.0417946	0.155747	15	15	IFN;immune	F1PTE2
249	HSPH1	F1Q3Z6	Heat shock protein family H (Hsp110) member 1	False	False	False	4	4	6.82942e+07	1.16657e+08	-0.73693	0.0161405	0.0592264	0.0710902	0.199162	8	8	trafficking	F1Q3Z6;F1PSZ2
250	KIF2C	F1PD03	Kinesin-like protein	False	False	False	4	4	4.6728e+08	7.83495e+08	-0.740353	0.00311526	0.0211028	0.00548419	0.0487781	21	24	trafficking	F1PD03
251	TUBB2A	F1PQ68	Tubulin beta chain	False	False	False	4	4	2.0764e+08	3.5451e+08	-0.747502	0.0222681	0.0740466	0.0969988	0.24564	2	10	IFN;trafficking;immune	F1PQ68
252	YBX1	E2R1A0	Uncharacterized protein	False	False	False	4	4	3.21755e+08	5.37662e+08	-0.763515	0.00776816	0.0390729	0.0359997	0.145237	5	13	IFN;immune	E2R1A0;J9NTJ7
253	NUP188	F1PCA6	Nucleoporin 188	False	False	False	3	4	5.0303e+07	3.85235e+07	-0.78253	0.321311	0.424022	0.562135	0.663666	3	3	IFN;immune	F1PCA6
254	PPP2R2A	J9P0L7	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B	False	False	False	4	4	8.7813e+07	1.49235e+08	-0.795404	0.0393223	0.108572	0.158344	0.339855	11	11	TJ	J9P0L7;E2R0J6
255	EIF3D	E2REK3	Eukaryotic translation initiation factor 3 subunit D	False	False	False	4	4	3.52338e+08	6.2339e+08	-0.806817	0.00256397	0.0182159	0.0116284	0.0733224	13	13	immune	E2REK3
256	DHX9	E2RNT3	DExH-box helicase 9	False	False	False	4	4	5.6933e+07	1.00308e+08	-0.807896	0.00187742	0.0149375	0.0055555	0.0490951	6	6	IFN;immune	E2RNT3
257	RPS3A	F2Z4Q5	40S ribosomal protein S3a	False	False	False	4	4	2.46135e+09	4.44455e+09	-0.846446	0.000912561	0.00879596	0.00208971	0.0306467	25	25	immune	F2Z4Q5;J9P1R9;J9P7M8;J9P8N5;J9PBC5;J9P853;J9P6S0
258	SH3GL1	E2R273	SH3 domain containing GRB2 like 1, endophilin A2	False	False	False	4	4	2.5636e+08	4.62168e+08	-0.847477	0.00547212	0.0306215	0.0332668	0.13944	16	16	trafficking	E2R273
259	RPL9	E2R149	Ribosomal protein L9	False	False	False	4	4	4.57032e+08	8.58338e+08	-0.896243	0.00203787	0.015598	0.0144428	0.0838218	12	12	immune	E2R149
260	CAMK2D	E2RR97	Uncharacterized protein	False	False	False	4	4	4.88352e+08	9.10908e+08	-0.930418	0.000582215	0.00632733	0.0101285	0.0681884	18	20	IFN;immune	E2RR97;E2RR74
261	CTSB	E2R6Q7	Cathepsin B	False	False	False	4	4	3.2876e+08	6.28788e+08	-0.944587	0.000972323	0.00909164	0.00757238	0.0587531	6	6	immune	E2R6Q7
262	PPP2R1B	F1PQ04	Protein phosphatase 2 scaffold subunit Abeta	False	False	False	4	4	6.82728e+07	1.37862e+08	-0.955901	0.00203886	0.015598	0.0324877	0.137758	5	5	IFN;TJ;immune	F1PQ04;J9P7X5
263	EIF5A	F1Q264	Eukaryotic translation initiation factor 5A	False	False	False	4	4	2.49398e+08	4.9915e+08	-0.98086	0.00417378	0.0249515	0.0397836	0.153251	8	8	immune	F1Q264;J9NXY1
264	TRIM21	E2R173	Tripartite motif containing 21	False	False	False	2	3	2.59245e+07	2.70093e+07	-0.988908	0.298085	0.403646	0.526722	0.636371	3	3	IFN;immune	E2R173
265	TUBB4B	L7N0I7	Tubulin beta chain	False	False	False	4	4	1.07578e+09	2.21905e+09	-1.00286	0.00289964	0.0198884	0.0361921	0.145567	6	30	IFN;trafficking;immune	L7N0I7;E2RFV2
266	ABCE1	F6X725	ATP binding cassette subfamily E member 1	False	False	False	4	4	2.4789e+08	4.75712e+08	-1.03344	0.0093198	0.0443298	0.0803316	0.216194	14	14	IFN;immune	F6X725;J9P7P7
267	PFKP	F1PKS1	ATP-dependent 6-phosphofructokinase	False	False	False	4	4	4.0702e+08	8.61915e+08	-1.06634	0.0150828	0.0572734	0.108465	0.265073	20	22	IFN;immune	F1PKS1;F1PKS3
268	PCDH1	E2QX93	Protocadherin 1	False	False	False	3	4	6.50277e+07	5.7468e+07	-1.11303	0.189438	0.289448	0.451487	0.573884	3	3	TJ	E2QX93
269	ARPC3	J9P309	Actin-related protein 2/3 complex subunit 3	False	False	False	3	4	8.81073e+07	6.96862e+07	-1.13169	0.215898	0.31789	0.477952	0.599289	4	4	TJ;trafficking	J9P309;E2R985
270	ISG20	F6X5D6	Interferon stimulated exonuclease gene 20	False	False	False	3	4	6.96437e+07	6.08132e+07	-1.13461	0.189039	0.289446	0.45161	0.573884	3	3	IFN;immune	F6X5D6
271	ARPC2	F1PAG6	Arp2/3 complex 34 kDa subunit	False	False	False	3	4	5.29753e+07	4.98822e+07	-1.1516	0.15457	0.255437	0.414136	0.538402	3	3	TJ;trafficking	F1PAG6
272	PTGS2	Q8SPQ9	Cyclooxygenase 2	False	False	False	2	3	8.31065e+07	6.84987e+07	-1.16645	0.373113	0.475741	0.591917	0.69036	4	4	IFN;immune	Q8SPQ9
273	PREB	E2RBH1	Prolactin regulatory element binding	False	False	False	3	4	6.30397e+07	6.01848e+07	-1.21022	0.152677	0.253457	0.413597	0.53802	3	3	trafficking	E2RBH1
