gene,patient,n_malignant,n_immune,mean_malignant,mean_immune
TACSTD2,P0020,823,8785,1.6072592735290527,0.07587476819753647
TACSTD2,P0025,225,3991,1.5691934823989868,0.01675131730735302
TACSTD2,P0028,1448,6379,1.5693541765213013,0.06826003640890121
TACSTD2,P0030,1197,5963,1.5318547487258911,0.0343877337872982
TACSTD2,P0031,816,7023,1.337856650352478,0.02493652142584324
TACSTD2,P0034,3110,4976,1.5845398902893066,0.06533364206552505
TACSTD2,P1006,1307,5758,1.7021327018737793,0.10237671434879303
TACSTD2,P1010,371,4558,1.1876546144485474,0.03727324306964874
TACSTD2,P1011,276,5681,0.7838119268417358,0.017248908057808876
CLDN4,P0020,823,8785,1.4640883207321167,0.04679718241095543
CLDN4,P0025,225,3991,1.3855844736099243,0.018113011494278908
CLDN4,P0028,1448,6379,1.7135891914367676,0.08431535959243774
CLDN4,P0030,1197,5963,1.1624518632888794,0.019565904513001442
CLDN4,P0031,816,7023,1.1395000219345093,0.015462398529052734
CLDN4,P0034,3110,4976,1.5036827325820923,0.04412495717406273
CLDN4,P1006,1307,5758,1.257992148399353,0.05090225487947464
CLDN4,P1010,371,4558,1.3282955884933472,0.031231051310896873
CLDN4,P1011,276,5681,1.553748369216919,0.03560706600546837
EPCAM,P0020,823,8785,1.147173285484314,0.04066896438598633
EPCAM,P0025,225,3991,1.2717714309692383,0.013888416811823845
EPCAM,P0028,1448,6379,1.5695621967315674,0.0553436242043972
EPCAM,P0030,1197,5963,1.0615352392196655,0.01060605887323618
EPCAM,P0031,816,7023,1.1243677139282227,0.018359340727329254
EPCAM,P0034,3110,4976,1.2316462993621826,0.028906401246786118
EPCAM,P1006,1307,5758,1.7893258333206177,0.08091132342815399
EPCAM,P1010,371,4558,1.7628382444381714,0.042298465967178345
EPCAM,P1011,276,5681,1.6008334159851074,0.022627582773566246
PTPRC,P0020,823,8785,0.06507354229688644,1.0706048011779785
PTPRC,P0025,225,3991,0.03943544253706932,0.7235326170921326
PTPRC,P0028,1448,6379,0.03624840825796127,1.0347563028335571
PTPRC,P0030,1197,5963,0.05950092896819115,1.040198564529419
PTPRC,P0031,816,7023,0.06212689355015755,1.2169899940490723
PTPRC,P0034,3110,4976,0.028152083978056908,1.0540907382965088
PTPRC,P1006,1307,5758,0.035799313336610794,1.1473177671432495
PTPRC,P1010,371,4558,0.051317159086465836,1.0195285081863403
PTPRC,P1011,276,5681,0.04912377521395683,1.0488622188568115
