gene,lineage,compartment,n_cells,mean_lognorm,median_lognorm,pct_expressing
CLDN4,Epithelial(tumor tissue),malignant,9573,1.4166452884674072,1.553662896156311,80.25697273581949
CLDN4,Plasma,immune,1766,0.14402180910110474,0.0,14.269535673839185
CLDN4,DC,immune,4682,0.05649751424789429,0.0,7.3900042716787695
CLDN4,CD8T,immune,16969,0.04321498051285744,0.0,2.504567151865166
CLDN4,Fibroblasts,other,2064,0.041461262851953506,0.0,4.312015503875969
CLDN4,CD8Tex,immune,5399,0.03428838029503822,0.0,2.2596777180959435
CLDN4,Mast,immune,1339,0.03354659676551819,0.0,2.315160567587752
CLDN4,Mono/Macro,immune,11410,0.03299102559685707,0.0,3.794916739702016
CLDN4,Endothelial,other,951,0.026819439604878426,0.0,1.9978969505783386
CLDN4,B,immune,2803,0.025451989844441414,0.0,2.1405636817695326
CLDN4,CD4Tconv,immune,8746,0.019874170422554016,0.0,1.4063571918591355
EPCAM,Epithelial(tumor tissue),malignant,9573,1.3533951044082642,1.4612298011779785,80.98819596782619
EPCAM,Plasma,immune,1766,0.1403922438621521,0.0,11.211778029445075
EPCAM,DC,immune,4682,0.044783927500247955,0.0,6.193934216146946
EPCAM,Endothelial,other,951,0.04044147953391075,0.0,3.2597266035751837
EPCAM,CD8T,immune,16969,0.03891635313630104,0.0,2.2629500854499383
EPCAM,CD8Tex,immune,5399,0.033199943602085114,0.0,2.2226338210779772
EPCAM,Fibroblasts,other,2064,0.029861485585570335,0.0,3.343023255813953
EPCAM,Mast,immune,1339,0.026284756138920784,0.0,1.8670649738610903
EPCAM,Mono/Macro,immune,11410,0.025191230699419975,0.0,2.59421560035057
EPCAM,CD4Tconv,immune,8746,0.02359147183597088,0.0,1.6121655613994967
EPCAM,B,immune,2803,0.022406747564673424,0.0,1.8551551908669281
PTPRC,CD8Tex,immune,5399,1.408652663230896,1.6982333660125732,68.88312650490832
PTPRC,CD8T,immune,16969,1.3191524744033813,1.70335853099823,62.17808945724557
PTPRC,CD4Tconv,immune,8746,1.1282802820205688,1.4109416007995605,59.23850903270066
PTPRC,DC,immune,4682,0.779072105884552,0.8431417942047119,68.17599316531397
PTPRC,Mono/Macro,immune,11410,0.7748518586158752,0.796907901763916,64.46099912357582
PTPRC,B,immune,2803,0.7528090476989746,0.0,48.69782376025687
PTPRC,Plasma,immune,1766,0.6016951203346252,0.0,44.67723669309173
PTPRC,Mast,immune,1339,0.4338166415691376,0.0,24.645257654966393
PTPRC,Endothelial,other,951,0.08113978803157806,0.0,6.624605678233439
PTPRC,Fibroblasts,other,2064,0.07981345057487488,0.0,6.4437984496124034
PTPRC,Epithelial(tumor tissue),malignant,9573,0.042178403586149216,0.0,4.888749608273269
TACSTD2,Epithelial(tumor tissue),malignant,9573,1.5338083505630493,1.6773974895477295,81.40603781468714
TACSTD2,Plasma,immune,1766,0.15817175805568695,0.0,13.759909399773498
TACSTD2,Endothelial,other,951,0.1314077377319336,0.0,10.410094637223976
TACSTD2,DC,immune,4682,0.10980904847383499,0.0,11.255873558308416
TACSTD2,Fibroblasts,other,2064,0.07107239216566086,0.0,6.5891472868217065
TACSTD2,Mono/Macro,immune,11410,0.04980727285146713,0.0,5.337423312883435
TACSTD2,CD8T,immune,16969,0.04780764877796173,0.0,2.757970416642112
TACSTD2,CD8Tex,immune,5399,0.04734489321708679,0.0,2.963511761437303
TACSTD2,Mast,immune,1339,0.03449244797229767,0.0,2.389843166542196
TACSTD2,CD4Tconv,immune,8746,0.025448791682720184,0.0,1.680768351246284
TACSTD2,B,immune,2803,0.012170637026429176,0.0,1.0702818408847663
