sampleId,TACSTD2,immune_tcell_effector,cytotoxic,exhaustion,ESTIMATE_Aran,ABSOLUTE_Aran,CPE_Aran,ABSOLUTE_GDC,ESTIMATE_or_ABSOLUTE
TCGA-18-3406-01,0.3742,0.5015125,0.7849999999999999,0.5014500000000001,0.6446,0.31,0.5279,0.48,0.6446
TCGA-18-3407-01,0.8509,-0.244075,-0.22228749999999997,-0.033091666666666665,0.7797,0.29,0.6126,0.29,0.7797
TCGA-18-3408-01,0.0635,0.32155,0.40072499999999994,0.017349999999999994,0.7818,0.76,0.7141,0.76,0.7818
TCGA-18-3410-01,0.126,1.0755375,1.00925,0.6921916666666666,0.7334,0.66,0.7645,0.65,0.7334
TCGA-18-3411-01,-0.2737,0.06427500000000003,0.4089375,-0.087875,0.7729,0.53,0.6655,0.53,0.7729
TCGA-18-3412-01,1.7098,-0.37682499999999997,-0.39878749999999996,-0.4854833333333332,0.8637,0.78,0.9025,0.78,0.8637
TCGA-18-3414-01,0.8061,-0.181,0.09045,-0.18538333333333334,0.8294,0.76,0.8835,0.77,0.8294
TCGA-18-3415-01,0.1757,0.8624499999999999,1.3205749999999998,0.40326666666666666,0.7437,0.48,0.6181,0.48,0.7437
TCGA-18-3416-01,0.9617,2.0243375,1.940175,1.583408333333333,0.7258,0.51,0.6465,0.51,0.7258
TCGA-18-3417-01,0.2272,-0.6035125,0.013275000000000002,-0.3467666666666666,0.7185,0.3,0.6331,0.31,0.7185
TCGA-18-3419-01,1.0833,0.7538625,0.5960624999999999,0.13079999999999997,0.8417,0.57,0.7034,0.57,0.8417
TCGA-18-3421-01,0.4507,1.0610875,1.2428,0.033191666666666675,0.8139,0.47,0.6573,0.47,0.8139
TCGA-18-4083-01,-0.0703,0.3686250000000001,0.2967625,0.5143083333333334,0.8214,0.69,0.8171,0.68,0.8214
TCGA-18-4086-01,0.5874,0.20966250000000003,0.4354125,0.22779999999999997,0.7593,0.6,0.6836,0.6,0.7593
TCGA-18-4721-01,-1.2954,0.9438624999999999,1.265825,0.9107583333333333,0.6517,0.39,0.5327,0.39,0.6517
TCGA-18-5592-01,-0.2657,0.09742499999999998,0.6020750000000001,-0.20983333333333332,0.9038,0.84,0.8393,0.85,0.9038
TCGA-21-1071-01,-0.3364,0.06593750000000002,-0.09633749999999999,0.003883333333333345,0.8032,0.29,0.7243,0.29,0.8032
TCGA-21-1072-01,-0.3826,-0.08831249999999996,-0.5842625,-0.47904166666666664,0.9017,0.74,0.8646,0.74,0.9017
TCGA-21-1075-01,-1.1034,-2.0459375,-2.2391875000000003,-1.5862833333333333,0.9691,0.75,0.874,0.75,0.9691
TCGA-21-1076-01,0.2946,0.8299125,0.6807125,1.1904416666666668,0.4538,0.2,0.3107,0.2,0.4538
TCGA-21-1079-01,-0.1633,-0.7754125000000001,-0.848225,-0.28958333333333325,0.792,0.6,0.7281,0.6,0.792
TCGA-21-1080-01,1.7033,0.2377625,0.35852500000000004,-0.09644166666666665,0.8791,0.78,0.8744,0.77,0.8791
TCGA-21-1081-01,0.7158,-1.220125,-0.93825,-0.8255499999999999,0.8696,0.49,0.6573,0.49,0.8696
TCGA-21-1082-01,0.9985,0.38178749999999995,0.2665875,0.21468333333333334,0.7604,0.69,0.6851,0.69,0.7604
TCGA-21-5782-01,0.7946,0.2315625,0.3702875,0.13864166666666664,0.8151,0.48,0.6888,0.48,0.8151
TCGA-21-5783-01,-0.7812,-0.9806875,-1.0727875,-0.5754083333333333,0.8852,0.57,0.7261,0.57,0.8852
TCGA-21-5784-01,1.3711,0.272025,1.085175,0.2297166666666667,0.7286,0.19,0.3985,0.18,0.7286
TCGA-21-5786-01,-0.7483,-0.25895,-0.365625,-0.3310416666666666,0.8599,0.56,0.7458,0.58,0.8599
TCGA-21-5787-01,-0.5062,1.5556249999999998,1.9642,1.3512499999999996,0.6725,0.5,0.614,0.5,0.6725
TCGA-22-0940-01,0.4181,1.501075,1.6450125,1.2242833333333332,0.6421,0.25,0.4622,0.4,0.6421
TCGA-22-0944-01,0.1524,-1.0737125,-1.3091125,-1.189466666666667,0.9343,0.49,0.6573,0.66,0.9343
TCGA-22-1000-01,1.088,0.6086499999999999,0.49493750000000003,0.9675916666666667,0.4517,0.18,0.2998,0.18,0.4517
TCGA-22-1002-01,0.284,-0.22523749999999998,0.33876249999999997,0.1771583333333333,0.7068,0.21,0.6123,0.38,0.7068
TCGA-22-1005-01,-0.3186,1.6411375,1.7155125000000002,1.5468166666666665,0.4767,0.23,0.3405,0.12,0.4767
TCGA-22-1011-01,1.5767,0.39326249999999996,0.329025,0.7873416666666668,0.685,0.36,0.5828,0.36,0.685
TCGA-22-1012-01,0.1268,-0.2665125,-0.06766250000000001,-0.213275,0.851,0.32,0.6215,0.32,0.851
TCGA-22-1016-01,0.1582,-0.46795000000000003,-0.1485625,0.2978416666666667,0.6344,0.33,0.495,0.33,0.6344
TCGA-22-1017-01,-0.4043,0.38292499999999996,0.35019999999999996,0.29610833333333325,0.8259,0.34,0.774,0.34,0.8259
TCGA-22-4591-01,-0.1027,-0.432725,-0.42373749999999993,-0.8616750000000001,0.9257,0.73,0.8583,0.73,0.9257
TCGA-22-4593-01,-1.1215,-0.6112124999999999,-0.6102125,-0.8431166666666666,0.8193,,0.7136,0.77,0.8193
