sampleId,TACSTD2,immune_tcell_effector,cytotoxic,exhaustion,ESTIMATE_Aran,ABSOLUTE_Aran,CPE_Aran,ABSOLUTE_GDC,ESTIMATE_or_ABSOLUTE
TCGA-35-5375-01,1.1209,0.7064625,0.73845,0.19648333333333334,0.7489,0.58,0.7519,0.58,0.7489
TCGA-38-4625-01,-3.408,0.27190000000000003,0.3503625,-0.010333333333333286,0.7476,0.35,0.6678,0.35,0.7476
TCGA-38-4626-01,-0.8085,-0.37984999999999997,-0.0021124999999999877,0.36649166666666666,0.5005,0.2,0.3526,0.28,0.5005
TCGA-38-4627-01,0.1442,-0.3340875,-0.045875,0.20762500000000003,0.4221,,0.4862,0.22,0.4221
TCGA-38-4628-01,0.6897,-1.998875,-1.7555125,-1.026975,0.7247,0.5,0.637,0.5,0.7247
TCGA-38-4631-01,-0.1388,-0.11872500000000001,0.2944875,-0.828575,0.8674,0.32,0.7072,0.49,0.8674
TCGA-38-4632-01,0.4305,0.40375,0.35050000000000003,0.35441666666666677,0.6684,0.35,0.5602,0.37,0.6684
TCGA-38-6178-01,0.0463,-0.9299499999999999,-0.8194625000000001,-0.131775,0.7584,0.33,0.6553,0.32,0.7584
TCGA-38-7271-01,0.2319,1.0193625,1.376675,1.3728083333333334,0.3785,0.19,0.3431,0.26,0.3785
TCGA-38-A44F-01,0.2295,0.586325,0.5322,0.5999333333333333,0.5874,,0.554,0.26,0.5874
TCGA-44-2655-01,0.3898,-0.7529375,-0.5926625,-0.15405000000000002,0.7856,0.3,0.5834,0.33,0.7856
TCGA-44-2656-01,0.8228,1.4208125,1.43295,1.073675,0.5134,0.31,0.4861,0.32,0.5134
TCGA-44-2657-01,0.3616,1.3872125,1.3849500000000001,1.14615,0.493,0.34,0.4853,0.34,0.493
TCGA-44-2659-01,-0.1294,0.5926750000000001,0.230625,0.36775833333333324,0.6325,0.41,0.5517,0.42,0.6325
TCGA-44-2662-01,0.7117,-0.4129875,-0.369225,0.10732499999999999,0.561,0.25,0.4072,0.26,0.561
TCGA-44-2665-01,-0.2422,-0.81575,-0.8918875,0.077025,0.5241,0.45,0.5896,0.43,0.5241
TCGA-44-2666-01,-0.3841,-1.14755,-0.7906625,-0.6457083333333332,0.8679,0.58,0.791,0.56,0.8679
TCGA-44-2668-01,0.345,0.914625,1.00125,0.6139166666666666,0.5242,0.3,0.4297,0.3,0.5242
TCGA-44-3396-01,0.3534,0.6837625,0.6246375000000001,0.6586083333333334,0.4991,0.25,0.4,0.24,0.4991
TCGA-44-3398-01,-0.1126,0.13695000000000002,1.2119125,0.5477500000000001,0.4853,0.24,0.3905,0.19,0.4853
TCGA-44-3918-01,-2.3728,1.7469125,1.7860375,1.3211583333333332,0.4505,0.28,0.4777,0.45,0.4505
TCGA-44-3919-01,0.4571,0.72465,0.313975,0.6549416666666666,0.6119,0.52,0.656,0.51,0.6119
TCGA-44-4112-01,-1.4796,-0.3490375,0.12037500000000001,-0.382325,0.7132,0.55,0.6708,0.57,0.7132
TCGA-44-5643-01,0.9665,0.17205,0.265675,-0.182075,0.8813,0.56,0.6533,0.56,0.8813
TCGA-44-5644-01,-1.5567,-0.8865,-0.5747125,-0.9442333333333334,0.942,0.77,0.8198,0.75,0.942
TCGA-44-5645-01,0.8788,-0.1202875,-0.619975,0.5679833333333333,0.6358,0.54,0.7167,0.54,0.6358
TCGA-44-6145-01,0.2219,1.2497875,1.3977375,0.985475,0.5543,0.31,0.4508,0.31,0.5543
TCGA-44-6146-01,0.7994,-1.111725,-0.980275,-1.2477583333333335,0.9066,0.75,0.9,0.7,0.9066
TCGA-44-6148-01,0.3234,-1.006325,-0.8003124999999999,0.09494999999999998,0.716,0.6,0.7473,0.3,0.716
TCGA-44-6774-01,-0.8396,-0.545,-0.5170625,0.21986666666666674,0.5131,0.36,0.5043,0.45,0.5131
TCGA-44-6775-01,0.6972,-0.49754999999999994,-0.7865249999999999,0.3863583333333333,0.5219,0.4,0.7367,0.27,0.5219
TCGA-44-6776-01,-0.3428,-1.2603250000000001,-0.847125,-0.9256333333333334,0.9077,0.65,0.8193,0.65,0.9077
TCGA-44-6777-01,-0.4646,0.018175000000000007,0.11201249999999999,0.536275,0.3351,0.35,0.5186,0.34,0.3351
TCGA-44-6778-01,-2.0546,1.4179749999999998,1.2647875,1.373,0.4928,0.26,0.4164,0.25,0.4928
TCGA-44-6779-01,1.1006,1.2429499999999998,1.5237625,0.74565,0.5637,0.45,0.5646,0.6,0.5637
TCGA-44-7659-01,-0.3769,-0.6568875000000001,-0.4140875,-0.42314166666666675,0.8207,0.58,0.74,0.56,0.8207
TCGA-44-7660-01,1.3949,-0.1681125,-0.18803750000000002,-0.12970833333333334,0.8657,0.75,0.8281,0.58,0.8657
TCGA-44-7661-01,-0.7446,0.43305,0.07779999999999998,0.6611916666666667,0.5604,0.3,0.4876,0.29,0.5604
TCGA-44-7662-01,0.5764,0.486675,0.654575,0.24810833333333335,0.6064,0.33,0.4761,0.33,0.6064
TCGA-44-7667-01,-2.284,-0.14447500000000002,-0.33348749999999994,-0.9086500000000002,0.894,0.37,0.6368,0.37,0.894
TCGA-44-7669-01,-1.9091,0.18291250000000003,0.11975,0.35133333333333333,0.7717,0.5,0.637,0.5,0.7717
TCGA-44-7670-01,-0.3536,-0.4206375,-0.44254999999999994,-0.6866666666666666,0.9277,0.5,0.7263,0.5,0.9277
TCGA-44-7671-01,-0.3775,-1.60805,-1.4320375,-1.235683333333333,0.8345,0.67,0.7982,0.58,0.8345
TCGA-44-7672-01,-0.3273,0.8166625000000001,0.88205,0.8916916666666665,0.4866,0.19,0.4187,0.21,0.4866
TCGA-44-8117-01,1.9307,-0.09415000000000001,-0.3149,-0.209325,0.7848,0.66,0.7326,0.66,0.7848
TCGA-44-8119-01,-0.8641,0.39833749999999996,0.6155875000000001,0.09904166666666668,0.6601,0.55,0.5584,0.55,0.6601
TCGA-44-8120-01,0.0094,-0.8583124999999998,-0.8700749999999999,-0.27624166666666666,0.7375,0.53,0.6556,0.54,0.7375
TCGA-44-A479-01,-2.5283,1.388875,1.233675,1.0861583333333333,0.5029,,0.3824,0.36,0.5029
TCGA-44-A47A-01,0.3373,-0.36566249999999995,-0.5367,0.3015,0.7138,,0.6494,0.34,0.7138
TCGA-44-A47B-01,-0.5037,0.44482499999999997,0.553025,0.03552500000000005,0.7711,,0.6985,0.5,0.7711
TCGA-44-A47G-01,0.543,0.98265,0.8446249999999998,0.9746416666666667,0.5044,,0.3734,0.24,0.5044
TCGA-44-A4SS-01,1.0436,1.1023625,1.0382250000000002,0.6487583333333334,0.6084,,0.4406,0.25,0.6084
TCGA-44-A4SU-01,0.6941,-0.21696249999999997,-0.735325,0.0060749999999999875,0.7925,,0.6701,0.59,0.7925
TCGA-49-4486-01,0.2841,-1.319425,-0.863175,-1.5277666666666667,0.9433,0.72,0.8456,0.73,0.9433
TCGA-49-4487-01,-0.6334,1.18625,1.2237125,0.7131749999999998,0.5913,0.22,0.4429,0.17,0.5913
TCGA-49-4488-01,1.9932,0.35307499999999997,0.39311250000000003,-0.267975,0.7865,0.44,0.6937,0.45,0.7865
TCGA-49-4490-01,1.5544,-0.88355,-0.8703125,-0.563275,0.7794,0.26,0.6257,0.26,0.7794
TCGA-49-4494-01,0.1783,0.2761375,0.5131750000000002,-0.41369166666666657,0.7827,0.3,0.7019,0.46,0.7827
TCGA-49-4501-01,1.0317,-0.1237125,0.11818749999999997,-0.08858333333333333,0.674,0.44,0.5801,0.43,0.674
TCGA-49-4505-01,0.7785,0.5651249999999999,0.6750000000000002,0.46074166666666655,0.6223,0.44,0.5801,0.45,0.6223
TCGA-49-4506-01,-0.4366,1.0544875,1.5297250000000002,0.22046666666666667,0.7356,0.25,0.6515,0.25,0.7356
TCGA-49-4507-01,1.4582,1.3487375000000001,2.095575,0.5817166666666667,0.7095,0.35,0.616,0.35,0.7095
TCGA-49-4510-01,0.3905,-0.7863625,-0.2547875,-0.6222,0.8427,0.64,0.7697,0.64,0.8427
TCGA-49-4512-01,-0.1882,-1.3288125000000002,-1.4211999999999998,-0.3531583333333333,0.6579,0.48,0.669,0.32,0.6579
TCGA-49-4514-01,0.263,0.5914874999999999,0.6560124999999999,-0.039458333333333324,0.8285,0.35,0.6207,0.35,0.8285
TCGA-49-6742-01,0.4404,-1.0008125,-0.8007125,-1.0456,0.92,0.49,0.7352,0.49,0.92
TCGA-49-6743-01,0.6514,-0.0023999999999999924,0.127875,0.051425,0.7237,0.27,0.5671,0.27,0.7237
TCGA-49-6744-01,0.0248,0.55345,0.7711999999999999,0.8254166666666666,0.498,0.23,0.4123,0.37,0.498
TCGA-49-6745-01,0.9545,0.6981125000000001,0.49054999999999993,0.41325000000000006,0.6068,0.37,0.5477,0.24,0.6068
TCGA-49-6761-01,-0.2916,0.8033875000000001,0.899,0.4680416666666667,0.7429,0.3,0.6033,0.29,0.7429
TCGA-49-6767-01,2.4005,1.3340375000000002,0.9762,-0.1754083333333333,0.7716,0.43,0.614,0.43,0.7716
TCGA-49-AAQV-01,0.5246,-0.3451875,-0.28996249999999996,-0.10060833333333334,0.8063,,0.5552,0.25,0.8063
TCGA-49-AAR0-01,0.1777,0.09321249999999999,0.29321250000000004,0.45213333333333344,0.723,,0.6344,0.51,0.723
TCGA-49-AAR2-01,0.3231,-0.07187500000000001,-0.11134999999999999,-0.01711666666666665,0.8215,,0.5942,0.69,0.8215
TCGA-49-AAR3-01,0.3481,1.949525,1.6817875,1.0941666666666665,0.5464,,0.5929,0.32,0.5464
TCGA-49-AAR4-01,0.9051,1.553375,1.7205125,0.8436083333333334,0.6419,,0.5243,0.22,0.6419
TCGA-49-AAR9-01,1.0682,-0.4281375,-0.27480000000000004,-0.6408083333333333,0.9207,,0.7622,0.75,0.9207
TCGA-49-AARE-01,1.558,0.044987499999999986,0.006787500000000005,-0.16166666666666665,0.8013,,0.7406,0.42,0.8013
TCGA-49-AARN-01,0.3296,-0.40752499999999997,-0.34346249999999995,-0.29592499999999994,0.8033,,0.7562,0.43,0.8033
TCGA-49-AARO-01,1.3212,0.416725,0.599125,0.566475,0.585,,0.5745,0.28,0.585
TCGA-49-AARQ-01,-1.5035,0.5251625,0.5380625,0.13112499999999994,0.8616,,0.8225,0.52,0.8616
TCGA-49-AARR-01,0.2195,-0.18418749999999998,0.314775,0.3839666666666666,0.6546,,0.6664,0.64,0.6546
TCGA-4B-A93V-01,-1.5735,0.4864625,0.4932500000000001,-0.1865333333333333,0.8629,,0.6573,0.62,0.8629
TCGA-50-5044-01,-1.7881,0.35250000000000004,0.8597,0.24289999999999998,0.7143,0.22,0.5726,0.23,0.7143
TCGA-50-5045-01,0.0033,0.954,0.8629625,1.0861916666666664,0.3902,0.29,0.4327,0.22,0.3902
TCGA-50-5049-01,0.3232,1.745775,1.444775,1.3057666666666667,0.3025,0.36,0.44,0.26,0.3025
TCGA-50-5051-01,0.1358,-1.5840375,-1.07495,-0.8720083333333332,0.8944,0.59,0.7233,0.59,0.8944
TCGA-50-5055-01,0.3405,0.9549625,1.0981625,1.1357083333333333,0.3712,0.17,0.2992,0.13,0.3712
TCGA-50-5066-01,-0.7177,1.4373624999999999,1.6895,0.9642416666666667,0.4861,0.29,0.4019,0.27,0.4861
TCGA-50-5068-01,0.6007,1.0132,1.123525,0.6846333333333333,0.5419,0.24,0.4018,0.24,0.5419
TCGA-50-5072-01,0.7312,-0.8035500000000001,-0.8261625000000002,-0.5057,0.8296,0.36,0.6525,0.4,0.8296
TCGA-50-5930-01,0.6307,0.3181875,0.618125,0.22972500000000004,0.6615,0.98,0.5508,0.95,0.6615
TCGA-50-5931-01,0.1058,-1.5092625000000002,-1.5666125,-1.5776500000000002,0.9153,0.75,0.8271,0.86,0.9153
TCGA-50-5932-01,1.1859,-1.24075,-1.0392,-1.364725,0.8793,0.84,0.8322,0.84,0.8793
TCGA-50-5933-01,0.0747,-0.034599999999999964,-0.209625,0.261425,0.517,0.29,0.4379,0.3,0.517
TCGA-50-5935-01,-0.4163,-0.040275000000000005,-0.1407875,-0.34366666666666673,0.7331,0.57,0.7367,0.39,0.7331
TCGA-50-5936-01,0.9546,-0.8070999999999999,-0.9817499999999999,-0.29581666666666667,0.7575,0.44,0.6819,0.6,0.7575
TCGA-50-5939-01,1.2667,-0.60215,-0.37456249999999996,0.09437500000000003,0.6441,0.33,0.5016,0.38,0.6441
TCGA-50-5941-01,0.2792,1.2177749999999998,0.8313375,1.015275,0.5338,0.23,0.381,0.27,0.5338
TCGA-50-5942-01,-0.0762,-0.633725,-0.7458624999999999,-0.21572499999999997,0.7812,0.69,0.7653,0.69,0.7812
TCGA-50-5944-01,0.8045,-1.20065,-1.3629625,-0.5498166666666668,0.7087,0.57,0.7034,0.57,0.7087
TCGA-50-5946-01,0.8176,-0.7271625,-1.127575,-0.5766083333333333,0.9354,0.68,0.7409,0.75,0.9354
TCGA-50-6590-01,-0.7327,1.0887875,0.9091125,1.0182916666666666,0.6129,0.25,0.4514,0.25,0.6129
TCGA-50-6591-01,-3.0085,-2.8792375,-3.265125,-2.0012666666666665,0.9634,0.9,0.895,0.9,0.9634
TCGA-50-6592-01,0.6386,1.1985375,1.5286125,0.6235583333333333,0.6554,0.28,0.4683,0.28,0.6554
TCGA-50-6593-01,0.4893,-1.208725,-1.3448,-0.02230833333333333,0.6359,0.3,0.5698,0.31,0.6359
TCGA-50-6594-01,0.0292,-0.3357625000000001,-0.684675,-0.20732500000000006,0.8175,0.61,0.7413,0.6,0.8175
TCGA-50-6595-01,0.3341,0.6581375,0.7951,0.3243,0.6048,0.18,0.4503,0.22,0.6048
TCGA-50-6597-01,0.5169,0.17411250000000003,0.1642,-0.004141666666666609,0.7524,0.38,0.6542,0.48,0.7524
TCGA-50-6673-01,-0.5415,-1.0779625,-1.31235,-0.41739166666666666,0.7484,0.35,0.6361,0.35,0.7484
TCGA-50-7109-01,-0.1933,0.598875,0.5587,-0.19346666666666668,0.7532,0.44,0.64,0.44,0.7532
TCGA-50-8457-01,-0.0526,0.3293875,0.29848749999999996,0.530625,0.5791,,0.5992,0.6,0.5791
TCGA-50-8459-01,-0.1413,-0.3328,-0.19045,0.742025,0.3987,,0.5505,0.29,0.3987
TCGA-50-8460-01,0.4613,-0.28546250000000006,0.3690625,0.3084833333333333,0.6713,,0.5551,0.42,0.6713
TCGA-53-7624-01,0.3163,0.37636250000000004,-0.014812499999999992,0.057683333333333316,0.8854,0.69,0.8436,0.69,0.8854
TCGA-53-7626-01,0.5802,0.7079374999999999,0.7647125,0.8102833333333335,0.543,0.42,0.5549,0.42,0.543
TCGA-53-7813-01,-0.5303,0.5185124999999999,0.18763750000000007,-0.19752500000000003,0.872,0.36,0.5043,0.36,0.872
TCGA-53-A4EZ-01,-1.1843,-0.5575875,-0.5727,-0.7628333333333334,0.9139,,0.7135,0.47,0.9139
TCGA-55-1592-01,1.0174,-0.6352625,-0.8113875000000002,-0.3796583333333334,0.7697,0.48,0.6978,0.49,0.7697
TCGA-55-1594-01,-1.8207,0.093875,-0.028162500000000007,-0.3631166666666666,0.8366,0.55,0.6844,0.55,0.8366
TCGA-55-1595-01,-0.8335,0.31821249999999995,0.05155,0.08070833333333334,0.7153,0.35,0.5594,0.52,0.7153
TCGA-55-1596-01,1.4126,-0.3353625,-0.323425,-0.5504750000000002,0.8737,0.63,0.7913,0.63,0.8737
TCGA-55-5899-01,-3.1972,0.433925,0.412575,0.03614166666666665,0.7552,0.67,0.7421,0.67,0.7552
TCGA-55-6543-01,0.4238,-0.761825,-0.7417125,-0.6195,0.7273,0.65,0.7295,0.65,0.7273
TCGA-55-6642-01,-0.4586,0.6457250000000001,0.91425,0.33725000000000005,0.582,0.36,0.5125,0.37,0.582
TCGA-55-6712-01,1.3303,1.0112249999999998,0.91785,0.6599833333333334,0.6148,0.29,0.4532,0.29,0.6148
TCGA-55-6968-01,-1.7636,0.9420624999999998,0.8199375,0.7661250000000001,0.7441,0.66,0.6713,0.65,0.7441
TCGA-55-6969-01,-1.4919,0.9314875,0.9865625,0.7931166666666667,0.5854,0.23,0.4475,0.25,0.5854
TCGA-55-6970-01,-0.4531,0.3824000000000001,0.039937499999999994,0.290175,0.7247,0.56,0.6653,0.56,0.7247
TCGA-55-6971-01,-1.1811,1.4269500000000002,1.1952375000000002,1.1200583333333334,0.5294,0.23,0.381,0.23,0.5294
TCGA-55-6972-01,-0.4634,-1.468425,-0.7137125000000001,-2.4416666666666664,0.9826,0.91,0.9048,0.83,0.9826
TCGA-55-6975-01,0.4908,-0.7058125000000001,-0.4442125,-0.5872749999999999,0.7126,0.46,0.5991,0.46,0.7126
TCGA-55-6978-01,-0.3114,2.010725,1.787275,1.2335,0.4389,0.23,0.4128,0.26,0.4389
TCGA-55-6979-01,-0.0177,1.4364000000000001,0.80395,1.2103833333333334,0.457,0.19,0.3431,0.33,0.457
TCGA-55-6980-01,1.4715,-0.10012500000000002,-0.250075,0.27610833333333334,0.5875,0.32,0.4959,0.31,0.5875
TCGA-55-6981-01,0.4849,-1.552,-1.4642000000000002,-0.46451666666666674,0.8072,0.27,0.5575,0.26,0.8072
TCGA-55-6982-01,-0.1738,0.06117500000000001,-0.5733625,-0.033933333333333364,0.6224,0.25,0.5638,0.25,0.6224
TCGA-55-6983-01,-0.4049,0.13850000000000004,0.439825,0.0984333333333333,0.6569,0.35,0.5446,0.27,0.6569
TCGA-55-6984-01,0.953,-1.2101125,-0.8112,-0.8336166666666668,0.8737,0.84,0.7928,0.81,0.8737
TCGA-55-6985-01,0.7045,0.8645999999999999,0.8753124999999999,0.6505083333333334,0.6408,0.38,0.5233,0.39,0.6408
TCGA-55-6986-01,-0.2142,-0.7010000000000001,-0.7192125,-0.4703000000000001,0.7872,0.4,0.6777,0.4,0.7872
TCGA-55-6987-01,-0.3591,1.8134875,2.0486750000000002,1.2645583333333332,0.4882,0.16,0.3147,0.16,0.4882
TCGA-55-7227-01,1.3856,0.35858750000000006,0.30866249999999995,0.6183916666666667,0.5934,0.53,0.6584,,0.5934
TCGA-55-7281-01,1.8958,0.1060125,0.1617625,0.2702,0.5893,0.42,0.5588,0.42,0.5893
TCGA-55-7283-01,0.0184,0.05413749999999999,0.315,-0.29045000000000004,0.7851,0.47,0.7103,0.47,0.7851
TCGA-55-7284-01,0.161,-0.1437375,0.0008000000000000021,-0.10902499999999998,0.694,0.4,0.6025,0.4,0.694
TCGA-55-7570-01,-1.8499,-0.48916250000000006,-0.619275,-0.484875,0.9318,0.57,0.7034,0.57,0.9318
TCGA-55-7573-01,0.8052,0.0972,-0.4120625,0.17356666666666667,0.6836,0.33,0.6328,0.33,0.6836
TCGA-55-7574-01,-1.0048,0.6303875,0.793325,1.001975,0.5072,0.19,0.3431,0.19,0.5072
TCGA-55-7576-01,1.2511,-0.102575,-0.40832500000000005,-0.027174999999999994,0.7337,0.48,0.6489,0.47,0.7337
TCGA-55-7724-01,0.3301,0.46525,0.58495,0.32083333333333336,0.5985,0.26,0.5022,0.28,0.5985
TCGA-55-7725-01,0.1551,0.6259125,0.21738749999999996,0.22478333333333333,0.7023,0.6,0.6887,0.61,0.7023
TCGA-55-7726-01,1.2412,-0.6557625,-0.8453250000000001,-0.4685416666666667,0.666,0.25,0.5615,0.26,0.666
TCGA-55-7727-01,0.7097,0.34025000000000005,-0.21853750000000002,-0.016933333333333342,0.7681,0.38,0.6357,0.56,0.7681
TCGA-55-7728-01,0.5369,0.2139875,0.343225,0.6813833333333333,0.5963,0.42,0.539,0.42,0.5963
TCGA-55-7815-01,-0.3343,0.37725,-0.4728125,0.09402499999999998,0.6085,0.29,0.4681,0.29,0.6085
TCGA-55-7816-01,-2.3763,0.85565,0.4404375,0.7882333333333333,,,0.5679,,
TCGA-55-7903-01,0.5698,0.75895,0.7203999999999999,0.011449999999999997,0.807,0.64,0.7098,0.64,0.807
TCGA-55-7907-01,0.8297,0.7087875,0.6055,0.5160916666666667,0.6943,0.4,0.5498,0.39,0.6943
TCGA-55-7910-01,-2.8549,-0.6807375,-0.708125,-0.5314,0.8618,0.58,0.7195,0.58,0.8618
TCGA-55-7911-01,-0.7406,1.1821374999999998,1.0633,0.9325416666666667,0.6936,0.38,0.5588,0.23,0.6936
TCGA-55-7913-01,-0.1939,-0.6763625,-1.0111,-0.9979166666666665,0.9445,0.35,0.5537,0.35,0.9445
TCGA-55-7914-01,-0.4565,0.266575,0.08528750000000003,0.05115833333333333,0.7673,0.56,0.6939,0.56,0.7673
TCGA-55-7994-01,0.348,1.327175,1.5010875,0.7423083333333333,0.6996,0.51,0.6245,0.51,0.6996
TCGA-55-7995-01,0.4915,1.5275625000000002,1.300175,0.92815,0.6382,0.49,0.5924,0.49,0.6382
TCGA-55-8085-01,-0.2411,0.9273375,0.7131875000000001,0.41608333333333336,0.725,0.56,0.6248,0.56,0.725
TCGA-55-8087-01,0.3121,-1.6204749999999999,-1.941025,-0.5201749999999999,0.8301,0.81,0.8572,0.82,0.8301
TCGA-55-8089-01,0.522,1.9627625000000002,2.134325,1.3900166666666667,0.4928,0.19,0.3411,0.33,0.4928
TCGA-55-8090-01,0.68,-0.5226625,-1.0079625,-0.25864166666666666,0.7571,0.59,0.7223,0.41,0.7571
TCGA-55-8091-01,0.6469,0.1766625,0.1585625,0.42606666666666665,0.5815,0.57,0.6776,0.6,0.5815
TCGA-55-8092-01,-0.0607,1.109575,1.088625,0.8099916666666666,0.6648,0.38,0.5233,0.38,0.6648
TCGA-55-8094-01,-0.3491,-1.5331250000000003,-1.4236000000000002,-1.3099666666666667,0.9856,0.79,0.8439,0.79,0.9856
TCGA-55-8096-01,-0.5372,-0.34126249999999997,-0.4296,0.023416666666666672,0.6047,0.26,0.4737,0.25,0.6047
TCGA-55-8097-01,0.1887,-0.6484375,-0.8959,-0.11735833333333334,0.7697,0.63,0.7493,0.64,0.7697
TCGA-55-8203-01,-0.1917,0.49627499999999997,0.2201125,0.40520833333333334,0.7439,0.38,0.5405,0.38,0.7439
TCGA-55-8204-01,1.5778,0.2525375,0.1634375,-0.07457500000000002,0.7604,0.34,0.5852,0.34,0.7604
TCGA-55-8205-01,-0.3454,1.5225625,1.12265,0.9717083333333333,0.5191,0.23,0.381,0.22,0.5191
TCGA-55-8206-01,0.7228,-0.795775,-1.0005249999999999,0.43829999999999997,0.6,0.46,0.5991,0.46,0.6
TCGA-55-8207-01,0.6945,-0.528025,-0.222575,-0.08356666666666668,0.6053,0.57,0.7034,0.57,0.6053
TCGA-55-8208-01,0.1652,1.4106500000000002,1.1047,1.27505,0.4072,0.17,0.3242,0.24,0.4072
TCGA-55-8299-01,-0.6433,1.5069750000000002,1.8792375,0.9572000000000002,0.4523,,0.4137,,0.4523
TCGA-55-8301-01,-0.3217,1.5064250000000001,1.5788499999999999,1.1158499999999998,0.5319,0.23,0.381,0.26,0.5319
TCGA-55-8302-01,0.9106,0.5583625,-0.13126250000000003,0.049133333333333334,0.8,,0.6573,0.46,0.8
