sampleId,TACSTD2,immune_tcell_effector,cytotoxic,exhaustion,ESTIMATE_Aran,ABSOLUTE_Aran,CPE_Aran,ABSOLUTE_GDC,ESTIMATE_or_ABSOLUTE
TCGA-56-A5DR-01,0.5162,-0.17981249999999996,-0.08151249999999999,-0.24167500000000006,0.8426,,0.7466,,0.8426
TCGA-56-A5DS-01,0.6956,-0.12417500000000001,-0.1694125,0.07205833333333336,0.8132,,0.5814,0.32,0.8132
TCGA-56-A62T-01,0.5065,-0.7807,-0.17117500000000002,-0.3494666666666666,0.8392,,0.881,0.51,0.8392
TCGA-58-8386-01,-0.7876,-0.11231250000000002,-0.0796125,-0.10350833333333331,0.7017,,0.6054,0.35,0.7017
TCGA-58-8387-01,0.4699,0.9288,1.0786875,0.9733166666666667,0.7826,0.38,0.5233,0.38,0.7826
TCGA-58-8388-01,-0.5013,0.5727374999999999,0.28477499999999994,0.5433833333333333,0.7202,,0.6977,0.71,0.7202
TCGA-58-8390-01,-0.9543,-0.46597500000000003,-0.4749749999999999,-0.4382,0.7964,,0.734,0.82,0.7964
TCGA-58-8391-01,0.651,-0.660125,-0.6773750000000001,-0.8725999999999999,0.935,,0.8602,0.62,0.935
TCGA-58-8392-01,-0.1523,-1.1944000000000001,-1.2290124999999998,-1.0051916666666667,0.9558,,0.7913,,0.9558
TCGA-58-8393-01,0.5794,1.283575,1.1927500000000002,0.7902166666666668,0.6644,,0.5349,0.3,0.6644
TCGA-58-A46J-01,0.3532,-0.4167375,-0.31684999999999997,-0.31045833333333334,0.8274,,0.7761,0.51,0.8274
TCGA-58-A46K-01,-0.4508,0.348075,0.2282125,0.050108333333333345,0.9177,,0.7737,0.61,0.9177
TCGA-58-A46L-01,-0.3184,0.8970499999999999,0.6550875,0.43611666666666665,0.8,,0.7019,0.58,0.8
TCGA-58-A46M-01,-1.2819,1.0871874999999998,1.0126000000000002,0.4653916666666667,0.8428,,0.7445,0.55,0.8428
TCGA-58-A46N-01,0.4621,-0.6619249999999999,-0.68095,-0.5106666666666667,0.964,,0.902,0.89,0.964
TCGA-60-2695-01,-0.4573,0.41016250000000004,0.43105000000000004,0.4904583333333334,0.8376,0.81,0.79,0.81,0.8376
TCGA-60-2696-01,1.2248,0.3986875,0.31413750000000007,0.30021666666666674,0.756,0.42,0.6792,0.42,0.756
TCGA-60-2697-01,-0.0627,0.8813625,1.0535125,1.2936166666666664,0.476,0.27,0.3589,0.18,0.476
TCGA-60-2698-01,0.4212,0.6223875,0.746575,0.41868333333333324,0.6914,0.41,0.5914,0.26,0.6914
TCGA-60-2703-01,-0.1155,-1.134925,-0.8983625,-0.5338666666666666,0.8379,0.26,0.5999,0.26,0.8379
TCGA-60-2704-01,-0.7969,0.5825125,0.34465,0.9067500000000001,0.4861,0.21,0.415,0.21,0.4861
TCGA-60-2706-01,-1.034,0.6325500000000001,0.571825,0.4403333333333334,0.7412,0.48,0.659,0.48,0.7412
TCGA-60-2707-01,1.3431,-0.9341875000000001,-0.36777499999999996,-0.432325,0.7195,0.43,0.6296,0.6,0.7195
TCGA-60-2708-01,-0.7319,-1.6780125,-1.4030500000000001,-0.3778750000000001,0.7696,0.58,0.7129,0.58,0.7696
TCGA-60-2709-01,-0.7286,0.7343625,0.6993250000000001,1.1125666666666667,0.4835,0.28,0.4263,0.15,0.4835
TCGA-60-2710-01,0.5947,0.18777499999999997,-0.038612499999999994,0.3515916666666667,0.7404,0.65,0.7792,0.65,0.7404
TCGA-60-2711-01,0.1939,0.478,0.5259625,0.07918333333333334,0.9058,0.67,0.7982,0.65,0.9058
TCGA-60-2712-01,-0.5199,1.1456250000000001,1.014525,1.2177666666666667,0.5193,0.36,0.5043,0.36,0.5193
TCGA-60-2713-01,-0.0932,0.746525,0.7379374999999999,0.6674916666666668,0.6019,0.63,0.7603,0.63,0.6019
TCGA-60-2714-01,-0.3503,0.7262125,0.7828624999999999,0.3687666666666667,0.7587,0.34,0.6126,0.34,0.7587
TCGA-60-2715-01,-0.7984,0.28906250000000006,0.45755,0.8518166666666667,0.4902,0.19,0.3431,0.19,0.4902
TCGA-60-2716-01,1.024,-1.9444375000000003,-1.8268375,-1.4670833333333333,0.9728,,0.7931,0.68,0.9728
TCGA-60-2719-01,0.3826,-0.23553749999999998,-0.2321875,-0.48000000000000004,0.8777,0.79,0.912,0.79,0.8777
TCGA-60-2720-01,0.5435,0.359975,0.7269500000000001,0.060474999999999994,0.7333,0.32,0.6483,0.33,0.7333
TCGA-60-2721-01,0.2298,1.177125,1.0795875,0.706,0.6769,0.61,0.7413,0.61,0.6769
TCGA-60-2722-01,0.5391,-0.8068249999999999,-1.1193624999999998,-0.40805833333333336,0.9275,0.83,0.9121,0.81,0.9275
TCGA-60-2723-01,-1.102,0.86365,1.486275,0.7633833333333334,0.7237,0.4,0.6353,0.39,0.7237
TCGA-60-2724-01,0.15,-1.7823250000000002,-1.446175,-1.1153083333333333,0.7875,0.47,0.7219,0.47,0.7875
TCGA-60-2725-01,-0.239,0.873975,0.7478875,0.7539916666666667,0.5742,,0.4323,0.35,0.5742
TCGA-60-2726-01,0.1432,0.5240250000000001,0.8526375000000002,0.1820166666666667,0.8672,0.48,0.7913,0.48,0.8672
TCGA-63-5128-01,-0.2007,-1.6412749999999996,-1.5154750000000001,-1.3363916666666666,0.9143,0.72,0.8456,0.72,0.9143
TCGA-63-5131-01,0.1875,-1.1861125,-0.6442250000000002,-0.8323166666666667,0.8974,0.54,0.7443,0.54,0.8974
TCGA-63-6202-01,-2.5187,1.3439125,1.241125,1.0135583333333336,0.5463,0.27,0.4318,0.42,0.5463
TCGA-63-7020-01,0.7079,0.7545625000000001,0.9545374999999999,0.24095833333333336,0.7965,0.48,0.6181,0.48,0.7965
TCGA-63-7021-01,1.0458,0.2527875,0.5693625,0.5798000000000001,0.7353,0.26,0.511,0.26,0.7353
TCGA-63-7022-01,-0.3403,0.4951875,0.775225,1.0583500000000001,0.4408,0.22,0.3308,0.22,0.4408
TCGA-63-7023-01,-1.1232,-0.022499999999999996,0.1482875,0.043100000000000006,0.8936,0.74,0.8653,0.85,0.8936
TCGA-63-A5M9-01,-1.3171,0.058037500000000006,-0.0548,0.19965,0.8536,,0.8116,0.6,0.8536
TCGA-63-A5MB-01,-0.5604,0.31177499999999997,0.24175000000000002,-0.06915833333333334,0.9038,,0.836,0.65,0.9038
TCGA-63-A5MG-01,1.1303,-0.4378875,-0.3421125,0.200125,0.7754,,0.6126,0.31,0.7754
TCGA-63-A5MH-01,-0.1125,-0.538975,-0.7421749999999999,-0.48599166666666677,0.9233,,0.7435,0.91,0.9233
TCGA-63-A5MI-01,-0.2181,-1.0110125,-1.0241125,-1.0186583333333332,0.9501,,0.7996,0.47,0.9501
TCGA-63-A5MJ-01,-0.0605,-0.041975000000000005,-0.1576875,-0.17959999999999998,0.8114,,0.7913,0.44,0.8114
TCGA-63-A5ML-01,-0.8961,0.1999875,0.36291249999999997,0.29950000000000004,0.8598,,0.851,0.71,0.8598
TCGA-63-A5MM-01,0.53,1.1780249999999999,1.363925,0.9206416666666666,0.5947,,0.4502,0.35,0.5947
TCGA-63-A5MN-01,0.5189,1.2898,1.104525,1.5090333333333332,0.4721,,0.3216,0.2,0.4721
TCGA-63-A5MP-01,0.6979,0.43439999999999995,0.45787500000000003,0.911775,0.764,,0.6573,0.33,0.764
TCGA-63-A5MR-01,0.2693,-0.30937499999999996,-0.6346625,-0.2985166666666667,0.9001,,0.7075,0.32,0.9001
TCGA-63-A5MS-01,-0.3699,0.3807625,0.259925,0.67605,0.658,,0.5599,0.2,0.658
TCGA-63-A5MT-01,0.3728,-0.8767,-0.586225,-0.05994999999999998,0.7388,,0.6126,0.39,0.7388
TCGA-63-A5MU-01,0.6456,-1.02735,-1.3534375000000003,-1.2095666666666667,0.9704,,0.8006,0.81,0.9704
TCGA-63-A5MV-01,-0.2752,-0.294875,-0.29336249999999997,0.5279333333333334,0.7181,,0.6126,0.35,0.7181
TCGA-63-A5MW-01,-1.3628,-0.1728625,-0.2794625,-0.22085,0.8621,,0.8216,0.66,0.8621
TCGA-63-A5MY-01,0.6797,-1.5169249999999999,-2.477975,-2.0263250000000004,0.9911,,0.8158,0.85,0.9911
TCGA-66-2727-01,0.149,0.1984,0.17304999999999998,-0.011716666666666676,0.8321,0.47,0.7825,0.47,0.8321
TCGA-66-2734-01,0.3549,-0.89135,-0.6448750000000001,-0.46195833333333325,0.6814,0.22,0.5779,0.36,0.6814
TCGA-66-2737-01,-0.2802,0.252725,0.11974999999999997,0.483075,0.6381,0.31,0.5191,0.48,0.6381
TCGA-66-2742-01,1.2415,-0.38288750000000005,-0.3871625,-0.21069999999999997,0.7986,0.45,0.737,0.44,0.7986
TCGA-66-2744-01,-0.3312,1.505225,1.7827499999999998,1.3641083333333333,0.5432,0.37,0.5138,0.37,0.5432
TCGA-66-2753-01,-0.4905,-0.41675,-0.7663125,-0.33096666666666663,0.8078,0.39,0.7495,0.39,0.8078
TCGA-66-2754-01,-3.4309,-0.6617375,-0.6847000000000001,-0.6978499999999999,0.9596,0.87,0.9556,0.87,0.9596
TCGA-66-2755-01,-2.5587,0.50145,0.5370250000000001,0.9467249999999999,0.5703,0.3,0.4474,0.3,0.5703
TCGA-66-2756-01,-1.122,-0.09987499999999999,-0.2333125,-0.18872499999999995,0.8957,0.72,0.8456,0.71,0.8957
TCGA-66-2757-01,-1.2132,0.596575,0.490275,-0.023299999999999998,0.8129,0.86,0.7913,0.86,0.8129
TCGA-66-2758-01,-1.4513,1.3815625,1.6546999999999998,0.9622333333333334,0.7499,0.49,0.6709,0.5,0.7499
TCGA-66-2759-01,1.1761,0.4785625,0.474625,0.4699166666666666,0.7646,0.5,0.6908,0.5,0.7646
TCGA-66-2763-01,0.5487,0.1123125,0.14696250000000002,0.005958333333333334,0.8479,0.67,0.7982,0.67,0.8479
TCGA-66-2765-01,0.3345,0.3681,0.1704375,0.0633083333333333,0.729,0.51,0.6465,0.51,0.729
TCGA-66-2766-01,0.3024,-0.347125,-0.1028375,-0.35485000000000005,0.8765,0.75,0.8428,0.75,0.8765
TCGA-66-2767-01,0.031,1.3953375,1.3581124999999998,1.4301833333333336,0.5499,0.27,0.419,0.27,0.5499
TCGA-66-2768-01,0.9714,0.498625,0.4385,0.09161666666666667,0.807,0.57,0.7034,0.57,0.807
TCGA-66-2769-01,-1.1818,0.3770625000000001,0.41518750000000004,0.730625,0.5914,0.32,0.4664,0.32,0.5914
TCGA-66-2770-01,-0.269,0.6705375,0.5570875,0.6129166666666667,0.7232,0.55,0.6844,0.64,0.7232
TCGA-66-2771-01,1.333,0.9884625,1.0357625,0.8507833333333332,0.6199,0.44,0.5801,0.44,0.6199
TCGA-66-2773-01,0.2227,0.5216,0.28725,0.36385833333333334,0.7352,0.7,0.6509,0.41,0.7352
TCGA-66-2777-01,0.6383,-0.7058875,-0.3377375,0.04604166666666667,0.7274,0.87,0.8141,0.3,0.7274
TCGA-66-2778-01,1.3615,-0.572625,-0.2912875,-0.5304166666666666,0.801,0.38,0.7403,0.38,0.801
TCGA-66-2780-01,1.3457,-0.1371,-0.035625000000000004,-0.3323333333333333,0.7593,0.47,0.6836,0.47,0.7593
TCGA-66-2781-01,-0.085,-0.461125,-0.24266250000000003,-0.39910833333333323,0.8335,0.4,0.7466,0.4,0.8335
TCGA-66-2782-01,0.7293,0.40222500000000005,0.6196999999999999,0.36819166666666675,0.6814,0.35,0.5779,0.52,0.6814
TCGA-66-2783-01,0.8834,-0.5412375,-0.1926,0.07139166666666664,0.8073,0.57,0.7488,0.57,0.8073
TCGA-66-2785-01,0.9542,1.5045875,1.626375,1.0229583333333334,0.6508,0.4,0.5422,0.4,0.6508
TCGA-66-2786-01,0.673,0.14604999999999999,0.21516249999999998,0.28385000000000005,0.7613,0.4,0.6573,0.57,0.7613
TCGA-66-2787-01,-4.2513,0.969225,1.016875,0.7296,0.7357,0.35,0.6515,0.36,0.7357
TCGA-66-2788-01,0.4009,0.5272,0.43151249999999997,0.4753083333333334,0.6388,0.41,0.5517,0.41,0.6388
TCGA-66-2789-01,0.4643,-0.178875,0.17288749999999997,-0.22329999999999994,0.7595,0.55,0.6839,0.55,0.7595
TCGA-66-2790-01,-1.1855,0.8706875000000001,0.5208375,0.556775,0.7718,0.57,0.7034,0.57,0.7718
TCGA-66-2791-01,-0.2961,1.3075000000000003,1.371375,1.1233583333333332,0.6343,,0.6526,0.45,0.6343
TCGA-66-2792-01,-0.0935,-0.1887625,-0.27387500000000004,-0.2713000000000001,0.8581,0.66,0.7887,0.66,0.8581
TCGA-66-2793-01,0.5701,-1.2248875,-1.6192374999999999,-1.2682333333333333,0.9833,0.85,0.9783,0.85,0.9833
TCGA-66-2794-01,-0.3206,1.7564875,1.8781125000000003,1.2933333333333332,0.7511,0.63,0.7603,0.64,0.7511
TCGA-66-2795-01,-0.2915,0.15171250000000003,-0.050524999999999994,0.10526666666666666,0.6977,0.66,0.7887,0.66,0.6977
TCGA-66-2800-01,-0.5892,-0.26275000000000004,-0.3032125,0.07549166666666664,0.7437,,0.6624,0.52,0.7437
TCGA-68-7755-01,0.345,-0.25142500000000007,-0.6326375,-0.24068333333333328,0.8906,0.62,0.7922,0.62,0.8906
TCGA-68-7756-01,1.0947,-0.7004,-0.7399875,-0.4077916666666667,0.8319,0.49,0.6275,0.49,0.8319
TCGA-68-7757-01,0.9126,-1.1238875,-0.9071625000000001,-0.3712583333333333,0.766,0.2,0.5031,0.34,0.766
TCGA-68-8250-01,0.0836,0.08603750000000002,0.2559,0.23563333333333336,0.8034,0.44,0.6391,0.44,0.8034
TCGA-68-8251-01,0.0959,0.23834999999999998,0.3122625,-0.04076666666666668,0.7167,0.33,0.5736,0.33,0.7167
TCGA-68-A59I-01,0.3868,-0.05558749999999997,0.1667375,0.5090499999999999,0.723,,0.6344,0.29,0.723
TCGA-68-A59J-01,-0.2523,1.2083,1.105975,0.7484500000000001,0.8107,,0.7535,0.45,0.8107
TCGA-6A-AB49-01,-0.4378,-0.5805,-0.98785,-0.9845333333333331,0.9782,,0.7967,0.69,0.9782
TCGA-70-6722-01,1.3878,-0.0651875,-0.12358749999999999,0.49155833333333326,0.6768,0.3,0.536,0.32,0.6768
TCGA-70-6723-01,0.037,-0.3872375,-0.34992499999999993,-0.9692416666666669,0.9725,0.86,0.9697,0.86,0.9725
TCGA-77-6842-01,-1.5119,1.1469625,1.559575,1.1431666666666664,0.6322,0.48,0.511,0.48,0.6322
TCGA-77-6843-01,-0.8164,-1.4322624999999998,-1.6045625000000001,-0.8894749999999999,0.9662,0.74,0.7887,0.74,0.9662
TCGA-77-6844-01,0.9335,-0.33390000000000003,-0.4663875,-0.33368333333333333,0.8888,0.66,0.7887,0.66,0.8888
TCGA-77-6845-01,-0.519,-2.1688124999999996,-1.7760999999999998,-1.2946166666666665,0.958,0.78,0.9076,0.78,0.958
TCGA-77-7138-01,0.3539,-0.9851375,-0.757525,-0.8491249999999999,0.907,0.24,0.6403,,0.907
TCGA-77-7139-01,0.8825,-0.303425,-0.49192500000000006,-0.10087500000000006,0.8906,0.72,0.7377,0.72,0.8906
TCGA-77-7140-01,0.4829,-0.5076,-0.17836249999999998,-0.8661,0.8983,0.78,0.8606,0.78,0.8983
TCGA-77-7141-01,0.1875,-0.24646250000000003,-0.7666999999999999,-0.22113333333333332,0.9193,0.44,0.7965,0.61,0.9193
TCGA-77-7142-01,0.5199,-0.3668125,-0.234725,-0.23718333333333333,0.8493,0.39,0.7986,0.39,0.8493
TCGA-77-7335-01,0.4916,1.8428749999999998,1.7362125,1.3308166666666668,0.384,0.41,0.5517,0.41,0.384
TCGA-77-7337-01,-0.3519,0.046012500000000005,0.382975,-0.34765833333333335,0.7344,0.53,0.6576,0.52,0.7344
TCGA-77-7338-01,0.9101,-0.38156249999999997,-0.25515,-0.044983333333333354,0.7577,0.53,0.6655,0.52,0.7577
TCGA-77-7463-01,-0.3922,-0.6645625000000001,-0.8109624999999999,-0.6512333333333333,0.9005,0.41,0.6268,0.41,0.9005
TCGA-77-7465-01,-1.5947,1.366725,1.102975,0.9284416666666666,0.7314,0.69,0.6458,0.68,0.7314
TCGA-77-8007-01,-1.0557,0.6813125000000001,0.5286375,0.6717833333333334,0.5934,0.23,0.381,0.21,0.5934
TCGA-77-8008-01,0.6371,-0.24512499999999995,-0.28822499999999995,0.24704166666666671,0.5332,0.28,0.4526,0.27,0.5332
TCGA-77-8009-01,-4.2701,-0.028474999999999997,-0.176275,-0.4454,0.89,0.65,0.8611,0.67,0.89
TCGA-77-8128-01,-0.7268,-1.41535,-1.6884375,-1.1388749999999999,0.9153,0.64,0.7697,0.64,0.9153
TCGA-77-8130-01,0.4019,-1.4049999999999998,-1.381575,-0.43154166666666666,0.806,0.4,0.6221,0.39,0.806
TCGA-77-8131-01,0.369,1.0573625,0.9758625,0.9550250000000001,0.474,0.17,0.3242,0.23,0.474
TCGA-77-8133-01,-0.1297,-0.05952500000000001,-0.29638749999999997,0.6299166666666668,0.7505,0.41,0.6246,0.4,0.7505
TCGA-77-8136-01,-0.2268,1.5027,1.38915,0.8750249999999999,0.6033,0.34,0.4786,0.34,0.6033
TCGA-77-8138-01,0.9569,-0.371425,-0.22118749999999995,-0.16265833333333335,0.73,0.24,0.575,0.23,0.73
TCGA-77-8139-01,0.2262,-0.4825,-0.25895,-0.26676666666666665,0.8264,0.3,0.4474,0.3,0.8264
TCGA-77-8140-01,0.6758,-1.1384375,-0.896875,-1.0056666666666665,0.9446,0.54,0.6661,0.53,0.9446
TCGA-77-8143-01,1.2099,-0.598975,-0.35121250000000004,-0.6432583333333334,0.935,0.65,0.7792,0.66,0.935
TCGA-77-8144-01,-0.0076,-0.2840625,-0.285925,-0.5776666666666667,0.9068,0.57,0.6782,0.57,0.9068
TCGA-77-8145-01,-0.048,-0.9663,-0.8180375,-0.40472499999999995,0.7931,0.26,0.6368,0.41,0.7931
TCGA-77-8146-01,0.5221,-0.47975000000000007,-0.3436,-0.5844583333333334,0.8414,,0.7019,,0.8414
TCGA-77-8148-01,-0.1275,-0.098275,-0.5182875,-0.31708333333333333,0.8511,0.58,0.7129,0.68,0.8511
TCGA-77-8150-01,-0.1409,0.5777,0.19410000000000002,0.35318333333333335,0.8256,0.56,0.7102,0.56,0.8256
TCGA-77-8153-01,0.5721,-0.9734875,-0.98295,-1.1612250000000002,0.9664,,0.7466,0.76,0.9664
TCGA-77-8154-01,0.7075,-1.5127875,-1.6560500000000002,-1.6601666666666668,0.9516,0.68,0.8077,0.68,0.9516
TCGA-77-8156-01,-0.887,1.2561625,1.2590875000000001,0.7950333333333331,0.6341,0.24,0.4534,0.23,0.6341
TCGA-77-A5FZ-01,-0.6789,0.938575,1.19335,1.6767583333333336,0.2908,,0.1926,0.46,0.2908
TCGA-77-A5G1-01,1.0745,-0.15431250000000002,-0.32601250000000004,0.07568333333333335,0.7583,,0.6126,0.25,0.7583
TCGA-77-A5G3-01,0.2124,0.2215875,0.15212499999999998,-0.2062166666666666,0.8952,,0.8179,0.65,0.8952
TCGA-77-A5G6-01,0.0175,-0.9966749999999998,-1.0647,-0.9549500000000001,0.9445,,0.8184,0.7,0.9445
TCGA-77-A5G7-01,0.5236,-0.680375,-0.6017124999999999,-0.9248833333333333,0.9598,,0.5903,0.58,0.9598
TCGA-77-A5G8-01,0.4668,-0.080075,0.05323750000000001,-0.2779833333333333,0.8485,,0.7019,0.44,0.8485
TCGA-77-A5GA-01,0.8681,-0.8718499999999999,-0.533625,-0.40480833333333327,0.9133,,0.6197,0.26,0.9133
TCGA-77-A5GB-01,-0.0445,0.4355875,0.25563749999999996,0.24684166666666665,0.724,,0.6358,0.28,0.724
TCGA-77-A5GF-01,-0.0145,0.10170000000000001,-0.015725,0.17575,0.8633,,0.8082,0.56,0.8633
TCGA-77-A5GH-01,-0.718,1.1707625,1.2918375000000002,1.1119916666666665,0.5989,,0.4658,0.46,0.5989
TCGA-79-5596-01,0.4992,-1.5241875,-1.1698625,-0.966025,0.9373,0.7,0.8266,0.69,0.9373
TCGA-85-6175-01,-0.2361,0.31695,0.2785375,0.71935,0.4876,0.39,0.5585,0.3,0.4876
TCGA-85-6560-01,-4.3584,0.5580499999999999,0.52725,0.28776666666666667,0.6984,0.49,0.6656,0.49,0.6984
TCGA-85-6561-01,-0.3691,0.7956999999999999,0.8731249999999999,0.9613833333333335,0.5333,0.26,0.4095,0.4,0.5333
TCGA-85-6798-01,-1.0971,-1.21875,-1.2664875,-0.8518249999999999,0.8977,0.47,0.729,0.47,0.8977
TCGA-85-7696-01,0.1474,-0.3281875000000001,-0.3612875,-0.08592499999999999,0.8575,0.75,0.8163,0.76,0.8575
TCGA-85-7697-01,0.8785,-0.03508750000000001,-0.09871250000000001,0.1460916666666667,0.8241,0.22,0.5804,0.36,0.8241
TCGA-85-7698-01,-0.2112,0.32947499999999996,0.28550000000000003,0.6090833333333333,0.7434,0.64,0.7388,0.63,0.7434
TCGA-85-7699-01,-0.9928,1.5294875,1.139025,0.9618499999999998,0.6423,0.65,0.6264,0.65,0.6423
TCGA-85-7710-01,0.0521,0.4516,0.110625,-0.12170833333333335,0.8543,0.73,0.8126,0.73,0.8543
TCGA-85-7843-01,0.806,-0.5554625000000001,-0.5801375,-0.4436166666666667,0.7864,0.41,0.6742,0.41,0.7864
TCGA-85-7844-01,-0.2099,-0.129675,0.16242499999999999,0.11786666666666666,0.7611,0.33,0.6146,0.33,0.7611
TCGA-85-7950-01,-3.1851,1.0609875000000002,0.98955,0.72655,0.6839,0.52,0.5969,0.52,0.6839
TCGA-85-8048-01,-0.0355,1.1795625,1.14465,1.1249166666666663,0.5573,0.18,0.3604,0.18,0.5573
TCGA-85-8049-01,-0.1826,0.71975,0.8026499999999999,0.89735,0.5372,0.18,0.4357,0.2,0.5372
TCGA-85-8052-01,0.6984,-0.6578375,-0.80285,-0.24563333333333334,0.8806,0.36,0.6469,0.37,0.8806
TCGA-85-8070-01,0.6377,-1.39015,-1.1875125,-0.7809249999999999,0.9862,0.95,0.9026,0.95,0.9862
TCGA-85-8071-01,0.8636,0.07437500000000002,0.28587500000000005,-0.32620000000000005,0.9316,0.87,0.9177,0.86,0.9316
TCGA-85-8072-01,0.5238,-0.04259999999999999,0.082925,0.089325,0.8537,0.42,0.7465,0.42,0.8537
TCGA-85-8276-01,-0.4437,0.9429500000000001,0.7987124999999999,0.593925,0.625,0.26,0.5013,0.26,0.625
TCGA-85-8277-01,-0.3023,0.08505,0.44586249999999994,0.051991666666666665,0.8806,0.56,0.7258,0.56,0.8806
TCGA-85-8287-01,-0.9041,0.695625,0.6740625,0.8066333333333335,0.5775,0.34,0.4853,0.34,0.5775
TCGA-85-8288-01,0.0315,0.0804375,0.056900000000000006,0.026499999999999985,0.7571,0.61,0.6913,0.61,0.7571
TCGA-85-8350-01,0.7004,-0.14805000000000001,0.0791375,0.08953333333333331,0.7897,0.32,0.6028,0.32,0.7897
TCGA-85-8351-01,2.1811,-0.35578750000000003,-0.3478625,-0.7866166666666666,0.8735,0.49,0.6858,0.49,0.8735
TCGA-85-8352-01,-2.3095,-0.687825,-0.9296125,-1.2037749999999998,0.9868,,0.9876,0.93,0.9868
TCGA-85-8353-01,-0.6716,0.3702625,0.3424375,0.3666833333333333,0.6785,0.41,0.5628,0.41,0.6785
TCGA-85-8354-01,0.1914,-0.6068625,-0.53545,-0.9272833333333335,0.9539,,0.911,0.75,0.9539
TCGA-85-8355-01,-0.2897,0.9583375,0.8962125000000001,1.4350916666666667,0.5543,0.24,0.3979,0.23,0.5543
TCGA-85-8479-01,1.0157,-1.923125,-1.6690875000000003,-1.57315,0.9507,,0.7019,0.67,0.9507
TCGA-85-8481-01,1.0957,-0.1821125,-0.045387500000000004,-0.24138333333333337,0.7317,,0.5649,0.29,0.7317
TCGA-85-8580-01,-0.1114,-0.4242375,-0.84525,-0.027924999999999995,0.9121,,0.6126,0.33,0.9121
TCGA-85-8582-01,0.2816,-0.28268750000000004,-0.4005125,0.10636666666666666,0.6787,,0.5901,0.21,0.6787
TCGA-85-8584-01,0.166,1.2142,1.3163,0.7966666666666667,0.7294,,0.6126,0.39,0.7294
TCGA-85-8664-01,-1.0373,-0.788775,-1.040625,-1.147825,0.9763,,0.7564,0.65,0.9763
TCGA-85-8666-01,0.3476,-0.216,-0.16160000000000002,-0.0056166666666666734,0.7236,,0.6352,0.27,0.7236
TCGA-85-A4CL-01,0.5122,1.3189499999999998,1.7137125000000002,0.6179666666666666,0.7591,,0.6834,0.65,0.7591
TCGA-85-A4CN-01,-0.3718,0.08808750000000001,-0.05636250000000001,0.023016666666666668,0.809,,0.7019,0.54,0.809
TCGA-85-A4JB-01,-0.4453,0.12146250000000003,-0.3881875,-0.4729916666666667,0.885,,0.7019,0.33,0.885
TCGA-85-A4JC-01,1.0257,-0.7019625,-0.1817125,-0.49143333333333333,0.7599,,0.6845,0.48,0.7599
TCGA-85-A4PA-01,-2.4951,0.891025,0.9747375,1.8659166666666664,0.4653,,0.1477,0.43,0.4653
TCGA-85-A4QQ-01,0.8634,-0.677075,-0.7234999999999999,-0.7180333333333334,0.9284,,0.6573,0.56,0.9284
TCGA-85-A4QR-01,0.7282,-2.4531,-2.6433625000000003,-2.172641666666667,0.9942,,0.7913,0.73,0.9942
TCGA-85-A50M-01,0.2871,-0.9276625000000001,-0.694075,-0.48241666666666666,0.8329,,0.7019,0.19,0.8329
TCGA-85-A50Z-01,0.8168,0.08138749999999999,0.8836624999999999,-0.3159666666666667,0.8554,,0.7019,0.36,0.8554
TCGA-85-A510-01,-2.2131,0.7283750000000001,0.711525,0.30555833333333327,0.82,,0.6437,0.55,0.82
TCGA-85-A511-01,-0.4119,0.4442625,0.2464,0.29230833333333334,0.7106,,0.6176,0.25,0.7106
TCGA-85-A512-01,0.1257,-0.6948625,-1.218175,-0.6016750000000001,0.8884,,0.8318,0.77,0.8884
TCGA-85-A513-01,-0.5978,0.8978875,1.0655500000000002,1.2384583333333334,0.5324,,0.4337,0.24,0.5324
TCGA-85-A53L-01,-0.5954,-0.7463125,-0.5180874999999999,-0.6823416666666667,0.9074,,0.7243,0.43,0.9074
TCGA-85-A5B5-01,-0.3754,-0.740075,-1.0032875,-0.3813166666666666,0.9185,,0.919,0.8,0.9185
TCGA-90-6837-01,1.3167,0.03235,0.4214,0.13151666666666667,0.6169,,0.5552,,0.6169
TCGA-90-7766-01,1.6237,0.3553,0.37065,0.5605749999999999,0.8259,0.59,0.73,0.59,0.8259
TCGA-90-7767-01,-3.0006,0.5840625,0.40345,0.4706583333333334,0.6677,0.54,0.6306,0.54,0.6677
TCGA-90-7769-01,1.5514,-1.0362500000000001,-1.2111750000000001,-0.9163333333333333,0.9514,0.73,0.8243,0.73,0.9514
TCGA-90-7964-01,1.0978,-1.0173,-0.3375125,-0.6125166666666666,0.7925,0.7,0.7288,0.71,0.7925
TCGA-90-A4ED-01,-0.4857,-0.1380875,0.1686125,-0.08203333333333333,0.83,,0.706,0.38,0.83
TCGA-90-A4EE-01,-2.5085,1.8348625,1.783375,1.5017000000000003,0.5167,,0.4679,0.42,0.5167
TCGA-90-A59Q-01,0.7734,1.6419124999999999,1.6027875,1.10325,0.6039,,0.4726,0.28,0.6039
TCGA-92-7340-01,1.0881,0.40442500000000003,0.5845499999999999,0.36744166666666667,0.6256,,0.6093,0.39,0.6256
TCGA-92-7341-01,0.3668,-0.6552624999999999,-0.45142499999999997,-0.5075,0.8267,0.52,0.7643,0.51,0.8267
TCGA-92-8063-01,0.9105,-0.44689999999999996,-0.37697499999999995,-0.4564000000000001,0.8332,0.51,0.6465,0.51,0.8332
