sampleId,TACSTD2,immune_tcell_effector,cytotoxic,exhaustion,ESTIMATE_Aran,ABSOLUTE_Aran,CPE_Aran,ABSOLUTE_GDC,ESTIMATE_or_ABSOLUTE
TCGA-05-4244-01,0.4021,-0.5510875000000001,-0.1774625,-0.47861666666666675,0.782,0.44,0.7019,0.44,0.782
TCGA-05-4249-01,-0.1293,-0.67215,-0.8017500000000001,0.07288333333333331,0.7271,0.49,0.64,0.49,0.7271
TCGA-05-4250-01,0.0913,0.9011375,1.0773875,0.42087499999999994,0.684,0.5,0.637,0.5,0.684
TCGA-05-4382-01,0.478,0.2845375,0.02517499999999998,0.5256583333333333,0.5209,0.23,0.381,0.21,0.5209
TCGA-05-4384-01,-0.398,-0.722,-0.42050000000000004,-0.6315916666666667,0.7606,0.48,0.6937,0.49,0.7606
TCGA-05-4389-01,0.0102,0.9715250000000001,1.0429625,0.295225,0.7246,0.48,0.6365,0.48,0.7246
TCGA-05-4390-01,-0.2847,-0.9376749999999999,-1.2025125,-0.7860083333333332,0.8053,0.57,0.7245,0.57,0.8053
TCGA-05-4395-01,1.112,0.17329999999999995,0.72795,-0.3063666666666666,0.8025,0.61,0.7424,0.61,0.8025
TCGA-05-4396-01,0.0456,-0.7214375000000001,-0.9057000000000001,-0.8054083333333334,0.8915,0.77,0.8575,0.82,0.8915
TCGA-05-4397-01,-0.2512,-0.42208749999999995,-0.45941249999999995,-0.44328333333333325,0.8408,0.87,0.7943,0.87,0.8408
TCGA-05-4398-01,0.6127,0.6821875,0.0376625,0.315375,0.6367,0.33,0.5172,0.33,0.6367
TCGA-05-4402-01,0.8697,-0.7732249999999999,-0.7076125,-0.23503333333333334,0.7248,0.44,0.6367,0.44,0.7248
TCGA-05-4403-01,0.7789,-0.3038375,-0.162925,-0.0940833333333333,0.6871,0.46,0.5991,0.46,0.6871
TCGA-05-4405-01,-0.1156,-0.6157125,-0.6807000000000001,-0.12024999999999995,0.6544,0.38,0.592,0.38,0.6544
TCGA-05-4410-01,0.4594,0.9771500000000001,0.64505,0.5356833333333333,0.6949,0.24,0.5286,0.24,0.6949
TCGA-05-4415-01,-3.7072,0.6256500000000002,0.5717125,-0.471125,0.9014,0.67,0.8018,0.67,0.9014
TCGA-05-4417-01,-0.9037,0.702325,0.6906375,0.5438333333333333,0.5176,0.4,0.5416,0.4,0.5176
TCGA-05-4418-01,-0.4802,0.60585,0.6650625000000001,0.437875,0.7182,0.52,0.656,0.55,0.7182
TCGA-05-4420-01,1.1737,-1.0801749999999999,-0.768575,-1.06505,0.8695,0.61,0.7413,0.59,0.8695
TCGA-05-4422-01,-0.4096,0.8448125,0.597625,0.5414416666666667,0.7567,0.62,0.7019,0.62,0.7567
TCGA-05-4424-01,-0.4939,-0.06172499999999998,-0.3539625,0.0020583333333333287,0.6589,0.24,0.5353,0.24,0.6589
TCGA-05-4425-01,0.2575,0.39259999999999995,0.07576250000000004,0.25155,0.618,0.61,0.6944,0.61,0.618
