gene,purity_method,spearman_rho,spearman_p,partial_rho,partial_p,n_partial
CD8A,ESTIMATE_or_ABSOLUTE,-0.18759613890298224,1.1333646925596182e-10,-0.17185957291241993,3.7823396162515905e-09,1162
GZMA,ESTIMATE_or_ABSOLUTE,-0.1514776346137107,2.1003300540813235e-07,-0.13020383042472983,8.56014590261249e-06,1162
PDCD1,ESTIMATE_or_ABSOLUTE,-0.15732074043495284,6.932134709620508e-08,-0.13694188844662586,2.8252026048558156e-06,1162
CTLA4,ESTIMATE_or_ABSOLUTE,-0.14288384063082438,9.950190273150504e-07,-0.12046652510720954,3.86703354520967e-05,1162
HAVCR2,ESTIMATE_or_ABSOLUTE,-0.09363685364465163,0.0013892769426378955,-0.05534776304729206,0.05938893863774158,1162
CD274,ESTIMATE_or_ABSOLUTE,-0.08961206941640779,0.00222158105133899,-0.06473934331986955,0.027395843910120083,1162
