gene	present_treat	present_ctrl	n_treat	n_ctrl	mean_log1p_treat	mean_log1p_ctrl	pct_pos_treat	pct_pos_ctrl	cpm_treat	cpm_ctrl	log2FC_pseudobulk	delta_mean_log1p	mwu_U	mwu_p	rank_biserial	welch_t	welch_p	contrast	model	kind	n_library_treat	n_library_ctrl	compartment	mwu_q_focal
IFIT1	True	True	1175	1793	0.08103781693301593	0.12420966137360702	0.06468085106382979	0.08533184606804238	17.39183811267865	31.859171044923716	-0.8372304127054818	-0.04317184444059109	1030511.0	0.03034124670331622	-0.021717079422339802	-2.913593186313465	0.003600645208328257	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	0.039010174332835136
MX1	True	True	1175	1793	0.40562600318918374	0.3935227467091934	0.2885106382978723	0.2587841606246514	110.74508680573317	117.50210396138532	-0.0847012733076608	0.012103256479990332	1074869.0	0.22904359238632865	0.020392780434550506	0.4306417370688402	0.6667660944495865	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	0.27485231086359435
ISG15	True	True	1175	1793	0.7141187083020726	0.9834481423820323	0.4502127659574468	0.5231455660903513	233.12735940744986	434.38095575229323	-0.8949847699233276	-0.2693294340799597	922173.5	7.306322298184058e-10	-0.1245638475869516	-7.103887333476147	1.5370542742952704e-12	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	1.1955800124301185e-09
HLA-A	True	True	1175	1793	0.49491903020787903	0.8688154676444685	0.3131914893617021	0.43948689347462355	182.23065669534614	372.1470911663311	-1.0260835358881322	-0.37389643743658946	881537.0	1.0873805011293734e-17	-0.16314081949899728	-10.377043266895388	8.432861672441078e-25	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	3.2621415033881205e-17
CXCL9	True	True	1175	1793	0.008193297453838585	0.0	0.006808510638297872	0.0	1.5345739511187044	0.0	1.3417432579718875	0.008193297453838585	1060559.5	0.0004690652986666425	0.006808510638297793	2.0929773236695635	0.03656539084201273	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	0.0006494750289230435
CXCL10	True	True	1175	1793	0.030174801253610144	0.00957241672483253	0.020425531914893616	0.0050195203569436695	7.1613451052206205	3.996670202768208	0.7078399499261222	0.020602384528777613	1069590.0	9.332803618480548e-05	0.015381329282908807	2.5543756011433887	0.010721446643028484	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	0.0001399920542772082
EPCAM	True	True	1175	1793	0.8309814996135704	0.8618928052392135	0.4672340425531915	0.46346904629113217	346.4300694650475	334.12162895142217	0.052037820232621206	-0.03091130562564315	1045589.5	0.7105366431787374	-0.007402783875829155	-0.7959432690263593	0.4261374152039757	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	0.7105366431787374
CD274	True	True	1175	1793	0.003121371700092406	0.0036844448694573874	0.005106382978723404	0.002788622420524261	0.8951681381525776	0.6851434633316928	0.16945442977584027	-0.0005630731693649815	1055819.0	0.31169276295709547	0.0023082673754910576	-0.22285150610211357	0.8236668655342968	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	0.3506543583267324
HLA-B	True	True	1175	1793	0.471450670725726	0.6449293351937203	0.29531914893617023	0.3452314556609035	178.90574646792228	263.5518522282578	-0.556309249400608	-0.17347866446799431	982066.0	0.0001752246665104757	-0.06770680305205823	-5.077820007939179	4.065318463958136e-07	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
HLA-C	True	True	1175	1793	0.6681622335746912	0.8262193300935835	0.4076595744680851	0.4400446179587284	248.21733659345043	327.841147204215	-0.39998640001003866	-0.15805709651889233	988523.0	0.0016178391212732983	-0.06157705497739441	-4.317422607043704	1.6338154366594833e-05	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
B2M	True	True	1175	1793	1.2402955635561823	1.5406922082983519	0.6119148936170212	0.6614612381483547	654.3679089895342	966.2806644521307	-0.5616295292742715	-0.30039664474216954	929262.0	2.6055613590598074e-08	-0.1178346050242669	-6.3723360974024175	2.175897123701479e-10	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
NLRC5	True	True	1175	1793	0.017599363764545364	0.011993378466246388	0.016170212765957447	0.010039040713887339	2.685504414457733	2.169620967217027	0.2175517575882982	0.005605985298298977	1059827.0	0.1422402248304824	0.006113135004924608	0.9768607699530018	0.32874890016844976	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
TAP1	True	True	1175	1793	0.07248450899419127	0.031976692575222246	0.07829787234042553	0.027328499721137756	17.90336276305155	7.422387519426672	1.1663417401773664	0.04050781641896903	1106365.0	3.0661298893149536e-10	0.05029250869219548	3.9426148809379162	8.356451838923546e-05	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
TAP2	True	True	1175	1793	0.03694784401254857	0.02438214070404366	0.0425531914893617	0.018404907975460124	10.102611844864803	4.79600424332185	0.9377685484965174	0.012565703308504907	1078470.0	0.0001197913987947172	0.023811275527761522	1.5740028385016462	0.11562373408785503	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
TAPBP	True	True	1175	1793	0.4104803745259347	0.27092475504423535	0.28425531914893615	0.1868377021751255	125.70718282914054	66.23053478873031	0.9143097801702771	0.13955561948169937	1156713.5	6.17199053742251e-10	0.09808925965041349	5.3896519421255675	7.796931848872903e-08	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
PSMB8	True	True	1175	1793	0.6439052930979595	0.6792453947073516	0.46893617021276596	0.4595649749023982	168.80313462305747	199.03417609785674	-0.2363834156002687	-0.03534010160939205	1036809.0	0.4296822431414641	-0.015738272952735777	-1.1980814513397933	0.23099465680539016	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
PSMB9	True	True	1175	1793	0.18072971487418624	0.22462931287057467	0.16680851063829788	0.1784718349135527	39.131635753526965	55.15404879820127	-0.4846500858969905	-0.04389959799638843	1034474.0	0.2097104735230172	-0.017954931115092942	-2.424972893830525	0.015373322740310084	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
PSMB10	True	True	1175	1793	0.3456828564934045	0.30797994899380693	0.2978723404255319	0.2532069157836029	83.50639917337617	75.02320923482036	0.15262066411080868	0.03770290749959759	1094685.5	0.020808912337650132	0.039204945948190906	1.6970666369102054	0.0898102632535326	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
ERAP1	True	True	1175	1793	0.029640225175386455	0.02300178357014923	0.03574468085106383	0.019520356943669825	7.800750918186748	4.453432511656003	0.6904620458731935	0.006638441605237223	1070212.0	0.007450194343732571	0.015971805247356752	0.9104061317234958	0.362700715937125	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
ERAP2	True	True	1175	1793	0.07650320708660627	0.05775742378740506	0.07659574468085106	0.04294478527607362	22.123441128627988	14.15963157552165	0.6091214172127128	0.018745783299201207	1087671.0	0.00016983577347838737	0.032545952937546696	1.6115652125091189	0.10718653884958991	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
CALR	True	True	1175	1793	0.7856135792322131	0.8192554401763079	0.4595744680851064	0.4305633017289459	272.51475748616326	323.1593335381151	-0.24508443740173533	-0.033641860944094826	1057056.0	0.8597123217174262	0.0034825740764912183	-0.8856819331745204	0.3758680807969385	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
CANX	True	True	1175	1793	0.46279228504176684	0.3719297454370359	0.2978723404255319	0.24539877300613497	147.7027427951753	96.83360948421259	0.6040291830291593	0.09086253960473095	1111292.5	0.00110959415086552	0.05497027447164515	3.159262736623531	0.0016017842786595032	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
PDIA3	True	True	1175	1793	0.37539377344073455	0.43691734558287026	0.26382978723404255	0.2643614054656999	112.79118540722477	134.40230939023374	-0.25086353873117323	-0.06152357214213572	1038959.5	0.41521031494194194	-0.013696764011344342	-2.1931501925945396	0.028379992434418324	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
MX2	True	True	1175	1793	0.29861297280185534	0.14288999898892626	0.22808510638297871	0.10485220301171222	71.74133221479943	34.71393547547243	1.026288228558905	0.15572297381292907	1181831.0	3.080684123351483e-19	0.12193376131765365	7.117095281583255	1.5354616287061184e-12	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
OAS1	True	True	1175	1793	0.12269426395652312	0.13565737298902275	0.12680851063829787	0.11433351924149471	26.343519494204426	31.17402758159202	-0.23469759554326428	-0.012963109032499628	1062670.5	0.4701032973897623	0.008812521507992166	-0.8900190551081516	0.37353396606147454	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
OAS3	True	True	1175	1793	0.10168989607825565	0.10919237635373925	0.1072340425531915	0.09481316229782487	22.63496577900089	23.294877753277554	-0.039729397310945	-0.0075024802754836	1064265.5	0.35949981898452643	0.010326684149944754	-0.5679462228953347	0.5701185237687582	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
OASL	True	True	1175	1793	0.045927455900252	0.01757308988630676	0.04425531914893617	0.013385387618516454	7.800750918186748	3.996670202768208	0.8166596275559	0.028354366013945236	1085696.5	2.3184774700965052e-07	0.03067152401181894	3.389979954995998	0.0007138783828531471	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
RSAD2	True	True	1175	1793	0.06492413956547517	0.033791331769488404	0.06638297872340425	0.02788622420524261	15.345739511187045	8.221721559980313	0.8258066378608103	0.031132807795986768	1093461.5	6.135028501643982e-07	0.03804298038471132	3.0234100783057167	0.0025311540508212	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFIT2	True	True	1175	1793	0.056493446110885935	0.040258243239753286	0.05191489361702128	0.03067484662576687	12.40447277154286	11.761629453860726	0.07090192624551325	0.01623520287113265	1075360.0	0.0041522378342361815	0.020858895705521574	1.525550594896844	0.12726371188062097	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFIT3	True	True	1175	1793	0.15957423146317212	0.12480400730402473	0.14212765957446807	0.09815950920245399	33.7606269246115	31.17402758159202	0.11155755657378084	0.03477022415914739	1097272.0	0.0005352749561756073	0.04166035765565845	2.090025604066681	0.03672218008164042	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFIT5	True	True	1175	1793	0.10835824314046087	0.05633966321909883	0.11659574468085106	0.051310652537646405	24.169539730119595	12.903535226080214	0.8562270735086096	0.052018579921362045	1120583.5	2.0017103109404832e-10	0.06379039052580371	4.378602240496652	1.2546014166858287e-05	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFITM1	True	True	1175	1793	0.21298965897761446	0.5463501135553451	0.18553191489361703	0.36140546569994425	51.53610852506982	177.56634758013038	-1.7650789716584867	-0.33336045457773067	844867.0	5.621593389487855e-30	-0.19795232048984823	-13.670965731029003	2.66353133889119e-41	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFITM2	True	True	1175	1793	0.14017172129681954	0.27766626496949837	0.14553191489361703	0.2320133853876185	30.30783553459441	74.68063750315451	-1.2734004701237271	-0.13749454367267883	952374.5	1.9987609068200074e-10	-0.09589348649001439	-7.940200956196699	2.8412711232873154e-15	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFITM3	True	True	1175	1793	0.8531197932048966	1.2836131181244863	0.5480851063829787	0.6553262688232013	271.10806469763776	556.3364922253345	-1.034368902968989	-0.4304933249195897	807374.5	1.222730457417515e-28	-0.23354463575844597	-11.808361769304472	1.9373300678194733e-31	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFI6	True	True	1175	1793	0.3262034811169927	0.7256268065304446	0.23319148936170211	0.3892916899051868	104.73467216385157	288.90216037153044	-1.4551175464175317	-0.39942332541345194	858564.5	1.4613809997333722e-24	-0.18494903347533553	-12.479414624567239	7.152007431481478e-35	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFI35	True	True	1175	1793	0.10905224634783994	0.11873193782309834	0.11319148936170213	0.1003904071388734	21.611916478255086	25.69287987493848	-0.23937169194481614	-0.009679691475258392	1064009.0	0.3828510890079121	0.010083184013480295	-0.6974544794953971	0.4855783262622263	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFI44	True	True	1175	1793	0.24859552322868675	0.23009173777391648	0.214468085106383	0.18070273284997213	57.41864200435819	53.09861840820619	0.11083707136027887	0.018503785454770272	1083680.5	0.05459848343235987	0.02875769837785236	0.9017826925000205	0.3672596708103245	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFI44L	True	True	1175	1793	0.10154683510056195	0.22012038531697853	0.09191489361702128	0.162297824874512	23.78589624233992	51.15737859543306	-1.0733519355454875	-0.11857355021641658	975227.0	7.733260019855859e-09	-0.07419919070617409	-6.917521542026326	5.607939829013132e-12	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFI16	True	True	1175	1793	0.006201355058521151	0.004571599154053643	0.006808510638297872	0.0039040713887339654	1.2788116259322537	0.9135246177755904	0.252049210002946	0.001629755904467508	1056441.0	0.2762651147122769	0.002898743339939003	0.48791886296614	0.625650056295957	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
DDX58	True	True	1175	1793	0.11630874184715488	0.09068004971317661	0.10808510638297872	0.0736196319018405	24.55318321789927	18.04211120106791	0.4243095828669011	0.025628692133978268	1088294.5	0.0017877040509011045	0.033137852879401075	1.8109017547190838	0.070283652403296	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFIH1	True	True	1175	1793	0.07472816233397275	0.05514601848215059	0.07063829787234042	0.042387060791968766	15.985145324153171	11.41905772219488	0.4517178465661592	0.019582143851822165	1082488.0	0.001088967520477091	0.027625636339903448	1.7119844295825526	0.08702947407599901	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
DDX60	True	True	1175	1793	0.10498090893992783	0.05624411235624997	0.09872340425531916	0.047406581148912434	23.274371591967018	12.560963494414368	0.8399742637313432	0.048736796583677855	1106746.5	8.064401848404767e-08	0.05065467361251197	3.8090677409083327	0.00014362286656102982	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
XAF1	True	True	1175	1793	0.08414147158685771	0.04800665084064853	0.08	0.03625209146681539	18.670649738610905	8.906865023312006	0.9895441105835482	0.03613482074620918	1098597.0	3.880978550665249e-07	0.042918204364490675	3.019163418972568	0.002564868670511356	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
HERC5	True	True	1175	1793	0.07737918141049552	0.058315120724279745	0.07404255319148936	0.0501952035694367	17.1360757874922	13.246106957746061	0.34829459798425727	0.019064060686215772	1077880.0	0.008955489426184841	0.0232511777479798	1.6634424702431623	0.09636318180203347	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
USP18	True	True	1175	1793	0.08954394524923913	0.08592751566891851	0.0902127659574468	0.0736196319018405	17.263956950085426	18.727254664399602	-0.11119083383766848	0.0036164295803206153	1069488.5	0.13428382026594274	0.015284973478420838	0.28826997092229123	0.7731636536618185	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
CMPK2	True	True	1175	1793	0.1633825507359905	0.1114829747384273	0.14468085106382977	0.09258226436140547	34.91155738795052	27.86250084215551	0.3152519100801215	0.0518995759975632	1107148.5	1.8653703123030867e-05	0.051036299557380316	3.1997915314804235	0.001394518440265915	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
BST2	True	True	1175	1793	0.03436825214143197	0.06133687636566051	0.033191489361702124	0.046848856664807585	7.417107430407071	13.931250421077754	-0.8269385531926787	-0.026968624224228535	1038612.0	0.06092194276908723	-0.014026652110453175	-2.85494104265105	0.004334436620688321	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
GBP1	True	True	1175	1793	0.1062300038240905	0.05809281734939189	0.09531914893617022	0.049637479085331844	27.750212282729905	14.15963157552165	0.9233379163910244	0.048137186474698605	1101250.0	1.4871197197216017e-06	0.04543674573696754	3.6863797882679767	0.0002333936358957477	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
GBP2	True	True	1175	1793	0.006247325203028139	0.051836339388943005	0.010212765957446808	0.044060234244283326	1.5345739511187044	10.619723681641238	-2.196760598612672	-0.045589014185914864	1017439.0	1.3478251454558992e-07	-0.03412656785845669	-6.788159095126015	1.4400808670811258e-11	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
GBP4	True	True	1175	1793	0.008637489734272972	0.004868105763040773	0.005957446808510639	0.0039040713887339654	1.1509304633390283	0.9135246177755904	0.1687284235336884	0.003769383971232199	1055549.0	0.42512563695611727	0.00205195144237047	0.8019782276882655	0.4226800533975965	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
GBP5	True	True	1175	1793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1053387.5		0.0			DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
EIF2AK2	True	True	1175	1793	0.5317650477468019	0.3607595917635269	0.39914893617021274	0.26770775237032907	132.61276560917472	94.7781790942175	0.48028893926720034	0.171005455983275	1190733.0	3.6658425319814886e-13	0.13038459256446466	6.339630493288436	2.762123298010293e-10	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
ZBP1	True	True	1175	1793	0.006061295289686841	0.005373631162728268	0.00425531914893617	0.0039040713887339654	0.6394058129661269	0.7993340405536415	-0.1342900246364518	0.0006876641269585732	1053761.0	0.8818353292011013	0.0003545703741500983	0.18299185977894664	0.8548214879120162	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
STAT1	True	True	1175	1793	0.3568191694503194	0.2866136717523175	0.2970212765957447	0.21974344673731178	88.11012102673227	70.79815787760826	0.31164247136828654	0.07020549769800188	1126929.0	2.2926363091039687e-05	0.06981428961327141	3.0602342632946127	0.002235793633354576	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
STAT2	True	True	1175	1793	0.16568639674925914	0.09430483386379146	0.14297872340425533	0.0758505298382599	28.13385577050958	18.727254664399602	0.5625064521385632	0.07138156288546768	1123137.5	6.400601035451425e-09	0.0662149493894697	4.390269058420772	1.1889001492010794e-05	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IRF1	True	True	1175	1793	0.1802409761960779	0.08803717219345168	0.16085106382978723	0.08087005019520357	36.95765598944213	19.754969859397143	0.8709340670836228	0.09220380400262622	1137589.0	1.7949660948336837e-11	0.07993402238017833	5.652603921690667	1.8221926912009565e-08	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IRF7	True	True	1175	1793	0.08101144728766628	0.08687403672002267	0.08	0.07975460122699386	14.962096023407367	18.9556358188435	-0.3221461382266887	-0.005862589432356388	1052677.5	0.9472867452476535	-0.0006740159722798955	-0.48138058257952115	0.6302882049622317	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IRF9	True	True	1175	1793	0.25669575291162966	0.32831040128477257	0.24340425531914894	0.25766871165644173	58.56957246769722	78.67730770592273	-0.4195932947426273	-0.07161464837314291	1020885.0	0.06192729460545098	-0.030855217097222054	-3.4270153020850294	0.0006190538470316803	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
JAK2	True	True	1175	1793	0.012860329704757765	0.01043324678844544	0.015319148936170212	0.007250418293363078	2.685504414457733	1.712858658329232	0.44204820222327756	0.002427082916312325	1061817.0	0.03602926804441349	0.008002278363850035	0.5124895880488622	0.6083513320601309	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
SOCS1	True	True	1175	1793	0.20562268077533302	0.0810414379347721	0.1753191489361702	0.06413831567205801	47.69967364727306	16.786014851626472	1.4531688089237769	0.12458124284056092	1169717.0	3.346913571705166e-21	0.1104337197849794	7.25557449029504	5.820812623713929e-13	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
SOCS3	True	True	1175	1793	0.025357945397729266	0.03594952634935212	0.02893617021276596	0.029559397657557166	4.859484178542564	6.851434633316928	-0.4221826237850099	-0.010591580951622853	1052444.5	0.8876525893442924	-0.0008952071293801822	-1.428803988816361	0.1531677454598143	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
CXCL11	True	True	1175	1793	0.017780906006799557	0.0006235639549869538	0.017872340425531916	0.0005577244841048522	3.5806725526103103	0.2283811544438976	1.8988011520297645	0.017157342051812602	1071623.0	7.618763978214265e-08	0.01731129332747927	3.6203487171258155	0.00030631083465960344	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
CCL5	True	True	1175	1793	0.010634958413935957	0.01034901201300472	0.005957446808510639	0.006134969325153374	2.5576232518645075	1.4844775038853344	0.5179712601539984	0.0002859464009312366	1053198.0	0.950914027357309	-0.000179895812319808	0.04673700384423655	0.9627271318712727	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFNB1	True	True	1175	1793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1053387.5		0.0			DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFNG	True	True	1175	1793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1053387.5		0.0			DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFNAR1	True	True	1175	1793	0.31928188243103606	0.18412086987944642	0.25361702127659574	0.1377579475738985	82.99487452300326	35.39907893880413	1.2063993512594453	0.13516101255158963	1172991.5	8.591928655215662e-15	0.11354226246276888	6.143741413037193	9.561698057685214e-10	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFNAR2	True	True	1175	1793	0.35251846309539525	0.16829032056618268	0.28	0.14668153931957614	100.64247496086837	37.22612817435531	1.4108724242456414	0.18422814252921257	1198038.0	1.094022039233538e-19	0.1373193625327811	8.526738019477806	3.004627830306353e-17	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFNGR1	True	True	1175	1793	0.12155999969858912	0.09138471720787475	0.11659574468085106	0.07083100948131622	33.88850808720472	19.069826396065448	0.7977237684484229	0.03017528249071437	1099240.0	4.75633206053708e-05	0.04352861601262603	2.1421957100276785	0.03227790993936197	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
IFNGR2	True	True	1175	1793	0.33607004010356023	0.40428111351087337	0.28595744680851065	0.31065253764640266	86.06402242524067	99.11742102865156	-0.2015444531569744	-0.06821107340731314	1012845.0	0.028623044758984764	-0.03848773599458888	-2.890288898958459	0.0038796878543870474	DFCI282_osi_vs_veh	DFCI282	treatment	1	1	all_qc	
TACSTD2	True	True	1217	1420	1.752536470620418	0.8884765568123234	0.7271980279375514	0.5232394366197183	1256.0913866876872	478.45242630244456	1.3906299571245162	0.8640599138080947	1213657.5	4.3132148762459655e-76	0.4045823833717175	19.635575756026277	1.1608280570939568e-79	PC9_osi_vs_veh	PC9	treatment	1	1	all_qc	3.666232644809071e-75
CLDN4	True	True	1217	1420	1.50712056881386	0.4591622537080466	0.628594905505341	0.2549295774647887	1012.0781902789486	323.9290258547191	1.640548996687506	1.0479583151058134	1247823.5	8.474308594924392e-106	0.4441231613179488	24.1342200788388	8.424740453410225e-114	PC9_osi_vs_veh	PC9	treatment	1	1	all_qc	1.4406324611371466e-104
CLDN1	True	True	1217	1420	0.16442730664886515	0.04489558328771847	0.228430566967954	0.07535211267605633	37.793006273723215	12.142710912039757	1.5615336949888863	0.11953172336114667	999669.0	9.532452608794636e-30	0.15693057275452227	10.74871005119206	3.8113720052494614e-26	PC9_osi_vs_veh	PC9	treatment	1	1	all_qc	5.401723144983627e-29
