universe	split	receiver	mean_id	pop	metric	family	filter	n	n_gse123902	n_gse131907	n_gse205335	n_gse189357	mean_delta	median_delta	cohort_mean_123902	cohort_mean_131907	cohort_mean_205335	cohort_mean_189357	n_cohorts_positive	all4_positive	p_signflip_greater	p_signflip_less	p_signflip_two	p_wilcox	cliff	cliff_notie	cohen_d	n_pos	n_neg	n_zero	median_expr_max	eligible	eligible_fold
edges14	q4q1	TNK	trunc10	FALSE	edge_mean_detected	barrier_inhibitory	detected_ge3	56	11	19	18	8	0.00670434942249103	0.00534592399420008	0.00366931015167496	0.00644973651483333	0.00958372078512544	0.00500364850962271	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000197882641439069	0.75	0.75	1.02356317461963	49	7	0	5.18094196640579	TRUE	FALSE
edges14	q4q1	TNK	trunc10	FALSE	edge_mean_detected	barrier_inhibitory	min_arm_30	56	10	17	20	9	0.006317894891894	0.00448181325329868	0.00381764579402616	0.00592592075776518	0.00869826946299776	0.00454662376264881	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000208069722959795	0.75	0.75	0.957910065889346	49	7	0	5.17047968072926	TRUE	FALSE
edges14	q4q1	TNK	trunc10	FALSE	edge_mean_detected	barrier_inhibitory	min_arm_50	49	7	16	17	9	0.00642297623022999	0.00454276051049412	0.0029889559411617	0.00606242543790574	0.00916968957781215	0.00454662376264881	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000843716617954089	0.795918367346939	0.795918367346939	0.990986176092289	44	5	0	5.18786379222863	TRUE	FALSE
edges14	q4q1	TNK	trunc10	FALSE	edge_mean_detected	barrier_inhibitory	min_recv_50	60	12	19	20	9	0.00628378897407541	0.00484110678781296	0.00323927420547575	0.00648794972921162	0.00869826946299776	0.00454662376264881	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000111699413062937	0.766666666666667	0.766666666666667	0.963629200768891	53	7	0	5.17324006145173	TRUE	FALSE
edges14	q4q1	TNK	trunc10	FALSE	edge_mean_detected	barrier_inhibitory	min_arm_30_detected	56	10	17	20	9	0.006317894891894	0.00448181325329868	0.00381764579402616	0.00592592075776518	0.00869826946299776	0.00454662376264881	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000208069722959795	0.75	0.75	0.957910065889346	49	7	0	5.17047968072926	TRUE	FALSE
edges14	q4q1	TNK	trunc10	FALSE	edge_mean_detected	barrier_inhibitory	both_arms_positive	53	10	18	18	7	0.00637370036281217	0.00486189173874154	0.00313385037498319	0.00619960624727967	0.00899616812045484	0.00470623955142746	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000138995130122399	0.773584905660377	0.773584905660377	0.938791908515688	47	6	0	5.18786379222863	TRUE	FALSE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	all	51	10	18	18	5	1.45776356471917	1.24295058677616	1.60887907389892	1.14239815147439	1.41967268207475	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34372966721151	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	drop_zero_delta	51	10	18	18	5	1.45776356471917	1.24295058677616	1.60887907389892	1.14239815147439	1.41967268207475	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34372966721151	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	detected_ge3	36	6	14	14	2	1.3106284200439	1.12351741837346	1.19633295225646	1.19596311466107	1.32150918241252	2.38000662450578	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000225924270931883	0.944444444444444	0.944444444444444	1.4890336061018	35	1	0	5.20421434211028	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	min_arm_30	46	7	16	18	5	1.50754530235045	1.24310991580759	1.90546873247863	1.14467615285129	1.41967268207475	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000474147315601489	0.956521739130435	0.956521739130435	1.34954885410793	45	1	0	5.20109738053565	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	min_arm_50	41	6	15	15	5	1.58783004668736	1.24326924483903	1.98121631994475	1.11623034172681	1.62202685405381	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000291982302275498	0.951219512195122	0.951219512195122	1.39374721253329	40	1	0	5.21021574790117	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	min_recv_50	51	10	18	18	5	1.45776356471917	1.24295058677616	1.60887907389892	1.14239815147439	1.41967268207475	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34372966721151	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	min_arm_30_detected	46	7	16	18	5	1.50754530235045	1.24310991580759	1.90546873247863	1.14467615285129	1.41967268207475	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000474147315601489	0.956521739130435	0.956521739130435	1.34954885410793	45	1	0	5.20109738053565	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	logodds_edge	barrier_inhibitory	both_arms_positive	51	10	18	18	5	1.45776356471917	1.24295058677616	1.60887907389892	1.14239815147439	1.41967268207475	2.42797521156082	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34372966721151	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	all	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	drop_zero_delta	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	detected_ge3	48	9	17	16	6	2.08301433749968	1.58918255870151	2.30193904507679	1.9649380582945	2.07532199968141	2.10968963473074	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000885450491430465	0.75	0.75	0.990943102486816	42	6	0	5.20421434211028	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	min_arm_30	48	7	16	18	7	2.15566916029141	1.44748393126365	2.77602262963342	1.90555139677441	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000396553186537767	0.791666666666667	0.791666666666667	0.983937033371095	43	5	0	5.193038364274	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	min_arm_50	43	6	15	15	7	2.21036612126508	1.56909467603502	2.81759182240988	1.69605659680054	2.21978627887578	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000145123271188741	0.86046511627907	0.86046511627907	0.99926550922649	40	3	0	5.20398182475192	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	min_recv_50	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	min_arm_30_detected	48	7	16	18	7	2.15566916029141	1.44748393126365	2.77602262963342	1.90555139677441	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000396553186537767	0.791666666666667	0.791666666666667	0.983937033371095	43	5	0	5.193038364274	FALSE	TRUE
edges14	q4q1	TNK	trunc10	FALSE	log2_fold_edge	barrier_inhibitory	both_arms_positive	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	all	64	13	21	21	9	0.00368135296933515	0.00192547753174572	0.00143285649583201	0.00316582769298566	0.00597133921816241	0.0027887722730582	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000891708812055304	0.71875	0.741935483870968	0.760373245518189	54	8	2	5.16647943924791	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	drop_zero_delta	62	13	20	20	9	0.0038001062909266	0.0021445357151441	0.00143285649583201	0.00332411907763494	0.00626990617907053	0.0027887722730582	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000891708812055304	0.741935483870968	0.741935483870968	0.779764450844414	54	8	0	5.16969960159803	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	detected_ge3	56	11	19	18	8	0.00420031033981356	0.00240891179011918	0.00170411809859612	0.00349581950350208	0.00695280173988988	0.00311263475755555	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000188182097570413	0.75	0.75	0.845926553214544	49	7	0	5.18094196640579	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	min_arm_30	58	10	18	21	9	0.00392706188357387	0.0021445357151441	0.00173564962432712	0.00332866772028217	0.00597133921816241	0.0027887722730582	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000310172484843045	0.724137931034483	0.75	0.786471801576323	49	7	2	5.16647943924791	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	min_arm_50	51	7	17	18	9	0.00403527420361488	0.00228689468357913	0.0013676377391971	0.00340669660108059	0.00628959597411585	0.0027887722730582	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000134769392055982	0.764705882352941	0.795918367346939	0.805165798262156	44	5	2	5.17402014058296	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	min_recv_50	62	12	20	21	9	0.00379379540243285	0.0021445357151441	0.00151860641097929	0.00332474819900754	0.00597133921816241	0.0027887722730582	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000122449260783514	0.741935483870968	0.766666666666667	0.777716146296564	53	7	2	5.16969960159803	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	min_arm_30_detected	56	10	17	20	9	0.00406731409370151	0.00232706460100139	0.00173564962432712	0.00352447170382818	0.00626990617907053	0.0027887722730582	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000310172484843045	0.75	0.75	0.809289325906368	49	7	0	5.17047968072926	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_sum	barrier_inhibitory	both_arms_positive	53	10	18	18	7	0.00410743994270309	0.00228689468357913	0.00159891086777999	0.00347241193436844	0.00656327284626707	0.00300898317628926	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000162264935237077	0.773584905660377	0.773584905660377	0.796788419917639	47	6	0	5.18786379222863	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	all	62	13	20	20	9	0.000678906747439998	0.000473751073226206	0.000340926105081352	0.000654268162284337	0.000994883676208116	0.000519682467263693	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000418769687248771	0.741935483870968	0.741935483870968	0.928612434091161	54	8	0	5.16969960159803	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	drop_zero_delta	62	13	20	20	9	0.000678906747439998	0.000473751073226206	0.000340926105081352	0.000654268162284337	0.000994883676208116	0.000519682467263693	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000418769687248771	0.741935483870968	0.741935483870968	0.928612434091161	54	8	0	5.16969960159803	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	detected_ge3	56	11	19	18	8	0.000746804581031899	0.000546124569305842	0.000407606442960247	0.0006854501189225	0.00109642374438126	0.000572275750854188	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000973260055636275	0.75	0.75	1.0125651461853	49	7	0	5.18094196640579	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	min_arm_30	56	10	17	20	9	0.000714640437890804	0.000496130393674388	0.000408568403625416	0.000668197926829136	0.000994883676208116	0.000519682467263693	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000188182097570413	0.75	0.75	0.951960319186083	49	7	0	5.17047968072926	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	min_arm_50	49	7	16	17	9	0.000727804989385284	0.000501053454448416	0.000308514097830108	0.000684933087922094	0.00105098671664361	0.000519682467263693	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000795396921657084	0.795918367346939	0.795918367346939	0.980739707194856	44	5	0	5.18786379222863	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	min_recv_50	60	12	19	20	9	0.000699363221873483	0.000496130393674388	0.000358118349558558	0.000688924073061618	0.000994883676208116	0.000519682467263693	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000583631887994628	0.766666666666667	0.766666666666667	0.952358942694375	53	7	0	5.17324006145173	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	min_arm_30_detected	56	10	17	20	9	0.000714640437890804	0.000496130393674388	0.000408568403625416	0.000668197926829136	0.000994883676208116	0.000519682467263693	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000188182097570413	0.75	0.75	0.951960319186083	49	7	0	5.17047968072926	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	edge_mean_detected	barrier_inhibitory	both_arms_positive	53	10	18	18	7	0.000717781788035793	0.000501053454448416	0.000357487515413087	0.000671759449877278	0.00103249791840287	0.000541560997531938	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000783349382333947	0.773584905660377	0.773584905660377	0.933659950094049	47	6	0	5.18786379222863	TRUE	FALSE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	all	51	10	18	18	5	1.45073005023315	1.2395598116327	1.60412322568908	1.13670569618667	1.41042231501561	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34260069431775	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	drop_zero_delta	51	10	18	18	5	1.45073005023315	1.2395598116327	1.60412322568908	1.13670569618667	1.41042231501561	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34260069431775	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	detected_ge3	36	6	14	14	2	1.30292753288055	1.11762895055558	1.19273215012133	1.18913572850262	1.31233001790784	2.36423891661276	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000225924270931883	0.944444444444444	0.944444444444444	1.48849800749862	35	1	0	5.20421434211028	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	min_arm_30	46	7	16	18	5	1.50021745363405	1.24148484640825	1.90023145374208	1.13894280733324	1.41042231501561	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000474147315601489	0.956521739130435	0.956521739130435	1.34837315971843	45	1	0	5.20109738053565	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	min_arm_50	41	6	15	15	5	1.57990295915919	1.2434098811838	1.97629225965455	1.11017907186252	1.61119237242018	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000291982302275498	0.951219512195122	0.951219512195122	1.39188943607764	40	1	0	5.21021574790117	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	min_recv_50	51	10	18	18	5	1.45073005023315	1.2395598116327	1.60412322568908	1.13670569618667	1.41042231501561	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34260069431775	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	min_arm_30_detected	46	7	16	18	5	1.50021745363405	1.24148484640825	1.90023145374208	1.13894280733324	1.41042231501561	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000474147315601489	0.956521739130435	0.956521739130435	1.34837315971843	45	1	0	5.20109738053565	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	logodds_edge	barrier_inhibitory	both_arms_positive	51	10	18	18	5	1.45073005023315	1.2395598116327	1.60412322568908	1.13670569618667	1.41042231501561	2.41953922067177	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000672491844547395	0.96078431372549	0.96078431372549	1.34260069431775	50	1	0	5.19821293631938	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	all	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	drop_zero_delta	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	detected_ge3	48	9	17	16	6	2.08301433749968	1.58918255870151	2.30193904507679	1.9649380582945	2.07532199968141	2.10968963473074	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000885450491430465	0.75	0.75	0.990943102486816	42	6	0	5.20421434211028	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	min_arm_30	48	7	16	18	7	2.15566916029141	1.44748393126365	2.77602262963342	1.90555139677441	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000396553186537767	0.791666666666667	0.791666666666667	0.983937033371095	43	5	0	5.193038364274	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	min_arm_50	43	6	15	15	7	2.21036612126508	1.56909467603502	2.81759182240989	1.69605659680054	2.21978627887578	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000145123271188741	0.86046511627907	0.86046511627907	0.99926550922649	40	3	0	5.20398182475192	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	min_recv_50	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	min_arm_30_detected	48	7	16	18	7	2.15566916029141	1.44748393126365	2.77602262963342	1.90555139677441	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000396553186537767	0.791666666666667	0.791666666666667	0.983937033371095	43	5	0	5.193038364274	FALSE	TRUE
edges14	q4q1	TNK	trunc10	TRUE	log2_fold_edge	barrier_inhibitory	both_arms_positive	53	10	18	18	7	2.05499592963603	1.35780936106665	2.14781329861877	1.88252846368661	1.89714387740937	2.77179273497064	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.0000000170831039253652	0.773584905660377	0.773584905660377	0.958115893543292	47	6	0	5.18786379222863	FALSE	TRUE
edges14	q4q1	TNK	trunc05	FALSE	edge_sum	barrier_inhibitory	all	64	13	21	21	9	0.0369110909631207	0.0278297132582091	0.0150744167426512	0.0349465257152072	0.0562912228463089	0.027816631577047	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000378008675671333	0.84375	0.84375	0.868343497325327	59	5	0	5.16647943924791	TRUE	FALSE
edges14	q4q1	TNK	trunc05	FALSE	edge_sum	barrier_inhibitory	drop_zero_delta	64	13	21	21	9	0.0369110909631207	0.0278297132582091	0.0150744167426512	0.0349465257152072	0.0562912228463089	0.027816631577047	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000378008675671333	0.84375	0.84375	0.868343497325327	59	5	0	5.16647943924791	TRUE	FALSE
edges14	q4q1	TNK	trunc05	FALSE	edge_sum	barrier_inhibitory	detected_ge3	60	12	20	19	9	0.0394332705853301	0.028666117169397	0.0168189961428814	0.036619763529671	0.0621801750851783	0.027816631577047	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000703307365921664	0.866666666666667	0.866666666666667	0.922984645955861	56	4	0	5.17324006145173	TRUE	FALSE
edges14	q4q1	TNK	trunc05	FALSE	edge_sum	barrier_inhibitory	min_arm_30	58	10	18	21	9	0.0392200878055415	0.0281218558979139	0.0206217546538873	0.0353378990120346	0.0562912228463089	0.027816631577047	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000458785409961826	0.862068965517241	0.862068965517241	0.925599115795395	54	4	0	5.16647943924791	TRUE	FALSE
edges14	q4q1	TNK	trunc05	FALSE	edge_sum	barrier_inhibitory	min_arm_50	51	7	17	18	9	0.0399469747804753	0.0277470807952069	0.0178041879266509	0.03572038699285	0.0586150075136562	0.027816631577047	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.00000000569044796414887	0.843137254901961	0.843137254901961	0.936025179200663	47	4	0	5.17402014058296	TRUE	FALSE
edges14	q4q1	TNK	trunc05	FALSE	edge_sum	barrier_inhibitory	min_recv_50	62	12	20	21	9	0.0380492548382804	0.0282044883609161	0.0160214815466988	0.0367165328723546	0.0562912228463089	0.027816631577047	4	TRUE	0.0000999900009999	1	0.0000999900009999	0.000000000598681522748323	0.870967741935484	0.870967741935484	0.890945770145734	58	4	0	5.16969960159803	TRUE	FALSE
