section	dataset	histology	source	n_raw	has_CLDN4	has_CD8A	has_KRT8	status	contrast_ok	n_qc	median_umi	n_epi	epi_genes	um_per_px	n_CLDN4_pos	n_CD8A_pos	pct_CLDN4_pos	pct_CD8A_pos	pct_CLDN4_pos_epi	iqr_CLDN4_epi	CD8A_high_rule	n_CD8A_high	n_epi_with_nbr	sd_nbCD8A_epi	lag_rho_ring1	lag_p_ring1	lag_n_ring1	lag_rho_ring1_lo	lag_rho_ring1_hi	lag_rho_annulus	lag_p_annulus	lag_n_annulus	lag_rho_annulus_lo	lag_rho_annulus_hi	n_Q1	n_Q4	CLDN4_Q1	CLDN4_Q4	mean_nbCD8A_Q4	mean_nbCD8A_Q1	delta_nbCD8A_Q4_minus_Q1	delta_nbCD8A_lo	delta_nbCD8A_hi	n_delta_Q4	n_delta_Q1	p_nbCD8A_Q4_vs_Q1	morisita_horn_Q4epi_CD8hi	frac_Q4_with_CD8hi_nbr	lag_rho_KRT8resid_ring1	lag_p_KRT8resid_ring1	lag_n_KRT8resid_ring1	lag_rho_KRT8resid_lo	lag_rho_KRT8resid_hi	delta_nbCD8A_residQ4_minus_Q1	delta_nbCD8A_resid_lo	delta_nbCD8A_resid_hi	n_interface_epi	lag_rho_interface	lag_p_interface	lag_n_interface	lag_rho_interface_lo	lag_rho_interface_hi	delta_nbCD8A_interface_Q4_minus_Q1	delta_nbCD8A_interface_lo	delta_nbCD8A_interface_hi	n_interface_Q1	n_interface_Q4
GSE300676_CRC_mPAP4_B	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	3508	1	1	1	ok	1	3507	12408.0	1754	KRT8,KRT18,EPCAM	0.643993811329106	3375	992	96.2360992301112	28.286284573709725	98.2896237172178	0.5095458431699886	q75	877	1754	0.1347319133546153	-0.0713375238680523	0.0027957116683192	1754.0	-0.1177488675613455	-0.0246152146424885	-0.0640173365574813	0.0073197444862231	1754.0	-0.1104907705263069	-0.0172645689898519	438.0	438.0	1.6347092797115543	2.1472680116979146	0.153452450418625	0.1831716749182688	-0.0297192244996437	-0.0476180236377478	-0.0118204253615396	438.0	438.0	0.005133680978474	0.4422489233681104	0.7945205479452054	-0.0780140007925019	0.0010756927137849	1754.0	-0.1243643932717349	-0.031323879614533	-0.0355251041785817	-0.0539129531401234	-0.01713725521704	1401.0	-0.0852360922038943	0.0014063412591311	1401.0	-0.1369962822073009	-0.0330117190476755	-0.0347102740696064	-0.0553701831331031	-0.0140503650061097	350.0	350.0
GSE300676_CRC_mPAP1_A	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	4532	1	1	1	ok	1	4508	19508.5	2254	KRT8,KRT18,EPCAM	0.6361199139399564	3998	1284	88.68677905944988	28.482697426796804	98.4472049689441	0.4514594464810728	q75	1127	2254	0.0962522890098137	0.0342505765515863	0.1040207428077329	2254.0	-0.0070463939797594	0.0754309156087996	0.0510209649115577	0.0154132235314652	2254.0	0.0097545066088852	0.0921139328444684	563.0	563.0	1.5215462224773295	1.9748548561908128	0.1136695253094796	0.1086433841322918	0.0050261411771877	-0.0072077077422784	0.0172599900966539	563.0	563.0	0.2178135654677773	0.4177419813599928	0.7868561278863233	-0.035485542881762	0.092120123529052	2254.0	-0.0766602347972355	0.0058099754648972	-0.0107067036477043	-0.0227544244486602	0.0013410171532515	1321.0	0.0365509478196169	0.1842934882530276	1321.0	-0.0174181483366053	0.0903076768877119	0.0125800698219463	-0.0045244798548821	0.0296846194987748	330.0	330.0
GSE300676_CRC_mPAP1_B	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	4463	1	1	1	ok	1	4463	8852.0	2232	KRT8,KRT18,EPCAM	0.6326286115753449	3323	1421	74.45664351333184	31.839569796101276	89.11290322580645	0.7078878352980345	q75	1116	2229	0.176805654136924	-0.062985348624783	0.0029301877095046	2229.0	-0.1042307221154672	-0.0215236944480346	-0.0679283649433741	0.0013254931962113	2231.0	-0.1091200792196583	-0.0265037568181429	557.0	557.0	1.025077008295878	1.7331286987190582	0.2036283934899071	0.236840330792391	-0.0332119373024838	-0.0542182151423899	-0.0122056594625778	557.0	557.0	0.0115447331743111	0.3261832535728929	0.6876122082585279	-0.0577105284382702	0.0064225732695546	2229.0	-0.0989912822362998	-0.0162314803171098	-0.0232593783173351	-0.0447983352975288	-0.0017204213371415	1206.0	0.0151381684683477	0.5994470498451252	1206.0	-0.041345785881639	0.0715256709114635	0.0078796399456237	-0.0244144541570126	0.04017373404826	301.0	301.0
GSE300676_CRC_mPAP2_A	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	4729	1	1	1	no_contrast:no_CD8A_contrast	0	4725	4439.0	2363	KRT8,KRT18,EPCAM	0.63758458900137	4081	142	86.37037037037038	3.0052910052910056	91.15531104528142	0.7724996784255886	gt0	142	2362	0.0705020488700053																																											
GSE300676_CRC_mPAP2_B	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	3897	1	1	1	ok	1	3897	10960.0	1949	KRT8,KRT18,EPCAM	0.643154986082839	3583	485	91.94251988709264	12.445470875032075	96.20318111852232	0.5304945892158501	gt0	485	1949	0.0908843094008271	-0.0645941496914263	0.0043333294947797	1949.0	-0.1086832669355526	-0.0202514069099386	-0.0951519608249553	2.5812715485760733e-05	1949.0	-0.1389656795714836	-0.0509664607335613	487.0	487.0	1.2756360007252807	1.8080984307007304	0.0534050376453276	0.0733972072813622	-0.0199921696360345	-0.0324867190118658	-0.0074976202602032	487.0	487.0	0.0138819862452234	0.30972486364601	0.4045174537987679	-0.0711565292704599	0.0016702537756959	1949.0	-0.1151934107166917	-0.0268405048965889	-0.0215881809295829	-0.0341088305476145	-0.0090675313115513	1662.0	-0.0759872467877816	0.0019353878778609	1662.0	-0.1236183981742869	-0.0280067610157249	-0.0259198753370986	-0.0400584533240081	-0.0117812973501891	415.0	415.0
GSE307534_P1_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10108	1	1	1	ok	1	9911	4176.0	4956	KRT8,KRT19,EPCAM	0.2304518185223774	4074	1356	41.10584199374433	13.681767732822117	49.75786924939467	1.2334176754467852	gt0	1356	4956	0.1673972904140176	0.0336231924860812	0.0179277630253951	4956.0	0.0057865299154659	0.0614077857964307	0.0336231924860812	0.0179277630253951	4956.0	0.0057865299154659	0.0614077857964307	1239.0	1239.0	0.0	1.2338057203074937	0.137043057861036	0.1445948492423495	-0.0075517913813134	-0.0204993498242859	0.005395767061659	1239.0	1239.0	0.3637234916640994	0.4142996651445451	0.6020984665052461	0.0595481759143476	2.731256696636518e-05	4956.0	0.031758750607358	0.0872456070622223	0.0139446736490049	0.0011191101431972	0.0267702371548126	4347.0	0.0627325207834016	3.488924627758536e-05	4347.0	0.0330655362138207	0.0922890562615648	0.007069156443905	-0.0073049864988812	0.0214432993866914	1086.0	1086.0
GSE307534_P1_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	6603	1	1	1	ok	1	6119	4355.0	3060	KRT8,KRT19,EPCAM	0.2303657452790992	2535	1007	41.42833796371957	16.456937408073212	56.76470588235294	1.178695850778165	gt0	1007	3059	0.1662699395716872	0.0978492939803431	5.871344436884997e-08	3059.0	0.0626268118809984	0.1328283350767365	0.0978492939803431	5.871344436884997e-08	3059.0	0.0626268118809984	0.1328283350767365	764.0	764.0	0.0	1.1799407868032767	0.1525509349542948	0.1396825651684535	0.0128683697858413	-0.004719471641887	0.0304562112135696	764.0	764.0	0.0001020350470251	0.4378561005997343	0.6649214659685864	0.1058371844638776	4.4171929893874384e-09	3059.0	0.0706625720668316	0.1407489146660588	0.0207295742119879	0.0033132174487827	0.0381459309751932	2513.0	0.1071381393346318	7.299180721748121e-08	2513.0	0.0683231906955122	0.1456292354350936	0.0168342375041914	-0.0024112553952038	0.0360797304035867	628.0	628.0
GSE307534_P2_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11782	1	1	1	no_contrast:no_CD8A_contrast	0	11724	2705.0	5862	KRT8,KRT19,EPCAM	0.2304392551060584	4695	501	40.0460593654043	4.273285568065507	49.01057659501876	1.615707332005652	gt0	501	5862	0.1264916916669466																																											
GSE307534_P2_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10995	1	1	1	no_contrast:no_CD8A_contrast	0	10870	1956.0	5435	KRT8,KRT19,EPCAM	0.230341045692749	4611	327	42.41950321987121	3.008279668813248	54.42502299908004	1.9836101688250067	gt0	327	5434	0.107475011150914																																											
GSE307534_P3_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	9954	1	1	1	ok	1	9902	14593.5	4951	KRT8,KRT19,EPCAM	0.2304326205908054	7791	1921	78.6810745303979	19.40012118763886	91.8400323167037	0.6012876164581742	gt0	1921	4951	0.1033182389543485	-0.0052891708992977	0.7098389641959958	4951.0	-0.0331404242101689	0.0225702905978928	-0.0052891708992977	0.7098389641959958	4951.0	-0.0331404242101689	0.0225702905978928	1237.0	1237.0	0.966576840608326	1.568865340383352	0.0933903764433437	0.1006071134876232	-0.0072167370442794	-0.0158928770327448	0.0014594029441859	1237.0	1237.0	0.924945292043103	0.3979002979348743	0.698464025869038	0.001280025406237	0.9282521219028038	4951.0	-0.0265770583242052	0.0291351226318501	-0.0053256772993389	-0.0139268614071815	0.0032755068085037	3020.0	0.0063358368448347	0.7278084426093322	3020.0	-0.0293385803525077	0.0419941338987922	-0.0019512546954452	-0.0143450096069119	0.0104425002160213	755.0	755.0
GSE307534_P3_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	14336	1	1	1	ok	1	14172	12941.5	7086	KRT8,KRT19,EPCAM	0.2302984586047934	10415	2597	73.48998024273214	18.32486593282529	90.79875811459216	0.7687014042677409	gt0	2597	7086	0.0977163234338195	-0.055020611680985	3.5825223000664222e-06	7086.0	-0.0782046040090666	-0.0317771406708171	-0.055020611680985	3.5825223000664222e-06	7086.0	-0.0782046040090666	-0.0317771406708171	1771.0	1771.0	1.0725524640415356	1.841755179052836	0.0681177384155735	0.0902875699252701	-0.0221698315096966	-0.0282944915463662	-0.0160451714730271	1771.0	1771.0	0.0046442134116738	0.3397063459022312	0.6753246753246753	-0.0657869523171299	2.9755860184992658e-08	7086.0	-0.0889349032688315	-0.042567976724974	-0.0240918487539568	-0.0302605268092376	-0.0179231706986761	3995.0	0.0330877761269869	0.0365043599033022	3995.0	0.0020790679829097	0.0640329146817433	0.0026480563636563	-0.0062254659937052	0.011521578721018	998.0	998.0
GSE307534_P4_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12441	1	1	1	ok	1	12208	3877.5	6104	KRT8,KRT19,EPCAM	0.2301681833006673	4781	1141	39.16284403669725	9.346330275229358	47.44429882044561	1.2158359784095776	gt0	1141	6102	0.1435850697453178	0.0323157175208783	0.0115864956199343	6102.0	0.0072300232161877	0.0573607632317553	0.0323157175208783	0.0115864956199343	6102.0	0.0072300232161877	0.0573607632317553	1525.0	1525.0	0.0	1.2163161634299338	0.0987045516137079	0.1008251569046782	-0.0021206052909703	-0.0123993036389606	0.0081580930570199	1525.0	1525.0	0.2427680434021748	0.3795425110944575	0.441311475409836	0.0289480238334578	0.0237410491286761	6102.0	0.0038592702371658	0.0540003574017632	0.0023478199242941	-0.0078344381614751	0.0125300780100633	5552.0	0.0382097576343101	0.0044067639931385	5552.0	0.0119166006403812	0.0644501125222494	-0.0001974196862914	-0.0109804458499832	0.0105856064774002	1388.0	1388.0
GSE307534_P4_AAH-1	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12295	1	1	1	no_contrast:no_CD8A_contrast,no_CLDN4_contrast	0	12138	499981.5	6069	KRT8,KRT19,EPCAM	0.2304763006403465	2002	437	16.49365628604383	3.6002636348657107	22.42544076454111	0.0	gt0	437	6069	0.0017312947516216																																											
GSE307534_P4_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12978	1	1	1	ok	1	12975	12850.0	6488	KRT8,KRT19,EPCAM	0.2303432828489588	10249	1432	78.99036608863199	11.03660886319846	96.48581997533908	0.5403111431753296	gt0	1432	6488	0.0642207135312532	-0.0669515148700651	6.744922297686029e-08	6488.0	-0.0911366929827347	-0.0426874043820947	-0.0669515148700651	6.744922297686029e-08	6488.0	-0.0911366929827347	-0.0426874043820947	1622.0	1622.0	1.814190474445024	2.3548299240041453	0.0362721646355624	0.0588277735012854	-0.022555608865723	-0.0273822218455049	-0.0177289958859411	1622.0	1622.0	7.244946691815857e-07	0.2974914122620561	0.4882860665844636	-0.0383840015362886	0.0019860999136686	6488.0	-0.0626591322055575	-0.0140634814076113	-0.0136995019131995	-0.0184432226040623	-0.0089557812223367	3046.0	0.0093130549968904	0.6073966744907219	3046.0	-0.0262108269619172	0.0448134453134227	-0.0145512664599594	-0.0230916710795334	-0.0060108618403854	761.0	761.0
GSE307534_P5_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10499	1	1	1	ok	1	10149	2688.0	5075	KRT8,KRT19,EPCAM	0.2303722789995393	3805	548	37.49137846093211	5.399546753374717	51.21182266009853	1.6371233779451937	gt0	548	5072	0.1240136145556899	0.0683531923525715	1.1020868233470825e-06	5072.0	0.040908322499881	0.0956949972541252	0.0683531923525715	1.1020868233470825e-06	5072.0	0.040908322499881	0.0956949972541252	1268.0	1268.0	0.0	1.63854157694835	0.0625187322874719	0.0651189595107482	-0.0026002272232762	-0.0122076047799834	0.0070071503334309	1268.0	1268.0	0.0012032464021864	0.315735306682228	0.3304416403785489	0.0735656809683828	1.5626941634640017e-07	5072.0	0.0461372665534069	0.100883253268307	0.0032311623090781	-0.0063808222215613	0.0128431468397175	3981.0	0.0726746446290546	4.43141994444274e-06	3981.0	0.0417034693969131	0.1035062900038456	0.0036896475204595	-0.0080590920012628	0.015438387042182	995.0	995.0
GSE307534_P5_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12084	1	1	1	ok	1	12083	29900.0	6042	KRT8,KRT19,EPCAM	0.2303391615693937	9676	3725	80.07945046759912	30.82843664652818	99.22211188348228	0.6252048497741793	q75	3021	6039	0.1163725699951246	0.1633421770542321	2.211066866798475e-37	6039.0	0.1386914561824767	0.187790617541203	0.1633421770542321	2.211066866798475e-37	6039.0	0.1386914561824767	0.187790617541203	1509.0	1509.0	1.1187898038670967	1.7438760036247565	0.110235725205482	0.0674355238192748	0.0428002013862072	0.0351094383234264	0.0504909644489879	1509.0	1509.0	9.681934154341564e-29	0.2684155526755863	0.6388336646785951	0.2058389290780453	8.754259429600879e-59	6039.0	0.1815594229542384	0.2298676338778751	0.0588517111547781	0.0509886960749069	0.0667147262346493	3442.0	0.2718882762356959	2.1403846989855105e-59	3442.0	0.2406648658916039	0.3025495472400233	0.0813130905189055	0.069587871498226	0.093038309539585	860.0	860.0
GSE307534_P6_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11229	1	1	1	ok	1	11197	486328.0	5599	KRT8,KRT19,EPCAM	0.2303078317091965	2196	660	19.61239617754756	5.894436009645441	26.30826933380961	0.0136562318879544	gt0	660	5599	0.0024571689475827	0.0446772552734236	0.0008259034163942	5599.0	0.0185044251366191	0.0707888970114842	0.0446772552734236	0.0008259034163942	5599.0	0.0185044251366191	0.0707888970114842	1399.0	1399.0	0.0	0.0136662315922194	0.0015579168315687	0.0014584530229679	9.946380860084204e-05	-8.909790371172262e-05	0.0002880255209134	1399.0	1399.0	0.0526578318100748	0.3623128599223983	0.3602573266619013	0.026262434527241	0.0494113099982207	5599.0	6.799547990252316e-05	0.0524208584188524	0.0001780199619929	-5.80025024337865e-06	0.0003618401742292	4989.0	0.0107886922977478	0.4461391828328819	4989.0	-0.0169662243562941	0.0385269951445028	-6.394254972267883e-05	-0.0002509817569036	0.0001230966574582	1247.0	1247.0
GSE307534_P6_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11724	1	1	1	ok	1	11710	11634.0	5855	KRT8,KRT19,EPCAM	0.2304404419555783	6937	2879	59.2399658411614	24.58582408198121	80.22203245089668	0.9862216600334142	gt0	2879	5855	0.1250095184638865	-0.0481458667633108	0.0002283664524635	5855.0	-0.0736703976964636	-0.0225583005585796	-0.0481458667633108	0.0002283664524635	5855.0	-0.0736703976964636	-0.0225583005585796	1463.0	1463.0	0.6335998186302672	1.622117522636993	0.1095284501781074	0.138130719689256	-0.0286022695111485	-0.0377042777951859	-0.0195002612271112	1463.0	1463.0	0.1615975527403861	0.3585882037699579	0.8031442241968558	-0.0723765823609059	2.9530336329211152e-08	5855.0	-0.0978106327251072	-0.0468480497043206	-0.0340828380385704	-0.0433671532478937	-0.0247985228292472	3287.0	0.0369472154075659	0.0341590885743786	3287.0	0.0027624269875727	0.071045750950389	0.0034044248327009	-0.0098255222757731	0.0166343719411749	821.0	821.0
GSE307534_P7_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13616	1	1	1	ok	1	13615	825587.0	6808	KRT8,KRT19,EPCAM	0.2305227500483825	6468	1811	47.50642673521851	13.301505692251196	63.38131609870741	0.0272904073850782	gt0	1811	6807	0.0022781052153112	0.1288529321571715	1.3539708692740538e-26	6807.0	0.1054190348619192	0.1521437999429961	0.1288529321571715	1.3539708692740538e-26	6807.0	0.1054190348619192	0.1521437999429961	1701.0	1701.0	0.0	0.0272989279517096	0.0024845797095626	0.0016839008734589	0.0008006788361037	0.0006465597773388	0.0009547978948686	1701.0	1701.0	3.9311123771451146e-24	0.4824786106483576	0.6972369194591417	0.1068709994018532	9.482052956005214e-19	6807.0	0.0833259586939996	0.1302967862896381	0.0006326699502643	0.0004793972635717	0.0007859426369569	5452.0	0.0923768860666817	8.261065391871086e-12	5452.0	0.0659934127238983	0.1186312822887882	0.000558789894235	0.0003932262935765	0.0007243534948935	1363.0	1363.0
GSE307534_P7_LUAD-1	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13074	1	1	1	ok	1	12976	886337.0	6488	KRT8,KRT19,EPCAM	0.2304244703904376	7251	1656	55.88008631319359	12.762022194821206	86.09741060419236	0.0517859238531378	gt0	1656	6488	0.0025056321091223	0.1547591567163141	4.580672148263692e-36	6488.0	0.130918521275899	0.1784209050178622	0.1547591567163141	4.580672148263692e-36	6488.0	0.130918521275899	0.1784209050178622	1622.0	1622.0	0.0149215299397797	0.0667259069166985	0.0025687736026394	0.0016404705669992	0.0009283030356402	0.0007455208470748	0.0011110852242056	1622.0	1622.0	3.0490290888506197e-26	0.4468568820544554	0.6911220715166461	0.1141411633948859	2.909640318509304e-20	6488.0	0.0900576402039089	0.1380912745222272	0.0006706709183494	0.000487621207177	0.0008537206295218	2735.0	0.1549187732430733	3.719840158131785e-16	2735.0	0.1181242485985643	0.191288475793154	0.0008864776520704	0.000600262255573	0.0011726930485678	683.0	683.0
GSE307534_P8_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	5108	1	1	1	no_contrast:no_CD8A_contrast	0	4952	558588.5	2476	KRT8,KRT19,EPCAM	0.2304584475794754	975	194	19.68901453957997	3.917609046849758	28.10985460420032	0.0112742691036941	gt0	194	2475	0.0015169152199669																																											
GSE307534_P8_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12642	1	1	1	no_contrast:no_CD8A_contrast	0	11826	533691.0	11826	KRT8,KRT19,EPCAM	0.230483881540158	3330	321	28.15829528158295	2.714358193810249	28.15829528158295	0.0151249744328466	gt0	321	11825	0.001223311848437																																											
GSE307534_P9_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10979	1	1	1	no_contrast:no_CD8A_contrast,no_CLDN4_contrast	0	10846	421736.5	10846	KRT8,KRT19,EPCAM	0.2306065074284174	1388	417	12.79734464318643	3.844735386317536	12.79734464318643	0.0	gt0	417	10844	0.0019842828942284																																											
GSE307534_P9_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11029	1	1	1	ok	1	10525	495727.0	5263	KRT8,KRT19,EPCAM	0.2306410578057287	1831	602	17.39667458432304	5.719714964370547	25.17575527265818	0.0070874182892031	gt0	602	5263	0.0022200104929374	0.0567221029241139	3.832877000030238e-05	5263.0	0.0297499240329524	0.0836117383276445	0.0567221029241139	3.832877000030238e-05	5263.0	0.0297499240329524	0.0836117383276445	1315.0	1315.0	0.0	0.0072345552798063	0.0013664657804965	0.001133077070774	0.0002333887097225	6.759320773178044e-05	0.0003991842117132	1315.0	1315.0	8.690446521198254e-05	0.3640078834019998	0.3566539923954372	0.027590690628589	0.0453369613024155	5263.0	0.0005733472321341	0.0545677844681538	9.744228637043246e-05	-7.328634610624234e-05	0.0002681709188471	4622.0	0.0131564292451873	0.3711932479843235	4622.0	-0.0156801221174606	0.0419711130447394	8.588154879667314e-05	-8.737021335436044e-05	0.0002591333109477	1155.0	1155.0
GSE307534_P9_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12127	1	1	1	ok	1	12067	925620.0	6034	KRT8,KRT19,EPCAM	0.230475283272193	4013	1047	33.255987403662886	8.67655589624596	48.75704342061651	0.0207739356743158	gt0	1047	6034	0.0016998036907127	-0.0414127988269359	0.0012926282154975	6034.0	-0.0665757856224659	-0.0161971688588982	-0.0414127988269359	0.0012926282154975	6034.0	-0.0665757856224659	-0.0161971688588982	1508.0	1508.0	0.0	0.0208052608638671	0.0010117202638945	0.0011947952714387	-0.0001830750075442	-0.0003020872514305	-6.406276365783255e-05	1508.0	1508.0	0.0003671759940954	0.2374307345145904	0.3653846153846153	-0.0283640038406989	0.0275757737779423	6034.0	-0.0535582276272373	-0.0031336914005103	-0.000190485550916	-0.0003110884696345	-6.988263219760631e-05	4418.0	-0.0200316545158521	0.1831161195271624	4418.0	-0.0494911995069214	0.0094627150861509	-8.44704190769137e-05	-0.0002195357562635	5.059491810973686e-05	1104.0	1104.0
GSE307534_P10_MIA	GSE307534	MIA_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12180	1	1	1	ok	1	11973	553130.0	5987	KRT8,KRT19,EPCAM	0.2305439904216889	2913	806	24.32974191931847	6.731813246471227	34.59161516619342	0.0137467807030754	gt0	806	5987	0.002448149310606	0.0986086875910995	2.0577649409355805e-14	5987.0	0.0734607741312218	0.1236312802848492	0.0986086875910995	2.0577649409355805e-14	5987.0	0.0734607741312218	0.1236312802848492	1496.0	1496.0	0.0	0.0137520646321788	0.0015665054224085	0.0011923173094358	0.0003741881129727	0.0002019077535955	0.0005464684723499	1496.0	1496.0	9.919493308091662e-08	0.3699171058997947	0.3983957219251337	0.0630402595906266	1.0521689511971202e-06	5987.0	0.037769162196561	0.0882307748999445	0.000305553057296	0.0001225374812532	0.0004885686333389	5235.0	0.0740479290400678	8.153566977738635e-08	5235.0	0.0470523796253775	0.1009353916364522	0.0003030402850092	0.0001183484885191	0.0004877320814993	1308.0	1308.0
GSE307534_P10_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13441	1	1	1	ok	1	13439	593030.0	6720	KRT8,KRT19,EPCAM	0.2304268143966688	9177	2994	68.28633082818662	22.27844333655778	98.05059523809524	0.1547898909626348	gt0	2994	6720	0.006894447948474	-0.0015363678942818	0.8997941946391381	6720.0	-0.0254453264056982	0.0223743472437868	-0.0015363678942818	0.8997941946391381	6720.0	-0.0254453264056982	0.0223743472437868	1680.0	1680.0	0.0650608832105393	0.2198892223049462	0.0062947205633378	0.0064125233768584	-0.0001178028135206	-0.0005950271906062	0.000359421563565	1680.0	1680.0	0.8711682822720705	0.3673587183149957	0.743452380952381	-0.0829927676487737	9.500507684316956e-12	6720.0	-0.1066909488849928	-0.0592003485245788	-0.0015293419071763	-0.0020021342693303	-0.0010565495450222	2052.0	0.0644647025561253	0.0034841000212928	2052.0	0.0212520993296141	0.107436892503146	0.0011014103071158	7.476418379041556e-05	0.0021280564304412	513.0	513.0
GSE307534_P11_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10928	1	1	1	ok	1	10873	517775.0	5437	KRT8,KRT19,EPCAM	0.2304791729061604	3241	762	29.807780741285757	7.008185413409363	41.89810557292625	0.0223138376185605	gt0	762	5437	0.0025283849635175	0.1369965570149214	3.412441280371223e-24	5437.0	0.1108182199114536	0.162984922382959	0.1369965570149214	3.412441280371223e-24	5437.0	0.1108182199114536	0.162984922382959	1359.0	1359.0	0.0	0.0223473985769516	0.0021003582754635	0.0013323629982049	0.0007679952772585	0.0005763171822783	0.0009596733722387	1359.0	1359.0	6.762558798149337e-16	0.4320316938121915	0.4863870493009566	0.0426968121638845	0.0016382746004608	5437.0	0.0161332269073568	0.0692001684469273	0.000250684198391	5.5213366817332885e-05	0.0004461550299648	4327.0	0.0625958785581698	3.782084181909072e-05	4327.0	0.0328598854138003	0.0922211518337744	0.0002709858349127	7.181354741415112e-05	0.0004701581224113	1081.0	1081.0
GSE307534_P11_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11794	1	1	1	ok	1	11782	735988.5	5891	KRT8,KRT19,EPCAM	0.2305205271357249	6139	3711	52.10490578849092	31.497199117297576	77.33831268035986	0.0622405207202231	q75	2946	5891	0.0065942234998304	0.3506778222717223	4.680782816400031e-170	5891.0	0.3280788598299356	0.3728756182255476	0.3506778222717223	4.680782816400031e-170	5891.0	0.3280788598299356	0.3728756182255476	1472.0	1472.0	0.0086442093826709	0.070947119700118	0.0099557844596259	0.0040614487681119	0.005894335691514	0.0054379798974277	0.0063506914856002	1472.0	1472.0	9.872830024512316e-142	0.4703783103367769	0.8777173913043478	0.0118134349342196	0.3646426867048956	5891.0	-0.0137276994080955	0.0373391634455242	-0.0001630699880619	-0.0006700535262219	0.0003439135500981	2674.0	0.1473770769697933	1.869910981413969e-14	2674.0	0.1100864969722968	0.1842533304868256	0.0017717160548357	0.0011712927660513	0.0023721393436201	668.0	668.0
