leiden	n	AT2	barrier	IFN	CLDN4	SFTPB
0	739	-0.13983035573386163	0.9044535431930494	0.22635117646314315	1.7827937602996826	0.6102955341339111
1	1547	-0.02092315867229812	0.889926704755611	0.055101980632044044	0.7022678852081299	0.7673341631889343
2	758	-0.3659492534495267	0.30862408492761206	-0.008145343009445607	0.4657956063747406	0.13738809525966644
3	306	-0.35144189621127847	0.6053005920919066	0.03297270021281021	1.8553502559661865	0.5981611013412476
4	346	-0.1552288443670697	0.13252509082380595	-0.04666717545080698	0.6839410066604614	0.6633949279785156
5	597	-0.3357871866139431	-0.28463428748435754	0.026660464768912137	0.11260462552309036	0.3439290523529053
6	1317	1.633357581641028	0.36661138452633296	-0.06327139172584535	1.498841404914856	4.23229455947876
7	160	0.3201736477356804	0.20993514222997164	-0.19596745034807722	2.110344409942627	1.766697883605957
8	511	-0.5343979965278635	-0.3187711421439075	-0.2016198739687165	1.2151678800582886	0.14739614725112915
9	281	-0.3591792707373808	0.23139876031755177	-0.11178476688676764	0.880772054195404	0.18901647627353668
10	172	-0.5351670781385652	0.05632003622532594	-0.10331602589432827	1.0228161811828613	0.060440417379140854
11	242	-0.4462968466377882	-0.26118715595743464	0.10577298963331862	0.06965853273868561	0.2221391797065735
12	164	-0.2551494985219731	0.9273100999064685	-0.08657585906470272	1.3671050071716309	0.5796107649803162
13	523	0.8547394871469838	0.7754664259476693	-0.0017239633445398285	1.2160215377807617	3.2764575481414795
14	238	-0.44700441226690096	-0.06660334899226814	-0.12791403574328486	0.030393868684768677	0.11845679581165314
15	259	-0.5108330033873799	0.36586073439947625	0.034842830412966236	1.9456108808517456	0.20544616878032684
16	185	-0.4873696817499706	0.8481865275826231	-0.11914408536196149	2.2681360244750977	0.41711878776550293
17	334	-0.2344883278421963	0.9366321826568781	0.1381025079151136	1.6836293935775757	0.3246525526046753
18	190	0.21152246616384673	0.8751892341849353	-0.10293482296296388	2.3296456336975098	1.4558316469192505
19	186	-0.28558889458325204	0.18021796865399994	-0.2042989202085905	1.7247540950775146	0.7454246878623962
20	332	-0.6387960512166093	0.949104954663313	0.1414274092326444	0.9782926440238953	0.014467130415141582
21	163	-0.6187408434742256	1.3055207740030617	-0.01962772786925255	2.2854015827178955	0.09172739088535309
22	283	-0.38674113358230205	0.4097482059184064	0.014042941117595275	1.8799285888671875	0.9085482954978943
23	208	-0.25407068146511463	1.0906375596810063	-0.04168532061434928	2.076796054840088	0.027932435274124146
24	343	0.6124769825217025	0.6646165664715222	0.061822875190724436	1.40097975730896	2.8239574432373047
25	175	0.8630611860422079	0.8112008752498852	0.0761898414236499	1.3442842960357666	2.9377009868621826
26	265	-0.5947052468713082	0.6226768316076242	-0.17710374404840135	1.694091796875	0.0
