dataset	gse	unit_kind	unit_id	patient	n_cells	n_malignant	n_epithelial_like	n_tnk	frac_tnk	epi_definition	n_scored_epi	eligible	malignant_only	CLDN4_mean	CLDN4_pctpos	EPCAM_mean	EPCAM_pctpos	PTPRC_mean	PTPRC_pctpos	CD3D_mean	CD3D_pctpos	CD8A_mean	CD8A_pctpos	NKG7_mean	NKG7_pctpos
NSCLC_GSE117570	GSE117570	patient	P1	P1	1824	128	128	577	0.3163377192982456	Malignant	128	True	True	0.0	0.0	0.0	0.0	0.06680885702371597	8.59375	0.026593584567308426	4.6875	0.019035549834370613	3.125	0.023967379704117775	3.125
NSCLC_GSE117570	GSE117570	patient	P2	P2	1297	199	525	52	0.040092521202775636	Malignant	199	True	True	1.4404772520065308	87.43718592964824	0.6032006144523621	65.82914572864321	0.018652262166142464	4.0201005025125625	0.0	0.0	0.0	0.0	0.0	0.0
NSCLC_GSE117570	GSE117570	patient	P3	P3	328	208	209	3	0.009146341463414634	Malignant	208	False	True	2.2258706092834473	98.07692307692307	1.2799551486968994	92.3076923076923	0.02080044522881508	3.3653846153846154	0.0	0.0	0.0	0.0	0.018572377040982246	1.9230769230769231
NSCLC_GSE117570	GSE117570	patient	P4	P4	1423	970	974	8	0.005621925509486999	Malignant	970	False	True	1.989223599433899	97.52577319587628	1.53587806224823	91.95876288659794	0.012212731875479221	1.6494845360824744	0.0029860511422157288	0.5154639175257731	0.00117287237662822	0.10309278350515465	0.0038859546184539795	0.8247422680412372
NSCLC_GSE117570	GSE117570	sample	P1_Tumor	P1	1824	128	128	577	0.3163377192982456	Malignant	128	True	True	0.0	0.0	0.0	0.0	0.06680885702371597	8.59375	0.026593584567308426	4.6875	0.019035549834370613	3.125	0.023967379704117775	3.125
NSCLC_GSE117570	GSE117570	sample	P2_Tumor	P2	1297	199	525	52	0.040092521202775636	Malignant	199	True	True	1.4404772520065308	87.43718592964824	0.6032006144523621	65.82914572864321	0.018652262166142464	4.0201005025125625	0.0	0.0	0.0	0.0	0.0	0.0
NSCLC_GSE117570	GSE117570	sample	P3_Tumor	P3	328	208	209	3	0.009146341463414634	Malignant	208	False	True	2.2258706092834473	98.07692307692307	1.2799551486968994	92.3076923076923	0.02080044522881508	3.3653846153846154	0.0	0.0	0.0	0.0	0.018572377040982246	1.9230769230769231
NSCLC_GSE117570	GSE117570	sample	P4_Tumor	P4	1423	970	974	8	0.005621925509486999	Malignant	970	False	True	1.989223599433899	97.52577319587628	1.53587806224823	91.95876288659794	0.012212731875479221	1.6494845360824744	0.0029860511422157288	0.5154639175257731	0.00117287237662822	0.10309278350515465	0.0038859546184539795	0.8247422680412372
NSCLC_GSE146100	GSE146100	patient	Patient 1	Patient 1	10996	0	975	6854	0.6233175700254638	epithelial_like	975	True	False	1.6339097023010254	86.66666666666667	1.5527044534683228	87.38461538461539	0.18776251375675201	17.743589743589745	0.10865466296672821	10.666666666666668	0.03163709118962288	3.076923076923077	0.07295205444097519	7.282051282051281
NSCLC_GSE146100	GSE146100	sample	W1	Patient 1	3842	0	112	2890	0.7522123893805309	epithelial_like	112	True	False	1.5417461395263672	85.71428571428571	1.5164154767990112	86.60714285714286	0.18408311903476715	21.428571428571427	0.1512397676706314	16.071428571428573	0.048943646252155304	5.357142857142857	0.08604179322719574	8.035714285714286
NSCLC_GSE146100	GSE146100	sample	W2	Patient 1	3523	0	211	2314	0.6568265682656826	epithelial_like	211	True	False	1.4367027282714844	89.0995260663507	1.4004271030426025	88.15165876777252	0.13665077090263367	17.061611374407583	0.11181245744228363	13.744075829383887	0.0358833372592926	4.739336492890995	0.06707388162612915	9.004739336492891
NSCLC_GSE146100	GSE146100	sample	W3	Patient 1	3631	0	652	1650	0.4544202698980997	epithelial_like	652	True	False	1.7135616540908813	86.04294478527608	1.6082179546356201	87.26993865030674	0.20493531227111816	17.33128834355828	0.10031750798225403	8.742331288343557	0.027290016412734985	2.147239263803681	0.07260580360889435	6.595092024539877
NSCLC_GSE149655	GSE149655	patient	Patient 01	Patient 01	1769	0	1277	52	0.029395138496325607	epithelial_like	1277	True	False	1.7549965381622314	81.2059514487079	1.4640933275222778	75.25450274079874	0.07389126718044281	7.752545027407988	0.04078495502471924	4.306969459671104	0.025053471326828003	2.662490211433046	0.02439466305077076	2.192638997650744
NSCLC_GSE149655	GSE149655	patient	Patient 02	Patient 02	2664	0	407	905	0.3397147147147147	epithelial_like	407	True	False	1.5794786214828491	90.66339066339066	1.5410524606704712	89.92628992628993	0.17310050129890442	41.03194103194103	0.026420531794428825	10.319410319410318	0.015022633597254753	4.914004914004914	0.00545494956895709	3.194103194103194
NSCLC_GSE149655	GSE149655	sample	Patient 01 Adeno	Patient 01	1769	0	1277	52	0.029395138496325607	epithelial_like	1277	True	False	1.7549965381622314	81.2059514487079	1.4640933275222778	75.25450274079874	0.07389126718044281	7.752545027407988	0.04078495502471924	4.306969459671104	0.025053471326828003	2.662490211433046	0.02439466305077076	2.192638997650744
NSCLC_GSE149655	GSE149655	sample	Patient 02 Adeno	Patient 02	2664	0	407	905	0.3397147147147147	epithelial_like	407	True	False	1.5794786214828491	90.66339066339066	1.5410524606704712	89.92628992628993	0.17310050129890442	41.03194103194103	0.026420531794428825	10.319410319410318	0.015022633597254753	4.914004914004914	0.00545494956895709	3.194103194103194
