gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2_expr,pct_expressed,spearman_q,pearson_q,pearson_rank
PVRL4,1.0,0.5778228540341495,2.4747458335432036e-38,0.5068216574238872,1.8237625489849384e-28,7.923560722891563,100.0,6.476409846382564e-35,4.772786590693584e-25,1.0
TM4SF1,2.0,0.437832218324151,7.280358616309143e-21,0.38245119022282853,6.653106573876461e-16,12.231659759036159,100.0,9.526349249440514e-18,2.901863317305783e-13,6.0
TGFA,3.0,0.4164099226852971,7.782674774270468e-19,0.3826911150768437,6.360251410088054e-16,8.736749638554217,100.0,6.789086628088605e-16,2.901863317305783e-13,5.0
GPR110,4.0,0.4046262713544692,8.847609296049844e-18,0.36104152073069484,3.191251054079751e-14,5.391899759036144,97.83132530120481,5.7885483819406105e-15,6.5928162632809846e-12,12.0
LYPD3,5.0,0.39629220881402777,4.662070891621865e-17,0.3751206488747784,2.5860982920573105e-15,6.669187710843382,99.75903614457832,2.4401279046748843e-14,8.459774037892477e-13,8.0
GPR87,6.0,0.39301175817312145,8.853899594581294e-17,0.3885839219543982,2.0807759544093416e-16,1.8716077108433724,73.73493975903614,3.861775873169874e-14,1.815130224229749e-13,3.0
ITGB6,7.0,0.38783851021464705,2.399652372216978e-16,0.34103510454013614,9.220103325997498e-13,9.178716385542177,99.75903614457832,8.971271797274044e-14,1.340500578007525e-10,18.0
GJB3,8.0,0.38402957717652975,4.944411192799035e-16,0.32408116048950897,1.3278136956897717e-11,8.46890626506023,99.51807228915662,1.6174405114443845e-13,1.4478701840083885e-09,24.0
TNFRSF21,9.0,0.37582555874944457,2.272958734192358e-15,0.3698895614801143,6.673768371714842e-15,11.929762168674705,100.0,6.609258897090445e-13,1.746525182877774e-12,10.0
SLC26A9,10.0,0.3729262125992558,3.857199460666955e-15,0.38050645174342285,9.56969780294831e-16,6.0024583132530145,98.55421686746988,1.0094290988565421e-12,3.577699878616532e-13,7.0
LY6G6C,11.0,0.36831259160683966,8.851820728268189e-15,0.35601983387492636,7.592785754294865e-14,2.9589889156626494,94.6987951807229,2.105928622352532e-12,1.4193085942135473e-11,14.0
