term	es	nes	nom_p	n_set_in_rank	mean_t	lead_genes	n_lead	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.4037585812849971	1.9138813795077658	0.000999000999000999	197	0.9320142183100047	SDC4,TRIP10,CLCF1,EHD1,LAMB3,EDN1,IFNGR2,FOSL1,PHLDA2,PLAU,NFKBIE,GADD45A,F2RL1,SMAD3,IL18,AREG,IL23A,IL1A,BIRC3,NFE2L2,IER5,PMEPA1,TNIP2,CCND1,IFIH1	63	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.002140716426430712	
HALLMARK_HYPOXIA	0.30907649029397805	1.455372198238819	0.003996003996003996	190	0.4200656354081828	ANXA2,SDC4,TES,ADORA2B,SULT2B1,PGM1,SLC2A1,TPBG,PGM2,HS3ST1,GPC1,MT1E,STBD1,IDS,EDN2,PLAC8,CP,DDIT4,IGFBP3,KDELR3,HK1,ENO1,TGFBI,PFKL,JUN	63	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.007265461810916356	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.3691666042660728	1.501557315837857	0.006993006993006993	72	0.7152234009661861	TNFRSF12A,LGALS3,S100A11,PPARG,MAL2,CD9,PCYT2,PLSCR1,FBXO6,ANXA5,NSDHL,EBP,SEMA3B,GUSB,ERRFI1,LDLR,CXCL16,PLAUR,PMVK,GPX8	20	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.01134001134001134	
HALLMARK_MITOTIC_SPINDLE	0.23641052426518044	1.120008240523968	0.12187812187812187	196	-0.0875292275813825	EZR,ARHGAP27,ARHGAP10,TUBA4A,WASL,CDC42EP1,BCAR1,DST,GSN,RHOF,ACTN4,NET1,CDC42EP4,PXN,MID1,CAPZB,NOTCH2,PDLIM5,CDC42,CD2AP,NCK1,MYO1E,ARF6,TIAM1,ARHGAP29	43	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	0.13797523231485495	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.34517156509285146	-1.26112331398179	0.06793206793206794	42	-0.7223385696237432	MAML1,TP53,HDAC2,KAT2A,AXIN2,WNT1,FRAT1,NOTCH1,NKD1,JAG2,RBPJ,DVL2,LEF1,HEY2,NOTCH4,DLL1	16	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	0.08318212399845054	
HALLMARK_TGF_BETA_SIGNALING	0.3654942930193391	1.427134235567166	0.023976023976023976	54	0.6859738356479581	CDH1,BCAR3,SMURF1,ACVR1,IFNGR2,SMAD3,PMEPA1,TGFB1,HDAC1,SMURF2,JUNB,LTBP2,RHOA,TJP1,XIAP,TGIF1	16	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.03596403596403596	
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4278619417461013	1.7839807561397887	0.000999000999000999	87	0.6504108904918053	TNFRSF12A,CRLF2,IL13RA1,IFNGR2,CD9,OSMR,TNFRSF21,MYD88,PDGFC,IFNGR1,IL10RB,IL4R,FAS,CSF2RA,IFNAR1,IL7,JUN,ITGB3,PIM1,TGFB1,IRF9,TLR2,LTBR,STAM2,CD44	25	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.002140716426430712	
HALLMARK_DNA_REPAIR	0.1791420609133525	0.814052664363815	0.4825174825174825	140	-0.08725665665141946	VPS37B,CETN2,TK2,CANT1,CDA,GTF2B,POLD4,GUK1,RPA3,POLR3GL,NME3,GPX4,CMPK2,BCAP31,CCNO,DDB2,MPG,APRT,TAF12,RPA2,DGUOK,TAF13,RFC2,ERCC5	24	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.4825174825174825	
HALLMARK_G2M_CHECKPOINT	-0.3840358197000133	-1.869303930507364	0.000999000999000999	184	-1.1407799242826193	TPX2,MCM3,CDC45,SYNCRIP,GINS2,MAD2L1,CKS2,NUSAP1,KIF15,KPNA2,PRMT5,AMD1,BUB1,MNAT1,FOXN3,NDC80,POLQ,EWSR1,CCNA2,YTHDC1,KIF11,CHAF1A,DMD,SLC7A1,NCL	100	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	0.002140716426430712	
HALLMARK_APOPTOSIS	0.48082277849554395	2.226556157371682	0.000999000999000999	158	1.2295383091662282	TNFRSF12A,BCL10,GNA15,ANXA1,LGALS3,BCL2L1,LMNA,CASP4,EMP1,ERBB2,BID,GPX1,GADD45A,TGFB2,EREG,TSPO,IL18,GSN,IFNGR1,DPYD,FAS,TNFSF10,HSPB1,IL1A,BIRC3	59	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	0.002140716426430712	
HALLMARK_NOTCH_SIGNALING	0.45172344683555316	1.5418104227158196	0.014985014985014986	32	1.1511622983206444	DTX2,MAML2,PPARD,DTX4,WNT5A,CCND1,NOTCH2,PRKCA,HES1,APH1A,CUL1,LFNG,PSENEN	13	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	0.023053869207715363	
HALLMARK_ADIPOGENESIS	0.2198844161724811	1.0347925172798544	0.2037962037962038	189	0.052317371449465036	PPARG,SCP2,PGM1,RNF11,GPD2,APLP2,UBC,GADD45A,CD151,REEP6,IFNGR1,CMPK1,CRAT,DHRS7,DRAM2,PFKL,GPX4,ALDOA,STOM,POR,SSPN,TANK,BCL2L13,ACOX1,RAB34	49	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.2223231314140405	
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.39566048732126274	1.8737672331899315	0.000999000999000999	192	0.7269120635980828	KRT19,ZNF185,SFN,MYOF,RHOD,AMFR,LAD1,TFAP2C,FRK,SULT2B1,KRT15,SYT12,SLC2A1,PTGES,TPBG,ELF3,ENDOD1,INHBB,FAM102A,DHRS3,CANT1,AREG,SLC37A1,TJP3,SLC9A3R1	58	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.002140716426430712	
HALLMARK_ESTROGEN_RESPONSE_LATE	0.39887273909143267	1.8745284680135956	0.000999000999000999	196	0.6657896008125584	KRT19,PERP,SFN,LAMC2,GJB3,ST6GALNAC2,MYOF,TRIM29,AMFR,CDH1,TFAP2C,FRK,SULT2B1,PTGES,TPBG,CD9,PKP3,FAM102A,LSR,ST14,AREG,JAK1,TJP3,SLC9A3R1,S100A9	64	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	0.002140716426430712	
HALLMARK_ANDROGEN_RESPONSE	0.3139080503490432	1.3249509026818487	0.030969030969030968	96	0.4278809758083619	KRT19,TMEM50A,STK39,AZGP1,GNAI3,KRT8,MYL12A,PMEPA1,STEAP4,CCND1,PDLIM5,HPGD,DHCR24,NKX3-1,BMPR1B,HOMER2,TNFAIP8,PTPN21,ITGAV,SPDEF,UBE2I,ALDH1A3,CCND3,MAP7,INPP4B	34	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.04321260135213623	
HALLMARK_MYOGENESIS	0.2589711057300349	1.2255999493950276	0.04195804195804196	198	0.26852344377767473	ITGB4,AGRN,PLXNB2,TNNI2,SYNGR2,GSN,ITGB5,RYR1,TNNI1,CRAT,KLF5,SVIL,ANKRD2,CTF1,IGFBP3,CACNG1,PDLIM7,SSPN,APOD,TGFB1,SH3BGR,TNNC1,PRNP,APP,CDKN1A	53	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.053563457818776965	
HALLMARK_PROTEIN_SECRETION	0.30517619382644234	1.282894097770213	0.04195804195804196	95	0.36013747131370893	CAV2,RER1,VAMP3,DST,AP2M1,SCRN1,AP2B1,LAMP2,PPT1,EGFR,SSPN,RAB9A,SEC22B,SNAP23,STX12,ARFIP1,CTSC,KRT18,CLCN3,TOM1L1,ATP7A,CLN5,YKT6	23	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.053563457818776965	
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5974335881456047	2.5602138827924836	0.000999000999000999	92	1.8315213816863292	LY6E,CD47,IFI44,MOV10,DHX58,IL4R,RTP4,NMI,SAMD9,IFI44L,MX1,IFI35,TXNIP,IFIH1,PLSCR1,GBP2,HERC6,PARP12,IL7,IRF2,CMPK2,IFIT2,RSAD2,TRIM14,CASP8	56	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.002140716426430712	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.44170429429190244	2.0739581187203613	0.000999000999000999	196	1.0619818229149094	GBP6,LY6E,CASP4,BPGM,IFI44,MVP,IRF5,MYD88,VAMP8,DHX58,IL4R,FAS,TNFSF10,RTP4,NMI,SECTM1,UPP1,IFIT1,IFI44L,PML,MX1,TOR1B,IFI35,TXNIP,IFIH1	90	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.002140716426430712	
HALLMARK_APICAL_JUNCTION	0.46010988853047796	2.1925331100662033	0.000999000999000999	194	1.1298220977561824	CLDN4,ITGB4,CDH3,LAMC2,MPZL2,CDH1,CLDN9,LDLRAP1,ITGA3,CDSN,AMIGO2,ITGA2,CAP1,LAMB3,COL17A1,WASL,ADAM15,CNN2,CX3CL1,EXOC4,RHOF,ACTB,ACTN4,RRAS,STX4	72	TCGA-LUAD	quartile	129	129	20138	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.002140716426430712	0.0014985014985014985
HALLMARK_APICAL_SURFACE	0.45764283832497527	1.6684646395750904	0.005994005994005994	43	0.9300753278895162	EPHB4,LYPD3,CX3CL1,HSPB1,DCBLD2,EFNA5,LYN,APP,AFAP1L2,PLAUR,SLC34A3,GHRL,SHROOM2,PKHD1,GATA3,RTN4RL1,RHCG,ADAM10,TMEM8B,CROCC	20	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.00999000999000999	
HALLMARK_HEDGEHOG_SIGNALING	-0.32085876677136715	-1.1401988961764498	0.14185814185814186	35	-0.41095858350872905	LDB1,CRMP1,TLE3,SLIT1,NRCAM,HEY2,VLDLR,SCG2	8	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	0.15762015762015763	
HALLMARK_COMPLEMENT	0.3122392779197964	1.4779065531991935	0.004995004995004995	195	0.4482176495959388	LGALS3,CASP4,EHD1,GPD2,S100A13,CDA,STX4,GNAI3,CTSD,S100A9,PDP1,PLAT,CP,PLSCR1,CD59,ADAM9,MMP13,GNB2,ANXA5,PSEN1,IRF2,SERPINB2,PPP4C,LAMP2,LYN	74	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.00856286570572285	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.4563412045787882	-2.0331886701947326	0.000999000999000999	106	-1.3222662449525626	EXOSC9,EXOC2,EXOSC5,PDIA5,SERP1,SLC30A5,CEBPG,GEMIN4,DKC1,NPM1,SLC7A5,EXOSC1,CALR,DCP2,HERPUD1,KIF5B,EEF2,CNOT2,ATF6,SPCS3,DNAJB9,KHSRP,ASNS,PDIA6,CHAC1	53	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	0.002140716426430712	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.2131297058585648	0.9259258217705751	0.34765234765234765	104	-0.07150065276431788	SFN,DAPP1,RAC1,SLC2A1,MYD88,CAB39,RALB,RPS6KA1,CAB39L,MKNK2,AP2M1,NCK1,EGFR,TIAM1	14	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.36594983963405014	
HALLMARK_MTORC1_SIGNALING	-0.24860210030132257	-1.2144464326238325	0.03696303696303696	192	-0.3011396077964399	LGMN,UNG,PSMA4,SLC1A5,CACYBP,IDI1,COPS5,SLC2A3,ASNS,ACLY,CXCR4,PSMA3,TMEM97,HSPA5,DHFR,EDEM1,QDPR,SCD,SLC1A4,POLR3G,CCNF,MTHFD2L,PSMG1,FADS2,CCNG1	49	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.050404141313232224	
HALLMARK_E2F_TARGETS	-0.4190722105586954	-2.051944916044222	0.000999000999000999	187	-1.1864905304592317	KPNA2,CDCA3,LYAR,POLD1,UBE2T,BUB1B,MLH1,TIPIN,MELK,SHMT1,HELLS,SNRPB,PRPS1,PMS2,RFC1,NCAPD2,RANBP1,CDC25A,SMC4,PA2G4,MSH2,PCNA,EXOSC8,PLK4,GINS1	88	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	0.002140716426430712	
HALLMARK_MYC_TARGETS_V1	-0.36985619140082765	-1.7903549315137437	0.000999000999000999	188	-0.980725227704003	NOP16,NHP2,GSPT1,SNRPA,RPS10,EIF4E,ABCE1,DDX18,NME1,EEF1B2,SF3A1,CDC45,HNRNPC,SET,RSL1D1,SYNCRIP,MAD2L1,STARD7,HNRNPA2B1,KPNA2,YWHAE,APEX1,TYMS,PSMA7,CCNA2	94	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.002140716426430712	
HALLMARK_MYC_TARGETS_V2	-0.5111623712250866	-2.0557939156697684	0.000999000999000999	58	-1.5183528291143613	BYSL,GRWD1,EXOSC5,PA2G4,PLK4,HSPE1,WDR74,WDR43,TFB2M,TCOF1,NPM1,CDK4,SRM,UNG,FARSA,SLC29A2,GNL3,TMEM97,NOP2,PPRC1,RRP12,PRMT3,PUS1,RCL1,NOLC1	33	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.002140716426430712	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3270493593405462	1.5458747686130292	0.001998001998001998	194	0.5301417334744238	TNFRSF12A,LAMC2,SDC1,SDC4,NT5E,ITGA2,FUCA1,GADD45A,GPC1,DST,CAPG,AREG,ITGB5,FAS,DKK1,WNT5A,PMEPA1,PDLIM4,CD59,TNC,IGFBP3,LOXL1,NOTCH2,COL8A2,TGFBI	41	TCGA-LUAD	quartile	129	129	20138	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0038671006412941892	0.002664002664002664
HALLMARK_INFLAMMATORY_RESPONSE	0.3816691662885435	1.8315814614340231	0.000999000999000999	197	0.5532988270534297	MET,ITGB8,GNA15,AHR,LY6E,ADORA2B,CD82,PCDH7,EDN1,TPBG,IFNGR2,OSMR,CX3CL1,RNF144B,EREG,IL18,SGMS2,IL4R,TNFSF10,RTP4,NMI,GNAI3,ICAM4,IL1A,DCBLD2	57	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.002140716426430712	
HALLMARK_XENOBIOTIC_METABOLISM	0.3051079317694717	1.4436380158282536	0.001998001998001998	197	0.2992271698127464	EPHA2,CROT,CYP2S1,ABCC3,CYP2J2,SERTAD1,PPARD,XDH,PTGES,SPINT2,BCAR1,TGFB2,ASL,COMT,FAS,CDA,ACSM1,UPP1,PGRMC1,AP4B1,NDRG2,DHRS7,JUP,PINK1,PDLIM5	43	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.0038671006412941892	
HALLMARK_FATTY_ACID_METABOLISM	-0.16822136165591903	-0.7991654647808075	0.42657342657342656	154	-0.16578506706496313	HSP90AA1,HSD17B10,CD36,SUCLA2,SDHC,HIBCH,CD1D,GRHPR,HSD17B4,ACADVL,IDI1,SUCLG1,FH,ADSL,ACAA2,CBR1,HMGCS2,GCDH,CEL,GABARAPL1,AQP7,DLST,DECR1,AADAT,CIDEA	35	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.43380348465094226	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.3992296704783166	-1.9580958349797188	0.000999000999000999	182	-0.9674413482188174	NDUFB8,ECHS1,TIMM10,COX6C,NDUFA8,COX15,TIMM13,RHOT1,UQCRFS1,NDUFV1,NDUFA7,COX6A1,NDUFA9,TIMM50,HSD17B10,SUCLA2,BAX,CYCS,COX5A,SDHC,OXA1L,ISCU,NDUFV2,ALAS1,COX8A	74	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.002140716426430712	
HALLMARK_GLYCOLYSIS	0.4194736426231395	1.9903909874690182	0.000999000999000999	196	0.9408807929228228	GPR87,MET,SRD5A3,SDC1,AGRN,B3GNT3,ADORA2B,CLDN9,SLC16A3,SLC35A3,NT5E,IL13RA1,TPBG,ELF3,TGFA,PGM2,GPC1,DSC2,XYLT2,CHST4,CHST6,AKR1A1,BIK,B4GALT2,DDIT4	68	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	0.002140716426430712	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.22229927522342352	0.8351301841496495	0.41058941058941056	45	0.2098821103223864	MGST1,GPX4,PDLIM1,PRNP,GCLC,JUNB,PRDX1,LSP1,ABCC1,HMOX2,NDUFB4,NDUFA6,NQO1,MBP,PFKP,SOD1,GCLM,G6PD,GSR,GLRX,SBNO2	21	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.42474766612697645	
HALLMARK_UV_RESPONSE_UP	-0.23675162474749678	-1.1088946801345654	0.09090909090909091	152	-0.31729092258781166	DDX21,MSX1,POLG2,PPIF,STIP1,EIF2S3,FURIN,RHOB,GAL,NXF1,KCNH2,ARRB2,DNAJA1,DLG4,IL6,IGFBP2,HSPA13,FGF18,NR4A1,BTG1,ABCB1,E2F5,BTG2,CHRNA5,GCH1	26	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.10695187165775402	
HALLMARK_UV_RESPONSE_DN	0.33895060803962335	1.5379969210166091	0.001998001998001998	137	0.48659319394108536	MET,ANXA2,RND3,PPARG,ADORA2B,ANXA4,ERBB2,DDAH1,SMAD3,MT1E,SLC22A18,RUNX1,SRI,NOTCH2,PDLIM5,RXRA,IRS1,FHL2,PIAS3,ITGB3,TFPI,PTPN21,PRKCA,CDC42BPA,MGLL	38	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.0038671006412941892	
HALLMARK_ANGIOGENESIS	-0.2573290616027945	-0.9142157814675127	0.28471528471528473	36	-0.08314680893996368	MSX1,JAG2,STC1,FGFR1,LPL,KCNJ8	6	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.3050520907663765	
HALLMARK_COAGULATION	0.355260571372164	1.6022174523201078	0.000999000999000999	136	0.5929732093884938	ANXA1,CAPN2,MMP7,GNG12,RAC1,ITGA2,MMP11,S100A13,CD9,PLAU,GSN,PEF1,PLAT,CRIP2,PRSS23,ADAM9,GNB2,SERPINB2,LAMP2,ITGB3,MMP10,CTSO,MMP3,COMP,ARF4	40	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.002140716426430712	
HALLMARK_IL2_STAT5_SIGNALING	0.24541368825979204	1.1532212324041171	0.08591408591408592	194	0.12874345362610704	IKZF2,AHR,BCL2L1,EMP1,ANXA4,NT5E,SYNGR2,IRF6,DHRS3,TNFRSF21,CAPG,IFNGR1,IL4R,TNFSF10,PLEC,PLSCR1,WLS,CDCP1,NCS1,MUC1,GPX4,AHNAK,MYO1E,SPRED2,GATA1	48	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.1030969030969031	
HALLMARK_BILE_ACID_METABOLISM	0.2631837943860783	1.1366829834986636	0.11888111888111888	112	0.16602715879138996	CROT,BCAR3,SCP2,SULT2B1,ABCA4,GSTK1,PEX11G,BBOX1,ABCD3,SLC22A18,HSD3B7,RXRA,PNPLA8,DHCR24,FDXR,PEX13,NR3C2,PEX11A,NEDD4,PEX12,CH25H,PRDX5,DIO1,ATXN1,PEX7	37	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.13717052178590639	
HALLMARK_ALLOGRAFT_REJECTION	0.26047299304298865	1.2301803859098528	0.052947052947052944	195	0.16079902621068468	BCL10,CD47,IFNGR2,INHBB,TGFB2,EREG,IL18,CAPG,IFNGR1,IL4R,HDAC9,IL27RA,FAS,GBP2,ICAM1,IL7,NCK1,IFNAR2,HLA-G,HLA-A,EGFR,LYN,TLR3,CD40,ITGB2	43	TCGA-LUAD	quartile	129	129	20138	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.06618381618381618	
