dataset	unit_id	unit_type	tissue	status	n_malignant_locked	n_malignant_raw	n_qc	n_non_nt	n_kd	kd_quartile	n_Q1	n_Q2	n_Q3	n_Q4	q25	q50	q75	cldn4_pct	cldn4_mean_log1p	frac_zero_cldn4	k	ndims	n_hvg	n_universe	n_ifn	n_ifna	n_ifng	n_mhc	n_sperm	n_matched_ifn	n_matched_sperm	spearman_cldn4_ifn	spearman_p_cells	cosine_ifn	cosine_ifn_p	unmatched_ifn_q1_minus_q4	ifn_Q1	ifna_Q1	ifng_Q1	mhc_Q1	sperm_Q1	matched_Q1	delta_Q1	sperm_delta_Q1	unmatched_ifn_Q1	ifn_Q2	ifna_Q2	ifng_Q2	mhc_Q2	sperm_Q2	matched_Q2	delta_Q2	sperm_delta_Q2	unmatched_ifn_Q2	ifn_Q3	ifna_Q3	ifng_Q3	mhc_Q3	sperm_Q3	matched_Q3	delta_Q3	sperm_delta_Q3	unmatched_ifn_Q3	ifn_Q4	ifna_Q4	ifng_Q4	mhc_Q4	sperm_Q4	matched_Q4	delta_Q4	sperm_delta_Q4	unmatched_ifn_Q4
GSE131907	NS_07	sample	mBrain	ok	5108	5108	5108	3960	1643	Q1	1643	1007	1310	1148	2.0	4.0	8.0	90.40720438527799	1.5931307483262624	0.09592795614722005	20	15	2000	2221	221	95	198	9	129	221	129	0.39103905485551954	7.609800910757183e-145	-0.08117272255797792	0.002	-0.06288659572601318	-0.038907736703378666	-0.03851906376358513	-0.038620554964097796	-0.10378633667991073	-0.014036814898934878	-0.03334856444472373	-0.0055591722586549415	0.0012351094955011508	0.14527037739753723	-0.016077250834303797	-0.018502642732330304	-0.015047517524056848	-0.03711510714771178	-0.005392668977980076	-0.013619627641577462	-0.002457623192726335	-0.00046226648554605884	0.179055318236351	-0.010418739333550144	-0.012131186096471397	-0.009884543726286077	-0.015211392370344119	-0.002909030411239241	-0.006617077259336999	-0.003801662074213143	-0.0007713166377498056	0.19038979709148407	-0.0022055462382701285	-0.002809211951689875	-0.0020801561211452125	-0.003679187558778856	-0.0001065760643476236	-0.0007651899465891241	-0.0014403562916810038	-0.0004626526503970579	0.20815697312355042
GSE131907	NS_12	sample	mBrain	ok	2811	2811	2811	2110	778	Q1	778	694	638	701	1.0	5.0	12.0	86.33938100320171	1.728830943634575	0.13660618996798293	20	15	2000	2221	221	95	198	9	129	221	129	0.6643782640346804	7.293010506589442e-269	-0.10297800667126769	0.002	-0.11290645599365234	-0.09298941821583699	-0.08994702297875119	-0.092536832718516	-0.1989996683057871	-0.03518501711129119	-0.08971729235813901	-0.003272125857698004	0.0013572048848606879	0.1873989701271057	-0.05362023779460793	-0.05281763340112166	-0.05412124562159993	-0.09967628867626953	-0.019248384309597327	-0.05067853459935765	-0.0029417031952502825	0.0012057781502397432	0.23259662091732025	-0.01492006770250208	-0.01587652602570887	-0.014744186892180464	-0.010682939278959023	-0.0038796765803112104	-0.012669466898063187	-0.0022506008044388915	0.0006034373094379284	0.28025802969932556	-0.0014018333687678202	-0.0020258438441522293	-0.001289896165155781	-0.0009904573616162965	-0.00015223253138559373	-0.001107582898464707	-0.000294250470303113	-9.456243201673207e-05	0.30030542612075806
GSE131907	NS_13	sample	mBrain	ok	1352	1352	1352	1069	373	Q1	373	474	222	283	0.0	2.0	4.0	72.41124260355029	0.9959480312401604	0.27588757396449703	20	15	2000	2221	221	95	198	9	129	221	129	0.4494284338320637	2.8584882439178716e-54	-0.10107783271727837	0.002	-0.11200197041034698	-0.08392404088542126	-0.10673693217982633	-0.08591566051049282	-0.22986301819696503	-0.02102401153088994	-0.07681592441968291	-0.007108116465738344	0.008317218929424516	0.20069433748722076	-0.054471858812294674	-0.07015697483755955	-0.05519741154787679	-0.14743804024157814	-0.013096674885011666	-0.05298880149483223	-0.0014830573174624444	0.006016514809473852	0.23924776911735535	-0.021280049709599774	-0.030065144073516625	-0.020811944748585588	-0.034762054786190495	-0.006375647629267453	-0.020206355794916184	-0.001073693914683594	-0.000421821915107039	0.2885591685771942	-0.0020226874807740083	-0.003494241585796022	-0.0018155537594878176	0.0006592339647017498	-0.0005153020643399663	-0.0027808929947612973	0.000758205513987289	-0.0005795422139488968	0.31269630789756775
GSE131907	NS_16	sample	mBrain	too_few_nt	79	79	79				70	0	0	9	0.0	0.0	0.0	11.39240506329114	0.10313755860663223	0.8860759493670886																																																				
GSE131907	NS_17	sample	mBrain	ok	1112	1112	1112	839	308	Q1	308	252	279	273	2.0	11.0	30.0	88.21942446043165	2.3008201233302157	0.11780575539568346	20	15	2000	2221	221	95	198	9	129	221	129	0.744409564317139	5.695275400057508e-149	-0.10445663894568219	0.002	-0.1089872270822525	-0.10270282198686087	-0.11695040749514544	-0.10033018103867053	-0.24187695856433233	-0.03845823482451549	-0.0848949797337222	-0.01780784225313866	0.0025961208482121307	0.1802593320608139	-0.055098992511325044	-0.058621120786663136	-0.05464309236595904	-0.06926543947565492	-0.022486244300014786	-0.04969397129599736	-0.005405021215327673	-0.0010207918852703354	0.23497390747070312	-0.010082755290320681	-0.0046426025210652925	-0.00988727095417695	-0.00987832927100927	-0.003936317148080039	-0.011489039256973742	0.0014062839666530616	-0.0005131918692796814	0.2777358293533325	0.0002628575560402786	0.00037343017807212726	0.00017224516675885752	-0.0035482091381145186	0.0005182288342739191	0.0010257061011036488	-0.0007628485450633701	-0.0005863087020280647	0.2892465591430664
GSE131907	NS_19	sample	mBrain	ok	755	755	755	574	248	Q1	248	136	190	181	0.0	1.0	4.0	67.1523178807947	1.0082934839931024	0.32847682119205296	20	15	2000	2221	221	95	198	9	129	221	129	0.4015196381190349	1.1998704152875938e-23	-0.15635059171625673	0.002	-0.12479618191719055	-0.10449292412898545	-0.11225443185767212	-0.10272522055404064	-0.16461178072891783	-0.02062798689731317	-0.0745651773393911	-0.029927746789594353	0.01369264418229919	0.2791591286659241	-0.07533312217838863	-0.07869043291976024	-0.07387687424690292	-0.10137249497708932	-0.015356066164922019	-0.05492459419824229	-0.020408527980146335	0.010699924874865624	0.31087204813957214	-0.04052062262808689	-0.04576685025586316	-0.03915079199728307	-0.02444718208229333	-0.006065544655667379	-0.026117961877696595	-0.014402660750390291	0.006174267810225633	0.3521328568458557	-0.006151857940406403	-0.00649317698826725	-0.0059369260429541024	-0.011140217072690025	-0.0005075948205901558	-0.0034523130123300734	-0.002699544928076327	-0.00013418321364635317	0.4039553105831146
GSE189357	TD1	patient	TUMOR	ok	2186	2186	1970	1500	852	Q1	852	251	397	470	0.0	1.0	5.0	56.75126903553299	1.0031486480954794	0.43248730964467	20	15	2000	2222	222	96	198	9	132	222	132	0.41561350449226875	1.0234171187025125e-63	-0.1113920025260268	0.002	-0.18922767043113708	-0.11262487630345136	-0.12212390247967418	-0.1118023057354332	-0.1893406022625723	-0.012374237831211601	-0.07794454146951951	-0.034680334833931854	0.010059324241062973	0.24218803644180298	-0.07521557965004702	-0.07293040514490748	-0.07556640089716757	-0.11592247840734435	-0.006712466782492118	-0.05410732263266957	-0.021108257017377455	0.008624025217093167	0.27052032947540283	-0.03618230133487731	-0.03441931501898514	-0.0356875995750194	-0.05318734136960302	-0.004202025508726042	-0.027603131932156934	-0.008579169402720384	0.0029816047737255325	0.32053637504577637	-0.005699101371488192	-0.006965645308216624	-0.005188305666295913	-0.009635795860707617	0.0018834294806529366	-0.0033900356710311295	-0.002309065700457063	0.0017880170207967843	0.43141570687294006
GSE189357	TD2	patient	TUMOR	ok	1207	1207	1104	864	697	Q1	697	0	167	240	0.0	0.0	2.0	36.86594202898551	0.5572127914796927	0.6313405797101449	20	15	2000	2222	222	96	198	9	132	222	132	0.10074787211701078	0.003030478847371364	-0.043969299141654664	0.002	-0.06679525971412659	-0.04277163089376407	-0.044275629367779124	-0.03753928299661119	-0.07945369317279599	-0.015661117311621002	-0.06970584441218532	0.026934213518421252	0.006437750888082117	0.23057496547698975	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.030786315616656935	-0.022271768252240746	-0.02847601849353011	-0.033546253771125197	-0.009064818180001077	-0.039257061642569466	0.008470746025912534	0.00044694160689374876	0.24644312262535095	0.0008713541976134248	0.0026560165051099224	0.0008672656933541854	-0.010289677480856577	-0.0013753367263372195	-0.00428516271135381	0.0051565169089672356	0.00011404716560259609	0.29737022519111633
GSE189357	TD3	patient	TUMOR	ok	664	664	647	518	332	Q1	332	0	186	129	0.0	0.0	3.0	48.68624420401855	0.7103048638428436	0.5131375579598145	20	15	2000	2222	222	96	198	9	132	222	132	-0.1352882329452434	0.00202959013428976	0.019484359604568912	0.002	0.009917855262756348	0.020539434219011103	0.05949043891982673	0.025599656423701853	0.13940092199139167	-0.01967219243185848	-0.03572020529940503	0.05625963951841614	-0.010637400794247938	0.2926129400730133	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.020788108549451314	-0.017163194036261452	-0.020765223093771896	-0.049314474030492404	-0.008038865507338481	-0.020627303785690214	-0.0001608047637611037	-0.0027047382001866736	0.262485146522522	0.0010347069315318335	0.0027094264346287987	0.0013349544974213883	-0.003446319576073682	-0.0006950449540647565	0.0010099864456022372	2.4720485929595265e-05	-0.0021262003718364505	0.28269508481025696
GSE189357	TD4	patient	TUMOR	ok	491	491	477	365	330	Q1	330	0	35	112	0.0	0.0	1.0	30.81761006289308	0.5221063643200229	0.6918238993710691	20	15	2000	2222	222	96	198	9	132	222	132	0.031085013467856144	0.553861045460236	-0.022572743687596535	0.002	-0.06649255752563477	-0.026140511625070337	-0.025277224386515418	-0.026164624258250974	-0.057055955121814196	-0.022208254251379393	-0.05836433672755265	0.03222382510248231	-0.0012146804088348638	0.2433249056339264	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.016689441480615113	0.0005695012475674359	-0.020308886169527172	0.030550409214837218	-0.012426333509998402	-0.03159422218569457	0.014904780705079456	-0.001996904882517729	0.24998418986797333	-0.00311210663795011	-0.0021645982716498625	-0.002782919866800266	-0.011766988651028697	-0.0020471415682786526	-0.00638049553020197	0.0032683888922518597	-0.0027531602729093762	0.30981746315956116
GSE189357	TD5	patient	TUMOR	ok	1736	1736	1724	1343	1088	Q1	1088	0	255	381	0.0	0.0	1.0	36.89095127610209	0.5369768288884941	0.6310904872389791	20	15	2000	2222	222	96	198	9	132	222	132	0.03253567465496256	0.23344208820709747	-0.03292309885775407	0.024	-0.04039075970649719	-0.01778033955083646	-0.013868881387251722	-0.02076633772101011	-0.011647113650623297	-0.00636140505203051	-0.020297097735636024	0.0025167581847995698	0.003232817954936608	0.30623194575309753	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.016973614812586926	-0.015054313738958216	-0.01892269758419439	-0.05328696109111013	-0.004052419318810362	-0.014638112423550932	-0.0023355023890359932	0.0019967879520079524	0.3039914071559906	-0.001582554893017658	-0.0010671309596343146	-0.0013521275032681948	-0.005491219563086483	-0.0018542771500469463	-0.0025105245619457687	0.0009279696689281107	0.0003612042174121314	0.3466227054595947
GSE189357	TD6	patient	TUMOR	ok	1211	1211	1169	910	403	Q1	403	220	287	259	0.0	2.0	7.0	65.52609067579127	1.1782773620067397	0.34473909324208724	20	15	2000	2222	222	96	198	9	132	222	132	-0.017451323368457113	0.5990572855666167	-0.004956229648448131	0.002	-0.06200718879699707	-0.005241963389962049	-0.02313725466453266	-0.002973735135612692	-0.0026293148104073656	-0.015573903921417625	-0.06432237258204335	0.0590804091920813	-0.006965533238195912	0.2378615140914917	-0.028372732642199004	-0.029659060520564464	-0.02847055411641892	-0.03639232177626003	-0.012389010359781998	-0.03959518389549048	0.01122245125329148	-0.005520371361520172	0.22934459149837494	-0.01663597796018047	-0.013375925500774441	-0.01592892890798229	-0.01040959404943712	-0.003638822422994661	-0.019684577378699213	0.003048599418518741	0.0021244103439831134	0.2665424942970276	-0.0019417613609454386	-0.001743385086118926	-0.00193451107016713	-0.014562209281017216	-0.0008322039284130221	-0.0031539780294805187	0.001212216668535081	-0.0007159426358114481	0.29986870288848877
GSE189357	TD7	patient	TUMOR	ok	849	849	848	671	537	Q1	537	0	134	177	0.0	0.0	1.0	36.674528301886795	0.4516493702224653	0.6332547169811321	20	15	2000	2222	222	96	198	9	132	222	132	0.009872937965505974	0.7985109459341351	-0.005434992554919999	0.004	-0.0035031139850616455	-0.0029849966165562485	-0.013066956133007642	-0.0015500211572875482	0.03677584358236446	0.0012806830007496084	-0.003442605807238561	0.0004576091906823123	0.0038094562862801447	0.27075836062431335	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.4877143051894866e-05	-0.008987838179985089	0.0003171195000180937	0.034261628565305895	0.004282384811366026	0.002270386358318558	-0.002305263501370452	0.0031513795698898143	0.27399972081184387	0.002171339410426717	-0.00015201713107596416	0.0030374662038711604	0.005402197580777544	0.0007111056296588867	0.0015431057851193301	0.0006282336253073862	-0.0003802760331506417	0.274261474609375
GSE189357	TD8	patient	TUMOR	ok	1019	1019	1014	803	554	Q1	554	0	249	211	0.0	0.0	3.0	45.36489151873767	0.6841868818130753	0.5463510848126233	20	15	2000	2222	222	96	198	9	132	222	132	0.2896111332652601	5.564155901345917e-17	-0.024476777464273396	0.002	-0.03775423765182495	-0.03515772491611835	-0.05170589471689765	-0.033858890276283644	-0.09087939792926467	-0.022019597556135962	-0.07337424714760023	0.038216522231481885	-0.0035428132094869128	0.2595583498477936	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.01642494757620545	-0.014029271115356911	-0.016423686922489956	-0.01570623817852383	-0.007749165833001809	-0.02301505997201728	0.006590112395811829	-0.0026945214595265297	0.2756389081478119	-0.0033765642615731454	-0.0025247473855088006	-0.003023402198547778	-0.008658329182828708	-0.0016020834676008639	-0.0046823228680809076	0.0013057586065077622	-1.3498574683640346e-05	0.29731258749961853
GSE189357	TD9	patient	TUMOR	ok	4889	4889	4836	3732	1665	Q1	1665	1092	975	1104	1.0	3.0	6.0	79.17700578990902	1.298846941774886	0.20822994210090984	20	15	2000	2222	222	96	198	9	132	222	132	0.07802435103932506	1.8222930491428148e-06	-0.03973623719680781	0.002	-0.05398440361022949	-0.020573152666699585	-0.016971298531888775	-0.0205244426426119	-0.01841234753220965	-0.006819469629257133	-0.027749446080953494	0.007176293414253909	-0.004069545516514244	0.2567700743675232	-0.015779464908162535	-0.012513062598703854	-0.01622375894173213	-0.00959099176626745	-0.0019398373059075766	-0.009406379334508353	-0.006373085573654183	0.0006231996786431965	0.2777537703514099	-0.01078504401670679	-0.00900419910521939	-0.011082396207908464	0.0004525917157148717	-0.0012685355502698157	-0.008357797853939527	-0.002427246162767263	0.0011495909842473642	0.28725340962409973	0.0011012534198586736	0.0017555578366833888	0.0008938160925933713	-0.003470361237256711	0.00011295414182386518	0.00044646688298855935	0.0006547865368701145	0.0005283935617385158	0.3107544779777527
GSE205335	P0031	patient	Lung	ok	319	319	319	250	130	Q1	130	45	75	69	0.0	1.0	6.0	59.24764890282132	1.0321074000131345	0.40752351097178685	20	15	2000	2222	222	96	198	9	129	222	129	0.3455734372839621	2.018470923927389e-08	-0.05418981986095865	0.002	-0.07702836394309998	-0.06967830885064867	-0.058490638251010425	-0.07548550567658445	-0.2009937252244379	-0.032382483948322015	-0.13250657021586298	0.06282826136521431	0.007246069300011219	0.21353524923324585	-0.0369458455446962	-0.03235885106820475	-0.04065817600214388	-0.10379153769693258	-0.03065418283760701	-0.09488086201645829	0.05793501647176209	0.002409675375949094	0.24157272279262543	-0.004758516204607739	0.001025380864739417	-0.006857737457310713	-0.014805666340721986	-0.012312106711919919	-0.04846074724698567	0.04370223104237794	0.002069354930589365	0.27468985319137573	0.009274056925250957	0.011161655336078526	0.009509698895876863	-0.0033783699099376382	0.004329158619519982	0.004771939918879414	0.0045021170063715464	-0.001021495014646725	0.2905636131763458
GSE205335	P1006	patient	Effusion,Lung	ok	1282	1282	1282	979	331	Q1	331	349	299	303	0.0	3.0	10.0	74.18096723868955	1.454419941675175	0.2581903276131045	20	15	2000	2222	222	96	198	9	129	222	129	0.47776593371464604	5.697562106258642e-57	-0.04710342842596948	0.002	-0.0862923264503479	-0.0598495593065606	-0.0543488940863691	-0.06040532795080328	-0.20329890771574843	-0.034660408658832964	-0.07325377187385344	0.013404212567292852	0.01254009308102438	0.10829655826091766	-0.03932114555316655	-0.03868796996178093	-0.03993628179435982	-0.07561020660802688	-0.019650848917134353	-0.041601972798948006	0.0022808272457814573	0.006599703917144096	0.1312568485736847	-0.017731533296606736	-0.020046921908946806	-0.018047088332224293	-0.03496693776292635	-0.009004734744935019	-0.017202977779919887	-0.0005285555166868487	0.0020738165310916325	0.15802913904190063	0.0002870879467234808	0.0012810823824067113	5.8537758306852456e-05	0.004662440306304529	-0.0004165372696769519	-0.0026031878932442575	0.0028902758399677385	0.0016610817191501652	0.19458888471126556
GSE205335	P1015	patient	LN	ok	291	291	291	221	170	Q1	170	0	51	70	0.0	0.0	6.0	41.580756013745706	1.0137949164303333	0.584192439862543	20	15	2000	2222	222	96	198	9	129	222	129	0.3350516325808538	3.3811816029332117e-07	-0.11402366139071987	0.002	-0.16269513964653015	-0.13909498471302775	-0.1451824997697829	-0.1378204501603093	-0.40323542348699637	-0.02816658098160595	-0.1407757957886942	0.0016808110756664349	0.022565166425933262	0.19709166884422302	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.08523079477720433	-0.09106893757102538	-0.08639422420889675	-0.20388114257575643	-0.011394938080030694	-0.09781410329924353	0.0125833085220392	0.022592199310322886	0.2633078396320343	-0.00017644132474291043	-0.0026212350487531655	-0.000537037262410829	-0.00509935783015357	-0.001294392159214843	-0.0068520111236793175	0.0066755697989364085	-0.00033307338869848976	0.3597868084907532
GSE205335	P1016	patient	LN,Liver	ok	5336	5336	5336	4050	1433	Q1	1433	1400	1217	1286	1.0	5.0	11.0	82.64617691154422	1.6930493563274216	0.17353823088455772	20	15	2000	2222	222	96	198	9	129	222	129	0.3903159572647235	1.6603270526268427e-147	-0.09656025587016906	0.002	-0.05937908589839935	-0.05720386438367502	-0.055143240374637754	-0.0574978140597955	-0.14914466943391083	-0.03433948926470005	-0.03985976918348727	-0.017344095200187752	0.0036654516201632638	0.17818155884742737	-0.020977702227947294	-0.020663101908784093	-0.021456714464730513	-0.05376589820143722	-0.00988618551921574	-0.010790494963085637	-0.01018720726486166	0.004137199155590265	0.21560555696487427	-0.010298677988184542	-0.010614927914488467	-0.010962441880161478	-0.016525089480904566	-0.0044788362115736795	-0.007316440721330392	-0.002982237266854151	0.003794551746684822	0.22574637830257416	-0.002014291844261218	-0.0024999666035027115	-0.0020327981628897405	-0.002562330741868522	-0.0021474575269853466	-0.00176900989046621	-0.00024528195379500795	-7.873354373566644e-05	0.23756064474582672
GSE205335	P1017	patient	LN,Liver	ok	2186	2186	2186	1646	780	Q1	780	374	492	540	0.0	2.0	16.0	64.31838975297347	1.5546208471745202	0.35681610247026535	20	15	2000	2222	222	96	198	9	129	222	129	0.32965645555735595	5.0586813210982266e-43	-0.1152207891356839	0.002	-0.20908838510513306	-0.10233067069293018	-0.1195825767577984	-0.10102800320369829	-0.27968505836407687	-0.027808098566609738	-0.10290913600229343	0.000578465309363228	0.007546941683442733	0.22965458035469055	-0.08621084046060452	-0.09690593089617841	-0.08497049888626224	-0.24089695554419208	-0.025682868015237136	-0.07971543425884976	-0.006495406201754761	0.004444940293723019	0.255115807056427	-0.037645663097440774	-0.05037860915226973	-0.0367196208552729	-0.055640729280506694	-0.01373797502166952	-0.03464549423597815	-0.0030001688614626257	0.0005187696160599161	0.3532921373844147	-0.004428925512816594	-0.007992681812632968	-0.004329489757997788	-0.00878563726880423	-0.0008147087927876687	-0.004459358183719891	3.043267090329731e-05	0.00029848618569248823	0.4387429654598236
GSE205335	P1018	patient	Bronchus	ok	1180	1180	1180	891	389	Q1	389	210	292	289	0.0	12.0	37.0	67.03389830508475	2.1044393337254506	0.32966101694915256	20	15	2000	2222	222	96	198	9	129	222	129	0.6593322153968191	3.0843383759200827e-112	-0.15882286120592107	0.002	-0.17447292804718018	-0.18903459945874834	-0.20860048119719327	-0.18607887901848064	-0.3754421533328811	-0.035290572062912445	-0.15072508323190942	-0.03830951622683894	0.02109155988219783	0.32713234424591064	-0.08549858965778726	-0.09338943011142195	-0.0841240879038941	-0.18019679148518847	-0.01426745505846044	-0.07706955411770679	-0.008429035540080438	0.00990399531428776	0.38711586594581604	-0.020692197103239527	-0.02542793015831418	-0.019350735462405084	-0.037028428104733044	-0.001078151996984557	-0.016015011933071883	-0.004677185170167642	0.004227058006237112	0.47762352228164673	-0.007668895048228592	-0.011830938263230173	-0.007654480773876549	-0.0042783763089211165	0.0024702070899293134	-0.0010580102575698945	-0.0066108847906587	0.0013870404616694938	0.5016052722930908
GSE205335	P1025	patient	LN	ok	980	980	980	750	254	Q1	254	266	230	230	4.0	11.0	21.0	92.85714285714286	2.310694428602225	0.07142857142857142	20	15	2000	2222	222	96	198	9	129	222	129	0.35804712416630075	4.201256398249002e-24	-0.07804796919772324	0.002	-0.06819045543670654	-0.047695291194965156	-0.05355343615802449	-0.04838185127302181	-0.05765676017351976	-0.021783510062609125	-0.04320008711856486	-0.0044952040764003	0.004787252040883818	0.18772616982460022	-0.020475698348639687	-0.024797386912288222	-0.020259616802437135	7.547314901997189e-05	-0.008051827726026388	-0.011839068568104901	-0.008636629780534786	0.003389353629232266	0.22258217632770538	-0.0039097532486966945	-0.002232206117132328	-0.003461331202778238	0.014018691932233632	-0.00447278100661971	-0.006458897816285028	0.0025491445675883337	0.001074287643386814	0.24169085919857025	0.0019722361949334835	0.002354853191291508	0.0016870049387543776	0.004643409735194728	-0.0008011461471944778	-0.001899274816547615	0.0038715110114810984	0.000610306984322779	0.25591662526130676
GSE205335	P1027	patient	LN	ok	1318	1318	1318	988	475	Q1	475	212	301	330	1.0	5.0	45.75	78.07283763277694	2.173997848939513	0.21927162367223066	20	15	2000	2222	222	96	198	9	129	222	129	0.5778907163352835	4.2518030314307885e-89	-0.14883857584997504	0.002	-0.2178725302219391	-0.20918137365506123	-0.23441048390575145	-0.20939692270686056	-0.38460688213158767	-0.033405653975268665	-0.19067266129102114	-0.018508712364040097	0.013529041760773231	0.2701535224914551	-0.18065619044805004	-0.20698774762674232	-0.18121932426935064	-0.29911825595036995	-0.025674327992200326	-0.15790222658655909	-0.022753963861490988	0.01412644556465947	0.3010103106498718	-0.05898220327956439	-0.06931742694092748	-0.05870338365055058	-0.1467143111274708	-0.0048507078030492305	-0.05771254083951557	-0.0012696624400488246	0.0025182786418766925	0.45187509059906006	-0.0030243213181446182	-0.004444138575204167	-0.0029797757774783014	0.0023387540846762016	0.0009964780146481426	-0.0029612203072954843	-6.310101084913481e-05	0.0008677999780635639	0.48802605271339417
GSE205335	P1030	patient	LN	ok	603	603	603	455	231	Q1	231	80	144	148	0.0	1.0	18.0	61.69154228855721	1.4841073595315697	0.38308457711442784	20	15	2000	2222	222	96	198	9	129	222	129	0.5616486011553671	3.479632270616987e-39	-0.1166387282524568	0.002	-0.19656455516815186	-0.15274992315443336	-0.16124481743760677	-0.1530175309859073	-0.6120763142387589	-0.045958692201306724	-0.1329627381853806	-0.019787184969052744	0.014477768159577433	0.15368503332138062	-0.12784104593400214	-0.13521697564671437	-0.12710704639403508	-0.510960535539521	-0.044101876531576004	-0.11879851828824291	-0.009042527645759219	0.008053011606021444	0.1829262524843216	-0.07321151615110216	-0.08352832559763489	-0.073165612518432	-0.2298082430145623	-0.023318130814155097	-0.0656672611896012	-0.007544254961500953	0.010602453350539507	0.2559005618095398	-0.0018077714174590414	-0.003433722388607593	-0.002052206305037942	0.0005376485061717115	0.00013612700343715837	-0.0026564969043314304	0.0008487254868723899	-0.001290537093128176	0.35024958848953247
GSE205335	P1037	patient	LN	ok	3671	3671	3671	2761	1214	Q1	1214	636	911	910	1.0	2.0	4.0	86.05284663579407	1.1972718181497537	0.1394715336420594	20	15	2000	2222	222	96	198	9	129	222	129	0.11240011262713717	3.1768435967103336e-09	-0.03511124474628168	0.002	-0.01418614387512207	-0.0037921177115605572	-0.0035488184859895876	-0.002785478511075813	0.003995219539798443	-0.0016412906960856938	-0.0031012395160158793	-0.0006908781955446779	-0.00013166593480899244	0.14880119264125824	-8.02872350535575e-05	-0.0007754837312155738	0.0009242508543823187	0.0047217827214801516	-0.0007971541254181056	-0.0008874024588569744	0.0008071152238034168	0.0002126782626003705	0.15376876294612885	0.00116401353296133	0.000360592622424081	0.001710700603815845	0.006979600717336875	-0.0009241212926966244	-0.0009186772661466761	0.0020826907991080067	6.811158916276759e-05	0.15644192695617676	0.003416602486911776	0.004264741927029688	0.0035413009311289724	0.00954437042894672	0.0004656658125881827	0.0004964177162502558	0.0029201847706615196	0.00037026082263360254	0.1629873365163803
GSE205335	P1056	patient	LN,Liver	ok	2386	2386	2386	1818	1200	Q1	1200	0	618	568	0.0	0.0	7.0	49.70662196144174	0.9966856921366043	0.5029337803855826	20	15	2000	2222	222	96	198	9	129	222	129	0.2315882685826441	1.464001367106943e-23	-0.04304063071565993	0.002	-0.05455385148525238	-0.028527490666084402	-0.02111393526161717	-0.027455451847116775	-0.08677494180975137	-0.0006296247472981762	-0.02746787602456661	-0.001059614641517792	0.008341889089738676	0.13211210072040558	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.011090307267153406	-0.0077932004464664395	-0.011601756546784086	-0.0232208093018122	0.00035965113463293105	-0.009301097026178588	-0.0017892102409748179	0.0016310819119224544	0.1635044366121292	0.0034027622932510998	0.004036884371832367	0.003463096633313818	0.009950248262202237	0.0014578863089770577	0.0014796132668985157	0.001923149026352584	-5.84697087396733e-05	0.18666595220565796
GSE205335	P1062	patient	LN	ok	188	188	188	141	103	Q1	103	0	38	47	0.0	0.0	15.25	45.21276595744681	1.379111871252045	0.5478723404255319	20	15	2000	2222	222	96	198	9	129	222	129	-0.41016350241782557	4.392146357529781e-07	0.049048600438912744	0.002	0.0769849419593811	0.07352809541414208	0.08544244827298768	0.07533088347789553	0.011730970816833428	0.021444309940218897	-0.003683495687591761	0.07721159110173387	0.03075514187824783	0.43788617849349976	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.054538051103629914	-0.05676696783650601	-0.05199791303281769	-0.07903478569106052	-0.019616386883176625	-0.04648586601767849	-0.008052185085951402	0.007965616883367289	0.31155797839164734	-0.0009525645933424083	0.00031517753509659185	-0.0004433780274492652	0.011937350527896386	0.0006483834130563853	0.00014663313583142162	-0.0010991977291738297	0.001218159902553914	0.36090123653411865
GSE205335	P1063	patient	Bronchus,LN	ok	131	131	131	98	85	Q1	85	0	13	33	0.0	0.0	2.5	35.11450381679389	0.6928500047568636	0.648854961832061	20	15	2000	2222	222	96	198	9	129	222	129	-0.38010856185207675	0.00011313040592356327	0.04431102285345004	0.002	0.10195648670196533	0.09059001972783348	0.07290352019390055	0.08550539980562258	0.23140163102181133	-0.025560026241120713	-0.0027446394678645493	0.09333465919569806	0.05043911633565444	0.39056867361068726	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.06414832264618665	-0.06490071993679382	-0.06820995268566069	-0.11563343064397827	-0.04497110068833607	-0.0817558099764218	0.017607487330235136	0.02098070675941472	0.22478951513767242	0.003410937533559546	0.0025106323553681998	0.0027053626713163096	0.022205480521776857	-0.01485200295964681	-0.008439328955751347	0.011850266489310894	-0.005510017678355118	0.2886121869087219
