panel,symbol,measured,n_probes_annotated,n_arrays_with_value,GSM558700,GSM558701,GSM558702,mean_log2_KD_over_ctrl,median_log2_KD_over_ctrl,t_1samp,p_1samp,q_BH_within_panel,direction,mapping_note
PRIORITY,IFI27,yes,1,3,-2.6439,2.8420,-2.3219,-0.7079,-2.3219,-0.3983,0.7289,0.7289,DOWN,ORF
PRIORITY,OAS2,yes,1,3,-0.2863,2.8115,0.1110,0.8787,0.1110,0.9030,0.4618,0.7289,UP,ORF
PRIORITY,IFIT1,yes,1,3,-2.8365,-1.1203,-2.1203,-2.0257,-2.1203,-4.0703,0.05539,0.3324,DOWN,ORF
PRIORITY,MX1,yes,1,2,-0.0740,,0.7908,0.3584,0.3584,0.8289,0.5594,0.7289,UP,ORF
PRIORITY,ISG15,yes,1,3,0.7137,1.7949,-1.0589,0.4832,0.7137,0.5809,0.62,0.7289,UP,G1P2->ISG15;ORF
PRIORITY,HLA-A,yes,11,3,-1.5995,0.7975,-1.7370,-0.8463,-1.5995,-1.0285,0.4118,0.7289,DOWN,DESCRIPTION_PREFIX
