cohort	patient	split	family	ligand	receptor	axis	detected	n_high	n_low	n_tnk	lig_prop_high	lig_prop_low	rec_prop	d_cellchat_hill	d_cellchat_hill_pop	d_cellchat_prod	d_cpdb_means	d_conn_prod	d_natmi_spec	d_sca_lrscore	d_liana_logfc	d_cp10k_log2fc	d_cp10k_log2fc_trim	d_cp10k_delta	d_cp10k_delta_trim	d_expr_prop_pp	d_conn_z
GSE123902	LX255B	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	57	57	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	57	57	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	57	57	1583	0.03508771929824561	0.03508771929824561	0.013897662665824383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	57	57	1583	0.03508771929824561	0.03508771929824561	0.006948831332912192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	False	57	57	1583	0.3508771929824561	0.07017543859649122	0.029058749210360075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	False	57	57	1583	0.9473684210526315	0.6491228070175439	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	False	57	57	1583	0.8421052631578947	0.5964912280701754	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	q4q1	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	False	57	57	1583	0.8947368421052632	0.6140350877192983	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	False	22	22	1583	0.2727272727272727	0.0	0.018951358180669616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	F11R	F11R	F11R-F11R	False	22	22	1583	0.2727272727272727	0.0	0.003790271636133923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	False	22	22	1583	0.22727272727272727	0.045454545454545456	0.054958938723941884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	False	22	22	1583	0.22727272727272727	0.045454545454545456	0.07327858496525584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	22	22	1583	0.13636363636363635	0.045454545454545456	0.013897662665824383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	False	22	22	1583	0.13636363636363635	0.045454545454545456	0.012002526847757423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.025268477574226154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	LGALS9	CD44	LGALS9-CD44	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.1396083385975995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	barrier	LGALS9	PTPRC	LGALS9-CD45	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.2242577384712571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	22	22	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	22	22	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	22	22	1583	0.0	0.0	0.027163613392293114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.013897662665824383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	22	22	1583	0.045454545454545456	0.09090909090909091	0.006948831332912192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	False	22	22	1583	0.2727272727272727	0.13636363636363635	0.029058749210360075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	False	22	22	1583	0.8636363636363636	0.6363636363636364	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	False	22	22	1583	0.7272727272727273	0.5909090909090909	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	False	22	22	1583	0.8181818181818182	0.5454545454545454	0.08022741629816804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	False	36	36	49	0.5277777777777778	0.16666666666666666	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	F11R	F11R	F11R-F11R	False	36	36	49	0.5277777777777778	0.16666666666666666	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	False	36	36	49	0.4722222222222222	0.1388888888888889	0.08163265306122448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	NECTIN2	CD96	NECTIN2-CD96	True	36	36	49	0.4722222222222222	0.1388888888888889	0.14285714285714285	0.02165892537047063	0.002609544727375875	0.017673771780305856	-0.0056614938429471184	-0.003165295874034059	-0.0234594282891758	-0.00637033312076607	-0.016335618182486456	-0.429416226639279	0.15963705480173268	-0.4376167026527386	0.12550423765921398	33.33333333333333	-0.11902569252401085
GSE123902	LX653	q4q1	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	36	36	49	0.7777777777777778	0.2777777777777778	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	CDH1	KLRG1	CDH1-KLRG1	False	36	36	49	0.7777777777777778	0.2777777777777778	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	36	36	49	0.16666666666666666	0.08333333333333333	0.14285714285714285	0.004131383883785529	0.0004977638939278514	0.002385604889736634	0.0018623803727213506	0.0007189085246351919	0.013281704072020561	0.004450555384749311	0.005373693855948024	-0.01821305834203292	0.03536276593170379	-0.013945230082485355	0.02481448042584648	8.333333333333332	0.10272704011926093
GSE123902	LX653	q4q1	barrier	LGALS9	CD44	LGALS9-CD44	True	36	36	49	0.16666666666666666	0.08333333333333333	0.4489795918367347	0.026507447891698916	0.0031937120470566824	0.03608018701307029	0.0018623803727213506	0.003714133609315856	0.004876576962949339	0.006303922893175218	0.005373693855948024	-0.01821305834203292	0.03536276593170379	-0.013945230082485355	0.02481448042584648	8.333333333333332	0.04750414012827908
GSE123902	LX653	q4q1	barrier	LGALS9	PTPRC	LGALS9-CD45	True	36	36	49	0.16666666666666666	0.08333333333333333	0.5102040816326531	0.028731601373119083	0.0034616860065693643	0.045206075050954	0.0018623803727213506	0.004457401347119083	0.013281704072020561	0.006435454704358745	0.005373693855948024	-0.01821305834203292	0.03536276593170379	-0.013945230082485355	0.02481448042584648	8.333333333333332	0.10272704011926093
GSE123902	LX653	q4q1	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	36	36	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	36	36	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	36	36	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	36	36	49	0.1111111111111111	0.08333333333333333	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	36	36	49	0.1111111111111111	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	36	36	49	0.6666666666666666	0.3055555555555556	0.22448979591836735	0.06769713722142717	0.008156393009944508	0.11625262255334173	0.11971672805062072	0.12591463078324358	0.18824629783767466	0.058975615095363865	0.34542945974016653	0.2716996673841015	0.3686588045269647	0.39381479803654773	0.44527110962845373	36.11111111111111	1.279858760917898
GSE123902	LX653	q4q1	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	36	36	49	0.9166666666666666	0.8055555555555556	0.1836734693877551	0.0053840420184737	0.0006486886224019925	0.027104588002668017	0.0830178466953364	0.07056411470685853	0.022258750013008977	0.008992484468843709	0.2395388714652841	-0.028060699848565136	0.14948627883292426	-0.22044435290126962	1.0429229928865986	11.111111111111105	0.3792242579631922
GSE123902	LX653	q4q1	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	36	36	49	0.9722222222222222	0.8055555555555556	0.1836734693877551	0.009014662879733293	0.0010861187978860425	0.04991157237767996	0.21527096277731483	0.18297758271448428	0.05051831972679349	0.018963479802496463	0.6211407008924495	-0.1313494616239003	0.274558289068412	-1.6023535292041657	2.7406487716051355	16.666666666666664	1.1050196126375649
GSE123902	LX653	q4q1	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	36	36	49	0.9166666666666666	0.6388888888888888	0.1836734693877551	0.012151553805817644	0.0014640626264232175	0.04825886806679658	0.09748887617325785	0.0828643058664027	0.034762088293851995	0.01516156506805999	0.2812934363939947	-0.3176320446522231	-0.06912402435310577	-1.5320980949379388	-0.2677448520782182	27.77777777777778	0.49907091415869154
GSE123902	LX653	decile	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	False	14	14	49	0.5	0.21428571428571427	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	F11R	F11R	F11R-F11R	False	14	14	49	0.5	0.21428571428571427	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	False	14	14	49	0.5	0.07142857142857142	0.08163265306122448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	NECTIN2	CD96	NECTIN2-CD96	True	14	14	49	0.5	0.07142857142857142	0.14285714285714285	0.03352200188859688	0.003878578730912036	0.02494260686697881	0.06544193894224573	0.036588064046157956	0.38422052710419063	0.12241921640465789	0.18882552155627247	0.19838424251822936	0.2501497800526836	0.15831604026391236	0.1893305844441194	42.85714285714286	1.6391982580688578
GSE123902	LX653	decile	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	False	14	14	49	0.7142857142857143	0.42857142857142855	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	CDH1	KLRG1	CDH1-KLRG1	False	14	14	49	0.7142857142857143	0.42857142857142855	0.04081632653061224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	14	14	49	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.007860414669690943	0.0009094694659146546	0.005566505916266449	0.029202461209954955	0.011272615740407759	0.15484395179211732	0.046426051197660606	0.08426049193870869	0.10644542761056779	0.08450214904937556	0.08604288581425289	0.06382039651689786	14.285714285714285	2.0852476011238577
GSE123902	LX653	decile	barrier	LGALS9	CD44	LGALS9-CD44	True	14	14	49	0.2857142857142857	0.14285714285714285	0.4489795918367347	0.05043335069435898	0.005835263716702693	0.07072066505308924	0.029202461209954955	0.05823828700264387	0.0548537119044477	0.061652847085092055	0.08426049193870869	0.10644542761056779	0.08450214904937556	0.08604288581425289	0.06382039651689786	14.285714285714285	0.32141864772872614
GSE123902	LX653	decile	barrier	LGALS9	PTPRC	LGALS9-CD45	True	14	14	49	0.2857142857142857	0.14285714285714285	0.5102040816326531	0.054665048630155755	0.006324881659687442	0.08467751612087489	0.029202461209954955	0.06989285961290687	0.15484395179211732	0.06242789255381742	0.08426049193870869	0.10644542761056779	0.08450214904937556	0.08604288581425289	0.06382039651689786	14.285714285714285	2.0852476011238577
GSE123902	LX653	decile	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	14	14	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	14	14	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	14	14	49	0.0	0.0	0.02040816326530612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	14	14	49	0.21428571428571427	0.14285714285714285	0.061224489795918366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	14	14	49	0.21428571428571427	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX653	decile	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	14	14	49	0.6428571428571429	0.35714285714285715	0.22448979591836735	0.04894987925096897	0.005663622392674098	0.0867428307005666	0.11012921529186048	0.11583075905699247	0.1691874675778749	0.050474578065144104	0.31776574551712	0.35359706111486544	0.2620084593860192	0.558598826710903	0.32315691595475526	28.571428571428577	1.1097516834444803
GSE123902	LX653	decile	mhc_cd8	HLA-A	CD8A	HLA-A-CD8A	True	14	14	49	0.7857142857142857	0.7142857142857143	0.1836734693877551	-0.003002650423997222	-0.0003474140986443053	-0.013739818894244082	-0.08135050821100065	-0.06914689818357755	-0.0251717605779877	-0.010286113131925734	-0.23472794953961507	-0.597215740011333	-0.21687160341558237	-4.586000114344389	-1.3509211025956906	7.14285714285714	-0.299210789188618
GSE123902	LX653	decile	mhc_cd8	HLA-B	CD8A	HLA-B-CD8A	True	14	14	49	0.9285714285714286	0.7857142857142857	0.1836734693877551	0.00635848990260518	0.0007356930465824175	0.03432247408297584	0.10595705078505047	0.09006214667353851	0.02773712907182313	0.010142586749743554	0.3057274234296247	-0.2167247467453531	0.15870440554729492	-2.4537528334738443	1.494197254718074	14.28571428571429	0.515049825265111
GSE123902	LX653	decile	mhc_cd8	HLA-C	CD8A	HLA-C-CD8A	True	14	14	49	0.9285714285714286	0.7857142857142857	0.1836734693877551	0.008980487955602884	0.0010390647221358712	0.04059342028814672	0.12770139473726205	0.10854456270752888	0.044694519651235165	0.016767140664681435	0.3684683378041039	0.18176021274542592	0.18612435070039393	1.0305566290941757	0.9375649901483287	14.28571428571429	0.9392966750964254
GSE123902	LX661	q4q1	barrier	F11R	ITGAL_ITGB2	F11R-LFA1	True	29	29	3726	0.6896551724137931	0.13793103448275862	0.11084272678475578	0.04938432816562646	0.0003726728399375333	0.07608834377942111	0.33637174650793744	0.21110377556846527	0.38424991723521223	0.1599705973759425	0.9705637011643216	0.9982097224269453	1.2791499162629965	1.7921870217795068	1.6139453761250169	55.172413793103445	1.4830466050954954
GSE123902	LX661	q4q1	barrier	F11R	F11R	F11R-F11R	False	29	29	3726	0.6896551724137931	0.13793103448275862	0.04294149221685454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	barrier	NECTIN2	TIGIT	NECTIN2-TIGIT	True	29	29	3726	0.41379310344827586	0.1724137931034483	0.17954911433172302	0.03297274763601063	0.0002488248389416921	0.035400104624852366	0.05280070425756861	0.03094396584124487	0.1385066146680331	0.03747539092225133	0.15235062837567803	-0.13141392435352495	0.3091423104342245	-0.16351250313466137	0.280725130295102	24.137931034482758	0.7254048114540755
GSE123902	LX661	q4q1	barrier	NECTIN2	CD96	NECTIN2-CD96	True	29	29	3726	0.41379310344827586	0.1724137931034483	0.4028448738593666	0.09325843025401936	0.0007037634274241805	0.12416843643192435	0.052800704257568665	0.06229662278175449	0.12208137585873374	0.04106769341975475	0.15235062837567803	-0.13141392435352495	0.3091423104342245	-0.16351250313466137	0.280725130295102	24.137931034482758	0.7165315953251234
GSE123902	LX661	q4q1	barrier	CDH1	ITGAE_ITGB7	CDH1-integrin	True	29	29	3726	0.4482758620689655	0.06896551724137931	0.15754159957058508	0.06341770480200196	0.00047857401383729866	0.05953756130371509	0.14848826604931364	0.06911531118819475	0.4117586858850373	0.12938550213630914	0.42844657011909165	0.39888939641192056	0.6307740035412098	0.41936940607843315	0.5483954824005453	37.93103448275862	1.5127531849201898
GSE123902	LX661	q4q1	barrier	CDH1	KLRG1	CDH1-KLRG1	False	29	29	3726	0.4482758620689655	0.06896551724137931	0.04938271604938271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	barrier	LGALS9	HAVCR2	LGALS9-TIM3	True	29	29	3726	0.2413793103448276	0.10344827586206896	0.1274825550187869	0.004897706061815586	3.695994448106172e-05	0.0032961371364137303	0.045765997623628873	0.012551384133439798	0.12819734223042098	0.04649251766963172	0.13205275562589097	0.11348487146541866	0.20730601479226837	0.10224674351211058	0.1591181335098972	13.793103448275861	1.932671453160332
GSE123902	LX661	q4q1	barrier	LGALS9	CD44	LGALS9-CD44	True	29	29	3726	0.2413793103448276	0.10344827586206896	0.8129361245303274	0.12206918523418889	0.0009211802938275105	0.22110860753357958	0.045765997623628873	0.1419153343562669	0.09773952816333208	0.07469884253480163	0.13205275562589097	0.11348487146541866	0.20730601479226837	0.10224674351211058	0.1591181335098972	13.793103448275861	2.1833407223217907
GSE123902	LX661	q4q1	barrier	LGALS9	PTPRC	LGALS9-CD45	True	29	29	3726	0.2413793103448276	0.10344827586206896	0.8542673107890499	0.12372025574247625	0.000933639897068379	0.22931332525014875	0.045765997623628873	0.14947649195216553	0.1982766024297943	0.07492440151334578	0.13205275562589097	0.11348487146541866	0.20730601479226837	0.10224674351211058	0.1591181335098972	13.793103448275861	2.306630753651381
GSE123902	LX661	q4q1	ifn_recruit	CXCL9	CXCR3	CXCL9-CXCR3	False	29	29	3726	0.0	0.06896551724137931	0.16210413311862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CXCL10	CXCR3	CXCL10-CXCR3	False	29	29	3726	0.06896551724137931	0.0	0.16210413311862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CXCL11	CXCR3	CXCL11-CXCR3	False	29	29	3726	0.0	0.0	0.16210413311862587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CCL5	CCR5	CCL5-CCR5	False	29	29	3726	0.13793103448275862	0.3103448275862069	0.048577563070316694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CCL5	CCR1	CCL5-CCR1	False	29	29	3726	0.13793103448275862	0.3103448275862069	0.02522812667740204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX661	q4q1	ifn_recruit	CXCL16	CXCR6	CXCL16-CXCR6	True	29	29	3726	0.3793103448275862	0.13793103448275862	0.273215244229737	0.0667412989328312	0.0005036551136425194	0.07457603475434989	0.06411471284891601	0.05733313029310816	0.182599343970537	0.05971077363389504	0.184995956550302	0.15654054096228434	0.27039469468559024	0.16386120367268403	0.2328199702894001	24.137931034482758	1.6622185309525965
