split	cohort	patient	family	ligand	n_edges	n_detected	n_high	n_low	n_tnk	cellchat_hill	cellchat_hill_pop	cellchat_prod	cpdb_means	conn_prod	natmi_spec	sca_lrscore	liana_logfc	cp10k_log2fc	cp10k_log2fc_trim	cp10k_delta	cp10k_delta_trim	expr_prop_pp	conn_z
decile	GSE131907	EBUS_13	barrier	CDH1	2	0	37	37	1150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_13	barrier	LGALS9	3	2	37	37	1150	0.019607969304659786	0.0005568899074029179	0.032769550579994124	0.01699086592697943	0.040306060414121686	0.06828376828289905	0.0783849092141961	0.049025276026525046	0.06712874355639269	0.02420742368812389	0.049314087511263455	0.01703667556859348	5.405405405405405	0.21778307752574955
decile	GSE131907	EBUS_13	ifn_recruit	CXCL9	1	0	37	37	1150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_13	ifn_recruit	CXCL10	1	1	37	37	1150	-0.0018091688328151032	-5.138257042983107e-05	-0.0012241650712188365	0.08245723350749998	0.04549872693154684	0.48337790583740436	0.12147595405317727	0.23792128373338706	1.384530122956394	-0.004222666838649644	1.7526645233430218	-0.0029992643209958043	-5.405405405405405	1.7755129027150116
decile	GSE131907	EBUS_13	ifn_recruit	CXCL11	1	0	37	37	1150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_13	ifn_recruit	CCL5	2	0	37	37	1150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_13	ifn_recruit	CXCL16	1	0	37	37	1150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_13	mhc_cd8	HLA-A	1	1	37	37	1150	0.004202434520899925	0.00011935419394269557	0.017398233039387506	0.08773267500913284	0.055288423815800736	0.025141063714533868	0.019541661339748106	0.2531429903191981	0.5539496932982849	0.38590229500439716	1.7453415449225504	1.0501576351554935	2.7027027027027084	0.143061433906725
decile	GSE131907	EBUS_13	mhc_cd8	HLA-B	1	1	37	37	1150	0.026331078213573944	0.0007478342851491224	0.060558838302218754	0.2107614864763569	0.1328201879988267	0.09083614775416116	0.07899984153855788	0.608129102699653	0.9973841186263113	0.9290438679994225	1.845840003174632	1.4686360586104894	10.81081081081081	0.4543884953908753
decile	GSE131907	EBUS_13	mhc_cd8	HLA-C	1	1	37	37	1150	-0.000640410968539229	-1.818844161923872e-05	-0.0025361791013195634	-0.0007836003447603268	-0.0004938186138608303	-0.0002452571063206177	-0.00018506828804565334	-0.002260992662849211	0.15711528147581313	0.12999692651968373	0.41501759008652295	0.3120650321198979	-8.108108108108103	-0.001457308000714308
q4q1	GSE131907	EBUS_15	barrier	F11R	2	1	64	64	479	0.24692046371858226	0.020544481694228667	0.328327202686917	0.24888769836319552	0.34420952140266964	0.7609250556007043	0.27089794384430566	0.7181380963337007	0.9091159491509544	0.7569095243070885	0.9448813479545004	0.6898667889342148	64.0625	1.9799023106655045
q4q1	GSE131907	EBUS_15	barrier	NECTIN2	2	2	64	64	479	0.15359752763012047	0.012779749183819127	0.24304889875663888	0.27730983526303066	0.220125917888251	0.4570553889428159	0.127051335543396	0.8001470482474194	0.5656315762734309	1.0982486111688727	0.9013684921427002	1.3328705672324925	54.6875	1.5574895340215225
q4q1	GSE131907	EBUS_15	barrier	CDH1	2	2	64	64	479	0.09147943204014171	0.007611347754024531	0.16623187849982277	0.31833153270716996	0.18502900450762558	0.4730415141947934	0.12671537308395603	0.918510647190434	0.9202205837157891	1.034556528609981	1.626379634791866	1.4292486441694228	57.8125	1.5471931292711083
q4q1	GSE131907	EBUS_15	barrier	LGALS9	3	3	64	64	479	0.13105950112257878	0.010904521565844323	0.19112198107404166	0.10663339175083454	0.16673844541748797	0.4100272766993016	0.17906121012011403	0.3076789309441982	0.3649508062152307	0.30689732378565554	0.30741584380160974	0.23704443543761058	50.0	1.7981137278008326
q4q1	GSE131907	EBUS_15	ifn_recruit	CXCL9	1	0	64	64	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_15	ifn_recruit	CXCL10	1	1	64	64	479	0.0005554011759696396	4.6210950363619594e-05	0.00029800160628782425	0.008877894263403824	0.0029082748727389694	0.36271755101343456	0.042003339726030105	0.025616188054698563	0.028341658310749914	0.007048912003821682	0.01992292758769177	0.004897889118007779	12.5	2.087821739205954
q4q1	GSE131907	EBUS_15	ifn_recruit	CXCL11	1	0	64	64	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_15	ifn_recruit	CCL5	2	0	64	64	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_15	ifn_recruit	CXCL16	1	0	64	64	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_15	mhc_cd8	HLA-A	1	1	64	64	479	0.015095954771593534	0.0012560261785972311	0.07043661972913806	0.37011925297876136	0.3626738205539395	0.08633624263200929	0.03435898407003257	1.067938421619974	0.4800188292653101	0.6839068157272009	8.159916747321162	8.694433300174964	17.1875	1.7073718308307586
q4q1	GSE131907	EBUS_15	mhc_cd8	HLA-B	1	1	64	64	479	0.01254665576341546	0.0010439172832149464	0.06093262102231212	0.318984877697152	0.31256808005066317	0.06801585808706001	0.02766612391916301	0.9203958023445075	0.40251520332007185	0.5521531403019138	8.16870459879583	9.04950515856282	14.0625	1.2114574265537037
q4q1	GSE131907	EBUS_15	mhc_cd8	HLA-C	1	1	64	64	479	0.01966526668435581	0.001636205866960179	0.0832411734297156	0.32881737608909245	0.32220278488889054	0.08379566807587843	0.03764607568102596	0.9487663956837095	0.40798339345718043	0.4504088191341242	4.389474666307461	3.7646514210725908	26.5625	0.9709423952272705
decile	GSE131907	EBUS_15	barrier	F11R	2	1	25	25	479	0.27864717652333726	0.011923913718386383	0.38505986195627323	0.3321135463433383	0.45931014505732776	0.9551974129892922	0.46917065425108523	0.958277132643162	1.2727502297637716	1.010145730740499	1.4162173368153623	1.0141145412920427	68.0	2.0462609715822424
decile	GSE131907	EBUS_15	barrier	NECTIN2	2	2	25	25	479	0.1348006912638156	0.005768412340879971	0.21638379852690384	0.24899052185687584	0.19764631541911362	0.40493732303943875	0.1155597681164032	0.7184347822225396	0.5074341067305564	1.0058848616862917	0.8020423725123293	1.2649859418233287	43.99999999999999	1.480289319494535
decile	GSE131907	EBUS_15	barrier	CDH1	2	2	25	25	479	0.1553807752435715	0.006649078525097354	0.23935398622818638	0.49436741898985365	0.2873492004351368	0.7631652308038155	0.22467914486133933	1.4264428475074766	1.822002511633743	1.7805761018286437	3.353365913501998	2.435633400533073	68.0	1.8858646035774023
decile	GSE131907	EBUS_15	barrier	LGALS9	3	3	25	25	479	0.13324830330647858	0.005701982311723731	0.194293783871217	0.11792396020568159	0.184393063742298	0.43992243913515755	0.18943790988633413	0.34025662518144867	0.4743919839735146	0.3172600048438681	0.4085802557980889	0.24596194462204482	48.00000000000001	1.7733538421794488
decile	GSE131907	EBUS_15	ifn_recruit	CXCL9	1	0	25	25	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_15	ifn_recruit	CXCL10	1	1	25	25	479	0.0005805940052889618	2.484486981298422e-05	0.00031164748710505873	0.009005279609098193	0.0029500045429790432	0.4217081660856483	0.06614737060403762	0.025983744467728928	0.028124886970637645	0.007450287446480529	0.019685948344508535	0.005177502921406023	12.0	1.8875736801684904
decile	GSE131907	EBUS_15	ifn_recruit	CXCL11	1	0	25	25	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_15	ifn_recruit	CCL5	2	0	25	25	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_15	ifn_recruit	CXCL16	1	0	25	25	479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_15	mhc_cd8	HLA-A	1	1	25	25	479	0.030314446222738933	0.0012972205413692012	0.14029086629037302	0.7308575769262238	0.716155421722518	0.167748334809796	0.06817435587646214	2.1088092036551735	1.6351352890212774	1.6710344252807667	30.614579563072773	26.161546022514482	27.999999999999993	2.13177540589295
decile	GSE131907	EBUS_15	mhc_cd8	HLA-B	1	1	25	25	479	0.016756692493843428	0.0007170550155758994	0.08385759702729523	0.5543274533250111	0.5431764322372437	0.11150350536237968	0.044173325516794204	1.5994509358812043	1.217726225049181	1.1931735456450498	29.046050525723057	24.52355348226362	15.999999999999993	1.92637995951857
decile	GSE131907	EBUS_15	mhc_cd8	HLA-C	1	1	25	25	479	0.029395998921758038	0.0012579182002924964	0.12849088894824434	0.5686790276482383	0.5572393058891234	0.13714879733441002	0.06008635932881312	1.640860826091342	1.10196528683203	1.2546678645159886	14.82840231886834	13.697349484079504	27.999999999999993	1.6019712725008968
q4q1	GSE131907	EBUS_19	barrier	F11R	2	1	54	54	1427	0.0035169549078280515	0.00011501851957576928	0.006978659161251122	-0.003415084251581768	-0.004222036229537873	-0.004308187072535885	-0.0012807708288637976	-0.009853850227950189	-0.09765038303760941	-0.023072864895250306	-0.1491447670472532	-0.032580242368464685	7.4074074074074066	-0.021775225440550328
q4q1	GSE131907	EBUS_19	barrier	NECTIN2	2	2	54	54	1427	0.014249865384215153	0.0004660277039658142	0.02876628375179157	0.04738244002003347	0.035492775353689734	0.07979449667029578	0.019372884481290015	0.1367168224842422	0.12575223535135988	0.12527041024382016	0.1701123656655763	0.16165910106771408	11.111111111111116	0.33351579124214803
q4q1	GSE131907	EBUS_19	barrier	CDH1	2	2	54	54	1427	0.04104334030435636	0.0013422817078899904	0.11206337310216448	0.20826355127423474	0.16006855181884797	0.18552564373076208	0.05776461595301635	0.6009215852425256	0.5246435374202908	0.649023495085425	1.032916720536438	1.190174889094056	22.22222222222222	0.8736281232213847
q4q1	GSE131907	EBUS_19	barrier	LGALS9	3	3	54	54	1427	0.059009236203689974	0.0019298385015794081	0.08233538714271581	0.12637615302109	0.21849732091674937	0.1355162746684401	0.048157910760753486	0.3646444985003028	0.4405383766643692	0.4270767252977017	0.7027296429818891	0.5805269578999301	14.814814814814815	0.49046794413360506
q4q1	GSE131907	EBUS_19	ifn_recruit	CXCL9	1	0	54	54	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_19	ifn_recruit	CXCL10	1	1	54	54	1427	-0.004127675040796282	-0.00013499151536618101	-0.003464589112994655	-0.006082470973779119	-0.005758377368553478	-0.1569722624367029	-0.027630741435589884	-0.017550301420444343	-0.014962363342944712	-0.008424914102876026	-0.010661782779891833	-0.005856789776387767	-7.4074074074074066	-2.226456453151476
q4q1	GSE131907	EBUS_19	ifn_recruit	CXCL11	1	0	54	54	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_19	ifn_recruit	CCL5	2	0	54	54	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_19	ifn_recruit	CXCL16	1	1	54	54	1427	0.02923181696107091	0.0009559975602441203	0.04012645954026025	0.06774654758994941	0.04174028517154135	0.19062862737594255	0.041202488228399614	0.19547521649073626	0.1631840627409158	0.26636423001184106	0.17254407787613224	0.26037943474521	18.51851851851852	0.7737921083538097
q4q1	GSE131907	EBUS_19	mhc_cd8	HLA-A	1	1	54	54	1427	0.008739588718117863	0.000285819574718342	0.0318962340824982	0.22373894732842814	0.25689460236296213	0.051567247619814904	0.023498495997074875	0.6455741395288805	0.5511298915158748	0.4374640560030931	5.097010059646861	3.66840046744713	11.111111111111116	0.6457066421587003
q4q1	GSE131907	EBUS_19	mhc_cd8	HLA-B	1	1	54	54	1427	0.009327727792332152	0.00030505407939459585	0.033318162592411826	0.20261966834553857	0.2326456781533659	0.045675431028916386	0.022881286320061922	0.58463678141735	0.2613784030082925	0.24052532715555386	1.9130803518937949	1.706627188990602	14.814814814814813	0.4064721743728778
q4q1	GSE131907	EBUS_19	mhc_cd8	HLA-C	1	1	54	54	1427	0.00112515269916319	3.6797002277846186e-05	0.004055223711629918	0.06851642007611236	0.07866980112742361	0.015653238891805005	0.0076402888820065185	0.19769659892654465	0.14472523077247987	0.04826275353996778	1.0939973351576704	0.3453441254808389	5.5555555555555465	0.15260620983761486
decile	GSE131907	EBUS_19	barrier	F11R	2	1	21	21	1427	0.09861785379721488	0.0013694785145519956	0.16641520024421416	0.14263201526376484	0.17633460599300974	0.22891522789777458	0.07043359238124824	0.4115490021860651	0.3153625698567428	0.4575750661998505	0.4169911303076905	0.5351716754973763	42.85714285714286	1.0761327665846152
decile	GSE131907	EBUS_19	barrier	NECTIN2	2	2	21	21	1427	0.10444727048282922	0.0014504299913478246	0.18501871502036243	0.27387937702109766	0.20515488857282033	0.5108911078919169	0.1276146914490989	0.7902488380601926	0.7794023119681952	0.8750155580516434	1.0208725687389812	1.0950534786740358	61.904761904761905	1.5515755092179289
decile	GSE131907	EBUS_19	barrier	CDH1	2	2	21	21	1427	0.10320472034902378	0.0014331750456561523	0.23736747896766416	0.40467456542570435	0.311027403735758	0.4226370047410267	0.12558836488386832	1.1676439774271201	0.9501271919846495	1.2794761164420492	1.8655937070526398	2.2170333465937113	61.904761904761905	1.4590600132844593
decile	GSE131907	EBUS_19	barrier	LGALS9	3	3	21	21	1427	0.07478665498584448	0.0010385413313590012	0.10704808599636917	0.11177861561279674	0.19325899280304404	0.14793885757406158	0.051292573187661304	0.3225249088440312	0.3922380662095986	0.39216029855886586	0.5976657391794158	0.46903785834322886	23.809523809523807	0.7931142963409537
decile	GSE131907	EBUS_19	ifn_recruit	CXCL9	1	0	21	21	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_19	ifn_recruit	CXCL10	1	0	21	21	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_19	ifn_recruit	CXCL11	1	0	21	21	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_19	ifn_recruit	CCL5	2	0	21	21	1427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_19	ifn_recruit	CXCL16	1	1	21	21	1427	0.09433123048411698	0.0013099513772109569	0.10976868258186281	0.16941525306066618	0.10438083159547071	0.496357579233848	0.11015530251112149	0.48882909088314386	0.3699875836137818	0.7377376091295115	0.40334648685028085	0.6905589260743898	57.14285714285714	1.5554213159724652
decile	GSE131907	EBUS_19	mhc_cd8	HLA-A	1	1	21	21	1427	0.027959888818405665	0.0003882711449470881	0.0969174186864894	0.44929360313308786	0.5158739812593718	0.1107956800052679	0.052699017012544425	1.2963873062864795	1.064212691995673	1.0144739944857528	8.888828229381605	7.195885267657225	23.809523809523814	1.0493927391479827
decile	GSE131907	EBUS_19	mhc_cd8	HLA-B	1	1	21	21	1427	0.04914491193368142	0.0006824616273957834	0.15794270920362313	0.5403010999867557	0.6203677897600117	0.1342302752276089	0.07447397677468126	1.5589794350754889	0.8948325967694752	1.1229863851321658	5.470000389800558	6.024723593021278	38.095238095238095	0.8771315194173549
decile	GSE131907	EBUS_19	mhc_cd8	HLA-C	1	1	21	21	1427	0.017145838570379934	0.00023809945797842284	0.059777610813001036	0.2845395142828049	0.32670514566662545	0.06792799824641249	0.03367983252983342	0.8210074923855143	0.4240094761437804	0.4793732176486767	3.1657253713823614	3.2280216725219884	23.809523809523814	0.5816466362875472
q4q1	GSE131907	EBUS_28	barrier	F11R	2	0	1160	1160	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_28	barrier	NECTIN2	2	2	1160	1160	232	0.009475580694902251	0.00039155292127695217	0.011580913478403801	0.02330658083990439	0.020047420060681095	0.07218399436094072	0.018902925286420014	0.0672485771956156	0.1408939021751265	0.0858435635802033	0.1488629981567819	0.07765449750252112	-3.793103448275864	0.3630463807651937
q4q1	GSE131907	EBUS_28	barrier	CDH1	2	1	1160	1160	232	0.0035708564482287916	0.00014755605157970217	0.01035988638209795	0.08809355877677011	0.047421588423677274	0.09127445270873547	0.02827416397233018	0.2541842807630133	0.35852033200155375	0.35336348898289477	0.6887902975885112	0.5861458884781636	-0.5172413793103514	0.459213379287708
q4q1	GSE131907	EBUS_28	barrier	LGALS9	3	2	1160	1160	232	0.11149735098614472	0.004607328553146476	0.1581425414324953	0.08031663800121724	0.1489908469377963	0.2904954245097575	0.08739022255295673	0.23174483069046045	0.34737458182723263	0.2933291903596452	0.34475740974625024	0.24532012536030323	10.77586206896552	1.4493894365815068
q4q1	GSE131907	EBUS_28	ifn_recruit	CXCL9	1	0	1160	1160	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_28	ifn_recruit	CXCL10	1	0	1160	1160	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_28	ifn_recruit	CXCL11	1	0	1160	1160	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_28	ifn_recruit	CCL5	2	0	1160	1160	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_28	ifn_recruit	CXCL16	1	1	1160	1160	232	0.0008920584719594371	3.686192032890237e-05	0.0009499697926672488	0.036097321162583795	0.016091682900326018	0.10730570100294462	0.025217810680299713	0.10415485246127175	0.18741369486324297	0.13873340533265494	0.2071101765898723	0.1290432027922629	-2.2413793103448265	0.4946524215210632
q4q1	GSE131907	EBUS_28	mhc_cd8	HLA-A	1	1	1160	1160	232	0.006134215189501413	0.0002534799665083239	0.02622242878873471	0.1180632075377106	0.12540034883000994	0.029833134568481967	0.011752904671164743	0.34065840805219916	0.34444320614159546	0.3712962402840942	2.721056369183545	2.7141429002710034	0.5172413793103514	0.39250980934692503
q4q1	GSE131907	EBUS_28	mhc_cd8	HLA-B	1	1	1160	1160	232	0.006200500674712339	0.00025621903614513747	0.026628687733270984	0.11975685496747257	0.12719924946058425	0.02973229895644547	0.011831360988378004	0.345545241548063	0.3692182332216965	0.38455833242994975	2.898253723922066	2.8514727517335317	0.2586206896551757	0.368916746090232
q4q1	GSE131907	EBUS_28	mhc_cd8	HLA-C	1	1	1160	1160	232	0.010320149284331392	0.00042645244976576013	0.04010251261963216	0.14133377752112297	0.15011708873783436	0.041736382007161704	0.017989964459619867	0.40780307987965636	0.4477869149764507	0.4503621269322552	2.4127850181220447	2.2513940182301395	1.6379310344827536	0.42109540460557465
decile	GSE131907	EBUS_28	barrier	F11R	2	0	464	464	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_28	barrier	NECTIN2	2	2	464	464	232	0.021275037614670866	0.0017020030091736693	0.024533308431182326	0.03594400552176716	0.03091764434723767	0.11634997089280028	0.03034790804124285	0.10371247703187804	0.18334779237091117	0.14864324288608574	0.19580947184765868	0.13154418633571896	0.0	0.5789484787615193
decile	GSE131907	EBUS_28	barrier	CDH1	2	1	464	464	232	0.005534327995623749	0.0004427462396499001	0.013543568626650026	0.10949973387963785	0.05894473312970139	0.13653779847736303	0.03886776846540324	0.3159494460936296	0.4222854529902991	0.44671922630410316	0.7850144212799173	0.6864209519525801	4.31034482758621	0.6202880825461503
decile	GSE131907	EBUS_28	barrier	LGALS9	3	2	464	464	232	0.15256112117849696	0.012204889694279759	0.21480290607300223	0.10896188235887211	0.20212901760577723	0.39517388269009174	0.12425282413290603	0.31439753465014286	0.4857753115148488	0.3903984251375738	0.4856296748782007	0.32559949026650914	16.163793103448278	1.7195795215494125
decile	GSE131907	EBUS_28	ifn_recruit	CXCL9	1	0	464	464	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_28	ifn_recruit	CXCL10	1	0	464	464	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_28	ifn_recruit	CXCL11	1	0	464	464	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_28	ifn_recruit	CCL5	2	0	464	464	232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_28	ifn_recruit	CXCL16	1	1	464	464	232	0.0019246909379913037	0.0001539752750393043	0.0018803015922935597	0.05957136789235798	0.02655608591410144	0.18808749434673178	0.04391119887765377	0.17188663407455393	0.26369653404861704	0.25440448461925397	0.29169084964156483	0.23176282619643887	2.8017241379310387	0.8366806581609524
decile	GSE131907	EBUS_28	mhc_cd8	HLA-A	1	1	464	464	232	0.009839778850056824	0.0007871823080045463	0.04235570279076506	0.2037977041759773	0.21646289074655023	0.05167607026183685	0.020217307168444387	0.5880358743184769	0.4742523392029764	0.5613939087862232	4.040159934265416	4.36004914634637	4.094827586206895	0.6697865782438222
decile	GSE131907	EBUS_28	mhc_cd8	HLA-B	1	1	464	464	232	0.008561444574644306	0.0006849155659715452	0.03716058950906498	0.18932967432560033	0.20109573252716362	0.046968635799385816	0.018464015101364528	0.5462899644853322	0.48393678502705423	0.522493061596293	4.0966510041142286	4.166404947560197	3.6637931034482762	0.5889074915656249
decile	GSE131907	EBUS_28	mhc_cd8	HLA-C	1	1	464	464	232	0.020774992842280127	0.0016619994273824115	0.08080291369114584	0.2701656542372801	0.2869553351108265	0.07947571084971969	0.03383558385559915	0.7795332991732928	0.6617517458122588	0.7588456938325668	3.9006927993788025	4.079806259487372	9.05172413793104	0.7943495118837048
q4q1	GSE131907	EBUS_49	barrier	F11R	2	1	28	28	1126	0.2451392656730833	0.005531900366854317	0.3315761384158562	0.20832414384843195	0.3196581953077748	0.6990462002857327	0.25198380381751956	0.6010964184551434	0.7708431464288434	0.6563805866690673	0.749472928290953	0.5761235027019677	57.14285714285714	1.973806445505495
q4q1	GSE131907	EBUS_49	barrier	NECTIN2	2	2	28	28	1126	0.06276629651674422	0.0014164067016098154	0.05301449989978272	0.09561665139136089	0.05953350740193996	0.5739180954199182	0.10827282379326297	0.2758913375774503	0.40554645148024865	0.2611282583894776	0.3881111843789016	0.19841555807298408	42.85714285714286	1.6641826306126328
q4q1	GSE131907	EBUS_49	barrier	CDH1	2	2	28	28	1126	0.1692727493826725	0.0038198694192762414	0.2094572123128773	0.2193492201481811	0.21057642987003938	0.7649696266716524	0.2013940507360597	0.6329080642612848	0.8091272762929967	0.7860214551412985	0.8296271605584331	0.7243127330832335	46.42857142857143	1.8837269818000213
q4q1	GSE131907	EBUS_49	barrier	LGALS9	3	0	28	28	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_49	ifn_recruit	CXCL9	1	0	28	28	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_49	ifn_recruit	CXCL10	1	0	28	28	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_49	ifn_recruit	CXCL11	1	0	28	28	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_49	ifn_recruit	CCL5	2	0	28	28	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_49	ifn_recruit	CXCL16	1	0	28	28	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE131907	EBUS_49	mhc_cd8	HLA-A	1	1	28	28	1126	0.12770657069261393	0.002881872160808011	0.18741481138499094	0.1707289002725182	0.18598498503884722	0.07507375497727772	0.09993594343319384	0.4926194755191769	0.536477293821716	0.5756513053829635	0.725798118152482	0.5893915349951544	50.0	0.238106515727722
q4q1	GSE131907	EBUS_49	mhc_cd8	HLA-B	1	1	28	28	1126	0.11590552891130801	0.0026155656301915355	0.2175130703499239	0.29748295227150146	0.3240655936939413	0.10184097716775867	0.11957333944301429	0.8583543599822067	1.1295804720095532	0.8283163971400246	1.9958213177887432	1.1594416372059961	42.857142857142854	0.35326731320756616
q4q1	GSE131907	EBUS_49	mhc_cd8	HLA-C	1	1	28	28	1126	0.1548137658728076	0.003493582824744174	0.2670354320236966	0.30827239943270773	0.3358191700694191	0.11776945393702049	0.14114320138389763	0.8894861238090184	1.00733971555233	1.0247665092251363	1.5829866851896035	1.3670761706198107	53.57142857142857	0.4053258171708139
decile	GSE131907	EBUS_49	barrier	F11R	2	1	11	11	1126	0.17622034535728737	0.0016561640283323834	0.2264766855298358	0.17704127318680352	0.27165691329113956	0.793215627850135	0.388729942275654	0.5108331337185392	0.8190730599928439	0.4312380136784078	0.7642720732129459	0.3483901687889967	36.36363636363637	2.0405882369449384
decile	GSE131907	EBUS_49	barrier	NECTIN2	2	2	11	11	1126	0.054368367314118676	0.0005109678683369001	0.044448394661949144	0.16213286655869252	0.10094829792629373	0.9905864350945213	0.27900240054873826	0.46781656509867553	1.019619491919152	0.22465637071470063	1.027384170328505	0.16849889572005378	36.36363636363637	2.009479689744335
decile	GSE131907	EBUS_49	barrier	CDH1	2	2	11	11	1126	0.15660229775464923	0.0014717885824681353	0.18816212210473948	0.23944213864689823	0.22986573958480022	0.9637461860357033	0.36340265118941817	0.6908839720114553	1.0028584427887184	0.7264331051591189	1.0039665713486405	0.6545433655541989	45.45454545454545	2.0186889279966396
decile	GSE131907	EBUS_49	barrier	LGALS9	3	0	11	11	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_49	ifn_recruit	CXCL9	1	0	11	11	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE131907	EBUS_49	ifn_recruit	CXCL10	1	0	11	11	1126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
