contrast	n	rho	p
tLung-only CLDN4 vs Slingshot	11	0.790909090909091	0.003746082953397407
nLung-only CLDN4 vs Slingshot	11	0.5727272727272729	0.06554305260101852
tumor/met (drop nLung) CLDN4 vs Slingshot	32	0.31524926686217003	0.07883349667716559
nLung+tLung only CLDN4 vs Slingshot	22	0.6600790513833994	0.0008292123968462258
tLung-only CLDN4 vs barrier/keratin (no CLDN4)	11	0.6454545454545455	0.03196279932801746
tLung-only CLDN4 vs IFN	11	0.8181818181818182	0.0020831448404786917
tLung-only CLDN4 vs AT2	11	-0.881818181818182	0.0003301688021839006
CLDN4 vs DPT (sensitivity clock)	43	0.25792811839323465	0.094939666828648
nLung+tLung CLDN4 vs DPT (PR #325-like slice)	22	0.2874082439299831	0.19465047863325047
