PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.Completeness	PG.MolecularWeight	[1] 4351_WP_01.htrms.PG.NrOfStrippedSequencesIdentified	[2] 4351_WP_02.htrms.PG.NrOfStrippedSequencesIdentified	[3] 4351_WP_03.htrms.PG.NrOfStrippedSequencesIdentified	[4] 4351_WP_04.htrms.PG.NrOfStrippedSequencesIdentified	[5] 4351_WP_05.htrms.PG.NrOfStrippedSequencesIdentified	[6] 4351_WP_06.htrms.PG.NrOfStrippedSequencesIdentified	[7] 4351_WP_07.htrms.PG.NrOfStrippedSequencesIdentified	[8] 4351_WP_08.htrms.PG.NrOfStrippedSequencesIdentified	[9] 4351_WP_09.htrms.PG.NrOfStrippedSequencesIdentified	[10] 4351_WP_10.htrms.PG.NrOfStrippedSequencesIdentified	[11] 4351_WP_11.htrms.PG.NrOfStrippedSequencesIdentified	[12] 4351_WP_12.htrms.PG.NrOfStrippedSequencesIdentified	[13] 4351_WP_13.htrms.PG.NrOfStrippedSequencesIdentified	[14] 4351_WP_14.htrms.PG.NrOfStrippedSequencesIdentified	[15] 4351_WP_15.htrms.PG.NrOfStrippedSequencesIdentified	[16] 4351_WP_16.htrms.PG.NrOfStrippedSequencesIdentified	[1] 4351_WP_01.htrms.PG.Quantity	[2] 4351_WP_02.htrms.PG.Quantity	[3] 4351_WP_03.htrms.PG.Quantity	[4] 4351_WP_04.htrms.PG.Quantity	[5] 4351_WP_05.htrms.PG.Quantity	[6] 4351_WP_06.htrms.PG.Quantity	[7] 4351_WP_07.htrms.PG.Quantity	[8] 4351_WP_08.htrms.PG.Quantity	[9] 4351_WP_09.htrms.PG.Quantity	[10] 4351_WP_10.htrms.PG.Quantity	[11] 4351_WP_11.htrms.PG.Quantity	[12] 4351_WP_12.htrms.PG.Quantity	[13] 4351_WP_13.htrms.PG.Quantity	[14] 4351_WP_14.htrms.PG.Quantity	[15] 4351_WP_15.htrms.PG.Quantity	[16] 4351_WP_16.htrms.PG.Quantity	[1] 4351_WP_01.htrms.PG.IBAQ	[2] 4351_WP_02.htrms.PG.IBAQ	[3] 4351_WP_03.htrms.PG.IBAQ	[4] 4351_WP_04.htrms.PG.IBAQ	[5] 4351_WP_05.htrms.PG.IBAQ	[6] 4351_WP_06.htrms.PG.IBAQ	[7] 4351_WP_07.htrms.PG.IBAQ	[8] 4351_WP_08.htrms.PG.IBAQ	[9] 4351_WP_09.htrms.PG.IBAQ	[10] 4351_WP_10.htrms.PG.IBAQ	[11] 4351_WP_11.htrms.PG.IBAQ	[12] 4351_WP_12.htrms.PG.IBAQ	[13] 4351_WP_13.htrms.PG.IBAQ	[14] 4351_WP_14.htrms.PG.IBAQ	[15] 4351_WP_15.htrms.PG.IBAQ	[16] 4351_WP_16.htrms.PG.IBAQ
Q8C7Q4	Rbm4	RNA-binding protein 4	11	100	40045.5	9	10	9	9	9	9	10	11	10	10	9	10	9	10	10	9	145243.046875	142363.328125	105408.3359375	113578.6796875	165520.421875	169895.734375	166705.9375	131507.96875	125660.6328125	106561.8671875	139560.328125	105590.171875	81494.0703125	107106.9140625	87135.96875	85816.578125	149119.1	137912.7	98139.7	109454.4	143149.1	131192.4	128377	135323.8	110039.3	109638.2	125199.4	93746.3	67836.1	108850.4	101514.5	114900.1
Q8C7R4	Uba6	Ubiquitin-like modifier-activating enzyme 6	48	100	117965.93	36	44	41	45	44	41	43	45	42	41	42	44	38	39	42	40	516418.625	538011.625	505391.4375	573284.625	566159.6875	636069.3125	553764.625	585742.125	602615.125	573434.3125	575175.6875	597724.4375	513866.6875	494730.15625	565741.6875	444737.78125	415737.9	435420	412273.5	421694.1	457890.8	455015.9	438815.6	469459.3	486609.8	457745	434939.1	456699.6	395257.5	414914.2	420391.1	361412.6
Q8C7V3	Utp15	U3 small nucleolar RNA-associated protein 15 homolog	19	100	59375.04	15	16	18	15	16	16	16	16	15	15	17	17	15	16	16	16	387077.90625	389406	418029.84375	444687.90625	353167.9375	482621.59375	347926.46875	360961	377705.46875	341449.8125	399472.15625	432338.53125	508547.59375	487270.25	500424.28125	433129.40625	157427.8	156332.7	178011.3	165339	137173.8	184668.1	136950.8	146158.8	147101.9	138612.4	162863	179621	188019.4	199341.2	193335.2	182292.9
Q8C7X2	Emc1	ER membrane protein complex subunit 1	26	100	111605.27	22	21	23	24	24	23	23	24	24	23	25	23	24	24	26	24	466207.4375	464717.78125	475178.59375	447450.25	492872.96875	519825.0625	471202.84375	514747.90625	491141.46875	519989.34375	542977.25	495916.625	505819.1875	500546.46875	546865.25	441370.875	196745.8	181976.3	205478	203928.2	215548.3	229644.3	198522.6	200818.4	198112.4	226830.6	200743.7	198664.3	217345.2	209754.7	240578.1	171067.9
Q8C827	Zfp62	Zinc finger protein 62	4	93.8	104811.59	3	0	3	3	3	4	4	4	2	3	4	4	3	3	3	2	27723.88671875	NaN	17318.599609375	28388.78515625	20140.0390625	37926.48828125	21997.236328125	45111.6640625	23311.119140625	31602.275390625	35584.7421875	36174.3359375	27047.326171875	19392.119140625	21008.8515625	9355.4482421875	2883.8	NaN	2799.3	1472.4	2793.7	4897.3	2578.7	5598.2	677.5	1662.7	4809.9	4168.6	2779.6	1863.9	1590.6	160.6
Q8C854	Myef2	Myelin expression factor 2	30	100	63294.55	30	29	27	29	29	25	27	25	27	28	28	29	28	28	27	28	1383854.375	1442122.375	1304740.25	1403566.25	1346818.125	1640652	1312163.125	1280695.125	1343449.5	1310392.25	1468506	1480963.875	1218101.375	1150071.75	842185.625	1331610	1445006.2	1427546.5	1342054.3	1269085.3	1306808.7	1436961.9	1244138.8	1279191.9	1313629.1	1249712.8	1377888.8	1437704.2	1171371.1	1129514	874702	1309543.8
Q8C863	Itch	E3 ubiquitin-protein ligase Itchy	19	100	98993.5	17	17	18	14	12	14	15	13	18	18	15	17	12	14	15	12	591443.5	558877.1875	504156.125	442439.78125	454604.40625	351821.21875	473475.0625	447146.5625	457242.875	501822.78125	428057.125	393986.09375	202785.640625	294979.15625	283807.71875	249140.375	110853.2	157773.2	160102.6	73401.3	79537.6	64582.4	78965.1	74344	113200	97536.4	76709.5	72558.8	40676.6	78928	59093.5	56773.5
Q8C878	Uba3	NEDD8-activating enzyme E1 catalytic subunit	18	100	51737.27	16	17	17	17	17	16	17	17	17	18	17	18	18	17	18	17	1108599.875	1009558.8125	1088856.125	1275483.375	1123969.5	1219499.625	1151355.25	1118602.25	1158632.25	1188504	1202487.5	1221273.375	1387418.125	1306471.125	1473228.5	1262386.375	422443.2	425554	424015.3	449896.4	432375.2	453500.1	425773.4	451180.3	422640.6	474668.2	474000	447129.4	540795.6	527804.1	572344.8	490527
Q8C8N2	Scai	Protein SCAI	2	100	70275.24	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	36033.5703125	16175.91015625	25828.591796875	34922.73828125	25069.197265625	26345.4140625	28210.703125	28430.8671875	19773.49609375	30766.994140625	32701.357421875	19408.935546875	29465.51171875	25262.927734375	36484.21484375	21775.50390625	1950	440.1	702.7	1941.7	682	1435.8	1559.9	1659.3	1186.4	1871.1	1859.7	1070.4	1865.6	1460.5	992.5	1557.6
Q8C8R3	Ank2	Ankyrin-2	2	68.8	426261.1	2	2	0	1	0	0	1	2	2	2	2	1	0	2	0	2	1197956.25	257913.046875	NaN	124519.578125	NaN	NaN	1911422.875	1167424.375	1313054.125	814012.75	2245516.75	1297759.5	NaN	1762935.625	NaN	1145569.25	8725.5	1214.6	NaN	1067	NaN	NaN	16378.5	10003.4	15216.5	7808.7	19241.2	11120.2	NaN	21985.2	NaN	11355
Q8C8U0	Ppfibp1	Liprin-beta-1	29	100	108540.36	26	28	22	26	25	26	27	28	26	26	25	26	28	27	26	24	351172.5625	319879.34375	315583.34375	278499.40625	289491.53125	299551.09375	288878.03125	287089.9375	268701.3125	308189.46875	265830.90625	285052.96875	329972.5	340849.375	361689.28125	294330.4375	202249.6	197991.2	139539.9	176014.5	179888.5	158721.7	179058.5	166918.1	150934.8	188414.6	140173.4	155660	189829.4	197039.6	235160	166359.5
Q8C9B9	Dido1	Death-inducer obliterator 1	35	100	247175.95	27	28	26	27	26	31	29	29	24	29	26	24	26	28	27	25	86614.1484375	79601.4296875	77725.234375	79857.859375	78150.4453125	85814.71875	75029.6875	84158.03125	78444.015625	68022.5390625	74310.9609375	73590.2734375	58508.453125	65445.703125	73302.6953125	63789.47265625	32708.7	30392.8	23802.4	27456.6	28303.5	34596.7	22604.1	32424	16985.3	25271.8	21171.8	24100.1	22702.2	24395.8	28494.9	21013.9
Q8C9S8	Atg4a	Cysteine protease ATG4A	2	56.2	45094.75	0	1	0	0	1	1	0	1	1	0	0	0	1	1	2	1	NaN	56639.34765625	NaN	NaN	1298.554931640625	35659.421875	NaN	23614.435546875	1970.6116943359375	NaN	NaN	NaN	35522.4921875	16321.2861328125	32316.9921875	47392.94140625	NaN	3875.6	NaN	NaN	88.9	2440	NaN	1615.8	134.8	NaN	NaN	NaN	2430.7	1116.8	2238.1	3242.9
Q8CA72	Gan	Gigaxonin	9	100	67670.61	8	7	8	8	7	9	7	8	8	7	9	7	5	8	5	7	91718.484375	135877.21875	149833.53125	140050.921875	108630.203125	115963.5546875	120332.1484375	120653.1015625	128716.1484375	94612.9453125	142348.84375	131978.828125	114293.609375	108362.1328125	114284.75	80181.5	14485.4	18314.4	21693	18166.5	12889.7	15227.3	15209.1	15694.9	17797.7	16313.4	18375.2	12044.4	14912.9	12957.1	9760.9	11301.3
Q8CAA7	Pgm2l1	Glucose 1,6-bisphosphate synthase	1	100	70279.47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29881.025390625	32615.083984375	23157.15625	34721.54296875	31684.10546875	16996.59765625	33538.77734375	62995.2421875	24900.890625	22791.576171875	24209.53125	41901.31640625	43523.59765625	29853.751953125	38920.29296875	26150.201171875	830	906	643.3	964.5	880.1	472.1	931.6	1749.9	691.7	633.1	672.5	1163.9	1209	829.3	1081.1	726.4
Q8CAB8	Castor2	Cytosolic arginine sensor for mTORC1 subunit 2	3	100	36112.48	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	2	118492.8359375	105076.0625	103680.4609375	108003.8984375	82542.984375	79897.40625	79312.4296875	74088.0546875	76079.9609375	98027.2578125	107321.8984375	67174.0859375	56886.8984375	55744.56640625	56533.8359375	76650.546875	28798.2	21798.1	18892.8	21333.4	12560.6	12660.2	15839.7	23128.5	18392.7	16818.4	27527.4	10624.1	12197.9	17157.8	17092.6	9810.4
Q8CAK1	Iba57	Putative transferase CAF17 homolog, mitochondrial	3	68.8	38399.32	1	3	1	0	3	0	3	2	0	2	0	1	0	2	2	2	140089.453125	115132.9453125	106544.1640625	NaN	158420.609375	NaN	150539.703125	155309.484375	NaN	102358.09375	NaN	136852.765625	NaN	166820.4375	115312.953125	195180.953125	9854.7	18553.6	7494.9	NaN	23348.2	NaN	23301.2	22213.8	NaN	7449.9	NaN	9917.1	NaN	23526.4	8569.4	29551.5
Q8CAQ8	Immt	MICOS complex subunit Mic60	50	100	83900.07	46	49	44	48	49	43	47	45	48	45	46	48	47	48	45	49	2574851.5	2317288.5	2333190.75	2233432	2599872.5	2412726	2507448.5	2384337	2209387.5	2334252.25	2218376.75	2189822	3334762.5	3413633	2898840.75	3050399.5	969858.5	847031.4	842289.8	823967.3	937040	811461	871190.9	900899.8	804657.7	853684.6	802208.3	806076.7	1141286.7	1225273	1074974.4	1141734.3
Q8CAS9	Parp9	Protein mono-ADP-ribosyltransferase PARP9	5	75	96658.7	5	2	2	0	3	2	5	5	3	0	4	5	3	2	0	0	12977.9287109375	23838.853515625	23775.095703125	NaN	31666.423828125	37029.9921875	20444.34375	16050.880859375	23860.2421875	NaN	16571.158203125	17281.197265625	11060.5498046875	16090.576171875	NaN	NaN	1332.4	1064	1051.9	NaN	3120.7	1403.4	1436.9	1875.1	1166.1	NaN	1745.8	1854.5	898.3	711.9	NaN	NaN
Q8CAY6	Acat2	Acetyl-CoA acetyltransferase, cytosolic	19	100	41297.72	16	17	17	16	17	14	15	17	15	17	16	17	14	16	12	15	691707.5625	614741	644035.0625	865529.6875	748756.3125	672004.875	786170.375	705508.875	699445.625	697566.5	709159.0625	739510	326716.21875	367891.28125	333274.75	390481.3125	809447.5	706796.5	759092.9	890066.8	872858.1	717975	787988.9	706188.6	746466.8	778398.1	749237.6	731954.4	347385.4	415755	354041.9	539101.1
Q8CB44	Gramd4	GRAM domain-containing protein 4	4	93.8	72263.52	2	3	3	2	3	0	2	3	2	1	3	2	3	3	4	3	42432.1953125	50088.31640625	55239.828125	56421.44921875	36531.66015625	NaN	47502.18359375	55868.63671875	37653.44921875	48655.3125	41062.0703125	24909.0390625	55094.98046875	64753.30078125	76051.265625	49169.75	2677	3509.9	4262.1	2458.5	2865.2	NaN	931.5	3612.3	2534.3	2287.3	2658.2	1771.3	3986.3	4591.8	7218.7	3319.7
Q8CB77	Eloa	Elongin-A	5	87.5	87161.35	1	3	1	5	2	1	0	3	4	0	4	3	4	4	3	4	17626.845703125	26623.328125	11196.2109375	67300.8515625	16790.98046875	36114.67578125	NaN	21404.3828125	33535.77734375	NaN	39851.140625	37050.359375	73263.9375	52518.26953125	54140.63671875	96159.6484375	603.1	2118.7	383.1	6234.9	930.8	1235.6	NaN	1564.4	2804.6	NaN	3717.8	2888.8	6609.4	4564.4	4395.9	7803.4
Q8CBC4	Cnst	Consortin	1	75	76865.72	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	25661.8671875	21813.34765625	15790.978515625	13831.8671875	NaN	13392.89453125	17439.556640625	NaN	17090.537109375	23174.525390625	16783.857421875	11589.564453125	15984.564453125	NaN	18407.5234375	NaN	827.8	703.7	509.4	446.2	NaN	432	562.6	NaN	551.3	747.6	541.4	373.9	515.6	NaN	593.8	NaN
Q8CBC7	Ftsj1	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	2	93.8	35585.63	2	1	2	2	0	2	1	1	2	1	2	1	2	2	2	2	28811.263671875	40632.56640625	38453.43359375	78806.1328125	NaN	76338.96875	91414.875	50670.3359375	57584.8515625	50765.4453125	66817.921875	55096.2578125	122473.703125	88006.359375	134671.015625	115502.2578125	3712.1	589.9	5987.5	8909.1	NaN	10940.8	1327.1	735.6	6158.8	737	9756.1	6741.3	12874.6	13642.1	23953.8	19368.2
Q8CBE3	Wdr37	WD repeat-containing protein 37	6	100	55045.89	5	5	6	6	5	5	6	5	6	6	6	6	5	6	4	6	102292.0546875	83241.140625	71431.328125	100071.9296875	80045.046875	138789.734375	107639.3359375	131397.359375	88770.703125	90492.8984375	120343.1484375	103379.9296875	70981.3984375	73611.296875	67024.34375	52464.18359375	23819.2	17170.9	16010	18985.7	17503.6	28914.3	23347.5	28221.2	18339.1	21091.2	23423.3	19744.8	10233.1	10492.1	12949.2	12321.8
Q8CBQ5	Pi4k2b	Phosphatidylinositol 4-kinase type 2-beta	8	100	53477.96	7	5	5	6	5	6	4	5	5	5	4	4	5	5	4	5	83634.65625	102292.390625	74090.765625	58760.84375	52027.953125	43220.6171875	47548.59375	50430.65625	56544.73828125	60052.49609375	51112.6484375	43247.2578125	47409.5234375	54686.2734375	31422.203125	35162.49609375	14426.9	12118	10115.2	8156.8	7509.2	6160.2	5931.8	6546.4	7435.6	8515	5300.2	4224.5	6495.4	7046.9	2560.2	4797.2
Q8CBW3	Abi1	Abl interactor 1	20	100	52287.51	15	18	17	16	15	19	18	16	17	16	17	15	16	19	18	18	610113.625	632278.625	590936.625	571364.4375	557720.375	536171.6875	566005.125	492590.3125	484636.75	490812.3125	509831.03125	483747.375	563937.8125	598925.3125	610213.4375	855357.0625	381086.8	526603.5	436104.9	306746	350933.6	301326.5	314948.7	276278.8	312258	315762.2	253531.2	272706.1	320777.1	392287.8	369719.9	518830.4
Q8CBY0	Gatc	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	2	100	16666.71	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	177147.6875	163299.4375	196339.796875	87964.8984375	154944.671875	196894.078125	132694.796875	202044.359375	188952.921875	168449.09375	191256.75	206291.484375	120309.3046875	154097.703125	84858.265625	185519.171875	45957.9	40278	54429.6	20592.1	40935.8	46495.1	34699.5	33062.1	50909	40199.7	45703.5	50083.5	28531.8	36705.1	20009.1	45463.4
Q8CBY1	Samd4a	Protein Smaug homolog 1	10	100	78359.42	9	10	10	7	10	9	10	10	9	10	9	10	9	9	9	9	124567.046875	109916.09375	116774.234375	113723.046875	103061.1875	94763.0234375	98000.9375	118840.3203125	132407.125	125697.8046875	115647.0625	112363.3125	76356.3984375	92228.1796875	104835.71875	92185.609375	31479.6	28452	31148	29055.5	24358.9	23839.3	25994.6	31121.9	40771.8	32651.2	30561.2	32143.6	22472.5	31518.7	26977.1	25004.7
Q8CBY3	Leng8	Leukocyte receptor cluster member 8 homolog	8	100	86766.76	7	8	6	8	5	6	7	8	7	6	6	8	8	7	7	7	99911.5859375	85331.2265625	99386.1015625	109572.96875	96347.078125	79217.9921875	109180.765625	101985.9453125	81642.7109375	71578.7890625	85358.28125	70074.046875	99753.0546875	92192.671875	102370.671875	94369.9921875	16953.6	16313.2	14763.5	20670.6	10353	11169.1	17586.4	18137.4	14048.8	9812	11535.2	14043.8	17479.1	14689	16002.9	17139.9
Q8CBY8	Dctn4	Dynactin subunit 4	18	100	53056.93	15	17	16	17	16	14	15	16	17	15	14	17	16	17	14	15	168091.734375	200883.953125	164786.171875	207730.53125	196109.6875	229960.625	233407.296875	201190.140625	197806.234375	173647	224000.0625	177193.453125	180295.953125	167468.765625	173903.953125	187908.171875	143343.5	219653	174389.1	148498	195539.6	210696.9	191305.1	155776.9	210472.5	190264	211934.3	191526.3	132223.2	137167.7	206601.3	224422.8
Q8CC12	Cdan1	Codanin-1	4	100	135882.62	2	3	2	2	2	2	2	2	2	3	2	2	3	2	2	2	72612.21875	56504.9375	53026.76171875	42827.1796875	51051.375	44632.25390625	43376.07421875	47925.12890625	39505.89453125	66227.7265625	52118.5078125	57635.96875	52219.51953125	78752.828125	69790.1953125	50522.640625	2331	1827.4	1711.7	1375	1640.8	1446.7	1396.4	1564.4	6193	5995.3	1671.5	1900.7	1696.3	2525.7	2298.8	1632.2
Q8CC21	Ttc19	Tetratricopeptide repeat protein 19, mitochondrial	3	87.5	41234.22	2	2	0	1	1	0	1	1	1	3	2	2	3	2	3	2	4246.42333984375	8115.435546875	NaN	12617.958984375	4869.36181640625	NaN	18601.912109375	12857.5986328125	24835.1640625	30760.966796875	18936.091796875	22133.587890625	54170.625	51475.17578125	53959.30078125	54143.36328125	589.1	635.3	NaN	831.2	598.4	NaN	1232.3	1629.2	2761.5	17781.8	5007.1	15343.9	6926.1	6585.3	7517.5	6679.7
Q8CC35	Synpo	Synaptopodin	3	100	99551.56	3	2	3	2	3	2	2	3	3	2	3	3	3	3	3	3	136540.515625	110998.109375	103991.9609375	119550.2109375	186860.5625	127024.7734375	164862.5625	185982.140625	118693.484375	149764.375	130536.8203125	122490.828125	136399.859375	186951.4375	129511.34375	211227.265625	11367.9	3331.5	6589.8	4000.8	11606.6	3907.6	5363.2	11885.1	8414.5	4703.1	8973.4	9092.1	8269.1	11065.1	7464.1	13461
Q8CC88	Vwa8	von Willebrand factor A domain-containing protein 8	19	100	213421.26	8	12	9	11	16	12	13	11	11	11	12	14	18	16	15	16	103308.6640625	80840.6875	77052.0625	96650.3984375	118483.3828125	104255.90625	119899.6796875	103339.109375	93514.0859375	88003.796875	93449.453125	71138.53125	170227.59375	208527.4375	220720.796875	154194.078125	5176.8	5743.1	4141	11395.8	13209.4	5194.9	8474.6	6124.1	9594.3	6532.8	6993.7	10878.7	16138.3	16156.4	17873.3	12423.3
Q8CCB4	Vps53	Vacuolar protein sorting-associated protein 53 homolog	10	100	94423.19	8	9	8	7	9	9	8	9	7	7	10	8	9	9	9	8	85310.828125	81650.109375	83340.75	75461.671875	102035.640625	75696.921875	92211.2734375	82541.9921875	86771.390625	88306.046875	92045.359375	79890.328125	75433.3515625	94199.53125	78158.46875	62445.59765625	17957.9	18962.5	17771	13394.5	19937.9	16385.1	15949.7	16219.9	15801.6	15764.7	18616.1	13272.2	16154.8	19191.3	16429.7	13979.2
Q8CCF0	Prpf31	U4/U6 small nuclear ribonucleoprotein Prp31	18	100	55429.91	16	17	17	16	17	16	18	17	15	17	18	16	18	18	15	15	679344.9375	643784.875	637584.75	621784.1875	625127.5	637645.25	693780.1875	629157.125	656409.1875	655840.1875	697038.4375	596619.25	682330.4375	680665.3125	662215.0625	716831.0625	320112.8	329469.6	321678.6	285138.5	286980.7	270336.9	329636.2	306763.3	300817.7	330373.1	333639.5	299363.2	331858.7	363091.2	300587.3	350794.2
Q8CCH2	Nhlrc3	NHL repeat-containing protein 3	6	100	38195.49	5	4	4	5	6	5	6	5	6	5	5	5	4	4	5	4	95840.4140625	101301.796875	107240.7265625	108504.015625	186183.40625	158255.140625	172044.90625	170997.234375	122824.84375	128505.390625	133927.234375	117530.1640625	76203.171875	79673.390625	80066.71875	67165	21509	22035.7	15836.2	24561.6	41555.9	32479.8	38570.7	37130.2	25975	28866.7	21953.3	25094.1	16419.1	17544.5	18802.3	14755
Q8CCI5	Rybp	RING1 and YY1-binding protein	2	100	24776.5	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	203232.390625	270813.25	318308.9375	266086.84375	221237.390625	240557.96875	253491.796875	299203.125	227115.625	207884.8125	242415.3125	173145.640625	206520.578125	234426.734375	349734.125	315649.59375	40723.4	53887.6	63334.4	52971.7	44022.8	48135.2	51357	59600.3	23555.2	41637.4	48459.5	34457	41784	47187.3	69600.9	62804.8
Q8CCJ3	Ufl1	E3 UFM1-protein ligase 1	13	100	89520.17	10	11	11	9	9	11	11	10	10	6	11	10	11	11	12	10	21852.0234375	26183.23046875	28295.8359375	36513.25390625	53605.74609375	41248.43359375	43781.828125	45658.12109375	54397.21484375	39231.90625	42077.4453125	44335.8046875	62961.078125	78783.0234375	79372.3359375	48159.1640625	13960.9	17699.2	16139.1	18989.1	22195.5	25431.8	16874.4	19388.7	33948.8	9750.5	24676.1	18894.6	27150.3	33513.7	31379.1	39705.7
Q8CCM6	Timm21	Mitochondrial import inner membrane translocase subunit Tim21	2	62.5	27911.08	2	0	1	0	1	0	1	0	2	0	0	2	2	1	2	1	31935.89453125	NaN	11735.4716796875	NaN	37106.30078125	NaN	75131.15625	NaN	41997.91796875	NaN	NaN	53220.68359375	66084.3515625	183511.5	72501.0390625	41831.25	7004.5	NaN	444.5	NaN	1405.4	NaN	2845.6	NaN	4522.6	NaN	NaN	8380.2	8835.6	6950.6	7996.5	1584.4
Q8CCN5	Bcas3	BCAS3 microtubule associated cell migration factor	8	100	101021.28	3	4	1	5	6	4	7	6	6	5	4	4	7	6	6	4	76687.7421875	70961.75	54882.45703125	43923.44140625	51942.79296875	70560.984375	58298.640625	81109.453125	62088.234375	51484.9921875	59594.3828125	57644.890625	51575.9375	86079.3671875	78635.15625	73504.5859375	4185.4	5871.8	1559.4	4359.8	7251.1	15243	7714.9	27122	9078.9	5916.9	5274.5	4293.6	8828.1	11971	11511.8	6226.5
Q8CCP0	Nemf	Ribosome quality control complex subunit NEMF	14	100	121187.97	10	11	8	11	9	12	9	10	11	12	9	11	10	9	10	8	132134.78125	285134.03125	164120.4375	338277	121438.0703125	404399.15625	159321.25	321993.25	262784.4375	170238.703125	366405.65625	380486.71875	255105.78125	198353.546875	231444.296875	173003.671875	25762.7	34064.3	16123.5	43533	14871.3	47987.5	18810	40352.7	25322.1	21065	46491.3	46524.4	30288.1	23565.5	38975.5	17321.6
Q8CCS6	Pabpn1	Polyadenylate-binding protein 2	9	100	32296.56	9	9	9	8	9	9	9	9	8	9	9	9	9	8	8	9	504253.53125	493545.71875	468459.25	427609.9375	439512.1875	417322.09375	444923.25	444708.28125	453987.1875	476247.40625	445865.21875	491813.90625	473040.9375	561058.1875	424817.375	600678.5	434506.6	389515.1	379942	381599.2	339420.5	326968.7	376264.8	380183.9	404446.6	423436.7	384787.7	416845	414141.4	463378.5	279263.1	546600.6
Q8CD10	Micu2	Calcium uptake protein 2, mitochondrial	6	100	49475.9	3	4	3	5	4	5	4	4	5	4	5	5	4	4	6	3	33933.4453125	40226.58203125	53129.15234375	73570.40625	67057.4765625	76453.515625	51247.87890625	63865.4921875	48794.81640625	53594.8984375	61953.46875	72173.4375	82181.8203125	73976.34375	77258.4453125	71729.28125	4545.6	5753.7	7413.3	12470.1	10865.6	13561.2	8126.1	13210.1	8096.7	7608.6	12134.9	12297.7	12848.6	11168.7	14436.7	10023.8
Q8CD15	Riox2	Ribosomal oxygenase 2	3	100	53517.13	3	3	2	3	2	2	2	3	3	2	2	2	3	2	1	1	133864.21875	110577.734375	85755.671875	85594.4609375	76097.5	101566.3984375	80629.5859375	78751.3125	79018.703125	95233.9765625	99699.15625	72084.4765625	30066.01171875	46971.92578125	47214.31640625	54074.71484375	20802.7	18364.9	10708.7	13663.6	10618.2	13579.8	9088.7	11201.8	13554.2	12061.2	13647.9	8661.8	5368.1	5614.1	5146.3	5248.5
Q8CD26	Slc35e1	Solute carrier family 35 member E1	4	100	44325.12	2	2	3	2	4	4	3	3	3	2	3	3	2	3	2	1	579975.625	289302.46875	214130.65625	289751	153864.421875	245260.09375	318540.0625	255055.9375	165774.609375	136714.515625	237613.03125	313899.25	318180.375	268173.625	188703.4375	223525.875	186837.7	77234.5	61650.9	41826.6	50105.7	70635.4	101516.4	55383.7	30997.5	47378.3	66597.9	102920.7	95270.4	70261.2	27008.5	37491
Q8CD92	Ttc27	Tetratricopeptide repeat protein 27	10	100	96430.62	4	8	8	8	6	6	7	5	9	8	9	8	7	9	9	8	121214.125	124611.734375	113908.078125	111476.0859375	91674.5703125	79738.3984375	95818.9765625	102714.8203125	134239.84375	124667.734375	124272.375	107791.1875	152320.359375	184167.65625	180653.609375	177395.03125	15639.4	22553	20319.7	17932.4	15428.2	14212.5	19134.6	16412.7	27521.9	23468.1	26207	21925.5	24824.7	41940	38714.1	32673.9
Q8CDA1	Inpp5f	Phosphatidylinositide phosphatase SAC2	7	100	127608.33	5	7	7	6	7	6	6	5	5	6	4	7	7	7	5	6	421318.625	478241.3125	434735.375	461503.90625	627850	588686.4375	542906.0625	439793.78125	511041.15625	439570.03125	560854.25	415116.03125	725655.125	724717.625	805707.5625	479865.96875	31885.8	45518.1	32412.3	40722.3	59150.6	49736.8	53531.3	37173.1	49567.7	39061.5	56988.1	40431.5	88968.3	82026.4	83683	47446.1
Q8CDG3	Vcpip1	Deubiquitinating protein VCPIP1	31	100	134502.87	26	28	30	24	26	25	27	28	29	27	30	27	22	23	27	20	392559.34375	441339.6875	377029.375	372637.8125	465723.59375	494729.21875	442713.40625	459811.875	456312.90625	443080.34375	446151.1875	420510.75	211660.59375	231335.125	239849.6875	224572.109375	88657.8	102724.4	89395	90191.5	100682.4	101121.7	117052.2	102723.5	112826.6	118716	110973.3	97175.2	39399	49612.7	57100.6	51064
Q8CDJ3	Atg14	Beclin 1-associated autophagy-related key regulator	1	37.5	55388.45	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	NaN	NaN	7948.4296875	NaN	5707.99560546875	NaN	NaN	10771.7236328125	12765.2890625	6843.28515625	NaN	NaN	NaN	8266.0830078125	NaN	NaN	NaN	NaN	418.3	NaN	300.4	NaN	NaN	566.9	671.9	360.2	NaN	NaN	NaN	435.1	NaN	NaN
