subset	eligible	method	alpha	size	purity	endpoint	meta_rho	meta_p	meta_i2	meta_model	meta_n	meta_k	meta_ci_low	meta_ci_high	geo_rho	geo_p	geo_i2	geo_model	geo_n	abs_meta	abs_geo
high_tumor	True	z-mean	0.25	19	none	ImmuneScore	-0.28347172644023794	0.0037697820790775142	0.4127822683343936	DL random	213	4	-0.45314315108402786	-0.09397955134498356	-0.17120880914836345	0.061438544424345834	0.0	fixed	126	0.28347172644023794	0.17120880914836345
high_tumor	True	z-mean	0.25	20	none	CD8A	-0.23661653660060838	0.0006275597553383559	0.0	fixed	213	4	-0.3622141997163191	-0.10257963561311038	-0.16863298089412984	0.06552842849750164	0.0	fixed	126	0.23661653660060838	0.16863298089412984
high_tumor	True	z-mean	0.25	20	none	ImmuneScore	-0.2889761466265761	0.004163425096697125	0.444039515408443	DL random	213	4	-0.46282410929655404	-0.09372235660616818	-0.18854916543737524	0.0587403867735228	0.08573521427833918	DL random	126	0.2889761466265761	0.18854916543737524
high_tumor	True	z-mean	0.25	21	none	CD8A	-0.2522920214918025	0.00025639699165876643	0.0	fixed	213	4	-0.3766107562391071	-0.11904672192927604	-0.19137047570299026	0.03609746114716154	0.0	fixed	126	0.2522920214918025	0.19137047570299026
high_tumor	True	z-mean	0.25	21	none	ImmuneScore	-0.30194176454326555	0.001489687905703806	0.38676462944812606	DL random	213	4	-0.46521075407333135	-0.11880500105916986	-0.19900602236010503	0.029132369271088806	0.0	fixed	126	0.30194176454326555	0.19900602236010503
high_tumor	True	z-mean	0.25	22	none	CD8A	-0.24871008010540088	0.0003162631264422186	0.0	fixed	213	4	-0.37332634221763206	-0.11527742258443413	-0.17936972519146566	0.04983251715483448	0.0	fixed	126	0.24871008010540088	0.17936972519146566
high_tumor	True	z-mean	0.25	22	none	ImmuneScore	-0.3079368932254456	0.0018296861401914508	0.4278136636153022	DL random	213	4	-0.47647686668591804	-0.11756652992746225	-0.20275195673709281	0.0304121722761453	0.025649866664792447	DL random	126	0.3079368932254456	0.20275195673709281
high_tumor	True	z-mean	0.25	23	none	CD8A	-0.241830221885892	0.0004690799338815753	0.0	fixed	213	4	-0.36700917213954826	-0.10804846679072137	-0.15986755997380578	0.08112529140148349	0.0	fixed	126	0.241830221885892	0.15986755997380578
high_tumor	True	z-mean	0.25	23	none	ImmuneScore	-0.2832806019281421	0.007648977169109317	0.4923532342050612	DL random	213	4	-0.4662478520112468	-0.07707231379954343	-0.15975802653088209	0.08133745371886544	0.0	fixed	126	0.2832806019281421	0.15975802653088209
high_tumor	True	z-mean	0.25	24	none	CD8A	-0.2605040172642348	0.00015657494705871737	0.0	fixed	213	4	-0.3841288596757787	-0.1277027766618992	-0.18602659787090994	0.04176133608361144	0.0	fixed	126	0.2605040172642348	0.18602659787090994
high_tumor	True	z-mean	0.25	24	none	ImmuneScore	-0.30494739709735746	0.002325106533253342	0.4404847535558763	DL random	213	4	-0.475909888381596	-0.11177826816553417	-0.1888827082963072	0.03864854767578297	0.0	fixed	126	0.30494739709735746	0.1888827082963072
high_tumor	True	z-mean	0.25	25	none	CD8A	-0.28031589884361585	4.437056604486004e-05	0.0	fixed	213	4	-0.40219945301887255	-0.14866958757673793	-0.22126497651341304	0.014949766898095617	0.0	fixed	126	0.28031589884361585	0.22126497651341304
high_tumor	True	z-mean	0.25	25	none	ImmuneScore	-0.3286000326832563	0.0005347707628579056	0.3914900431041016	DL random	213	4	-0.48875032643472316	-0.14702553943288627	-0.22077136041635798	0.015183173059749576	0.0	fixed	126	0.3286000326832563	0.22077136041635798
high_tumor	True	z-mean	0.25	26	none	CD8A	-0.27905253886907117	4.823340662382832e-05	0.0	fixed	213	4	-0.40104995890790684	-0.14732903777025716	-0.21602877525808512	0.01759122768106033	0.0	fixed	126	0.27905253886907117	0.21602877525808512
high_tumor	True	z-mean	0.25	26	none	ImmuneScore	-0.3326044832204795	0.0012974696593641528	0.4776775915555326	DL random	213	4	-0.5053278002436696	-0.13425690101303184	-0.21666853431375552	0.01724830415474115	0.0	fixed	126	0.3326044832204795	0.21666853431375552
high_tumor	True	z-mean	0.25	27	none	CD8A	-0.2954841660240326	1.5748736576458442e-05	0.0	fixed	213	4	-0.4159706762957912	-0.16480248561255284	-0.2513460549426091	0.005465288410349314	0.0	fixed	126	0.2954841660240326	0.2513460549426091
high_tumor	True	z-mean	0.25	27	none	ImmuneScore	-0.3398707195223945	8.891498933154222e-05	0.2968374289799084	DL random	213	4	-0.48611547948148154	-0.1751080966645151	-0.2412388291625176	0.00777101143169773	0.0	fixed	126	0.3398707195223945	0.2412388291625176
high_tumor	True	z-mean	0.25	28	none	CD8A	-0.2966193155987272	1.4537206619479718e-05	0.0	fixed	213	4	-0.41699905733353204	-0.16601264423243478	-0.25558494706296414	0.004695015020966808	0.0	fixed	126	0.2966193155987272	0.25558494706296414
high_tumor	True	z-mean	0.25	28	none	ImmuneScore	-0.34293614471055817	4.0578101651090394e-05	0.2553117448409839	DL random	213	4	-0.48392903219224576	-0.18458982001326651	-0.25014530661280404	0.0057029585787655955	0.0	fixed	126	0.34293614471055817	0.25014530661280404
high_tumor	True	z-mean	0.25	29	none	CD8A	-0.29997966049812297	1.1446043924857494e-05	0.0	fixed	213	4	-0.4200415333491407	-0.16959734326710227	-0.2682650124440354	0.0029345890613929533	0.0	fixed	126	0.29997966049812297	0.2682650124440354
high_tumor	True	z-mean	0.25	29	none	ImmuneScore	-0.35097010254086036	4.254616253401664e-05	0.2872404166627517	DL random	213	4	-0.49455045808019277	-0.18874275575023378	-0.26495610274704867	0.0033249817304573555	0.0	fixed	126	0.35097010254086036	0.26495610274704867
high_tumor	True	z-mean	0.25	30	none	CD8A	-0.300438095296957	1.1076047114161914e-05	0.0	fixed	213	4	-0.42045639379842076	-0.17008665315258756	-0.27647990569559283	0.0021371026712075068	0.0	fixed	126	0.300438095296957	0.27647990569559283
high_tumor	True	z-mean	0.25	30	none	ImmuneScore	-0.3518712512594475	8.811560180119485e-06	0.19473779787940473	DL random	213	4	-0.4851336505602899	-0.20263543384357183	-0.2846780662255334	0.002633097310436309	0.04949338916697186	DL random	126	0.3518712512594475	0.2846780662255334
high_tumor	True	z-mean	0.25	31	none	CD8A	-0.30701582626468166	6.867406716777776e-06	0.0	fixed	213	4	-0.4264033890212861	-0.1771144719774118	-0.29048287389604993	0.0012156118500607448	0.0	fixed	126	0.30701582626468166	0.29048287389604993
high_tumor	True	z-mean	0.25	31	none	ImmuneScore	-0.34730499554627536	2.78322947798306e-07	0.0	fixed	213	4	-0.4626054110977752	-0.2204514898116306	-0.28194354534203375	0.00172099179795417	0.0	fixed	126	0.34730499554627536	0.28194354534203375
high_tumor	True	z-mean	0.25	32	none	CD8A	-0.3030066846521103	9.203495302731741e-06	0.0	fixed	213	4	-0.42277991011305227	-0.17282942374983545	-0.27757245030649275	0.0020472787876001817	0.0	fixed	126	0.3030066846521103	0.27757245030649275
high_tumor	True	z-mean	0.25	32	none	ImmuneScore	-0.3508582281534401	6.381508447045177e-06	0.1725814781043941	DL random	213	4	-0.48196810497172315	-0.20438025541528346	-0.27384396143140977	0.002368619647802856	0.0	fixed	126	0.3508582281534401	0.27384396143140977
high_tumor	True	z-mean	0.25	33	none	CD8A	-0.3019617590019879	9.925915632571017e-06	0.0	fixed	213	4	-0.42183487238141343	-0.1717133959280877	-0.2697139636449621	0.002776985976309949	0.0	fixed	126	0.3019617590019879	0.2697139636449621
high_tumor	True	z-mean	0.25	33	none	ImmuneScore	-0.3466316093696572	4.305354845821912e-06	0.13464528999704814	DL random	213	4	-0.4744648201557637	-0.20448028356807083	-0.26538987195049923	0.0032712860189297714	0.0	fixed	126	0.3466316093696572	0.26538987195049923
high_tumor	True	z-mean	0.25	34	none	CD8A	-0.2964852500467358	1.4675567309340322e-05	0.0	fixed	213	4	-0.41687761760736175	-0.16586969933282086	-0.26985372498087506	0.0027621935497677327	0.0	fixed	126	0.2964852500467358	0.26985372498087506
high_tumor	True	z-mean	0.25	34	none	ImmuneScore	-0.341137897097363	9.896876608354582e-07	0.03614185925372384	DL random	213	4	-0.4603163705697546	-0.20988094808008081	-0.26578424352572966	0.0032231428451904268	0.0	fixed	126	0.341137897097363	0.26578424352572966
high_tumor	True	z-mean	0.25	35	none	CD8A	-0.28778119876452546	2.6858684414490433e-05	0.0	fixed	213	4	-0.40898407514181473	-0.15660089794041193	-0.25412061562067906	0.0049494222902031525	0.0	fixed	126	0.28778119876452546	0.25412061562067906
high_tumor	True	z-mean	0.25	35	none	ImmuneScore	-0.33173330960191	6.797035344069299e-06	0.10222996534634056	DL random	213	4	-0.4581301415880419	-0.19218706535511482	-0.24894904817633948	0.005948809724541153	0.0	fixed	126	0.33173330960191	0.24894904817633948
high_tumor	True	z-mean	0.25	36	none	CD8A	-0.28736503271676794	2.7631842600362147e-05	0.0	fixed	213	4	-0.4086062069945731	-0.1561583075891396	-0.252909018569506	0.005169112082411987	0.0	fixed	126	0.28736503271676794	0.252909018569506
high_tumor	True	z-mean	0.25	36	none	ImmuneScore	-0.32691904444879166	1.4982657015215465e-06	0.0	fixed	213	4	-0.4443354500268115	-0.1984605817800235	-0.24190065699531427	0.007597270026024277	0.0	fixed	126	0.32691904444879166	0.24190065699531427
high_tumor	True	z-mean	0.25	37	none	CD8A	-0.2985124635505744	1.2710307769987711e-05	0.0	fixed	213	4	-0.41871345647487446	-0.1680317641606215	-0.26125361827649746	0.00381641222201511	0.0	fixed	126	0.2985124635505744	0.26125361827649746
high_tumor	True	z-mean	0.25	37	none	ImmuneScore	-0.33042273857155174	1.132155395949412e-06	0.0	fixed	213	4	-0.44748243897268264	-0.20223093472611456	-0.24492539888078235	0.006846062202305184	0.0	fixed	126	0.33042273857155174	0.24492539888078235
high_tumor	True	z-mean	0.25	38	none	CD8A	-0.29804171356307474	1.3143154717332327e-05	0.0	fixed	213	4	-0.4182872341710917	-0.16752958770202442	-0.2626168199898951	0.0036283958708868184	0.0	fixed	126	0.29804171356307474	0.2626168199898951
high_tumor	True	z-mean	0.25	38	none	ImmuneScore	-0.3237594061630676	1.9228455750347096e-06	0.0	fixed	213	4	-0.4414950020625607	-0.19506372719464865	-0.24010249323567276	0.008077494884340727	0.0	fixed	126	0.3237594061630676	0.24010249323567276
high_tumor	True	z-mean	0.25	39	none	CD8A	-0.30261826524642504	9.46602018729591e-06	0.0	fixed	213	4	-0.4224286514268736	-0.17241453523322256	-0.2667608692012972	0.0031066420929391153	0.0	fixed	126	0.30261826524642504	0.2667608692012972
high_tumor	True	z-mean	0.25	39	none	ImmuneScore	-0.3321796680985204	9.823772611124005e-07	0.0	fixed	213	4	-0.44905940784406206	-0.20412301209844766	-0.25158891691208396	0.0054183006405446885	0.0	fixed	126	0.3321796680985204	0.25158891691208396
high_tumor	True	z-mean	0.25	40	none	CD8A	-0.30413948969619303	8.476639729133421e-06	0.0	fixed	213	4	-0.42380413235504955	-0.17403968846437992	-0.272332210931691	0.002511362396286711	0.0	fixed	126	0.30413948969619303	0.272332210931691
high_tumor	True	z-mean	0.25	40	none	ImmuneScore	-0.3289200095246533	1.2773014221718243e-06	0.0	fixed	213	4	-0.44613305520054053	-0.20061337058335807	-0.247268411391942	0.006310064124505567	0.0	fixed	126	0.3289200095246533	0.247268411391942
high_tumor	True	z-mean	0.25	41	none	CD8A	-0.29726071949735916	1.389213002916004e-05	0.0	fixed	213	4	-0.41757999658745215	-0.1666966051555913	-0.2678589037871596	0.002980178719706503	0.0	fixed	126	0.29726071949735916	0.2678589037871596
high_tumor	True	z-mean	0.25	41	none	ImmuneScore	-0.3224920397656261	2.1234520830560346e-06	0.0	fixed	213	4	-0.4403550030017598	-0.19370207768999312	-0.24620243991030194	0.006549134736292459	0.0	fixed	126	0.3224920397656261	0.24620243991030194
high_tumor	True	z-mean	0.25	42	none	CD8A	-0.3003853877343939	1.1118004093013938e-05	0.0	fixed	213	4	-0.4204086986567878	-0.17003039252236266	-0.26843901080930127	0.0029152483021498846	0.0	fixed	126	0.3003853877343939	0.26843901080930127
high_tumor	True	z-mean	0.25	42	none	ImmuneScore	-0.32919300432212906	1.249679148294449e-06	0.0	fixed	213	4	-0.44637823199242277	-0.20090717502271363	-0.24927446579520898	0.00588101803221148	0.0	fixed	126	0.32919300432212906	0.24927446579520898
high_tumor	True	z-mean	0.25	43	none	CD8A	-0.3083005846765721	6.246301445952543e-06	0.0	fixed	213	4	-0.4275637489049404	-0.1784886894347145	-0.2822884636549368	0.0016973648545591518	0.0	fixed	126	0.3083005846765721	0.2822884636549368
high_tumor	True	z-mean	0.25	43	none	ImmuneScore	-0.3334251240237489	8.878574805515684e-07	0.0	fixed	213	4	-0.45017685200973373	-0.20546485165952316	-0.25691829654108517	0.0044735592252628615	0.0	fixed	126	0.3334251240237489	0.25691829654108517
high_tumor	True	z-mean	0.25	44	none	CD8A	-0.31184234979371184	4.79802601921129e-06	0.0	fixed	213	4	-0.4307605438854564	-0.1822796954971508	-0.2887576010916682	0.0013052583334897273	0.0	fixed	126	0.31184234979371184	0.2887576010916682
high_tumor	True	z-mean	0.25	44	none	ImmuneScore	-0.34014669040540335	5.100859403869493e-07	0.0	fixed	213	4	-0.45620124969226256	-0.21271490232968207	-0.2649332851770852	0.0033278280153987705	0.0	fixed	126	0.34014669040540335	0.2649332851770852
high_tumor	True	z-mean	0.25	45	none	CD8A	-0.3079955666280926	6.388747728943297e-06	0.0	fixed	213	4	-0.42728830022702546	-0.17816238681661792	-0.2799770368933288	0.001861471164781788	0.0	fixed	126	0.3079955666280926	0.2799770368933288
high_tumor	True	z-mean	0.25	45	none	ImmuneScore	-0.3304783146442247	1.1271010672159995e-06	0.0	fixed	213	4	-0.4475323335922939	-0.20229077120949587	-0.24991984350222834	0.005748593931564045	0.0	fixed	126	0.3304783146442247	0.24991984350222834
high_tumor	True	z-mean	0.25	46	none	CD8A	-0.3066141616183416	7.0732990784569115e-06	0.0	fixed	213	4	-0.4260405354701722	-0.1766849429178571	-0.2820711415638557	0.0017122169996682695	0.0	fixed	126	0.3066141616183416	0.2820711415638557
high_tumor	True	z-mean	0.25	46	none	ImmuneScore	-0.3323346821881268	9.701105417027375e-07	0.0	fixed	213	4	-0.4491985090367489	-0.20428999624072966	-0.25152092568813383	0.005431418975300072	0.0	fixed	126	0.3323346821881268	0.25152092568813383
high_tumor	True	z-mean	0.25	47	none	CD8A	-0.3202694746583905	2.5241902301671122e-06	0.0	fixed	213	4	-0.4383548823917893	-0.1913153669248966	-0.30579686247181087	0.0006331451306007796	0.0	fixed	126	0.3202694746583905	0.30579686247181087
high_tumor	True	z-mean	0.25	47	none	ImmuneScore	-0.3480999155606892	2.599541653174034e-07	0.0	fixed	213	4	-0.463315842950771	-0.22131161307519245	-0.27523803248656803	0.002243506997594522	0.0	fixed	126	0.3480999155606892	0.27523803248656803
high_tumor	True	z-mean	0.25	48	none	CD8A	-0.3161924219166301	3.4530291781061302e-06	0.0	fixed	213	4	-0.4346828368336323	-0.1869411677565211	-0.293218227608636	0.0010848896049617644	0.0	fixed	126	0.3161924219166301	0.293218227608636
high_tumor	True	z-mean	0.25	48	none	ImmuneScore	-0.3461531894905275	3.071555312678807e-07	0.0	fixed	213	4	-0.46157576208897344	-0.2192055568838799	-0.2682105799034972	0.0029406631022551814	0.0	fixed	126	0.3461531894905275	0.2682105799034972
high_tumor	True	z-mean	0.25	49	none	CD8A	-0.3264620075524382	1.5536130682750591e-06	0.0	fixed	213	4	-0.44392472951833845	-0.1979690409216658	-0.30211226265376506	0.0007432932338573644	0.0	fixed	126	0.3264620075524382	0.30211226265376506
high_tumor	True	z-mean	0.25	49	none	ImmuneScore	-0.3546972270403328	1.4634953768432665e-07	0.0	fixed	213	4	-0.4692062492492082	-0.22845768874298056	-0.2750855902211399	0.0022568920021041757	0.0	fixed	126	0.3546972270403328	0.2750855902211399
high_tumor	True	z-mean	0.25	50	none	CD8A	-0.32426105997281546	1.8485348646725463e-06	0.0	fixed	213	4	-0.4419461358661202	-0.19560283758758373	-0.30068293284448533	0.0007905401729656669	0.0	fixed	126	0.32426105997281546	0.30068293284448533
high_tumor	True	z-mean	0.25	50	none	ImmuneScore	-0.3537795040243146	1.586594376175188e-07	0.0	fixed	213	4	-0.46838747037460177	-0.22746281435723295	-0.27320397960351595	0.002428131706711639	0.0	fixed	126	0.3537795040243146	0.27320397960351595
high_tumor	True	z-mean	0.25	51	none	CD8A	-0.3248537230834391	1.7642635261831887e-06	0.0	fixed	213	4	-0.4424790370063124	-0.1962398528181649	-0.301935686848294	0.0007489869901852336	0.0	fixed	126	0.3248537230834391	0.301935686848294
high_tumor	True	z-mean	0.25	51	none	ImmuneScore	-0.3522579231750076	1.8128296393006697e-07	0.0	fixed	213	4	-0.4670295045910496	-0.22581389770267213	-0.27418325949499267	0.0023376038434747546	0.0	fixed	126	0.3522579231750076	0.27418325949499267
high_tumor	True	z-mean	0.25	52	none	CD8A	-0.31240614949719	4.599188985935759e-06	0.0	fixed	213	4	-0.4312691539511619	-0.18288352650275647	-0.2786863054591139	0.001959223059003383	0.0	fixed	126	0.31240614949719	0.2786863054591139
high_tumor	True	z-mean	0.25	52	none	ImmuneScore	-0.3393825539584913	5.43643593204976e-07	0.0	fixed	213	4	-0.455516905892333	-0.21188997801915507	-0.25214758175599983	0.005311571618243019	0.0	fixed	126	0.3393825539584913	0.25214758175599983
high_tumor	True	z-mean	0.25	53	none	CD8A	-0.3205524845115881	2.4694326107446817e-06	0.0	fixed	213	4	-0.43860963231836325	-0.191619193526654	-0.29455766983951176	0.0010256607805057985	0.0	fixed	126	0.3205524845115881	0.29455766983951176
high_tumor	True	z-mean	0.25	53	none	ImmuneScore	-0.3484998735658404	2.511564044341679e-07	0.0	fixed	213	4	-0.4636732353835344	-0.2217444522094415	-0.27177833756522557	0.0025655669232676555	0.0	fixed	126	0.3484998735658404	0.27177833756522557
high_tumor	True	z-mean	0.25	54	none	CD8A	-0.32555153446464125	1.6697269851029162e-06	0.0	fixed	213	4	-0.4431063771832722	-0.1969900243072047	-0.30520474881245463	0.0006497733427274654	0.0	fixed	126	0.32555153446464125	0.30520474881245463
high_tumor	True	z-mean	0.25	54	none	ImmuneScore	-0.3566200656206001	1.2345661771359125e-07	0.0	fixed	213	4	-0.4709211391792009	-0.23054303229245954	-0.28583569349031657	0.0014708587404906786	0.0	fixed	126	0.3566200656206001	0.28583569349031657
high_tumor	True	z-mean	0.25	55	none	CD8A	-0.3184253164535546	2.9102943696527364e-06	0.0	fixed	213	4	-0.43669440771435586	-0.1893361669172317	-0.2917548172509761	0.0011531429559107258	0.0	fixed	126	0.3184253164535546	0.2917548172509761
high_tumor	True	z-mean	0.25	55	none	ImmuneScore	-0.3480576803754167	2.6090022493955254e-07	0.0	fixed	213	4	-0.4632781004615845	-0.22126590858982922	-0.26631550853732355	0.003159292161804952	0.0	fixed	126	0.3480576803754167	0.26631550853732355
high_tumor	True	z-mean	0.25	56	none	CD8A	-0.3114897931815248	4.926478355482353e-06	0.0	fixed	213	4	-0.4304424601997888	-0.18190215606905938	-0.2815499089538628	0.001748319047367338	0.0	fixed	126	0.3114897931815248	0.2815499089538628
high_tumor	True	z-mean	0.25	56	none	ImmuneScore	-0.34191705921534393	4.397739793282711e-07	0.0	fixed	213	4	-0.45778622581485845	-0.2146268040680661	-0.25684651221641286	0.004485240507922526	0.0	fixed	126	0.34191705921534393	0.25684651221641286
high_tumor	True	z-mean	0.25	57	none	CD8A	-0.30706940751251555	6.840374218581704e-06	0.0	fixed	213	4	-0.42645179004331457	-0.17717177402247308	-0.2817483516079752	0.0017344939908975762	0.0	fixed	126	0.30706940751251555	0.2817483516079752
high_tumor	True	z-mean	0.25	57	none	ImmuneScore	-0.3407275270773446	4.859113131546644e-07	0.0	fixed	213	4	-0.4567213424319405	-0.21334206671568842	-0.2616317964645464	0.0037633994825674337	0.0	fixed	126	0.3407275270773446	0.2616317964645464
high_tumor	True	z-mean	0.25	58	none	CD8A	-0.31007794450868786	5.474307662476443e-06	0.0	fixed	213	4	-0.4291683657263582	-0.18039064393323373	-0.29111717408895005	0.0011840851987929247	0.0	fixed	126	0.31007794450868786	0.29111717408895005
