cohort	study	subset	method	alpha	size	purity	endpoint	n	rho	p	k	n_genes_present
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	158	partial	CD8A	29	-0.5546793482390765	0.002189412433378131	1	158
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	158	partial	ImmuneScore	29	-0.5305442079752831	0.0036798903275633093	1	158
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	159	partial	CD8A	29	-0.5577285586168609	0.002044705169362721	1	159
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	159	partial	ImmuneScore	29	-0.5336403793571518	0.003450030535450715	1	159
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	160	partial	CD8A	29	-0.560827741367675	0.0019061534696096431	1	160
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	160	partial	ImmuneScore	29	-0.5356667972675979	0.003306335717683978	1	160
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	161	partial	CD8A	29	-0.5603851851104649	0.0019254281086743949	1	161
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	161	partial	ImmuneScore	29	-0.5367275167123576	0.003233184400734382	1	161
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	162	partial	CD8A	29	-0.5515970955984437	0.0023445695137726858	1	162
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	162	partial	ImmuneScore	29	-0.5285314578968818	0.0038362336594784936	1	162
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	163	partial	CD8A	29	-0.5603851851104649	0.0019254281086743949	1	163
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	163	partial	ImmuneScore	29	-0.5367275167123576	0.003233184400734382	1	163
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	164	partial	CD8A	29	-0.5603851851104649	0.0019254281086743949	1	164
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	164	partial	ImmuneScore	29	-0.5367275167123576	0.003233184400734382	1	164
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	165	partial	CD8A	29	-0.5562387710198972	0.002114341229848225	1	165
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	165	partial	ImmuneScore	29	-0.5304571931553349	0.003686534897715607	1	165
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	166	partial	CD8A	29	-0.5473981484025958	0.0025711078456855975	1	166
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	166	partial	ImmuneScore	29	-0.5222139659807212	0.004364335279948794	1	166
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	167	partial	CD8A	29	-0.5624416522289994	0.0018372669948026135	1	167
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	167	partial	ImmuneScore	29	-0.533815995398535	0.0034373695672376067	1	167
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	168	partial	CD8A	29	-0.5624416522289994	0.0018372669948026135	1	168
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	168	partial	ImmuneScore	29	-0.533815995398535	0.0034373695672376067	1	168
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	169	partial	CD8A	29	-0.5624416522289994	0.0018372669948026135	1	169
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	169	partial	ImmuneScore	29	-0.533815995398535	0.0034373695672376067	1	169
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	170	partial	CD8A	29	-0.5611756534589236	0.0018911180112778433	1	170
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	170	partial	ImmuneScore	29	-0.5310605590936263	0.0036406712539823064	1	170
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	171	partial	CD8A	29	-0.5554702937701157	0.0021510539730927656	1	171
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	171	partial	ImmuneScore	29	-0.5244845473744693	0.004167814467729348	1	171
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	172	partial	CD8A	29	-0.5683952107074458	0.0016014035177798003	1	172
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	172	partial	ImmuneScore	29	-0.5412832682472916	0.0029345461259211343	1	172
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	173	partial	CD8A	29	-0.5518148684514871	0.002333304690362331	1	173
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	173	partial	ImmuneScore	29	-0.5205574230329215	0.0045126439031342985	1	173
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	174	partial	CD8A	29	-0.5651292437435036	0.0017273194692116664	1	174
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	174	partial	ImmuneScore	29	-0.5349743747313114	0.0033548484136024896	1	174
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	175	partial	CD8A	29	-0.5602965176938934	0.0019293099973519449	1	175
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	175	partial	ImmuneScore	29	-0.5310719084787872	0.0036398132486165705	1	175
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	176	partial	CD8A	29	-0.5557577539967664	0.0021372572352145137	1	176
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	176	partial	ImmuneScore	29	-0.5267664204494056	0.00397797003200289	1	176
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	177	partial	CD8A	29	-0.557631424130942	0.002049184398453169	1	177
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	177	partial	ImmuneScore	29	-0.527503241864192	0.003918267462019528	1	177
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	178	partial	CD8A	29	-0.557631424130942	0.002049184398453169	1	178
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	178	partial	ImmuneScore	29	-0.527503241864192	0.003918267462019528	1	178
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	179	partial	CD8A	29	-0.5635005161679514	0.0017932488260327785	1	179
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	179	partial	ImmuneScore	29	-0.5341939192523499	0.0034102580669756496	1	179
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	180	partial	CD8A	29	-0.557884478296815	0.0020375327914777574	1	180
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	180	partial	ImmuneScore	29	-0.5271693741026479	0.003945224357107741	1	180
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	181	partial	CD8A	29	-0.5470227588014104	0.002592246835004792	1	181
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	181	partial	ImmuneScore	29	-0.5208056923919482	0.004490146921143792	1	181
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	182	partial	CD8A	29	-0.5544974230564635	0.0021983181388732205	1	182
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	182	partial	ImmuneScore	29	-0.528251098929009	0.0038584546395027245	1	182
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	183	partial	CD8A	29	-0.5544974230564635	0.0021983181388732205	1	183
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	183	partial	ImmuneScore	29	-0.528251098929009	0.0038584546395027245	1	183
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	184	partial	CD8A	29	-0.5519050714769664	0.0023286523847230317	1	184
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	184	partial	ImmuneScore	29	-0.5247580727066142	0.00414465811901075	1	184
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	185	partial	CD8A	29	-0.546076543027396	0.002646194167373677	1	185
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	185	partial	ImmuneScore	29	-0.5175864942125991	0.00478939081946649	1	185
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	186	partial	CD8A	29	-0.5404926273461387	0.002984608479464576	1	186
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	186	partial	ImmuneScore	29	-0.5111399474640821	0.005439892064938338	1	186
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	187	partial	CD8A	29	-0.5193532203619894	0.004623129939868294	1	187
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	187	partial	ImmuneScore	29	-0.4907969493403645	0.008005485494139484	1	187
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	188	partial	CD8A	29	-0.5406259605092748	0.002976115016571585	1	188
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	188	partial	ImmuneScore	29	-0.5128280945108064	0.0052626982802230545	1	188
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	189	partial	CD8A	29	-0.5486403863113364	0.002502207702662585	1	189
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	189	partial	ImmuneScore	29	-0.5196674475998881	0.004594079773932684	1	189
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	190	partial	CD8A	29	-0.5328855779879105	0.0035049029421466977	1	190
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	190	partial	ImmuneScore	29	-0.5040169296527496	0.006244374427696454	1	190
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	191	partial	CD8A	29	-0.5233167059679926	0.0042679280016832775	1	191
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	191	partial	ImmuneScore	29	-0.4969811900746643	0.007135642292811442	1	191
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	192	partial	CD8A	29	-0.5244542461184233	0.004170386513395544	1	192
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	192	partial	ImmuneScore	29	-0.4927105277730826	0.007727279377174113	1	192
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	193	partial	CD8A	29	-0.5397602523620376	0.003031633156329247	1	193
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	193	partial	ImmuneScore	29	-0.5110635038218393	0.0054480342265813345	1	193
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	194	partial	CD8A	29	-0.5322966558047391	0.0035482331308461504	1	194
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	194	partial	ImmuneScore	29	-0.5036290600138386	0.006290926440693734	1	194
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	195	partial	CD8A	29	-0.5322966558047391	0.0035482331308461504	1	195
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	195	partial	ImmuneScore	29	-0.5036290600138386	0.006290926440693734	1	195
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	196	partial	CD8A	29	-0.5326563461690368	0.00352171465965738	1	196
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	196	partial	ImmuneScore	29	-0.5044631335847071	0.00619118207828248	1	196
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	197	partial	CD8A	29	-0.5323580751345789	0.0035436928874389415	1	197
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	197	partial	ImmuneScore	29	-0.5068437827665112	0.005913819888887881	1	197
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	198	partial	CD8A	29	-0.5185393166860397	0.004699103005726269	1	198
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	198	partial	ImmuneScore	29	-0.4886359508442607	0.008329753684191813	1	198
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	199	partial	CD8A	29	-0.5169583413857988	0.004849717155247906	1	199
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	199	partial	ImmuneScore	29	-0.48842200454407825	0.008362449841568313	1	199
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	200	partial	CD8A	29	-0.5169583413857988	0.004849717155247906	1	200
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	200	partial	ImmuneScore	29	-0.48842200454407825	0.008362449841568313	1	200
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	201	partial	CD8A	29	-0.5185393166860397	0.004699103005726269	1	201
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	201	partial	ImmuneScore	29	-0.4886359508442607	0.008329753684191813	1	201
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	202	partial	CD8A	29	-0.5185393166860397	0.004699103005726269	1	202
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	202	partial	ImmuneScore	29	-0.4886359508442607	0.008329753684191813	1	202
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	203	partial	CD8A	29	-0.5185393166860397	0.004699103005726269	1	203
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	203	partial	ImmuneScore	29	-0.4886359508442607	0.008329753684191813	1	203
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	204	partial	CD8A	29	-0.5187526462455926	0.004679087947926498	1	204
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	204	partial	ImmuneScore	29	-0.4903976967383292	0.008064581601180898	1	204
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	205	partial	CD8A	29	-0.5175951487908844	0.004788564133038311	1	205
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	205	partial	ImmuneScore	29	-0.49131873194691333	0.007928802791138166	1	205
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	206	partial	CD8A	29	-0.517188043141842	0.004827582611743298	1	206
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	206	partial	ImmuneScore	29	-0.490196041144347	0.008094569314657584	1	206
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	207	partial	CD8A	29	-0.517188043141842	0.004827582611743298	1	207
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	207	partial	ImmuneScore	29	-0.490196041144347	0.008094569314657584	1	207
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	208	partial	CD8A	29	-0.517188043141842	0.004827582611743298	1	208
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	208	partial	ImmuneScore	29	-0.490196041144347	0.008094569314657584	1	208
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	209	partial	CD8A	29	-0.5139907089680763	0.005143537113780298	1	209
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	209	partial	ImmuneScore	29	-0.4889715012547515	0.008278690072506553	1	209
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	210	partial	CD8A	29	-0.5216955527488714	0.004410295065723782	1	210
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	210	partial	ImmuneScore	29	-0.4959710332317476	0.007272013512202736	1	210
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	211	partial	CD8A	29	-0.5211116359404142	0.0044625552270461085	1	211
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	211	partial	ImmuneScore	29	-0.49559042439395934	0.007323962815206139	1	211
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	212	partial	CD8A	29	-0.5216955527488714	0.004410295065723782	1	212
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	212	partial	ImmuneScore	29	-0.4959710332317476	0.007272013512202736	1	212
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	213	partial	CD8A	29	-0.5216955527488714	0.004410295065723782	1	213
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	213	partial	ImmuneScore	29	-0.4959710332317476	0.007272013512202736	1	213
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	214	partial	CD8A	29	-0.5211116359404142	0.0044625552270461085	1	214
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	214	partial	ImmuneScore	29	-0.49559042439395934	0.007323962815206139	1	214
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	215	partial	CD8A	29	-0.5211116359404142	0.0044625552270461085	1	215
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	215	partial	ImmuneScore	29	-0.49559042439395934	0.007323962815206139	1	215
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	216	partial	CD8A	29	-0.5211116359404142	0.0044625552270461085	1	216
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	216	partial	ImmuneScore	29	-0.49559042439395934	0.007323962815206139	1	216
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	217	partial	CD8A	29	-0.5211116359404142	0.0044625552270461085	1	217
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	217	partial	ImmuneScore	29	-0.49559042439395934	0.007323962815206139	1	217
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	218	partial	CD8A	29	-0.5216955527488714	0.004410295065723782	1	218
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	218	partial	ImmuneScore	29	-0.4959710332317476	0.007272013512202736	1	218
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	219	partial	CD8A	29	-0.5331534361467123	0.003485345407196078	1	219
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	219	partial	ImmuneScore	29	-0.5071290880280154	0.0058812976459237465	1	219
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	220	partial	CD8A	29	-0.5331534361467123	0.003485345407196078	1	220
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	220	partial	ImmuneScore	29	-0.5071290880280154	0.0058812976459237465	1	220
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	221	partial	CD8A	29	-0.5295081630524365	0.0037596724637912527	1	221
GSE282774	GSE282774	high_tumor	ssGSEA	1.0	221	partial	ImmuneScore	29	-0.5065517112891932	0.0059472711260817835	1	221
GSE282774	GSE282774	high_tumor	z-mean	0.25	5	residual	CD8A	29	0.014287473935198781	0.9413608344763883	0	5
GSE282774	GSE282774	high_tumor	z-mean	0.25	5	residual	ImmuneScore	29	-0.19605911330049258	0.3080585101603011	0	5
GSE282774	GSE282774	high_tumor	z-mean	0.25	6	residual	CD8A	29	-0.003448700605047982	0.9858343799912141	0	6
GSE282774	GSE282774	high_tumor	z-mean	0.25	6	residual	ImmuneScore	29	-0.2177339901477832	0.25652815944629664	0	6
GSE282774	GSE282774	high_tumor	z-mean	0.25	7	residual	CD8A	29	-0.04729646544065804	0.8075159400034804	0	7
GSE282774	GSE282774	high_tumor	z-mean	0.25	7	residual	ImmuneScore	29	-0.27044334975369455	0.15592226252623015	0	7
GSE282774	GSE282774	high_tumor	z-mean	0.25	8	residual	CD8A	29	-0.1253849005692445	0.5169314759579622	0	8
GSE282774	GSE282774	high_tumor	z-mean	0.25	8	residual	ImmuneScore	29	-0.33349753694581274	0.0770691597833538	0	8
GSE282774	GSE282774	high_tumor	z-mean	0.25	9	residual	CD8A	29	-0.1840128108550602	0.3393026619891035	0	9
GSE282774	GSE282774	high_tumor	z-mean	0.25	9	residual	ImmuneScore	29	-0.3665024630541871	0.05052262113061863	0	9
GSE282774	GSE282774	high_tumor	z-mean	0.25	10	residual	CD8A	29	-0.17095701570737853	0.3752465607592373	0	10
GSE282774	GSE282774	high_tumor	z-mean	0.25	10	residual	ImmuneScore	29	-0.3142857142857142	0.09683182968972706	0	10
GSE282774	GSE282774	high_tumor	z-mean	0.25	11	residual	CD8A	29	-0.1943589126702041	0.3123557412753685	0	11
GSE282774	GSE282774	high_tumor	z-mean	0.25	11	residual	ImmuneScore	29	-0.3206896551724137	0.08986083587558522	0	11
GSE282774	GSE282774	high_tumor	z-mean	0.25	12	residual	CD8A	29	-0.21357310175547145	0.26595271041480856	0	12
GSE282774	GSE282774	high_tumor	z-mean	0.25	12	residual	ImmuneScore	29	-0.30788177339901474	0.1042030573036981	0	12
GSE282774	GSE282774	high_tumor	z-mean	0.25	13	residual	CD8A	29	-0.2300775975082011	0.22986941874984707	0	13
GSE282774	GSE282774	high_tumor	z-mean	0.25	13	residual	ImmuneScore	29	-0.3270935960591132	0.08327753884324401	0	13
GSE282774	GSE282774	high_tumor	z-mean	0.25	14	residual	CD8A	29	-0.2601305599236192	0.17293800503898127	0	14
GSE282774	GSE282774	high_tumor	z-mean	0.25	14	residual	ImmuneScore	29	-0.3467980295566502	0.06531630784228454	0	14
GSE282774	GSE282774	high_tumor	z-mean	0.25	15	residual	CD8A	29	-0.2919078726415613	0.12441312499638986	0	15
GSE282774	GSE282774	high_tumor	z-mean	0.25	15	residual	ImmuneScore	29	-0.35862068965517235	0.05608467931916483	0	15
GSE282774	GSE282774	high_tumor	z-mean	0.25	16	residual	CD8A	29	-0.2896908508240305	0.12743114811378775	0	16
GSE282774	GSE282774	high_tumor	z-mean	0.25	16	residual	ImmuneScore	29	-0.37290640394088664	0.04633232601435049	0	16
GSE282774	GSE282774	high_tumor	z-mean	0.25	17	residual	CD8A	29	-0.2694913187087494	0.1574408458608192	0	17
GSE282774	GSE282774	high_tumor	z-mean	0.25	17	residual	ImmuneScore	29	-0.3665024630541871	0.05052262113061863	0	17
GSE282774	GSE282774	high_tumor	z-mean	0.25	18	residual	CD8A	29	-0.26308658901366033	0.1679324273369902	0	18
GSE282774	GSE282774	high_tumor	z-mean	0.25	18	residual	ImmuneScore	29	-0.35369458128078807	0.05979794952786733	0	18
GSE282774	GSE282774	high_tumor	z-mean	0.25	19	residual	CD8A	29	-0.24411873568589643	0.20188288277996644	0	19
GSE282774	GSE282774	high_tumor	z-mean	0.25	19	residual	ImmuneScore	29	-0.3261083743842364	0.08426562845702124	0	19
GSE282774	GSE282774	high_tumor	z-mean	0.25	20	residual	CD8A	29	-0.24411873568589643	0.20188288277996644	0	20
GSE282774	GSE282774	high_tumor	z-mean	0.25	20	residual	ImmuneScore	29	-0.35862068965517235	0.05608467931916483	0	20
GSE282774	GSE282774	high_tumor	z-mean	0.25	21	residual	CD8A	29	-0.25569651628855755	0.18064214058629627	0	21
GSE282774	GSE282774	high_tumor	z-mean	0.25	21	residual	ImmuneScore	29	-0.3438423645320196	0.0677991486794349	0	21
GSE282774	GSE282774	high_tumor	z-mean	0.25	22	residual	CD8A	29	-0.25791353810608836	0.1767605790581343	0	22
GSE282774	GSE282774	high_tumor	z-mean	0.25	22	residual	ImmuneScore	29	-0.3463054187192117	0.06572512964994857	0	22
GSE282774	GSE282774	high_tumor	z-mean	0.25	23	residual	CD8A	29	-0.2303239332657045	0.22935709153040562	0	23
GSE282774	GSE282774	high_tumor	z-mean	0.25	23	residual	ImmuneScore	29	-0.3231527093596058	0.08728361045384746	0	23
GSE282774	GSE282774	high_tumor	z-mean	0.25	24	residual	CD8A	29	-0.26234758174115	0.1691740892210961	0	24
GSE282774	GSE282774	high_tumor	z-mean	0.25	24	residual	ImmuneScore	29	-0.3581280788177339	0.0564476492050834	0	24
GSE282774	GSE282774	high_tumor	z-mean	0.25	25	residual	CD8A	29	-0.2879665005215065	0.12981536937918087	0	25
GSE282774	GSE282774	high_tumor	z-mean	0.25	25	residual	ImmuneScore	29	-0.3541871921182265	0.05941819289222221	0	25
GSE282774	GSE282774	high_tumor	z-mean	0.25	26	residual	CD8A	29	-0.27466436961632146	0.1493154941586172	0	26
GSE282774	GSE282774	high_tumor	z-mean	0.25	26	residual	ImmuneScore	29	-0.338423645320197	0.07254046362482794	0	26
GSE282774	GSE282774	high_tumor	z-mean	0.25	27	residual	CD8A	29	-0.2978199308216436	0.1166224636807523	0	27
GSE282774	GSE282774	high_tumor	z-mean	0.25	27	residual	ImmuneScore	29	-0.34187192118226595	0.06949461724867359	0	27
GSE282774	GSE282774	high_tumor	z-mean	0.25	28	residual	CD8A	29	-0.3263948786920412	0.08397737230442623	0	28
GSE282774	GSE282774	high_tumor	z-mean	0.25	28	residual	ImmuneScore	29	-0.36157635467980287	0.05394518384677278	0	28
GSE282774	GSE282774	high_tumor	z-mean	0.25	29	residual	CD8A	29	-0.3342776229321508	0.07633788738900746	0	29
GSE282774	GSE282774	high_tumor	z-mean	0.25	29	residual	ImmuneScore	29	-0.3655172413793103	0.05119303212680591	0	29
GSE282774	GSE282774	high_tumor	z-mean	0.25	30	residual	CD8A	29	-0.33008991505459256	0.0803268353361401	0	30
GSE282774	GSE282774	high_tumor	z-mean	0.25	30	residual	ImmuneScore	29	-0.36108374384236447	0.054297234225273605	0	30
GSE282774	GSE282774	high_tumor	z-mean	0.25	31	residual	CD8A	29	-0.33353861565964055	0.07703051779359639	0	31
GSE282774	GSE282774	high_tumor	z-mean	0.25	31	residual	ImmuneScore	29	-0.3546798029556649	0.05904032561343765	0	31
GSE282774	GSE282774	high_tumor	z-mean	0.25	32	residual	CD8A	29	-0.29954428112416753	0.11441978488217665	0	32
GSE282774	GSE282774	high_tumor	z-mean	0.25	32	residual	ImmuneScore	29	-0.3453201970443349	0.06654873718463239	0	32
GSE282774	GSE282774	high_tumor	z-mean	0.25	33	residual	CD8A	29	-0.3315679295996131	0.07890114646635323	0	33
GSE282774	GSE282774	high_tumor	z-mean	0.25	33	residual	ImmuneScore	29	-0.37586206896551716	0.0444938093532733	0	33
GSE282774	GSE282774	high_tumor	z-mean	0.25	34	residual	CD8A	29	-0.3330459441446337	0.07749494741033804	0	34
GSE282774	GSE282774	high_tumor	z-mean	0.25	34	residual	ImmuneScore	29	-0.3778325123152709	0.04330071555063555	0	34
GSE282774	GSE282774	high_tumor	z-mean	0.25	35	residual	CD8A	29	-0.28919817930902364	0.128109050860368	0	35
GSE282774	GSE282774	high_tumor	z-mean	0.25	35	residual	ImmuneScore	29	-0.32463054187192114	0.08576450444223523	0	35
GSE282774	GSE282774	high_tumor	z-mean	0.25	36	residual	CD8A	29	-0.29757359506414016	0.1169396779788513	0	36
GSE282774	GSE282774	high_tumor	z-mean	0.25	36	residual	ImmuneScore	29	-0.3300492610837438	0.08036632698792502	0	36
GSE282774	GSE282774	high_tumor	z-mean	0.25	37	residual	CD8A	29	-0.303239317486719	0.10980394256888765	0	37
GSE282774	GSE282774	high_tumor	z-mean	0.25	37	residual	ImmuneScore	29	-0.33349753694581274	0.0770691597833538	0	37
GSE282774	GSE282774	high_tumor	z-mean	0.25	38	residual	CD8A	29	-0.27466436961632146	0.1493154941586172	0	38
GSE282774	GSE282774	high_tumor	z-mean	0.25	38	residual	ImmuneScore	29	-0.3142857142857142	0.09683182968972706	0	38
GSE282774	GSE282774	high_tumor	z-mean	0.25	39	residual	CD8A	29	-0.29461756597409905	0.12079623346968443	0	39
GSE282774	GSE282774	high_tumor	z-mean	0.25	39	residual	ImmuneScore	29	-0.3231527093596058	0.08728361045384746	0	39
GSE282774	GSE282774	high_tumor	z-mean	0.25	40	residual	CD8A	29	-0.29560290900411273	0.11950043076149897	0	40
GSE282774	GSE282774	high_tumor	z-mean	0.25	40	residual	ImmuneScore	29	-0.32955665024630537	0.0808460364966712	0	40
GSE282774	GSE282774	high_tumor	z-mean	0.25	41	residual	CD8A	29	-0.2990516096091607	0.11504594586824086	0	41
GSE282774	GSE282774	high_tumor	z-mean	0.25	41	residual	ImmuneScore	29	-0.3325123152709359	0.078000409720941	0	41
GSE282774	GSE282774	high_tumor	z-mean	0.25	42	residual	CD8A	29	-0.2867348217339894	0.13153826598566526	0	42
GSE282774	GSE282774	high_tumor	z-mean	0.25	42	residual	ImmuneScore	29	-0.3300492610837438	0.08036632698792502	0	42
GSE282774	GSE282774	high_tumor	z-mean	0.25	43	residual	CD8A	29	-0.28476413567396197	0.13432957293387252	0	43
GSE282774	GSE282774	high_tumor	z-mean	0.25	43	residual	ImmuneScore	29	-0.3251231527093595	0.08526263910954714	0	43
GSE282774	GSE282774	high_tumor	z-mean	0.25	44	residual	CD8A	29	-0.2682596399212323	0.15942113723327794	0	44
GSE282774	GSE282774	high_tumor	z-mean	0.25	44	residual	ImmuneScore	29	-0.3226600985221674	0.08779450185978555	0	44
GSE282774	GSE282774	high_tumor	z-mean	0.25	45	residual	CD8A	29	-0.26875231143623923	0.15862689968694033	0	45
GSE282774	GSE282774	high_tumor	z-mean	0.25	45	residual	ImmuneScore	29	-0.30197044334975365	0.11137309913684668	0	45
GSE282774	GSE282774	high_tumor	z-mean	0.25	46	residual	CD8A	29	-0.2872274932489962	0.13084711307938954	0	46
GSE282774	GSE282774	high_tumor	z-mean	0.25	46	residual	ImmuneScore	29	-0.3300492610837438	0.08036632698792502	0	46
GSE282774	GSE282774	high_tumor	z-mean	0.25	47	residual	CD8A	29	-0.3126000762718492	0.09873276066211838	0	47
GSE282774	GSE282774	high_tumor	z-mean	0.25	47	residual	ImmuneScore	29	-0.34187192118226595	0.06949461724867359	0	47
GSE282774	GSE282774	high_tumor	z-mean	0.25	48	residual	CD8A	29	-0.32343884960200003	0.08698789209809862	0	48
