set	n_mice	n_delta_pos	n_p_lt_05_and_pos	mean_delta	median_delta	binomial_p_direction
CLDN4_TJ_EDGE	7	7	7	0.1652130108740204	0.10472317669606207	0.0078125
TJ_EPITHELIAL	7	7	7	0.14387730971689244	0.10375677711356662	0.0078125
TJ_TISMO	7	7	7	0.2607643645089538	0.17451198146893276	0.0078125
