	mean_delta
Ceacam16	-0.00461515234677284
Klhl22	-0.00461794925099389
Tnr	-0.004619348368438241
Gm15396	-0.004621297753110074
Gm31763	-0.004631599474183699
Gm9947	-0.0046373402842953
Rdh16f2	-0.004640022046334485
Il20rb	-0.004641009852437669
Slc6a19	-0.004642507805991296
Gja5	-0.004645754387312639
Btbd16	-0.004651838117608449
Ston1	-0.00465315388152055
Hsd17b14	-0.004653450333703897
Tmem89	-0.004660423409797355
Zcwpw1	-0.004663430046041965
Trpv6	-0.004665459169435671
Adamts18	-0.004665534420504406
Cox15	-0.004667556960313612
Rragd	-0.00467047642924897
Zfp276	-0.0046718392368324
2310026L22Rik	-0.004673078091960582
Ankrd34b	-0.004675812034238801
Pde8b	-0.004675900992817896
Gm39929	-0.004678244655483257
Rgs9	-0.004685088945194427
Asic2	-0.004685423658273483
Sulf2	-0.004687169749078905
Cux2	-0.004690302958570293
1700040L02Rik	-0.00469206618079857
9530003J23Rik	-0.004697466546626651
Ccdc13	-0.004704511521762527
Ppm1k	-0.004709283090643799
Hpgds	-0.004710441204786972
Lmntd1	-0.004711203102601573
Reep1	-0.004714323427078918
Rptoros	-0.004718667820968579
Nsun6	-0.004718967842199475
BC029722	-0.004723835506508676
Fbxo15	-0.004726850597800119
Khnyn	-0.00472928200450642
Cd8a	-0.004729943774017004
Gm16253	-0.004732560824013142
Ppp1r42	-0.0047375757899569635
BC030500	-0.004741249611200174
Kcnj13	-0.0047421783484214485
Dgkg	-0.004744406822653724
Cabcoco1	-0.004744829213784815
Rasal3	-0.004754396438844628
Gm16299	-0.004762140489736804
Erich6	-0.004762228974348916
Idi2	-0.0047623435844926796
Kif1a	-0.004763241548809695
Jrkl	-0.004765074788937717
Mdh1b	-0.004766078970888737
Hexim2	-0.004767728560586694
Map3k12	-0.004769687769625955
BC037034	-0.0047715968478131985
Vcam1	-0.004771874997761759
9430060I03Rik	-0.004779806857171444
Ankfn1	-0.004782404952073392
Nkain4	-0.00478434864903818
Hdhd5	-0.004786364004886679
Pag1	-0.004794240202637588
Tpgs2	-0.004797437904859078
Sytl3	-0.0047976642840905056
Lpar3	-0.004797775914613374
Pou1f1	-0.004802497772174869
Spon1	-0.004810473175395268
Gm561	-0.004811947985044085
2310015A10Rik	-0.004813748779319376
Rinl	-0.004816317236936167
Rad18	-0.004819567061416454
Ntn1	-0.004819655990599518
Speer4e	-0.0048226664010097
1600002H07Rik	-0.0048235562590390225
Gm43604	-0.0048321042845315436
Galr2	-0.0048337372781832675
Gucd1	-0.004835303062555975
Olfm5	-0.004835787071825242
Zfp101	-0.004837548196503756
Spc25	-0.004837788562774099
Krt25	-0.004854405103560246
Fn3krp	-0.004855477206084041
G730013B05Rik	-0.004860446884711539
Npy	-0.004873869961094142
Jam2	-0.004874018385936892
9330151L19Rik	-0.004877587491548742
9330111N05Rik	-0.004879342556271814
Ccdc150	-0.004882556816830378
Il16	-0.004885164659271237
Jpx	-0.004886666681383006
Myh10	-0.0048947160050970264
Adrb3	-0.004901905520069208
Zc4h2	-0.004903599768425477
Ano7	-0.004908390883002182
Postn	-0.004910257209552161
AK010878	-0.004913877592634994
Ipo11	-0.004915612067678978
Pgr	-0.004918465825638372
Gdf15	-0.004920323362335158
Gm10941	-0.004923833594007805
Pgam5	-0.004925406756384831
Cd28	-0.004926656998981163
Gm32389	-0.004935898508749034
2310069B03Rik	-0.004939008993558619
Gm44421	-0.004946154847151024
Prox1	-0.00494675117299588
5830416I19Rik	-0.004949805903705378
Sox21	-0.004959249304875685
Cdkn2d	-0.004959805652750063
Acot12	-0.004960714339367208
Gnal	-0.004966121305397471
Gm13889	-0.004977269336693025
Gm44658	-0.004977812849722097
Klrk1	-0.0049781262576039185
Fam217b	-0.004984761630648184
Akap2	-0.00498835951856591
Sgk3	-0.004988468865208267
Ctu1	-0.004989269211479234
Syt9	-0.004990023502690589
Gm11992	-0.004995702859094544
Trp53bp1	-0.0049958945745674655
Adcy8	-0.004995947297266581
Zfp607b	-0.004997022818488072
Mrm2	-0.004997609166336357
Sycn	-0.0049977087910251265
Lgals2	-0.005000841972042369
Zfp575	-0.005004004481168387
Mettl7b	-0.005004497745085656
Apoa2	-0.005004583486882287
3110056K07Rik	-0.005009876026158369
Tmtc1	-0.005010245726635143
Gata3	-0.005011853609675696
A930038B10Rik	-0.005018931620499882
Olfr1381	-0.005022033811902484
Gm12981	-0.005031460453462298
Gm10389	-0.005031614655400281
Cdh11	-0.005033542533704835
Adcy9	-0.005040094629233151
4932443L11Rik	-0.005042745235899727
Gm47725	-0.005043031241752431
Spata33	-0.005046150833809879
Phtf1os	-0.005051141366101062
Cfap73	-0.00505295441429009
Fam185a	-0.005055092433536324
Limk1	-0.005061320811853343
Gusb	-0.005073500563451812
Sgip1	-0.005076220517141916
Setd4	-0.0050794419414064785
Esr1	-0.005082956975350831
4930556M19Rik	-0.005085343067343191
Tmeff1	-0.005089839730349964
Gm11744	-0.005101550396554697
1700022I11Rik	-0.005101562914037403
Mxd3	-0.005110686629216179
Nrip2	-0.005110953773335559
Cxcr6	-0.005111785348114519
Mfsd4b5	-0.005113433520756831
Fgfr4	-0.005117282486813963
1700029J03Rik	-0.005119808786342162
Klhl5	-0.005125208148231465
Nudt11	-0.0051292906319327725
Tesc	-0.0051350144434514486
Katnal2	-0.005137325644537421
Engase	-0.005141506256800535
Cfap157	-0.00514356047338077
Amigo2	-0.005146232684955363
Col6a3	-0.005153592847698556
Tmem241	-0.005154223971450072
Usp51	-0.005156023507321211
Zfp108	-0.005157670307546415
Lbhd2	-0.005159613170329813
Dmrt3	-0.00516018418179715
Gm11730	-0.00516150750170932
Syt6	-0.00516506422589313
Edil3	-0.005168615982341795
4930458D05Rik	-0.00516891091768404
Ptpn7	-0.005170332155479835
Slc26a6	-0.0051714617452842575
Birc5	-0.005171890249902207
Gm45605	-0.005179891086724633
Tbc1d4	-0.005181212822828588
Gm49164	-0.005188654591179534
8030462N17Rik	-0.005198161384985558
Abca1	-0.0052015350149996155
Asun	-0.005204031285090317
Atp2b2	-0.005204169611561256
Kcne4	-0.005208327400571973
Asb14	-0.005215459751556705
Gm28268	-0.005215965236307254
Tmem35b	-0.005221669203122246
Mfng	-0.005225034525478935
Cygb	-0.005228421332257684
Zfp874b	-0.005229264622148451
Npy1r	-0.005231679698850659
Gbp6	-0.005232816232476906
Gm47232	-0.005241476716298609
Wbscr25	-0.0052431058928106775
Piwil2	-0.005243828450516054
0610009L18Rik	-0.005253631117847731
9230110C19Rik	-0.005259019529874095
Nlgn2	-0.005265828842918984
Rcsd1	-0.005266269765933259
Gins2	-0.005278973383849491
Camk1g	-0.005279848115134718
Klhl3	-0.005288353992951522
Zxdc	-0.00528991799017256
4933406P04Rik	-0.005291956406173831
Cdca3	-0.005292314483980034
Barhl1	-0.005293777291586103
Pilra	-0.005296998585370166
Elmod3	-0.005299771967185303
AC127341.5	-0.00530447802024184
Smarca1	-0.005311284998885683
Zfp966	-0.005311481587703727
Gcnt1	-0.005312212689323621
Rpl17	-0.005314824010796114
1810011H11Rik	-0.005317267085631426
Fam188b	-0.00531975763714806
Rnf125	-0.00532168785660899
Tmem185b	-0.005325740806267592
Zscan12	-0.005331532192725871
Rnft2	-0.005331730317120766
Gm15582	-0.005334527490313774
Ubr3	-0.005337578843503994
Kat2a	-0.005339666820174136
1810024B03Rik	-0.005340469866916521
Atp1a2	-0.005341341859968591
Trim67	-0.005343127599174325
Prc1	-0.005344192522823242
Timp1	-0.0053467246714261904
Gm14966	-0.005348172415444843
A830052D11Rik	-0.005355362689046268
Ahsg	-0.005359364280307899
Nr2f1	-0.005362705562832486
AK157302	-0.005363402626593848
Stk10	-0.005369124362279175
Gm15122	-0.00537067479782494
Gm12606	-0.005375443625187026
Kif14	-0.0053877978444948965
Pola2	-0.005391975640587896
Rps6ka6	-0.005398369804287834
Cxcr2	-0.00540195271000401
Pik3r6	-0.005409670226286707
Pde1b	-0.005415931995520017
BC021891	-0.0054161916582640204
Sp110	-0.005421523486852737
Pfkfb4	-0.005422565009768177
Fxyd1	-0.005422654525003699
Svopl	-0.005433176280006752
Retsat	-0.005445114746329886
Adal	-0.005447962395679506
Fam219a	-0.005449437573022059
Gm49355	-0.005453186572424495
Egf	-0.005457166730710723
Nlrx1	-0.005462617688558724
Selp	-0.005476329079673712
Gm17300	-0.005478384576829041
Sacs	-0.00548904937530437
C3ar1	-0.005502644349391574
Stox1	-0.005507992919809104
Ifi27l2b	-0.005514056934087192
Mfsd7a	-0.005515339050484729
Gm10489	-0.005520508131523
Ttll9	-0.005523591189661854
Tex33	-0.0055285449583064965
Gpr55	-0.005532010478435738
Fsd2	-0.005535410074266894
Map4	-0.005535509038472802
Spn	-0.00553656471764802
Htr2c	-0.005541703116474657
Ctsf	-0.005545224752402131
Rnf223	-0.005545229449774743
Mfsd8	-0.005546745238507489
Lrrn1	-0.0055468597216900015
Arhgap27os2	-0.005550585316766721
Lat	-0.005562624646546968
Tbc1d13	-0.0055632793094193235
Rsph14	-0.0055635907889453095
AC130815.3	-0.005565704618208388
Ptges3l	-0.00556577836859725
Prkcq	-0.005569727176309827
0610040B10Rik	-0.005570552025378734
Bbs7	-0.005573161674621704
Ccdc103	-0.0055734052173453215
Col26a1	-0.005578122890903999
Ap1s2	-0.00558218711902371
Trdv4	-0.0055890344462061455
4930502A04Rik	-0.005589578104038661
Zcchc11	-0.005593299944344763
AC153140.2	-0.005602997915021846
Klre1	-0.0056059068515821675
Klhl42	-0.005606468314486523
Ralgapa1	-0.005609323691045978
Gm32742	-0.005613245509416855
Poli	-0.0056294731029291525
Six4	-0.005636292391674547
Sh3tc2	-0.005637860988815945
Spata2l	-0.005637874453205995
Treml4	-0.005644231497924512
Rtn4ip1	-0.005648047656079127
Galntl6	-0.005648934473998953
Stx1b	-0.00565096941700923
C8g	-0.005652611911617373
Sbk1	-0.005653531655340751
Adcy4	-0.005654614782269775
Fgf2	-0.005655467844091918
Tmem191c	-0.00566123804134019
Prkcb	-0.0056644345449390525
Tmem8b	-0.005664721600172693
Tenm3	-0.005671307872492906
Bst1	-0.005680545075930243
Gm17189	-0.005683942271078541
Zp3	-0.005685036678733142
Acy1	-0.005686346825012137
Gm26676	-0.005687545872864862
Neto2	-0.005695558566279887
Ccdc106	-0.005697386603735824
Plekha5	-0.005701856918591512
Onecut3	-0.005702422527075078
Mb21d1	-0.0057189343576916195
Fstl4	-0.005721918566265875
Zmynd8	-0.005730511419769138
Rnf180	-0.005734655283167001
Trim36	-0.0057396253023988325
Cldn34c1	-0.005740316002564314
Gm44000	-0.0057433786632369805
Fzd4	-0.0057518579382817275
F11	-0.005752717103275373
Bbs1	-0.00575473296850197
Tbkbp1	-0.005755010240576298
Ccdc69	-0.0057628756199388145
5330413P13Rik	-0.005770783455958391
Stap1	-0.0057765560038130865
Gm13715	-0.005778049429797056
Arap1	-0.005781073013067705
Bfsp1	-0.005787562833489335
Gm7967	-0.005796838859892932
Kcnmb4os2	-0.005797581881999608
Gm38604	-0.005800076282624769
Myh7b	-0.005804120310179238
Dnhd1	-0.005808470138216608
1700037C18Rik	-0.00581141451425241
Tmem91	-0.005821484881069467
Ripply3	-0.005824724781137353
Ect2l	-0.0058261586856959615
Zfp599	-0.0058295509562616196
Zfp764	-0.005829900631288816
Gm26571	-0.005830341821672321
Slc41a2	-0.005834925345423403
1700056E22Rik	-0.005835286915834223
Col3a1	-0.005836918140487268
2810001G20Rik	-0.005839725310230333
Rab7b	-0.005843612260023884
Afap1l1	-0.00584522757114711
Lpcat2	-0.005860429010731129
AC132444.1	-0.005867681548650967
Fyn	-0.0058685843297370905
Bbs2	-0.00587746313504492
Clec9a	-0.005878527716504758
Veph1	-0.005887202916850188
Klhl6	-0.00588833133873023
Gm26778	-0.0058893812010759735
Dfna5	-0.005889775407077837
Gm49179	-0.005890868032158536
Slc9a9	-0.005895228008653072
Gfra1	-0.005895582336418735
Slc36a3	-0.005895874811402336
Dnajb13	-0.00589609275999354
Adck3	-0.005903036280330832
AA386476	-0.005912432291883394
Dcpp3	-0.005927984620790151
Grk4	-0.005933679039294725
D930020B18Rik	-0.00593580922922268
Nr1h5	-0.005936123146553683
Tcte2	-0.005946179638216172
Dnah2os	-0.005948082214628339
Tmco6	-0.005951550313860363
Khk	-0.005963656211011061
Acss3	-0.005966749958926491
Fabp12	-0.00597283868211703
Cenpf	-0.005973458727807363
Flnc	-0.005978060983792041
Myl1	-0.005978802824172272
Myrf	-0.005995377986002561
Ttc30a2	-0.006011081791225757
Fam129c	-0.006011683848714728
Gulp1	-0.006012488852433685
Fga	-0.006012584428692768
Mettl13	-0.006014962908584222
Plcl1	-0.006015597033334839
Zfp239	-0.006018682130257735
Gatm	-0.006022255681150006
Prune2	-0.006025448812131337
Rnd2	-0.006030086796917751
Anks1b	-0.00603577133252444
Ak8	-0.0060368196906220774
Gm15402	-0.006038583670882725
Fermt1	-0.006041665806130743
Adamts20	-0.0060427099322417225
Ccl5	-0.006043708858222853
C030034I22Rik	-0.006045332477049561
Gm43660	-0.006048649540346199
Cd300a	-0.006057419626289853
Slc35g3	-0.0060631486596240455
Plekhg1	-0.006063930991713348
Hmmr	-0.006064343791351609
AC163040.1	-0.006066943459224994
1700066M21Rik	-0.006068596637268636
Etaa1os	-0.006072187110470284
Dpp6	-0.006075288394026498
Xylb	-0.006078671965747043
Bmpr1b	-0.0060825649193449105
Slc22a1	-0.006085206906489412
Strbp	-0.006087133413846529
Cd1d1	-0.0060942334186562955
Gm15657	-0.006094621720470046
C330006A16Rik	-0.006097629258113801
H60b	-0.00609792824437772
4921506M07Rik	-0.006100863688553579
Zc2hc1c	-0.006104369253057363
Fabp4	-0.006108197635617554
Tia1	-0.006117778224214847
Rcan2	-0.006118966579273523
Tbx6	-0.006146662344120152
4933404O12Rik	-0.006147820896331338
Slc35d3	-0.006152184178899919
Gm10069	-0.006156514357509506
Pcm1	-0.006161923248400742
Mkx	-0.006167178651529729
F630028O10Rik	-0.006173596493280837
Tal1	-0.0061741660282427085
Ly6g6d	-0.006180537448460568
Parp1	-0.006184122297511811
Clec4a2	-0.006187066965935738
Lipo4	-0.006206604417562532
Fam234b	-0.006210343823562829
D8Ertd82e	-0.006211747124837474
Zbtb25	-0.006218336466839837
Lclat1	-0.006220815882249665
Kantr	-0.006224555195325757
Hnf1a	-0.0062297236203241735
Slc35f1	-0.0062319179752459986
Cnga1	-0.006232255505367963
Fam131c	-0.006232377458048981
Gucy2c	-0.006256690369188733
Zfp248	-0.006258824471499667
Kif20b	-0.006264163217446076
Cdkn1c	-0.00626554209788302
Gm26541	-0.0062673573655935835
Ucp1	-0.0062673647267576914
Gm47438	-0.00627045080169375
Ppcdc	-0.006272897427890401
B230208H11Rik	-0.0062736492994339785
Dsn1	-0.006277752954970154
Fam19a4	-0.0062808539078674204
Ubiad1	-0.006303439576273935
Mipol1	-0.006317710493546165
Ganc	-0.006321427890854753
Ctla4	-0.006339555402266745
BC068281	-0.006340554195612684
Pxmp2	-0.00634182169363475
Yeats2	-0.006345720264564314
Agbl5	-0.006358365107736686
Clic6	-0.0063613882571480285
Fggy	-0.006363720177077704
Cysrt1	-0.006369134129719587
Pik3c2g	-0.0063710177729575145
AW554918	-0.006377803562278223
Cnbd2	-0.006383999149025768
Krt33b	-0.006414766370721585
Tppp	-0.006416271726671018
Nabp1	-0.006417817616477605
Gm32618	-0.006419983397999797
Dlec1	-0.00642453881284751
Pygo1	-0.0064306437312182515
Sgol1	-0.006450588126230664
Pdzd2	-0.006457828611604225
Tmem178b	-0.0064638221582045555
Prdm2	-0.006464965052069594
Gdf11	-0.006467323775276053
Gm26699	-0.00647803474438973
Ung	-0.0064781837517648684
Mapt	-0.006483549686996469
Zfp979	-0.006485368145045907
Smek1	-0.006493323782068829
4732496C06Rik	-0.006494912072939045
Cit	-0.006503011316475369
Fan1	-0.006506163382777624
Adra1a	-0.006511868163726383
Hps4	-0.006521794440324033
Slc7a9	-0.006534922527512523
Fkbp1b	-0.006535423753294263
Slc12a9	-0.006545729649755322
Pparg	-0.006545869314999163
Gm26508	-0.00654728899623968
Dzip1l	-0.0065497461175655
Plp1	-0.00655026787384855
Gm48420	-0.006550899400376154
C730034F03Rik	-0.006553411198375396
Crip3	-0.006557450084637612
Qrsl1	-0.006559031841153466
Cngb1	-0.006564752236123922
Crlf1	-0.0065669380097314834
Gm15441	-0.006568961854407752
Ccdc85a	-0.00657128672239181
Pcdhga10	-0.0065759558774936755
Gm47467	-0.0065767744176734935
Rcbtb2	-0.006576777969366028
Tube1	-0.006578259265363128
Adgrg5	-0.006579112143818558
Homer3	-0.0065799657867601875
Angptl2	-0.006585113500895266
Glb1l	-0.00659674328688832
Sfrp1	-0.006603255430533282
Soga1	-0.006603694802870395
Pibf1	-0.006610418898367736
Gm14319	-0.006612581732863933
Gm29773	-0.006621065545158143
Rpl9-ps6	-0.006634093097343101
Dok4	-0.0066373465075253895
Magi2	-0.006641832067948502
Parp2	-0.006653338307890703
T2	-0.006653620402603957
Ankrd55	-0.006662100663196591
Scrn2	-0.00666436119353186
Enah	-0.006664565250673903
Gstz1	-0.006665930583322603
Gm44210	-0.006667937068233428
Nsg2	-0.006668607557561131
Fam64a	-0.006675214012828428
C2cd5	-0.006678340322047739
Znhit6	-0.006689671630988242
Pianp	-0.006700477909295069
Pard3bos1	-0.0067050520900653054
Tmprss13	-0.006705880138400726
D2Wsu81e	-0.006709684191387632
Fads1	-0.006719897115926586
1700003E16Rik	-0.006725858106299179
Aurkb	-0.006728949218118434
Atp6v1b1	-0.006736719872467601
Mtr	-0.006745672041743186
Ccdc96	-0.006762340313389905
Frzb	-0.006772747231944103
Maged2	-0.0067744380253668395
Tal2	-0.006774700406206953
Stard7	-0.006778929748408836
Tnfaip8l2	-0.0067909823009928575
Dusp9	-0.006792337461228405
A830018L16Rik	-0.006806470547415123
Bysl	-0.006815873522627572
Gm45805	-0.006822987996002411
Tas2r143	-0.006823297945221953
Cyp2c44	-0.006826288659321725
Tg	-0.006827624645423189
Apold1	-0.006827724192392947
Gpr155	-0.006836587847419385
Pcdh12	-0.006837232612725121
Zbtb16	-0.006837298797260713
Gm12648	-0.006848307237332191
Whrn	-0.0068535302127684505
Anks4b	-0.0068537862782492645
4930444A19Rik	-0.006878843939533417
Gxylt2	-0.0068810566654439005
Inpp4a	-0.00690976886468147
Wdr60	-0.006910170072636212
Gm20406	-0.006912291607003165
Shisa2	-0.006918825105301157
Lhb	-0.006925758270166092
Ccdc8	-0.006939589122786183
Tdrp	-0.0069495212460280635
Klhdc9	-0.006951773096926418
Ing2	-0.006952362887249652
1700105P06Rik	-0.006962520540163039
Rtl8b	-0.006973343998530719
Otc	-0.006982676967117954
Cxcl14	-0.0069841216488665024
Map3k19	-0.006988668793877448
Dync2li1	-0.006995948694521117
Tsr1	-0.0070021645177574966
Scn3a	-0.007003780890537679
Fgf11	-0.007022133896915639
Nhsl2	-0.007029751758748415
Cyp2b10	-0.007036985819543413
C1qtnf6	-0.007039072483303898
C130026I21Rik	-0.0070453977960083375
Ccr7	-0.007059216037134103
Gm13830	-0.007062086129101
AI597479	-0.007062169147217949
Scamp4	-0.007062227728048244
Ccr2	-0.007069586585758155
Gm16618	-0.007070124894782111
Garem	-0.007070706363491086
Ccar2	-0.007071814659555795
Gm684	-0.00707635753768469
Ndrg3	-0.007091546816952141
Gng13	-0.007093421540662122
Gpx7	-0.007099270421618499
D630024D03Rik	-0.007104449203675258
Ms4a8a	-0.007106654656028872
Cxcl2	-0.0071241357533502235
C130050O18Rik	-0.0071318274547483435
Scube2	-0.007136424170159437
Fam78a	-0.0071373064074453495
Tmem231	-0.007156085126244447
Mis18bp1	-0.00715641333839503
Slc23a2	-0.007157129255792265
Rmi2	-0.007159365899129702
Mfap2	-0.007161841022301299
Tead2	-0.007161868418564264
Zranb3	-0.007170579545265746
Mesp2	-0.007172924157203035
Ppp1r1a	-0.007180011038926917
Usp11	-0.007189956640801716
Arhgap20	-0.0071903160117884465
Ttyh2	-0.007208778215877789
Gm10634	-0.007233988617937424
Slc34a1	-0.0072352584030778945
Actl7b	-0.007236786717467862
Ccl8	-0.007236798568138829
Acad12	-0.0072429505256651336
Slc24a3	-0.007249193468629957
Rundc3b	-0.0072493845837877935
Piezo2	-0.007256477616373069
Gm15848	-0.007258480651342315
Proc	-0.007259572961859913
Hist2h3b	-0.007261375430770433
AB124611	-0.007266772420326052
Ube2v1	-0.007269348780686586
Smco4	-0.00727365841581461
Prr15	-0.0072751294876438905
Fanci	-0.0072790716313214715
Morn3	-0.007279288210601901
Pou5f2	-0.007283916384143386
Fnip2	-0.007291709016994895
Zrsr1	-0.007295321185368216
Gm16052	-0.007301431284675967
D130017N08Rik	-0.007304622500070894
Tmcc2	-0.0073065442663489515
Zfp59	-0.007308920217480497
Gdap2	-0.007327818101732365
Clec12a	-0.007329753660554561
Zfp157	-0.007330130484379046
Mief2	-0.007338098912692734
Zer1	-0.007338259768012659
Tmem88	-0.00734920741540141
Ppp1r32	-0.007349652179062227
Tbc1d9	-0.00735602216031852
Nxpe3	-0.007359718388723749
Gm13056	-0.007361000763263568
Cyp26b1	-0.007363297532157484
Cep131	-0.007367485852406407
Aldh6a1	-0.007369593203539538
AC125149.2	-0.007373510431678566
Enkd1	-0.0073735996039505074
Rftn1	-0.007388446744986067
Itgax	-0.007393229876554994
Setmar	-0.007394942293635518
L3hypdh	-0.007395799674125926
Hist1h3a	-0.0074077429192183275
Pik3cd	-0.0074098979329008455
Gm16160	-0.007410236884841959
Tm9sf1	-0.007411902000179557
Ptgir	-0.007412797351720952
Skap1	-0.007419711300814827
Gm10036	-0.007421787543202866
Nsun3	-0.007425516507589868
Olfm1	-0.007425518653082323
Maats1	-0.007427526517128444
Emilin1	-0.007429560683646495
Thy1	-0.00743594766451829
Fam222a	-0.00743675182143005
Acan	-0.007437244031084526
Slc22a5	-0.007442759957012613
1700001L05Rik	-0.007444076551244516
Mfsd4b1	-0.0074461883208142435
Dzank1	-0.00744620303504281
Acat2	-0.007450995384625607
Lck	-0.0074599801144216325
Gm26882	-0.007484731309197537
Ppp2r1b	-0.00748575405675742
Snn	-0.007492633021550428
Ghr	-0.007495043865637864
Blnk	-0.007496404125751928
Haus4	-0.007503962093675635
Mefv	-0.007505489562561477
Emilin2	-0.007511793228255675
Lekr1	-0.0075209246098322195
Akna	-0.007528468864938753
Mdm1	-0.007534174304154899
D430001F17Rik	-0.007535226707087872
Krt80	-0.007540260016493827
Lrrc46	-0.00754125355996084
Amph	-0.007544308770813776
Ang4	-0.007544555291222367
Fads6	-0.007547946389669963
Adam12	-0.007553478997040985
Peg3	-0.007554266400871191
Clcn6	-0.0075589268447458224
Rtn4rl1	-0.007564680911951237
Scube1	-0.007569371456429462
Cyp39a1	-0.007569892233411181
Gm5796	-0.007570088607285475
4831440D22Rik	-0.007574045386693564
Palm2	-0.007578933609264513
Gm34777	-0.00757963290948175
Gm16586	-0.007581365513499479
Lrcol1	-0.007598257157333463
AC122413.1	-0.007602850676401349
Ftsj2	-0.007611804406460546
Ccdc134	-0.0076158956476439004
4930524J08Rik	-0.0076160427121466446
B430306N03Rik	-0.007620650399641364
Gm527	-0.00762797630236095
Galnt15	-0.007640326099498972
Gimap9	-0.007644232188172099
Gm26722	-0.007645915278391553
Kdm2b	-0.007646908899900981
Ypel4	-0.007647165209760258
Tmem108	-0.007652513786772658
Carhsp1	-0.007658378539016373
Naip2	-0.007664104822792817
Pabpc4	-0.007669948291670332
Pgghg	-0.007672611057032479
Rph3al	-0.007673047153051839
Trim30d	-0.00767535935029695
Myo1f	-0.007682346610759674
Dnajc27	-0.007686203087572287
5730409E04Rik	-0.007686371195637884
Wdr35	-0.007686992610161138
Fcor	-0.007696938300237129
Bvht	-0.0076991115934086285
Gm4978	-0.007704033726153317
Wnt11	-0.007704394736822958
Nrg4	-0.007708141272394835
Fam135a	-0.007717317597627245
Tmprss11b	-0.007727553009242827
Pklr	-0.0077293494542379415
Dapk1	-0.007732301007959664
Ppif	-0.007740112189381489
Ankrd66	-0.007740641932150583
Mob3c	-0.007745108309018344
Gm13398	-0.007748919230064693
Ercc5	-0.00775564533913376
Ifitm10	-0.007760022980160217
Mlana	-0.007766912087373986
Btrc	-0.007784650807377489
Gm17133	-0.0077859028228320646
Cmtm3	-0.007799237559974691
Pde4c	-0.00780219649909044
Efcab12	-0.007814946491741501
Cpped1	-0.007833205028879634
Zfp236	-0.007834012331791543
Zfp971	-0.007835325078323305
Gm20753	-0.00783599878473535
Fgf9	-0.007837218501652561
Gga3	-0.007852794985225195
Gm30122	-0.007857456069863334
Gm20342	-0.007877417357589884
D930048G16Rik	-0.007881867844988072
Rab37	-0.007882654484115363
Treml2	-0.007899503320265998
Nanos3	-0.007906693330539024
Slc1a2	-0.007917642626330676
Ggt6	-0.00791981092672534
Rem1	-0.007921530493766192
Uvssa	-0.007928828410386151
Lrrc32	-0.007930376466295453
P2rx2	-0.00793879343225557
Gm45752	-0.007942852384216116
Aard	-0.007952872245759735
Rec8	-0.007956740275748496
Tarbp1	-0.007962361018325129
Chn2	-0.00797416740665626
Endou	-0.007981470533884363
Dpep2	-0.007981927792571173
Nop10	-0.007992816612890015
Hist1h3b	-0.00799837218000422
Pbld2	-0.007998912689191352
Usp20	-0.008002486620366933
Gm15564	-0.008005441030458558
Gm21057	-0.008008477435526259
Smtnl2	-0.008022648571220817
Cenpw	-0.00803304999220105
4930578C19Rik	-0.008036049122533312
Slc16a12	-0.008037778858809116
Il1f9	-0.00804166561401306
Antxr2	-0.008060867947866554
Has3	-0.008065592901023452
Zfp992	-0.008066615691157896
Dact1	-0.008070128134662383
Cryaa	-0.008072297409502265
D130043K22Rik	-0.008081805522554854
Cnr1	-0.008084351472348057
Akr1b10	-0.008091581743480717
Tsku	-0.008100625381447214
4833403J16Rik	-0.008107286287057572
Dynlt1f	-0.008114666896690168
Dvl2	-0.008127445846196516
Gm3336	-0.008133917848844903
Rapgef4	-0.008141987889379303
Gm48293	-0.008152426344760445
Dhfr	-0.008163932249217427
Nwd1	-0.008168891131512937
Edn3	-0.008170945519455368
Nbas	-0.008175220497651969
Mtus1	-0.008178942438480653
Ago3	-0.00818118709185913
Acap1	-0.008188317691225477
Atp6v0e2	-0.008189825689800758
Gm28178	-0.008194505564257435
Igf2bp3	-0.008199514489869825
Ifi204	-0.00820331338810328
Hus1	-0.008205461662301601
Tfpi	-0.008217355146815961
Orm2	-0.008218026427296198
H2-T24	-0.008218521078112226
Gm14325	-0.008227110635057747
Gm12866	-0.008227602081951283
Zhx3	-0.008234387622676075
Rps24	-0.008241285791320394
Neurl2	-0.008244279796693002
Tff3	-0.008255621181410256
Arhgap27os3	-0.008267813320838384
Sik2	-0.008271229687386833
Zfp868	-0.008278479954056842
Casc5	-0.008280419796807131
Hecw2	-0.008285919057584133
Ttc27	-0.008297537911628535
Gm9889	-0.008302455917259696
Nfatc3	-0.008305881602369057
Tmem67	-0.008309379072864588
Tmem138	-0.00831488922101164
4933428G20Rik	-0.008320007787430363
Gm15518	-0.008329138119518457
Agrp	-0.008334357752382457
Tkt	-0.008335201056536916
Gvin1	-0.008335205912837996
Pih1d2	-0.008340139058547802
Atcayos	-0.008340321800994588
1810041H14Rik	-0.008351923499566557
Zscan21	-0.008353210292983413
Atp8b4	-0.008387336677373682
Stard4	-0.008402103492412357
Cpne2	-0.00840665869431414
Grp	-0.00841892372504541
Cacna1h	-0.008434478996389728
Cyp4f40	-0.008438749362756248
Klhl7	-0.008443432049948392
Ttbk2	-0.00844743611231394
Lpar6	-0.008449782545433248
Cd274	-0.00845656385400712
Urb1	-0.008469116883243581
Cd83	-0.008472968646616043
Gm4632	-0.008488999699374198
