unit	split	compartment	regulon	gene	rho	p	n	note
cell	LUAD	epithelial	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.36901873247018707	1.736832606830445e-135	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.5408373736230079	0.0	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_RNA	TACSTD2	0.29803214853385174	8.362464072949214e-87	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_RNA	CLDN4	0.4317983841392174	3.7642030493937195e-190	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_RNA	TACSTD2	0.20881215615886184	1.5035277533442193e-42	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_RNA	CLDN4	0.19823442641345776	1.9463919651181323e-38	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_RNA	TACSTD2	0.18602818049619202	5.635846134872832e-34	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_RNA	CLDN4	0.21814265765266366	2.2797227903932078e-46	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_RNA	TACSTD2	0.3596926303367314	2.432408030859308e-128	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_RNA	CLDN4	0.10323401334683076	2.0521246320831438e-11	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_RNA	TACSTD2	0.03717472718217685	0.016045546292365886	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_RNA	CLDN4	0.3241285515455687	3.278713126604566e-103	4195	exploratory; cells are not independent (pseudoreplication)
sample	LUAD	epithelial	ELF3_prior	TACSTD2	0.19047619047619052	0.6514014957024814	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_prior	CLDN4	-0.4523809523809524	0.2604047674368853	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_pearson	TACSTD2	0.30952380952380953	0.4556448907375822	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_pearson	CLDN4	0.8333333333333335	0.010175540123456752	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_intersect	TACSTD2			0	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_intersect	CLDN4			0	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_prior	TACSTD2			8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_prior	CLDN4			8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_pearson	TACSTD2	0.523809523809524	0.1827207505397148	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_pearson	CLDN4	0.7142857142857144	0.046528232284167255	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_intersect	TACSTD2			0	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_intersect	CLDN4			0	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_prior	TACSTD2	0.8571428571428572	0.0065300172547152905	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_prior	CLDN4	0.4047619047619048	0.3198886412288163	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_pearson	TACSTD2	0.3571428571428572	0.38512064355625614	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_pearson	CLDN4	0.6428571428571429	0.08555889101267325	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_intersect	TACSTD2	0.28571428571428575	0.49272624501695717	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_intersect	CLDN4	0.7142857142857144	0.046528232284167255	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_prior	TACSTD2	0.4523809523809524	0.2604047674368853	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_prior	CLDN4	0.023809523809523815	0.9553740118158806	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_pearson	TACSTD2	0.38095238095238104	0.35181255311756476	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_pearson	CLDN4	0.023809523809523815	0.9553740118158806	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_intersect	TACSTD2	0.14285714285714288	0.735764859879812	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_intersect	CLDN4	-0.7857142857142858	0.020815127253525273	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_prior	TACSTD2	-0.4523809523809524	0.2604047674368853	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_prior	CLDN4	0.30952380952380953	0.4556448907375822	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_pearson	TACSTD2	-0.38095238095238104	0.35181255311756476	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_pearson	CLDN4	0.3571428571428572	0.38512064355625614	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_intersect	TACSTD2	-0.4761904761904762	0.23293553465009798	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_intersect	CLDN4	0.4047619047619048	0.3198886412288163	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.8333333333333335	0.010175540123456752	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.3333333333333334	0.4197530864197532	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.3571428571428572	0.38512064355625614	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.880952380952381	0.0038503204637324005	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_RNA	TACSTD2	0.4047619047619048	0.3198886412288163	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	ELF3_RNA	CLDN4	0.7857142857142858	0.020815127253525273	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_RNA	TACSTD2	0.5476190476190477	0.16002564253889653	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	GRHL1_RNA	CLDN4	0.11904761904761905	0.7788857260523796	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_RNA	TACSTD2	0.04761904761904763	0.9108491685195836	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	KLF4_RNA	CLDN4	-0.261904761904762	0.530922861565801	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_RNA	TACSTD2	0.523809523809524	0.1827207505397148	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	TFAP2A_RNA	CLDN4	-0.30952380952380953	0.4556448907375822	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_RNA	TACSTD2	-0.4047619047619048	0.3198886412288163	8	primary unit=sample; min 20 epithelial cells
sample	LUAD	epithelial	NKX2-1_RNA	CLDN4	0.3571428571428572	0.38512064355625614	8	primary unit=sample; min 20 epithelial cells
cell	LUAD	malignant_like	ELF3_prior	TACSTD2	0.23465206035369132	6.963457528891626e-31	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_prior	CLDN4	0.20088173395737396	6.570968252815035e-23	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_pearson	TACSTD2	0.47704629900352485	2.0905206449087496e-134	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_pearson	CLDN4	0.38702150538542773	3.4743307549171773e-85	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_prior	TACSTD2			2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_prior	CLDN4			2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_pearson	TACSTD2	0.4971827813728093	1.3493398027568654e-147	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_pearson	CLDN4	0.3297713863321284	5.569975841363306e-61	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_prior	TACSTD2	0.4266774180314197	4.867211710752751e-105	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_prior	CLDN4	0.36265279608883316	2.8476913079549286e-74	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_pearson	TACSTD2	0.21558940212044933	3.226932408631982e-26	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_pearson	CLDN4	0.22512713957851882	1.6908393731379284e-28	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_intersect	TACSTD2	0.27083318530042744	5.941992237476662e-41	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_intersect	CLDN4	0.22371383395961167	3.7396216663038867e-28	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_prior	TACSTD2	0.1629025898234118	1.6814530209380623e-15	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_prior	CLDN4	0.008437521343353446	0.6820381375001734	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_pearson	TACSTD2	0.6198297508686219	1.5193440813697527e-250	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_pearson	CLDN4	0.42650734548313457	6.001764851531157e-105	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_intersect	TACSTD2	0.2579503036806514	3.509836353863833e-37	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_intersect	CLDN4	0.1292942249385965	2.8960859375623835e-10	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_prior	TACSTD2	-0.08900862536293908	1.4888593123143792e-05	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_prior	CLDN4	-0.07839870692933049	0.00013759768377439013	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_pearson	TACSTD2	-0.12366323472656157	1.6651027064056207e-09	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_pearson	CLDN4	-0.042209732654673635	0.04032842576262649	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_intersect	TACSTD2	-0.011551716566377424	0.5748644512167169	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_intersect	CLDN4	-0.002887785469653406	0.8884908319731016	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.46261531136191864	1.7558598584286638e-125	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.39139174300131907	3.042151741048023e-87	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.4957037519710693	1.346676387869027e-146	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.4063820882129987	1.528739516254985e-94	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_RNA	TACSTD2	0.36094469632888226	1.5300631673237977e-73	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	ELF3_RNA	CLDN4	0.41475809468129576	8.703620209914124e-99	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_RNA	TACSTD2	0.21639352344640847	2.0923488939977358e-26	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	GRHL1_RNA	CLDN4	0.2382575198061828	8.157315850859015e-32	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_RNA	TACSTD2	0.20909759047274917	1.0003988648700845e-24	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	KLF4_RNA	CLDN4	0.33755918401717255	5.511886296513603e-64	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_RNA	TACSTD2	0.45483419927351715	7.6104218576071535e-121	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	TFAP2A_RNA	CLDN4	0.3918940102508703	1.7566582632137523e-87	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_RNA	TACSTD2	0.038972079495227456	0.05836144266255983	2360	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	malignant_like	NKX2-1_RNA	CLDN4	0.053227086414180544	0.009703319521522015	2360	exploratory; cells are not independent (pseudoreplication)
sample	LUAD	malignant_like	ELF3_prior	TACSTD2	-0.2571428571428572	0.6227871720116619	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_prior	CLDN4	-0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_pearson	TACSTD2	0.6	0.208	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_pearson	CLDN4	0.7714285714285715	0.07239650145772594	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_intersect	TACSTD2			0	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_intersect	CLDN4			0	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_prior	TACSTD2			6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_prior	CLDN4			6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_pearson	TACSTD2	0.7142857142857143	0.11078717201166179	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_pearson	CLDN4	0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_intersect	TACSTD2			0	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_intersect	CLDN4			0	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_prior	TACSTD2	0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_prior	CLDN4	0.4285714285714286	0.3965014577259473	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_pearson	TACSTD2	0.028571428571428574	0.9571545189504373	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_pearson	CLDN4	0.3142857142857143	0.5440932944606415	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_intersect	TACSTD2	-0.08571428571428573	0.8717434402332361	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_intersect	CLDN4	0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_prior	TACSTD2	-0.3714285714285715	0.4684781341107872	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_prior	CLDN4	-0.2571428571428572	0.6227871720116619	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_pearson	TACSTD2	0.7714285714285715	0.07239650145772594	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_pearson	CLDN4	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_intersect	TACSTD2	0.7142857142857143	0.11078717201166179	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_intersect	CLDN4	0.7714285714285715	0.07239650145772594	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_prior	TACSTD2	-0.3142857142857143	0.5440932944606415	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_prior	CLDN4	-0.3714285714285715	0.4684781341107872	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_pearson	TACSTD2	0.028571428571428574	0.9571545189504373	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_pearson	CLDN4	0.08571428571428573	0.8717434402332361	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_intersect	TACSTD2	-0.13093073414159545	0.8047261622231062	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_intersect	CLDN4	-0.13093073414159545	0.8047261622231062	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.4285714285714286	0.3965014577259473	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.6571428571428573	0.1561749271137024	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.4285714285714286	0.3965014577259473	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_RNA	TACSTD2	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_RNA	CLDN4	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_RNA	TACSTD2	0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_RNA	CLDN4	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_RNA	TACSTD2	-0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_RNA	CLDN4	0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_RNA	TACSTD2	0.9856107606091624	0.0003090856678496653	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	TFAP2A_RNA	CLDN4	0.9856107606091624	0.0003090856678496653	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_RNA	TACSTD2	-0.028571428571428574	0.9571545189504373	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	NKX2-1_RNA	CLDN4	0.14285714285714288	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
cell	LUSC	epithelial	ELF3_prior	TACSTD2	0.1463041563536586	1.578707708616197e-43	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_prior	CLDN4	0.09286764375587339	2.074407036565314e-18	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_pearson	TACSTD2	0.600581307768749	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_pearson	CLDN4	0.4062711989452507	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_prior	TACSTD2	-0.015665135865621984	0.1406419845175928	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_prior	CLDN4	-0.01534828446251084	0.14885176861373417	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_pearson	TACSTD2	0.6858145538774516	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_pearson	CLDN4	0.48991209904754396	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_prior	TACSTD2	0.4188891803202249	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_prior	CLDN4	0.2647861076897769	7.48860523631177e-142	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_pearson	TACSTD2	0.5674176057252301	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_pearson	CLDN4	0.37123641927249446	3.282081990534318e-287	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_intersect	TACSTD2	0.48785593389138143	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_intersect	CLDN4	0.3263842675660513	1.1175292427747488e-218	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_prior	TACSTD2	0.21787146949486585	1.4920342652984725e-95	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_prior	CLDN4	0.08738068289371295	1.8113755723700962e-16	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_pearson	TACSTD2	0.48968323172829864	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_pearson	CLDN4	0.25736390287825	7.512073166189562e-134	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_intersect	TACSTD2	0.4739247805175893	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_intersect	CLDN4	0.28682348489040377	3.658589178721335e-167	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_prior	TACSTD2	-0.4036488525305291	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_prior	CLDN4	-0.2560916880130713	1.6642284152696763e-132	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_pearson	TACSTD2	-0.20810615862724716	3.6646246588356283e-87	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_pearson	CLDN4	-0.07175303058219239	1.4076145371690494e-11	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_intersect	TACSTD2	-0.11010272367205168	2.847186433589222e-25	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_intersect	CLDN4	-0.0073511658882874885	0.48932029593135756	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.41094960625842447	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.2653720216961765	1.7047856421078503e-142	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.6272515284678084	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.432331039205729	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_RNA	TACSTD2	0.39115181865136966	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	ELF3_RNA	CLDN4	0.3068649614640566	2.930557933480308e-192	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_RNA	TACSTD2	0.21317572084524386	1.8224746324573243e-91	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	GRHL1_RNA	CLDN4	0.20824091057511515	2.82552719881358e-87	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_RNA	TACSTD2	0.5427874134586247	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	KLF4_RNA	CLDN4	0.4110698536664132	0.0	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_RNA	TACSTD2	0.23019925654755538	9.514258290740833e-107	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	TFAP2A_RNA	CLDN4	0.16070756797936087	2.8724910177590593e-52	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_RNA	TACSTD2	-0.1092357948379299	6.7218961927674815e-25	8848	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	epithelial	NKX2-1_RNA	CLDN4	0.004170039746133268	0.69491332186338	8848	exploratory; cells are not independent (pseudoreplication)
sample	LUSC	epithelial	ELF3_prior	TACSTD2	0.21428571428571433	0.6445115810207203	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_prior	CLDN4	0.03571428571428572	0.9394082054712856	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_pearson	TACSTD2	0.7500000000000002	0.0521814004570578	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_pearson	CLDN4	0.7142857142857144	0.07134356146753766	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_intersect	TACSTD2			0	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_intersect	CLDN4			0	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_prior	TACSTD2	-0.6123724356957946	0.14381080871160382	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_prior	CLDN4	-0.6123724356957946	0.14381080871160382	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_pearson	TACSTD2	0.8928571428571429	0.006807187408935393	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_pearson	CLDN4	0.8571428571428573	0.013697326615325618	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_intersect	TACSTD2			0	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_intersect	CLDN4			0	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_prior	TACSTD2	1.0	0.0	7	primary unit=sample; min 20 epithelial cells
