accession	mouse	group	n_epi	tacstd2_pct	cldn4_pct	t_frac	ifn	note
GSE165641	KL1	KL	947.0	0.26399155227032733	0.14361140443505807	0.019687875150060024	0.11005815637391916	n<4; listed, not tested
GSE165641	KL2	KL	1417.0	0.12844036697247707	0.053634438955539876	0.09230769230769231	0.12493015776029745	n<4; listed, not tested
GSE180963	K	K	5335.0	0.020431115276476102	0.00018744142455482662	0.5177718040621266	0.14545295626636348	n<4; listed, not tested
GSE180963	KL	KL	6044.0	0.05972865651886168	0.0038054268696227664	0.4763352723426758	0.21377312117438466	n<4; listed, not tested
