gene_a	gene_b	adjustment	score	rho_a	rho_b	delta	perm_p	n_perm
CLDN4	CLDN3	KRT	pct	-0.473886017411793	-0.3239062761553932	-0.1499797412563998	0.21597840215978403	10000
CLDN4	CLDN7	KRT	pct	-0.473886017411793	-0.3123129914290284	-0.16157302598276457	0.34756524347565243	10000
CLDN4	OCLN	KRT	pct	-0.473886017411793	-0.16937437086192864	-0.30451164654986435	0.15928407159284072	10000
CLDN4	F11R	KRT	pct	-0.473886017411793	-0.06235441971300779	-0.41153159769878517	0.040195980401959805	10000
CLDN4	CDH1	KRT	pct	-0.473886017411793	-0.26549007988001755	-0.20839593753177543	0.25637436256374363	10000
