"y	cohort_set	gene	n_cohorts	N	n_negative	rho	p	I2	ci_lo	ci_hi	rank_most_negative	is_lead_point_estimate"
"CD8_score	lung_plus_funnel	F11R	8	3945	7	-0.1305699068975406	0.001017106735007203	0.8281581112111401	-0.20663363534818027	-0.052937397763032586	1	True"
"CD8_score	lung_plus_funnel	CDH1	8	3945	7	-0.12565366606662376	2.157387963255923e-06	0.6089555591081092	-0.17670119659696062	-0.07393197342202042	2	False"
"CD8_score	lung_plus_funnel	CLDN7	8	3945	7	-0.10940613722088254	0.000942262187173752	0.7494272615346846	-0.1731807554069785	-0.04471787980770609	3	False"
"CD8_score	lung_plus_funnel	OCLN	8	3945	6	-0.10069448534674295	0.0001467254346366906	0.6075398487303124	-0.15200976853233608	-0.04883780865035946	4	False"
"CD8_score	lung_plus_funnel	CLDN4	8	3945	7	-0.08059054921697954	0.006189723216631122	0.6812344273656753	-0.1377096452620581	-0.02293719659705768	5	False"
"CD8_score	lung_plus_funnel	CLDN3	8	3945	5	-0.05979899136616368	0.27635029590350324	0.9102439712824043	-0.16611455730664185	0.047890777728266	6	False"
