"y	cohort_set	gene	n_cohorts	N	n_negative	rho	p	I2	ci_lo	ci_hi"
"CD8_score	lung_plus_funnel	CLDN4	8	3945	7	-0.08059054921697954	0.006189723216631122	0.6812344273656753	-0.1377096452620581	-0.02293719659705768"
"CD8_score	lung_plus_funnel	CLDN3	8	3945	5	-0.05979899136616368	0.27635029590350324	0.9102439712824043	-0.16611455730664185	0.047890777728266"
"CD8_score	lung_plus_funnel	CLDN7	8	3945	7	-0.10940613722088254	0.000942262187173752	0.7494272615346846	-0.1731807554069785	-0.04471787980770609"
"CD8_score	lung_plus_funnel	OCLN	8	3945	6	-0.10069448534674295	0.0001467254346366906	0.6075398487303124	-0.15200976853233608	-0.04883780865035946"
"CD8_score	lung_plus_funnel	F11R	8	3945	7	-0.1305699068975406	0.001017106735007203	0.8281581112111401	-0.20663363534818027	-0.052937397763032586"
"CD8_score	lung_plus_funnel	CDH1	8	3945	7	-0.12565366606662376	2.157387963255923e-06	0.6089555591081092	-0.17670119659696062	-0.07393197342202042"
"CD8_score	keratin_funnel	CLDN4	7	3444	6	-0.09105409502435802	0.006519168059359593	0.7135376736128072	-0.1558099255145516	-0.0255189762894587"
"CD8_score	keratin_funnel	CLDN3	7	3444	5	-0.09679770759613598	0.050007442449194646	0.8705428668203724	-0.19180134244036845	3.154306928310843e-06"
"CD8_score	keratin_funnel	CLDN7	7	3444	6	-0.1191320201855607	0.0012437783969684597	0.7660816009929179	-0.1900269836410675	-0.04700110015689572"
"CD8_score	keratin_funnel	OCLN	7	3444	6	-0.11985324063077667	2.5002157640883523e-07	0.41107051017471496	-0.16468386433497775	-0.07452844944398422"
"CD8_score	keratin_funnel	F11R	7	3444	6	-0.1183251396559178	0.0059182245109010755	0.828745865783328	-0.20077581853816864	-0.034209901007448584"
"CD8_score	keratin_funnel	CDH1	7	3444	6	-0.11102285763195499	2.0781052818394603e-05	0.5286404221559869	-0.1613944319715036	-0.06007432285781215"
"TNK_score	lung_plus_funnel	CLDN4	8	3945	7	-0.11352652377351538	0.000524148116525641	0.7441598749031768	-0.17658371457922462	-0.049541274129203935"
"TNK_score	lung_plus_funnel	CLDN3	8	3945	6	-0.11284888344798207	0.042365714229894776	0.9129329311895164	-0.21914528568483235	-0.003905112489486443"
"TNK_score	lung_plus_funnel	CLDN7	8	3945	8	-0.11940733137958377	0.0013302804801307686	0.803093435129511	-0.19088119900211944	-0.04667402105739882"
"TNK_score	lung_plus_funnel	OCLN	8	3945	7	-0.1421882818408793	5.8381595974646545e-06	0.7224745207660531	-0.20224098647190356	-0.08107029234095271"
"TNK_score	lung_plus_funnel	F11R	8	3945	7	-0.14111242773971752	0.0015276121461905454	0.8639590061724179	-0.22594416788058413	-0.05415652404029331"
"TNK_score	lung_plus_funnel	CDH1	8	3945	8	-0.15389450407119107	4.045647987396861e-15	0.29946717387136323	-0.1914494420086464	-0.11588961117031331"
"TNK_score	keratin_funnel	CLDN4	7	3444	6	-0.12638926828224892	0.0005796590301343718	0.7641891360507963	-0.1968437658485349	-0.054636147241193464"
"TNK_score	keratin_funnel	CLDN3	7	3444	6	-0.14833784630919106	0.004867966619667784	0.8874799750443553	-0.2481736673968112	-0.04538404231399187"
"TNK_score	keratin_funnel	CLDN7	7	3444	7	-0.13014458973894055	0.0017028223332336374	0.816115415891011	-0.20949736120778129	-0.049088792513888445"
"TNK_score	keratin_funnel	OCLN	7	3444	6	-0.15747114295177073	5.75421455403152e-07	0.6796359903750325	-0.21751558965796283	-0.09623932641677269"
"TNK_score	keratin_funnel	F11R	7	3444	6	-0.1331140556167791	0.007853650091350747	0.874850507566211	-0.22853172662094115	-0.03516326869337867"
"TNK_score	keratin_funnel	CDH1	7	3444	7	-0.14658132024136675	7.924068441221709e-12	0.3180222785922304	-0.187700126436642	-0.1049496455809449"
