score	adjustment	gene	k	N	rho	p	I2	ci_lo	ci_hi	rank_most_negative	is_lead_point_estimate
pct	KRT	CLDN4	4	65	-0.47780081782930656	0.00027167152904002383	0.0	-0.6641097870559447	-0.2356191206641009	1	True
pct	KRT	CLDN7	4	65	-0.3524695688380287	0.10155246384100733	0.5560087610324521	-0.669084363873168	0.07243469785609591	2	False
pct	KRT	CLDN3	4	65	-0.3456693270493618	0.011615377569065619	0.0	-0.5652514589681372	-0.08034343791683837	3	False
pct	KRT	CDH1	4	65	-0.27650615632107267	0.07337633105906165	0.15582449813181476	-0.5332447878042855	0.02687180452825579	4	False
pct	KRT	OCLN	4	65	-0.1570690752559495	0.26757626060762774	0.0	-0.4123008989622015	0.12102367909543359	5	False
pct	KRT	F11R	4	65	-0.06965482191618386	0.6252845233939621	0.0	-0.3361696024713726	0.20718874150425368	6	False
