gene	mode	radius_um	n_usable_sections	mean_high	mean_low	ratio	delta	n_sections_neg	n_donors_neg	n_donors	sign_p_exclusion	wilcoxon_p	exclusion_8of8_5of5	status	rank_coldest_ratio	is_lead_point_estimate
CDH1	q4_q1	50	8	0.3936406172392215	0.5007036494347722	0.7861748514986647	-0.10706303219555069	8	5	5	0.00390625	0.0078125	True	SCORED	1	True
CLDN4	q4_q1	50	8	0.4314135119992091	0.5390080207456722	0.8003842158088572	-0.10759450874646315	4	3	5	0.63671875	0.3125	False	SCORED	2	False
