ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	pass_expr_prop_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	pass_expr_prop_low	delta_high_minus_low	cohort	patient	sample	n_malig_high	n_malig_low	n_tnk	cldn4_threshold
CX3CL1	CX3CR1	T_recruit	373	4905	0.40701743960380554	0.03453218564391136	0.5844504021447721	0.014678899082568808	0.22077481262385845	False	373	4905	0.31222784519195557	0.03453218564391136	0.40214477211796246	0.014678899082568808	0.17338001541793346	False	0.04739479720592499	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
CXCL12	CXCR4	T_recruit	373	4905	0.1874597817659378	1.8309111595153809	0.2975871313672922	0.6705402650356779	1.0091854706406593	True	373	4905	0.08755031228065491	1.8309111595153809	0.1554959785522788	0.6705402650356779	0.9592307358980179	True	0.04995473474264145	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
IFNG	IFNGR1	IFN	373	4905	0.02642744965851307	0.12467890977859497	0.0777479892761394	0.0709480122324159	0.07555317971855402	False	373	4905	0.04337316006422043	0.12467890977859497	0.064343163538874	0.0709480122324159	0.0840260349214077	False	-0.00847285520285368	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
IFNG	IFNGR2	IFN	373	4905	0.02642744965851307	0.03606758639216423	0.0777479892761394	0.022426095820591234	0.03124751802533865	False	373	4905	0.04337316006422043	0.03606758639216423	0.064343163538874	0.022426095820591234	0.03972037322819233	False	-0.00847285520285368	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
IFNG	IFNGR1+IFNGR2	IFN	373	4905	0.02642744965851307	0.03606758639216423	0.0777479892761394	0.022426095820591234	0.03124751802533865	False	373	4905	0.04337316006422043	0.03606758639216423	0.064343163538874	0.022426095820591234	0.03972037322819233	False	-0.00847285520285368	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
IFNB1	IFNAR1	IFN	373	4905	0.0	0.2615676820278168	0.0	0.145565749235474	0.1307838410139084	False	373	4905	0.0	0.2615676820278168	0.0	0.145565749235474	0.1307838410139084	False	0.0	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
IFNB1	IFNAR2	IFN	373	4905	0.0	0.16978950798511505	0.0	0.09643221202854231	0.08489475399255753	False	373	4905	0.0	0.16978950798511505	0.0	0.09643221202854231	0.08489475399255753	False	0.0	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-A	CD8A	MHC_I	373	4905	3.671586275100708	1.6111081838607788	0.9946380697050938	0.54638124362895	2.6413472294807434	True	373	4905	3.581876039505005	1.6111081838607788	0.9919571045576407	0.54638124362895	2.596492111682892	True	0.04485511779785156	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-B	CD8A	MHC_I	373	4905	2.9406509399414062	1.6111081838607788	0.9946380697050938	0.54638124362895	2.2758795619010925	True	373	4905	2.7981555461883545	1.6111081838607788	0.9517426273458445	0.54638124362895	2.2046318650245667	True	0.07124769687652588	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-C	CD8A	MHC_I	373	4905	3.3562185764312744	1.6111081838607788	1.0	0.54638124362895	2.4836633801460266	True	373	4905	3.1858720779418945	1.6111081838607788	0.9651474530831099	0.54638124362895	2.3984901309013367	True	0.08517324924468994	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-A	CD8B	MHC_I	373	4905	3.671586275100708	0.4717695415019989	0.9946380697050938	0.23649337410805302	2.0716779083013535	True	373	4905	3.581876039505005	0.4717695415019989	0.9919571045576407	0.23649337410805302	2.026822790503502	True	0.04485511779785156	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-B	CD8B	MHC_I	373	4905	2.9406509399414062	0.4717695415019989	0.9946380697050938	0.23649337410805302	1.7062102407217026	True	373	4905	2.7981555461883545	0.4717695415019989	0.9517426273458445	0.23649337410805302	1.6349625438451767	True	0.07124769687652588	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-C	CD8B	MHC_I	373	4905	3.3562185764312744	0.4717695415019989	1.0	0.23649337410805302	1.9139940589666367	True	373	4905	3.1858720779418945	0.4717695415019989	0.9651474530831099	0.23649337410805302	1.8288208097219467	True	0.08517324924468994	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-E	KLRC1	MHC_I	373	4905	1.9122231006622314	0.08351029455661774	0.9302949061662198	0.04485219164118247	0.9978666976094246	False	373	4905	1.6102294921875	0.08351029455661774	0.7694369973190348	0.04485219164118247	0.8468698933720589	False	0.15099680423736572	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-E	KLRD1	MHC_I	373	4905	1.9122231006622314	0.6839689612388611	0.9302949061662198	0.30540265035677877	1.2980960309505463	True	373	4905	1.6102294921875	0.6839689612388611	0.7694369973190348	0.30540265035677877	1.1470992267131805	True	0.15099680423736572	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-E	KLRC1+KLRD1	MHC_I	373	4905	1.9122231006622314	0.08351029455661774	0.9302949061662198	0.04485219164118247	0.9978666976094246	False	373	4905	1.6102294921875	0.08351029455661774	0.7694369973190348	0.04485219164118247	0.8468698933720589	False	0.15099680423736572	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-G	LILRB2	MHC_I	373	4905	0.02376900613307953	0.003287107218056917	0.021447721179624665	0.002242609582059123	0.013528056675568223	False	373	4905	0.0	0.003287107218056917	0.0	0.002242609582059123	0.0016435536090284586	False	0.011884503066539764	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-A	KIR3DL1	MHC_I	373	4905	3.671586275100708	0.0	0.9946380697050938	0.0	1.835793137550354	False	373	4905	3.581876039505005	0.0	0.9919571045576407	0.0	1.7909380197525024	False	0.04485511779785156	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-C	KIR2DL1	MHC_I	373	4905	3.3562185764312744	0.0028699939139187336	1.0	0.0016309887869520897	1.6795442851725966	False	373	4905	3.1858720779418945	0.0028699939139187336	0.9651474530831099	0.0016309887869520897	1.5943710359279066	False	0.08517324924468994	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
HLA-C	KIR2DL3	MHC_I	373	4905	3.3562185764312744	0.0	1.0	0.0	1.6781092882156372	False	373	4905	3.1858720779418945	0.0	0.9651474530831099	0.0	1.5929360389709473	False	0.08517324924468994	GSE207422	P03	BD_immune03	373	373	4905	1.0941064357757568
CXCL9	CXCR3	T_recruit	26	5345	0.617281973361969	0.535180389881134	0.34615384615384615	0.295977549111319	0.5762311816215515	True	25	5345	0.5107553601264954	0.535180389881134	0.2	0.295977549111319	0.5229678750038147	True	0.053263306617736816	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CXCL10	CXCR3	T_recruit	26	5345	0.9369856119155884	0.535180389881134	0.2692307692307692	0.295977549111319	0.7360830008983612	True	25	5345	1.228140115737915	0.535180389881134	0.36	0.295977549111319	0.8816602528095245	True	-0.14557725191116333	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CXCL11	CXCR3	T_recruit	26	5345	0.9577034711837769	0.535180389881134	0.38461538461538464	0.295977549111319	0.7464419305324554	True	25	5345	0.9314327836036682	0.535180389881134	0.28	0.295977549111319	0.7333065867424011	True	0.013135343790054321	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CCL5	CCR5	T_recruit	26	5345	0.20994870364665985	0.4180379807949066	0.23076923076923078	0.22637979420018708	0.31399334222078323	True	25	5345	0.19203537702560425	0.4180379807949066	0.12	0.22637979420018708	0.30503667891025543	True	0.008956663310527802	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CCL3	CCR5	T_recruit	26	5345	0.08806982636451721	0.4180379807949066	0.038461538461538464	0.22637979420018708	0.2530539035797119	False	25	5345	0.09661397337913513	0.4180379807949066	0.04	0.22637979420018708	0.2573259770870209	False	-0.00427207350730896	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CCL4	CCR5	T_recruit	26	5345	0.20600596070289612	0.4180379807949066	0.19230769230769232	0.22637979420018708	0.31202197074890137	True	25	5345	0.16106471419334412	0.4180379807949066	0.12	0.22637979420018708	0.28955134749412537	True	0.022470623254776	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CCL5	CCR1	T_recruit	26	5345	0.20994870364665985	0.10067138820886612	0.23076923076923078	0.05930776426566885	0.15531004592776299	False	25	5345	0.19203537702560425	0.10067138820886612	0.12	0.05930776426566885	0.14635338261723518	False	0.008956663310527802	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CXCL16	CXCR6	T_recruit	26	5345	1.9234188795089722	0.4240022897720337	0.8846153846153846	0.22806361085126287	1.173710584640503	True	25	5345	1.4994454383850098	0.4240022897720337	0.72	0.22806361085126287	0.9617238640785217	True	0.2119867205619812	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CCL19	CCR7	T_recruit	26	5345	0.0	0.24847213923931122	0.0	0.1246024321796071	0.12423606961965561	False	25	5345	0.0	0.24847213923931122	0.0	0.1246024321796071	0.12423606961965561	False	0.0	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CCL21	CCR7	T_recruit	26	5345	0.0	0.24847213923931122	0.0	0.1246024321796071	0.12423606961965561	False	25	5345	0.0	0.24847213923931122	0.0	0.1246024321796071	0.12423606961965561	False	0.0	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CXCL13	CXCR5	T_recruit	26	5345	0.06413695216178894	0.08388300985097885	0.038461538461538464	0.04733395696913003	0.0740099810063839	False	25	5345	0.09223686903715134	0.08388300985097885	0.04	0.04733395696913003	0.0880599394440651	False	-0.014049958437681198	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CX3CL1	CX3CR1	T_recruit	26	5345	0.2871732711791992	0.19736608862876892	0.2692307692307692	0.07670720299345182	0.24226967990398407	False	25	5345	0.11778674274682999	0.19736608862876892	0.12	0.07670720299345182	0.15757641568779945	False	0.08469326421618462	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CXCL12	CXCR4	T_recruit	26	5345	0.0	2.454993724822998	0.0	0.8183348924228251	1.227496862411499	False	25	5345	0.0	2.454993724822998	0.0	0.8183348924228251	1.227496862411499	False	0.0	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
IFNG	IFNGR1	IFN	26	5345	0.0679069235920906	0.20403234660625458	0.038461538461538464	0.11711880261927035	0.1359696350991726	False	25	5345	0.0	0.20403234660625458	0.0	0.11711880261927035	0.10201617330312729	False	0.0339534617960453	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
IFNG	IFNGR2	IFN	26	5345	0.0679069235920906	0.030824631452560425	0.038461538461538464	0.019083255378858747	0.049365777522325516	False	25	5345	0.0	0.030824631452560425	0.0	0.019083255378858747	0.015412315726280212	False	0.0339534617960453	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
IFNG	IFNGR1+IFNGR2	IFN	26	5345	0.0679069235920906	0.030824631452560425	0.038461538461538464	0.019083255378858747	0.049365777522325516	False	25	5345	0.0	0.030824631452560425	0.0	0.019083255378858747	0.015412315726280212	False	0.0339534617960453	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
IFNB1	IFNAR1	IFN	26	5345	0.0	0.2614690065383911	0.0	0.1470533208606174	0.13073450326919556	False	25	5345	0.0	0.2614690065383911	0.0	0.1470533208606174	0.13073450326919556	False	0.0	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
IFNB1	IFNAR2	IFN	26	5345	0.0	0.14512501657009125	0.0	0.08699719363891488	0.07256250828504562	False	25	5345	0.0	0.14512501657009125	0.0	0.08699719363891488	0.07256250828504562	False	0.0	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-A	CD8A	MHC_I	26	5345	5.542019844055176	1.2173227071762085	1.0	0.4336763330215154	3.379671275615692	True	25	5345	5.210820198059082	1.2173227071762085	1.0	0.4336763330215154	3.2140714526176453	True	0.16559982299804688	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-B	CD8A	MHC_I	26	5345	4.977599143981934	1.2173227071762085	1.0	0.4336763330215154	3.097460925579071	True	25	5345	4.530017375946045	1.2173227071762085	0.96	0.4336763330215154	2.8736700415611267	True	0.22379088401794434	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-C	CD8A	MHC_I	26	5345	5.201408386230469	1.2173227071762085	1.0	0.4336763330215154	3.2093655467033386	True	25	5345	4.86136531829834	1.2173227071762085	1.0	0.4336763330215154	3.039344012737274	True	0.17002153396606445	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-A	CD8B	MHC_I	26	5345	5.542019844055176	0.39314359426498413	1.0	0.20336763330215155	2.96758171916008	True	25	5345	5.210820198059082	0.39314359426498413	1.0	0.20336763330215155	2.801981896162033	True	0.16559982299804688	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-B	CD8B	MHC_I	26	5345	4.977599143981934	0.39314359426498413	1.0	0.20336763330215155	2.685371369123459	True	25	5345	4.530017375946045	0.39314359426498413	0.96	0.20336763330215155	2.4615804851055145	True	0.22379088401794434	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-C	CD8B	MHC_I	26	5345	5.201408386230469	0.39314359426498413	1.0	0.20336763330215155	2.7972759902477264	True	25	5345	4.86136531829834	0.39314359426498413	1.0	0.20336763330215155	2.627254456281662	True	0.17002153396606445	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-E	KLRC1	MHC_I	26	5345	3.073557138442993	0.11363237351179123	0.9230769230769231	0.06230121608980355	1.5935947559773922	False	25	5345	2.7819831371307373	0.11363237351179123	0.96	0.06230121608980355	1.4478077553212643	False	0.14578700065612793	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-E	KLRD1	MHC_I	26	5345	3.073557138442993	0.46467575430870056	0.9230769230769231	0.21758652946679138	1.7691164463758469	True	25	5345	2.7819831371307373	0.46467575430870056	0.96	0.21758652946679138	1.623329445719719	True	0.14578700065612793	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-E	KLRC1+KLRD1	MHC_I	26	5345	3.073557138442993	0.11363237351179123	0.9230769230769231	0.06230121608980355	1.5935947559773922	False	25	5345	2.7819831371307373	0.11363237351179123	0.96	0.06230121608980355	1.4478077553212643	False	0.14578700065612793	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-G	LILRB2	MHC_I	26	5345	2.5829243659973145	0.005944014992564917	0.8846153846153846	0.0039289055191768	1.2944341904949397	False	25	5345	2.313141107559204	0.005944014992564917	0.72	0.0039289055191768	1.1595425612758845	False	0.13489162921905518	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-A	KIR3DL1	MHC_I	26	5345	5.542019844055176	0.0	1.0	0.0	2.771009922027588	False	25	5345	5.210820198059082	0.0	1.0	0.0	2.605410099029541	False	0.16559982299804688	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-C	KIR2DL1	MHC_I	26	5345	5.201408386230469	0.0053904419764876366	1.0	0.0037418147801683817	2.603399414103478	False	25	5345	4.86136531829834	0.0053904419764876366	1.0	0.0037418147801683817	2.4333778801374137	False	0.17002153396606445	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
HLA-C	KIR2DL3	MHC_I	26	5345	5.201408386230469	0.0	1.0	0.0	2.6007041931152344	False	25	5345	4.86136531829834	0.0	1.0	0.0	2.43068265914917	False	0.17002153396606445	GSE207422	P04	BD_immune04	26	25	5345	1.7655799388885498
CXCL9	CXCR3	T_recruit	1605	984	0.0051613156683743	0.13699598610401154	0.008722741433021807	0.06707317073170732	0.07107865088619292	False	1604	984	0.005813179071992636	0.13699598610401154	0.006234413965087282	0.06707317073170732	0.07140458258800209	False	-0.00032593170180916786	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CXCL10	CXCR3	T_recruit	1605	984	0.0051599908620119095	0.13699598610401154	0.006230529595015576	0.06707317073170732	0.07107798848301172	False	1604	984	0.00666657043620944	0.13699598610401154	0.005610972568578554	0.06707317073170732	0.07183127827011049	False	-0.0007532897870987654	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CXCL11	CXCR3	T_recruit	1605	984	0.0015541447792202234	0.13699598610401154	0.001869158878504673	0.06707317073170732	0.06927506544161588	False	1604	984	0.0006537219160236418	0.13699598610401154	0.0012468827930174563	0.06707317073170732	0.06882485401001759	False	0.0004502114315982908	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CCL5	CCR5	T_recruit	1605	984	0.00922662578523159	0.241607204079628	0.011214953271028037	0.10873983739837398	0.1254169149324298	False	1604	984	0.021376289427280426	0.241607204079628	0.015586034912718205	0.10873983739837398	0.1314917467534542	False	-0.006074831821024418	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CCL3	CCR5	T_recruit	1605	984	0.013853655196726322	0.241607204079628	0.013707165109034268	0.10873983739837398	0.12773042963817716	False	1604	984	0.011719397269189358	0.241607204079628	0.014962593516209476	0.10873983739837398	0.12666330067440867	False	0.0010671289637684822	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CCL4	CCR5	T_recruit	1605	984	0.020326757803559303	0.241607204079628	0.02118380062305296	0.10873983739837398	0.13096698094159365	False	1604	984	0.027544597163796425	0.241607204079628	0.026184538653366583	0.10873983739837398	0.1345759006217122	False	-0.003608919680118561	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CCL5	CCR1	T_recruit	1605	984	0.00922662578523159	0.09869019687175751	0.011214953271028037	0.047764227642276426	0.05395841132849455	False	1604	984	0.021376289427280426	0.09869019687175751	0.015586034912718205	0.047764227642276426	0.06003324314951897	False	-0.006074831821024418	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CXCL16	CXCR6	T_recruit	1605	984	0.33559995889663696	0.2847926616668701	0.47102803738317756	0.12804878048780488	0.31019631028175354	True	1604	984	0.2650599479675293	0.2847926616668701	0.40336658354114713	0.12804878048780488	0.2749263048171997	True	0.03527000546455383	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CCL19	CCR7	T_recruit	1605	984	0.00046682238462381065	0.3978406488895416	0.0012461059190031153	0.15955284552845528	0.19915373563708272	False	1604	984	0.0015680850483477116	0.3978406488895416	0.0012468827930174563	0.15955284552845528	0.19970436696894467	False	-0.0005506313318619505	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CCL21	CCR7	T_recruit	1605	984	0.0018706942209973931	0.3978406488895416	0.0006230529595015577	0.15955284552845528	0.1998556715552695	False	1604	984	0.0010112443706020713	0.3978406488895416	0.0006234413965087282	0.15955284552845528	0.19942594663007185	False	0.0004297249251976609	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CXCL13	CXCR5	T_recruit	1605	984	0.002203808631747961	0.04704749211668968	0.0006230529595015577	0.021341463414634148	0.02462565037421882	False	1604	984	0.0037068487145006657	0.04704749211668968	0.0024937655860349127	0.021341463414634148	0.025377170415595174	False	-0.0007515200413763523	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CX3CL1	CX3CR1	T_recruit	1605	984	0.037243105471134186	0.06412754952907562	0.06355140186915888	0.026422764227642278	0.050685327500104904	False	1604	984	0.029885370284318924	0.06412754952907562	0.05486284289276808	0.026422764227642278	0.04700645990669727	False	0.003678867593407631	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
CXCL12	CXCR4	T_recruit	1605	984	0.0007776108686812222	2.860211133956909	0.001869158878504673	0.8211382113821138	1.4304943724127952	False	1604	984	0.0	2.860211133956909	0.0	0.8211382113821138	1.4301055669784546	False	0.0003888054343406111	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
IFNG	IFNGR1	IFN	1605	984	0.0026802513748407364	0.14898142218589783	0.0024922118380062306	0.0701219512195122	0.07583083678036928	False	1604	984	0.004958098754286766	0.14898142218589783	0.003117206982543641	0.0701219512195122	0.0769697604700923	False	-0.0011389236897230148	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
IFNG	IFNGR2	IFN	1605	984	0.0026802513748407364	0.0422910675406456	0.0024922118380062306	0.022357723577235773	0.022485659457743168	False	1604	984	0.004958098754286766	0.0422910675406456	0.003117206982543641	0.022357723577235773	0.023624583147466183	False	-0.0011389236897230148	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
IFNG	IFNGR1+IFNGR2	IFN	1605	984	0.0026802513748407364	0.0422910675406456	0.0024922118380062306	0.022357723577235773	0.022485659457743168	False	1604	984	0.004958098754286766	0.0422910675406456	0.003117206982543641	0.022357723577235773	0.023624583147466183	False	-0.0011389236897230148	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
IFNB1	IFNAR1	IFN	1605	984	0.0	0.26471564173698425	0.0	0.12804878048780488	0.13235782086849213	False	1604	984	0.0	0.26471564173698425	0.0	0.12804878048780488	0.13235782086849213	False	0.0	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
IFNB1	IFNAR2	IFN	1605	984	0.0	0.10115368664264679	0.0	0.051829268292682924	0.050576843321323395	False	1604	984	0.0	0.10115368664264679	0.0	0.051829268292682924	0.050576843321323395	False	0.0	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-A	CD8A	MHC_I	1605	984	2.1662120819091797	0.9630066156387329	0.9925233644859813	0.34552845528455284	1.5646093487739563	True	1604	984	2.2518258094787598	0.9630066156387329	0.9968827930174564	0.34552845528455284	1.6074162125587463	True	-0.04280686378479004	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-B	CD8A	MHC_I	1605	984	2.519430160522461	0.9630066156387329	0.9956386292834891	0.34552845528455284	1.741218388080597	True	1604	984	2.5912845134735107	0.9630066156387329	0.9968827930174564	0.34552845528455284	1.7771455645561218	True	-0.0359271764755249	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-C	CD8A	MHC_I	1605	984	2.9388928413391113	0.9630066156387329	1.0	0.34552845528455284	1.9509497284889221	True	1604	984	2.9605917930603027	0.9630066156387329	1.0	0.34552845528455284	1.9617992043495178	True	-0.010849475860595703	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-A	CD8B	MHC_I	1605	984	2.1662120819091797	0.22945404052734375	0.9925233644859813	0.10264227642276423	1.1978330612182617	True	1604	984	2.2518258094787598	0.22945404052734375	0.9968827930174564	0.10264227642276423	1.2406399250030518	True	-0.04280686378479004	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-B	CD8B	MHC_I	1605	984	2.519430160522461	0.22945404052734375	0.9956386292834891	0.10264227642276423	1.3744421005249023	True	1604	984	2.5912845134735107	0.22945404052734375	0.9968827930174564	0.10264227642276423	1.4103692770004272	True	-0.0359271764755249	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-C	CD8B	MHC_I	1605	984	2.9388928413391113	0.22945404052734375	1.0	0.10264227642276423	1.5841734409332275	True	1604	984	2.9605917930603027	0.22945404052734375	1.0	0.10264227642276423	1.5950229167938232	True	-0.010849475860595703	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
HLA-E	KLRC1	MHC_I	1605	984	1.7687554359436035	0.118590347468853	0.9875389408099688	0.05386178861788618	0.9436728917062283	False	1604	984	1.6778960227966309	0.118590347468853	0.9788029925187033	0.05386178861788618	0.8982431851327419	False	0.04542970657348633	GSE207422	P07	BD_immune07	1605	1604	984	1.7317336797714233
