subset	ligand	receptor	pathway	n_patients	n_pass_expr_prop	median_delta	mean_delta	n_delta_neg	n_delta_pos	wilcoxon_p	fdr
GSE205335	IFNG	IFNGR1	IFN	22	3	-0.008710194379091263	-0.018557888268829134	19	1	0.0001890120699314349	0.0009765623613124136
GSE205335	IFNG	IFNGR2	IFN	22	2	-0.008710194379091263	-0.018557888268829134	19	1	0.0001890120699314349	0.0009765623613124136
GSE205335	IFNG	IFNGR1+IFNGR2	IFN	22	2	-0.008710194379091263	-0.018557888268829134	19	1	0.0001890120699314349	0.0009765623613124136
GSE205335	IFNB1	IFNAR1	IFN	22	0	0.0	0.0002023038012504747	3	3	0.916511907863894	0.9470623047926905
GSE205335	IFNB1	IFNAR2	IFN	22	0	0.0	0.0002023038012504747	3	3	0.916511907863894	0.9470623047926905
GSE205335	HLA-G	LILRB2	MHC_I	22	0	0.0014080812688916922	0.008583228557571683	5	14	0.015755486091547432	0.054268896537552264
GSE205335	HLA-B	CD8A	MHC_I	22	19	0.08897178620100021	0.08811093934557655	6	16	0.050072669982910156	0.07311346219933551
GSE205335	HLA-B	CD8B	MHC_I	22	18	0.08897178620100021	0.08811093934557655	6	16	0.050072669982910156	0.07311346219933551
GSE205335	HLA-A	CD8A	MHC_I	22	19	0.10092169046401978	0.09210901097817854	6	16	0.0542454719543457	0.07311346219933551
GSE205335	HLA-A	CD8B	MHC_I	22	18	0.10092169046401978	0.09210901097817854	6	16	0.0542454719543457	0.07311346219933551
GSE205335	HLA-A	KIR3DL1	MHC_I	22	0	0.10092169046401978	0.09210901097817854	6	16	0.0542454719543457	0.07311346219933551
GSE205335	HLA-E	KLRC1	MHC_I	22	5	0.11009141802787781	0.078389568423683	4	18	0.03587532043457031	0.07311346219933551
GSE205335	HLA-E	KLRD1	MHC_I	22	19	0.11009141802787781	0.078389568423683	4	18	0.03587532043457031	0.07311346219933551
GSE205335	HLA-E	KLRC1+KLRD1	MHC_I	22	5	0.11009141802787781	0.078389568423683	4	18	0.03587532043457031	0.07311346219933551
GSE205335	HLA-C	CD8A	MHC_I	22	19	0.1105768084526062	0.09208790280602196	6	16	0.046160221099853516	0.07311346219933551
GSE205335	HLA-C	CD8B	MHC_I	22	18	0.1105768084526062	0.09208790280602196	6	16	0.046160221099853516	0.07311346219933551
GSE205335	HLA-C	KIR2DL1	MHC_I	22	0	0.1105768084526062	0.09208790280602196	6	16	0.046160221099853516	0.07311346219933551
GSE205335	HLA-C	KIR2DL3	MHC_I	22	1	0.1105768084526062	0.09208790280602196	6	16	0.046160221099853516	0.07311346219933551
GSE205335	CCL5	CCR5	T_recruit	22	2	-0.0435803160071373	-0.06780662916240875	17	5	0.00014638900756835938	0.0009765623613124136
GSE205335	CCL5	CCR1	T_recruit	22	1	-0.0435803160071373	-0.06780662916240875	17	5	0.00014638900756835938	0.0009765623613124136
GSE205335	CCL4	CCR5	T_recruit	22	2	-0.01142498292028904	-0.02636349492240697	16	6	0.022916316986083984	0.07104058265686035
GSE205335	CXCL13	CXCR5	T_recruit	22	0	-0.007872513044276275	-0.01504824499716051	15	6	0.012948886352603273	0.05017693461633768
GSE205335	CCL3	CCR5	T_recruit	22	1	-0.0017809598793974146	-0.012506259191220372	13	8	0.11376991088260599	0.14365585693215333
GSE205335	CXCL9	CXCR3	T_recruit	22	0	0.0	0.00011749486723353833	10	7	0.4631068149666542	0.51272540228451
GSE205335	CCL19	CCR7	T_recruit	22	0	0.0	-0.0003143964316801761	5	1	0.046399461870904594	0.07311346219933551
GSE205335	CCL21	CCR7	T_recruit	22	0	0.0	-0.0008420568738074508	4	2	0.11585149752593009	0.14365585693215333
GSE205335	CXCL12	CXCR4	T_recruit	22	0	0.0	0.00017274208254424263	7	7	0.9749599188317098	0.9749599188317098
GSE205335	CXCL11	CXCR3	T_recruit	22	1	1.1001578968716785e-05	0.0018743927883571648	5	11	0.1208386531141816	0.1440768556361396
GSE205335	CXCL10	CXCR3	T_recruit	22	3	0.00021534005645662546	0.006067402305647688	7	11	0.24846555845586238	0.28527527081969384
GSE205335	CX3CL1	CX3CR1	T_recruit	22	3	0.01807732041925192	0.029300713415564547	3	17	0.00039023125084089363	0.001728166968009672
GSE205335	CXCL16	CXCR6	T_recruit	22	10	0.054497512290254235	0.05906801713122563	2	20	9.059906005859375e-06	0.0002808570861816406
GSE207422	IFNG	IFNGR1	IFN	6	0	-0.0005694618448615074	0.0042969837474326296	3	2	0.8125	0.97875
GSE207422	IFNG	IFNGR2	IFN	6	0	-0.0005694618448615074	0.0042969837474326296	3	2	0.8125	0.97875
GSE207422	IFNG	IFNGR1+IFNGR2	IFN	6	0	-0.0005694618448615074	0.0042969837474326296	3	2	0.8125	0.97875
GSE207422	IFNB1	IFNAR1	IFN	6	0	0.0	0.0	0	0		
GSE207422	IFNB1	IFNAR2	IFN	6	0	0.0	0.0	0	0		
GSE207422	HLA-G	LILRB2	MHC_I	6	0	0.0008202119643101469	0.024570180616137804	2	4	0.21875	0.37316176470588236
GSE207422	HLA-B	CD8A	MHC_I	6	6	0.07459932565689087	0.09170504411061604	1	5	0.0625	0.12083333333333332
GSE207422	HLA-B	CD8B	MHC_I	6	6	0.07459932565689087	0.09170504411061604	1	5	0.0625	0.12083333333333332
GSE207422	HLA-A	CD8A	MHC_I	6	6	0.10359597206115723	0.09557932615280151	1	5	0.0625	0.12083333333333332
GSE207422	HLA-A	CD8B	MHC_I	6	6	0.10359597206115723	0.09557932615280151	1	5	0.0625	0.12083333333333332
GSE207422	HLA-A	KIR3DL1	MHC_I	6	0	0.10359597206115723	0.09557932615280151	1	5	0.0625	0.12083333333333332
GSE207422	HLA-C	CD8A	MHC_I	6	6	0.1275973916053772	0.12300274769465129	1	5	0.0625	0.12083333333333332
GSE207422	HLA-C	CD8B	MHC_I	6	6	0.1275973916053772	0.12300274769465129	1	5	0.0625	0.12083333333333332
GSE207422	HLA-C	KIR2DL1	MHC_I	6	0	0.1275973916053772	0.12300274769465129	1	5	0.0625	0.12083333333333332
GSE207422	HLA-C	KIR2DL3	MHC_I	6	0	0.1275973916053772	0.12300274769465129	1	5	0.0625	0.12083333333333332
GSE207422	HLA-E	KLRC1	MHC_I	6	2	0.14839190244674683	0.12938125928243002	0	6	0.03125	0.12083333333333332
GSE207422	HLA-E	KLRD1	MHC_I	6	6	0.14839190244674683	0.12938125928243002	0	6	0.03125	0.12083333333333332
GSE207422	HLA-E	KLRC1+KLRD1	MHC_I	6	2	0.14839190244674683	0.12938125928243002	0	6	0.03125	0.12083333333333332
GSE207422	CCL3	CCR5	T_recruit	6	2	-0.004940936574712396	-0.005680613501075034	4	2	0.15625	0.283203125
GSE207422	CCL4	CCR5	T_recruit	6	4	-0.0006511779502034187	0.0006288075819611549	3	3	1.0	1.0
GSE207422	CCL19	CCR7	T_recruit	6	0	0.0	-9.177188864365841e-05	1	0	1.0	1.0
GSE207422	CCL21	CCR7	T_recruit	6	0	0.0	4.201217961963266e-05	1	1	1.0	1.0
GSE207422	CXCL12	CXCR4	T_recruit	6	1	0.00019440271717030555	0.006451497111508313	2	3	1.0	1.0
GSE207422	CXCL10	CXCR3	T_recruit	6	3	0.0013645612634718418	-0.024758817938466866	3	3	0.84375	0.97875
GSE207422	CXCL9	CXCR3	T_recruit	6	3	0.0016029223334044218	0.007995995149637261	3	3	0.84375	0.97875
GSE207422	CCL5	CCR5	T_recruit	6	4	0.0026017562486231327	0.013599319383502007	3	3	0.6875	0.97875
GSE207422	CCL5	CCR1	T_recruit	6	2	0.0026017562486231327	0.013599319383502007	3	3	0.6875	0.97875
GSE207422	CXCL11	CXCR3	T_recruit	6	2	0.005704463110305369	0.006514909478331295	0	6	0.03125	0.12083333333333332
GSE207422	CXCL13	CXCR5	T_recruit	6	0	0.0064936194103211164	0.007618835894390941	3	3	0.5625	0.90625
GSE207422	CX3CL1	CX3CR1	T_recruit	6	0	0.04450913518667221	0.04298351868055761	0	6	0.03125	0.12083333333333332
GSE207422	CXCL16	CXCR6	T_recruit	6	6	0.10428500175476074	0.10769341265161832	0	6	0.03125	0.12083333333333332
combo_GSE205335+GSE207422	IFNG	IFNGR1	IFN	28	3	-0.006321671768091619	-0.013660415693915897	22	3	0.0009803826701790161	0.0060783725551099
combo_GSE205335+GSE207422	IFNG	IFNGR2	IFN	28	2	-0.006321671768091619	-0.013660415693915897	22	3	0.0009803826701790161	0.0060783725551099
combo_GSE205335+GSE207422	IFNG	IFNGR1+IFNGR2	IFN	28	2	-0.006321671768091619	-0.013660415693915897	22	3	0.0009803826701790161	0.0060783725551099
combo_GSE205335+GSE207422	IFNB1	IFNAR1	IFN	28	0	0.0	0.00015895298669680154	3	3	0.916511907863894	0.9470623047926905
combo_GSE205335+GSE207422	IFNB1	IFNAR2	IFN	28	0	0.0	0.00015895298669680154	3	3	0.916511907863894	0.9470623047926905
combo_GSE205335+GSE207422	HLA-G	LILRB2	MHC_I	28	0	0.0008202119643101469	0.012009003998692995	7	18	0.006313259698840443	0.015766984224319457
combo_GSE205335+GSE207422	HLA-B	CD8A	MHC_I	28	25	0.08282821625471115	0.08888110465237073	7	21	0.009536407887935638	0.01589820869266987
combo_GSE205335+GSE207422	HLA-B	CD8B	MHC_I	28	24	0.08282821625471115	0.08888110465237073	7	21	0.009536407887935638	0.01589820869266987
combo_GSE205335+GSE207422	HLA-A	CD8A	MHC_I	28	25	0.10092169046401978	0.09285264994416918	7	21	0.01025690883398056	0.01589820869266987
combo_GSE205335+GSE207422	HLA-A	CD8B	MHC_I	28	24	0.10092169046401978	0.09285264994416918	7	21	0.01025690883398056	0.01589820869266987
combo_GSE205335+GSE207422	HLA-A	KIR3DL1	MHC_I	28	0	0.10092169046401978	0.09285264994416918	7	21	0.01025690883398056	0.01589820869266987
combo_GSE205335+GSE207422	HLA-C	CD8A	MHC_I	28	25	0.1105768084526062	0.09871251242501396	7	21	0.007629185914993286	0.015766984224319457
combo_GSE205335+GSE207422	HLA-C	CD8B	MHC_I	28	24	0.1105768084526062	0.09871251242501396	7	21	0.007629185914993286	0.015766984224319457
combo_GSE205335+GSE207422	HLA-C	KIR2DL1	MHC_I	28	0	0.1105768084526062	0.09871251242501396	7	21	0.007629185914993286	0.015766984224319457
combo_GSE205335+GSE207422	HLA-C	KIR2DL3	MHC_I	28	1	0.1105768084526062	0.09871251242501396	7	21	0.007629185914993286	0.015766984224319457
combo_GSE205335+GSE207422	HLA-E	KLRC1	MHC_I	28	7	0.129838228225708	0.08931635932198592	4	24	0.004060737788677216	0.012588287144899369
combo_GSE205335+GSE207422	HLA-E	KLRD1	MHC_I	28	25	0.129838228225708	0.08931635932198592	4	24	0.004060737788677216	0.012588287144899369
combo_GSE205335+GSE207422	HLA-E	KLRC1+KLRD1	MHC_I	28	7	0.129838228225708	0.08931635932198592	4	24	0.004060737788677216	0.012588287144899369
combo_GSE205335+GSE207422	CCL5	CCR5	T_recruit	28	6	-0.028493148274719715	-0.05036249733114216	20	8	0.001416526734828949	0.0062731898256710595
combo_GSE205335+GSE207422	CCL5	CCR1	T_recruit	28	3	-0.028493148274719715	-0.05036249733114216	20	8	0.001416526734828949	0.0062731898256710595
combo_GSE205335+GSE207422	CXCL13	CXCR5	T_recruit	28	0	-0.0046304920833790675	-0.010191013377542342	18	9	0.04358085639260924	0.05404026192683546
combo_GSE205335+GSE207422	CCL3	CCR5	T_recruit	28	3	-0.003317643073387444	-0.011043620829046372	17	10	0.041139141993459444	0.05313805840821845
combo_GSE205335+GSE207422	CCL4	CCR5	T_recruit	28	6	-0.0032105091959238052	-0.020579430100042373	19	9	0.03170907497406006	0.04273831844329834
