cohort	patient_id	split	interaction_name	ligand	receptor	prob_high	prob_low	delta	detected	detected_high	detected_low	ligand_prop_high	ligand_prop_low	receptor_prop	n_mal_high	n_mal_low	n_tnk	n_mal
GSE131907	EBUS_06	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.026036351864666487	0.0	0.026036351864666487	True	True	False	0.2222222238779068	0.09356725215911865	0.22094926238059998	297	342	611	1186
GSE131907	EBUS_06	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.0478019331515626	0.006337833568887866	0.04146409958267473	True	True	True	0.28956228494644165	0.11403508484363556	0.22094926238059998	297	342	611	1186
GSE131907	EBUS_06	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.023971354214953073	0.0	0.023971354214953073	True	True	False	0.21212121844291687	0.07017543911933899	0.22094926238059998	297	342	611	1186
GSE131907	EBUS_06	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.16443481528349893	0.040659347843352095	0.12377546744014684	True	True	True	0.7138047218322754	0.22807016968727112	0.15548281371593475	297	342	611	1186
GSE131907	EBUS_06	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.1362559199333191	0.061403509229421616	0.004909983836114407	844	342	611	1186
GSE131907	EBUS_06	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.1362559199333191	0.061403509229421616	0.02618657983839512	844	342	611	1186
GSE131907	EBUS_06	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0071090045385062695	0.0	0.12274958938360214	844	342	611	1186
GSE131907	EBUS_06	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.016587678343057632	0.002923976629972458	0.12274958938360214	844	342	611	1186
GSE131907	EBUS_06	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.016587678343057632	0.008771929889917374	0.6546644568443298	844	342	611	1186
GSE131907	EBUS_06	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.016587678343057632	0.008771929889917374	0.047463174909353256	844	342	611	1186
GSE131907	EBUS_06	pctpos	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.016587678343057632	0.008771929889917374	0.4058919847011566	844	342	611	1186
GSE131907	EBUS_06	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.75	0.21929824352264404	0.09656301140785217	844	342	611	1186
GSE131907	EBUS_06	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.23260413296099078	0.05458643276929817	0.1780177001916926	True	True	True	0.75	0.21929824352264404	0.18003273010253906	844	342	611	1186
GSE131907	EBUS_06	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.17610210107580945	0.014284760183196953	0.1618173408926125	True	True	True	0.6196682453155518	0.13742689788341522	0.12602292001247406	844	342	611	1186
GSE131907	EBUS_06	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.033330678531894295	0.0	0.033330678531894295	True	True	False	0.25710901618003845	0.09356725215911865	0.22094926238059998	844	342	611	1186
GSE131907	EBUS_06	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.0621388423752307	0.006337833568887866	0.05580100880634283	True	True	True	0.3518957197666168	0.11403508484363556	0.22094926238059998	844	342	611	1186
GSE131907	EBUS_06	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.02803707682243639	0.0	0.02803707682243639	True	True	False	0.24052132666110992	0.07017543911933899	0.22094926238059998	844	342	611	1186
GSE131907	EBUS_06	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.15607252395992577	0.040659347843352095	0.11541317611657367	True	True	True	0.7511848211288452	0.22807016968727112	0.15548281371593475	844	342	611	1186
GSE131907	EBUS_06	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.13490724563598633	0.09443507343530655	0.004909983836114407	593	593	611	1186
GSE131907	EBUS_06	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.13490724563598633	0.09443507343530655	0.02618657983839512	593	593	611	1186
GSE131907	EBUS_06	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.006745362654328346	0.003372681327164173	0.12274958938360214	593	593	611	1186
GSE131907	EBUS_06	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.01686340570449829	0.008431702852249146	0.12274958938360214	593	593	611	1186
GSE131907	EBUS_06	median	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.013490725308656693	0.015177065506577492	0.6546644568443298	593	593	611	1186
GSE131907	EBUS_06	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.013490725308656693	0.015177065506577492	0.047463174909353256	593	593	611	1186
GSE131907	EBUS_06	median	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.013490725308656693	0.015177065506577492	0.4058919847011566	593	593	611	1186
GSE131907	EBUS_06	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.7403035163879395	0.4536256194114685	0.09656301140785217	593	593	611	1186
GSE131907	EBUS_06	median	CDH1_KLRG1	CDH1	KLRG1	0.23037007738608675	0.1418306264054271	0.08853945098065966	True	True	True	0.7403035163879395	0.4536256194114685	0.18003273010253906	593	593	611	1186
GSE131907	EBUS_06	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.17956434030278615	0.08576664426531515	0.093797696037471	True	True	True	0.610455334186554	0.3507588505744934	0.12602292001247406	593	593	611	1186
GSE131907	EBUS_06	median	HLA-A_CD8A	HLA-A	CD8A	0.02883027065282335	0.01792281900985221	0.01090745164297114	True	True	True	0.2445193976163864	0.1753794252872467	0.22094926238059998	593	593	611	1186
GSE131907	EBUS_06	median	HLA-B_CD8A	HLA-B	CD8A	0.06214089930186503	0.030811258774429463	0.03132964052743557	True	True	True	0.35244518518447876	0.21416525542736053	0.22094926238059998	593	593	611	1186
GSE131907	EBUS_06	median	HLA-C_CD8A	HLA-C	CD8A	0.026984096048619993	0.007872210027603596	0.0191118860210164	True	True	True	0.23946036398410797	0.14333894848823547	0.22094926238059998	593	593	611	1186
GSE131907	EBUS_06	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.16178660166786077	0.08658768309924786	0.07519891856861291	True	True	True	0.7436762452125549	0.4569983184337616	0.15548281371593475	593	593	611	1186
GSE131907	EBUS_06	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.12878787517547607	0.07070706784725189	0.004909983836114407	396	396	611	1186
GSE131907	EBUS_06	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.12878787517547607	0.07070706784725189	0.02618657983839512	396	396	611	1186
GSE131907	EBUS_06	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.005050505045801401	0.0025252525229007006	0.12274958938360214	396	396	611	1186
GSE131907	EBUS_06	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.017676766961812973	0.010101010091602802	0.12274958938360214	396	396	611	1186
GSE131907	EBUS_06	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.01262626238167286	0.01262626238167286	0.6546644568443298	396	396	611	1186
GSE131907	EBUS_06	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.01262626238167286	0.01262626238167286	0.047463174909353256	396	396	611	1186
GSE131907	EBUS_06	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.01262626238167286	0.01262626238167286	0.4058919847011566	396	396	611	1186
GSE131907	EBUS_06	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.7222222089767456	0.30050504207611084	0.09656301140785217	396	396	611	1186
GSE131907	EBUS_06	tertile	CDH1_KLRG1	CDH1	KLRG1	0.22322192676056082	0.08668665348506491	0.13653527327549592	True	True	True	0.7222222089767456	0.30050504207611084	0.18003273010253906	396	396	611	1186
GSE131907	EBUS_06	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.16974777356431922	0.03678534934781764	0.1329624242165016	True	True	True	0.5681818127632141	0.1944444477558136	0.12602292001247406	396	396	611	1186
GSE131907	EBUS_06	tertile	HLA-A_CD8A	HLA-A	CD8A	0.026511294866619597	0.007626981430897886	0.018884313435721712	True	True	True	0.23232322931289673	0.11868686974048615	0.22094926238059998	396	396	611	1186
GSE131907	EBUS_06	tertile	HLA-B_CD8A	HLA-B	CD8A	0.05297365505343803	0.01644123746265742	0.036532417590780616	True	True	True	0.3156565725803375	0.1388888955116272	0.22094926238059998	396	396	611	1186
GSE131907	EBUS_06	tertile	HLA-C_CD8A	HLA-C	CD8A	0.029280122358562297	0.0	0.029280122358562297	True	True	False	0.2373737394809723	0.09848485141992569	0.22094926238059998	396	396	611	1186
GSE131907	EBUS_06	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.16433510598923395	0.052439696198882634	0.11189540979035131	True	True	True	0.7398989796638489	0.29797980189323425	0.15548281371593475	396	396	611	1186
GSE131907	EBUS_10	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.1195652186870575	0.07608695328235626	0.016339870169758797	92	92	1530	367
GSE131907	EBUS_10	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.1195652186870575	0.07608695328235626	0.06339869648218155	92	92	1530	367
GSE131907	EBUS_10	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.054347824305295944	0.032608695328235626	0.21960784494876862	92	92	1530	367
GSE131907	EBUS_10	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.08695652335882187	0.08695652335882187	0.21960784494876862	92	92	1530	367
GSE131907	EBUS_10	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.14757586834531433	0.10026570195027218	0.04731016639504215	True	True	True	0.27173912525177	0.22826087474822998	0.7359477281570435	92	92	1530	367
GSE131907	EBUS_10	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.005261214252479403	0.003392965123709762	0.001868249128769641	True	True	True	0.27173912525177	0.22826087474822998	0.1339869350194931	92	92	1530	367
GSE131907	EBUS_10	q4q1	LGALS9_CD44	LGALS9	CD44	0.08711094627076899	0.05786881913736482	0.029242127133404162	True	True	True	0.27173912525177	0.22826087474822998	0.5039215683937073	92	92	1530	367
GSE131907	EBUS_10	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.048181991263361236	0.015468229906308497	0.03271376135705274	True	True	True	0.54347825050354	0.28260868787765503	0.1424836665391922	92	92	1530	367
GSE131907	EBUS_10	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.54347825050354	0.28260868787765503	0.06993464380502701	92	92	1530	367
GSE131907	EBUS_10	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.032060302401847054	0.01209119576796105	0.019969106633886007	True	True	True	0.5652173757553101	0.33695653080940247	0.10784313827753067	92	92	1530	367
GSE131907	EBUS_10	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.5725334730410945	0.5350605277332854	0.03747294530780909	True	True	True	0.95652174949646	0.8695651888847351	0.21568627655506134	92	92	1530	367
GSE131907	EBUS_10	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.5489048551904734	0.49559783634647353	0.053307018843999854	True	True	True	0.9347826242446899	0.8586956262588501	0.21568627655506134	92	92	1530	367
GSE131907	EBUS_10	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.502335959791977	0.44237282656255184	0.05996313322942515	True	True	True	0.8913043737411499	0.79347825050354	0.21568627655506134	92	92	1530	367
GSE131907	EBUS_10	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.250481535608996	0.0859334001148234	0.1645481354941726	True	True	True	0.532608687877655	0.260869562625885	0.41372549533843994	92	92	1530	367
GSE131907	EBUS_10	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.15161290764808655	0.035087719559669495	0.016339870169758797	310	57	1530	367
GSE131907	EBUS_10	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.15161290764808655	0.035087719559669495	0.06339869648218155	310	57	1530	367
GSE131907	EBUS_10	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.08064515888690948	0.035087719559669495	0.21960784494876862	310	57	1530	367
GSE131907	EBUS_10	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.003582582733401687	0.0	0.003582582733401687	True	True	False	0.1645161360502243	0.05263157933950424	0.21960784494876862	310	57	1530	367
GSE131907	EBUS_10	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.16649305123535602	0.051803834542727786	0.11468921669262823	True	True	True	0.3354838788509369	0.12280701845884323	0.7359477281570435	310	57	1530	367
GSE131907	EBUS_10	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.006065435738839057	0.0016663136929447161	0.0043991220458943405	True	True	True	0.3354838788509369	0.12280701845884323	0.1339869350194931	310	57	1530	367
GSE131907	EBUS_10	pctpos	LGALS9_CD44	LGALS9	CD44	0.09917916147337702	0.029233029493775323	0.0699461319796017	True	True	True	0.3354838788509369	0.12280701845884323	0.5039215683937073	310	57	1530	367
GSE131907	EBUS_10	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.05436111778449307	0.0	0.05436111778449307	True	True	False	0.6548386812210083	0.08771929889917374	0.1424836665391922	310	57	1530	367
GSE131907	EBUS_10	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.6548386812210083	0.08771929889917374	0.06993464380502701	310	57	1530	367
GSE131907	EBUS_10	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.027982031775203968	0.00633778872320672	0.021644243051997247	True	True	True	0.6193548440933228	0.15789473056793213	0.10784313827753067	310	57	1530	367
GSE131907	EBUS_10	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.5478396895253458	0.5103122686086918	0.03752742091665395	True	True	True	0.977419376373291	0.7894737124443054	0.21568627655506134	310	57	1530	367
GSE131907	EBUS_10	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.5228327676035153	0.48171661127367615	0.041116156329839115	True	True	True	0.9612902998924255	0.7894737124443054	0.21568627655506134	310	57	1530	367
GSE131907	EBUS_10	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.48866760322344815	0.40439267533473244	0.08427492788871571	True	True	True	0.9548386931419373	0.6666666865348816	0.21568627655506134	310	57	1530	367
GSE131907	EBUS_10	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.22841351437530408	0.0	0.22841351437530408	True	True	False	0.5870967507362366	0.07017543911933899	0.41372549533843994	310	57	1530	367
GSE131907	EBUS_10	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.1420765072107315	0.125	0.016339870169758797	183	184	1530	367
GSE131907	EBUS_10	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.1420765072107315	0.125	0.06339869648218155	183	184	1530	367
GSE131907	EBUS_10	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.07103825360536575	0.07608695328235626	0.21960784494876862	183	184	1530	367
GSE131907	EBUS_10	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0023016558916704837	0.0028567078007344796	-0.0005550519090639959	True	True	True	0.1420765072107315	0.15217390656471252	0.21960784494876862	183	184	1530	367
GSE131907	EBUS_10	median	LGALS9_CD45	LGALS9	PTPRC	0.1577520541085426	0.14425655595455542	0.013495498153987179	True	True	True	0.30054643750190735	0.30434781312942505	0.7359477281570435	183	184	1530	367
GSE131907	EBUS_10	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.005689504051269844	0.005123637738903131	0.0005658663123667132	True	True	True	0.30054643750190735	0.30434781312942505	0.1339869350194931	183	184	1530	367
GSE131907	EBUS_10	median	LGALS9_CD44	LGALS9	CD44	0.09357543402671686	0.08501598771304336	0.008559446313673502	True	True	True	0.30054643750190735	0.30434781312942505	0.5039215683937073	183	184	1530	367
GSE131907	EBUS_10	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.05500530144094426	0.03664383767186543	0.01836146376907883	True	True	True	0.6448087692260742	0.489130437374115	0.1424836665391922	183	184	1530	367
GSE131907	EBUS_10	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.6448087692260742	0.489130437374115	0.06993464380502701	183	184	1530	367
GSE131907	EBUS_10	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.027965311468368288	0.021194247173273867	0.006771064295094421	True	True	True	0.5792349576950073	0.5163043737411499	0.10784313827753067	183	184	1530	367
GSE131907	EBUS_10	median	HLA-A_CD8A	HLA-A	CD8A	0.5563113253741082	0.5349772565118337	0.021334068862274513	True	True	True	0.9617486596107483	0.9347826242446899	0.21568627655506134	183	184	1530	367
GSE131907	EBUS_10	median	HLA-B_CD8A	HLA-B	CD8A	0.5341729490938287	0.5031684237306838	0.031004525363144908	True	True	True	0.9453551769256592	0.9239130616188049	0.21568627655506134	183	184	1530	367
GSE131907	EBUS_10	median	HLA-C_CD8A	HLA-C	CD8A	0.49929913033895224	0.46035283227823737	0.03894629806071487	True	True	True	0.9344262480735779	0.885869562625885	0.21568627655506134	183	184	1530	367
GSE131907	EBUS_10	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.23972584323055018	0.15222140805510898	0.08750443517544121	True	True	True	0.5901639461517334	0.42391303181648254	0.41372549533843994	183	184	1530	367
GSE131907	EBUS_10	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.16260161995887756	0.0731707289814949	0.016339870169758797	123	123	1530	367
GSE131907	EBUS_10	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.16260161995887756	0.0731707289814949	0.06339869648218155	123	123	1530	367
GSE131907	EBUS_10	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.056910570710897446	0.04878048598766327	0.21960784494876862	123	123	1530	367
GSE131907	EBUS_10	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0003676537129719228	0.0007532736792846883	-0.00038561996631276556	True	True	True	0.10569106042385101	0.11382114142179489	0.21960784494876862	123	123	1530	367
GSE131907	EBUS_10	tertile	LGALS9_CD45	LGALS9	PTPRC	0.15244584202166686	0.1285682222954105	0.02387761972625635	True	True	True	0.27642276883125305	0.26829269528388977	0.7359477281570435	123	123	1530	367
GSE131907	EBUS_10	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.005464941863483762	0.004487086777145156	0.000977855086338606	True	True	True	0.27642276883125305	0.26829269528388977	0.1339869350194931	123	123	1530	367
GSE131907	EBUS_10	tertile	LGALS9_CD44	LGALS9	CD44	0.09019671971600722	0.0752040589894664	0.014992660726540818	True	True	True	0.27642276883125305	0.26829269528388977	0.5039215683937073	123	123	1530	367
GSE131907	EBUS_10	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.05212711061277799	0.02547418498679382	0.02665292562598417	True	True	True	0.6016260385513306	0.3739837408065796	0.1424836665391922	123	123	1530	367
GSE131907	EBUS_10	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.6016260385513306	0.3739837408065796	0.06993464380502701	123	123	1530	367
GSE131907	EBUS_10	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.03022067561698795	0.014431891783615583	0.015788783833372365	True	True	True	0.5691056847572327	0.39024388790130615	0.10784313827753067	123	123	1530	367
GSE131907	EBUS_10	tertile	HLA-A_CD8A	HLA-A	CD8A	0.5629355603754267	0.537555560010085	0.025380000365341715	True	True	True	0.9593495726585388	0.9024389982223511	0.21568627655506134	123	123	1530	367
GSE131907	EBUS_10	tertile	HLA-B_CD8A	HLA-B	CD8A	0.5381110420649857	0.5024188373007266	0.03569220476425916	True	True	True	0.9430894255638123	0.8943089246749878	0.21568627655506134	123	123	1530	367
GSE131907	EBUS_10	tertile	HLA-C_CD8A	HLA-C	CD8A	0.49649534293826614	0.45208818421227975	0.044407158725986384	True	True	True	0.9105691313743591	0.8455284833908081	0.21568627655506134	123	123	1530	367
GSE131907	EBUS_10	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.25418439188226893	0.11959182975822136	0.13459256212404758	True	True	True	0.577235758304596	0.3252032399177551	0.41372549533843994	123	123	1530	367
GSE131907	EBUS_12	q4q1	CCL5_CCR1	CCL5	CCR1	0.0023149038833563977	0.00014517394311881206	0.0021697299402375857	True	True	True	0.1846153885126114	0.10769230872392654	0.1554878056049347	65	65	328	257
GSE131907	EBUS_12	q4q1	CCL5_CCR5	CCL5	CCR5	0.0004999388617560987	3.129916313652486e-05	0.00046863969861957384	True	True	True	0.1846153885126114	0.10769230872392654	0.11280487477779388	65	65	328	257
GSE131907	EBUS_12	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.015384615398943424	0.27439025044441223	65	65	328	257
GSE131907	EBUS_12	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0056362541093096736	0.010965725810041372	-0.005329471700731698	True	True	True	0.1538461595773697	0.1538461595773697	0.27439025044441223	65	65	328	257
GSE131907	EBUS_12	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.7420146730576256	0.6582777702228256	0.08373690283479995	True	True	True	0.9692307710647583	0.7076923251152039	0.7896341681480408	65	65	328	257
GSE131907	EBUS_12	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.3132818744105127	0.2340363797898045	0.0792454946207082	True	True	True	0.9692307710647583	0.7076923251152039	0.2591463327407837	65	65	328	257
GSE131907	EBUS_12	q4q1	LGALS9_CD44	LGALS9	CD44	0.5818431998100885	0.4823840387802958	0.09945916102979269	True	True	True	0.9692307710647583	0.7076923251152039	0.48475611209869385	65	65	328	257
GSE131907	EBUS_12	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.4075393759515522	0.30662104418521113	0.10091833176634107	True	True	True	0.892307698726654	0.6153846383094788	0.34756097197532654	65	65	328	257
GSE131907	EBUS_12	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.892307698726654	0.6153846383094788	0.06402438879013062	65	65	328	257
GSE131907	EBUS_12	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.1239403258307118	0.0678866444260316	0.0560536814046802	True	True	True	0.8769230842590332	0.5384615659713745	0.12195122241973877	65	65	328	257
GSE131907	EBUS_12	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.28338781272100694	0.26961258839672825	0.01377522432427869	True	True	True	1.0	0.892307698726654	0.13719512522220612	65	65	328	257
GSE131907	EBUS_12	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.2954791696386955	0.2681641233451201	0.02731504629357545	True	True	True	1.0	0.9230769276618958	0.13719512522220612	65	65	328	257
GSE131907	EBUS_12	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.26428633049463013	0.2290448985087944	0.035241431985835736	True	True	True	1.0	0.8461538553237915	0.13719512522220612	65	65	328	257
GSE131907	EBUS_12	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.5597364603363056	0.4026797725409746	0.15705668779533105	True	True	True	0.8615384697914124	0.5538461804389954	0.5213414430618286	65	65	328	257
GSE131907	EBUS_12	pctpos	CCL5_CCR1	CCL5	CCR1	0.0023319256144369374	0.0	0.0023319256144369374	True	True	False	0.19823788106441498	0.0	0.1554878056049347	227	30	328	257
GSE131907	EBUS_12	pctpos	CCL5_CCR5	CCL5	CCR5	0.00050362170139151	0.0	0.00050362170139151	True	True	False	0.19823788106441498	0.0	0.11280487477779388	227	30	328	257
GSE131907	EBUS_12	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.008810572326183319	0.0	0.27439025044441223	227	30	328	257
GSE131907	EBUS_12	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.010230320051473065	0.0	0.010230320051473065	True	True	False	0.19823788106441498	0.06666667014360428	0.27439025044441223	227	30	328	257
GSE131907	EBUS_12	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.7367263406869525	0.5360875717167749	0.20063876897017763	True	True	True	0.9691630005836487	0.4000000059604645	0.7896341681480408	227	30	328	257
GSE131907	EBUS_12	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.3074081783890553	0.15489869967327102	0.1525094787157843	True	True	True	0.9691630005836487	0.4000000059604645	0.2591463327407837	227	30	328	257
GSE131907	EBUS_12	pctpos	LGALS9_CD44	LGALS9	CD44	0.5751514617809718	0.3585829009935483	0.21656856078742348	True	True	True	0.9691630005836487	0.4000000059604645	0.48475611209869385	227	30	328	257
GSE131907	EBUS_12	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.42226037960498247	0.10828655318035796	0.3139738264246245	True	True	True	0.91629958152771	0.2666666805744171	0.34756097197532654	227	30	328	257
GSE131907	EBUS_12	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.91629958152771	0.2666666805744171	0.06402438879013062	227	30	328	257
GSE131907	EBUS_12	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.12441319187867644	0.014412509038462072	0.11000068284021437	True	True	True	0.8898678421974182	0.20000000298023224	0.12195122241973877	227	30	328	257
GSE131907	EBUS_12	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.29251254184642583	0.2164714934856299	0.07604104836079592	True	True	True	0.9955947399139404	0.7666666507720947	0.13719512522220612	227	30	328	257
GSE131907	EBUS_12	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.29501368399901	0.22440436535272476	0.07060931864628525	True	True	True	0.9955947399139404	0.8333333134651184	0.13719512522220612	227	30	328	257
GSE131907	EBUS_12	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.2666801893272484	0.16263938758512753	0.10404080174212088	True	True	True	0.9955947399139404	0.6666666865348816	0.13719512522220612	227	30	328	257
GSE131907	EBUS_12	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.5532117829465353	0.15009842046681585	0.4031133624797194	True	True	True	0.8942731022834778	0.20000000298023224	0.5213414430618286	227	30	328	257
GSE131907	EBUS_12	median	CCL5_CCR1	CCL5	CCR1	0.003441264203134281	0.00045863653595575667	0.002982627667178524	True	True	True	0.2265625	0.12403100728988647	0.1554878056049347	128	129	328	257
GSE131907	EBUS_12	median	CCL5_CCR5	CCL5	CCR5	0.0007438520059131265	9.890528861803056e-05	0.0006449467172950959	True	True	True	0.2265625	0.12403100728988647	0.11280487477779388	128	129	328	257
GSE131907	EBUS_12	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0078125	0.007751937955617905	0.27439025044441223	128	129	328	257
