term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	fdr	rank
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6399308750340071	3.200101178736927	0.0009990009990009	199	1.0796295780881016	ICAM1,TRIP10,G0S2,CLCF1,TNC,SDC4,CCL2,ZFP36,EDN1,HBEGF,EHD1,CSF2	0.0015565829519317	1
GOBP_KERATINIZATION	0.7456580941138375	2.941179455540865	0.0009990009990009	44	1.5056981426590177	KRT86,EVPL,PPL,CDH3,TMEM79,SHARPIN,KRT80,SPRR2D,KRT17,SFN,KRT16,IVL	0.0015565829519317	2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5664713292897471	2.832752160121138	0.0009990009990009	199	0.8718233208070203	TGFBI,SERPINH1,LAMC2,NT5E,QSOX1,TNC,SDC4,SDC1,ANPEP,IGFBP3,COL1A1,CAPG	0.0015565829519317	3
HALLMARK_INFLAMMATORY_RESPONSE	0.5609484022956847	2.7848609720085	0.0009990009990009	194	0.8552143731465094	ICAM1,LY6E,GNA15,ICAM4,AHR,ADORA2B,TNFSF15,CCL2,SCARF1,EDN1,HBEGF,IRAK2	0.0015565829519317	4
GOBP_KERATINOCYTE_DIFFERENTIATION	0.7144686217227575	2.6843499668872983	0.0009990009990009	39	1.151382023524637	EVPL,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,SPRR1B,SPRR1A,CERS3,CFLAR	0.0015565829519317	5
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5178735349442316	2.601964723689134	0.0009990009990009	198	0.7081446184600567	ICAM1,LY6E,GBP6,CCL2,IRF5,SSPN,CXCL9,IFIT2,VAMP8,CMKLR1,TNFSF10,FAS	0.0015565829519317	6
HALLMARK_APOPTOSIS	0.5336459252791667	2.5875929052208417	0.0009990009990009	160	0.7196516187286821	EMP1,PTK2,GNA15,GPX3,ERBB2,BCL10,HSPB1,JUN,CCND1,ANXA1,TGFB2,TNFSF10	0.0015565829519317	7
CUSTOM_EPITHELIAL_ADHESION	0.7823628802779106	2.5606948965851632	0.0009990009990009	23	1.7482432151425735	NECTIN4,DSG2,JUP,CLDN4,OCLN,CDH1,NECTIN2,TJP1,CLDN1,NECTIN1,F11R,CLDN7	0.0015565829519317	8
HALLMARK_APICAL_JUNCTION	0.5067386273182504	2.515733390900883	0.0009990009990009	194	0.7226986967596831	ICAM1,TGFBI,MPZL2,PTK2,ICAM4,NECTIN4,CDH3,ADAM9,CTNND1,LAMC2,WASL,BAIAP2	0.0015565829519317	9
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.6417522535888304	2.5154323972214643	0.0009990009990009	50	0.9666757810815478	EVPL,OVOL1,EPHA2,ADAM9,SCEL,ST14,KRT16,ANXA1,IVL,GATA6,SPRR1B,SPRR1A	0.0015565829519317	10
HALLMARK_P53_PATHWAY	0.5018168399100011	2.504212400137501	0.0009990009990009	195	0.6984983777971439	EPHA2,PTPN14,RAP2B,TP63,CDKN2B,TM4SF1,SDC1,BAIAP2,HBEGF,ZFP36L1,CTSD,FUCA1	0.0015565829519317	11
