spec	rank_name	rule	n_hits	eligible	note	qc_delta	n_cohorts	top1	top2	top3	top1_family	lead_priority	n_story_top3	junction_term	junction_rank	junction_effect	junction_p	junction_fdr	strict_tj_term	strict_tj_rank	strict_tj_effect	keratin_term	keratin_rank	keratin_effect	adhesion_term	adhesion_rank	adhesion_effect	n_sets
tercile_ols_logFC||top300 positive stat	tercile_ols_logFC	top300 positive stat	300	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_KERATINIZATION	GOBP_CELL_CELL_ADHESION	KRT_EPITHELIAL	keratin	2	3	HALLMARK_APICAL_JUNCTION	6	6.620481099656358	3.141751267475095e-09	3.051986945547235e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	18	7.593423423423424	GOBP_KERATINIZATION	1	25.541515151515153	GOBP_CELL_CELL_ADHESION	2	3.8717041800643086	68
tercile_ols_logFC||p<0.01 & logFC>0.25	tercile_ols_logFC	p<0.01 & logFC>0.25	364	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_JUNCTION_ORGANIZATION	junction	1	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1	7.277527472527472	4.590378393472739e-13	3.1214573075614626e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.152361152361152	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	8	23.350355526826114	CUSTOM_EPITHELIAL_ADHESION	4	23.01194457716197	68
tercile_ols_logFC||p<0.05 & logFC>0.50	tercile_ols_logFC	p<0.05 & logFC>0.50	762	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.701693860432394	5.663225191257088e-17	1.1143739088564604e-15	KEGG_TIGHT_JUNCTION	13	4.720029314517504	GOBP_KERATINIZATION	14	8.619183965640659	GOBP_CELL_CELL_ADHESION	1	3.2179518556964943	68
tercile_ols_logFC||p<0.05 & logFC>1	tercile_ols_logFC	p<0.05 & logFC>1	314	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	HALLMARK_ESTROGEN_RESPONSE_EARLY	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	6	7.285955414012739	1.909443451651313e-11	1.8548879244612753e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	20	7.254863143398175	GOBP_KERATINIZATION	4	19.173566878980893	GOBP_CELL_CELL_ADHESION	2	3.6990804268130337	68
tercile_ols_logFC||fdr<0.25 & logFC>0	tercile_ols_logFC	fdr<0.25 & logFC>0	86	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_KERATINIZATION	HALLMARK_GLYCOLYSIS	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	keratin	2	2	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	3	8.400697674418605	8.240547890189575e-05	0.001867857521776304	KEGG_TIGHT_JUNCTION	21	3.6366656599214737	GOBP_KERATINIZATION	1	25.45665961945032	GOBP_CELL_CELL_ADHESION	5	3.3014531767990225	68
quintile_ols_t||p<0.01 & stat>0	quintile_ols_t	p<0.01 & stat>0	294	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_INFLAMMATORY_RESPONSE	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.911143838978891	1.2768216181897429e-07	2.894129001230084e-06	KEGG_TIGHT_JUNCTION	17	4.255146214329888	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	4	11.46761904761905	GOBP_CELL_CELL_ADHESION	1	3.1605748408688235	68
quintile_ols_t||top100 positive stat	quintile_ols_t	top100 positive stat	100	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_KERATINIZATION	HALLMARK_APICAL_JUNCTION	HALLMARK_INFLAMMATORY_RESPONSE	keratin	2	2	HALLMARK_APICAL_JUNCTION	2	7.448041237113403	0.0001609075730577248	0.0036472383226417615	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	6.508648648648649	GOBP_KERATINIZATION	1	21.892727272727274	GOBP_CELL_CELL_ADHESION	4	3.097363344051447	68
quintile_ols_t||top200 positive stat	quintile_ols_t	top200 positive stat	200	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	adhesion	2	3	HALLMARK_APICAL_JUNCTION	2	6.827371134020619	7.213148038969663e-07	2.4524703332496855e-05	KEGG_TIGHT_JUNCTION	7	5.473181818181819	GOBP_KERATINIZATION	5	13.682954545454546	GOBP_CELL_CELL_ADHESION	1	3.3554769560557345	68
quintile_ols_t||top300 positive stat	quintile_ols_t	top300 positive stat	300	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_INFLAMMATORY_RESPONSE	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.792920962199313	1.6348176225635967e-07	3.7055866111441523e-06	KEGG_TIGHT_JUNCTION	17	4.17004329004329	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	4	11.238266666666666	GOBP_CELL_CELL_ADHESION	1	3.097363344051447	68
quintile_ols_t||p<0.01 & logFC>0.25	quintile_ols_t	p<0.01 & logFC>0.25	292	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_INFLAMMATORY_RESPONSE	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.951631125547238	1.1742677233340073e-07	2.66167350622375e-06	KEGG_TIGHT_JUNCTION	17	4.284291051414339	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	5	11.546164383561644	GOBP_CELL_CELL_ADHESION	1	3.1822226137514864	68
quintile_ols_t||p<0.05 & logFC>0.50	quintile_ols_t	p<0.05 & logFC>0.50	800	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_P53_PATHWAY	adhesion	2	1	HALLMARK_APICAL_JUNCTION	4	5.120528350515464	1.069777629786645e-14	1.8186219706372966e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	19	5.288277027027027	GOBP_KERATINIZATION	9	8.893920454545455	GOBP_CELL_CELL_ADHESION	1	2.9683065380493034	68
quintile_ols_t||p<0.05 & logFC>1	quintile_ols_t	p<0.05 & logFC>1	424	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_TNFA_SIGNALING_VIA_NFKB	adhesion	2	1	HALLMARK_APICAL_JUNCTION	4	7.0264539972767945	7.834501599817625e-14	1.065492217575197e-12	GOBP_TIGHT_JUNCTION_ORGANIZATION	27	5.372705252422234	GOBP_KERATINIZATION	8	14.19929245283019	GOBP_CELL_CELL_ADHESION	1	3.713426965156019	68
quintile_ols_logFC||p<0.01 & stat>0	quintile_ols_logFC	p<0.01 & stat>0	294	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_INFLAMMATORY_RESPONSE	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.911143838978891	1.2768216181897429e-07	2.894129001230084e-06	KEGG_TIGHT_JUNCTION	17	4.255146214329888	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	4	11.46761904761905	GOBP_CELL_CELL_ADHESION	1	3.1605748408688235	68
quintile_ols_logFC||top100 positive stat	quintile_ols_logFC	top100 positive stat	100	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	KRT_EPITHELIAL	GOBP_KERATINIZATION	HALLMARK_KRAS_SIGNALING_UP	keratin	2	2	HALLMARK_APICAL_JUNCTION	10	6.206701030927835	0.001306693804524767	0.008885517870768415	REACTOME_TIGHT_JUNCTION_INTERACTIONS	29	8.91925925925926	KRT_EPITHELIAL	1	84.99529411764706	GOBP_CELL_CELL_ADHESION	4	4.129817792068596	68
quintile_ols_logFC||top200 positive stat	quintile_ols_logFC	top200 positive stat	200	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	KRT_EPITHELIAL	adhesion	2	3	HALLMARK_APICAL_JUNCTION	12	6.827371134020619	7.213148038969663e-07	4.087450555416143e-06	REACTOME_TIGHT_JUNCTION_INTERACTIONS	31	8.91925925925926	GOBP_KERATINIZATION	2	30.102500000000003	GOBP_CELL_CELL_ADHESION	1	4.646045016077171	68
quintile_ols_logFC||top300 positive stat	quintile_ols_logFC	top300 positive stat	300	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	KRT_EPITHELIAL	adhesion	2	3	HALLMARK_APICAL_JUNCTION	12	6.620481099656358	3.141751267475095e-09	1.7803257182358875e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	30	4.3390990990991	GOBP_KERATINIZATION	2	25.541515151515153	GOBP_CELL_CELL_ADHESION	1	4.732082886745266	68
quintile_ols_logFC||p<0.01 & logFC>0.25	quintile_ols_logFC	p<0.01 & logFC>0.25	292	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_INFLAMMATORY_RESPONSE	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.951631125547238	1.1742677233340073e-07	2.66167350622375e-06	KEGG_TIGHT_JUNCTION	17	4.284291051414339	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	5	11.546164383561644	GOBP_CELL_CELL_ADHESION	1	3.1822226137514864	68
quintile_ols_logFC||p<0.05 & logFC>0.50	quintile_ols_logFC	p<0.05 & logFC>0.50	800	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_P53_PATHWAY	adhesion	2	1	HALLMARK_APICAL_JUNCTION	4	5.120528350515464	1.069777629786645e-14	1.8186219706372966e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	19	5.288277027027027	GOBP_KERATINIZATION	9	8.893920454545455	GOBP_CELL_CELL_ADHESION	1	2.9683065380493034	68
quintile_ols_logFC||p<0.05 & logFC>1	quintile_ols_logFC	p<0.05 & logFC>1	424	True	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	4.362213652486499	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_TNFA_SIGNALING_VIA_NFKB	adhesion	2	1	HALLMARK_APICAL_JUNCTION	4	7.0264539972767945	7.834501599817625e-14	1.065492217575197e-12	GOBP_TIGHT_JUNCTION_ORGANIZATION	27	5.372705252422234	GOBP_KERATINIZATION	8	14.19929245283019	GOBP_CELL_CELL_ADHESION	1	3.713426965156019	68
continuous_ols_t||p<0.01 & stat>0	continuous_ols_t	p<0.01 & stat>0	783	True	Cohort-adjusted OLS of log2 TMM-CPM+1 on within-cohort TACSTD2 z-score. Rank = t. logFC is the per-SD coefficient, not a Q4−Q1 fold-change.	1.9289225212927685	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_ESTROGEN_RESPONSE_EARLY	adhesion	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	5	5.074750957854406	1.447759974502568e-14	1.9689535653234927e-13	KEGG_TIGHT_JUNCTION	7	4.9928679239024065	KRT_EPITHELIAL	11	16.282623394185258	GOBP_CELL_CELL_ADHESION	1	2.9008937236752588	68
continuous_ols_t||top100 positive stat	continuous_ols_t	top100 positive stat	100	True	Cohort-adjusted OLS of log2 TMM-CPM+1 on within-cohort TACSTD2 z-score. Rank = t. logFC is the per-SD coefficient, not a Q4−Q1 fold-change.	1.9289225212927685	4	CUSTOM_EPITHELIAL_ADHESION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_APICAL_JUNCTION	adhesion	2	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	10.8369	1.5556257405685665e-07	5.289127517933126e-06	GOBP_TIGHT_JUNCTION_ORGANIZATION	12	9.762972972972973	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	7	19.265600000000003	CUSTOM_EPITHELIAL_ADHESION	1	52.35217391304347	68
continuous_ols_t||top200 positive stat	continuous_ols_t	top200 positive stat	200	True	Cohort-adjusted OLS of log2 TMM-CPM+1 on within-cohort TACSTD2 z-score. Rank = t. logFC is the per-SD coefficient, not a Q4−Q1 fold-change.	1.9289225212927685	4	CUSTOM_EPITHELIAL_ADHESION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	GOBP_CELL_CELL_ADHESION	adhesion	2	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	9.632800000000001	1.2430287236282317e-11	4.226297660335988e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	9	11.390135135135136	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	15	21.248823529411766	CUSTOM_EPITHELIAL_ADHESION	1	41.88173913043478	68
continuous_ols_t||top300 positive stat	continuous_ols_t	top300 positive stat	300	True	Cohort-adjusted OLS of log2 TMM-CPM+1 on within-cohort TACSTD2 z-score. Rank = t. logFC is the per-SD coefficient, not a Q4−Q1 fold-change.	1.9289225212927685	4	GOBP_CELL_CELL_ADHESION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	CUSTOM_EPITHELIAL_ADHESION	adhesion	2	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	8.027333333333333	9.255755521486615e-13	3.146956877305449e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	7	11.932522522522524	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	6	33.05372549019608	GOBP_CELL_CELL_ADHESION	1	3.785666309396213	68
continuous_ols_logFC||p<0.01 & stat>0	continuous_ols_logFC	p<0.01 & stat>0	783	True	Same continuous model. Rank = per-SD coefficient.	1.9289225212927685	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_ESTROGEN_RESPONSE_EARLY	adhesion	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	5	5.074750957854406	1.447759974502568e-14	1.9689535653234927e-13	KEGG_TIGHT_JUNCTION	7	4.9928679239024065	KRT_EPITHELIAL	11	16.282623394185258	GOBP_CELL_CELL_ADHESION	1	2.9008937236752588	68
continuous_ols_logFC||top100 positive stat	continuous_ols_logFC	top100 positive stat	100	True	Same continuous model. Rank = per-SD coefficient.	1.9289225212927685	4	GOBP_KERATINIZATION	KRT_EPITHELIAL	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	keratin	2	3	HALLMARK_APICAL_JUNCTION	5	9.930721649484536	1.5167162886395353e-06	1.9281065253510925e-05	REACTOME_TIGHT_JUNCTION_INTERACTIONS	16	17.83851851851852	GOBP_KERATINIZATION	1	38.31227272727273	GOBP_CELL_CELL_ADHESION	4	4.129817792068596	68
continuous_ols_logFC||top200 positive stat	continuous_ols_logFC	top200 positive stat	200	True	Same continuous model. Rank = per-SD coefficient.	1.9289225212927685	4	GOBP_KERATINIZATION	KRT_EPITHELIAL	GOBP_CELL_CELL_ADHESION	keratin	2	3	HALLMARK_APICAL_JUNCTION	7	8.068711340206185	9.534816667623147e-09	9.262393334262486e-08	REACTOME_TIGHT_JUNCTION_INTERACTIONS	26	8.91925925925926	GOBP_KERATINIZATION	1	32.83909090909091	GOBP_CELL_CELL_ADHESION	3	4.000760986066452	68
continuous_ols_logFC||top300 positive stat	continuous_ols_logFC	top300 positive stat	300	True	Same continuous model. Rank = per-SD coefficient.	1.9289225212927685	4	GOBP_CELL_CELL_ADHESION	KRT_EPITHELIAL	GOBP_KERATINIZATION	adhesion	2	3	HALLMARK_APICAL_JUNCTION	8	6.620481099656358	3.141751267475095e-09	2.670488577353831e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	25	5.423873873873874	KRT_EPITHELIAL	2	42.497647058823524	GOBP_CELL_CELL_ADHESION	1	4.129817792068596	68
continuous_fisherz||p<0.01 & stat>0	continuous_fisherz	p<0.01 & stat>0	457	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	6.519073292878251	3.9600879867525436e-13	1.3464299154958649e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	11	8.545271748772842	GOBP_KERATINIZATION	7	13.173960612691465	GOBP_CELL_CELL_ADHESION	3	2.8804801339646935	68
continuous_fisherz||top100 positive stat	continuous_fisherz	top100 positive stat	100	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	GOBP_KERATINIZATION	adhesion	2	3	HALLMARK_APICAL_JUNCTION	2	8.68938144329897	1.6805475988500448e-05	0.0005713861836090153	GOBP_TIGHT_JUNCTION_ORGANIZATION	8	13.017297297297297	GOBP_KERATINIZATION	3	21.892727272727274	GOBP_CELL_CELL_ADHESION	1	4.129817792068596	68
continuous_fisherz||top200 positive stat	continuous_fisherz	top200 positive stat	200	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	CUSTOM_EPITHELIAL_ADHESION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_APICAL_JUNCTION	adhesion	2	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	8.428700000000001	1.4353471312852691e-09	4.880180246369915e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	8	11.390135135135136	GOBP_KERATINIZATION	6	19.156136363636364	CUSTOM_EPITHELIAL_ADHESION	1	36.646521739130435	68
continuous_fisherz||top300 positive stat	continuous_fisherz	top300 positive stat	300	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	GOBP_KERATINIZATION	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	HALLMARK_APICAL_JUNCTION	keratin	2	3	HALLMARK_APICAL_JUNCTION	3	6.620481099656358	3.141751267475095e-09	7.12130287294355e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	8.6781981981982	GOBP_KERATINIZATION	1	18.243939393939396	GOBP_CELL_CELL_ADHESION	4	3.0113254733833514	68
continuous_fisherz||p<0.01 & logFC>0.25	continuous_fisherz	p<0.01 & logFC>0.25	451	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	6.605801540677075	2.980489688418586e-13	1.0133664940623193e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	10	8.65895607359022	GOBP_KERATINIZATION	7	13.349223946784923	GOBP_CELL_CELL_ADHESION	3	2.918801377432073	68
continuous_fisherz||p<0.05 & logFC>0.50	continuous_fisherz	p<0.05 & logFC>0.50	766	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	1	HALLMARK_APICAL_JUNCTION	4	5.6719200021533736	6.65241073938886e-17	1.0699800329816582e-15	KEGG_TIGHT_JUNCTION	19	4.082940558136381	GOBP_KERATINIZATION	7	12.8612627581296	GOBP_CELL_CELL_ADHESION	1	3.2685405175477626	68
continuous_fisherz||p<0.05 & logFC>1	continuous_fisherz	p<0.05 & logFC>1	315	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	KRT_EPITHELIAL	adhesion	2	3	HALLMARK_APICAL_JUNCTION	9	6.699296350842743	8.277289899931609e-10	6.253952368837216e-09	GOBP_TIGHT_JUNCTION_ORGANIZATION	30	4.132475332475332	GOBP_KERATINIZATION	2	22.58773448773449	GOBP_CELL_CELL_ADHESION	1	3.8512189727623807	68
continuous_fisherz||fdr<0.25 & logFC>0	continuous_fisherz	fdr<0.25 & logFC>0	275	True	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	52.311707611526714	4	GOBP_KERATINIZATION	CUSTOM_EPITHELIAL_ADHESION	HALLMARK_APICAL_JUNCTION	keratin	2	3	HALLMARK_APICAL_JUNCTION	3	6.7709465791940024	7.345259988660049e-09	1.6649255974296113e-07	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	8.283734643734643	GOBP_KERATINIZATION	1	17.91223140495868	CUSTOM_EPITHELIAL_ADHESION	2	26.65201581027668	68
cohort_residual_spearman||p<0.01 & stat>0	cohort_residual_spearman	p<0.01 & stat>0	539	True	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	other	2	2	HALLMARK_APICAL_JUNCTION	3	5.296999024539525	8.327105005383294e-11	1.8874771345535466e-09	KEGG_TIGHT_JUNCTION	12	4.641977688359877	GOBP_KERATINIZATION	4	12.185191431944679	GOBP_CELL_CELL_ADHESION	2	2.729587362568529	68
cohort_residual_spearman||top100 positive stat	cohort_residual_spearman	top100 positive stat	100	True	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	CUSTOM_EPITHELIAL_ADHESION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	GOBP_KERATINIZATION	adhesion	2	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	10.8369	1.5556257405685665e-07	5.289127517933126e-06	GOBP_TIGHT_JUNCTION_ORGANIZATION	12	9.762972972972973	GOBP_KERATINIZATION	3	27.365909090909092	CUSTOM_EPITHELIAL_ADHESION	1	52.35217391304347	68
cohort_residual_spearman||top200 positive stat	cohort_residual_spearman	top200 positive stat	200	True	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	GOBP_KERATINIZATION	HALLMARK_P53_PATHWAY	keratin	2	2	HALLMARK_APICAL_JUNCTION	5	6.827371134020619	7.213148038969663e-07	9.809881332998742e-06	KEGG_TIGHT_JUNCTION	14	4.6912987012987015	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	1	42.49764705882353	GOBP_CELL_CELL_ADHESION	4	3.2264201500535905	68
cohort_residual_spearman||top300 positive stat	cohort_residual_spearman	top300 positive stat	300	True	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	HALLMARK_P53_PATHWAY	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	CUSTOM_EPITHELIAL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	6	5.37914089347079	1.0539103843809837e-06	1.194431768965115e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	11	7.593423423423424	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2	33.05372549019608	CUSTOM_EPITHELIAL_ADHESION	3	24.431014492753622	68
cohort_residual_spearman||p<0.01 & logFC>0.25	cohort_residual_spearman	p<0.01 & logFC>0.25	521	True	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	other	2	2	HALLMARK_APICAL_JUNCTION	3	5.480004748995785	4.247287081947685e-11	9.627184052414753e-10	KEGG_TIGHT_JUNCTION	12	4.802353117132387	GOBP_KERATINIZATION	5	12.606176932472518	GOBP_CELL_CELL_ADHESION	2	2.8238917244231043	68
cohort_residual_spearman||p<0.05 & logFC>0.50	cohort_residual_spearman	p<0.05 & logFC>0.50	845	False	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.58235832367474	4.34817569299574e-18	8.262387311545751e-17	GOBP_TIGHT_JUNCTION_ORGANIZATION	25	5.006652806652807	GOBP_KERATINIZATION	9	11.011135018827327	GOBP_CELL_CELL_ADHESION	1	3.268420885734762	68
cohort_residual_spearman||p<0.05 & logFC>1	cohort_residual_spearman	p<0.05 & logFC>1	328	True	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	1.0	4	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	KRT_EPITHELIAL	adhesion	2	3	HALLMARK_APICAL_JUNCTION	11	6.43377545888861	1.5297676019873672e-09	9.456745175921907e-09	GOBP_TIGHT_JUNCTION_ORGANIZATION	30	3.9686882003955173	GOBP_KERATINIZATION	2	21.692488913525498	GOBP_CELL_CELL_ADHESION	1	4.013351893969101	68
