spec	rank_name	weight	eligible	n_high	n_low	n_cohorts	qc_delta	note	top1	top2	top3	top1_family	lead_priority	n_story_top3	junction_term	junction_rank	junction_effect	junction_p	junction_fdr	strict_tj_term	strict_tj_rank	strict_tj_effect	keratin_term	keratin_rank	keratin_effect	adhesion_term	adhesion_rank	adhesion_effect	n_sets
q4q1_ols_t__w1	q4q1_ols_t	1.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_KERATINIZATION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	HALLMARK_APICAL_JUNCTION	9	2.515733390900883	0.0009990009990009	0.0015565829519317	GOBP_TIGHT_JUNCTION_ORGANIZATION	24	2.0963140942669125	GOBP_KERATINIZATION	2	2.941179455540865	CUSTOM_EPITHELIAL_ADHESION	8	2.5606948965851632	67
q4q1_ols_t__w0	q4q1_ols_t	0.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	12	4.003846408158032	0.0009990009990009	0.0015936444507873	KEGG_TIGHT_JUNCTION	19	3.3365835632688987	GOBP_KERATINIZATION	8	4.4195705972312345	GOBP_CELL_CELL_ADHESION	2	5.72218331586695	67
q4q1_ols_logFC__w1	q4q1_ols_logFC	1.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_KERATINIZATION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	HALLMARK_APICAL_JUNCTION	14	2.276431830269724	0.0009990009990009	0.0015212060666606	GOBP_TIGHT_JUNCTION_ORGANIZATION	23	2.0000505543643508	GOBP_KERATINIZATION	2	2.641965895870107	CUSTOM_EPITHELIAL_ADHESION	15	2.2696199133135257	67
q4q1_ols_logFC__w0	q4q1_ols_logFC	0.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	other	2	1	HALLMARK_APICAL_JUNCTION	7	5.419739415474402	0.0009990009990009	0.0013944388944388	KEGG_TIGHT_JUNCTION	26	3.798397543880865	GOBP_KERATINIZATION	16	4.698662215332285	GOBP_CELL_CELL_ADHESION	3	7.246287844023408	67
q4q1_signed_logp__w1	q4q1_signed_logp	1.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_INFLAMMATORY_RESPONSE	other	2	0	HALLMARK_APICAL_JUNCTION	8	2.4010113337633645	0.0009990009990009	0.0015565829519317	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	2.0176763524412	GOBP_KERATINIZATION	4	2.5073204201004207	CUSTOM_EPITHELIAL_ADHESION	11	2.2623084306428227	67
q4q1_signed_logp__w0	q4q1_signed_logp	0.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	1	HALLMARK_APICAL_JUNCTION	10	4.1209234655407165	0.0009990009990009	0.0015936444507873	KEGG_TIGHT_JUNCTION	19	3.300360036099048	GOBP_KERATINIZATION	8	4.304453766676861	GOBP_CELL_CELL_ADHESION	2	5.6814112055899	67
q4q1_moderated_t__w1	q4q1_moderated_t	1.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_KERATINIZATION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	HALLMARK_APICAL_JUNCTION	10	2.566539907024594	0.0009990009990009	0.0014550666724579	GOBP_TIGHT_JUNCTION_ORGANIZATION	24	2.170646785033884	GOBP_KERATINIZATION	2	2.8912606102584686	CUSTOM_EPITHELIAL_ADHESION	11	2.559441905288181	67
q4q1_moderated_t__w0	q4q1_moderated_t	0.0	True	15	19	4	3.867005931364888	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	1	HALLMARK_APICAL_JUNCTION	10	4.441366873764374	0.0009990009990009	0.0015565829519317	KEGG_TIGHT_JUNCTION	21	3.574614981085994	GOBP_KERATINIZATION	8	4.571585666398317	GOBP_CELL_CELL_ADHESION	2	6.192918762831854	67
q4q1_mean_logFC__w1	q4q1_mean_logFC	1.0	True	15	19	4	3.867005931364888	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_KERATINIZATION	other	2	1	HALLMARK_APICAL_JUNCTION	11	2.2799160931089277	0.0009990009990009	0.0014874014874014	GOBP_TIGHT_JUNCTION_ORGANIZATION	28	1.9222281297770136	GOBP_KERATINIZATION	3	2.564036085317387	CUSTOM_EPITHELIAL_ADHESION	12	2.2373204892390355	67
q4q1_mean_logFC__w0	q4q1_mean_logFC	0.0	True	15	19	4	3.867005931364888	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	other	2	1	HALLMARK_APICAL_JUNCTION	7	5.176471925881328	0.0009990009990009	0.0013944388944388	KEGG_TIGHT_JUNCTION	26	3.801166362277369	GOBP_KERATINIZATION	14	4.5632424268483405	GOBP_CELL_CELL_ADHESION	3	7.315824876471415	67
q4q1_min_cohort_logFC__w1	q4q1_min_cohort_logFC	1.0	False	15	19	4	3.867005931364888	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	CUSTOM_EPITHELIAL_ADHESION	KRT_EPITHELIAL	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	adhesion	2	3	GOBP_APICAL_JUNCTION_ASSEMBLY	7	-0.7467483422501722	0.961038961038961	1.0	GOBP_TIGHT_JUNCTION_ORGANIZATION	18	-0.9700722518786864	KRT_EPITHELIAL	2	1.5914075219775128	CUSTOM_EPITHELIAL_ADHESION	1	1.798962606772556	67
q4q1_min_cohort_logFC__w0	q4q1_min_cohort_logFC	0.0	True	15	19	4	3.867005931364888	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	CUSTOM_EPITHELIAL_ADHESION	HALLMARK_P53_PATHWAY	other	2	1	HALLMARK_APICAL_JUNCTION	4	2.5009206870536325	0.0009990009990009	0.0024790024790024	KEGG_TIGHT_JUNCTION	11	1.544954410265737	KRT_EPITHELIAL	6	2.144052776055485	CUSTOM_EPITHELIAL_ADHESION	2	2.980796824547045	67
q4q1_concordance_weighted_logFC__w1	q4q1_concordance_weighted_logFC	1.0	True	15	19	4	3.867005931364888	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	KRT_EPITHELIAL	CUSTOM_EPITHELIAL_ADHESION	GOBP_KERATINIZATION	keratin	2	3	REACTOME_TIGHT_JUNCTION_INTERACTIONS	10	1.4956422690137248	0.0059940059940059	0.0095618667047238	REACTOME_TIGHT_JUNCTION_INTERACTIONS	10	1.4956422690137248	KRT_EPITHELIAL	1	1.6353856443058306	CUSTOM_EPITHELIAL_ADHESION	2	1.6094754339536357	67
q4q1_concordance_weighted_logFC__w0	q4q1_concordance_weighted_logFC	0.0	True	15	19	4	3.867005931364888	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	HALLMARK_APICAL_JUNCTION	8	5.379219517458684	0.0009990009990009	0.0013944388944388	KEGG_TIGHT_JUNCTION	23	4.1619716695055775	GOBP_KERATINIZATION	18	4.451366192757587	GOBP_CELL_CELL_ADHESION	2	7.921661852622633	67
