spec	rank_name	weight	eligible	n_high	n_low	n_cohorts	qc_delta	note	top1	top2	top3	top1_family	lead_priority	n_story_top3	junction_term	junction_rank	junction_effect	junction_p	junction_fdr	strict_tj_term	strict_tj_rank	strict_tj_effect	keratin_term	keratin_rank	keratin_effect	adhesion_term	adhesion_rank	adhesion_effect	n_sets
q4q1_stouffer_z__w1	q4q1_stouffer_z	1.0	True	15	19	4	3.867005931364888	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INFLAMMATORY_RESPONSE	GOBP_KERATINOCYTE_DIFFERENTIATION	other	2	1	HALLMARK_APICAL_JUNCTION	4	2.6181071966770086	0.0009990009990009	0.0014874014874014	GOBP_TIGHT_JUNCTION_ORGANIZATION	20	2.130804951247582	GOBP_KERATINOCYTE_DIFFERENTIATION	3	2.626299699627505	CUSTOM_EPITHELIAL_ADHESION	5	2.5555055384520924	67
q4q1_stouffer_z__w0	q4q1_stouffer_z	0.0	True	15	19	4	3.867005931364888	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	1	HALLMARK_APICAL_JUNCTION	5	4.628423641935819	0.0009990009990009	0.0016325138276357	KEGG_TIGHT_JUNCTION	22	3.2277800372461942	GOBP_KERATINIZATION	14	3.777320695409114	GOBP_CELL_CELL_ADHESION	2	5.43187508713652	67
median_ols_t__w1	median_ols_t	1.0	True	34	30	4	2.4848196274509355	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	0	HALLMARK_APICAL_JUNCTION	10	2.488451970034899	0.0009990009990009	0.0016733266733266	KEGG_TIGHT_JUNCTION	21	2.2060843779678367	GOBP_KERATINIZATION	5	2.6899568613296743	CUSTOM_EPITHELIAL_ADHESION	13	2.4484025444397166	67
median_ols_t__w0	median_ols_t	0.0	True	34	30	4	2.4848196274509355	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INTERFERON_GAMMA_RESPONSE	GOBP_CELL_CELL_ADHESION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	8	4.605822819628836	0.0009990009990009	0.0017162324854632	KEGG_TIGHT_JUNCTION	25	3.0339101693121067	GOBP_KERATINIZATION	16	3.6657852802015287	GOBP_CELL_CELL_ADHESION	3	6.115508644469367	67
median_ols_logFC__w1	median_ols_logFC	1.0	True	34	30	4	2.4848196274509355	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INTERFERON_GAMMA_RESPONSE	GOBP_KERATINIZATION	other	2	1	HALLMARK_APICAL_JUNCTION	10	2.1906906312685264	0.0009990009990009	0.0017162324854632	GOBP_TIGHT_JUNCTION_ORGANIZATION	26	1.8564343184664405	GOBP_KERATINIZATION	3	2.489459409836006	CUSTOM_EPITHELIAL_ADHESION	14	2.131781927888168	67
median_ols_logFC__w0	median_ols_logFC	0.0	True	34	30	4	2.4848196274509355	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	10	4.97174232418346	0.0009990009990009	0.0015936444507873	KEGG_TIGHT_JUNCTION	26	3.4049278763810498	GOBP_KERATINIZATION	20	4.3202107321377925	GOBP_CELL_CELL_ADHESION	3	7.907198507227799	67
tercile_ols_t__w1	tercile_ols_t	1.0	True	22	22	4	3.3751807030492715	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	GOBP_KERATINIZATION	HALLMARK_TNFA_SIGNALING_VIA_NFKB	CUSTOM_EPITHELIAL_ADHESION	keratin	2	2	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	10	2.3981956386411905	0.0009990009990009	0.0015936444507873	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	2.336707539184059	GOBP_KERATINIZATION	1	2.8655138703057568	CUSTOM_EPITHELIAL_ADHESION	3	2.779141397339785	67
tercile_ols_t__w0	tercile_ols_t	0.0	True	22	22	4	3.3751807030492715	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	other	2	0	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	7	4.000227206802864	0.0009990009990009	0.0016325138276357	KEGG_TIGHT_JUNCTION	20	3.08024275156281	GOBP_KERATINIZATION	9	3.847486907399309	CUSTOM_EPITHELIAL_ADHESION	5	4.122191481845252	67
tercile_ols_logFC__w1	tercile_ols_logFC	1.0	True	22	22	4	3.3751807030492715	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	GOBP_KERATINIZATION	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INFLAMMATORY_RESPONSE	keratin	2	1	HALLMARK_APICAL_JUNCTION	14	2.141892605482971	0.0009990009990009	0.0015565829519317	GOBP_TIGHT_JUNCTION_ORGANIZATION	20	2.0091331548321807	GOBP_KERATINIZATION	1	2.573131620057476	CUSTOM_EPITHELIAL_ADHESION	6	2.321436797671068	67
tercile_ols_logFC__w0	tercile_ols_logFC	0.0	True	22	22	4	3.3751807030492715	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	other	2	1	GOBP_CELL_JUNCTION_ORGANIZATION	9	4.728135085762258	0.0009990009990009	0.0015212060666606	KEGG_TIGHT_JUNCTION	28	3.46370606238706	GOBP_KERATINIZATION	13	4.383229288556617	GOBP_CELL_CELL_ADHESION	3	6.136732804529603	67
quintile_ols_t__w1	quintile_ols_t	1.0	True	15	15	4	4.362213652486499	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INFLAMMATORY_RESPONSE	GOBP_KERATINIZATION	other	2	1	HALLMARK_APICAL_JUNCTION	7	2.482211396024685	0.0009990009990009	0.0016733266733266	GOBP_TIGHT_JUNCTION_ORGANIZATION	20	2.1868149680778743	GOBP_KERATINIZATION	3	2.688394824978768	CUSTOM_EPITHELIAL_ADHESION	5	2.5496669715676625	67
quintile_ols_t__w0	quintile_ols_t	0.0	True	15	15	4	4.362213652486499	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS t.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INTERFERON_GAMMA_RESPONSE	GOBP_CELL_CELL_ADHESION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	7	4.352773969877838	0.0009990009990009	0.0016733266733266	KEGG_TIGHT_JUNCTION	19	3.1806703792859223	GOBP_KERATINIZATION	10	4.133717508762919	GOBP_CELL_CELL_ADHESION	3	5.133295418279228	67
quintile_ols_logFC__w1	quintile_ols_logFC	1.0	True	15	15	4	4.362213652486499	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_KERATINIZATION	HALLMARK_INFLAMMATORY_RESPONSE	other	2	1	HALLMARK_APICAL_JUNCTION	11	2.3004023430118403	0.0009990009990009	0.0015212060666606	GOBP_TIGHT_JUNCTION_ORGANIZATION	24	2.0298259877330938	GOBP_KERATINIZATION	2	2.595639218934552	CUSTOM_EPITHELIAL_ADHESION	15	2.218078188002087	67
quintile_ols_logFC__w0	quintile_ols_logFC	0.0	True	15	15	4	4.362213652486499	Within-cohort TACSTD2 top vs bottom quintile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	6	5.615603007037152	0.0009990009990009	0.0014550666724579	KEGG_TIGHT_JUNCTION	26	3.778932738472495	GOBP_KERATINIZATION	17	4.465704996858355	GOBP_CELL_CELL_ADHESION	2	7.502253205897023	67
continuous_ols_t__w1	continuous_ols_t	1.0	True	64	64	4	1.9289225212927685	Cohort-adjusted OLS of log2 TMM-CPM+1 on within-cohort TACSTD2 z-score. Rank = t. logFC is the per-SD coefficient, not a Q4−Q1 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_KERATINIZATION	HALLMARK_P53_PATHWAY	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	16	2.241710464096277	0.0009990009990009	0.0014874014874014	KEGG_TIGHT_JUNCTION	17	2.2307664940278493	GOBP_KERATINIZATION	2	2.9571687892694807	CUSTOM_EPITHELIAL_ADHESION	7	2.756945365348529	67
continuous_ols_t__w0	continuous_ols_t	0.0	True	64	64	4	1.9289225212927685	Cohort-adjusted OLS of log2 TMM-CPM+1 on within-cohort TACSTD2 z-score. Rank = t. logFC is the per-SD coefficient, not a Q4−Q1 fold-change.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	other	2	0	KEGG_TIGHT_JUNCTION	23	3.4981456112458305	0.0009990009990009	0.0016733266733266	KEGG_TIGHT_JUNCTION	23	3.4981456112458305	GOBP_KERATINIZATION	7	4.73699664590557	GOBP_CELL_CELL_ADHESION	4	5.3091825024272765	67
continuous_ols_logFC__w1	continuous_ols_logFC	1.0	True	64	64	4	1.9289225212927685	Same continuous model. Rank = per-SD coefficient.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	other	2	0	GOBP_TIGHT_JUNCTION_ORGANIZATION	17	2.063473901984048	0.0009990009990009	0.0016325138276357	GOBP_TIGHT_JUNCTION_ORGANIZATION	17	2.063473901984048	GOBP_KERATINIZATION	4	2.512198627090397	CUSTOM_EPITHELIAL_ADHESION	13	2.2056206925669217	67
continuous_ols_logFC__w0	continuous_ols_logFC	0.0	True	64	64	4	1.9289225212927685	Same continuous model. Rank = per-SD coefficient.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	other	2	1	HALLMARK_APICAL_JUNCTION	14	4.918045819409954	0.0009990009990009	0.0013386613386613	KEGG_TIGHT_JUNCTION	25	4.071500706255078	GOBP_KERATINIZATION	15	4.893041809364611	GOBP_CELL_CELL_ADHESION	2	7.619344039452481	67
continuous_fisherz__w1	continuous_fisherz	1.0	True	64	64	4	52.311707611526714	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INFLAMMATORY_RESPONSE	GOBP_KERATINIZATION	other	2	1	GOBP_APICAL_JUNCTION_ASSEMBLY	5	2.5063022192240587	0.0009990009990009	0.0015936444507873	GOBP_TIGHT_JUNCTION_ORGANIZATION	16	2.310574198251236	GOBP_KERATINIZATION	3	2.6483182733607675	CUSTOM_EPITHELIAL_ADHESION	4	2.5603396584851734	67
continuous_fisherz__w0	continuous_fisherz	0.0	True	64	64	4	52.311707611526714	Inverse-variance Fisher-z meta of within-cohort Spearman(gene, TACSTD2). ORA fold-change filter uses the Q4−Q1 mean logFC.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	7	4.606747956593984	0.0009990009990009	0.0016733266733266	KEGG_TIGHT_JUNCTION	25	3.2802596863664384	GOBP_KERATINIZATION	8	4.564081520256507	GOBP_CELL_CELL_ADHESION	2	6.366570601314993	67
cohort_residual_spearman__w1	cohort_residual_spearman	1.0	True	64	64	4	1.0	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_INFLAMMATORY_RESPONSE	GOBP_KERATINIZATION	other	2	1	HALLMARK_APICAL_JUNCTION	5	2.564105575332725	0.0009990009990009	0.0015565829519317	GOBP_TIGHT_JUNCTION_ORGANIZATION	18	2.297009135779017	GOBP_KERATINIZATION	3	2.6345337244975453	CUSTOM_EPITHELIAL_ADHESION	8	2.482643255481402	67
cohort_residual_spearman__w0	cohort_residual_spearman	0.0	True	64	64	4	1.0	Spearman correlation after subtracting cohort means from the gene and from TACSTD2. ORA fold-change filter uses the Q4−Q1 mean logFC.	HALLMARK_TNFA_SIGNALING_VIA_NFKB	GOBP_CELL_CELL_ADHESION	HALLMARK_INTERFERON_GAMMA_RESPONSE	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	6	4.634010541465823	0.0009990009990009	0.0017162324854632	KEGG_TIGHT_JUNCTION	22	3.411908263780087	GOBP_KERATINIZATION	8	4.370716375227931	GOBP_CELL_CELL_ADHESION	2	5.842720139314676	67
