gene	label	family	ensembl	n	rho	p	ci_low	ci_high	tested	partial_wes_n	partial_wes_rho	partial_wes_p	partial_wes_ci_low	partial_wes_ci_high	partial_wes_tested	partial_wgs_n	partial_wgs_rho	partial_wgs_p	partial_wgs_tested	endpoint_vs_wes_n	endpoint_vs_wes_rho	endpoint_vs_wes_p	q	call_q
HLA-E	HLA-E	HLA-exploratory	ENSG00000204592	79	-0.1195715676728335	0.29389894108178083	-0.3319068446173809	0.10429627297508794	True	77	-0.08539360557014054	0.46025930859299874	-0.3035663187737027	0.1412875427487838	True	75	-0.09741386410539622	0.4057255261535674	True	108	-0.2801253224611657	0.0033215398336165396	0.6048677282591889	NULL
HLA-F	HLA-F	HLA-exploratory	ENSG00000204642	79	-0.08551606621226876	0.4536507961943917	-0.30093621803526377	0.13820763351022475	True	77	-0.05420003703354147	0.6396640047612607	-0.27484237567755504	0.1718651798941883	True	75	-0.005416955498998638	0.9632109379566636	True	108	-0.1510883634016795	0.11855670032766445	0.6048677282591889	NULL
HLA-G	HLA-G	HLA-exploratory	ENSG00000204632	36	-0.13564993564993566	0.4302101996781781	-0.4443814364142235	0.20188288503162508	True	35	-0.10548500770698824	0.5464554371908924	-0.4238327649281885	0.23605962624543003	True	35	-0.13351738264627014	0.44448255844502005	True	53	-0.1855527498741054	0.18344634156844347	0.6048677282591889	NULL
HLA-DRA	HLA-DRA	HLA-exploratory	ENSG00000204287	79	-0.006256085686465433	0.9563619160793905	-0.2270524091766228	0.21515193271091412	True	77	0.013963439359428797	0.9040629936136461	-0.21067427948429307	0.2372004234246168	True	75	0.013735787257035394	0.9068894308091823	True	108	-0.015670613033833682	0.8721180808949885	0.9563619160793905	NULL
B2M	B2M	HLA-exploratory	ENSG00000166710	0					False	0					False	0			False	0				NOT_TESTED
