layer	grid	imputation	method	nhej_panel	immune_panel	n_nhej	n_immune	n	n_low	n_high	pattern_effect	pattern_p_two	pattern_p_one	nhej_effect	nhej_p_two	nhej_p_one	immune_effect	immune_p_two	immune_p_one	full_match	worse_arm_p	effect_kind	approx
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+TBK1+IRF3+HLA-B	2	4	79	20.0	59.0	0.45746040716375475	0.015588025902600644	0.007794012951300322	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.17696018994511187	0.03356332746385615	0.016781663731928076	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+TBK1+IRF3+HLA-C	2	4	79	20.0	59.0	0.5544015677314266	0.01709783876350403	0.008548919381752016	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.194413142053487	0.060485761665938526	0.030242880832969263	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	TBK1	2	1	79	20.0	59.0	0.8040598889957375	0.018734461482797685	0.009367230741398842	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.3508539412894627	0.051788929412341825	0.025894464706170912	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	TBK1+IRF3+HLA-C	2	3	79	20.0	59.0	0.4736768143858406	0.019309661409133982	0.009654830704566991	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.3968155148408798	0.10327221795068246	0.05163610897534123	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	TBK1+IRF3+HLA-B	2	3	79	20.0	59.0	0.48417944755962916	0.02378556069007119	0.011892780345035594	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.3558216476915639	0.04536464192287325	0.022682320961436624	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+IRF3+HLA-B	2	3	79	20.0	59.0	0.5043322950120797	0.024493368858086048	0.012246684429043024	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.15772672998936865	0.07212740146258982	0.03606370073129491	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	IRF3+HLA-B	2	2	79	20.0	59.0	0.4391770158847268	0.0267273641152655	0.01336368205763275	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.3139761136216394	0.0985871269183359	0.04929356345916795	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+TBK1	2	2	79	20.0	59.0	0.6159487572932683	0.029135181950781623	0.014567590975390812	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.25450331612425925	0.051788929412341825	0.025894464706170912	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+TBK1+IRF3+HLA-A	2	4	79	20.0	59.0	0.328031568902151	0.029978229153820053	0.014989114576910026	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.22809433758470501	0.06526889631532969	0.03263444815766484	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	TBK1+IRF3+HLA-A	2	3	79	20.0	59.0	0.40926076465490335	0.03263429789608599	0.016317148948042995	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.270182425293073	0.0897267423345606	0.0448633711672803	True	0.05531490615368794	median_low_minus_high	True
phospho_median	core_subsets	complete	spearman	XRCC5+XRCC6	IRF3+HLA-A	2	2	79			-0.22224926971762415	0.048998554490062095	0.024499277245031047	0.17867575462512172	0.11514138267325624	0.05757069133662812	-0.18454235637779942	0.10349925276593103	0.05174962638296551	True	0.05757069133662812	rho	True
phospho_median	core_subsets	complete	spearman	XRCC5+XRCC6	IRF3	2	1	79			-0.21881694255111978	0.05269199773621316	0.02634599886810658	0.17867575462512172	0.11514138267325624	0.05757069133662812	-0.23366601752677701	0.03821413801250586	0.01910706900625293	True	0.05757069133662812	rho	True
phospho_median	core_subsets	complete	q1_rest	XRCC5+XRCC6	IRF3	2	1	79	20.0	59.0	0.8594468084957447	0.02176756183100364	0.01088378091550182	-0.3211618253448057	0.1265819351670766	0.0632909675835383	0.3618678289433682	0.02831261839305643	0.014156309196528214	True	0.0632909675835383	median_low_minus_high	True
phospho_median	core_subsets	complete	median_wes	XRCC5	IRF3+HLA-A	1	2	77	39.0	38.0	0.5867373227370243	0.0475123590706164	0.0237561795353082	-0.3588014770910746	0.13027368964524863	0.06513684482262432	0.41886821901410426	0.11545144354902356	0.05772572177451178	True	0.06513684482262432	median_low_minus_high	True
phospho_median	core_subsets	complete	median_wes	XRCC5	IRF3	1	1	77	39.0	38.0	0.6156374663561518	0.0629648453210431	0.03148242266052155	-0.3588014770910746	0.13027368964524863	0.06513684482262432	0.37297959965504357	0.009799129626147431	0.0048995648130737155	True	0.06513684482262432	median_low_minus_high	True
phospho_median	core_subsets	complete	tertile	PRKDC+XRCC5+XRCC6	IRF3	3	1	54	27.0	27.0	0.5796933681554319	0.03632263593523609	0.018161317967618044	-0.16694226395517192	0.1322988937538611	0.06614944687693056	0.3322116950038079	0.029272509186304533	0.014636254593152266	True	0.06614944687693056	median_low_minus_high	True
phospho_median	core_subsets	complete	tertile	PRKDC+XRCC5+XRCC6	IRF3+HLA-A	3	2	54	27.0	27.0	0.4506744602595796	0.13680417799366565	0.06840208899683282	-0.16694226395517192	0.1322988937538611	0.06614944687693056	0.2168807415449108	0.12790940188317093	0.06395470094158547	True	0.06614944687693056	median_low_minus_high	True
phospho_median	core_subsets	complete	partial_wes	XRCC5+XRCC6	IRF3	2	1	77			-0.18481788434310067	0.10758579675288041	0.053792898376440204	0.17297013546020482	0.13249255030484536	0.06624627515242268	-0.18715252281076958	0.10313716413029098	0.05156858206514549	True	0.06624627515242268	rho	True
