layer	grid	imputation	method	nhej_panel	immune_panel	n_nhej	n_immune	n	n_low	n_high	pattern_effect	pattern_p_two	pattern_p_one	nhej_effect	nhej_p_two	nhej_p_one	immune_effect	immune_p_two	immune_p_one	full_match	worse_arm_p	effect_kind	approx
phospho_median	core_subsets	complete	spearman	XRCC5	IRF3	1	1	79			-0.23154819863680623	0.040049730074363556	0.020024865037181778	0.20231256085686466	0.07376452148027574	0.03688226074013787	-0.23366601752677701	0.03821413801250586	0.01910706900625293	True	0.03688226074013787	rho	True
phospho_median	core_subsets	complete	q1_rest	PRKDC+XRCC5+XRCC6	IRF3	3	1	79	20.0	59.0	0.48037945598800613	0.014196789764185163	0.007098394882092581	-0.29633619402460964	0.08554332928120895	0.04277166464060447	0.3618678289433682	0.02831261839305643	0.014156309196528214	True	0.04277166464060447	median_low_minus_high	True
phospho_median	core_subsets	complete	q1_q4	PRKDC+XRCC5+XRCC6	IRF3	3	1	40	20.0	20.0	0.5746793450794719	0.04679161534600049	0.023395807673000243	-0.30703250805093446	0.04679161534600049	0.023395807673000243	0.2517780620137652	0.09090738325062647	0.045453691625313236	True	0.045453691625313236	median_low_minus_high	True
phospho_median	core_subsets	complete	q1_q4	XRCC5+XRCC6	IRF3	2	1	40	20.0	20.0	0.9294306834583983	0.04986369021054049	0.024931845105270245	-0.6481499525113035	0.06786818721248442	0.03393409360624221	0.2517780620137652	0.09090738325062647	0.045453691625313236	True	0.045453691625313236	median_low_minus_high	True
phospho_median	core_subsets	complete	q1_q4	XRCC6	IRF3	1	1	40	20.0	20.0	1.0628026241245228	0.08585487995041037	0.042927439975205185	-0.8585503361952281	0.06389223492711604	0.03194611746355802	0.2517780620137652	0.09090738325062647	0.045453691625313236	True	0.045453691625313236	median_low_minus_high	True
phospho_median	core_subsets	complete	q1_q4	XRCC5	IRF3	1	1	40	20.0	20.0	1.101304600305481	0.1332831707493199	0.06664158537465995	-0.47634112600393286	0.08103174924185103	0.04051587462092551	0.2517780620137652	0.09090738325062647	0.045453691625313236	True	0.045453691625313236	median_low_minus_high	True
phospho_median	core_subsets	complete	partial_wes	XRCC5	IRF3	1	1	77			-0.2019973044313556	0.07811379920900585	0.039056899604502926	0.22198137040847332	0.052343209306289815	0.026171604653144907	-0.18715252281076958	0.10313716413029098	0.05156858206514549	True	0.05156858206514549	rho	True
phospho_median	core_subsets	complete	spearman	XRCC5	IRF3+HLA-A	1	2	79			-0.25214216163583253	0.024979468386417458	0.012489734193208729	0.20231256085686466	0.07376452148027574	0.03688226074013787	-0.18454235637779942	0.10349925276593103	0.05174962638296551	True	0.05174962638296551	rho	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	TBK1+IRF3	2	2	79	20.0	59.0	0.772314581492318	0.003562502787976376	0.001781251393988188	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.5215673557522419	0.011008065208131556	0.005504032604065778	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	IRF3	2	1	79	20.0	59.0	0.8413685954492268	0.005641244625625059	0.0028206223128125294	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.46842417509801276	0.041842660972655446	0.020921330486327723	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+TBK1+IRF3	2	3	79	20.0	59.0	0.6635868243411909	0.006254868345995517	0.0031274341729977586	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.41828875990174613	0.00441528679194721	0.002207643395973605	True	0.05531490615368794	median_low_minus_high	True
protein	core_subsets	complete	q1_rest	PRKDC+XRCC5	STING1+IRF3	2	2	79	20.0	59.0	0.4313149059663808	0.010317816292201687	0.0051589081461008435	-0.3224582695503768	0.11062981230737588	0.05531490615368794	0.46834884975621127	0.020506516559416932	0.010253258279708466	True	0.05531490615368794	median_low_minus_high	True
