gene	label	family	ensembl	n	rho	p	ci_low	ci_high	tested	partial_wes_n	partial_wes_rho	partial_wes_p	partial_wes_ci_low	partial_wes_ci_high	partial_wes_tested	partial_wgs_n	partial_wgs_rho	partial_wgs_p	partial_wgs_tested	endpoint_vs_wes_n	endpoint_vs_wes_rho	endpoint_vs_wes_p	q	call_q	partial_wes_q	partial_wes_call
PRKDC	DNA-PKcs (PRKDC)	NHEJ	ENSG00000253729	79	0.04315968841285297	0.7056733067647624	-0.17966526914312234	0.2617719855062501	True	77	0.0024206720457670768	0.9833302885766906	-0.22167834927468505	0.22627682134661434	True	75	0.04834850395661879	0.6803989877473975	True	108	0.24121107950435416	0.011909319198570844	0.7342229634903079	NULL	0.9833302885766906	NULL
XRCC5	Ku80 (XRCC5)	NHEJ	ENSG00000079246	79	0.07358812074001948	0.5192415720739462	-0.14996233304186005	0.2899802256192762	True	77	0.06943281737356934	0.5484863201642758	-0.15698740117389046	0.2889185380318786	True	75	0.08602471286647725	0.4630432662585323	True	108	0.033430005285202104	0.7312462184108397	0.7342229634903079	NULL	0.7051966973540689	NULL
XRCC6	Ku70 (XRCC6)	NHEJ	ENSG00000196419	79	-0.056913339824732234	0.6183444996791853	-0.27456853511295953	0.16628967310105858	True	77	-0.07250989538603482	0.5308621946458446	-0.2917505002924347	0.15396950626092468	True	75	-0.04124152560479967	0.7253537369768165	True	108	0.12527906402885297	0.19639700903968704	0.7342229634903079	NULL	0.7051966973540689	NULL
STING1	STING (STING1)	STING	ENSG00000184584	79	-0.18544303797468356	0.10179614337150666	-0.3905399788275625	0.03719237719597796	True	77	-0.19503879793866613	0.0891626044893893	-0.4014791873405198	0.030262016929161355	True	75	-0.2120067873183321	0.06784843826339394	True	108	0.04924368538872995	0.6127810201895328	0.32521619324264184	NULL	0.5012315666340137	NULL
TBK1	TBK1	STING	ENSG00000183735	79	-0.21652872444011687	0.05527875708014355	-0.4176437017983034	0.0048120633524663175	True	77	-0.1828827688624299	0.11138479258533637	-0.390851589197203	0.04285133376421144	True	75	-0.20177726287546793	0.08256439473576895	True	108	-0.2524799956939308	0.008384738425280702	0.32521619324264184	NULL	0.5012315666340137	NULL
IRF3	IRF3	STING	ENSG00000126456	79	-0.18201071080817915	0.10840539774754727	-0.38752536311252644	0.04073921893873401	True	77	-0.1275991818212822	0.2687732118907732	-0.34180927032356784	0.09921517164287931	True	75	-0.1334231522038487	0.2537942123253685	True	108	-0.28544264855146534	0.002749404002505715	0.32521619324264184	NULL	0.7051966973540689	NULL
HLA-A	HLA-A	HLA	ENSG00000206503	79	-0.10133885102239533	0.37418943835668633	-0.3153824548196812	0.12251679367093732	True	77	-0.08077761460093236	0.48494618528718325	-0.29934063335597644	0.1458398207296836	True	75	-0.0927450627612914	0.4287028767194554	True	108	-0.0903611612188316	0.3523513756205417	0.7342229634903079	NULL	0.7051966973540689	NULL
HLA-B	HLA-B	HLA	ENSG00000234745	79	0.03880233690360273	0.7342229634903079	-0.1838857309927521	0.2577017606224687	True	77	0.052019462162308606	0.653210087257997	-0.17398653178149087	0.2728196023947869	True	75	0.04260650050875103	0.7166417969676058	True	108	-0.09655596533658875	0.32018009097321626	0.7342229634903079	NULL	0.7348613481652466	NULL
HLA-C	HLA-C	HLA	ENSG00000204525	79	0.07061830574488803	0.5362869814943989	-0.1528792197819305	0.2872435596768837	True	77	0.0737282806151874	0.5239625086732483	-0.15277338593358447	0.29287076935185363	True	75	0.09760462420107559	0.40480229503159765	True	108	-0.03900485210095122	0.688577566102297	0.7342229634903079	NULL	0.7051966973540689	NULL
