ensembl	row_id	row_present	n_samples	n_observed	n_na	na_frac	median	sd	note	gene	label	family
ENSG00000189143	ENSG00000189143.9	True	110	79	31	0.2818181818181818	23.0710721901358	0.5510576177931819	row present	CLDN4	CLDN4	predictor
ENSG00000253729	ENSG00000253729.8	True	110	110	0	0.0	28.252949379748152	0.23554585740607506	row present	PRKDC	DNA-PKcs (PRKDC)	NHEJ
ENSG00000079246	ENSG00000079246.16	True	110	110	0	0.0	28.9637863596531	0.17467846443448293	row present	XRCC5	Ku80 (XRCC5)	NHEJ
ENSG00000196419	ENSG00000196419.12	True	110	110	0	0.0	29.22939443201245	0.1805825917540303	row present	XRCC6	Ku70 (XRCC6)	NHEJ
ENSG00000184584	ENSG00000184584.13	True	110	110	0	0.0	25.3189269488044	0.514924014244344	row present	STING1	STING (STING1)	STING
ENSG00000183735	ENSG00000183735.10	True	110	110	0	0.0	24.50074833110335	0.19682766924663578	row present	TBK1	TBK1	STING
ENSG00000126456	ENSG00000126456.16	True	110	110	0	0.0	24.789120930166902	0.19512281849346555	row present	IRF3	IRF3	STING
ENSG00000206503	ENSG00000206503.13	True	110	110	0	0.0	27.8512618528863	0.7078371831655318	row present	HLA-A	HLA-A	HLA
ENSG00000234745	ENSG00000234745.11	True	110	110	0	0.0	26.98466554252615	0.6491232156497947	row present	HLA-B	HLA-B	HLA
ENSG00000204525	ENSG00000204525.16	True	110	110	0	0.0	26.0483382333172	0.6419868300989086	row present	HLA-C	HLA-C	HLA
ENSG00000204592	ENSG00000204592.9	True	110	110	0	0.0	24.878572504165547	0.3771096454549068	row present	HLA-E	HLA-E	HLA-exploratory
ENSG00000204642	ENSG00000204642.14	True	110	110	0	0.0	23.6830114056201	0.4401545884745978	row present	HLA-F	HLA-F	HLA-exploratory
ENSG00000204632	ENSG00000204632.11	True	110	54	56	0.509090909090909	18.6380518799619	0.8070281418925501	row present	HLA-G	HLA-G	HLA-exploratory
ENSG00000204287	ENSG00000204287.14	True	110	110	0	0.0	28.05588701752975	0.48829703507214667	row present	HLA-DRA	HLA-DRA	HLA-exploratory
ENSG00000166710		False	110	0	110				row absent	B2M	B2M	HLA-exploratory
