gene	label	family	ensembl	n	rho	p	ci_low	ci_high	tested	partial_wes_n	partial_wes_rho	partial_wes_p	partial_wes_ci_low	partial_wes_ci_high	partial_wes_tested	partial_wgs_n	partial_wgs_rho	partial_wgs_p	partial_wgs_tested	endpoint_vs_wes_n	endpoint_vs_wes_rho	endpoint_vs_wes_p	members	n_member_complete	q	call_q	partial_wes_q	partial_wes_call
NHEJ3	NHEJ3	composite	ENSG00000253729+ENSG00000079246+ENSG00000196419	79	0.02468354430379747	0.829043811608131	-0.19750479690835057	0.24445973661194237	True	77	-0.0018584872889673006	0.9872013420450093	-0.225743350861496	0.22221284334070152	True	75	0.03687974120411677	0.7534220066948107	True	108	0.16099337352683854	0.09601247511795229	PRKDC,XRCC5,XRCC6	110	0.829043811608131	NULL	0.9872013420450093	NULL
STING3	STING3	composite	ENSG00000184584+ENSG00000183735+ENSG00000126456	79	-0.2888266796494645	0.009837251144787524	-0.4793260798223066	-0.07233583084178437	True	77	-0.2554216822261261	0.024962310706283748	-0.4534585795701569	-0.0333508189893761	True	75	-0.2678433897732671	0.020165466790541795	True	108	-0.2594044418671282	0.00670780415133467	STING1,TBK1,IRF3	110	0.029511753434362572	INVERSE	0.07488693211885125	NULL
HLA_ABC	HLA_ABC	composite	ENSG00000206503+ENSG00000234745+ENSG00000204525	79	0.04946445959104188	0.6650821699051745	-0.17354401157501115	0.2676475714111357	True	77	0.07089906157392716	0.5400531175495427	-0.15554988524575095	0.2902684625192693	True	75	0.07373162436057223	0.5295674938011224	True	108	-0.08666526191839913	0.3724726794269178	HLA-A,HLA-B,HLA-C	110	0.829043811608131	NULL	0.810079676324314	NULL
