layer	grid	imputation	method	nhej_panel	immune_panel	n_nhej	n_immune	n	n_low	n_high	pattern_effect	pattern_p_two	pattern_p_one	nhej_effect	nhej_p_two	nhej_p_one	immune_effect	immune_p_two	immune_p_one	full_match	worse_arm_p	effect_kind	approx
protein	core_subsets	complete	spearman	PRKDC	STING1+HLA-C	1	2	79			-0.10389483933787731	0.36219645079596446	0.18109822539798223	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.05917721518987342	0.6044238915808074	0.3022119457904037	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3	1	2	79			-0.19191820837390458	0.09018793278674002	0.04509396639337001	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.23921616358325218	0.03373364168116045	0.016866820840580225	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-A	1	2	79			-0.1920886075949367	0.08989719159054105	0.044948595795270524	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.22115384615384615	0.05015343107521297	0.025076715537606487	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-B	1	2	79			-0.13378773125608567	0.23980645322909155	0.11990322661454578	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.07991723466407011	0.48385300772723555	0.24192650386361778	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-C	1	2	79			-0.09564264849074976	0.40176950727675326	0.20088475363837663	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.04827166504381694	0.6726924467363556	0.3363462233681778	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-A	1	2	79			-0.19924537487828628	0.07833979582318581	0.03916989791159291	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.1759493670886076	0.12088421877888728	0.06044210938944364	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-B	1	2	79			-0.1579844206426485	0.1643575500710239	0.08217877503551195	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.1375365141187926	0.22677032556007024	0.11338516278003512	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-C	1	2	79			-0.11815968841285297	0.29967758485776363	0.14983879242888182	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.09693281402142162	0.3954202549846159	0.19771012749230796	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	HLA-A+HLA-B	1	2	79			-0.1174537487828627	0.30259457732613504	0.15129728866306752	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.04038461538461539	0.7238116724825918	0.3619058362412959	True	0.3619058362412959	rho	True
protein	core_subsets	complete	spearman	PRKDC	HLA-A+HLA-C	1	2	79			-0.07439143135345667	0.5146785168617622	0.2573392584308811	0.04315968841285297	0.7056733067647624	0.3528366533823812	0.023612463485881207	0.8363568285589524	0.5818215857205238	False	0.5818215857205238	rho	True
protein	core_subsets	complete	spearman	PRKDC	HLA-B+HLA-C	1	2	79			-0.01436222005842259	0.9000280216775494	0.4500140108387747	0.04315968841285297	0.7056733067647624	0.3528366533823812	0.09768743914313535	0.39173425906768355	0.8041328704661582	False	0.8041328704661582	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3	1	3	79			-0.19644595910418694	0.08271068373630601	0.041355341868153005	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.28882667964946446	0.00983725114478753	0.004918625572393765	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-A	1	3	79			-0.21058909444985394	0.062480280226233004	0.031240140113116502	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.20735150925024343	0.06671521897928964	0.03335760948964482	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-B	1	3	79			-0.17042356377799417	0.13319463787348476	0.06659731893674238	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.12538948393378774	0.2708642560039676	0.1354321280019838	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-C	1	3	79			-0.11548198636806231	0.3108397861511603	0.15541989307558016	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.15438169425511197	0.17431683539446835	0.08715841769723418	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-A	1	3	79			-0.1956669912366115	0.08396077770757918	0.04198038885378959	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.18023369036027265	0.11195554812197726	0.05597777406098863	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-B	1	3	79			-0.15223953261927944	0.18044418487288913	0.09022209243644456	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.14386562804284322	0.20590144646268196	0.10295072323134098	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-C	1	3	79			-0.12835929892891917	0.25958667346222314	0.12979333673111157	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.11567672833495618	0.31001903741736514	0.15500951870868257	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+HLA-A+HLA-B	1	3	79			-0.1656280428432327	0.14462956051651218	0.07231478025825609	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.08554040895813048	0.4535218010360709	0.22676090051803546	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+HLA-A+HLA-C	1	3	79			-0.12222492697176242	0.2832385685228646	0.1416192842614323	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.07568159688412852	0.5073929696225656	0.2536964848112828	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+HLA-B+HLA-C	1	3	79			-0.09722492697176241	0.3939909868836414	0.1969954934418207	0.04315968841285297	0.7056733067647624	0.3528366533823812	0.01611489776046738	0.8879027606201545	0.5560486196899228	False	0.5560486196899228	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-A	1	3	79			-0.20555014605647517	0.0691700247054257	0.03458501235271285	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.2236124634858812	0.04759202392502053	0.023796011962510265	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-B	1	3	79			-0.16538461538461538	0.14522908675788884	0.07261454337894442	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.18575949367088607	0.10120297365508277	0.050601486827541384	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-C	1	3	79			-0.1495618305744888	0.1883220289248001	0.09416101446240005	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.15912852969814995	0.16128445315403472	0.08064222657701736	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-A+HLA-B	1	3	79			-0.14050632911392405	0.21680092390849612	0.10840046195424806	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.11005355404089581	0.33428297726407663	0.16714148863203832	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-A+HLA-C	1	3	79			-0.1138510223953262	0.31776868026180577	0.15888434013090288	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.056353456669912365	0.6218083062953882	0.3109041531476941	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-B+HLA-C	1	3	79			-0.07823758519961052	0.4931177161573791	0.24655885807868955	0.04315968841285297	0.7056733067647624	0.3528366533823812	0.015530671859785784	0.8919417980322989	0.5540291009838505	False	0.5540291009838505	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-A+HLA-B	1	3	79			-0.15579357351509251	0.17036250708359318	0.08518125354179659	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.12407497565725414	0.2759595236118486	0.1379797618059243	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-A+HLA-C	1	3	79			-0.13712268743914313	0.22818454061254825	0.11409227030627413	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.08851022395326193	0.4379374316997264	0.2189687158498632	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-B+HLA-C	1	3	79			-0.10457643622200584	0.35903864355012666	0.17951932177506333	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.0313777994157741	0.7836894530192926	0.3918447265096463	True	0.3918447265096463	rho	True
protein	core_subsets	complete	spearman	PRKDC	HLA-A+HLA-B+HLA-C	1	3	79			-0.07210321324245375	0.5277298799472322	0.2638649399736161	0.04315968841285297	0.7056733067647624	0.3528366533823812	0.04946445959104187	0.6650821699051745	0.6674589150474127	False	0.6674589150474127	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-A	1	4	79			-0.20182570593962998	0.07447610739333585	0.037238053696667925	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.24734664070107107	0.02797091478366043	0.013985457391830216	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-B	1	4	79			-0.19552093476144108	0.08419683101625128	0.04209841550812564	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.188777994157741	0.09567981225424114	0.04783990612712057	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-C	1	4	79			-0.1665774099318403	0.14230916449679748	0.07115458224839874	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.19001947419668938	0.09347804205430013	0.046739021027150066	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-A+HLA-B	1	4	79			-0.17431840311587146	0.12442321533871166	0.06221160766935583	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.12977117818889972	0.25433861782856165	0.12716930891428083	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-A+HLA-C	1	4	79			-0.14016553067185977	0.21792898467084104	0.10896449233542052	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.17312560856864653	0.12706120055782974	0.06353060027891487	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-B+HLA-C	1	4	79			-0.12451314508276534	0.2742540285592446	0.1371270142796223	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.07429406037000974	0.5152305242508158	0.2576152621254079	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-A+HLA-B	1	4	79			-0.17249269717624147	0.12847816528433192	0.06423908264216596	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.12748296007789678	0.2628808079912791	0.13144040399563955	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-A+HLA-C	1	4	79			-0.1650925024342746	0.14595097901932272	0.07297548950966136	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.11616358325219085	0.30797330937651074	0.15398665468825537	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-B+HLA-C	1	4	79			-0.11764849074975657	0.30178804689212546	0.15089402344606273	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.055574488802336904	0.6266411966523866	0.3133205983261933	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+HLA-A+HLA-B+HLA-C	1	4	79			-0.11365628042843233	0.3186025917494147	0.15930129587470734	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.020520934761441092	0.8575406322144318	0.4287703161072159	True	0.4287703161072159	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-A+HLA-B	1	4	79			-0.17568159688412852	0.12145988903769123	0.06072994451884561	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.18510223953261928	0.10243797232498913	0.05121898616249457	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-A+HLA-C	1	4	79			-0.16592015579357353	0.14391258547103472	0.07195629273551736	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.1761197663096397	0.12051897438047841	0.06025948719023921	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-B+HLA-C	1	4	79			-0.13120740019474197	0.24907481273705734	0.12453740636852867	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.10002434274586174	0.38044991809677997	0.19022495904838999	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+HLA-A+HLA-B+HLA-C	1	4	79			-0.11599318403115871	0.3086883158136365	0.15434415790681824	0.04315968841285297	0.7056733067647624	0.3528366533823812	0.0034323271665043817	0.9760502963787734	0.5119748518106133	False	0.5119748518106133	rho	True
protein	core_subsets	complete	spearman	PRKDC	IRF3+HLA-A+HLA-B+HLA-C	1	4	79			-0.11764849074975657	0.30178804689212546	0.15089402344606273	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.027750730282375853	0.8081842334143603	0.40409211670718015	True	0.40409211670718015	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-A+HLA-B	1	5	79			-0.18605160662122688	0.10065783120277656	0.05032891560138828	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.18179162609542357	0.10883830776100845	0.05441915388050422	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-A+HLA-C	1	5	79			-0.1763875365141188	0.11994673061667295	0.059973365308336475	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.18169425511197662	0.10903114199943663	0.054515570999718314	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-B+HLA-C	1	5	79			-0.14593476144109055	0.19938540794288545	0.09969270397144273	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.12616845180136319	0.267874853410432	0.133937426705216	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+HLA-A+HLA-B+HLA-C	1	5	79			-0.13894839337877313	0.22199151904207712	0.11099575952103856	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.06475170399221032	0.5707496450876484	0.2853748225438242	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+IRF3+HLA-A+HLA-B+HLA-C	1	5	79			-0.14388997078870497	0.20582391604565997	0.10291195802282999	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.04574001947419669	0.6889534143692209	0.34447670718461043	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	TBK1+IRF3+HLA-A+HLA-B+HLA-C	1	5	79			-0.14208860759493672	0.2116174618680479	0.10580873093402395	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.09929406037000973	0.3839550563567199	0.19197752817835995	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	PRKDC	STING1+TBK1+IRF3+HLA-A+HLA-B+HLA-C	1	6	79			-0.15077896786757547	0.1847109006733838	0.0923554503366919	0.04315968841285297	0.7056733067647624	0.3528366533823812	-0.1072541382667965	0.3467979541571494	0.1733989770785747	True	0.3528366533823812	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1	1	1	79			-0.14807692307692308	0.1927964034982644	0.0963982017491322	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.18544303797468353	0.10179614337150668	0.05089807168575334	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1	1	1	79			-0.18274099318403117	0.1069720068046086	0.0534860034023043	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.21652872444011684	0.05527875708014359	0.027639378540071795	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	IRF3	1	1	79			-0.1893135345666991	0.09472508850373468	0.04736254425186734	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.18201071080817915	0.10840539774754727	0.05420269887377364	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	HLA-A	1	1	79			-0.11071080817916261	0.3313865870357256	0.1656932935178628	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.10133885102239533	0.37418943835668633	0.18709471917834317	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	HLA-B	1	1	79			-0.03142648490749757	0.7833620313087372	0.3916810156543686	0.07358812074001947	0.5192415720739463	0.25962078603697314	0.03880233690360273	0.7342229634903079	0.632888518254846	False	0.632888518254846	rho	True
protein	core_subsets	complete	spearman	XRCC5	HLA-C	1	1	79			-0.009396299902629017	0.9344982075482651	0.46724910377413253	0.07358812074001947	0.5192415720739463	0.25962078603697314	0.07061830574488802	0.5362869814943989	0.7318565092528005	False	0.7318565092528005	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+TBK1	1	2	79			-0.17702044790652385	0.11860244840010808	0.05930122420005404	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.22590068159688412	0.04530595349509946	0.02265297674754973	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+IRF3	1	2	79			-0.1787487828627069	0.1149905018777255	0.05749525093886275	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.22874878286270692	0.04258804983338396	0.02129402491669198	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+HLA-A	1	2	79			-0.13271665043816944	0.2436243366348686	0.1218121683174343	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.17461051606621228	0.1237836080396596	0.0618918040198298	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+HLA-B	1	2	79			-0.09819863680623174	0.3892489487719418	0.1946244743859709	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.04647030185004868	0.6842478711571722	0.3421239355785861	True	0.3421239355785861	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+HLA-C	1	2	79			-0.10024342745861733	0.37940214685558843	0.18970107342779421	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.05917721518987342	0.6044238915808074	0.3022119457904037	True	0.3022119457904037	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+IRF3	1	2	79			-0.19496105160662122	0.08510658374963816	0.04255329187481908	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.23921616358325218	0.03373364168116045	0.016866820840580225	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+HLA-A	1	2	79			-0.14807692307692308	0.1927964034982644	0.0963982017491322	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.22115384615384615	0.05015343107521297	0.025076715537606487	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+HLA-B	1	2	79			-0.10228821811100292	0.3697070740614285	0.18485353703071425	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.07991723466407011	0.48385300772723555	0.24192650386361778	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+HLA-C	1	2	79			-0.08205939629990262	0.4721727981409444	0.2360863990704722	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.04827166504381694	0.6726924467363556	0.3363462233681778	True	0.3363462233681778	rho	True
protein	core_subsets	complete	spearman	XRCC5	IRF3+HLA-A	1	2	79			-0.15299415774099318	0.1782680448283424	0.0891340224141712	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.1759493670886076	0.12088421877888728	0.06044210938944364	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	IRF3+HLA-B	1	2	79			-0.09053067185978578	0.42750993378955565	0.21375496689477783	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.1375365141187926	0.22677032556007024	0.11338516278003512	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	IRF3+HLA-C	1	2	79			-0.11051606621226874	0.33224311340625984	0.16612155670312992	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.09693281402142162	0.3954202549846159	0.19771012749230796	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	HLA-A+HLA-B	1	2	79			-0.05900681596884128	0.6054668687135448	0.3027334343567724	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.04038461538461539	0.7238116724825918	0.3619058362412959	True	0.3619058362412959	rho	True
protein	core_subsets	complete	spearman	XRCC5	HLA-A+HLA-C	1	2	79			-0.07183544303797468	0.5292679051638554	0.2646339525819277	0.07358812074001947	0.5192415720739463	0.25962078603697314	0.023612463485881207	0.8363568285589524	0.5818215857205238	False	0.5818215857205238	rho	True
protein	core_subsets	complete	spearman	XRCC5	HLA-B+HLA-C	1	2	79			0.0015092502434274587	0.9894676736926658	0.5052661631536671	0.07358812074001947	0.5192415720739463	0.25962078603697314	0.09768743914313535	0.39173425906768355	0.8041328704661582	False	0.8041328704661582	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+TBK1+IRF3	1	3	79			-0.1813777994157741	0.10965968304217949	0.054829841521089745	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.28882667964946446	0.00983725114478753	0.004918625572393765	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+TBK1+HLA-A	1	3	79			-0.13220545277507303	0.2454611878842274	0.1227305939421137	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.20735150925024343	0.06671521897928964	0.03335760948964482	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+TBK1+HLA-B	1	3	79			-0.12032619279454722	0.2908406031798502	0.1454203015899251	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.12538948393378774	0.2708642560039676	0.1354321280019838	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+TBK1+HLA-C	1	3	79			-0.13641674780915286	0.23061121699520873	0.11530560849760436	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.15438169425511197	0.17431683539446835	0.08715841769723418	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+IRF3+HLA-A	1	3	79			-0.15910418695228823	0.1613493920932983	0.08067469604664915	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.18023369036027265	0.11195554812197726	0.05597777406098863	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+IRF3+HLA-B	1	3	79			-0.11959591041869523	0.29379995619722066	0.14689997809861033	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.14386562804284322	0.20590144646268196	0.10295072323134098	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+IRF3+HLA-C	1	3	79			-0.13588120740019474	0.2324640992509604	0.1162320496254802	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.11567672833495618	0.31001903741736514	0.15500951870868257	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+HLA-A+HLA-B	1	3	79			-0.09257546251217137	0.4171026421735238	0.2085513210867619	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.08554040895813048	0.4535218010360709	0.22676090051803546	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+HLA-A+HLA-C	1	3	79			-0.12227361246348588	0.2830453962064167	0.14152269810320836	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.07568159688412852	0.5073929696225656	0.2536964848112828	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	STING1+HLA-B+HLA-C	1	3	79			-0.0754381694255112	0.5087635251961691	0.25438176259808454	0.07358812074001947	0.5192415720739463	0.25962078603697314	0.01611489776046738	0.8879027606201545	0.5560486196899228	False	0.5560486196899228	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+IRF3+HLA-A	1	3	79			-0.1440603700097371	0.20528178528262014	0.10264089264131007	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.2236124634858812	0.04759202392502053	0.023796011962510265	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+IRF3+HLA-B	1	3	79			-0.12950340798442064	0.25532833539524796	0.12766416769762398	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.18575949367088607	0.10120297365508277	0.050601486827541384	True	0.25962078603697314	rho	True
protein	core_subsets	complete	spearman	XRCC5	TBK1+IRF3+HLA-C	1	3	79			-0.1321080817916261	0.24581214114385835	0.12290607057192918	0.07358812074001947	0.5192415720739463	0.25962078603697314	-0.15912852969814995	0.16128445315403472	0.08064222657701736	True	0.25962078603697314	rho	True
