gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
FAM92A	-0.7800268440325285	3.4631503480002475	-8.75165528971009	5.115329871570116e-05	0.08912906395543922	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
FN1	-1.1254951349792996	6.619178555934649	-8.44576513495674	6.437215843517469e-05	0.13326147684606013	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
NR3C1	-0.2561714486525496	6.352150034087131	-7.920939571581333	9.711142993399684e-05	0.032341043172660844	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
LINC00467	0.39582800244155997	4.42510916776292	7.920025475229864	9.718289369026936e-05	0.049978122378460124	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
GCNA	-0.31931804507315453	2.3828696475962663	-7.788448501559079	0.00010811728385311367	0.04099892873519469	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
ZNF816-ZNF321P	0.5781615441875835	1.8021577112842608	7.784392417164312	0.00010847576432559576	0.07427189088165154	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
CCDC91	-0.3264515522488694	4.739504860618076	-7.572463933836754	0.0001292138329127463	0.04311034758318956	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
FOXQ1	1.3471527742735732	4.701336512409958	7.461951520101939	0.00014177931485982932	0.18053625390682912	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
TTC7B	-0.49328893130945045	2.2669324047218735	-7.399259474344633	0.00014951694644833857	0.06666733786263686	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
HIST1H2AB	0.44467281357878874	0.8685680831757282	7.217999860267327	0.0001747042529026404	0.061606098945299746	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
HIST1H2BJ	0.9643954757790293	3.613475063413196	7.091692009576997	0.00019508242621169865	0.13598947535745468	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
CFLAR-AS1	0.6637182085918123	2.7520802421729	7.017116056662625	0.00020836466813872262	0.09458561084530215	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
LAMB1	-1.041405149241832	2.681284760362354	-6.981727140943722	0.0002150214555482412	0.1491615367112535	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
HIST1H2BD	1.0051349009297872	3.379399476050482	6.977899812249366	0.0002157556203793056	0.1440454761424521	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
MROH6	0.9444677260370296	3.1788554351079035	6.8498087778869285	0.00024203170505043825	0.13788234922499323	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
LUM	-1.3151055580806463	5.813074769380992	-6.823623743543442	0.00024783570871946903	0.19272832259032568	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
HIST1H2BE	1.0619301587863528	2.2353732969591373	6.7815386897749	0.0002574948976069133	0.15659132939660358	7	0.23639546276182918	malignant	GSE189357	continuous_single			other
SLC6A3	-0.8450639651044197	1.7710752462988264	-6.614885758378445	0.0003001279656368445	0.12775186087440102	7	0.24695234774312366	malignant	GSE189357	continuous_single			other
LRRC14	0.5098087973552209	3.4152986651637187	6.577247701332055	0.0003108206649224944	0.07751096210835605	7	0.24695234774312366	malignant	GSE189357	continuous_single			other
FRZB	-0.9487273197154129	1.8867887897674858	-6.501521157093854	0.00033365575226963924	0.14592389946778073	7	0.24695234774312366	malignant	GSE189357	continuous_single			other
GJA1	-1.0377352218991698	5.30020476346013	-6.426964777168858	0.0003579938383113014	0.16146583307654325	7	0.24695234774312366	malignant	GSE189357	continuous_single			other
