gene	logFC	AveExpr	t	p	se	df	fdr	compartment	cohort	contrast	n_q1	n_q4	family
CCL5	-3.632535243859054	4.7569605523285885	-4.747547882449293	0.00031188916051834453	0.7651392537372375	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN|chemokine
OAS2	-3.0720505262427387	3.171624281083176	-4.711122601894011	0.00033409038139784966	0.6520846061207755	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
GBP4	-3.1564796119459864	3.2118739381972214	-4.674025995088034	0.0003583834552211694	0.6753235038194381	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
GZMA	-3.3217025256069004	3.4186392914933537	-4.62695745065398	0.0003918559889737714	0.717902111923983	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
SLAMF7	-1.6959788762001042	1.6898814096311208	-4.117456621715958	0.0010458764512766307	0.41189963417108255	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
SAMD9L	-2.4029566666278233	3.1909024117563423	-3.987127884267251	0.0013496999502524438	0.6026786038415307	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
TMEM140	-1.8715498641298236	2.102831325132337	-3.9184458816336645	0.0015446635125731056	0.477625548665111	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
MYD88	-1.1635398033323132	3.9210437386677284	-3.9066708739776077	0.0015808639655356524	0.2978340998937661	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
GBP2	-3.006235133603557	4.048592625247316	-3.8939718412054365	0.001620873900862986	0.7720228230189082	14	0.25840961638375415	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
EPSTI1	-2.6320802849258627	3.689894395010008	-3.8231030862635724	0.0018638460247557228	0.688466992789951	14	0.2645625885139373	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
XCL2	-2.352894693397226	2.3277950176045237	-3.786277030543091	0.002004402671350916	0.6214269781151578	14	0.2647648013246641	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	chemokine
NFKB1	-1.560588027636607	5.291335322920647	-3.7366012667207125	0.00221121194599994	0.4176490656189812	14	0.2647648013246641	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
STAT4	-1.9814270777559713	2.1363359737608922	-3.6755667147130966	0.0024951866575903705	0.5390807000793714	14	0.26620835101565204	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
ACTR3	-0.9418005369528899	6.910725483347055	-3.6395915265086356	0.0026795816984909234	0.2587654493899579	14	0.2663350253975949	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	TJ
CASP1	-2.321473820168998	3.407517342596137	-3.599502297986985	0.0029013457906205994	0.6449430026665848	14	0.2702633826315074	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
PECAM1	-2.0086893268415245	2.740823116138196	-3.5342563486521783	0.003302598618957544	0.5683485091871043	14	0.27093220509843113	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	TJ
IL2RB	-2.4930606368751222	2.15480976648696	-3.4937821908718303	0.003579164519772035	0.7135707095275478	14	0.27093220509843113	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
PSMB9	-2.2189937976214402	6.562089818273789	-3.485504198368088	0.0036385399350558185	0.636634951884543	14	0.27093220509843113	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN|MHC-I/APM
CLDN9	1.910829129601518	2.7004790165551555	3.4553402298949383	0.003863403315881881	0.553007519511217	14	0.27093220509843113	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	TJ
CD274	-1.421776469183527	1.8421291660507384	-3.41694114025374	0.0041699794321620005	0.4160962717309045	14	0.2793261503528741	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
VIM	-3.338391097223477	7.8711090989156185	-3.3456978915859956	0.00480491833123965	0.9978160627171705	14	0.29229919848374536	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	TJ
CD38	-2.5488507806397385	2.83489925938944	-3.3393954754750768	0.004865549867072333	0.7632671240524838	14	0.2949842690596226	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN
KRT6A	-3.6537698519061195	2.3258831140975937	-3.31046282864123	0.005153867157685552	1.1037036333091221	14	0.29588861890372087	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	keratin
IL7	-1.5636585539610597	1.9256809222487978	-3.268754513110578	0.005599813651651645	0.47836524513829803	14	0.3009452025428358	malignant	GSE189357+GSE205335	q4q1_combined	9.0	8.0	IFN|chemokine
