file	url	bytes	sha256	retrieved_utc
normal_ihc_data.tsv.zip	https://www.proteinatlas.org/download/tsv/normal_ihc_data.tsv.zip	5732831	fa2315e5a53ecffd9427a5bfe219c8cc41b54089ef6f6be7b5d79b5455e0677f	2026-08-16T19:48:21Z
cancer_data.tsv.zip	https://www.proteinatlas.org/download/tsv/cancer_data.tsv.zip	1724018	6e771693dc1019a3536d8834175ee97dcfde4f835d5cb3bed7c5a48803668135	2026-08-16T19:48:21Z
cancer_prognostic_data.tsv.zip	https://www.proteinatlas.org/download/tsv/cancer_prognostic_data.tsv.zip	4396376	86624e44fb366df444d07721996a93394bf0490230ff4fbf75934e6362927ee8	2026-08-16T19:48:21Z
cancer_cptac.tsv.zip	https://www.proteinatlas.org/download/tsv/cancer_cptac.tsv.zip	1166551	539c84d10a49b7756e19a6dd242dd3a437a219319a98f0bc0ac5bcb188b36223	2026-08-16T19:48:21Z
ms_tissue.tsv.zip	https://www.proteinatlas.org/download/tsv/ms_tissue.tsv.zip	2215153	4d66af3fbc521196239d9256773a99e4966b6fcd2aefb97f8c8d94591f4ed5b8	2026-08-16T19:48:21Z
ms_tissue_sample_data.tsv.zip	https://www.proteinatlas.org/download/tsv/ms_tissue_sample_data.tsv.zip	8830271	d41062b8b891d3329ea23e9836ceaa1c549968d2eff603867ac7a885cb3a49e0	2026-08-16T19:48:21Z
v23_normal_tissue.tsv.zip	https://v23.proteinatlas.org/download/normal_tissue.tsv.zip	5615221	11f1c10095ac4ced74a38faf1257ae924d623139b9d80f4585c8d685c36213f6	2026-08-16T19:48:21Z
v23_pathology.tsv.zip	https://v23.proteinatlas.org/download/pathology.tsv.zip	3612666	9cc04ae3bcc23e4b4eba958fdcd4602a65e94764b67f870e7da4a4a55345ed37	2026-08-16T19:48:21Z
TACSTD2.tsv	https://www.proteinatlas.org/ENSG00000184292.tsv	7346	388d14bb42cff98f6294cc2a6788576d65ddca95bb1cf6ae6d20147fc7eb4f47	2026-08-16T19:48:21Z
CLDN4.tsv	https://www.proteinatlas.org/ENSG00000189143.tsv	7255	0f7975d3f13713b2aad65b365d53c0eeb83f7f6798ec704e53b564b5c3e9dd35	2026-08-16T19:48:21Z
TACSTD2.json	https://www.proteinatlas.org/ENSG00000184292.json	9519	701302b00df1de8dc505d709355cd9f5e06c87a7a15ef859a36466d9347c99a6	2026-08-16T19:48:21Z
CLDN4.json	https://www.proteinatlas.org/ENSG00000189143.json	9420	c13eb81eac6ffa25cffbff6addc53f53562268a416c207e4d24f8ca54f84b4ba	2026-08-16T19:48:21Z
TACSTD2.xml	https://www.proteinatlas.org/ENSG00000184292.xml	1392661	7ae642666f17e3d5ae040ff91ae712129c5760f78d25b3b565034896786fb972	2026-08-16T19:48:21Z
CLDN4.xml	https://www.proteinatlas.org/ENSG00000189143.xml	692758	b57ef13b9f3f12918fa452187f6fd979cab85e51107d1cd8f198ea4c465a1b95	2026-08-16T19:48:21Z
